ID;SBI93;Perioden;Waarde_1;VoortschrijdendeWaarde_2;Prijs_3;Volume_4;Waarde_5;CumulatieveWaarde_6;Prijs_7;CumulatievePrijs_8;Volume_9;CumulatieveVolume_10
832;553 Restaurants, cafetaria's ..;1993;70.0;70.0;;;;;;;;
833;553 Restaurants, cafetaria's ..;1994 januari;63.0;71.0;;;8.4;8.4;;;;
834;553 Restaurants, cafetaria's ..;1994 februari;59.0;71.0;;;5.8;7.1;;;;
835;553 Restaurants, cafetaria's ..;1994 maart;68.0;71.0;;;6.0;6.7;;;;
836;553 Restaurants, cafetaria's ..;1994 1e kwartaal;63.0;71.0;;;6.7;6.7;;;;
837;553 Restaurants, cafetaria's ..;1994 april;75.0;72.0;;;3.2;5.7;;;;
838;553 Restaurants, cafetaria's ..;1994 mei;83.0;72.0;;;3.3;5.1;;;;
839;553 Restaurants, cafetaria's ..;1994 juni;81.0;72.0;;;3.0;4.7;;;;
840;553 Restaurants, cafetaria's ..;1994 2e kwartaal;79.0;72.0;;;3.2;4.7;;;;
841;553 Restaurants, cafetaria's ..;1994 juli;86.0;72.0;;;5.9;4.9;;;;
842;553 Restaurants, cafetaria's ..;1994 augustus;84.0;73.0;;;5.5;5.0;;;;
843;553 Restaurants, cafetaria's ..;1994 september;77.0;73.0;;;6.4;5.1;;;;
844;553 Restaurants, cafetaria's ..;1994 3e kwartaal;82.0;73.0;;;5.9;5.1;;;;
845;553 Restaurants, cafetaria's ..;1994 oktober;75.0;74.0;;;5.5;5.2;;;;
846;553 Restaurants, cafetaria's ..;1994 november;70.0;74.0;;;11.4;5.7;;;;
847;553 Restaurants, cafetaria's ..;1994 december;75.0;75.0;;;8.1;5.9;;;;
848;553 Restaurants, cafetaria's ..;1994 4e kwartaal;73.0;75.0;;;8.2;5.9;;;;
849;553 Restaurants, cafetaria's ..;1994;75.0;75.0;;;5.9;5.9;;;;
850;553 Restaurants, cafetaria's ..;1995 januari;64.0;75.0;;;1.4;1.4;;;;
851;553 Restaurants, cafetaria's ..;1995 februari;63.0;75.0;;;5.9;3.6;;;;
852;553 Restaurants, cafetaria's ..;1995 maart;70.0;75.0;;;3.2;3.5;;;;
853;553 Restaurants, cafetaria's ..;1995 1e kwartaal;66.0;75.0;;;3.5;3.5;;;;
854;553 Restaurants, cafetaria's ..;1995 april;77.0;75.0;;;2.5;3.2;;;;
855;553 Restaurants, cafetaria's ..;1995 mei;84.0;75.0;;;1.5;2.8;;;;
856;553 Restaurants, cafetaria's ..;1995 juni;85.0;76.0;;;5.4;3.3;;;;
857;553 Restaurants, cafetaria's ..;1995 2e kwartaal;82.0;76.0;;;3.1;3.3;;;;
858;553 Restaurants, cafetaria's ..;1995 juli;85.0;76.0;;;-1.3;2.5;;;;
859;553 Restaurants, cafetaria's ..;1995 augustus;84.0;76.0;;;-0.3;2.1;;;;
860;553 Restaurants, cafetaria's ..;1995 september;78.0;76.0;;;1.4;2.0;;;;
861;553 Restaurants, cafetaria's ..;1995 3e kwartaal;82.0;76.0;;;-0.1;2.0;;;;
862;553 Restaurants, cafetaria's ..;1995 oktober;76.0;76.0;;;2.2;2.0;;;;
863;553 Restaurants, cafetaria's ..;1995 november;71.0;76.0;;;1.4;2.0;;;;
864;553 Restaurants, cafetaria's ..;1995 december;75.0;76.0;;;0.2;1.8;;;;
865;553 Restaurants, cafetaria's ..;1995 4e kwartaal;74.0;76.0;;;1.2;1.8;;;;
866;553 Restaurants, cafetaria's ..;1995;76.0;76.0;;;1.8;1.8;;;;
867;553 Restaurants, cafetaria's ..;1996 januari;63.0;76.0;;;-0.4;-0.4;;;;
868;553 Restaurants, cafetaria's ..;1996 februari;64.0;76.0;;;1.8;0.7;;;;
869;553 Restaurants, cafetaria's ..;1996 maart;73.0;76.0;;;3.4;1.7;;;;
870;553 Restaurants, cafetaria's ..;1996 1e kwartaal;67.0;76.0;;;1.7;1.7;;;;
871;553 Restaurants, cafetaria's ..;1996 april;78.0;76.0;;;2.0;1.8;;;;
872;553 Restaurants, cafetaria's ..;1996 mei;86.0;77.0;;;2.9;2.0;;;;
873;553 Restaurants, cafetaria's ..;1996 juni;88.0;77.0;;;3.3;2.3;;;;
874;553 Restaurants, cafetaria's ..;1996 2e kwartaal;84.0;77.0;;;2.8;2.3;;;;
875;553 Restaurants, cafetaria's ..;1996 juli;86.0;77.0;;;1.4;2.1;;;;
876;553 Restaurants, cafetaria's ..;1996 augustus;87.0;77.0;;;4.3;2.4;;;;
877;553 Restaurants, cafetaria's ..;1996 september;82.0;78.0;;;5.2;2.7;;;;
878;553 Restaurants, cafetaria's ..;1996 3e kwartaal;85.0;78.0;;;3.6;2.7;;;;
879;553 Restaurants, cafetaria's ..;1996 oktober;80.0;78.0;;;4.8;2.9;;;;
880;553 Restaurants, cafetaria's ..;1996 november;76.0;78.0;;;6.6;3.3;;;;
881;553 Restaurants, cafetaria's ..;1996 december;79.0;79.0;;;5.0;3.4;;;;
882;553 Restaurants, cafetaria's ..;1996 4e kwartaal;78.0;79.0;;;5.4;3.4;;;;
883;553 Restaurants, cafetaria's ..;1996;79.0;79.0;;;3.4;3.4;;;;
884;553 Restaurants, cafetaria's ..;1997 januari;66.0;79.0;92.0;72.0;4.4;4.4;;;;
885;553 Restaurants, cafetaria's ..;1997 februari;68.0;79.0;92.0;74.0;6.2;5.3;;;;
886;553 Restaurants, cafetaria's ..;1997 maart;78.0;80.0;93.0;85.0;7.9;6.3;;;;
887;553 Restaurants, cafetaria's ..;1997 1e kwartaal;71.0;80.0;92.0;77.0;6.3;6.3;;;;
888;553 Restaurants, cafetaria's ..;1997 april;81.0;80.0;93.0;88.0;3.7;5.5;;;;
889;553 Restaurants, cafetaria's ..;1997 mei;93.0;80.0;93.0;101.0;8.3;6.2;;;;
890;553 Restaurants, cafetaria's ..;1997 juni;92.0;81.0;93.0;99.0;4.1;5.8;;;;
891;553 Restaurants, cafetaria's ..;1997 2e kwartaal;89.0;81.0;93.0;96.0;5.4;5.8;;;;
892;553 Restaurants, cafetaria's ..;1997 juli;94.0;81.0;94.0;101.0;9.5;6.4;;;;
893;553 Restaurants, cafetaria's ..;1997 augustus;97.0;82.0;94.0;103.0;11.0;7.0;;;;
894;553 Restaurants, cafetaria's ..;1997 september;86.0;83.0;94.0;92.0;4.7;6.8;;;;
895;553 Restaurants, cafetaria's ..;1997 3e kwartaal;92.0;83.0;94.0;99.0;8.5;6.8;;;;
896;553 Restaurants, cafetaria's ..;1997 oktober;85.0;83.0;94.0;91.0;6.9;6.8;;;;
897;553 Restaurants, cafetaria's ..;1997 november;81.0;83.0;94.0;87.0;6.9;6.8;;;;
898;553 Restaurants, cafetaria's ..;1997 december;84.0;84.0;94.0;90.0;7.5;6.8;;;;
899;553 Restaurants, cafetaria's ..;1997 4e kwartaal;84.0;84.0;94.0;89.0;7.1;6.8;;;;
900;553 Restaurants, cafetaria's ..;1997;84.0;84.0;93.0;90.0;6.8;6.8;;;;
901;553 Restaurants, cafetaria's ..;1998 januari;75.0;85.0;94.0;80.0;13.5;13.5;1.7;1.7;11.5;11.5
902;553 Restaurants, cafetaria's ..;1998 februari;74.0;85.0;94.0;79.0;9.3;11.3;2.3;2.0;6.8;9.1
903;553 Restaurants, cafetaria's ..;1998 maart;80.0;85.0;94.0;85.0;2.0;7.9;2.0;2.0;0.0;5.8
904;553 Restaurants, cafetaria's ..;1998 1e kwartaal;76.0;85.0;94.0;81.0;7.9;7.9;2.0;2.0;5.8;5.8
905;553 Restaurants, cafetaria's ..;1998 april;90.0;86.0;94.0;96.0;10.6;8.6;1.2;1.8;9.3;6.7
906;553 Restaurants, cafetaria's ..;1998 mei;99.0;86.0;94.0;105.0;5.9;8.0;1.2;1.7;4.6;6.2
907;553 Restaurants, cafetaria's ..;1998 juni;95.0;87.0;94.0;101.0;3.0;7.0;0.9;1.6;2.1;5.4
908;553 Restaurants, cafetaria's ..;1998 2e kwartaal;94.0;87.0;94.0;101.0;6.3;7.0;1.1;1.6;5.2;5.4
909;553 Restaurants, cafetaria's ..;1998 juli;97.0;87.0;94.0;103.0;3.2;6.4;0.6;1.4;2.6;5.0
910;553 Restaurants, cafetaria's ..;1998 augustus;100.0;87.0;95.0;106.0;3.6;6.0;1.2;1.4;2.4;4.6
911;553 Restaurants, cafetaria's ..;1998 september;90.0;88.0;95.0;95.0;4.8;5.9;1.6;1.4;3.2;4.4
912;553 Restaurants, cafetaria's ..;1998 3e kwartaal;96.0;88.0;95.0;102.0;3.9;5.9;1.1;1.4;2.7;4.4
913;553 Restaurants, cafetaria's ..;1998 oktober;90.0;88.0;95.0;94.0;4.9;5.8;1.6;1.4;3.3;4.3
914;553 Restaurants, cafetaria's ..;1998 november;82.0;88.0;96.0;86.0;1.5;5.4;2.2;1.5;-0.7;3.9
915;553 Restaurants, cafetaria's ..;1998 december;89.0;88.0;96.0;93.0;5.5;5.4;2.5;1.6;2.9;3.8
916;553 Restaurants, cafetaria's ..;1998 4e kwartaal;87.0;88.0;95.0;91.0;4.0;5.4;2.1;1.6;1.8;3.8
917;553 Restaurants, cafetaria's ..;1998;88.0;88.0;95.0;94.0;5.4;5.4;1.6;1.6;3.8;3.8
918;553 Restaurants, cafetaria's ..;1999 januari;79.0;89.0;96.0;82.0;4.6;4.6;2.5;2.5;2.0;2.0
919;553 Restaurants, cafetaria's ..;1999 februari;77.0;89.0;96.0;80.0;4.0;4.3;1.9;2.2;2.1;2.1
920;553 Restaurants, cafetaria's ..;1999 maart;86.0;89.0;97.0;89.0;7.6;5.5;2.5;2.3;5.0;3.1
921;553 Restaurants, cafetaria's ..;1999 1e kwartaal;81.0;89.0;96.0;84.0;5.5;5.5;2.3;2.3;3.1;3.1
922;553 Restaurants, cafetaria's ..;1999 april;97.0;90.0;97.0;100.0;8.1;6.2;3.6;2.7;4.3;3.4
923;553 Restaurants, cafetaria's ..;1999 mei;106.0;91.0;97.0;109.0;7.3;6.5;3.6;2.8;3.6;3.5
924;553 Restaurants, cafetaria's ..;1999 juni;105.0;92.0;98.0;107.0;10.4;7.2;4.2;3.1;5.9;3.9
925;553 Restaurants, cafetaria's ..;1999 2e kwartaal;103.0;92.0;97.0;105.0;8.6;7.2;3.8;3.1;4.6;3.9
926;553 Restaurants, cafetaria's ..;1999 juli;108.0;92.0;98.0;110.0;10.8;7.8;3.9;3.2;6.7;4.4
927;553 Restaurants, cafetaria's ..;1999 augustus;105.0;93.0;98.0;107.0;4.3;7.3;3.2;3.2;1.0;3.9
928;553 Restaurants, cafetaria's ..;1999 september;99.0;94.0;98.0;101.0;9.8;7.6;3.5;3.2;6.1;4.1
929;553 Restaurants, cafetaria's ..;1999 3e kwartaal;104.0;94.0;98.0;106.0;8.2;7.6;3.5;3.2;4.6;4.1
930;553 Restaurants, cafetaria's ..;1999 oktober;96.0;94.0;99.0;98.0;7.4;7.6;3.8;3.3;3.5;4.1
931;553 Restaurants, cafetaria's ..;1999 november;89.0;95.0;99.0;91.0;8.5;7.6;3.2;3.3;5.2;4.2
932;553 Restaurants, cafetaria's ..;1999 december;95.0;95.0;99.0;96.0;6.2;7.5;2.8;3.2;3.3;4.1
933;553 Restaurants, cafetaria's ..;1999 4e kwartaal;93.0;95.0;99.0;95.0;7.4;7.5;3.3;3.2;3.9;4.1
934;553 Restaurants, cafetaria's ..;1999;95.0;95.0;98.0;97.0;7.5;7.5;3.2;3.2;4.1;4.1
935;553 Restaurants, cafetaria's ..;2000 januari;83.0;95.0;99.0;84.0;5.8;5.8;2.4;2.4;3.3;3.3
936;553 Restaurants, cafetaria's ..;2000 februari;84.0;96.0;99.0;84.0;8.2;7.0;2.7;2.6;5.3;4.3
937;553 Restaurants, cafetaria's ..;2000 maart;94.0;97.0;99.0;95.0;9.2;7.8;2.5;2.6;6.4;5.1
938;553 Restaurants, cafetaria's ..;2000 1e kwartaal;87.0;97.0;99.0;88.0;7.8;7.8;2.6;2.6;5.1;5.1
939;553 Restaurants, cafetaria's ..;2000 april;103.0;97.0;99.0;103.0;5.8;7.2;2.3;2.5;3.5;4.6
940;553 Restaurants, cafetaria's ..;2000 mei;106.0;97.0;99.0;107.0;0.1;5.5;2.4;2.5;-2.3;3.0
941;553 Restaurants, cafetaria's ..;2000 juni;110.0;98.0;100.0;110.0;5.1;5.4;2.1;2.4;2.9;3.0
942;553 Restaurants, cafetaria's ..;2000 2e kwartaal;106.0;98.0;100.0;107.0;3.6;5.4;2.3;2.4;1.3;3.0
943;553 Restaurants, cafetaria's ..;2000 juli;109.0;98.0;100.0;109.0;1.1;4.7;2.8;2.5;-1.7;2.2
944;553 Restaurants, cafetaria's ..;2000 augustus;112.0;98.0;101.0;111.0;7.0;5.0;3.0;2.5;3.9;2.4
945;553 Restaurants, cafetaria's ..;2000 september;107.0;99.0;101.0;106.0;7.5;5.3;2.4;2.5;5.0;2.7
946;553 Restaurants, cafetaria's ..;2000 3e kwartaal;109.0;99.0;101.0;109.0;5.1;5.3;2.7;2.5;2.3;2.7
947;553 Restaurants, cafetaria's ..;2000 oktober;99.0;99.0;101.0;98.0;2.9;5.1;2.2;2.5;0.7;2.5
948;553 Restaurants, cafetaria's ..;2000 november;93.0;100.0;101.0;93.0;4.7;5.0;2.5;2.5;2.2;2.5
949;553 Restaurants, cafetaria's ..;2000 december;101.0;100.0;101.0;99.0;6.3;5.2;2.6;2.5;3.6;2.6
950;553 Restaurants, cafetaria's ..;2000 4e kwartaal;98.0;100.0;101.0;97.0;4.6;5.2;2.4;2.5;2.2;2.6
951;553 Restaurants, cafetaria's ..;2000;100.0;100.0;100.0;100.0;5.2;5.2;2.5;2.5;2.6;2.6
952;553 Restaurants, cafetaria's ..;2001 januari;87.0;100.0;103.0;84.0;4.2;4.2;4.2;4.2;0.0;0.0
953;553 Restaurants, cafetaria's ..;2001 februari;87.0;101.0;104.0;84.0;3.6;3.9;4.7;4.5;-1.0;-0.5
954;553 Restaurants, cafetaria's ..;2001 maart;96.0;101.0;104.0;93.0;2.5;3.4;4.5;4.5;-2.0;-1.0
955;553 Restaurants, cafetaria's ..;2001 1e kwartaal;90.0;101.0;103.0;87.0;3.4;3.4;4.5;4.5;-1.0;-1.0
956;553 Restaurants, cafetaria's ..;2001 april;102.0;101.0;105.0;98.0;-0.2;2.4;5.3;4.7;-5.3;-2.2
957;553 Restaurants, cafetaria's ..;2001 mei;113.0;101.0;105.0;107.0;6.0;3.2;5.6;4.9;0.5;-1.6
958;553 Restaurants, cafetaria's ..;2001 juni;117.0;102.0;105.0;111.0;6.1;3.8;5.5;5.0;0.6;-1.2
959;553 Restaurants, cafetaria's ..;2001 2e kwartaal;111.0;102.0;105.0;105.0;4.0;3.8;5.5;5.0;-1.3;-1.2
960;553 Restaurants, cafetaria's ..;2001 juli;113.0;102.0;106.0;107.0;3.9;3.8;5.0;5.0;-1.1;-1.2
961;553 Restaurants, cafetaria's ..;2001 augustus;116.0;102.0;106.0;109.0;3.3;3.7;5.1;5.0;-1.6;-1.3
962;553 Restaurants, cafetaria's ..;2001 september;107.0;103.0;106.0;101.0;0.5;3.3;5.4;5.0;-4.7;-1.7
963;553 Restaurants, cafetaria's ..;2001 3e kwartaal;112.0;103.0;106.0;106.0;2.6;3.3;5.2;5.0;-2.5;-1.7
964;553 Restaurants, cafetaria's ..;2001 oktober;105.0;103.0;106.0;99.0;6.3;3.6;5.6;5.1;0.7;-1.4
965;553 Restaurants, cafetaria's ..;2001 november;102.0;104.0;107.0;96.0;9.1;4.1;5.4;5.1;3.5;-1.0
966;553 Restaurants, cafetaria's ..;2001 december;108.0;104.0;107.0;101.0;7.6;4.4;5.5;5.2;2.0;-0.8
967;553 Restaurants, cafetaria's ..;2001 4e kwartaal;105.0;104.0;107.0;99.0;7.6;4.4;5.5;5.2;2.0;-0.8
968;553 Restaurants, cafetaria's ..;2001;104.0;104.0;105.0;99.0;4.4;4.4;5.2;5.2;-0.8;-0.8
969;553 Restaurants, cafetaria's ..;2002 januari;92.0;105.0;110.0;84.0;5.9;5.9;6.7;13.5;-0.8;-10.5
970;553 Restaurants, cafetaria's ..;2002 februari;91.0;105.0;111.0;83.0;5.6;5.7;6.8;6.8;-1.1;-1.0
971;553 Restaurants, cafetaria's ..;2002 maart;105.0;106.0;111.0;95.0;9.2;7.0;6.8;6.8;2.3;0.2
972;553 Restaurants, cafetaria's ..;2002 1e kwartaal;96.0;106.0;110.0;87.0;7.0;7.0;6.8;6.8;0.2;0.2
973;553 Restaurants, cafetaria's ..;2002 april;111.0;107.0;111.0;100.0;8.2;7.3;6.0;6.6;2.1;0.7
974;553 Restaurants, cafetaria's ..;2002 mei;120.0;107.0;112.0;107.0;6.3;7.1;6.2;6.5;0.1;0.6
975;553 Restaurants, cafetaria's ..;2002 juni;119.0;107.0;112.0;107.0;2.3;6.2;6.1;6.4;-3.6;-0.2
976;553 Restaurants, cafetaria's ..;2002 2e kwartaal;117.0;107.0;111.0;105.0;5.5;6.2;6.1;6.4;-0.6;-0.2
977;553 Restaurants, cafetaria's ..;2002 juli;115.0;108.0;112.0;103.0;1.4;5.4;6.1;6.4;-4.5;-0.9
978;553 Restaurants, cafetaria's ..;2002 augustus;118.0;108.0;112.0;105.0;1.9;4.9;6.0;6.4;-3.9;-1.3
979;553 Restaurants, cafetaria's ..;2002 september;110.0;108.0;112.0;98.0;2.4;4.6;6.1;6.3;-3.5;-1.6
980;553 Restaurants, cafetaria's ..;2002 3e kwartaal;114.0;108.0;112.0;102.0;1.9;4.6;6.1;6.3;-4.0;-1.6
981;553 Restaurants, cafetaria's ..;2002 oktober;105.0;108.0;112.0;93.0;-0.5;4.1;5.7;6.3;-5.8;-2.0
982;553 Restaurants, cafetaria's ..;2002 november;101.0;108.0;112.0;90.0;-1.3;3.6;5.6;6.2;-6.5;-2.4
983;553 Restaurants, cafetaria's ..;2002 december;102.0;107.0;113.0;90.0;-6.0;2.8;5.5;6.1;-10.9;-3.1
984;553 Restaurants, cafetaria's ..;2002 4e kwartaal;102.0;107.0;113.0;91.0;-2.6;2.8;5.6;6.1;-7.8;-3.1
985;553 Restaurants, cafetaria's ..;2002;107.0;107.0;112.0;96.0;2.8;2.8;6.1;6.1;-3.1;-3.1
986;553 Restaurants, cafetaria's ..;2003 januari;90.0;107.0;114.0;80.0;-1.6;-1.6;3.5;3.5;-4.9;-4.9
987;553 Restaurants, cafetaria's ..;2003 februari;86.0;107.0;114.0;76.0;-5.5;-3.5;2.9;3.2;-8.1;-6.5
988;553 Restaurants, cafetaria's ..;2003 maart;101.0;106.0;114.0;89.0;-3.7;-3.6;2.7;3.0;-6.2;-6.4
989;553 Restaurants, cafetaria's ..;2003 1e kwartaal;93.0;106.0;114.0;81.0;-3.6;-3.6;3.0;3.0;-6.4;-6.4
990;553 Restaurants, cafetaria's ..;2003 april;107.0;106.0;114.0;94.0;-3.4;-3.5;2.8;3.0;-6.0;-6.3
991;553 Restaurants, cafetaria's ..;2003 mei;116.0;106.0;114.0;102.0;-2.8;-3.3;2.0;2.8;-4.7;-5.9
992;553 Restaurants, cafetaria's ..;2003 juni;114.0;105.0;114.0;100.0;-4.2;-3.5;2.0;2.6;-6.1;-6.0
993;553 Restaurants, cafetaria's ..;2003 2e kwartaal;113.0;105.0;114.0;99.0;-3.5;-3.5;2.3;2.6;-5.6;-6.0
994;553 Restaurants, cafetaria's ..;2003 juli;112.0;105.0;114.0;98.0;-2.8;-3.4;1.8;2.5;-4.5;-5.7
995;553 Restaurants, cafetaria's ..;2003 augustus;115.0;105.0;114.0;101.0;-2.7;-3.3;1.6;2.4;-4.2;-5.5
996;553 Restaurants, cafetaria's ..;2003 september;108.0;105.0;114.0;94.0;-1.9;-3.2;1.5;2.3;-3.4;-5.3
997;553 Restaurants, cafetaria's ..;2003 3e kwartaal;111.0;105.0;114.0;98.0;-2.5;-3.2;1.6;2.3;-4.1;-5.3
998;553 Restaurants, cafetaria's ..;2003 oktober;104.0;105.0;114.0;91.0;-0.4;-2.9;1.6;2.2;-2.0;-5.0
999;553 Restaurants, cafetaria's ..;2003 november;100.0;105.0;114.0;87.0;-0.8;-2.7;1.6;2.2;-2.4;-4.8
1000;553 Restaurants, cafetaria's ..;2003 december;101.0;105.0;114.0;88.0;-0.7;-2.6;1.6;2.1;-2.3;-4.6
1001;553 Restaurants, cafetaria's ..;2003 4e kwartaal;102.0;105.0;114.0;89.0;-0.7;-2.6;1.6;2.1;-2.2;-4.6
1002;553 Restaurants, cafetaria's ..;2003;105.0;105.0;114.0;92.0;-2.6;-2.6;2.1;2.1;-4.6;-4.6
1003;553 Restaurants, cafetaria's ..;2004 januari;90.0;105.0;115.0;79.0;0.0;0.0;1.3;1.3;-1.3;-1.3
1004;553 Restaurants, cafetaria's ..;2004 februari;89.0;105.0;115.0;77.0;2.6;1.3;1.1;1.2;1.5;0.1
1005;553 Restaurants, cafetaria's ..;2004 maart;95.0;104.0;115.0;83.0;-5.9;-1.3;1.1;1.2;-7.0;-2.5
1006;553 Restaurants, cafetaria's ..;2004 1e kwartaal;91.0;104.0;115.0;79.0;-1.3;-1.3;1.2;1.2;-2.5;-2.5
1007;553 Restaurants, cafetaria's ..;2004 april;108.0;104.0;115.0;93.0;0.6;-0.8;1.2;1.2;-0.6;-1.9
1008;553 Restaurants, cafetaria's ..;2004 mei;117.0;104.0;116.0;101.0;0.6;-0.5;2.1;1.4;-1.4;-1.8
1009;553 Restaurants, cafetaria's ..;2004 juni;111.0;104.0;116.0;96.0;-2.8;-0.9;1.8;1.4;-4.5;-2.3
1010;553 Restaurants, cafetaria's ..;2004 2e kwartaal;112.0;104.0;116.0;97.0;-0.5;-0.9;1.7;1.4;-2.2;-2.3
1011;553 Restaurants, cafetaria's ..;2004 juli;114.0;104.0;116.0;98.0;2.4;-0.4;1.8;1.5;0.6;-1.9
1012;553 Restaurants, cafetaria's ..;2004 augustus;114.0;104.0;116.0;99.0;-0.4;-0.4;1.7;1.5;-2.0;-1.9
1013;553 Restaurants, cafetaria's ..;2004 september;107.0;104.0;116.0;92.0;-0.9;-0.4;1.8;1.5;-2.6;-2.0
1014;553 Restaurants, cafetaria's ..;2004 3e kwartaal;112.0;104.0;116.0;96.0;0.4;-0.4;1.7;1.5;-1.3;-2.0
1015;553 Restaurants, cafetaria's ..;2004 oktober;107.0;104.0;116.0;92.0;2.8;-0.1;1.9;1.6;0.9;-1.7
1016;553 Restaurants, cafetaria's ..;2004 november;97.0;104.0;117.0;83.0;-3.2;-0.4;1.9;1.6;-5.0;-2.0
1017;553 Restaurants, cafetaria's ..;2004 december;103.0;104.0;117.0;88.0;1.9;-0.2;2.3;1.7;-0.4;-1.8
1018;553 Restaurants, cafetaria's ..;2004 4e kwartaal;102.0;104.0;117.0;88.0;0.6;-0.2;2.0;1.7;-1.4;-1.8
1019;553 Restaurants, cafetaria's ..;2004;104.0;104.0;116.0;90.0;-0.2;-0.2;1.7;1.7;-1.8;-1.8
1020;553 Restaurants, cafetaria's ..;2005 januari;92.0;104.0;117.0;78.0;1.3;1.3;2.0;2.0;-0.6;-0.6
1021;553 Restaurants, cafetaria's ..;2005 februari;87.0;104.0;118.0;74.0;-1.5;-0.1;2.2;2.1;-3.6;-2.1
1022;553 Restaurants, cafetaria's ..;2005 maart;98.0;105.0;118.0;83.0;2.8;0.9;2.2;2.1;0.6;-1.2
1023;553 Restaurants, cafetaria's ..;2005 1e kwartaal;92.0;105.0;117.0;79.0;0.9;0.9;2.1;2.1;-1.2;-1.2
1024;553 Restaurants, cafetaria's ..;2005 april;108.0;105.0;118.0;92.0;0.4;0.8;2.1;2.1;-1.7;-1.3
1025;553 Restaurants, cafetaria's ..;2005 mei;115.0;104.0;118.0;98.0;-1.6;0.2;1.3;2.0;-2.9;-1.7
1026;553 Restaurants, cafetaria's ..;2005 juni;115.0;105.0;118.0;97.0;3.8;0.9;2.0;2.0;1.7;-1.1
1027;553 Restaurants, cafetaria's ..;2005 2e kwartaal;113.0;105.0;118.0;96.0;0.8;0.9;1.8;2.0;-1.0;-1.1
1028;553 Restaurants, cafetaria's ..;2005 juli;118.0;105.0;118.0;99.0;2.9;1.2;2.0;2.0;0.9;-0.8
1029;553 Restaurants, cafetaria's ..;2005 augustus;116.0;105.0;118.0;99.0;2.0;1.3;2.0;2.0;0.1;-0.6
1030;553 Restaurants, cafetaria's ..;2005 september;113.0;106.0;118.0;96.0;5.9;1.8;1.8;2.0;4.0;-0.1
1031;553 Restaurants, cafetaria's ..;2005 3e kwartaal;116.0;106.0;118.0;98.0;3.6;1.8;1.9;2.0;1.6;-0.1
1032;553 Restaurants, cafetaria's ..;2005 oktober;112.0;106.0;118.0;94.0;4.1;2.1;1.8;1.9;2.3;0.1
1033;553 Restaurants, cafetaria's ..;2005 november;103.0;107.0;119.0;87.0;6.2;2.4;1.8;1.9;4.3;0.5
1034;553 Restaurants, cafetaria's ..;2005 december;110.0;107.0;119.0;92.0;6.5;2.7;1.3;1.9;5.1;0.9
1035;553 Restaurants, cafetaria's ..;2005 4e kwartaal;108.0;107.0;119.0;91.0;5.6;2.7;1.6;1.9;3.9;0.8
1036;553 Restaurants, cafetaria's ..;2005;107.0;107.0;118.0;91.0;2.7;2.7;1.9;1.9;0.9;0.9
1037;553 Restaurants, cafetaria's ..;2006 januari;95.0;107.0;119.0;79.0;3.5;3.5;1.7;1.7;1.8;1.8
1038;553 Restaurants, cafetaria's ..;2006 februari;90.0;108.0;120.0;75.0;3.5;3.5;1.4;1.6;2.0;1.9
1039;553 Restaurants, cafetaria's ..;2006 maart;102.0;108.0;120.0;85.0;4.4;3.8;1.7;1.6;2.6;2.1
1040;553 Restaurants, cafetaria's ..;2006 1e kwartaal;96.0;108.0;120.0;80.0;3.8;3.8;1.6;1.6;2.2;2.2
1041;553 Restaurants, cafetaria's ..;2006 april;114.0;109.0;120.0;95.0;5.4;4.2;1.6;1.6;3.7;2.6
1042;553 Restaurants, cafetaria's ..;2006 mei;120.0;109.0;120.0;100.0;3.9;4.2;1.7;1.6;2.2;2.5
1043;553 Restaurants, cafetaria's ..;2006 juni;120.0;109.0;121.0;100.0;4.2;4.2;1.6;1.6;2.5;2.5
1044;553 Restaurants, cafetaria's ..;2006 2e kwartaal;118.0;109.0;120.0;98.0;4.5;4.2;1.6;1.6;2.8;2.5
1045;553 Restaurants, cafetaria's ..;2006 juli;122.0;110.0;121.0;101.0;4.0;4.1;1.8;1.7;2.2;2.4
1046;553 Restaurants, cafetaria's ..;2006 augustus;123.0;110.0;121.0;102.0;5.3;4.3;2.0;1.7;3.2;2.6
1047;553 Restaurants, cafetaria's ..;2006 september;121.0;111.0;121.0;100.0;6.7;4.6;2.2;1.8;4.3;2.8
1048;553 Restaurants, cafetaria's ..;2006 3e kwartaal;122.0;111.0;121.0;101.0;5.3;4.6;2.0;1.8;3.2;2.8
1049;553 Restaurants, cafetaria's ..;2006 oktober;116.0;111.0;121.0;95.0;3.7;4.5;2.2;1.8;1.4;2.6
1050;553 Restaurants, cafetaria's ..;2006 november;111.0;112.0;122.0;91.0;7.6;4.8;2.2;1.8;5.3;2.9
1051;553 Restaurants, cafetaria's ..;2006 december;116.0;112.0;122.0;95.0;6.1;4.9;2.5;1.9;3.5;2.9
1052;553 Restaurants, cafetaria's ..;2006 4e kwartaal;114.0;112.0;122.0;94.0;5.8;4.9;2.3;1.9;3.4;2.9
1053;553 Restaurants, cafetaria's ..;2006;112.0;112.0;121.0;93.0;4.9;4.9;1.9;1.9;2.9;2.9
1054;553 Restaurants, cafetaria's ..;2007 januari;102.0;113.0;123.0;83.0;7.5;7.5;2.9;2.9;4.5;4.5
1055;553 Restaurants, cafetaria's ..;2007 februari;100.0;114.0;123.0;81.0;11.0;9.2;2.8;2.8;8.0;6.2
