ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalBedrijven_1;k_1WerkzaamPersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100Tot150WerkzamePersonen_9;k_150Tot200WerkzamePersonen_10;k_200Tot250WerkzamePersonen_11;k_250Tot500WerkzamePersonen_12;k_500Tot1000WerkzamePersonen_13;k_1000Tot2000WerkzamePersonen_14;k_2000WerkzamePersonenOfMeer_15;k_0Tot50WerkzamePersonen_16;k_0Tot250WerkzamePersonen_17;k_2Tot10WerkzamePersonen_18;k_10Tot50WerkzamePersonen_19;k_50Tot250WerkzamePersonen_20;TotaalNatuurlijkePersonen_21;Eenmanszaak_22;MaatschapSamenwerking_23;VennootschapOnderFirmaVOF_24;CommanditaireVennootschapCV_25;TotaalRechtspersonen_26;BeslotenVennootschapBV_27;NaamlozeVennootschapNV_28;CooperatieveVereniging_29;VerenigingOfStichting_30;Overheid_31;OverigOfOnbekend_32
285;A Landbouw, bosbouw en visserij;2022 4e kwartaal;78285.0;39540.0;20890.0;12065.0;3705.0;1235.0;635.0;135.0;30.0;10.0;10.0;10.0;10.0;0.0;0.0;78075.0;78265.0;36660.0;1875.0;185.0;70435.0;36285.0;18065.0;15290.0;795.0;7850.0;7610.0;10.0;80.0;105.0;0.0;35.0
286;A Landbouw, bosbouw en visserij;2023 1e kwartaal;77945.0;39470.0;20710.0;11850.0;3685.0;1365.0;665.0;120.0;35.0;15.0;5.0;10.0;5.0;0.0;0.0;77750.0;77925.0;36245.0;2035.0;175.0;70195.0;36135.0;17995.0;15265.0;805.0;7745.0;7500.0;10.0;85.0;110.0;0.0;35.0
287;A Landbouw, bosbouw en visserij;2023 2e kwartaal;77985.0;39775.0;21025.0;11755.0;3535.0;1135.0;580.0;115.0;25.0;15.0;10.0;10.0;5.0;0.0;0.0;77805.0;77970.0;36315.0;1715.0;160.0;70045.0;36000.0;17935.0;15315.0;800.0;7935.0;7680.0;10.0;90.0;115.0;0.0;40.0
288;A Landbouw, bosbouw en visserij;2023 3e kwartaal;79490.0;41250.0;21045.0;11785.0;3550.0;1115.0;570.0;115.0;25.0;15.0;5.0;10.0;5.0;0.0;0.0;79315.0;79475.0;36380.0;1685.0;160.0;70195.0;36195.0;17855.0;15330.0;810.0;9295.0;9040.0;10.0;90.0;120.0;0.0;35.0
289;A Landbouw, bosbouw en visserij;2023 4e kwartaal;79805.0;41430.0;20875.0;11835.0;3645.0;1200.0;615.0;125.0;25.0;15.0;10.0;10.0;10.0;0.0;0.0;79610.0;79790.0;36360.0;1820.0;180.0;70525.0;36470.0;17840.0;15400.0;810.0;9280.0;9025.0;10.0;90.0;120.0;0.0;35.0
290;A Landbouw, bosbouw en visserij;2024 1e kwartaal;79900.0;41600.0;20785.0;11675.0;3655.0;1320.0;690.0;110.0;30.0;15.0;10.0;5.0;10.0;0.0;0.0;79720.0;79885.0;36115.0;2010.0;165.0;70515.0;36485.0;17805.0;15410.0;810.0;9390.0;9140.0;10.0;90.0;115.0;0.0;35.0
291;A Landbouw, bosbouw en visserij;2024 2e kwartaal;79495.0;41690.0;20690.0;11770.0;3475.0;1110.0;595.0;100.0;25.0;15.0;10.0;10.0;5.0;0.0;0.0;79330.0;79480.0;35940.0;1705.0;150.0;69935.0;36010.0;17730.0;15385.0;805.0;9560.0;9295.0;10.0;95.0;125.0;0.0;35.0
292;A Landbouw, bosbouw en visserij;2024 3e kwartaal;79780.0;41975.0;20590.0;11875.0;3475.0;1105.0;590.0;110.0;25.0;15.0;10.0;5.0;10.0;0.0;0.0;79605.0;79765.0;35940.0;1695.0;160.0;70070.0;36155.0;17690.0;15425.0;805.0;9710.0;9445.0;10.0;95.0;125.0;0.0;35.0
293;A Landbouw, bosbouw en visserij;2024 4e kwartaal;79905.0;42065.0;20470.0;11830.0;3565.0;1155.0;630.0;125.0;25.0;20.0;10.0;5.0;10.0;0.0;0.0;79710.0;79890.0;35865.0;1785.0;180.0;70285.0;36345.0;17650.0;15475.0;815.0;9620.0;9360.0;10.0;95.0;120.0;0.0;35.0
294;A Landbouw, bosbouw en visserij;2025 1e kwartaal;79675.0;42010.0;20335.0;11665.0;3520.0;1255.0;695.0;120.0;30.0;15.0;10.0;5.0;10.0;0.0;0.0;79480.0;79660.0;35520.0;1950.0;180.0;70170.0;36305.0;17600.0;15455.0;810.0;9505.0;9235.0;10.0;100.0;125.0;0.0;35.0
295;A Landbouw, bosbouw en visserij;2025 2e kwartaal;78605.0;41180.0;20310.0;11795.0;3510.0;1050.0;585.0;120.0;25.0;10.0;10.0;5.0;10.0;0.0;0.0;78425.0;78595.0;35615.0;1635.0;165.0;69105.0;35405.0;17495.0;15410.0;795.0;9505.0;9230.0;10.0;105.0;130.0;0.0;35.0
296;01 Landbouw;2007 1e kwartaal;71580.0;20380.0;32290.0;11745.0;4330.0;1925.0;730.0;125.0;30.0;10.0;5.0;5.0;0.0;0.0;0.0;71405.0;71575.0;48370.0;2655.0;170.0;64615.0;19800.0;31850.0;12125.0;840.0;6965.0;6800.0;0.0;85.0;55.0;0.0;25.0
297;01 Landbouw;2007 2e kwartaal;71815.0;20980.0;32130.0;11625.0;4275.0;1885.0;735.0;130.0;30.0;10.0;5.0;5.0;0.0;0.0;0.0;71640.0;71810.0;48035.0;2620.0;175.0;64760.0;20315.0;31590.0;12025.0;830.0;7055.0;6890.0;0.0;80.0;60.0;0.0;20.0
298;01 Landbouw;2007 3e kwartaal;70725.0;21725.0;30550.0;11455.0;4240.0;1880.0;710.0;125.0;25.0;10.0;5.0;5.0;0.0;0.0;0.0;70550.0;70715.0;46245.0;2585.0;165.0;63595.0;20970.0;29860.0;11940.0;825.0;7125.0;6955.0;0.0;85.0;55.0;0.0;25.0
299;01 Landbouw;2007 4e kwartaal;70610.0;21650.0;30565.0;11450.0;4220.0;1855.0;695.0;120.0;30.0;10.0;5.0;5.0;0.0;0.0;0.0;70440.0;70605.0;46235.0;2550.0;165.0;63530.0;20880.0;29760.0;12070.0;825.0;7080.0;6915.0;0.0;80.0;55.0;0.0;25.0
300;01 Landbouw;2008 1e kwartaal;71480.0;22505.0;30650.0;11450.0;4170.0;1845.0;700.0;115.0;30.0;5.0;5.0;5.0;0.0;0.0;0.0;71320.0;71475.0;46270.0;2540.0;155.0;64315.0;21645.0;29840.0;12010.0;820.0;7165.0;7000.0;0.0;80.0;55.0;0.0;30.0
301;01 Landbouw;2008 2e kwartaal;70835.0;22235.0;30455.0;11350.0;4120.0;1825.0;690.0;115.0;25.0;5.0;5.0;5.0;0.0;0.0;0.0;70675.0;70830.0;45925.0;2520.0;155.0;63935.0;21585.0;29650.0;11915.0;790.0;6900.0;6730.0;5.0;80.0;55.0;0.0;30.0
302;01 Landbouw;2008 3e kwartaal;70880.0;22795.0;30095.0;11260.0;4090.0;1795.0;685.0;115.0;25.0;5.0;5.0;5.0;0.0;0.0;0.0;70720.0;70875.0;45445.0;2480.0;155.0;64000.0;22120.0;29465.0;11645.0;770.0;6880.0;6720.0;5.0;75.0;50.0;0.0;30.0
303;01 Landbouw;2008 4e kwartaal;70715.0;22820.0;29910.0;11255.0;4080.0;1805.0;690.0;120.0;25.0;5.0;5.0;5.0;0.0;0.0;0.0;70555.0;70710.0;45240.0;2495.0;155.0;63905.0;22270.0;29155.0;11710.0;775.0;6810.0;6665.0;5.0;70.0;45.0;0.0;20.0
304;01 Landbouw;2009 1e kwartaal;70520.0;23295.0;29470.0;11130.0;4020.0;1775.0;670.0;115.0;25.0;5.0;5.0;5.0;0.0;0.0;0.0;70365.0;70515.0;44620.0;2445.0;150.0;63740.0;22690.0;28510.0;11770.0;770.0;6780.0;6635.0;5.0;70.0;50.0;0.0;20.0
305;01 Landbouw;2009 2e kwartaal;70235.0;23490.0;29310.0;11075.0;3840.0;1690.0;680.0;105.0;30.0;5.0;5.0;5.0;0.0;0.0;0.0;70085.0;70225.0;44225.0;2370.0;145.0;63410.0;22925.0;28110.0;11640.0;740.0;6820.0;6685.0;0.0;70.0;50.0;0.0;20.0
306;01 Landbouw;2009 3e kwartaal;71870.0;25635.0;29425.0;11365.0;3535.0;1320.0;480.0;70.0;20.0;5.0;5.0;10.0;0.0;0.0;0.0;71760.0;71860.0;44325.0;1800.0;100.0;65020.0;24750.0;27900.0;11645.0;725.0;6850.0;6720.0;0.0;70.0;40.0;0.0;20.0
307;01 Landbouw;2009 4e kwartaal;73555.0;27670.0;29135.0;11185.0;3505.0;1425.0;515.0;75.0;25.0;5.0;5.0;10.0;0.0;0.0;0.0;73440.0;73550.0;43825.0;1940.0;110.0;66910.0;26950.0;27585.0;11650.0;720.0;6650.0;6525.0;5.0;60.0;45.0;0.0;20.0
308;01 Landbouw;2010 1e kwartaal;69705.0;29010.0;25630.0;9665.0;3230.0;1440.0;595.0;85.0;25.0;10.0;5.0;5.0;0.0;0.0;0.0;69575.0;69700.0;38525.0;2035.0;125.0;64005.0;27895.0;25035.0;10495.0;580.0;5700.0;5575.0;5.0;65.0;40.0;0.0;15.0
309;01 Landbouw;2010 2e kwartaal;69940.0;30210.0;25300.0;9580.0;3055.0;1210.0;470.0;65.0;25.0;10.0;5.0;5.0;5.0;0.0;0.0;69830.0;69930.0;37940.0;1685.0;105.0;64195.0;29005.0;23645.0;10980.0;565.0;5745.0;5620.0;5.0;65.0;40.0;0.0;15.0
310;01 Landbouw;2010 3e kwartaal;71910.0;33240.0;24815.0;9245.0;2905.0;1140.0;440.0;75.0;25.0;10.0;5.0;5.0;5.0;0.0;0.0;71790.0;71900.0;36970.0;1580.0;105.0;66085.0;31775.0;22570.0;11190.0;550.0;5820.0;5695.0;5.0;70.0;40.0;0.0;10.0
311;01 Landbouw;2010 4e kwartaal;72135.0;32660.0;24115.0;9860.0;3460.0;1375.0;525.0;95.0;25.0;5.0;5.0;5.0;0.0;0.0;0.0;71995.0;72130.0;37430.0;1905.0;135.0;66610.0;32260.0;22460.0;11330.0;555.0;5525.0;5410.0;5.0;65.0;40.0;0.0;5.0
312;01 Landbouw;2011 1e kwartaal;68335.0;31015.0;22380.0;9430.0;3385.0;1500.0;505.0;85.0;20.0;10.0;0.0;5.0;0.0;0.0;0.0;68210.0;68330.0;35195.0;2005.0;115.0;63140.0;30775.0;20975.0;10875.0;515.0;5195.0;5085.0;5.0;65.0;40.0;0.0;10.0
313;01 Landbouw;2011 2e kwartaal;68230.0;31125.0;22675.0;9615.0;3085.0;1185.0;440.0;65.0;20.0;10.0;0.0;5.0;5.0;0.0;0.0;68125.0;68220.0;35370.0;1625.0;95.0;63045.0;30605.0;20835.0;11085.0;520.0;5180.0;5070.0;5.0;60.0;40.0;0.0;10.0
314;01 Landbouw;2011 3e kwartaal;68175.0;31385.0;22480.0;9625.0;2970.0;1170.0;435.0;80.0;15.0;5.0;0.0;5.0;5.0;0.0;0.0;68065.0;68170.0;35075.0;1605.0;105.0;62930.0;30730.0;20550.0;11135.0;515.0;5245.0;5130.0;5.0;65.0;40.0;0.0;10.0
315;01 Landbouw;2011 4e kwartaal;68115.0;31095.0;22045.0;9780.0;3220.0;1315.0;525.0;90.0;20.0;10.0;0.0;5.0;5.0;0.0;0.0;67985.0;68105.0;35045.0;1840.0;120.0;62950.0;30790.0;20330.0;11315.0;515.0;5165.0;5055.0;5.0;55.0;40.0;0.0;10.0
316;01 Landbouw;2012 1e kwartaal;67325.0;31120.0;21505.0;9475.0;3105.0;1430.0;570.0;90.0;15.0;10.0;5.0;5.0;5.0;0.0;0.0;67205.0;67320.0;34085.0;2000.0;115.0;62225.0;30525.0;19850.0;11330.0;520.0;5105.0;4985.0;5.0;60.0;45.0;0.0;10.0
317;01 Landbouw;2012 2e kwartaal;66725.0;30880.0;21280.0;9385.0;3075.0;1410.0;570.0;90.0;15.0;10.0;5.0;5.0;5.0;0.0;0.0;66600.0;66715.0;33740.0;1980.0;115.0;61645.0;30295.0;19520.0;11325.0;505.0;5080.0;4965.0;5.0;60.0;45.0;0.0;10.0
318;01 Landbouw;2012 3e kwartaal;66950.0;31690.0;21275.0;9355.0;2855.0;1150.0;505.0;90.0;15.0;5.0;5.0;5.0;5.0;0.0;0.0;66830.0;66945.0;33485.0;1655.0;110.0;61760.0;30290.0;19450.0;11510.0;510.0;5195.0;5080.0;5.0;60.0;40.0;0.0;10.0
319;01 Landbouw;2012 4e kwartaal;66780.0;31475.0;21035.0;9310.0;3080.0;1270.0;490.0;85.0;15.0;5.0;5.0;5.0;5.0;0.0;0.0;66660.0;66770.0;33425.0;1760.0;110.0;61695.0;30285.0;19295.0;11610.0;500.0;5085.0;4970.0;5.0;55.0;40.0;0.0;10.0
320;01 Landbouw;2013 1e kwartaal;67475.0;31650.0;21290.0;9360.0;3190.0;1360.0;500.0;85.0;15.0;5.0;5.0;5.0;5.0;0.0;0.0;67350.0;67465.0;33840.0;1860.0;110.0;62310.0;30305.0;19485.0;11995.0;520.0;5160.0;5045.0;5.0;60.0;40.0;0.0;10.0
321;01 Landbouw;2013 2e kwartaal;67445.0;32005.0;21385.0;9430.0;2940.0;1145.0;430.0;65.0;15.0;10.0;5.0;5.0;5.0;0.0;0.0;67340.0;67435.0;33755.0;1580.0;95.0;62185.0;30170.0;19370.0;12115.0;525.0;5260.0;5140.0;5.0;60.0;45.0;0.0;15.0
322;01 Landbouw;2013 3e kwartaal;67655.0;32300.0;21350.0;9440.0;2905.0;1130.0;420.0;70.0;15.0;5.0;5.0;5.0;5.0;0.0;0.0;67545.0;67645.0;33695.0;1550.0;95.0;62370.0;30325.0;19275.0;12240.0;530.0;5285.0;5160.0;5.0;60.0;45.0;0.0;10.0
323;01 Landbouw;2013 4e kwartaal;67365.0;31985.0;21040.0;9425.0;3070.0;1260.0;470.0;80.0;15.0;5.0;5.0;5.0;5.0;0.0;0.0;67245.0;67355.0;33530.0;1730.0;110.0;62210.0;30320.0;19090.0;12265.0;535.0;5155.0;5040.0;5.0;55.0;40.0;0.0;10.0
324;01 Landbouw;2014 1e kwartaal;67245.0;31895.0;20935.0;9350.0;3110.0;1360.0;480.0;75.0;20.0;0.0;10.0;5.0;5.0;0.0;0.0;67125.0;67235.0;33390.0;1840.0;110.0;62055.0;30185.0;18920.0;12415.0;535.0;5190.0;5070.0;5.0;65.0;40.0;0.0;10.0
325;01 Landbouw;2014 2e kwartaal;66800.0;31680.0;20945.0;9480.0;3000.0;1140.0;450.0;65.0;20.0;5.0;5.0;5.0;5.0;0.0;0.0;66690.0;66790.0;33425.0;1590.0;95.0;61490.0;29720.0;18755.0;12485.0;535.0;5305.0;5180.0;5.0;70.0;45.0;0.0;10.0
326;01 Landbouw;2014 3e kwartaal;66870.0;32080.0;20755.0;9375.0;2970.0;1125.0;450.0;75.0;20.0;5.0;5.0;5.0;5.0;0.0;0.0;66755.0;66860.0;33100.0;1575.0;105.0;61530.0;30005.0;18520.0;12475.0;535.0;5340.0;5210.0;5.0;65.0;50.0;0.0;10.0
327;01 Landbouw;2014 4e kwartaal;67785.0;32295.0;20995.0;9485.0;3165.0;1240.0;465.0;90.0;25.0;10.0;5.0;5.0;5.0;0.0;0.0;67645.0;67775.0;33645.0;1705.0;125.0;62535.0;30435.0;18865.0;12690.0;545.0;5250.0;5125.0;5.0;60.0;50.0;0.0;10.0
328;01 Landbouw;2015 1e kwartaal;68260.0;32530.0;20955.0;9550.0;3235.0;1395.0;475.0;80.0;25.0;5.0;5.0;5.0;5.0;0.0;0.0;68140.0;68250.0;33740.0;1870.0;110.0;62980.0;30570.0;18985.0;12885.0;545.0;5280.0;5150.0;5.0;65.0;50.0;0.0;10.0
329;01 Landbouw;2015 2e kwartaal;68795.0;33025.0;21195.0;9785.0;3060.0;1145.0;465.0;75.0;20.0;5.0;5.0;5.0;5.0;0.0;0.0;68680.0;68790.0;34045.0;1610.0;110.0;63385.0;30770.0;19000.0;13050.0;560.0;5410.0;5275.0;5.0;65.0;55.0;0.0;10.0
330;01 Landbouw;2015 3e kwartaal;69375.0;33570.0;21450.0;9765.0;2945.0;1080.0;445.0;80.0;20.0;10.0;5.0;5.0;5.0;0.0;0.0;69255.0;69365.0;34160.0;1525.0;110.0;63945.0;31090.0;19100.0;13205.0;550.0;5430.0;5300.0;5.0;65.0;55.0;0.0;10.0
331;01 Landbouw;2015 4e kwartaal;70440.0;34255.0;21360.0;9830.0;3160.0;1185.0;515.0;85.0;25.0;10.0;5.0;5.0;5.0;0.0;0.0;70305.0;70430.0;34350.0;1700.0;125.0;65115.0;32110.0;19145.0;13310.0;545.0;5325.0;5205.0;5.0;55.0;55.0;0.0;5.0
332;01 Landbouw;2016 1e kwartaal;70685.0;34390.0;21305.0;9820.0;3235.0;1285.0;510.0;95.0;20.0;10.0;5.0;5.0;5.0;0.0;0.0;70545.0;70670.0;34360.0;1795.0;125.0;65325.0;32130.0;19185.0;13445.0;560.0;5360.0;5230.0;5.0;60.0;55.0;0.0;10.0
333;01 Landbouw;2016 2e kwartaal;71240.0;34870.0;21600.0;9970.0;3105.0;1095.0;480.0;85.0;20.0;5.0;5.0;5.0;5.0;0.0;0.0;71115.0;71230.0;34670.0;1575.0;115.0;65730.0;32305.0;19240.0;13615.0;570.0;5510.0;5370.0;5.0;65.0;65.0;0.0;10.0
334;01 Landbouw;2016 3e kwartaal;72230.0;35390.0;21875.0;10105.0;3140.0;1110.0;485.0;85.0;20.0;5.0;5.0;5.0;5.0;0.0;0.0;72105.0;72220.0;35120.0;1595.0;115.0;66560.0;32760.0;19285.0;13935.0;580.0;5670.0;5520.0;5.0;70.0;70.0;0.0;10.0
335;01 Landbouw;2016 4e kwartaal;72110.0;34865.0;21535.0;10590.0;3260.0;1190.0;515.0;100.0;20.0;10.0;5.0;10.0;5.0;0.0;0.0;71960.0;72100.0;35390.0;1705.0;135.0;66575.0;32685.0;19270.0;14030.0;590.0;5540.0;5400.0;5.0;65.0;65.0;0.0;10.0
336;01 Landbouw;2017 1e kwartaal;71845.0;34580.0;21440.0;10485.0;3385.0;1345.0;470.0;95.0;20.0;10.0;0.0;5.0;5.0;0.0;0.0;71705.0;71830.0;35310.0;1815.0;125.0;66355.0;32450.0;19245.0;14070.0;590.0;5490.0;5350.0;5.0;65.0;65.0;0.0;5.0
337;01 Landbouw;2017 2e kwartaal;71910.0;34805.0;21725.0;10550.0;3145.0;1085.0;470.0;85.0;20.0;10.0;0.0;5.0;5.0;0.0;0.0;71785.0;71900.0;35425.0;1555.0;115.0;66285.0;32310.0;19230.0;14140.0;600.0;5625.0;5475.0;5.0;70.0;70.0;0.0;10.0
338;01 Landbouw;2017 3e kwartaal;72105.0;34950.0;21715.0;10650.0;3095.0;1095.0;475.0;80.0;20.0;10.0;0.0;5.0;5.0;0.0;0.0;71980.0;72095.0;35460.0;1570.0;115.0;66375.0;32350.0;19195.0;14225.0;605.0;5730.0;5575.0;5.0;70.0;70.0;0.0;10.0
339;01 Landbouw;2017 4e kwartaal;72335.0;34910.0;21530.0;10775.0;3215.0;1215.0;535.0;100.0;20.0;15.0;5.0;10.0;5.0;0.0;0.0;72180.0;72325.0;35520.0;1750.0;140.0;66620.0;32515.0;19180.0;14310.0;615.0;5715.0;5570.0;5.0;70.0;65.0;0.0;10.0
340;01 Landbouw;2018 1e kwartaal;72395.0;35185.0;21465.0;10380.0;3320.0;1305.0;585.0;110.0;20.0;10.0;0.0;5.0;5.0;0.0;0.0;72235.0;72380.0;35160.0;1890.0;145.0;66680.0;32450.0;19225.0;14375.0;630.0;5715.0;5570.0;5.0;65.0;65.0;0.0;10.0
341;01 Landbouw;2018 2e kwartaal;72105.0;35105.0;21475.0;10585.0;3255.0;1065.0;495.0;90.0;20.0;10.0;0.0;5.0;5.0;0.0;0.0;71970.0;72095.0;35310.0;1560.0;120.0;66265.0;32120.0;19125.0;14395.0;625.0;5840.0;5690.0;5.0;65.0;70.0;0.0;10.0
342;01 Landbouw;2018 3e kwartaal;72435.0;35325.0;21485.0;10655.0;3245.0;1085.0;495.0;90.0;20.0;10.0;5.0;5.0;5.0;0.0;0.0;72295.0;72425.0;35390.0;1580.0;130.0;66470.0;32310.0;19060.0;14475.0;625.0;5965.0;5810.0;5.0;65.0;75.0;0.0;10.0
343;01 Landbouw;2018 4e kwartaal;72665.0;35310.0;21290.0;10795.0;3345.0;1215.0;545.0;105.0;25.0;10.0;5.0;10.0;5.0;0.0;0.0;72500.0;72650.0;35430.0;1760.0;145.0;66690.0;32500.0;19025.0;14535.0;630.0;5975.0;5825.0;5.0;60.0;75.0;0.0;10.0
344;01 Landbouw;2019 1e kwartaal;72790.0;35495.0;21140.0;10705.0;3385.0;1260.0;640.0;115.0;25.0;10.0;5.0;10.0;5.0;0.0;0.0;72625.0;72775.0;35230.0;1905.0;150.0;66710.0;32495.0;18975.0;14605.0;640.0;6080.0;5910.0;5.0;65.0;75.0;0.0;25.0
345;01 Landbouw;2019 2e kwartaal;72780.0;35715.0;21200.0;10825.0;3320.0;1060.0;530.0;90.0;20.0;15.0;5.0;5.0;5.0;0.0;0.0;72640.0;72765.0;35340.0;1585.0;125.0;66560.0;32450.0;18865.0;14605.0;640.0;6220.0;6035.0;5.0;70.0;80.0;0.0;25.0
346;01 Landbouw;2019 3e kwartaal;72940.0;35900.0;21175.0;10825.0;3255.0;1090.0;540.0;105.0;25.0;10.0;0.0;10.0;5.0;0.0;0.0;72780.0;72925.0;35255.0;1630.0;145.0;66640.0;32590.0;18785.0;14625.0;645.0;6300.0;6115.0;5.0;70.0;80.0;0.0;25.0
347;01 Landbouw;2019 4e kwartaal;73555.0;36265.0;21065.0;10945.0;3385.0;1140.0;575.0;120.0;25.0;10.0;0.0;10.0;5.0;0.0;0.0;73375.0;73535.0;35390.0;1720.0;160.0;67225.0;33060.0;18805.0;14715.0;645.0;6325.0;6145.0;5.0;70.0;80.0;0.0;30.0
348;01 Landbouw;2020 1e kwartaal;73510.0;35210.0;21265.0;11330.0;3545.0;1300.0;670.0;130.0;25.0;10.0;5.0;5.0;5.0;0.0;0.0;73320.0;73495.0;36145.0;1970.0;175.0;67150.0;33050.0;18710.0;14730.0;655.0;6360.0;6170.0;5.0;75.0;80.0;0.0;30.0
349;01 Landbouw;2020 2e kwartaal;73450.0;35245.0;21535.0;11440.0;3420.0;1125.0;535.0;95.0;20.0;15.0;5.0;5.0;5.0;0.0;0.0;73300.0;73435.0;36395.0;1660.0;135.0;66945.0;32900.0;18620.0;14760.0;660.0;6505.0;6300.0;5.0;80.0;85.0;0.0;35.0
350;01 Landbouw;2020 3e kwartaal;73845.0;35645.0;21420.0;11525.0;3425.0;1135.0;540.0;105.0;20.0;15.0;5.0;5.0;5.0;0.0;0.0;73690.0;73835.0;36370.0;1675.0;145.0;67240.0;33250.0;18510.0;14810.0;670.0;6600.0;6405.0;5.0;75.0;80.0;0.0;35.0
351;01 Landbouw;2020 4e kwartaal;74225.0;35840.0;21100.0;11640.0;3585.0;1255.0;620.0;130.0;25.0;10.0;5.0;5.0;5.0;0.0;0.0;74040.0;74210.0;36320.0;1880.0;170.0;67615.0;33585.0;18495.0;14855.0;675.0;6610.0;6425.0;5.0;70.0;75.0;0.0;30.0
352;01 Landbouw;2021 1e kwartaal;74600.0;36325.0;21140.0;11370.0;3540.0;1355.0;670.0;145.0;25.0;15.0;5.0;5.0;5.0;0.0;0.0;74400.0;74585.0;36045.0;2025.0;190.0;67880.0;33865.0;18440.0;14885.0;685.0;6720.0;6530.0;10.0;70.0;80.0;0.0;30.0
353;01 Landbouw;2021 2e kwartaal;74770.0;36670.0;21215.0;11515.0;3495.0;1155.0;555.0;115.0;20.0;15.0;5.0;5.0;5.0;0.0;0.0;74605.0;74760.0;36225.0;1710.0;155.0;67805.0;33900.0;18380.0;14830.0;695.0;6965.0;6765.0;10.0;70.0;90.0;0.0;35.0
354;01 Landbouw;2021 3e kwartaal;75390.0;37160.0;21155.0;11680.0;3470.0;1175.0;565.0;130.0;25.0;10.0;5.0;5.0;5.0;0.0;0.0;75205.0;75375.0;36305.0;1740.0;170.0;68205.0;34250.0;18345.0;14895.0;715.0;7185.0;6965.0;10.0;80.0;95.0;0.0;35.0
355;01 Landbouw;2021 4e kwartaal;76070.0;37645.0;21005.0;11765.0;3625.0;1215.0;615.0;130.0;30.0;10.0;5.0;10.0;5.0;0.0;0.0;75875.0;76050.0;36400.0;1830.0;180.0;68735.0;34740.0;18330.0;14945.0;725.0;7330.0;7110.0;10.0;80.0;100.0;0.0;35.0
356;01 Landbouw;2022 1e kwartaal;76305.0;37905.0;21025.0;11535.0;3655.0;1340.0;660.0;130.0;25.0;10.0;10.0;5.0;5.0;0.0;0.0;76120.0;76295.0;36215.0;2000.0;175.0;68865.0;34910.0;18280.0;14940.0;735.0;7440.0;7220.0;10.0;85.0;100.0;0.0;35.0
357;01 Landbouw;2022 2e kwartaal;75860.0;37795.0;21015.0;11575.0;3590.0;1140.0;575.0;115.0;25.0;10.0;5.0;10.0;5.0;0.0;0.0;75690.0;75845.0;36175.0;1715.0;155.0;68465.0;34675.0;18165.0;14885.0;740.0;7390.0;7180.0;10.0;80.0;90.0;0.0;35.0
358;01 Landbouw;2022 3e kwartaal;76200.0;38125.0;20860.0;11760.0;3520.0;1185.0;575.0;120.0;25.0;10.0;10.0;5.0;5.0;0.0;0.0;76025.0;76185.0;36140.0;1760.0;160.0;68700.0;34955.0;18030.0;14965.0;750.0;7500.0;7290.0;10.0;80.0;95.0;0.0;30.0
359;01 Landbouw;2022 4e kwartaal;76690.0;38390.0;20655.0;11945.0;3660.0;1215.0;625.0;135.0;25.0;10.0;10.0;10.0;10.0;0.0;0.0;76495.0;76670.0;36260.0;1840.0;180.0;69235.0;35415.0;18020.0;15040.0;760.0;7455.0;7255.0;10.0;70.0;95.0;0.0;30.0
360;01 Landbouw;2023 1e kwartaal;76355.0;38320.0;20475.0;11735.0;3640.0;1345.0;655.0;115.0;30.0;15.0;5.0;10.0;5.0;0.0;0.0;76170.0;76335.0;35850.0;2000.0;165.0;68995.0;35265.0;17950.0;15020.0;765.0;7360.0;7150.0;10.0;70.0;95.0;0.0;30.0
361;01 Landbouw;2023 2e kwartaal;76385.0;38615.0;20790.0;11635.0;3485.0;1120.0;565.0;110.0;20.0;15.0;10.0;10.0;5.0;0.0;0.0;76215.0;76365.0;35915.0;1685.0;155.0;68840.0;35125.0;17895.0;15065.0;760.0;7540.0;7325.0;10.0;80.0;100.0;0.0;30.0
362;01 Landbouw;2023 3e kwartaal;77780.0;39985.0;20810.0;11665.0;3505.0;1090.0;560.0;110.0;20.0;15.0;5.0;10.0;5.0;0.0;0.0;77615.0;77765.0;35980.0;1650.0;150.0;68980.0;35320.0;17815.0;15080.0;770.0;8800.0;8585.0;10.0;80.0;105.0;0.0;25.0
363;01 Landbouw;2023 4e kwartaal;78105.0;40175.0;20645.0;11715.0;3600.0;1180.0;605.0;125.0;25.0;15.0;10.0;10.0;10.0;0.0;0.0;77920.0;78090.0;35960.0;1785.0;170.0;69320.0;35600.0;17800.0;15150.0;770.0;8785.0;8570.0;10.0;75.0;100.0;0.0;25.0
364;01 Landbouw;2024 1e kwartaal;78210.0;40340.0;20555.0;11560.0;3605.0;1300.0;675.0;105.0;25.0;15.0;10.0;5.0;10.0;0.0;0.0;78035.0;78190.0;35725.0;1975.0;155.0;69320.0;35620.0;17760.0;15165.0;775.0;8890.0;8680.0;10.0;75.0;100.0;0.0;25.0
