ID;RegioS;Perioden;PaardenEnPonySTotaal_1;k_1Tot20Stuks_2;k_20Tot50Stuks_3;k_50Tot100Stuks_4;k_100Tot200Stuks_5;k_200StuksOfMeer_6;RundveeTotaal_7;k_1Tot20Stuks_8;k_20Tot50Stuks_9;k_50Tot100Stuks_10;k_100Tot200Stuks_11;k_200StuksOfMeer_12;MelkEnFokveeTotaal_13;k_1Tot20Stuks_14;k_20Tot50Stuks_15;k_50Tot100Stuks_16;k_100Tot200Stuks_17;k_200StuksOfMeer_18;VleesEnWeideveeTotaal_19;k_1Tot20Stuks_20;k_20Tot50Stuks_21;k_50Tot100Stuks_22;k_100Tot200Stuks_23;k_200StuksOfMeer_24;SchapenTotaal_25;k_1Tot20Stuks_26;k_20Tot50Stuks_27;k_50Tot100Stuks_28;k_100Tot200Stuks_29;k_200StuksOfMeer_30;GeitenTotaal_31;k_1Tot20Stuks_32;k_20Tot50Stuks_33;k_50Tot100Stuks_34;k_100Tot200Stuks_35;k_200StuksOfMeer_36;VarkensTotaal_37;k_1Tot200Stuks_38;k_200Tot500Stuks_39;k_500Tot1000Stuks_40;k_1000Tot2000Stuks_41;k_2000StuksOfMeer_42;BiggenTotaal_43;k_1Tot200Stuks_44;k_200Tot500Stuks_45;k_500Tot1000Stuks_46;k_1000Tot2000Stuks_47;k_2000StuksOfMeer_48;VleesvarkensTotaal_49;k_1Tot200Stuks_50;k_200Tot500Stuks_51;k_500Tot1000Stuks_52;k_1000Tot2000Stuks_53;k_2000StuksOfMeer_54;FokvarkensTotaal_55;k_1Tot200Stuks_56;k_200Tot500Stuks_57;k_500Tot1000Stuks_58;k_1000Tot2000Stuks_59;k_2000StuksOfMeer_60;KippenTotaal_61;k_1Tot5000Stuks_62;k_5000Tot10000Stuks_63;k_10000Tot25000Stuks_64;k_25000Tot50000Stuks_65;k_50000StuksOfMeer_66;VleeskuikensTotaal_67;k_1Tot5000Stuks_68;k_5000Tot10000Stuks_69;k_10000Tot25000Stuks_70;k_25000Tot50000Stuks_71;k_50000StuksOfMeer_72;OuderdierenVanVleesrassenTotaal_73;k_1Tot5000Stuks_74;k_5000Tot10000Stuks_75;k_10000Tot25000Stuks_76;k_25000Tot50000Stuks_77;k_50000StuksOfMeer_78;LeghennenTotaal_79;k_1Tot5000Stuks_80;k_5000Tot10000Stuks_81;k_10000Tot25000Stuks_82;k_25000Tot50000Stuks_83;k_50000StuksOfMeer_84;OuderdierenVanLeghennenTotaal_85;k_1Tot5000Stuks_86;k_5000Tot10000Stuks_87;k_10000Tot25000Stuks_88;k_25000Tot50000Stuks_89;k_50000StuksOfMeer_90;PaardenEnPonySTotaal_91;k_1Tot20Stuks_92;k_20Tot50Stuks_93;k_50Tot100Stuks_94;k_100Tot200Stuks_95;k_200StuksOfMeer_96;RundveeTotaal_97;k_1Tot20Stuks_98;k_20Tot50Stuks_99;k_50Tot100Stuks_100;k_100Tot200Stuks_101;k_200StuksOfMeer_102;MelkEnFokveeTotaal_103;k_1Tot20Stuks_104;k_20Tot50Stuks_105;k_50Tot100Stuks_106;k_100Tot200Stuks_107;k_200StuksOfMeer_108;VleesEnWeideveeTotaal_109;k_1Tot20Stuks_110;k_20Tot50Stuks_111;k_50Tot100Stuks_112;k_100Tot200Stuks_113;k_200StuksOfMeer_114;SchapenTotaal_115;k_1Tot20Stuks_116;k_20Tot50Stuks_117;k_50Tot100Stuks_118;k_100Tot200Stuks_119;k_200StuksOfMeer_120;GeitenTotaal_121;k_1Tot20Stuks_122;k_20Tot50Stuks_123;k_50Tot100Stuks_124;k_100Tot200Stuks_125;k_200StuksOfMeer_126;VarkensTotaal_127;k_1Tot200Stuks_128;k_200Tot500Stuks_129;k_500Tot1000Stuks_130;k_1000Tot2000Stuks_131;k_2000StuksOfMeer_132;BiggenTotaal_133;k_1Tot200Stuks_134;k_200Tot500Stuks_135;k_500Tot1000Stuks_136;k_1000Tot2000Stuks_137;k_2000StuksOfMeer_138;VleesvarkensTotaal_139;k_1Tot200Stuks_140;k_200Tot500Stuks_141;k_500Tot1000Stuks_142;k_1000Tot2000Stuks_143;k_2000StuksOfMeer_144;FokvarkensTotaal_145;k_1Tot200Stuks_146;k_200Tot500Stuks_147;k_500Tot1000Stuks_148;k_1000Tot2000Stuks_149;k_2000StuksOfMeer_150;KippenTotaal_151;k_1Tot5000Stuks_152;k_5000Tot10000Stuks_153;k_10000Tot25000Stuks_154;k_25000Tot50000Stuks_155;k_50000StuksOfMeer_156;VleeskuikensTotaal_157;k_1Tot5000Stuks_158;k_5000Tot10000Stuks_159;k_10000Tot25000Stuks_160;k_25000Tot50000Stuks_161;k_50000StuksOfMeer_162;OuderdierenVanVleesrassenTotaal_163;k_1Tot5000Stuks_164;k_5000Tot10000Stuks_165;k_10000Tot25000Stuks_166;k_25000Tot50000Stuks_167;k_50000StuksOfMeer_168;LeghennenTotaal_169;k_1Tot5000Stuks_170;k_5000Tot10000Stuks_171;k_10000Tot25000Stuks_172;k_25000Tot50000Stuks_173;k_50000StuksOfMeer_174;OuderdierenVanLeghennenTotaal_175;k_1Tot5000Stuks_176;k_5000Tot10000Stuks_177;k_10000Tot25000Stuks_178;k_25000Tot50000Stuks_179;k_50000StuksOfMeer_180
64;Friesland (PV);2004;1855;1759;80;13;1;2;4359;536;374;1087;1886;476;4007;445;286;1036;1816;424;888;577;141;73;48;49;2029;315;467;534;418;295;664;626;5;1;6;26;102;17;19;28;27;11;53;4;8;26;11;4;83;41;16;14;9;3;62;32;22;7;1;0;128;14;8;24;39;43;79;1;1;7;32;38;13;0;1;9;2;1;36;13;6;8;5;4;;;;;;;12194;8390;2142;808;109;745;516309;4597;12651;84072;262253;152736;461587;3296;9811;80413;252278;115789;54722;3468;4395;5103;6496;35260;229956;2895;15705;38423;58065;114868;17786;1980;131;75;997;14603;103002;673;7105;21719;36597;36908;47545;352;3203;19377;15561;9052;39926;1718;5795;10428;12670;9315;15531;3409;6119;5000;1003;0;6456548;11290;61572;449450;1371883;4562353;5484858;3800;7922;115500;1143683;4213953;306900;0;9600;182800;55600;58900;664790;7490;44050;151150;172600;289500;;;;;;
65;Friesland (PV);2005;1885;1794;74;12;4;1;4241;450;401;1079;1818;493;3871;365;289;1017;1770;430;965;615;177;77;41;55;2030;302;472;498;404;354;641;607;5;1;2;26;99;16;20;24;25;14;49;4;5;23;11;6;87;35;24;16;9;3;56;30;17;7;2;0;128;15;7;29;28;49;75;1;1;7;21;45;12;0;0;10;2;0;38;14;5;11;5;3;3.0;0.0;1.0;1.0;0.0;1.0;12042;8431;2084;758;456;313;513500;4140;13622;83254;252481;160003;454082;3069;9828;78276;245408;117501;59418;3428;5536;5590;5711;39153;258160;2933;16031;35913;57098;146185;16710;1781;137;92;324;14376;111065;625;7062;18521;34077;50780;49763;591;1656;17733;15550;14233;44562;1118;8267;12067;13626;9484;16740;3473;4862;4754;3651;0;6741706;13100;53600;516600;992700;5165706;5744006;3800;9000;99000;743000;4889206;255700;0;0;189600;66100;0;661250;9300;36850;208000;183600;223500;80750.0;0.0;7750.0;20000.0;0.0;53000.0
66;Friesland (PV);2006;1893;1781;91;14;4;3;4111;452;380;1005;1775;499;3778;376;297;949;1717;439;970;648;156;67;46;53;1999;337;392;500;427;343;621;576;11;5;3;26;90;17;17;22;24;10;44;4;7;14;13;6;70;27;16;14;10;3;48;25;16;6;1;0;126;13;2;28;35;48;69;0;0;5;22;42;16;0;0;11;5;0;37;13;2;10;6;6;5.0;0.0;0.0;2.0;2.0;1.0;12908;8125;2560;870;508;845;502058;4044;13078;77701;246822;160413;446836;2862;10213;73433;238716;121612;55222;3324;4898;4689;6236;36075;253454;3222;13329;35512;58974;142417;19375;1809;310;336;442;16478;101046;660;6390;17366;33221;43409;47984;313;2263;10542;17133;17733;39929;1010;5665;10213;13321;9720;13133;2512;4565;4273;1783;0;7333416;9380;17650;497950;1215018;5593418;5721386;0;0;72000;779568;4869818;349000;0;0;199050;149950;0;1090730;9380;17650;186700;220400;656600;172300.0;0.0;0.0;40200.0;65100.0;67000.0
67;Friesland (PV);2007;1836;1713;100;19;1;3;4047;421;398;936;1758;534;3713;359;301;870;1713;470;1072;745;161;73;39;54;1970;313;411;492;393;361;621;586;9;3;2;21;91;22;16;12;29;12;39;2;6;14;11;6;69;25;16;11;13;4;46;23;15;6;1;1;131;11;5;28;43;44;77;0;1;7;29;40;14;0;0;8;6;0;39;11;4;11;9;4;2.0;0.0;0.0;2.0;0.0;0.0;12745;7846;2852;1227;100;720;507996;3742;13484;72465;246160;172145;453174;2903;10510;67627;239658;132476;54822;3352;5078;5048;5463;35881;257565;2845;14107;35042;54955;150616;15900;1922;296;211;273;13198;102422;327;5563;8337;39460;48735;44027;164;1941;10376;14287;17259;44534;660;5352;7655;17306;13561;13861;2001;4242;4397;1186;2035;7458939;8922;40118;515001;1517399;5377499;5977910;0;9000;101900;1041949;4825061;336936;0;0;150176;186760;0;1099593;8922;31118;218425;330730;510398;44500.0;0.0;0.0;44500.0;0.0;0.0
68;Friesland (PV);2008;1835;1709;101;19;2;4;3924;392;334;832;1718;648;3559;280;244;767;1677;591;741;437;151;65;36;52;1975;357;434;538;349;297;611;580;8;1;2;20;80;17;15;12;25;11;35;3;3;11;13;5;61;17;17;11;12;4;42;23;13;5;0;1;126;10;1;31;41;43;75;0;0;9;28;38;18;0;0;12;5;1;34;10;1;10;9;4;1.0;0.0;0.0;1.0;0.0;0.0;13889;8006;2994;1314;253;1322;530703;3500;11161;64644;244306;207092;476590;2217;8256;59952;238549;167616;54113;2732;4759;4455;5019;37148;231822;3291;14275;38827;48579;126850;14190;1887;220;66;272;11745;96737;264;5264;9015;35585;46609;41565;353;1054;7546;17696;14916;43913;779;5924;7907;16394;12909;11259;1819;3578;3537;0;2325;7681128;4851;5560;582290;1491197;5597230;6102678;0;0;149480;1028658;4924540;458645;0;0;237972;163796;56877;1098805;4851;5560;192638;341756;554000;21000.0;0.0;0.0;21000.0;0.0;0.0
69;Friesland (PV);2009;1816;1686;106;17;4;3;3860;367;318;771;1697;707;3518;277;219;699;1664;659;776;483;144;75;30;44;1842;349;466;450;309;268;570;541;7;1;1;20;85;27;11;13;23;11;35;6;4;8;10;7;64;26;13;10;10;5;39;21;11;4;2;1;132;12;2;22;46;50;76;0;1;5;25;45;17;0;0;7;9;1;37;12;1;8;12;4;3.0;0.0;0.0;3.0;0.0;0.0;13787;7940;3023;1113;563;1148;541422;3207;10669;59347;242026;226173;488971;2117;7486;53926;236994;188448;52451;2800;4482;5201;4217;35751;207066;3095;15470;32734;42202;113565;15536;1709;179;81;174;13393;101632;357;3681;8991;33903;54700;44475;245;1555;6145;13724;22806;45310;571;4678;7394;13920;18747;11847;1665;3124;2649;2382;2027;8718914;4566;13654;388032;1644854;6667808;7025257;0;8000;79500;917444;6020313;456504;0;0;104280;283029;69195;1174153;4566;5654;157552;444381;562000;63000.0;0.0;0.0;63000.0;0.0;0.0
70;Drenthe (PV);2000;1291;1219;62;9;1;0;2515;486;402;725;755;147;2207;432;306;667;724;78;785;458;169;74;34;50;659;193;183;150;73;60;202;181;7;1;7;6;292;62;67;72;55;36;128;25;19;45;31;8;255;100;63;60;23;9;138;78;37;21;1;1;184;22;13;37;59;53;102;1;1;11;45;44;13;0;2;8;1;2;71;22;10;18;13;8;;;;;;;7896;5488;1712;573;123;0;225191;4560;13363;54721;101314;51233;181080;3336;10287;50607;96539;20311;44111;3296;5475;5109;4808;25423;50630;1619;6218;10405;9543;22845;5300;741;207;69;1197;3086;283731;5358;23038;51155;76676;127504;107971;2203;7265;32680;39779;26044;138978;6385;21231;41960;32487;36915;36782;7395;10300;15019;1768;2300;6662961;32930;93300;577690;2049681;3909360;4778431;300;7200;199340;1534581;3037010;264800;0;15450;113300;28100;107950;1619730;32630;70650;265050;487000;764400;;;;;;
71;Drenthe (PV);2001;1245;1171;63;9;2;0;2396;455;364;605;800;172;2090;396;263;566;755;110;815;494;167;65;43;46;636;192;183;138;67;56;245;220;8;1;2;14;262;56;59;58;43;46;116;16;15;37;35;13;229;88;59;52;20;10;125;67;36;21;1;0;180;23;11;41;46;59;98;0;0;12;37;49;13;0;3;9;1;0;70;23;8;21;8;10;;;;;;;7951;5417;1778;541;215;0;227043;4200;12182;45908;109135;55618;184916;3041;8847;43087;102235;27706;42127;3364;5345;4436;6071;22911;49297;1589;6099;9654;8897;23058;7984;884;211;56;320;6513;290531;4106;19383;42688;63161;161193;125426;1243;5550;28385;48847;41401;131617;5538;19085;36658;29414;40922;33488;6477;10242;14839;1930;0;6475089;21630;80400;677571;1550188;4145300;4794809;0;0;220121;1254338;3320350;191650;0;24300;140550;26800;0;1488630;21630;56100;340650;269050;801200;;;;;;
72;Drenthe (PV);2002;1159;1079;71;9;0;0;2278;440;339;559;772;168;1933;342;231;529;721;110;822;501;180;54;45;42;571;170;159;115;76;51;251;229;4;0;3;15;249;45;54;68;42;40;114;14;21;43;28;8;219;79;56;55;18;11;119;61;36;20;2;0;181;18;8;40;55;60;109;0;1;12;43;53;11;0;1;7;1;2;61;18;6;21;11;5;;;;;;;7786;5100;2094;592;0;0;215209;4006;11416;42564;105345;51878;177308;2712;7846;40532;98084;28134;37901;3190;5627;3818;6323;18943;43619;1359;5272;7882;10363;18743;10066;982;130;0;535;8419;270690;3032;18336;49462;58939;140921;108459;1007;7614;32461;38043;29334;128397;4163;18462;38416;25626;41730;33834;6392;10509;13877;3056;0;6902156;8210;52950;625127;1862513;4353356;5486196;0;9200;224827;1423613;3828556;245700;0;7800;101250;27700;108950;1170260;8210;35950;299050;411200;415850;;;;;;
73;Drenthe (PV);2003;1136;1056;68;12;0;0;2155;390;333;528;735;169;1825;317;207;496;691;114;717;414;166;59;33;45;546;167;141;113;76;49;230;209;3;0;5;13;227;37;49;57;43;41;107;11;17;37;30;12;204;76;50;48;18;12;110;54;35;18;3;0;157;17;7;46;47;40;81;0;0;11;37;33;13;1;1;8;2;1;64;16;6;27;10;5;;;;;;;7923;5225;1957;741;0;0;211003;3561;10784;40098;101433;55127;172212;2315;6899;38053;95118;29827;38791;2831;5096;4131;4654;22079;43909;1395;4690;7817;10221;19786;9295;842;75;0;690;7688;269752;2637;16586;40246;62502;147781;112906;858;6019;27092;39247;39690;123432;4268;16273;32742;25434;44715;33414;5686;10634;13251;3843;0;5496986;10010;45650;746263;1604415;3090648;3998276;0;0;201963;1254715;2541598;244100;850;7900;116750;58600;60000;1254610;9160;37750;427550;348400;431750;;;;;;
74;Drenthe (PV);2004;1094;1008;76;9;1;0;2098;388;296;518;718;178;1768;296;193;478;681;120;653;379;132;59;35;48;521;147;141;110;69;54;213;195;1;2;3;12;214;37;41;50;45;41;97;7;16;29;34;11;189;69;41;44;23;12;103;43;39;17;4;0;148;13;8;42;47;38;76;0;0;8;35;33;10;0;1;8;0;1;62;13;7;26;12;4;;;;;;;8158;5174;2193;616;175;0;208713;3433;9737;39300;98992;57251;170236;2199;6588;36674;93650;31125;38477;2591;4177;4131;4886;22692;46348;1210;4713;7872;9375;23178;10029;812;41;177;508;8491;274983;2311;13919;35749;65596;157408;112498;693;6140;20966;45350;39349;129114;3784;13441;30886;32197;48806;33371;4260;11410;12613;5088;0;5311997;4170;58050;687245;1586290;2976242;3833227;0;0;151095;1172190;2509942;201250;0;8000;138250;0;55000;1277520;4170;50050;397900;414100;411300;;;;;;
75;Drenthe (PV);2005;1144;1055;79;9;1;0;2056;367;302;496;716;175;1708;269;195;455;672;117;695;400;142;66;40;47;536;143;128;114;89;62;211;192;2;1;3;13;209;35;42;48;44;40;93;7;16;29;32;9;181;59;42;48;20;12;99;43;40;12;4;0;162;17;10;39;50;46;82;0;1;8;35;38;5;0;0;4;1;0;69;16;9;24;12;8;6.0;1.0;0.0;3.0;2.0;0.0;8625;5444;2389;622;170;0;209787;3461;10156;37347;98879;59944;167545;2091;6758;34447;92713;31536;42242;2763;4393;4665;5446;24975;54939;1233;4361;7855;12649;28841;9917;725;47;97;479;8569;273213;2309;14670;34220;64532;157482;110183;686;5644;22594;44292;36967;133253;3489;14089;33435;31363;50877;29777;4352;12074;8254;5097;0;6508283;12190;79800;657127;1701234;4057932;4723793;0;8500;152427;1170134;3392732;107250;0;0;74250;33000;0;1554460;12160;71300;366700;439100;665200;122780.0;30.0;0.0;63750.0;59000.0;0.0
76;Drenthe (PV);2006;1090;996;75;16;3;0;2008;375;290;472;689;182;1677;284;195;433;644;121;712;428;129;68;37;50;563;153;123;132;86;69;204;185;5;0;3;11;201;33;41;40;40;47;92;7;9;29;32;15;172;59;41;37;21;14;99;38;40;15;4;2;155;17;12;33;50;43;75;0;1;4;36;34;6;0;0;4;1;1;73;17;11;24;14;7;2.0;0.0;0.0;2.0;0.0;0.0;8312;4841;2099;977;395;0;207176;3474;9651;35481;95586;62984;163527;2113;6677;32939;89512;32286;43649;2753;3916;4619;5154;27207;64625;1243;4166;9316;12001;37899;9007;742;134;0;493;7638;284229;2121;13198;29394;55486;184030;120870;735;3505;21344;43710;51576;128625;3037;13419;26271;28974;56924;34734;3494;11872;10165;4270;4933;5736650;9710;93500;611400;1746143;3275897;3918990;0;8500;83800;1220093;2606597;166550;0;0;81550;30000;55000;1620710;9710;85000;439150;526050;560800;30400.0;0.0;0.0;30400.0;0.0;0.0
77;Drenthe (PV);2007;1041;944;82;13;2;0;1959;355;285;429;684;206;1631;275;198;373;642;143;704;411;121;77;43;52;563;165;126;123;91;58;200;180;5;0;2;13;188;31;35;44;34;44;86;4;12;21;33;16;160;55;36;39;20;10;90;33;35;15;5;2;154;13;11;32;46;52;78;0;1;5;30;42;6;0;0;4;2;0;66;12;10;21;13;10;4.0;1.0;0.0;2.0;1.0;0.0;8186;4691;2390;871;234;0;208372;3480;9375;32075;95016;68426;163734;2121;6637;28140;89155;37681;44638;2690;3796;5226;5648;27278;58701;1522;4266;8596;12989;31328;9597;670;135;0;282;8510;288960;1729;11836;32966;50870;191559;129215;309;4557;15791;43951;64607;123316;2627;12393;27873;29766;50657;36429;3425;10628;10195;6993;5188;6231531;9845;83425;590568;1568190;3979503;4284935;0;9750;93600;967021;3214564;154218;0;0;79218;75000;0;1707616;9795;73675;373320;485887;764939;84762.0;50.0;0.0;44430.0;40282.0;0.0
78;Drenthe (PV);2008;1069;959;89;18;3;0;1912;358;253;374;693;234;1526;225;150;329;652;170;666;373;140;60;37;56;616;158;158;153;95;52;210;186;6;0;2;16;168;24;27;31;40;46;78;6;5;19;33;15;141;40;27;36;25;13;81;31;32;12;4;2;142;12;9;28;47;46;71;0;0;4;29;38;9;0;0;5;4;0;60;12;9;17;14;8;2.0;0.0;0.0;2.0;0.0;0.0;8925;4784;2552;1169;420;0;215139;3329;8259;28287;97362;77902;169445;1747;5132;25155;91728;45683;45694;2591;4366;4297;5054;29386;58587;1328;5346;10635;13331;27947;11751;662;168;0;290;10631;288886;1507;8228;21949;57241;199961;127553;319;1900;14106;47024;64204;131322;2200;8522;25377;35762;59461;30011;3022;9771;7996;4465;4757;6121176;10451;64402;497615;1656722;3891986;4352130;0;0;81600;1000346;3270184;226798;0;0;90298;136500;0;1499048;10451;64402;282517;519876;621802;43200.0;0.0;0.0;43200.0;0.0;0.0
79;Drenthe (PV);2009;1056;945;83;24;4;0;1858;324;235;349;675;275;1501;221;123;306;641;210;637;356;128;60;34;59;566;151;142;133;82;58;193;173;4;0;2;14;154;22;20;31;32;49;71;6;6;12;27;20;127;32;21;34;26;14;71;21;30;14;4;2;132;17;6;23;39;47;61;1;0;3;21;36;6;0;0;2;4;0;62;16;6;16;13;11;3.0;0.0;0.0;2.0;1.0;0.0;9226;4837;2483;1431;475;0;221519;2889;7492;26278;95726;89134;176914;1559;4163;23248;91039;56905;44605;2476;3891;4332;4507;29399;54584;1296;4743;9292;10773;28480;10867;682;92;0;262;9831;289634;945;6677;22930;46285;212797;126308;126;2255;8904;37440;77583;133055;1405;7095;24949;38786;60820;30271;2164;9295;9534;4588;4690;6162441;13602;42418;428448;1397901;4280072;4188072;110;0;61000;728801;3398161;186893;0;0;43343;143550;0;1707145;13492;42418;277774;491550;881911;80331.0;0.0;0.0;46331.0;34000.0;0.0
80;Overijssel (PV);2000;2708;2583;94;26;4;1;8129;1609;1835;2634;1726;325;7029;1469;1399;2498;1554;109;2897;1718;630;262;124;163;1496;609;390;299;120;78;479;422;10;0;7;40;2782;795;942;522;376;147;886;185;225;277;151;48;2503;1088;859;390;131;35;943;611;266;56;9;1;464;145;52;141;76;50;140;4;4;51;46;35;115;20;21;55;16;3;212;121;27;37;16;11;;;;;;;15133;9715;2760;1671;580;407;616051;16333;61865;194950;224805;118098;472261;12233;48135;185619;199710;26564;143790;13538;19507;17518;17210;76017;86454;4984;13087;20837;16675;30871;21008;1629;290;0;913;18176;1726406;85861;304711;363522;522407;449905;634459;16635;77495;202029;204216;134084;906001;90554;272361;266752;172885;103449;185946;54605;79107;37635;12157;2442;10218785;172630;386250;2134440;2664876;4860589;5499585;580;28200;812940;1655160;3002705;1776210;67660;168800;790600;566200;182950;2942990;104390;189250;565050;501750;1582550;;;;;;
81;Overijssel (PV);2001;2576;2426;120;26;2;2;7734;1476;1617;2382;1930;329;6697;1419;1152;2230;1758;138;2955;1746;681;268;119;141;1450;609;357;268;147;69;590;523;18;1;4;44;2424;694;753;436;345;196;804;143;188;211;203;59;2199;961;719;340;146;33;862;540;261;53;7;1;445;133;46;137;69;60;141;2;6;48;42;43;96;11;12;52;17;4;214;120;29;39;13;13;;;;;;;15436;9465;3401;1676;272;622;616930;15191;53900;177876;254930;115033;481788;11934;39568;167512;229686;33088;135142;13615;20812;18007;16615;66093;84879;4861;11760;18476;20210;29572;26422;2197;489;94;544;23098;1698620;76293;244902;302336;484056;591033;690233;14234;68361;154425;275623;177590;832122;88310;228201;232396;190561;92654;176265;49150;77348;36395;10232;3140;10676657;128610;338850;2084287;2493340;5631570;6015797;2850;44100;758887;1537124;3672836;1770540;32940;90600;783800;608450;254750;2890320;92820;213950;565950;448000;1569600;;;;;;
82;Overijssel (PV);2002;2419;2270;122;23;2;2;7398;1492;1512;2239;1840;315;6296;1292;1091;2109;1676;128;2871;1790;608;203;123;147;1301;539;331;239;129;63;627;564;11;0;5;47;2243;600;737;436;316;154;740;117;185;223;168;47;2018;884;662;336;106;30;782;475;248;51;7;1;420;104;42;152;56;66;149;1;8;52;39;49;89;9;14;55;6;5;186;94;20;49;12;11;;;;;;;15271;9287;3618;1528;293;545;592240;15053;50790;167052;241564;117781;455347;10602;37323;158298;217406;31718;136893;13354;18778;13704;17033;74024;77509;4417;10635;16545;17786;28126;30615;2481;312;0;781;27041;1516450;64343;241553;305180;446164;459210;608525;10990;65134;163425;230694;138282;741432;71014;213945;230306;144015;82152;166493;44421;74626;34610;9414;3422;10223256;106650;311450;2339424;1936615;5529117;6164556;200;58700;824324;1340399;3940933;1466950;28500;97550;835700;202400;302800;2591750;77950;155200;735500;423100;1200000;;;;;;
83;Overijssel (PV);2003;2435;2277;127;26;3;2;7087;1471;1418;2070;1801;327;5868;1147;988;1931;1667;135;2685;1637;578;196;113;161;1268;491;336;229;139;73;610;547;11;2;1;49;2047;479;694;402;305;167;696;113;150;208;174;51;1844;733;634;332;111;34;722;420;235;57;7;3;355;85;36;120;53;61;106;2;2;27;32;43;82;10;8;52;8;4;171;74;27;43;14;13;;;;;;;15843;9425;3706;1699;487;526;578993;14605;47935;155001;236796;124656;438801;9132;34328;145298;217247;32796;140192;11880;17856;13340;15558;81558;79705;3900;10932;15761;18570;30542;32555;2310;325;110;101;29709;1518637;51602;228172;285193;437529;516141;609289;10315;51280;152374;239668;155652;741956;57413;205670;231225;154928;92720;167392;39279;70715;38305;9554;9539;9161084;98660;265950;1884703;1838525;5073246;5073844;3400;14800;451253;1100359;3504032;1406710;28910;59350;806800;292000;219650;2680530;66380;199650;652300;487400;1274800;;;;;;
84;Overijssel (PV);2004;2418;2257;126;30;3;2;6944;1397;1397;1968;1839;343;5720;1084;967;1818;1706;145;2528;1467;576;207;112;166;1267;478;326;241;140;82;564;505;10;0;2;47;1934;431;641;386;296;180;630;93;124;184;172;57;1733;639;615;326;115;38;668;371;224;62;8;3;338;86;36;109;53;54;92;1;3;23;25;40;72;8;10;39;11;4;176;77;23;50;17;9;;;;;;;16025;9595;3598;2006;401;425;585707;13391;47081;146587;241589;137059;436493;8104;33450;136444;222582;35913;149214;10988;17796;14066;15475;90889;84982;3961;10633;16969;19128;34291;35094;2047;263;0;274;32510;1512586;49174;208928;268678;424619;561187;603604;8971;44046;137699;242975;169913;741067;53336;199454;225386;159407;103484;167915;36182;69118;41665;10972;9978;8437906;102440;272250;1654113;1829628;4579475;4866616;200;22350;384863;904012;3555191;1219760;23760;74900;576700;324050;220350;2351530;78480;175000;735000;615500;747550;;;;;;
85;Overijssel (PV);2005;2432;2273;119;34;2;4;6754;1290;1420;1913;1775;356;5529;1033;961;1736;1644;155;2514;1427;573;233;110;171;1262;457;310;247;141;107;578;517;9;3;3;46;1861;409;619;353;287;193;586;75;110;166;167;68;1681;603;593;312;128;45;604;302;223;70;6;3;351;85;27;117;68;54;96;2;2;25;31;36;66;6;5;39;11;5;181;75;20;49;25;12;13.0;4.0;0.0;8.0;1.0;0.0;16820;9839;3510;2218;265;988;583874;13044;47683;142663;234947;145537;427057;8431;33214;130585;216271;38556;156817;11038;17666;15572;15229;97312;95886;3834;9954;17141;19128;45829;35944;2108;243;184;345;33064;1531034;43592;204988;249561;410246;622647;606116;5721;38110;122631;235745;203909;761406;49109;195618;216006;175889;124784;163512;28928;68361;47367;8309;10547;9124521;86160;196698;1878561;2392966;4570136;4880661;5000;13798;404761;1123666;3333436;1328000;22000;40050;631500;365400;269050;2773960;54660;142850;793000;876100;907350;141900.0;4500.0;0.0;110400.0;27000.0;0.0
86;Overijssel (PV);2006;2315;2166;112;31;3;3;6590;1308;1325;1829;1758;370;5399;1051;901;1649;1628;170;2506;1492;534;192;108;180;1206;437;282;219;156;112;518;455;12;4;3;44;1724;359;568;317;267;213;538;47;98;147;168;78;1556;529;550;300;128;49;564;260;225;65;11;3;326;69;27;101;71;58;78;1;2;17;19;39;73;7;5;40;16;5;166;61;16;40;35;14;11.0;0.0;4.0;6.0;1.0;0.0;15681;9129;3390;1967;403;792;578932;13475;43891;136244;232379;152943;419830;8776;31155;124267;213386;42246;159102;11138;16430;12917;15308;103309;98503;3534;9373;14786;21307;49503;37453;2047;310;271;433;34392;1539227;40010;189859;222496;381264;705598;626529;3663;33747;109722;238026;241371;746790;44114;180572;206048;173832;142224;165908;25696;70159;44104;12866;13083;9075139;56150;202800;1528226;2396111;4891852;4436339;200;13500;247676;674411;3500552;1489850;18300;41100;635200;501000;294250;3013750;37650;115650;601700;1193700;1065050;135200.0;0.0;32550.0;70650.0;32000.0;0.0
