ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalBedrijven_1;k_1WerkzaamPersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100WerkzamePersonenOfMeer_9;k_0Tot50WerkzamePersonen_10;k_0Tot250WerkzamePersonen_11;NatuurlijkePersonen_12;Rechtspersonen_13
0;A-U Alle economische activiteiten;2007 1e kwartaal;987345;619565;158445;81295;60100;32635;20280;7170;7855;972320.0;984225.0;702465;284880
1;A-U Alle economische activiteiten;2007 2e kwartaal;1012210;641795;159225;82530;60370;32790;20295;7165;8040;997010.0;1009030.0;720725;291490
2;A-U Alle economische activiteiten;2007 3e kwartaal;1040415;672410;157220;82565;60085;32785;20285;7150;7910;1025355.0;1037255.0;745770;294640
3;A-U Alle economische activiteiten;2007 4e kwartaal;1057860;687525;160035;82930;59680;32620;20200;7040;7825;1042995.0;1054740.0;760030;297830
4;A-U Alle economische activiteiten;2008 1e kwartaal;1087470;720745;158780;81475;59135;32555;20035;7000;7745;1072725.0;1084365.0;775095;312375
5;A-U Alle economische activiteiten;2008 2e kwartaal;1088095;720860;159185;81870;59025;32545;19960;6940;7705;1073450.0;1085010.0;778695;309400
6;A-U Alle economische activiteiten;2008 3e kwartaal;1112885;746650;158440;82110;58750;32530;19890;6870;7650;1098370.0;1109800.0;798730;314155
7;A-U Alle economische activiteiten;2008 4e kwartaal;1127895;758055;160300;83020;59230;32805;19975;6865;7650;1113380.0;1124825.0;815390;312505
8;A-U Alle economische activiteiten;2009 1e kwartaal;1154590;789450;157820;80475;60480;31785;19865;7055;7660;1139875.0;1151520.0;830765;323825
9;A-U Alle economische activiteiten;2009 2e kwartaal;1158835;791475;158830;81305;59255;32590;20450;7090;7835;1143905.0;1155665.0;832030;326805
10;A-U Alle economische activiteiten;2009 3e kwartaal;1189525;820110;166525;84530;56225;29890;18490;6425;7325;1175775.0;1186515.0;859565;329955
11;A-U Alle economische activiteiten;2009 4e kwartaal;1211460;841620;169290;82575;54950;30525;18635;6490;7375;1197595.0;1208425.0;881655;329805
12;A-U Alle economische activiteiten;2010 1e kwartaal;1214570;841865;170690;80840;57875;30175;18910;6750;7470;1200355.0;1211560.0;887070;327505
13;A-U Alle economische activiteiten;2010 2e kwartaal;1227405;855400;169010;81305;58195;30320;18900;6775;7495;1213135.0;1224395.0;894850;332555
14;A-U Alle economische activiteiten;2010 3e kwartaal;1250505;882240;168165;80240;57435;29950;18465;6645;7370;1236495.0;1247590.0;914390;336115
15;A-U Alle economische activiteiten;2010 4e kwartaal;1265225;874475;171145;88330;64830;32590;19505;6880;7470;1250875.0;1262255.0;933055;332170
16;A-U Alle economische activiteiten;2011 1e kwartaal;1277720;887960;170460;88560;64925;32260;19380;6765;7410;1263545.0;1274765.0;943415;334305
17;A-U Alle economische activiteiten;2011 2e kwartaal;1283690;894405;170450;89050;64600;31790;19375;6650;7370;1269670.0;1280775.0;947365;336325
18;A-U Alle economische activiteiten;2011 3e kwartaal;1307195;920050;169440;88820;64185;31455;19245;6645;7355;1293195.0;1304270.0;966875;340315
19;A-U Alle economische activiteiten;2011 4e kwartaal;1318410;928125;170305;89070;64995;32120;19515;6815;7475;1304125.0;1315455.0;979210;339200
20;A-U Alle economische activiteiten;2012 1e kwartaal;1341545;947780;173150;89625;65020;32270;19555;6710;7430;1327400.0;1338610.0;996305;345240
21;A-U Alle economische activiteiten;2012 2e kwartaal;1347110;957000;171585;88770;64395;31965;19330;6665;7400;1333045.0;1344180.0;1000655;346455
22;A-U Alle economische activiteiten;2012 3e kwartaal;1358745;969185;171925;88990;63985;31530;19205;6605;7320;1344820.0;1355835.0;1006220;352525
23;A-U Alle economische activiteiten;2012 4e kwartaal;1362175;973160;171040;88675;64225;31720;19315;6680;7355;1348140.0;1359235.0;1015775;346400
24;A-U Alle economische activiteiten;2013 1e kwartaal;1365650;975775;173145;88510;63705;31525;19095;6565;7325;1351760.0;1362700.0;1017880;347770
25;A-U Alle economische activiteiten;2013 2e kwartaal;1373715;986620;172550;88330;63005;30880;18635;6495;7200;1360020.0;1370820.0;1021560;352155
26;A-U Alle economische activiteiten;2013 3e kwartaal;1392480;1007280;172305;88125;62545;30400;18300;6390;7135;1378955.0;1389605.0;1036010;356475
27;A-U Alle economische activiteiten;2013 4e kwartaal;1394290;1009890;171210;87630;62670;30765;18485;6440;7195;1380650.0;1391395.0;1042320;351970
28;A-U Alle economische activiteiten;2014 1e kwartaal;1401570;1020020;169850;87535;61925;30545;18195;6380;7125;1388070.0;1398710.0;1049125;352445
29;A-U Alle economische activiteiten;2014 2e kwartaal;1420010;1037755;170555;88005;62020;30040;18155;6355;7130;1406525.0;1417170.0;1059045;360965
30;A-U Alle economische activiteiten;2014 3e kwartaal;1437370;1056430;170600;87585;61680;29695;18025;6325;7030;1424015.0;1434545.0;1075465;361905
31;A-U Alle economische activiteiten;2014 4e kwartaal;1454080;1069715;171930;88100;62210;30310;18280;6430;7100;1440550.0;1451240.0;1095950;358125
32;A-U Alle economische activiteiten;2015 1e kwartaal;1468250;1084065;172055;88135;61940;30345;18235;6380;7090;1454775.0;1465405.0;1108455;359795
33;A-U Alle economische activiteiten;2015 2e kwartaal;1480090;1094155;172140;88455;62500;30595;18405;6590;7250;1466245.0;1477180.0;1114645;365445
34;A-U Alle economische activiteiten;2015 3e kwartaal;1506225;1121640;173160;88570;61460;29795;18045;6410;7140;1492675.0;1503365.0;1133230;372995
35;A-U Alle economische activiteiten;2015 4e kwartaal;1523635;1136220;173595;88855;62240;30555;18440;6540;7185;1509905.0;1520760.0;1153875;369760
36;A-U Alle economische activiteiten;2016 1e kwartaal;1536050;1148860;173520;88905;62125;30540;18370;6495;7230;1522325.0;1533160.0;1165870;370175
37;A-U Alle economische activiteiten;2016 2e kwartaal;1549680;1162250;173790;88935;62180;30370;18405;6535;7220;1535925.0;1546790.0;1173915;375765
38;A-U Alle economische activiteiten;2016 3e kwartaal;1575635;1184635;176915;89390;62295;30335;18365;6500;7200;1561935.0;1572745.0;1193050;382585
39;A-U Alle economische activiteiten;2016 4e kwartaal;1581740;1186460;177905;90185;62985;31205;18975;6635;7385;1567715.0;1578770.0;1203760;377980
40;A-U Alle economische activiteiten;2017 1e kwartaal;1587250;1195400;175640;89160;62830;31330;18880;6625;7390;1573235.0;1584285.0;1209275;377975
41;A-U Alle economische activiteiten;2017 2e kwartaal;1606645;1213055;176905;89490;62940;31280;18865;6695;7410;1592535.0;1603635.0;1219080;387560
42;A-U Alle economische activiteiten;2017 3e kwartaal;1629995;1234215;178860;89810;62720;31230;18980;6705;7470;1615820.0;1626955.0;1236600;393395
43;A-U Alle economische activiteiten;2017 4e kwartaal;1648230;1249350;179270;90155;63400;32070;19550;6840;7590;1633795.0;1645120.0;1258210;390020
44;A-U Alle economische activiteiten;2018 1e kwartaal;1665795;1269775;178490;86895;64420;32210;19465;6880;7660;1651255.0;1662670.0;1273340;392455
45;A-U Alle economische activiteiten;2018 2e kwartaal;1676935;1279700;179375;87360;64525;31875;19500;6890;7710;1662335.0;1673815.0;1279110;397825
46;A-U Alle economische activiteiten;2018 3e kwartaal;1703400;1303660;181130;87640;64475;32215;19570;6940;7765;1688695.0;1700240.0;1300075;403325
47;A-U Alle economische activiteiten;2018 4e kwartaal;1726190;1323000;182555;87985;64575;33020;20085;7095;7875;1711220.0;1722970.0;1324705;401485
48;A-U Alle economische activiteiten;2019 1e kwartaal;1754580;1349770;183300;88690;64990;32760;20155;7060;7860;1739665.0;1751390.0;1344815;409765
49;A-U Alle economische activiteiten;2019 2e kwartaal;1772960;1367715;183455;89265;64965;32615;20030;7055;7855;1758050.0;1769755.0;1357860;415100
50;A-U Alle economische activiteiten;2019 3e kwartaal;1792145;1386375;184110;89180;64935;32510;20045;7070;7915;1777160.0;1788910.0;1375270;416870
51;A-U Alle economische activiteiten;2019 4e kwartaal;1828160;1417495;186805;89765;65150;33250;20535;7120;8040;1813000.0;1824870.0;1411285;416875
52;A-U Alle economische activiteiten;2020 1e kwartaal;1851165;1440295;181805;93400;66165;33760;20545;7145;8045;1835970.0;1847885.0;1431250;419915
53;A-U Alle economische activiteiten;2020 2e kwartaal;1871415;1458825;183760;93645;65990;33615;20395;7170;8015;1856230.0;1868130.0;1446010;425400
54;A-U Alle economische activiteiten;2020 3e kwartaal;1896405;1484495;184240;93570;65505;33130;20305;7135;8025;1881245.0;1893105.0;1466230;430175
55;A-U Alle economische activiteiten;2020 4e kwartaal;1899940;1487100;184850;93735;65950;33245;20085;7065;7910;1884965.0;1896675.0;1477215;422725
56;A-U Alle economische activiteiten;2021 1e kwartaal;1918945;1502995;186830;93820;66200;33725;20305;7125;7945;1903875.0;1915675.0;1492585;426365
57;A-U Alle economische activiteiten;2021 2e kwartaal;1955515;1538595;189150;94835;65795;32495;19685;7005;7955;1940555.0;1952230.0;1512875;442640
58;A-U Alle economische activiteiten;2021 3e kwartaal;2001120;1580595;192535;95480;65460;32470;19705;6945;7940;1986235.0;1997820.0;1543250;457870
59;A-U Alle economische activiteiten;2021 4e kwartaal;2046055;1618825;193735;96025;67305;34290;20695;7110;8065;2030880.0;2042705.0;1577655;468400
60;A-U Alle economische activiteiten;2022 1e kwartaal;2082615;1652175;195515;95585;67750;35040;21195;7230;8125;2067260.0;2079230.0;1603950;478660
61;A-U Alle economische activiteiten;2022 2e kwartaal;2086670;1658245;194685;95760;67605;34185;20845;7215;8120;2071330.0;2083255.0;1616230;470440
62;A-U Alle economische activiteiten;2022 3e kwartaal;2118140;1689170;194015;95765;67495;34970;21170;7290;8260;2102590.0;2114685.0;1637865;480275
63;A-U Alle economische activiteiten;2022 4e kwartaal;2151195;1720095;193905;95750;68300;35535;21740;7490;8375;2135330.0;2147685.0;1671785;479410
64;A-U Alle economische activiteiten;2023 1e kwartaal;2162100;1735350;191760;95170;67520;35110;21520;7295;8370;2146430.0;2158600.0;1693880;468215
65;A-U Alle economische activiteiten;2023 2e kwartaal;2202600;1776315;192315;94885;67180;34835;21395;7290;8385;2186920.0;2199080.0;1721795;480805
66;A-U Alle economische activiteiten;2023 3e kwartaal;2241350;1814620;192930;94710;67060;34905;21385;7340;8405;2225610.0;2237795.0;1750450;490900
67;A-U Alle economische activiteiten;2023 4e kwartaal;2274495;1845670;193735;94485;67495;35440;21825;7360;8490;2258645.0;2270880.0;1783845;490650
68;A-U Alle economische activiteiten;2024 1e kwartaal;2308165;1879430;194755;94375;67305;35020;21580;7260;8445;2292465.0;2304570.0;1812570;495600
69;A-U Alle economische activiteiten;2024 2e kwartaal;2316555;1891435;193090;93600;66830;34570;21345;7230;8450;2300875.0;2312935.0;1810760;505795
70;A-U Alle economische activiteiten;2024 3e kwartaal;2342140;1916635;194275;93265;66355;34545;21345;7275;8440;2326425.0;2338515.0;1828345;513800
71;A-U Alle economische activiteiten;2024 4e kwartaal;2359330;1932130;195195;92885;66720;35070;21560;7260;8520;2343555.0;2355695.0;1844715;514615
72;A-U Alle economische activiteiten;2025 1e kwartaal;2385010;1957885;196085;93130;66240;34740;21245;7210;8470;2369325.0;2381390.0;1856720;528290
73;A-U Alle economische activiteiten;2025 2e kwartaal;2363145;1939705;194055;92285;66015;34365;21135;7130;8460;2347555.0;2359530.0;1842230;520910
74;Business Economy, B-N, excl. K, incl. 95;2007 1e kwartaal;686020;427215;102860;56055;46100;26355;16805;5665;4970;675390.0;684330.0;499935;186085
75;Business Economy, B-N, excl. K, incl. 95;2007 2e kwartaal;705745;444820;103540;57165;46310;26525;16780;5635;4965;695145.0;704045.0;515140;190605
76;Business Economy, B-N, excl. K, incl. 95;2007 3e kwartaal;726665;466430;103115;57165;46045;26490;16820;5640;4960;716065.0;724965.0;534180;192485
77;Business Economy, B-N, excl. K, incl. 95;2007 4e kwartaal;741670;479425;105405;57465;45750;26380;16750;5580;4920;731170.0;739985.0;546615;195055
78;Business Economy, B-N, excl. K, incl. 95;2008 1e kwartaal;758225;499110;104025;56215;45435;26365;16625;5570;4885;747770.0;756540.0;557385;200840
79;Business Economy, B-N, excl. K, incl. 95;2008 2e kwartaal;762120;503035;104055;56480;45325;26310;16545;5510;4860;751755.0;760445.0;560550;201575
80;Business Economy, B-N, excl. K, incl. 95;2008 3e kwartaal;778335;519905;103590;56655;45100;26315;16485;5450;4830;768055.0;776660.0;573745;204590
81;Business Economy, B-N, excl. K, incl. 95;2008 4e kwartaal;792085;530725;105190;57335;45465;26555;16535;5445;4840;781800.0;790415.0;587070;205015
82;Business Economy, B-N, excl. K, incl. 95;2009 1e kwartaal;809465;548610;105280;55935;46880;25770;16515;5630;4845;798990.0;807790.0;598075;211390
83;Business Economy, B-N, excl. K, incl. 95;2009 2e kwartaal;809060;547895;105125;56250;45755;26425;16990;5690;4930;798440.0;807350.0;596480;212580
84;Business Economy, B-N, excl. K, incl. 95;2009 3e kwartaal;825175;564330;109690;58260;43470;24335;15415;5080;4595;815500.0;823520.0;610915;214260
85;Business Economy, B-N, excl. K, incl. 95;2009 4e kwartaal;832535;571570;111325;57150;42485;24765;15495;5140;4615;822785.0;830875.0;617330;215205
86;Business Economy, B-N, excl. K, incl. 95;2010 1e kwartaal;831570;559850;118405;57575;45285;24590;15715;5400;4750;821420.0;829910.0;617225;214345
87;Business Economy, B-N, excl. K, incl. 95;2010 2e kwartaal;836630;565050;117030;58040;45710;24830;15770;5450;4750;826425.0;834980.0;620055;216575
88;Business Economy, B-N, excl. K, incl. 95;2010 3e kwartaal;843485;574955;116305;57275;45065;24500;15420;5325;4640;833520.0;841920.0;625475;218010
89;Business Economy, B-N, excl. K, incl. 95;2010 4e kwartaal;852710;568675;118120;62455;50450;26540;16235;5520;4715;842480.0;851110.0;636420;216295
90;Business Economy, B-N, excl. K, incl. 95;2011 1e kwartaal;862375;577610;118965;63005;50470;26125;16120;5420;4665;852290.0;860780.0;644455;217920
91;Business Economy, B-N, excl. K, incl. 95;2011 2e kwartaal;863520;579580;118560;63145;50230;25935;16095;5340;4635;853545.0;861955.0;644870;218650
92;Business Economy, B-N, excl. K, incl. 95;2011 3e kwartaal;877300;595045;117745;62950;49945;25640;15995;5335;4645;867320.0;875720.0;656500;220800
93;Business Economy, B-N, excl. K, incl. 95;2011 4e kwartaal;884465;599760;118870;62925;50405;26125;16150;5485;4735;874240.0;882855.0;664240;220225
94;Business Economy, B-N, excl. K, incl. 95;2012 1e kwartaal;899740;611890;121500;63615;50425;26050;16170;5390;4710;889645.0;898150.0;676015;223725
95;Business Economy, B-N, excl. K, incl. 95;2012 2e kwartaal;901405;616205;120440;63010;49910;25795;15975;5355;4710;891340.0;899795.0;677970;223435
96;Business Economy, B-N, excl. K, incl. 95;2012 3e kwartaal;907645;622975;120465;63195;49630;25530;15900;5305;4645;897695.0;906045.0;680705;226940
97;Business Economy, B-N, excl. K, incl. 95;2012 4e kwartaal;910790;626365;120020;63000;49705;25560;16060;5385;4690;900715.0;909160.0;686655;224135
98;Business Economy, B-N, excl. K, incl. 95;2013 1e kwartaal;910065;625800;121315;62745;49105;25285;15845;5295;4680;900090.0;908430.0;685255;224815
99;Business Economy, B-N, excl. K, incl. 95;2013 2e kwartaal;912815;630775;120700;62520;48715;24815;15490;5220;4580;903015.0;911215.0;686060;226755
100;Business Economy, B-N, excl. K, incl. 95;2013 3e kwartaal;923350;643095;120480;62230;48295;24430;15160;5130;4530;913685.0;921765.0;694000;229350
101;Business Economy, B-N, excl. K, incl. 95;2013 4e kwartaal;924410;644705;119715;61930;48320;24665;15300;5175;4600;914635.0;922810.0;696555;227850
102;Business Economy, B-N, excl. K, incl. 95;2014 1e kwartaal;928195;651065;118580;61805;47580;24390;15080;5140;4555;918495.0;926600.0;699835;228355
103;Business Economy, B-N, excl. K, incl. 95;2014 2e kwartaal;937290;659805;119085;61970;47565;24130;15035;5120;4585;927585.0;935715.0;706525;230765
104;Business Economy, B-N, excl. K, incl. 95;2014 3e kwartaal;948175;671440;119220;61835;47320;23825;14910;5090;4535;938555.0;946590.0;716420;231755
105;Business Economy, B-N, excl. K, incl. 95;2014 4e kwartaal;960110;681075;120020;62185;47605;24285;15160;5165;4610;950330.0;958510.0;729435;230675
106;Business Economy, B-N, excl. K, incl. 95;2015 1e kwartaal;968640;690135;120095;62040;47305;24135;15145;5165;4620;958855.0;967025.0;737295;231345
107;Business Economy, B-N, excl. K, incl. 95;2015 2e kwartaal;974230;694915;119885;61820;47755;24490;15270;5355;4740;964135.0;972585.0;740395;233835
108;Business Economy, B-N, excl. K, incl. 95;2015 3e kwartaal;988465;709905;120535;62170;47125;23875;15000;5175;4680;978610.0;986830.0;752035;236435
109;Business Economy, B-N, excl. K, incl. 95;2015 4e kwartaal;1000820;720120;120865;62395;47660;24495;15265;5295;4725;990800.0;999165.0;765250;235570
110;Business Economy, B-N, excl. K, incl. 95;2016 1e kwartaal;1008200;727795;120805;62500;47475;24395;15200;5270;4765;998165.0;1006535.0;772555;235645
111;Business Economy, B-N, excl. K, incl. 95;2016 2e kwartaal;1013080;733005;120560;62270;47575;24345;15265;5285;4770;1003020.0;1011425.0;774875;238205
112;Business Economy, B-N, excl. K, incl. 95;2016 3e kwartaal;1028080;746475;122065;62405;47610;24295;15210;5270;4750;1018060.0;1026430.0;786460;241620
113;Business Economy, B-N, excl. K, incl. 95;2016 4e kwartaal;1032125;747135;123270;62725;48025;24975;15700;5415;4875;1021835.0;1030420.0;791985;240145
114;Business Economy, B-N, excl. K, incl. 95;2017 1e kwartaal;1033185;751260;121235;62035;47745;24910;15690;5400;4910;1022875.0;1031475.0;793530;239655
115;Business Economy, B-N, excl. K, incl. 95;2017 2e kwartaal;1043235;760045;122000;62115;47980;25035;15680;5450;4925;1032860.0;1041510.0;798730;244505
116;Business Economy, B-N, excl. K, incl. 95;2017 3e kwartaal;1057170;772475;123500;62315;47705;24985;15770;5465;4950;1046755.0;1055430.0;809240;247930
117;Business Economy, B-N, excl. K, incl. 95;2017 4e kwartaal;1069725;782545;124040;62440;48290;25570;16215;5590;5040;1059095.0;1067935.0;822895;246830
118;Business Economy, B-N, excl. K, incl. 95;2018 1e kwartaal;1080770;795880;123460;59945;48995;25685;16080;5610;5110;1070045.0;1078935.0;832710;248055
119;Business Economy, B-N, excl. K, incl. 95;2018 2e kwartaal;1085875;800125;124030;60145;49065;25545;16170;5630;5160;1075085.0;1084055.0;834815;251060
120;Business Economy, B-N, excl. K, incl. 95;2018 3e kwartaal;1102760;815265;125360;60300;48985;25740;16230;5675;5210;1091875.0;1100925.0;848275;254485
121;Business Economy, B-N, excl. K, incl. 95;2018 4e kwartaal;1118035;827915;126560;60500;48950;26400;16600;5810;5305;1106920.0;1116150.0;864265;253770
122;Business Economy, B-N, excl. K, incl. 95;2019 1e kwartaal;1136370;845260;127340;60910;49100;26105;16570;5795;5290;1125285.0;1134490.0;877425;258945
123;Business Economy, B-N, excl. K, incl. 95;2019 2e kwartaal;1147145;855750;127230;61305;49085;26115;16565;5805;5290;1136050.0;1145260.0;885610;261540
124;Business Economy, B-N, excl. K, incl. 95;2019 3e kwartaal;1160000;868340;127630;61240;49070;26010;16560;5810;5335;1148855.0;1158110.0;896905;263095
125;Business Economy, B-N, excl. K, incl. 95;2019 4e kwartaal;1185660;890100;129920;61650;49180;26595;16930;5840;5445;1174375.0;1183735.0;921750;263915
126;Business Economy, B-N, excl. K, incl. 95;2020 1e kwartaal;1200910;906305;125610;64230;49810;26850;16815;5845;5440;1189620.0;1198980.0;935100;265810
127;Business Economy, B-N, excl. K, incl. 95;2020 2e kwartaal;1212095;916105;126910;64450;49660;26860;16795;5900;5415;1200780.0;1210160.0;943710;268380
128;Business Economy, B-N, excl. K, incl. 95;2020 3e kwartaal;1227360;932145;127240;64355;49265;26410;16670;5865;5410;1216085.0;1225430.0;955330;272025
129;Business Economy, B-N, excl. K, incl. 95;2020 4e kwartaal;1231095;934775;128060;64490;49720;26505;16450;5775;5325;1219995.0;1229195.0;961320;269780
130;Business Economy, B-N, excl. K, incl. 95;2021 1e kwartaal;1243155;944260;129855;64615;49985;26740;16565;5790;5350;1232015.0;1241260.0;970450;272705
131;Business Economy, B-N, excl. K, incl. 95;2021 2e kwartaal;1266200;966170;131950;65495;49645;25775;16095;5715;5350;1255130.0;1264295.0;984425;281770
132;Business Economy, B-N, excl. K, incl. 95;2021 3e kwartaal;1297510;994475;134890;65905;49460;25705;16085;5655;5335;1286520.0;1295595.0;1006265;291245
133;Business Economy, B-N, excl. K, incl. 95;2021 4e kwartaal;1328285;1019800;135800;66310;50920;27300;16930;5785;5440;1317060.0;1326325.0;1030145;298140
134;Business Economy, B-N, excl. K, incl. 95;2022 1e kwartaal;1352705;1041670;137250;66080;51160;27815;17340;5890;5495;1341320.0;1350715.0;1047870;304835
135;Business Economy, B-N, excl. K, incl. 95;2022 2e kwartaal;1354325;1044710;136510;66365;51120;27180;17055;5880;5500;1342940.0;1352330.0;1054265;300055
136;Business Economy, B-N, excl. K, incl. 95;2022 3e kwartaal;1373515;1063550;135985;66180;51100;27820;17345;5930;5605;1361980.0;1371500.0;1066875;306640
137;Business Economy, B-N, excl. K, incl. 95;2022 4e kwartaal;1395175;1083595;136055;65935;51690;28275;17825;6100;5700;1383375.0;1393120.0;1088075;307105
138;Business Economy, B-N, excl. K, incl. 95;2023 1e kwartaal;1403125;1094565;134810;65725;50955;27840;17580;5955;5695;1391475.0;1401070.0;1101200;301925
139;Business Economy, B-N, excl. K, incl. 95;2023 2e kwartaal;1427700;1119465;134955;65630;50775;27700;17515;5950;5705;1416045.0;1425635.0;1118800;308895
140;Business Economy, B-N, excl. K, incl. 95;2023 3e kwartaal;1518210;1205925;138510;65880;50820;27850;17525;5995;5705;1506510.0;1516120.0;1138150;380060
141;Business Economy, B-N, excl. K, incl. 95;2023 4e kwartaal;1539840;1225725;139445;65680;51050;28315;17845;6005;5775;1528060.0;1537710.0;1160580;379260
142;Business Economy, B-N, excl. K, incl. 95;2024 1e kwartaal;1566395;1252470;140400;65585;50965;27750;17565;5930;5725;1554740.0;1564280.0;1179910;386485
143;Business Economy, B-N, excl. K, incl. 95;2024 2e kwartaal;1569455;1258240;138965;64995;50715;27490;17435;5895;5725;1557840.0;1567340.0;1178070;391385
144;Business Economy, B-N, excl. K, incl. 95;2024 3e kwartaal;1589505;1277715;140240;64740;50255;27530;17395;5925;5705;1577875.0;1587390.0;1189745;399760
145;Business Economy, B-N, excl. K, incl. 95;2024 4e kwartaal;1597700;1284615;141000;64470;50440;27940;17570;5905;5760;1586035.0;1595575.0;1199215;398485
146;Business Economy, B-N, excl. K, incl. 95;2025 1e kwartaal;1619950;1307015;141760;64815;50040;27520;17230;5840;5730;1608380.0;1617835.0;1208020;411930
147;Business Economy, B-N, excl. K, incl. 95;2025 2e kwartaal;1600810;1290995;139920;64085;49795;27325;17200;5775;5715;1589320.0;1598705.0;1198270;402540
148;Totaal (ex. financieel of nutsbedrijven);2007 1e kwartaal;928635;572035;153470;78665;58390;31740;19785;6985;7565;914085.0;925655.0;693965;234670
149;Totaal (ex. financieel of nutsbedrijven);2007 2e kwartaal;952020;593680;153835;79705;58590;31885;19775;6960;7590;937470.0;949020.0;712370;239650
150;Totaal (ex. financieel of nutsbedrijven);2007 3e kwartaal;979220;623665;151490;79570;58300;31860;19755;6965;7615;964645.0;976200.0;737420;241805
151;Totaal (ex. financieel of nutsbedrijven);2007 4e kwartaal;996320;638455;154205;79925;57940;31720;19680;6845;7545;981930.0;993330.0;751715;244610
152;Totaal (ex. financieel of nutsbedrijven);2008 1e kwartaal;1018140;663510;152890;78720;57505;31685;19550;6815;7465;1003860.0;1015165.0;766820;251315
153;Totaal (ex. financieel of nutsbedrijven);2008 2e kwartaal;1019930;665605;152770;78900;57360;31640;19475;6755;7425;1005750.0;1016975.0;770565;249365
154;Totaal (ex. financieel of nutsbedrijven);2008 3e kwartaal;1043660;690635;151825;79025;57075;31625;19410;6690;7380;1029595.0;1040710.0;790695;252970
155;Totaal (ex. financieel of nutsbedrijven);2008 4e kwartaal;1060110;703840;153440;79850;57515;31895;19490;6685;7390;1046035.0;1057160.0;807390;252720
156;Totaal (ex. financieel of nutsbedrijven);2009 1e kwartaal;1083750;728540;153330;78200;58975;31000;19420;6880;7405;1069465.0;1080795.0;822865;260885
157;Totaal (ex. financieel of nutsbedrijven);2009 2e kwartaal;1086980;731500;153110;78520;57635;31760;19960;6920;7580;1072480.0;1083930.0;824440;262540
158;Totaal (ex. financieel of nutsbedrijven);2009 3e kwartaal;1116710;762305;158230;81090;54660;29075;18025;6260;7065;1103385.0;1113825.0;852030;264680
159;Totaal (ex. financieel of nutsbedrijven);2009 4e kwartaal;1139350;783955;160585;79910;53530;29745;18175;6335;7115;1125905.0;1136440.0;874195;265160
160;Totaal (ex. financieel of nutsbedrijven);2010 1e kwartaal;1142935;780465;165590;78725;56440;29420;18480;6590;7225;1129120.0;1140040.0;879765;263170
161;Totaal (ex. financieel of nutsbedrijven);2010 2e kwartaal;1153400;791845;163775;79170;56745;29545;18460;6615;7250;1139540.0;1150505.0;887635;265765
162;Totaal (ex. financieel of nutsbedrijven);2010 3e kwartaal;1174840;816860;163030;78100;56005;29185;18035;6490;7130;1161220.0;1172030.0;907310;267530
163;Totaal (ex. financieel of nutsbedrijven);2010 4e kwartaal;1191105;812165;164995;85930;63235;31775;19060;6725;7225;1177155.0;1188245.0;925945;265160
164;Totaal (ex. financieel of nutsbedrijven);2011 1e kwartaal;1203215;825280;164290;86140;63320;31460;18945;6615;7165;1189430.0;1200365.0;936275;266940
165;Totaal (ex. financieel of nutsbedrijven);2011 2e kwartaal;1208115;830730;164245;86590;62980;31010;18920;6505;7135;1194475.0;1205300.0;940260;267855
166;Totaal (ex. financieel of nutsbedrijven);2011 3e kwartaal;1229975;854665;163295;86410;62535;30670;18795;6485;7125;1216365.0;1227150.0;959725;270250
167;Totaal (ex. financieel of nutsbedrijven);2011 4e kwartaal;1241600;863110;164220;86625;63370;31335;19050;6655;7240;1227705.0;1238745.0;972030;269570
168;Totaal (ex. financieel of nutsbedrijven);2012 1e kwartaal;1263215;881280;166980;87200;63400;31505;19090;6560;7205;1249455.0;1260385.0;989085;274130
169;Totaal (ex. financieel of nutsbedrijven);2012 2e kwartaal;1267315;889060;165400;86360;62765;31180;18855;6520;7170;1253625.0;1264485.0;993485;273830
170;Totaal (ex. financieel of nutsbedrijven);2012 3e kwartaal;1277555;899740;165805;86575;62390;30740;18755;6455;7095;1264005.0;1274740.0;999135;278420
171;Totaal (ex. financieel of nutsbedrijven);2012 4e kwartaal;1283465;905985;165055;86300;62655;30940;18870;6540;7125;1269800.0;1280625.0;1008725;274740
172;Totaal (ex. financieel of nutsbedrijven);2013 1e kwartaal;1286665;908190;167175;86180;62145;30775;18665;6425;7105;1273135.0;1283810.0;1010785;275880
173;Totaal (ex. financieel of nutsbedrijven);2013 2e kwartaal;1292845;917200;166495;86030;61430;30120;18225;6355;6985;1279505.0;1290045.0;1014550;278295
174;Totaal (ex. financieel of nutsbedrijven);2013 3e kwartaal;1310115;936120;166435;85840;61000;29665;17885;6260;6915;1296945.0;1307335.0;1028980;281135
175;Totaal (ex. financieel of nutsbedrijven);2013 4e kwartaal;1314320;940995;165375;85405;61165;30020;18070;6310;6980;1301035.0;1311530.0;1035335;278985
176;Totaal (ex. financieel of nutsbedrijven);2014 1e kwartaal;1322005;951215;164180;85375;60445;29830;17795;6255;6910;1308840.0;1319240.0;1042160;279845
177;Totaal (ex. financieel of nutsbedrijven);2014 2e kwartaal;1335250;964275;164635;85650;60505;29300;17745;6225;6915;1322110.0;1332510.0;1051990;283255
