ID;WijkenEnBuurten;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Werkloosheidsuitkering_5;Bijstandsuitkering_6;Arbeidsongeschiktheidsuitkering_7;AOWUitkering_8;Werkloosheidsuitkering_9;Bijstandsuitkering_10;Arbeidsongeschiktheidsuitkering_11;AOWUitkering_12;InwonersVanaf15Jaar_13;InwonersVanaf15JrTotAOWLeeftijd_14;InwonersVanafDeAOWLeeftijd_15
0;Totaal;2014 maart;                                        ;        ;NL00      ;;405790.0;425310.0;771730.0;3231980.0;;;;;;;
1;Totaal;2014 juni;                                        ;        ;NL00      ;;395620.0;429820.0;768400.0;3257720.0;;;;;;;
2;Totaal;2014 september;                                        ;        ;NL00      ;;375880.0;426770.0;768080.0;3285220.0;;;;;;;
3;Totaal;2014 december;                                        ;        ;NL00      ;;411470.0;433660.0;769970.0;3307290.0;;;;;;;
4;Nederland;2014 maart;                                        ;        ;NL01      ;;400570.0;424810.0;748380.0;2904480.0;3.0;3.0;5.0;21.0;13999710.0;11092070.0;2907640.0
5;Nederland;2014 juni;                                        ;        ;NL01      ;;390560.0;429300.0;744970.0;2929030.0;3.0;3.0;5.0;21.0;14019490.0;11087140.0;2932350.0
6;Nederland;2014 september;                                        ;        ;NL01      ;;371630.0;426230.0;744570.0;2953890.0;3.0;3.0;5.0;21.0;14054720.0;11097400.0;2957330.0
7;Nederland;2014 december;                                        ;        ;NL01      ;;405270.0;433150.0;746480.0;2972430.0;3.0;3.0;5.0;21.0;14072980.0;11096950.0;2976030.0
8;Buitenland;2014 maart;                                        ;        ;NL98      ;;5230.0;500.0;23340.0;327490.0;;;;;;;
9;Buitenland;2014 juni;                                        ;        ;NL98      ;;5060.0;520.0;23420.0;328690.0;;;;;;;
10;Buitenland;2014 september;                                        ;        ;NL98      ;;4260.0;540.0;23510.0;331320.0;;;;;;;
11;Buitenland;2014 december;                                        ;        ;NL98      ;;6200.0;500.0;23500.0;334860.0;;;;;;;
12;Appingedam;2014 maart;Appingedam                              ;Gemeente;GM0003    ;;350.0;440.0;670.0;2700.0;4.0;4.0;7.0;26.0;10190.0;7490.0;2700.0
13;Appingedam;2014 juni;Appingedam                              ;Gemeente;GM0003    ;;350.0;440.0;680.0;2690.0;3.0;4.0;7.0;27.0;10150.0;7460.0;2690.0
14;Appingedam;2014 september;Appingedam                              ;Gemeente;GM0003    ;;320.0;430.0;690.0;2720.0;3.0;4.0;7.0;27.0;10160.0;7440.0;2720.0
15;Appingedam;2014 december;Appingedam                              ;Gemeente;GM0003    ;;350.0;450.0;700.0;2740.0;4.0;4.0;7.0;27.0;10150.0;7420.0;2740.0
16;Wijk 00;2014 maart;Appingedam                              ;Wijk    ;WK000300  ;1.0;350.0;440.0;670.0;2700.0;4.0;4.0;7.0;26.0;10190.0;7490.0;2700.0
17;Wijk 00;2014 juni;Appingedam                              ;Wijk    ;WK000300  ;1.0;350.0;440.0;680.0;2690.0;3.0;4.0;7.0;27.0;10150.0;7460.0;2690.0
