ID;BedrijfstakkenBranchesSBI2008;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
607;F Bouwnijverheid;2006 april - 2007 maart;82.6;;76.7;;
608;F Bouwnijverheid;2006 juli - 2007 juni;83.0;;77.2;;
609;F Bouwnijverheid;2006 oktober - 2007 september;83.2;;77.5;;
610;F Bouwnijverheid;2007 januari - 2007 december;83.2;1.7;77.5;2.1;0.4
611;F Bouwnijverheid;2007 april - 2008 maart;84.3;2.1;78.6;2.5;0.3
612;F Bouwnijverheid;2007 juli - 2008 juni;85.6;3.1;79.8;3.3;0.2
613;F Bouwnijverheid;2007 oktober - 2008 september;86.0;3.3;80.2;3.6;0.3
614;F Bouwnijverheid;2008 januari - 2008 december;86.5;3.9;80.8;4.2;0.3
615;F Bouwnijverheid;2008 april - 2009 maart;86.8;2.9;81.2;3.3;0.4
616;F Bouwnijverheid;2008 juli - 2009 juni;87.8;2.6;82.3;3.2;0.6
617;F Bouwnijverheid;2008 oktober - 2009 september;87.7;2.0;82.5;2.8;0.7
618;F Bouwnijverheid;2009 januari - 2009 december;87.1;0.7;82.1;1.6;0.9
619;F Bouwnijverheid;2009 april - 2010 maart;88.4;1.9;83.7;3.1;1.2
620;F Bouwnijverheid;2009 juli - 2010 juni;88.5;0.9;84.2;2.3;1.4
621;F Bouwnijverheid;2009 oktober - 2010 september;87.6;-0.2;83.6;1.4;1.5
622;F Bouwnijverheid;2010 januari - 2010 december;87.8;0.8;84.1;2.4;1.6
623;F Bouwnijverheid;2010 april - 2011 maart;87.1;-1.5;83.6;-0.1;1.3
624;F Bouwnijverheid;2010 juli - 2011 juni;86.8;-2.0;83.5;-0.9;1.1
625;F Bouwnijverheid;2010 oktober - 2011 september;86.7;-1.0;83.5;-0.1;0.9
626;F Bouwnijverheid;2011 januari - 2011 december;87.4;-0.4;84.4;0.3;0.7
627;F Bouwnijverheid;2011 april - 2012 maart;87.9;0.9;84.9;1.6;0.8
628;F Bouwnijverheid;2011 juli - 2012 juni;88.5;1.9;85.7;2.7;0.8
629;F Bouwnijverheid;2011 oktober - 2012 september;89.1;2.8;86.6;3.7;0.9
630;F Bouwnijverheid;2012 januari - 2012 december;90.1;3.1;87.8;4.1;1.0
631;F Bouwnijverheid;2012 april - 2013 maart;91.2;3.8;89.1;4.9;1.1
632;F Bouwnijverheid;2012 juli - 2013 juni;90.4;2.2;88.6;3.4;1.2
633;F Bouwnijverheid;2012 oktober - 2013 september;89.8;0.8;88.4;2.0;1.2
634;F Bouwnijverheid;2013 januari - 2013 december;89.0;-1.2;87.8;0.0;1.3
635;F Bouwnijverheid;2013 april - 2014 maart;88.1;-3.4;87.2;-2.2;1.2
636;F Bouwnijverheid;2013 juli - 2014 juni;88.0;-2.6;87.3;-1.5;1.1
637;F Bouwnijverheid;2013 oktober - 2014 september;87.8;-2.3;87.2;-1.3;1.0
638;F Bouwnijverheid;2014 januari - 2014 december;88.4;-0.7;88.1;0.3;0.9
639;F Bouwnijverheid;2014 april - 2015 maart;88.4;0.3;88.2;1.2;0.9
640;F Bouwnijverheid;2014 juli - 2015 juni;88.4;0.4;88.3;1.2;0.7
641;F Bouwnijverheid;2014 oktober - 2015 september;88.9;1.3;88.9;1.9;0.6
642;F Bouwnijverheid;2015 januari - 2015 december;88.1;-0.3;88.2;0.1;0.4
643;F Bouwnijverheid;2015 april - 2016 maart;89.1;0.8;89.2;1.1;0.3
644;F Bouwnijverheid;2015 juli - 2016 juni;88.9;0.5;89.0;0.7;0.3
645;F Bouwnijverheid;2015 oktober - 2016 september;89.4;0.6;89.6;0.8;0.3
646;F Bouwnijverheid;2016 januari - 2016 december ;90.3;2.5;90.6;2.8;0.3
647;F Bouwnijverheid;2016 april - 2017 maart;89.7;0.7;90.0;1.0;0.3
648;F Bouwnijverheid;2016 juli - 2017 juni;89.9;1.1;90.2;1.4;0.3
649;F Bouwnijverheid;2016 oktober - 2017 september;89.9;0.6;90.3;0.7;0.2
650;F Bouwnijverheid;2017 januari - 2017 december;90.6;0.3;90.9;0.3;0.0
651;F Bouwnijverheid;2017 april - 2018 maart;91.8;2.3;92.0;2.2;-0.1
652;F Bouwnijverheid;2017 juli - 2018 juni;92.6;3.0;92.7;2.8;-0.2
653;F Bouwnijverheid;2017 oktober - 2018 september;93.2;3.6;93.3;3.4;-0.2
654;F Bouwnijverheid;2018 januari - 2018 december;93.2;2.9;93.4;2.7;-0.2
655;F Bouwnijverheid;2018 april - 2019 maart;93.3;1.7;93.4;1.5;-0.1
656;F Bouwnijverheid;2018 juli - 2019 juni;93.8;1.3;93.9;1.2;-0.1
657;F Bouwnijverheid;2018 oktober - 2019 september;94.1;1.0;94.2;0.9;-0.1
658;F Bouwnijverheid;2019 januari - 2019 december;94.8;1.7;95.0;1.8;0.0
659;F Bouwnijverheid;2019 april - 2020 maart;96.1;3.0;96.2;3.0;0.0
660;F Bouwnijverheid;2019 juli - 2020 juni;96.6;3.0;96.8;3.1;0.1
661;F Bouwnijverheid;2019 oktober - 2020 september;100.2;6.5;100.4;6.6;0.1
662;F Bouwnijverheid;2020 januari - 2020 december;101.7;7.3;101.9;7.3;0.0
663;F Bouwnijverheid;2020 april - 2021 maart;101.5;5.7;101.6;5.6;-0.1
664;F Bouwnijverheid;2020 juli - 2021 juni;102.5;6.1;102.6;5.9;-0.1
665;F Bouwnijverheid;2020 oktober - 2021 september;101.2;1.1;101.3;0.9;-0.2
666;F Bouwnijverheid;2021 januari - 2021 december;100.0;-1.7;100.0;-1.9;-0.2
667;F Bouwnijverheid;2021 april - 2022 maart;100.5;-1.0;100.5;-1.1;-0.1
668;F Bouwnijverheid;2021 juli - 2022 juni;102.0;-0.6;102.0;-0.6;0.0
669;F Bouwnijverheid;2021 oktober - 2022 september;102.3;1.0;102.3;1.0;0.0
670;F Bouwnijverheid;2022 januari - 2022 december;104.1;4.1;104.1;4.1;0.0
671;F Bouwnijverheid;2022 april - 2023 maart;105.3;4.7;105.3;4.7;0.0
672;F Bouwnijverheid;2022 juli - 2023 juni;106.9;4.8;106.8;4.8;-0.1
673;F Bouwnijverheid;2022 oktober - 2023 september;108.1;5.7;108.1;5.7;-0.1
674;F Bouwnijverheid;2023 januari - 2023 december;109.4;5.1;109.4;5.0;0.0
675;F Bouwnijverheid;2023 april - 2024 maart;111.0;5.4;111.0;5.4;0.0
676;F Bouwnijverheid;2023 juli - 2024 juni;112.0;4.8;112.0;4.8;0.0
677;F Bouwnijverheid;2023 oktober - 2024 september;113.7;5.2;113.7;5.2;0.0
678;F Bouwnijverheid;2024 januari - 2024 december;115.5;5.6;115.5;5.6;0.0
679;G-N Commerciële dienstverlening;2001;72.2;;66.0;;
680;G-N Commerciële dienstverlening;2002;75.4;4.4;69.5;5.4;0.9
681;G-N Commerciële dienstverlening;2003;77.5;2.8;72.3;3.9;1.1
682;G-N Commerciële dienstverlening;2004;77.2;-0.5;72.5;0.3;0.8
683;G-N Commerciële dienstverlening;2005;78.5;1.7;74.4;2.7;1.0
684;G-N Commerciële dienstverlening;2006;79.0;0.6;75.5;1.5;0.8
685;G-N Commerciële dienstverlening;2007;81.6;3.3;78.1;3.4;0.1
686;G-N Commerciële dienstverlening;2008;84.2;3.2;80.8;3.4;0.2
687;G-N Commerciële dienstverlening;2009;84.5;0.3;82.5;2.1;1.8
688;G-N Commerciële dienstverlening;2010;84.7;0.3;83.4;1.0;0.8
689;G-N Commerciële dienstverlening;2011;86.2;1.8;85.0;2.0;0.2
690;G-N Commerciële dienstverlening;2012;87.8;1.8;87.3;2.6;0.9
691;G-N Commerciële dienstverlening;2013;89.0;1.4;89.1;2.0;0.6
692;G-N Commerciële dienstverlening;2014;89.4;0.5;89.6;0.5;0.1
693;G-N Commerciële dienstverlening;2015;89.7;0.4;89.4;-0.2;-0.6
694;G-N Commerciële dienstverlening;2016;90.4;0.7;89.5;0.2;-0.5
695;G-N Commerciële dienstverlening;2017;91.6;1.4;90.0;0.5;-0.8
696;G-N Commerciële dienstverlening;2018;94.0;2.6;92.0;2.2;-0.4
697;G-N Commerciële dienstverlening;2019;96.7;2.8;94.7;3.0;0.2
698;G-N Commerciële dienstverlening;2020;97.9;1.3;98.3;3.7;2.4
699;G-N Commerciële dienstverlening;2021;100.0;2.1;100.0;1.8;-0.3
700;G-N Commerciële dienstverlening;2022;106.1;6.1;105.4;5.4;-0.7
701;G-N Commerciële dienstverlening;2023;113.4;6.9;113.3;7.4;0.5
702;G-N Commerciële dienstverlening;2024;119.0;4.9;119.6;5.6;0.6
703;G-N Commerciële dienstverlening;2006 januari - 2006 december;79.0;0.6;75.5;1.5;0.8
704;G-N Commerciële dienstverlening;2006 april - 2007 maart;79.8;;76.3;;
705;G-N Commerciële dienstverlening;2006 juli - 2007 juni;80.4;;77.0;;
706;G-N Commerciële dienstverlening;2006 oktober - 2007 september;80.9;;77.5;;
707;G-N Commerciële dienstverlening;2007 januari - 2007 december;81.6;3.3;78.1;3.4;0.1
708;G-N Commerciële dienstverlening;2007 april - 2008 maart;82.7;3.5;79.2;3.7;0.2
709;G-N Commerciële dienstverlening;2007 juli - 2008 juni;83.5;3.8;80.0;3.9;0.1
710;G-N Commerciële dienstverlening;2007 oktober - 2008 september;83.9;3.7;80.4;3.9;0.1
711;G-N Commerciële dienstverlening;2008 januari - 2008 december;84.2;3.2;80.8;3.4;0.2
712;G-N Commerciële dienstverlening;2008 april - 2009 maart;84.3;2.0;81.2;2.5;0.5
713;G-N Commerciële dienstverlening;2008 juli - 2009 juni;84.9;1.7;82.1;2.6;0.9
714;G-N Commerciële dienstverlening;2008 oktober - 2009 september;84.8;1.0;82.4;2.4;1.4
715;G-N Commerciële dienstverlening;2009 januari - 2009 december;84.5;0.3;82.5;2.1;1.8
716;G-N Commerciële dienstverlening;2009 april - 2010 maart;85.0;0.8;83.4;2.7;1.9
717;G-N Commerciële dienstverlening;2009 juli - 2010 juni;85.0;0.2;83.6;1.9;1.7
718;G-N Commerciële dienstverlening;2009 oktober - 2010 september;84.6;-0.2;83.2;1.0;1.2
719;G-N Commerciële dienstverlening;2010 januari - 2010 december;84.7;0.3;83.4;1.0;0.8
720;G-N Commerciële dienstverlening;2010 april - 2011 maart;84.9;-0.1;83.6;0.2;0.3
721;G-N Commerciële dienstverlening;2010 juli - 2011 juni;85.0;0.0;83.7;0.1;0.1
722;G-N Commerciële dienstverlening;2010 oktober - 2011 september;85.3;0.8;84.0;1.0;0.2
723;G-N Commerciële dienstverlening;2011 januari - 2011 december;86.2;1.8;85.0;2.0;0.2
724;G-N Commerciële dienstverlening;2011 april - 2012 maart;86.2;1.5;85.2;1.9;0.4
725;G-N Commerciële dienstverlening;2011 juli - 2012 juni;86.3;1.6;85.5;2.1;0.6
726;G-N Commerciële dienstverlening;2011 oktober - 2012 september;87.1;2.1;86.4;2.8;0.7
727;G-N Commerciële dienstverlening;2012 januari - 2012 december;87.8;1.8;87.3;2.6;0.9
728;G-N Commerciële dienstverlening;2012 april - 2013 maart;88.9;3.1;88.6;4.0;0.9
729;G-N Commerciële dienstverlening;2012 juli - 2013 juni;88.9;3.0;88.8;3.9;0.8
730;G-N Commerciële dienstverlening;2012 oktober - 2013 september;89.0;2.2;89.1;3.1;0.8
731;G-N Commerciële dienstverlening;2013 januari - 2013 december;89.0;1.4;89.1;2.0;0.6
732;G-N Commerciële dienstverlening;2013 april - 2014 maart;88.9;0.0;89.0;0.5;0.6
733;G-N Commerciële dienstverlening;2013 juli - 2014 juni;89.0;0.0;89.2;0.4;0.4
734;G-N Commerciële dienstverlening;2013 oktober - 2014 september;88.9;-0.2;89.1;0.0;0.2
735;G-N Commerciële dienstverlening;2014 januari - 2014 december;89.4;0.5;89.6;0.5;0.1
736;G-N Commerciële dienstverlening;2014 april - 2015 maart;89.6;0.9;89.7;0.7;-0.2
737;G-N Commerciële dienstverlening;2014 juli - 2015 juni;90.0;1.2;89.9;0.9;-0.3
738;G-N Commerciële dienstverlening;2014 oktober - 2015 september;90.3;1.6;90.1;1.1;-0.5
739;G-N Commerciële dienstverlening;2015 januari - 2015 december;89.7;0.4;89.4;-0.2;-0.6
740;G-N Commerciële dienstverlening;2015 april - 2016 maart;90.1;0.5;89.6;-0.1;-0.6
741;G-N Commerciële dienstverlening;2015 juli - 2016 juni;89.5;-0.6;88.9;-1.1;-0.5
742;G-N Commerciële dienstverlening;2015 oktober - 2016 september;89.9;-0.5;89.2;-1.0;-0.5
743;G-N Commerciële dienstverlening;2016 januari - 2016 december ;90.4;0.7;89.5;0.2;-0.5
744;G-N Commerciële dienstverlening;2016 april - 2017 maart;89.9;-0.2;88.9;-0.8;-0.6
745;G-N Commerciële dienstverlening;2016 juli - 2017 juni;90.4;1.0;89.3;0.4;-0.6
746;G-N Commerciële dienstverlening;2016 oktober - 2017 september;90.8;1.0;89.5;0.3;-0.7
747;G-N Commerciële dienstverlening;2017 januari - 2017 december;91.6;1.4;90.0;0.5;-0.8
748;G-N Commerciële dienstverlening;2017 april - 2018 maart;92.5;2.9;90.7;2.0;-0.9
749;G-N Commerciële dienstverlening;2017 juli - 2018 juni;93.3;3.2;91.4;2.3;-0.9
750;G-N Commerciële dienstverlening;2017 oktober - 2018 september;93.9;3.4;91.8;2.7;-0.7
751;G-N Commerciële dienstverlening;2018 januari - 2018 december;94.0;2.6;92.0;2.2;-0.4
752;G-N Commerciële dienstverlening;2018 april - 2019 maart;94.9;2.7;92.8;2.3;-0.3
753;G-N Commerciële dienstverlening;2018 juli - 2019 juni;95.5;2.4;93.4;2.2;-0.1
754;G-N Commerciële dienstverlening;2018 oktober - 2019 september;95.7;2.0;93.7;2.1;0.1
755;G-N Commerciële dienstverlening;2019 januari - 2019 december;96.7;2.8;94.7;3.0;0.2
756;G-N Commerciële dienstverlening;2019 april - 2020 maart;98.3;3.5;96.6;4.1;0.6
757;G-N Commerciële dienstverlening;2019 juli - 2020 juni;97.4;2.0;96.5;3.3;1.3
758;G-N Commerciële dienstverlening;2019 oktober - 2020 september;98.7;3.1;98.3;4.9;1.7
759;G-N Commerciële dienstverlening;2020 januari - 2020 december;97.9;1.3;98.3;3.7;2.4
760;G-N Commerciële dienstverlening;2020 april - 2021 maart;96.6;-1.7;97.5;1.0;2.7
761;G-N Commerciële dienstverlening;2020 juli - 2021 juni;98.2;0.8;98.8;2.4;1.6
762;G-N Commerciële dienstverlening;2020 oktober - 2021 september;99.1;0.4;99.5;1.3;0.8
763;G-N Commerciële dienstverlening;2021 januari - 2021 december;100.0;2.1;100.0;1.8;-0.3
764;G-N Commerciële dienstverlening;2021 april - 2022 maart;101.5;5.1;101.0;3.6;-1.4
765;G-N Commerciële dienstverlening;2021 juli - 2022 juni;103.6;5.5;102.9;4.1;-1.3
766;G-N Commerciële dienstverlening;2021 oktober - 2022 september;104.0;4.9;103.3;3.8;-1.0
767;G-N Commerciële dienstverlening;2022 januari - 2022 december;106.1;6.1;105.4;5.4;-0.7
768;G-N Commerciële dienstverlening;2022 april - 2023 maart;107.5;5.9;107.0;5.9;0.0
769;G-N Commerciële dienstverlening;2022 juli - 2023 juni;109.5;5.6;109.1;6.0;0.4
770;G-N Commerciële dienstverlening;2022 oktober - 2023 september;111.3;7.0;111.1;7.5;0.4
771;G-N Commerciële dienstverlening;2023 januari - 2023 december;113.4;6.9;113.3;7.4;0.5
772;G-N Commerciële dienstverlening;2023 april - 2024 maart;115.2;7.1;115.2;7.7;0.5
773;G-N Commerciële dienstverlening;2023 juli - 2024 juni;116.5;6.5;116.8;7.0;0.5
774;G-N Commerciële dienstverlening;2023 oktober - 2024 september;117.7;5.8;118.2;6.4;0.6
775;G-N Commerciële dienstverlening;2024 januari - 2024 december;119.0;4.9;119.6;5.6;0.6
776;G-I Handel, vervoer en horeca;2001;72.8;;65.5;;
777;G-I Handel, vervoer en horeca;2002;75.7;4.0;68.4;4.5;0.5
778;G-I Handel, vervoer en horeca;2003;78.4;3.5;71.6;4.7;1.2
779;G-I Handel, vervoer en horeca;2004;77.4;-1.3;71.3;-0.5;0.8
780;G-I Handel, vervoer en horeca;2005;78.4;1.4;73.2;2.7;1.3
781;G-I Handel, vervoer en horeca;2006;79.4;1.2;74.5;1.8;0.6
782;G-I Handel, vervoer en horeca;2007;81.4;2.5;76.6;2.8;0.3
783;G-I Handel, vervoer en horeca;2008;83.9;3.2;79.3;3.5;0.3
784;G-I Handel, vervoer en horeca;2009;84.7;0.9;80.9;2.1;1.2
785;G-I Handel, vervoer en horeca;2010;85.1;0.4;82.2;1.6;1.2
786;G-I Handel, vervoer en horeca;2011;86.6;1.8;84.0;2.2;0.3
787;G-I Handel, vervoer en horeca;2012;88.7;2.5;86.7;3.2;0.8
788;G-I Handel, vervoer en horeca;2013;89.4;0.8;88.1;1.6;0.9
789;G-I Handel, vervoer en horeca;2014;89.8;0.5;88.8;0.8;0.3
790;G-I Handel, vervoer en horeca;2015;91.1;1.5;90.0;1.3;-0.1
791;G-I Handel, vervoer en horeca;2016;91.6;0.5;90.3;0.4;-0.1
792;G-I Handel, vervoer en horeca;2017;92.6;1.1;91.1;0.8;-0.3
793;G-I Handel, vervoer en horeca;2018;95.3;2.8;93.5;2.7;-0.2
794;G-I Handel, vervoer en horeca;2019;97.7;2.5;96.1;2.8;0.2
795;G-I Handel, vervoer en horeca;2020;99.7;2.0;99.6;3.6;1.5
796;G-I Handel, vervoer en horeca;2021;100.0;0.3;100.0;0.4;0.1
797;G-I Handel, vervoer en horeca;2022;107.0;7.0;105.8;5.8;-1.1
798;G-I Handel, vervoer en horeca;2023;115.2;7.7;113.7;7.5;-0.1
799;G-I Handel, vervoer en horeca;2024;121.0;5.1;119.7;5.3;0.2
800;G-I Handel, vervoer en horeca;2006 januari - 2006 december;79.4;1.2;74.5;1.8;0.6
801;G-I Handel, vervoer en horeca;2006 april - 2007 maart;80.1;;75.3;;
802;G-I Handel, vervoer en horeca;2006 juli - 2007 juni;80.7;;75.8;;
803;G-I Handel, vervoer en horeca;2006 oktober - 2007 september;81.1;;76.2;;
804;G-I Handel, vervoer en horeca;2007 januari - 2007 december;81.4;2.5;76.6;2.8;0.3
805;G-I Handel, vervoer en horeca;2007 april - 2008 maart;82.3;2.7;77.5;3.0;0.3
806;G-I Handel, vervoer en horeca;2007 juli - 2008 juni;83.0;2.9;78.2;3.1;0.3
807;G-I Handel, vervoer en horeca;2007 oktober - 2008 september;83.4;2.9;78.7;3.2;0.3
808;G-I Handel, vervoer en horeca;2008 januari - 2008 december;83.9;3.2;79.3;3.5;0.3
809;G-I Handel, vervoer en horeca;2008 april - 2009 maart;84.4;2.5;79.8;3.0;0.5
810;G-I Handel, vervoer en horeca;2008 juli - 2009 juni;85.1;2.6;80.8;3.3;0.7
811;G-I Handel, vervoer en horeca;2008 oktober - 2009 september;85.0;1.9;81.0;2.9;1.0
812;G-I Handel, vervoer en horeca;2009 januari - 2009 december;84.7;0.9;80.9;2.1;1.2
813;G-I Handel, vervoer en horeca;2009 april - 2010 maart;85.1;0.9;81.7;2.3;1.4
814;G-I Handel, vervoer en horeca;2009 juli - 2010 juni;85.4;0.4;82.2;1.8;1.4
815;G-I Handel, vervoer en horeca;2009 oktober - 2010 september;85.0;-0.1;81.9;1.2;1.3
816;G-I Handel, vervoer en horeca;2010 januari - 2010 december;85.1;0.4;82.2;1.6;1.2
817;G-I Handel, vervoer en horeca;2010 april - 2011 maart;85.2;0.1;82.4;0.9;0.8
818;G-I Handel, vervoer en horeca;2010 juli - 2011 juni;85.3;-0.1;82.6;0.5;0.6
819;G-I Handel, vervoer en horeca;2010 oktober - 2011 september;85.6;0.7;82.9;1.2;0.5
820;G-I Handel, vervoer en horeca;2011 januari - 2011 december;86.6;1.8;84.0;2.2;0.3
821;G-I Handel, vervoer en horeca;2011 april - 2012 maart;86.7;1.8;84.2;2.2;0.3
822;G-I Handel, vervoer en horeca;2011 juli - 2012 juni;87.1;2.2;84.7;2.6;0.4
823;G-I Handel, vervoer en horeca;2011 oktober - 2012 september;87.9;2.7;85.7;3.3;0.6
824;G-I Handel, vervoer en horeca;2012 januari - 2012 december;88.7;2.5;86.7;3.2;0.8
825;G-I Handel, vervoer en horeca;2012 april - 2013 maart;89.7;3.4;87.8;4.3;0.8
826;G-I Handel, vervoer en horeca;2012 juli - 2013 juni;89.8;3.0;88.1;3.9;0.9
827;G-I Handel, vervoer en horeca;2012 oktober - 2013 september;89.8;2.1;88.3;3.0;0.9
828;G-I Handel, vervoer en horeca;2013 januari - 2013 december;89.4;0.8;88.1;1.6;0.9
829;G-I Handel, vervoer en horeca;2013 april - 2014 maart;89.3;-0.4;88.1;0.4;0.8
830;G-I Handel, vervoer en horeca;2013 juli - 2014 juni;89.5;-0.3;88.3;0.3;0.6
831;G-I Handel, vervoer en horeca;2013 oktober - 2014 september;89.3;-0.5;88.3;0.0;0.5
832;G-I Handel, vervoer en horeca;2014 januari - 2014 december;89.8;0.5;88.8;0.8;0.3
833;G-I Handel, vervoer en horeca;2014 april - 2015 maart;90.3;1.1;89.3;1.3;0.2
834;G-I Handel, vervoer en horeca;2014 juli - 2015 juni;90.9;1.6;89.9;1.7;0.1
835;G-I Handel, vervoer en horeca;2014 oktober - 2015 september;91.5;2.4;90.4;2.4;0.0
836;G-I Handel, vervoer en horeca;2015 januari - 2015 december;91.1;1.5;90.0;1.3;-0.1
837;G-I Handel, vervoer en horeca;2015 april - 2016 maart;91.3;1.1;90.1;0.9;-0.2
838;G-I Handel, vervoer en horeca;2015 juli - 2016 juni;90.8;-0.1;89.6;-0.3;-0.2
839;G-I Handel, vervoer en horeca;2015 oktober - 2016 september;91.0;-0.5;89.8;-0.7;-0.2
840;G-I Handel, vervoer en horeca;2016 januari - 2016 december ;91.6;0.5;90.3;0.4;-0.1
841;G-I Handel, vervoer en horeca;2016 april - 2017 maart;91.0;-0.4;89.7;-0.5;-0.1
842;G-I Handel, vervoer en horeca;2016 juli - 2017 juni;91.5;0.8;90.2;0.7;0.0
843;G-I Handel, vervoer en horeca;2016 oktober - 2017 september;91.9;0.9;90.5;0.8;-0.2
844;G-I Handel, vervoer en horeca;2017 januari - 2017 december;92.6;1.1;91.1;0.8;-0.3
845;G-I Handel, vervoer en horeca;2017 april - 2018 maart;93.5;2.8;91.9;2.4;-0.4
846;G-I Handel, vervoer en horeca;2017 juli - 2018 juni;94.5;3.3;92.8;2.8;-0.4
847;G-I Handel, vervoer en horeca;2017 oktober - 2018 september;95.1;3.5;93.3;3.2;-0.3
848;G-I Handel, vervoer en horeca;2018 januari - 2018 december;95.3;2.8;93.5;2.7;-0.2
849;G-I Handel, vervoer en horeca;2018 april - 2019 maart;96.1;2.7;94.3;2.7;-0.1
850;G-I Handel, vervoer en horeca;2018 juli - 2019 juni;96.7;2.3;94.9;2.3;0.0
851;G-I Handel, vervoer en horeca;2018 oktober - 2019 september;96.8;1.9;95.2;2.0;0.2
852;G-I Handel, vervoer en horeca;2019 januari - 2019 december;97.7;2.5;96.1;2.8;0.2
853;G-I Handel, vervoer en horeca;2019 april - 2020 maart;99.7;3.7;98.2;4.1;0.3
854;G-I Handel, vervoer en horeca;2019 juli - 2020 juni;99.2;2.6;98.2;3.4;0.8
855;G-I Handel, vervoer en horeca;2019 oktober - 2020 september;100.7;3.9;99.9;4.9;0.9
856;G-I Handel, vervoer en horeca;2020 januari - 2020 december;99.7;2.0;99.6;3.6;1.5
857;G-I Handel, vervoer en horeca;2020 april - 2021 maart;97.6;-2.1;98.3;0.1;2.3
858;G-I Handel, vervoer en horeca;2020 juli - 2021 juni;98.8;-0.4;99.4;1.2;1.6
859;G-I Handel, vervoer en horeca;2020 oktober - 2021 september;99.4;-1.2;99.8;0.0;1.2
860;G-I Handel, vervoer en horeca;2021 januari - 2021 december;100.0;0.3;100.0;0.4;0.1
861;G-I Handel, vervoer en horeca;2021 april - 2022 maart;101.6;4.1;100.9;2.7;-1.4
862;G-I Handel, vervoer en horeca;2021 juli - 2022 juni;103.8;5.1;102.7;3.4;-1.6
863;G-I Handel, vervoer en horeca;2021 oktober - 2022 september;104.4;5.0;103.4;3.5;-1.4
864;G-I Handel, vervoer en horeca;2022 januari - 2022 december;107.0;7.0;105.8;5.8;-1.1
865;G-I Handel, vervoer en horeca;2022 april - 2023 maart;108.6;7.0;107.3;6.4;-0.6
866;G-I Handel, vervoer en horeca;2022 juli - 2023 juni;110.9;6.8;109.7;6.8;-0.1
867;G-I Handel, vervoer en horeca;2022 oktober - 2023 september;112.9;8.2;111.7;8.1;-0.1
868;G-I Handel, vervoer en horeca;2023 januari - 2023 december;115.2;7.7;113.7;7.5;-0.1
869;G-I Handel, vervoer en horeca;2023 april - 2024 maart;117.2;7.9;115.7;7.8;-0.1
870;G-I Handel, vervoer en horeca;2023 juli - 2024 juni;118.4;6.8;117.0;6.7;-0.1
871;G-I Handel, vervoer en horeca;2023 oktober - 2024 september;119.7;6.0;118.3;5.9;-0.1
872;G-I Handel, vervoer en horeca;2024 januari - 2024 december;121.0;5.1;119.7;5.3;0.2
873;G Handel;2001;70.7;;61.8;;
874;G Handel;2002;73.7;4.2;64.5;4.5;0.3
875;G Handel;2003;76.8;4.2;68.2;5.6;1.3
876;G Handel;2004;75.6;-1.5;67.7;-0.7;0.8
877;G Handel;2005;76.8;1.6;69.8;3.1;1.5
878;G Handel;2006;77.6;1.1;71.2;2.1;1.0
879;G Handel;2007;79.5;2.4;73.2;2.7;0.3
880;G Handel;2008;82.2;3.4;76.0;3.9;0.5
881;G Handel;2009;82.8;0.7;77.7;2.2;1.5
882;G Handel;2010;83.2;0.4;79.4;2.2;1.7
883;G Handel;2011;84.8;2.0;81.3;2.5;0.5
884;G Handel;2012;87.0;2.6;84.2;3.5;0.9
885;G Handel;2013;87.5;0.5;85.5;1.5;1.0
886;G Handel;2014;88.0;0.6;86.4;1.1;0.5
887;G Handel;2015;89.4;1.5;87.9;1.7;0.1
888;G Handel;2016;89.4;0.0;88.0;0.2;0.2
889;G Handel;2017;90.6;1.3;89.2;1.4;0.1
890;G Handel;2018;92.8;2.5;91.5;2.5;0.0
891;G Handel;2019;95.2;2.5;94.1;2.9;0.4
892;G Handel;2020;97.8;2.8;97.1;3.2;0.4
893;G Handel;2021;100.0;2.2;100.0;3.0;0.7
894;G Handel;2022;105.0;5.0;104.7;4.7;-0.3
895;G Handel;2023;111.9;6.5;111.8;6.8;0.2
896;G Handel;2024;117.7;5.2;117.8;5.4;0.2
897;G Handel;2006 januari - 2006 december;77.6;1.1;71.2;2.1;1.0
898;G Handel;2006 april - 2007 maart;78.5;;72.0;;
899;G Handel;2006 juli - 2007 juni;79.0;;72.5;;
900;G Handel;2006 oktober - 2007 september;79.3;;72.9;;
901;G Handel;2007 januari - 2007 december;79.5;2.4;73.2;2.7;0.3
902;G Handel;2007 april - 2008 maart;80.4;2.4;74.1;2.8;0.4
903;G Handel;2007 juli - 2008 juni;81.2;2.9;74.9;3.2;0.4
904;G Handel;2007 oktober - 2008 september;81.6;2.8;75.3;3.3;0.4
905;G Handel;2008 januari - 2008 december;82.2;3.4;76.0;3.9;0.5
906;G Handel;2008 april - 2009 maart;82.7;2.9;76.7;3.6;0.6
907;G Handel;2008 juli - 2009 juni;83.4;2.7;77.6;3.6;0.9
908;G Handel;2008 oktober - 2009 september;83.3;2.1;77.8;3.3;1.2
909;G Handel;2009 januari - 2009 december;82.8;0.7;77.7;2.2;1.5
910;G Handel;2009 april - 2010 maart;83.1;0.5;78.4;2.2;1.7
911;G Handel;2009 juli - 2010 juni;83.4;0.0;79.0;1.9;1.8
912;G Handel;2009 oktober - 2010 september;83.0;-0.3;79.0;1.5;1.8
