ID;Leeftijd;PrognoseInterval;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3
103;Totaal alle leeftijden;3;2014;17055598;8452023;8602301
104;Totaal alle leeftijden;3;2015;17174888;8513120;8661350
105;Totaal alle leeftijden;3;2016;17288322;8569832;8719994
106;Totaal alle leeftijden;3;2017;17409530;8628708;8782089
107;Totaal alle leeftijden;3;2018;17536936;8691440;8842634
108;Totaal alle leeftijden;3;2019;17652264;8750816;8899841
109;Totaal alle leeftijden;3;2020;17774160;8813076;8961078
110;Totaal alle leeftijden;3;2021;17896718;8873191;9023496
111;Totaal alle leeftijden;3;2022;18015110;8934271;9080650
112;Totaal alle leeftijden;3;2023;18137262;8988749;9148411
113;Totaal alle leeftijden;3;2024;18251296;9052974;9204497
114;Totaal alle leeftijden;3;2025;18374482;9108831;9262186
115;Totaal alle leeftijden;3;2026;18490244;9168422;9317949
116;Totaal alle leeftijden;3;2027;18604620;9227258;9373311
117;Totaal alle leeftijden;3;2028;18728330;9281480;9434086
118;Totaal alle leeftijden;3;2029;18837860;9332568;9499027
119;Totaal alle leeftijden;3;2030;18950112;9386699;9559607
120;Totaal alle leeftijden;3;2031;19047446;9439073;9611550
121;Totaal alle leeftijden;3;2032;19162664;9499892;9669282
122;Totaal alle leeftijden;3;2033;19269818;9551024;9728322
123;Totaal alle leeftijden;3;2034;19371710;9590113;9781568
124;Totaal alle leeftijden;3;2035;19455708;9631060;9828730
125;Totaal alle leeftijden;3;2036;19532314;9662779;9869523
126;Totaal alle leeftijden;3;2037;19621436;9701594;9919637
127;Totaal alle leeftijden;3;2038;19700782;9740709;9962148
128;Totaal alle leeftijden;3;2039;19783818;9781111;10006077
129;Totaal alle leeftijden;3;2040;19885034;9830913;10047803
130;Totaal alle leeftijden;3;2041;19946422;9868626;10079080
131;Totaal alle leeftijden;3;2042;20042944;9913665;10124276
132;Totaal alle leeftijden;3;2043;20129356;9964612;10175416
133;Totaal alle leeftijden;3;2044;20231470;10004048;10222810
134;Totaal alle leeftijden;3;2045;20322568;10052698;10272108
135;Totaal alle leeftijden;3;2046;20387596;10084935;10304670
136;Totaal alle leeftijden;3;2047;20491136;10124862;10357334
137;Totaal alle leeftijden;3;2048;20587116;10181012;10403432
138;Totaal alle leeftijden;3;2049;20648542;10212712;10433712
139;Totaal alle leeftijden;3;2050;20754052;10272241;10487348
140;Totaal alle leeftijden;3;2051;20837248;10320177;10545462
141;Totaal alle leeftijden;3;2052;20941848;10370052;10578982
142;Totaal alle leeftijden;3;2053;21011806;10404993;10615227
143;Totaal alle leeftijden;3;2054;21047840;10421622;10649561
144;Totaal alle leeftijden;3;2055;21089164;10438323;10684995
145;Totaal alle leeftijden;3;2056;21249660;10494569;10738262
146;Totaal alle leeftijden;3;2057;21332584;10516373;10797117
147;Totaal alle leeftijden;3;2058;21387560;10563848;10827100
148;Totaal alle leeftijden;3;2059;21431152;10601815;10861781
149;Totaal alle leeftijden;3;2060;21516408;10633818;10893484
150;Totaal alle leeftijden;4;2011;16636645;8236251;8400446
151;Totaal alle leeftijden;4;2012;16691725;8265007;8426300
152;Totaal alle leeftijden;4;2013;16738880;8288755;8449458
153;Totaal alle leeftijden;4;2014;16778230;8308485;8470050
154;Totaal alle leeftijden;4;2015;16816144;8326074;8489422
155;Totaal alle leeftijden;4;2016;16846156;8340856;8506470
156;Totaal alle leeftijden;4;2017;16875100;8351401;8520840
157;Totaal alle leeftijden;4;2018;16895750;8362741;8534098
158;Totaal alle leeftijden;4;2019;16918964;8373520;8544714
159;Totaal alle leeftijden;4;2020;16937780;8382361;8555748
160;Totaal alle leeftijden;4;2021;16957424;8391898;8568842
161;Totaal alle leeftijden;4;2022;16971964;8397829;8575066
162;Totaal alle leeftijden;4;2023;16984160;8402610;8582372
163;Totaal alle leeftijden;4;2024;16998330;8408057;8593062
164;Totaal alle leeftijden;4;2025;17016460;8410874;8603633
165;Totaal alle leeftijden;4;2026;17020016;8414335;8611002
166;Totaal alle leeftijden;4;2027;17033924;8412739;8617190
167;Totaal alle leeftijden;4;2028;17032680;8417462;8619022
168;Totaal alle leeftijden;4;2029;17040310;8412254;8622557
169;Totaal alle leeftijden;4;2030;17040064;8412916;8627206
170;Totaal alle leeftijden;4;2031;17017176;8399026;8616948
171;Totaal alle leeftijden;4;2032;16996760;8388243;8613276
172;Totaal alle leeftijden;4;2033;16996156;8384310;8613648
173;Totaal alle leeftijden;4;2034;16968660;8367083;8601776
174;Totaal alle leeftijden;4;2035;16955224;8356605;8595690
175;Totaal alle leeftijden;4;2036;16941250;8342347;8589476
176;Totaal alle leeftijden;4;2037;16897616;8322566;8569722
177;Totaal alle leeftijden;4;2038;16857476;8299191;8557347
178;Totaal alle leeftijden;4;2039;16819196;8278781;8539230
179;Totaal alle leeftijden;4;2040;16779456;8258563;8519728
180;Totaal alle leeftijden;4;2041;16750280;8238060;8507147
181;Totaal alle leeftijden;4;2042;16706895;8217536;8488728
182;Totaal alle leeftijden;4;2043;16661275;8193367;8468460
183;Totaal alle leeftijden;4;2044;16611200;8170286;8443270
184;Totaal alle leeftijden;4;2045;16559845;8144233;8420231
185;Totaal alle leeftijden;4;2046;16509480;8123200;8389808
186;Totaal alle leeftijden;4;2047;16460220;8095988;8363561
187;Totaal alle leeftijden;4;2048;16414955;8074890;8343057
188;Totaal alle leeftijden;4;2049;16372270;8050369;8325148
189;Totaal alle leeftijden;4;2050;16328830;8024049;8309552
190;Totaal alle leeftijden;4;2051;16276460;8000133;8280500
191;Totaal alle leeftijden;4;2052;16222095;7970006;8252152
192;Totaal alle leeftijden;4;2053;16181210;7951525;8228063
193;Totaal alle leeftijden;4;2054;16136510;7937749;8207097
194;Totaal alle leeftijden;4;2055;16099675;7913539;8180240
195;Totaal alle leeftijden;4;2056;16063140;7896290;8163880
196;Totaal alle leeftijden;4;2057;16025265;7880160;8145688
197;Totaal alle leeftijden;4;2058;15976640;7859496;8123836
198;Totaal alle leeftijden;4;2059;15942765;7835776;8096077
199;Totaal alle leeftijden;4;2060;15895510;7819685;8075229
200;Totaal alle leeftijden;5;2011;16668585;8252851;8415682
201;Totaal alle leeftijden;5;2012;16764600;8303045;8461360
202;Totaal alle leeftijden;5;2013;16858404;8351303;8507138
203;Totaal alle leeftijden;5;2014;16949450;8397550;8551951
204;Totaal alle leeftijden;5;2015;17036080;8441544;8595916
205;Totaal alle leeftijden;5;2016;17123590;8483522;8639400
206;Totaal alle leeftijden;5;2017;17200600;8520648;8679904
207;Totaal alle leeftijden;5;2018;17281536;8563550;8720806
208;Totaal alle leeftijden;5;2019;17373464;8606866;8765008
209;Totaal alle leeftijden;5;2020;17455840;8650259;8807276
210;Totaal alle leeftijden;5;2021;17546110;8695256;8851524
211;Totaal alle leeftijden;5;2022;17626980;8734786;8892484
212;Totaal alle leeftijden;5;2023;17711440;8775738;8936432
213;Totaal alle leeftijden;5;2024;17801044;8819158;8979900
214;Totaal alle leeftijden;5;2025;17876410;8859900;9019286
215;Totaal alle leeftijden;5;2026;17951944;8894887;9059978
216;Totaal alle leeftijden;5;2027;18027960;8930752;9102018
217;Totaal alle leeftijden;5;2028;18103444;8962979;9137826
218;Totaal alle leeftijden;5;2029;18177824;8999364;9171962
219;Totaal alle leeftijden;5;2030;18240280;9032425;9207166
220;Totaal alle leeftijden;5;2031;18298596;9060908;9242678
221;Totaal alle leeftijden;5;2032;18357770;9090410;9271768
222;Totaal alle leeftijden;5;2033;18415100;9112204;9308828
223;Totaal alle leeftijden;5;2034;18479960;9140999;9341698
224;Totaal alle leeftijden;5;2035;18537510;9168206;9365344
225;Totaal alle leeftijden;5;2036;18589336;9192118;9398754
226;Totaal alle leeftijden;5;2037;18632560;9209692;9423574
227;Totaal alle leeftijden;5;2038;18670460;9229774;9446167
228;Totaal alle leeftijden;5;2039;18713236;9244358;9471796
229;Totaal alle leeftijden;5;2040;18754230;9263775;9490955
230;Totaal alle leeftijden;5;2041;18783776;9272043;9506285
231;Totaal alle leeftijden;5;2042;18813456;9292082;9527738
232;Totaal alle leeftijden;5;2043;18848044;9299758;9545114
233;Totaal alle leeftijden;5;2044;18880550;9317206;9559149
234;Totaal alle leeftijden;5;2045;18902396;9326976;9574814
235;Totaal alle leeftijden;5;2046;18919236;9342988;9587490
236;Totaal alle leeftijden;5;2047;18969920;9366428;9602373
237;Totaal alle leeftijden;5;2048;19001744;9380543;9620475
238;Totaal alle leeftijden;5;2049;19039360;9395410;9632798
239;Totaal alle leeftijden;5;2050;19074844;9420780;9653050
240;Totaal alle leeftijden;5;2051;19104960;9439517;9672394
241;Totaal alle leeftijden;5;2052;19130310;9456560;9682403
242;Totaal alle leeftijden;5;2053;19158604;9471110;9701062
243;Totaal alle leeftijden;5;2054;19188656;9481316;9710350
244;Totaal alle leeftijden;5;2055;19220056;9487596;9723024
245;Totaal alle leeftijden;5;2056;19248584;9496859;9740868
246;Totaal alle leeftijden;5;2057;19290324;9511322;9768939
247;Totaal alle leeftijden;5;2058;19319404;9539569;9788266
248;Totaal alle leeftijden;5;2059;19355070;9552514;9802572
249;Totaal alle leeftijden;5;2060;19375596;9561250;9816620
250;0 tot 5 jaar;1;2011;920692;471224;449468
251;0 tot 5 jaar;1;2012;917367;469386;447980
252;0 tot 5 jaar;1;2013;916514;469251;447263
253;0 tot 5 jaar;1;2014;912208;466811;445397
254;0 tot 5 jaar;1;2015;907790;464641;443150
255;0 tot 5 jaar;1;2016;906472;463947;442526
256;0 tot 5 jaar;1;2017;907460;464444;443015
257;0 tot 5 jaar;1;2018;910363;465939;444423
258;0 tot 5 jaar;1;2019;914550;468098;446451
259;0 tot 5 jaar;1;2020;919643;470737;448905
260;0 tot 5 jaar;1;2021;925349;473697;451652
261;0 tot 5 jaar;1;2022;931198;476727;454471
262;0 tot 5 jaar;1;2023;936904;479687;457216
263;0 tot 5 jaar;1;2024;942107;482384;459723
264;0 tot 5 jaar;1;2025;946670;484747;461923
265;0 tot 5 jaar;1;2026;950511;486733;463778
266;0 tot 5 jaar;1;2027;953710;488391;465319
267;0 tot 5 jaar;1;2028;956208;489686;466522
268;0 tot 5 jaar;1;2029;958044;490647;467397
269;0 tot 5 jaar;1;2030;959341;491324;468017
270;0 tot 5 jaar;1;2031;960036;491692;468344
271;0 tot 5 jaar;1;2032;960146;491763;468383
272;0 tot 5 jaar;1;2033;959470;491431;468039
273;0 tot 5 jaar;1;2034;957965;490671;467293
274;0 tot 5 jaar;1;2035;955565;489456;466110
275;0 tot 5 jaar;1;2036;952340;487821;464519
276;0 tot 5 jaar;1;2037;948436;485836;462600
277;0 tot 5 jaar;1;2038;944086;483619;460468
278;0 tot 5 jaar;1;2039;939538;481301;458238
279;0 tot 5 jaar;1;2040;935061;479013;456049
280;0 tot 5 jaar;1;2041;930873;476874;453999
281;0 tot 5 jaar;1;2042;927171;474985;452185
282;0 tot 5 jaar;1;2043;924093;473420;450673
283;0 tot 5 jaar;1;2044;921765;472237;449528
284;0 tot 5 jaar;1;2045;920230;471462;448768
285;0 tot 5 jaar;1;2046;919496;471092;448403
286;0 tot 5 jaar;1;2047;919571;471135;448436
287;0 tot 5 jaar;1;2048;920417;471574;448843
288;0 tot 5 jaar;1;2049;921948;472366;449582
289;0 tot 5 jaar;1;2050;924045;473445;450600
290;0 tot 5 jaar;1;2051;926590;474753;451837
291;0 tot 5 jaar;1;2052;929446;476221;453225
292;0 tot 5 jaar;1;2053;932469;477773;454696
293;0 tot 5 jaar;1;2054;935544;479354;456191
294;0 tot 5 jaar;1;2055;938556;480903;457653
295;0 tot 5 jaar;1;2056;941392;482361;459031
296;0 tot 5 jaar;1;2057;943967;483688;460279
297;0 tot 5 jaar;1;2058;946211;484846;461364
298;0 tot 5 jaar;1;2059;948064;485807;462257
299;0 tot 5 jaar;1;2060;949485;486544;462941
300;0 tot 5 jaar;2;2011;911930;466737;445193
301;0 tot 5 jaar;2;2012;898763;459825;438938
302;0 tot 5 jaar;2;2013;885291;453244;432047
303;0 tot 5 jaar;2;2014;867014;443654;423360
304;0 tot 5 jaar;2;2015;845619;432800;412820
305;0 tot 5 jaar;2;2016;833035;426319;406716
306;0 tot 5 jaar;2;2017;822739;421085;401696
307;0 tot 5 jaar;2;2018;817342;418321;399021
308;0 tot 5 jaar;2;2019;811075;415082;396029
309;0 tot 5 jaar;2;2020;804160;411586;392574
310;0 tot 5 jaar;2;2021;801464;410234;391221
311;0 tot 5 jaar;2;2022;795396;407176;388220
312;0 tot 5 jaar;2;2023;787972;403429;384528
313;0 tot 5 jaar;2;2024;787338;403091;384247
314;0 tot 5 jaar;2;2025;782230;400511;381719
315;0 tot 5 jaar;2;2026;775948;397374;378739
316;0 tot 5 jaar;2;2027;768214;393370;374844
317;0 tot 5 jaar;2;2028;761746;390095;371652
318;0 tot 5 jaar;2;2029;765019;391800;373244
319;0 tot 5 jaar;2;2030;762429;390431;371998
320;0 tot 5 jaar;2;2031;760409;389404;371005
321;0 tot 5 jaar;2;2032;752264;385254;367010
322;0 tot 5 jaar;2;2033;749536;383913;365623
323;0 tot 5 jaar;2;2034;750639;384443;366196
324;0 tot 5 jaar;2;2035;739852;378945;360907
325;0 tot 5 jaar;2;2036;733482;375685;357797
326;0 tot 5 jaar;2;2037;731349;374610;356740
327;0 tot 5 jaar;2;2038;722465;370008;352457
328;0 tot 5 jaar;2;2039;713923;365714;348209
329;0 tot 5 jaar;2;2040;701577;359352;342225
330;0 tot 5 jaar;2;2041;688955;352892;336051
331;0 tot 5 jaar;2;2042;675787;346242;329545
332;0 tot 5 jaar;2;2043;671809;344147;327662
333;0 tot 5 jaar;2;2044;666412;341384;325028
334;0 tot 5 jaar;2;2045;661393;338792;322601
335;0 tot 5 jaar;2;2046;651546;333772;317774
336;0 tot 5 jaar;2;2047;649747;332813;316934
337;0 tot 5 jaar;2;2048;641582;328667;312915
338;0 tot 5 jaar;2;2049;635331;325470;309862
339;0 tot 5 jaar;2;2050;624558;319954;304604
340;0 tot 5 jaar;2;2051;623182;319257;303926
341;0 tot 5 jaar;2;2052;621590;318450;303140
342;0 tot 5 jaar;2;2053;617969;316625;301344
343;0 tot 5 jaar;2;2054;612337;313729;298608
344;0 tot 5 jaar;2;2055;605403;310193;295209
345;0 tot 5 jaar;2;2056;605885;310443;295442
346;0 tot 5 jaar;2;2057;601051;308026;293024
347;0 tot 5 jaar;2;2058;596739;305742;290998
348;0 tot 5 jaar;2;2059;592448;303635;288813
349;0 tot 5 jaar;2;2060;589869;302234;287635
350;0 tot 5 jaar;3;2011;928780;475362;453418
351;0 tot 5 jaar;3;2012;935654;478752;456902
352;0 tot 5 jaar;3;2013;945773;484239;461534
353;0 tot 5 jaar;3;2014;955784;489143;466641
354;0 tot 5 jaar;3;2015;967939;495476;472463
355;0 tot 5 jaar;3;2016;980094;501672;478424
356;0 tot 5 jaar;3;2017;988751;506090;482661
357;0 tot 5 jaar;3;2018;1003253;513488;489770
358;0 tot 5 jaar;3;2019;1021662;522875;498787
359;0 tot 5 jaar;3;2020;1033978;529261;504717
360;0 tot 5 jaar;3;2021;1053450;539212;514163
361;0 tot 5 jaar;3;2022;1068629;547109;521518
362;0 tot 5 jaar;3;2023;1076628;551309;525318
363;0 tot 5 jaar;3;2024;1091095;558716;532338
364;0 tot 5 jaar;3;2025;1100993;563810;537184
365;0 tot 5 jaar;3;2026;1114218;570699;543518
366;0 tot 5 jaar;3;2027;1118768;572926;545842
367;0 tot 5 jaar;3;2028;1134900;581160;553740
368;0 tot 5 jaar;3;2029;1135945;581780;554165
369;0 tot 5 jaar;3;2030;1145326;586643;558684
370;0 tot 5 jaar;3;2031;1150408;589162;561247
371;0 tot 5 jaar;3;2032;1157456;592819;564637
372;0 tot 5 jaar;3;2033;1164456;596463;567993
373;0 tot 5 jaar;3;2034;1164242;596306;567877
374;0 tot 5 jaar;3;2035;1166505;597504;569001
375;0 tot 5 jaar;3;2036;1172205;600382;571824
376;0 tot 5 jaar;3;2037;1177978;603561;574417
377;0 tot 5 jaar;3;2038;1181355;605201;576153
378;0 tot 5 jaar;3;2039;1183650;606443;577205
379;0 tot 5 jaar;3;2040;1185066;607207;577858
380;0 tot 5 jaar;3;2041;1183075;606100;576975
381;0 tot 5 jaar;3;2042;1187153;608220;578934
382;0 tot 5 jaar;3;2043;1190056;609785;580271
383;0 tot 5 jaar;3;2044;1190903;610017;580886
384;0 tot 5 jaar;3;2045;1197511;613597;583914
385;0 tot 5 jaar;3;2046;1209802;619799;590003
386;0 tot 5 jaar;3;2047;1225348;627715;597632
387;0 tot 5 jaar;3;2048;1234320;632356;601964
388;0 tot 5 jaar;3;2049;1238768;634691;604077
389;0 tot 5 jaar;3;2050;1248409;639637;608772
390;0 tot 5 jaar;3;2051;1265346;648304;617021
391;0 tot 5 jaar;3;2052;1273865;652719;621146
392;0 tot 5 jaar;3;2053;1286729;659288;627441
393;0 tot 5 jaar;3;2054;1301612;666912;634701
394;0 tot 5 jaar;3;2055;1316745;674734;642011
395;0 tot 5 jaar;3;2056;1328003;680579;647423
396;0 tot 5 jaar;3;2057;1341934;687590;654343
397;0 tot 5 jaar;3;2058;1352489;693037;659452
398;0 tot 5 jaar;3;2059;1360125;696952;663173
399;0 tot 5 jaar;3;2060;1370081;702024;668057
400;0 tot 5 jaar;4;2011;916239;468939;447298
401;0 tot 5 jaar;4;2012;906885;464020;442872
402;0 tot 5 jaar;4;2013;899416;460481;438932
403;0 tot 5 jaar;4;2014;888403;454634;433779
404;0 tot 5 jaar;4;2015;877082;448899;428188
405;0 tot 5 jaar;4;2016;868213;444305;423908
406;0 tot 5 jaar;4;2017;863149;441756;421393
407;0 tot 5 jaar;4;2018;860580;440408;420159
408;0 tot 5 jaar;4;2019;859286;439806;419481
409;0 tot 5 jaar;4;2020;860066;440190;419876
410;0 tot 5 jaar;4;2021;860009;440248;419761
411;0 tot 5 jaar;4;2022;859691;440113;419579
412;0 tot 5 jaar;4;2023;860544;440573;419975
413;0 tot 5 jaar;4;2024;861728;441217;420511
414;0 tot 5 jaar;4;2025;862823;441843;420977
415;0 tot 5 jaar;4;2026;865490;443221;422269
416;0 tot 5 jaar;4;2027;862003;441394;420609
417;0 tot 5 jaar;4;2028;864024;442457;421567
418;0 tot 5 jaar;4;2029;862167;441450;420686
419;0 tot 5 jaar;4;2030;860125;440474;419651
420;0 tot 5 jaar;4;2031;857137;438955;418171
421;0 tot 5 jaar;4;2032;855034;437895;417161
422;0 tot 5 jaar;4;2033;850909;435835;415075
423;0 tot 5 jaar;4;2034;844783;432629;412154
424;0 tot 5 jaar;4;2035;839378;429963;409438
425;0 tot 5 jaar;4;2036;834979;427668;407311
426;0 tot 5 jaar;4;2037;827827;424048;403786
427;0 tot 5 jaar;4;2038;823095;421636;401459
428;0 tot 5 jaar;4;2039;813957;416964;397071
429;0 tot 5 jaar;4;2040;805412;412572;392840
430;0 tot 5 jaar;4;2041;796302;407901;388401
431;0 tot 5 jaar;4;2042;791337;405365;385972
432;0 tot 5 jaar;4;2043;784143;401668;382475
433;0 tot 5 jaar;4;2044;781312;400242;381070
434;0 tot 5 jaar;4;2045;776453;397820;378633
435;0 tot 5 jaar;4;2046;773914;396473;377442
436;0 tot 5 jaar;4;2047;772134;395575;376559
437;0 tot 5 jaar;4;2048;770050;394559;375541
438;0 tot 5 jaar;4;2049;770812;394908;375895
439;0 tot 5 jaar;4;2050;765108;391990;373118
440;0 tot 5 jaar;4;2051;764339;391619;372720
441;0 tot 5 jaar;4;2052;761350;390143;371220
442;0 tot 5 jaar;4;2053;758489;388641;369866
443;0 tot 5 jaar;4;2054;756653;387730;368923
444;0 tot 5 jaar;4;2055;756514;387543;368928
445;0 tot 5 jaar;4;2056;754054;386367;367665
446;0 tot 5 jaar;4;2057;750557;384538;365966
447;0 tot 5 jaar;4;2058;746176;382359;363817
448;0 tot 5 jaar;4;2059;742318;380365;361953
449;0 tot 5 jaar;4;2060;740849;379617;361231
450;0 tot 5 jaar;5;2011;924503;473174;451330
451;0 tot 5 jaar;5;2012;926070;473845;452218
452;0 tot 5 jaar;5;2013;931446;476890;454550
453;0 tot 5 jaar;5;2014;932455;477166;455289
454;0 tot 5 jaar;5;2015;934724;478400;456338
455;0 tot 5 jaar;5;2016;940366;481304;459065
456;0 tot 5 jaar;5;2017;946408;484382;462038
457;0 tot 5 jaar;5;2018;953946;488232;465726
458;0 tot 5 jaar;5;2019;962503;492665;469838
459;0 tot 5 jaar;5;2020;971883;497511;474372
460;0 tot 5 jaar;5;2021;982829;503145;479683
461;0 tot 5 jaar;5;2022;991441;507555;483869
462;0 tot 5 jaar;5;2023;1002124;513109;489016
463;0 tot 5 jaar;5;2024;1012589;518480;494110
464;0 tot 5 jaar;5;2025;1021625;523140;498452
465;0 tot 5 jaar;5;2026;1029699;527308;502379
466;0 tot 5 jaar;5;2027;1034542;529756;504782
467;0 tot 5 jaar;5;2028;1040830;533004;507826
468;0 tot 5 jaar;5;2029;1044990;535180;509810
469;0 tot 5 jaar;5;2030;1050981;538227;512754
470;0 tot 5 jaar;5;2031;1056540;541170;515369
471;0 tot 5 jaar;5;2032;1059949;542946;517087
472;0 tot 5 jaar;5;2033;1062662;544264;518397
473;0 tot 5 jaar;5;2034;1063475;544766;518705
474;0 tot 5 jaar;5;2035;1063537;544771;518768
