ID;Geslacht;Herkomstgroepering;Generatie;Onderwijssoort;Woongemeente;Perioden;PercentageGeslaagdeExamenkandidaten_1
2128;Totaal mannen en vrouwen;0;0;Vwo;Leeuwarden;2002/'03;94.0
2129;Totaal mannen en vrouwen;0;0;Vwo;Leeuwarden;2003/'04;95.0
2130;Totaal mannen en vrouwen;0;0;Vwo;Leeuwarden;2004/'05;95.0
2131;Totaal mannen en vrouwen;0;0;Vwo;Leeuwarden;2005/'06;92.0
2132;Totaal mannen en vrouwen;0;0;Vwo;Leeuwarden;2006/'07*;86.0
2133;Totaal mannen en vrouwen;0;0;Vwo;Leiden;1998/'99;90.0
2134;Totaal mannen en vrouwen;0;0;Vwo;Leiden;1999/'00;87.0
2135;Totaal mannen en vrouwen;0;0;Vwo;Leiden;2000/'01;95.0
2136;Totaal mannen en vrouwen;0;0;Vwo;Leiden;2001/'02;94.0
2137;Totaal mannen en vrouwen;0;0;Vwo;Leiden;2002/'03;93.0
2138;Totaal mannen en vrouwen;0;0;Vwo;Leiden;2003/'04;96.0
2139;Totaal mannen en vrouwen;0;0;Vwo;Leiden;2004/'05;96.0
2140;Totaal mannen en vrouwen;0;0;Vwo;Leiden;2005/'06;93.0
2141;Totaal mannen en vrouwen;0;0;Vwo;Leiden;2006/'07*;92.0
2142;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;1998/'99;
2143;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;1999/'00;
2144;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;2000/'01;
2145;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;2001/'02;95.0
2146;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;2002/'03;93.0
2147;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;2003/'04;96.0
2148;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;2004/'05;93.0
2149;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;2005/'06;93.0
2150;Totaal mannen en vrouwen;0;0;Vwo;Leidschendam-Voorburg;2006/'07*;92.0
2151;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;1998/'99;83.0
2152;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;1999/'00;76.0
2153;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;2000/'01;83.0
2154;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;2001/'02;95.0
2155;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;2002/'03;91.0
2156;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;2003/'04;95.0
2157;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;2004/'05;95.0
2158;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;2005/'06;99.0
2159;Totaal mannen en vrouwen;0;0;Vwo;Lelystad;2006/'07*;95.0
2160;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;1998/'99;95.0
2161;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;1999/'00;92.0
2162;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;2000/'01;90.0
2163;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;2001/'02;95.0
2164;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;2002/'03;96.0
2165;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;2003/'04;97.0
2166;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;2004/'05;95.0
2167;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;2005/'06;94.0
2168;Totaal mannen en vrouwen;0;0;Vwo;Maastricht;2006/'07*;96.0
2169;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;1998/'99;91.0
2170;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;1999/'00;90.0
2171;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;2000/'01;91.0
2172;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;2001/'02;94.0
2173;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;2002/'03;89.0
2174;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;2003/'04;94.0
2175;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;2004/'05;92.0
2176;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;2005/'06;86.0
2177;Totaal mannen en vrouwen;0;0;Vwo;Nieuwegein;2006/'07*;86.0
2178;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;1998/'99;87.0
2179;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;1999/'00;90.0
2180;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;2000/'01;92.0
2181;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;2001/'02;95.0
2182;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;2002/'03;92.0
2183;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;2003/'04;94.0
2184;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;2004/'05;94.0
2185;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;2005/'06;95.0
2186;Totaal mannen en vrouwen;0;0;Vwo;Nijmegen;2006/'07*;94.0
2187;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;1998/'99;90.0
2188;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;1999/'00;89.0
2189;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;2000/'01;93.0
2190;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;2001/'02;91.0
2191;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;2002/'03;93.0
2192;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;2003/'04;95.0
2193;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;2004/'05;98.0
2194;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;2005/'06;88.0
2195;Totaal mannen en vrouwen;0;0;Vwo;Oosterhout;2006/'07*;92.0
2196;Totaal mannen en vrouwen;0;0;Vwo;Oss;1998/'99;91.0
2197;Totaal mannen en vrouwen;0;0;Vwo;Oss;1999/'00;94.0
2198;Totaal mannen en vrouwen;0;0;Vwo;Oss;2000/'01;95.0
2199;Totaal mannen en vrouwen;0;0;Vwo;Oss;2001/'02;94.0
2200;Totaal mannen en vrouwen;0;0;Vwo;Oss;2002/'03;89.0
2201;Totaal mannen en vrouwen;0;0;Vwo;Oss;2003/'04;94.0
2202;Totaal mannen en vrouwen;0;0;Vwo;Oss;2004/'05;92.0
2203;Totaal mannen en vrouwen;0;0;Vwo;Oss;2005/'06;89.0
2204;Totaal mannen en vrouwen;0;0;Vwo;Oss;2006/'07*;76.0
2205;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;1998/'99;88.0
2206;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;1999/'00;95.0
2207;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;2000/'01;88.0
2208;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;2001/'02;88.0
2209;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;2002/'03;86.0
2210;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;2003/'04;93.0
2211;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;2004/'05;92.0
2212;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;2005/'06;96.0
2213;Totaal mannen en vrouwen;0;0;Vwo;Purmerend;2006/'07*;93.0
2214;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;1998/'99;93.0
2215;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;1999/'00;90.0
2216;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;2000/'01;98.0
2217;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;2001/'02;95.0
2218;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;2002/'03;94.0
2219;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;2003/'04;97.0
2220;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;2004/'05;95.0
2221;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;2005/'06;95.0
2222;Totaal mannen en vrouwen;0;0;Vwo;Roosendaal;2006/'07*;98.0
2223;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;1998/'99;81.0
2224;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;1999/'00;78.0
2225;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;2000/'01;83.0
2226;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;2001/'02;89.0
2227;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;2002/'03;90.0
2228;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;2003/'04;87.0
2229;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;2004/'05;87.0
2230;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;2005/'06;86.0
2231;Totaal mannen en vrouwen;0;0;Vwo;Rotterdam;2006/'07*;87.0
2232;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;1998/'99;81.0
2233;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;1999/'00;81.0
2234;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;2000/'01;87.0
2235;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;2001/'02;91.0
2236;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;2002/'03;95.0
2237;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;2003/'04;84.0
2238;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;2004/'05;94.0
2239;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;2005/'06;92.0
2240;Totaal mannen en vrouwen;0;0;Vwo;Schiedam;2006/'07*;85.0
2241;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;1998/'99;
2242;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;1999/'00;
2243;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;2000/'01;
2244;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;2001/'02;96.0
2245;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;2002/'03;93.0
2246;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;2003/'04;98.0
2247;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;2004/'05;94.0
2248;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;2005/'06;95.0
2249;Totaal mannen en vrouwen;0;0;Vwo;Sittard-Geleen;2006/'07*;94.0
2250;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;1998/'99;88.0
2251;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;1999/'00;86.0
2252;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;2000/'01;86.0
2253;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;2001/'02;90.0
2254;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;2002/'03;91.0
2255;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;2003/'04;94.0
2256;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;2004/'05;95.0
2257;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;2005/'06;92.0
2258;Totaal mannen en vrouwen;0;0;Vwo;Smallingerland;2006/'07*;93.0
2259;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;1998/'99;94.0
2260;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;1999/'00;87.0
2261;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;2000/'01;94.0
2262;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;2001/'02;92.0
2263;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;2002/'03;88.0
2264;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;2003/'04;96.0
2265;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;2004/'05;95.0
2266;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;2005/'06;93.0
2267;Totaal mannen en vrouwen;0;0;Vwo;Spijkenisse;2006/'07*;96.0
2268;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;1998/'99;87.0
2269;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;1999/'00;97.0
2270;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;2000/'01;91.0
2271;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;2001/'02;98.0
2272;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;2002/'03;98.0
2273;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;2003/'04;97.0
2274;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;2004/'05;
2275;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;2005/'06;99.0
2276;Totaal mannen en vrouwen;0;0;Vwo;Terneuzen;2006/'07*;100.0
2277;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;1998/'99;92.0
2278;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;1999/'00;89.0
2279;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;2000/'01;93.0
2280;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;2001/'02;91.0
2281;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;2002/'03;93.0
2282;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;2003/'04;96.0
2283;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;2004/'05;96.0
2284;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;2005/'06;92.0
2285;Totaal mannen en vrouwen;0;0;Vwo;Tilburg;2006/'07*;91.0
2286;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);1998/'99;84.0
2287;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);1999/'00;83.0
2288;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);2000/'01;92.0
2289;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);2001/'02;89.0
2290;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);2002/'03;92.0
2291;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);2003/'04;91.0
2292;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);2004/'05;93.0
2293;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);2005/'06;91.0
2294;Totaal mannen en vrouwen;0;0;Vwo;Utrecht (gemeente);2006/'07*;92.0
2295;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;1998/'99;86.0
2296;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;1999/'00;87.0
2297;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;2000/'01;91.0
2298;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;2001/'02;95.0
2299;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;2002/'03;97.0
2300;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;2003/'04;96.0
2301;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;2004/'05;91.0
2302;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;2005/'06;87.0
2303;Totaal mannen en vrouwen;0;0;Vwo;Veenendaal;2006/'07*;92.0
2304;Totaal mannen en vrouwen;0;0;Vwo;Velsen;1998/'99;87.0
2305;Totaal mannen en vrouwen;0;0;Vwo;Velsen;1999/'00;90.0
2306;Totaal mannen en vrouwen;0;0;Vwo;Velsen;2000/'01;86.0
2307;Totaal mannen en vrouwen;0;0;Vwo;Velsen;2001/'02;96.0
2308;Totaal mannen en vrouwen;0;0;Vwo;Velsen;2002/'03;84.0
2309;Totaal mannen en vrouwen;0;0;Vwo;Velsen;2003/'04;96.0
2310;Totaal mannen en vrouwen;0;0;Vwo;Velsen;2004/'05;91.0
2311;Totaal mannen en vrouwen;0;0;Vwo;Velsen;2005/'06;90.0
2312;Totaal mannen en vrouwen;0;0;Vwo;Velsen;2006/'07*;95.0
2313;Totaal mannen en vrouwen;0;0;Vwo;Venlo;1998/'99;92.0
2314;Totaal mannen en vrouwen;0;0;Vwo;Venlo;1999/'00;79.0
2315;Totaal mannen en vrouwen;0;0;Vwo;Venlo;2000/'01;90.0
2316;Totaal mannen en vrouwen;0;0;Vwo;Venlo;2001/'02;93.0
2317;Totaal mannen en vrouwen;0;0;Vwo;Venlo;2002/'03;99.0
2318;Totaal mannen en vrouwen;0;0;Vwo;Venlo;2003/'04;96.0
2319;Totaal mannen en vrouwen;0;0;Vwo;Venlo;2004/'05;95.0
2320;Totaal mannen en vrouwen;0;0;Vwo;Venlo;2005/'06;91.0
2321;Totaal mannen en vrouwen;0;0;Vwo;Venlo;2006/'07*;93.0
2322;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;1998/'99;86.0
2323;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;1999/'00;82.0
2324;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;2000/'01;89.0
2325;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;2001/'02;90.0
2326;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;2002/'03;95.0
2327;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;2003/'04;78.0
2328;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;2004/'05;92.0
2329;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;2005/'06;89.0
2330;Totaal mannen en vrouwen;0;0;Vwo;Vlaardingen;2006/'07*;94.0
2331;Totaal mannen en vrouwen;0;0;Vwo;Westland;1998/'99;
2332;Totaal mannen en vrouwen;0;0;Vwo;Westland;1999/'00;
2333;Totaal mannen en vrouwen;0;0;Vwo;Westland;2000/'01;
2334;Totaal mannen en vrouwen;0;0;Vwo;Westland;2001/'02;
2335;Totaal mannen en vrouwen;0;0;Vwo;Westland;2002/'03;
2336;Totaal mannen en vrouwen;0;0;Vwo;Westland;2003/'04;
2337;Totaal mannen en vrouwen;0;0;Vwo;Westland;2004/'05;95.0
2338;Totaal mannen en vrouwen;0;0;Vwo;Westland;2005/'06;94.0
2339;Totaal mannen en vrouwen;0;0;Vwo;Westland;2006/'07*;95.0
2340;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;1998/'99;91.0
2341;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;1999/'00;88.0
2342;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;2000/'01;90.0
2343;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;2001/'02;90.0
2344;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;2002/'03;90.0
2345;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;2003/'04;94.0
2346;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;2004/'05;95.0
2347;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;2005/'06;90.0
2348;Totaal mannen en vrouwen;0;0;Vwo;Zaanstad;2006/'07*;91.0
2349;Totaal mannen en vrouwen;0;0;Vwo;Zeist;1998/'99;88.0
2350;Totaal mannen en vrouwen;0;0;Vwo;Zeist;1999/'00;88.0
2351;Totaal mannen en vrouwen;0;0;Vwo;Zeist;2000/'01;91.0
2352;Totaal mannen en vrouwen;0;0;Vwo;Zeist;2001/'02;90.0
2353;Totaal mannen en vrouwen;0;0;Vwo;Zeist;2002/'03;96.0
2354;Totaal mannen en vrouwen;0;0;Vwo;Zeist;2003/'04;94.0
2355;Totaal mannen en vrouwen;0;0;Vwo;Zeist;2004/'05;96.0
2356;Totaal mannen en vrouwen;0;0;Vwo;Zeist;2005/'06;95.0
2357;Totaal mannen en vrouwen;0;0;Vwo;Zeist;2006/'07*;98.0
2358;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;1998/'99;91.0
2359;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;1999/'00;87.0
2360;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;2000/'01;95.0
2361;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;2001/'02;92.0
2362;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;2002/'03;92.0
2363;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;2003/'04;93.0
2364;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;2004/'05;84.0
2365;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;2005/'06;86.0
2366;Totaal mannen en vrouwen;0;0;Vwo;Zoetermeer;2006/'07*;89.0
2367;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;1998/'99;85.0
2368;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;1999/'00;87.0
2369;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;2000/'01;94.0
2370;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;2001/'02;92.0
2371;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;2002/'03;90.0
2372;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;2003/'04;89.0
2373;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;2004/'05;92.0
2374;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;2005/'06;93.0
2375;Totaal mannen en vrouwen;0;0;Vwo;Zwolle;2006/'07*;90.0
2376;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;1998/'99;88.0
2377;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;1999/'00;89.0
2378;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;2000/'01;91.0
2379;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;2001/'02;92.0
2380;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;2002/'03;87.0
2381;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;2003/'04;88.0
2382;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;2004/'05;89.0
2383;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;2005/'06;91.0
2384;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Nederland;2006/'07*;91.0
2385;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;1998/'99;
2386;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;1999/'00;
2387;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;2000/'01;
2388;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;2001/'02;
2389;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;2002/'03;
2390;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;2003/'04;
2391;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;2004/'05;
2392;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;2005/'06;
2393;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alkmaar;2006/'07*;
2394;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;1998/'99;
2395;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;1999/'00;
2396;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2000/'01;
2397;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2001/'02;
2398;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2002/'03;
2399;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2003/'04;
2400;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2004/'05;
2401;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2005/'06;
2402;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2006/'07*;
2403;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;1998/'99;95.0
2404;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;1999/'00;96.0
2405;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2000/'01;93.0
2406;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2001/'02;90.0
2407;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2002/'03;90.0
2408;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2003/'04;92.0
2409;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2004/'05;92.0
2410;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2005/'06;99.0
2411;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2006/'07*;97.0
2412;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;1998/'99;
2413;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;1999/'00;
2414;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2000/'01;
2415;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2001/'02;
2416;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2002/'03;
2417;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2003/'04;
2418;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2004/'05;
2419;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2005/'06;
2420;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2006/'07*;
2421;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;1998/'99;
2422;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;1999/'00;
2423;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2000/'01;
2424;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2001/'02;
2425;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2002/'03;
2426;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2003/'04;
2427;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2004/'05;
2428;Totaal mannen en vrouwen;0;2;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2005/'06;
