ID;Diensten;Landen;Perioden;InvoerVanDiensten_1;UitvoerVanDiensten_2;SaldoDiensten_3
0;S Totaal Diensten;Totaal landen;2014 1e kwartaal;32575.0;34698.0;2123.0
1;S Totaal Diensten;Totaal landen;2014 2e kwartaal;35222.0;36875.0;1653.0
2;S Totaal Diensten;Totaal landen;2014 3e kwartaal;37151.0;39641.0;2491.0
3;S Totaal Diensten;Totaal landen;2014 4e kwartaal;40344.0;44096.0;3752.0
4;S Totaal Diensten;Totaal landen;2014;145292.0;155310.0;10018.0
5;S Totaal Diensten;Totaal landen;2015 1e kwartaal;35147.0;45812.0;10665.0
6;S Totaal Diensten;Totaal landen;2015 2e kwartaal;71965.0;43927.0;-28038.0
7;S Totaal Diensten;Totaal landen;2015 3e kwartaal;41350.0;42403.0;1053.0
8;S Totaal Diensten;Totaal landen;2015 4e kwartaal;43912.0;46190.0;2278.0
9;S Totaal Diensten;Totaal landen;2015;192373.0;178332.0;-14041.0
10;S Totaal Diensten;Totaal landen;2016 1e kwartaal;38840.0;41136.0;2295.0
11;S Totaal Diensten;Totaal landen;2016 2e kwartaal;40480.0;41428.0;948.0
12;S Totaal Diensten;Totaal landen;2016 3e kwartaal;43394.0;42851.0;-543.0
13;S Totaal Diensten;Totaal landen;2016 4e kwartaal;43113.0;47088.0;3975.0
14;S Totaal Diensten;Totaal landen;2016;165827.0;172502.0;6675.0
15;S Totaal Diensten;Totaal landen;2017 1e kwartaal;44641.0;45525.0;884.0
16;S Totaal Diensten;Totaal landen;2017 2e kwartaal;46674.0;49089.0;2415.0
17;S Totaal Diensten;Totaal landen;2017 3e kwartaal;49883.0;48002.0;-1880.0
18;S Totaal Diensten;Totaal landen;2017 4e kwartaal;50464.0;52771.0;2308.0
19;S Totaal Diensten;Totaal landen;2017;191660.0;195388.0;3728.0
20;S Totaal Diensten;Totaal landen;2018 1e kwartaal;49580.0;48874.0;-706.0
21;S Totaal Diensten;Totaal landen;2018 2e kwartaal;53852.0;54747.0;896.0
22;S Totaal Diensten;Totaal landen;2018 3e kwartaal;58053.0;56289.0;-1764.0
23;S Totaal Diensten;Totaal landen;2018 4e kwartaal;58247.0;60402.0;2154.0
24;S Totaal Diensten;Totaal landen;2018;219731.0;220311.0;580.0
25;S Totaal Diensten;Totaal landen;2019 1e kwartaal;53081.0;56509.0;3429.0
26;S Totaal Diensten;Totaal landen;2019 2e kwartaal;57794.0;60114.0;2320.0
27;S Totaal Diensten;Totaal landen;2019 3e kwartaal;61550.0;62529.0;979.0
28;S Totaal Diensten;Totaal landen;2019 4e kwartaal;64836.0;67332.0;2496.0
29;S Totaal Diensten;Totaal landen;2019;237261.0;246484.0;9223.0
30;S Totaal Diensten;Totaal landen;2020 1e kwartaal;55621.0;57710.0;2090.0
31;S Totaal Diensten;Totaal landen;2020 2e kwartaal;48252.0;53240.0;4988.0
32;S Totaal Diensten;Totaal landen;2020 3e kwartaal;51710.0;56110.0;4400.0
33;S Totaal Diensten;Totaal landen;2020 4e kwartaal;54555.0;59475.0;4920.0
34;S Totaal Diensten;Totaal landen;2020;210138.0;226535.0;16397.0
35;S Totaal Diensten;Algerije;2014 1e kwartaal;13.0;17.0;5.0
36;S Totaal Diensten;Algerije;2014 2e kwartaal;17.0;19.0;2.0
37;S Totaal Diensten;Algerije;2014 3e kwartaal;16.0;16.0;0.0
38;S Totaal Diensten;Algerije;2014 4e kwartaal;19.0;21.0;2.0
39;S Totaal Diensten;Algerije;2014;65.0;73.0;8.0
40;S Totaal Diensten;Algerije;2015 1e kwartaal;16.0;30.0;14.0
41;S Totaal Diensten;Algerije;2015 2e kwartaal;16.0;29.0;13.0
42;S Totaal Diensten;Algerije;2015 3e kwartaal;15.0;21.0;6.0
43;S Totaal Diensten;Algerije;2015 4e kwartaal;15.0;23.0;9.0
44;S Totaal Diensten;Algerije;2015;62.0;104.0;41.0
45;S Totaal Diensten;Algerije;2016 1e kwartaal;15.0;18.0;3.0
46;S Totaal Diensten;Algerije;2016 2e kwartaal;14.0;15.0;1.0
47;S Totaal Diensten;Algerije;2016 3e kwartaal;12.0;13.0;1.0
48;S Totaal Diensten;Algerije;2016 4e kwartaal;13.0;16.0;3.0
49;S Totaal Diensten;Algerije;2016;55.0;63.0;8.0
50;S Totaal Diensten;Algerije;2017 1e kwartaal;11.0;16.0;5.0
51;S Totaal Diensten;Algerije;2017 2e kwartaal;10.0;13.0;3.0
52;S Totaal Diensten;Algerije;2017 3e kwartaal;9.0;12.0;3.0
53;S Totaal Diensten;Algerije;2017 4e kwartaal;7.0;12.0;5.0
54;S Totaal Diensten;Algerije;2017;38.0;53.0;15.0
55;S Totaal Diensten;Algerije;2018 1e kwartaal;7.0;9.0;2.0
56;S Totaal Diensten;Algerije;2018 2e kwartaal;7.0;8.0;1.0
57;S Totaal Diensten;Algerije;2018 3e kwartaal;6.0;8.0;2.0
58;S Totaal Diensten;Algerije;2018 4e kwartaal;4.0;12.0;8.0
59;S Totaal Diensten;Algerije;2018;24.0;36.0;12.0
60;S Totaal Diensten;Algerije;2019 1e kwartaal;6.0;8.0;2.0
61;S Totaal Diensten;Algerije;2019 2e kwartaal;5.0;7.0;2.0
62;S Totaal Diensten;Algerije;2019 3e kwartaal;4.0;8.0;4.0
63;S Totaal Diensten;Algerije;2019 4e kwartaal;6.0;10.0;4.0
64;S Totaal Diensten;Algerije;2019;20.0;34.0;14.0
65;S Totaal Diensten;Algerije;2020 1e kwartaal;7.0;8.0;1.0
66;S Totaal Diensten;Algerije;2020 2e kwartaal;4.0;6.0;2.0
67;S Totaal Diensten;Algerije;2020 3e kwartaal;2.0;5.0;3.0
68;S Totaal Diensten;Algerije;2020 4e kwartaal;3.0;6.0;4.0
69;S Totaal Diensten;Algerije;2020;16.0;26.0;10.0
70;S Totaal Diensten;Andere internationale organisaties;2014 1e kwartaal;;;
71;S Totaal Diensten;Andere internationale organisaties;2014 2e kwartaal;;;
72;S Totaal Diensten;Andere internationale organisaties;2014 3e kwartaal;;;
73;S Totaal Diensten;Andere internationale organisaties;2014 4e kwartaal;;;
74;S Totaal Diensten;Andere internationale organisaties;2014;;;
75;S Totaal Diensten;Andere internationale organisaties;2015 1e kwartaal;;;
76;S Totaal Diensten;Andere internationale organisaties;2015 2e kwartaal;;;
77;S Totaal Diensten;Andere internationale organisaties;2015 3e kwartaal;;;
78;S Totaal Diensten;Andere internationale organisaties;2015 4e kwartaal;;;
79;S Totaal Diensten;Andere internationale organisaties;2015;;;
80;S Totaal Diensten;Andere internationale organisaties;2016 1e kwartaal;;;
81;S Totaal Diensten;Andere internationale organisaties;2016 2e kwartaal;;;
