ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;Paar_4;Eenouderhuishouden_5;OverigHuishouden_6
8657;50 jaar;Totaal burgerlijke staat;2030;119859;32095;87764;70712;16741;311
8658;50 jaar;Totaal burgerlijke staat;2031;123396;33154;90242;72701;17220;321
8659;50 jaar;Totaal burgerlijke staat;2032;121401;32576;88825;71542;16968;315
8660;50 jaar;Totaal burgerlijke staat;2033;118564;31611;86953;70155;16492;306
8661;50 jaar;Totaal burgerlijke staat;2034;117932;31281;86651;69926;16422;303
8662;50 jaar;Totaal burgerlijke staat;2035;120713;31866;88847;71669;16868;310
8663;50 jaar;Totaal burgerlijke staat;2036;122360;32249;90111;72556;17241;314
8664;50 jaar;Totaal burgerlijke staat;2037;125250;32987;92263;74132;17808;323
8665;50 jaar;Totaal burgerlijke staat;2038;126628;33181;93447;75211;17911;325
8666;50 jaar;Totaal burgerlijke staat;2039;126138;32858;93280;75038;17919;323
8667;50 jaar;Totaal burgerlijke staat;2040;127327;33128;94199;75757;18116;326
8668;50 jaar;Totaal burgerlijke staat;2041;132051;34579;97472;78494;18639;339
8669;50 jaar;Totaal burgerlijke staat;2042;132162;34629;97533;78510;18684;339
8670;50 jaar;Totaal burgerlijke staat;2043;131302;34288;97014;78173;18505;336
8671;50 jaar;Totaal burgerlijke staat;2044;130559;34042;96517;77735;18449;333
8672;50 jaar;Totaal burgerlijke staat;2045;131106;34171;96935;78094;18506;335
8673;50 jaar;Totaal burgerlijke staat;2046;128623;33378;95245;76750;18167;328
8674;50 jaar;Totaal burgerlijke staat;2047;128889;33401;95488;77080;18080;328
8675;50 jaar;Totaal burgerlijke staat;2048;129413;33623;95790;77167;18294;329
8676;50 jaar;Totaal burgerlijke staat;2049;133091;34784;98307;79241;18725;341
8677;50 jaar;Totaal burgerlijke staat;2050;134151;35170;98981;79807;18830;344
8678;50 jaar;Totaal burgerlijke staat;2051;136414;35977;100437;80870;19215;352
8679;50 jaar;Totaal burgerlijke staat;2052;134967;35587;99380;80067;18966;347
8680;50 jaar;Totaal burgerlijke staat;2053;134176;35394;98782;79613;18823;346
8681;50 jaar;Totaal burgerlijke staat;2054;133735;35319;98416;79317;18754;345
8682;50 jaar;Totaal burgerlijke staat;2055;130109;34231;95878;77239;18305;334
8683;50 jaar;Totaal burgerlijke staat;2056;127273;33335;93938;75747;17865;326
8684;50 jaar;Totaal burgerlijke staat;2057;126331;33033;93298;75283;17692;323
8685;50 jaar;Totaal burgerlijke staat;2058;124306;32438;91868;74050;17501;317
8686;50 jaar;Totaal burgerlijke staat;2059;126370;33064;93306;75297;17685;324
8687;50 jaar;Totaal burgerlijke staat;2060;126140;33038;93102;75076;17703;323
8688;50 jaar;Ongehuwd;2013;33754;20850;12904;9548;3062;294
8689;50 jaar;Ongehuwd;2014;36085;22021;14064;10455;3303;306
8690;50 jaar;Ongehuwd;2015;38489;22849;15640;11577;3751;312
8691;50 jaar;Ongehuwd;2016;39285;22941;16344;12118;3927;299
8692;50 jaar;Ongehuwd;2017;40629;23158;17471;13070;4102;299
8693;50 jaar;Ongehuwd;2018;42551;23622;18929;14123;4505;301
8694;50 jaar;Ongehuwd;2019;44887;24219;20668;15407;4956;305
8695;50 jaar;Ongehuwd;2020;49466;26207;23259;17345;5589;325
8696;50 jaar;Ongehuwd;2021;50394;26327;24067;17891;5853;323
8697;50 jaar;Ongehuwd;2022;50096;25778;24318;17994;6010;314
8698;50 jaar;Ongehuwd;2023;49421;25178;24243;17899;6042;302
8699;50 jaar;Ongehuwd;2024;46961;23772;23189;17157;5748;284
8700;50 jaar;Ongehuwd;2025;46535;23494;23041;17132;5632;277
8701;50 jaar;Ongehuwd;2026;45887;23001;22886;16997;5621;268
8702;50 jaar;Ongehuwd;2027;46721;23180;23541;17553;5719;269
8703;50 jaar;Ongehuwd;2028;46337;22884;23453;17448;5740;265
8704;50 jaar;Ongehuwd;2029;47194;23289;23905;17686;5951;268
8705;50 jaar;Ongehuwd;2030;47104;23196;23908;17672;5969;267
8706;50 jaar;Ongehuwd;2031;48865;24026;24839;18283;6280;276
8707;50 jaar;Ongehuwd;2032;48511;23690;24821;18318;6232;271
8708;50 jaar;Ongehuwd;2033;47589;23067;24522;18121;6136;265
8709;50 jaar;Ongehuwd;2034;47390;22850;24540;18099;6179;262
8710;50 jaar;Ongehuwd;2035;48363;23211;25152;18421;6464;267
8711;50 jaar;Ongehuwd;2036;49219;23550;25669;18692;6706;271
8712;50 jaar;Ongehuwd;2037;50614;24129;26485;19113;7094;278
8713;50 jaar;Ongehuwd;2038;50933;24233;26700;19237;7183;280
8714;50 jaar;Ongehuwd;2039;50412;23946;26466;19043;7145;278
8715;50 jaar;Ongehuwd;2040;50621;24075;26546;19075;7191;280
8716;50 jaar;Ongehuwd;2041;52270;25019;27251;19586;7374;291
8717;50 jaar;Ongehuwd;2042;52249;25054;27195;19514;7390;291
8718;50 jaar;Ongehuwd;2043;51736;24784;26952;19391;7272;289
8719;50 jaar;Ongehuwd;2044;51388;24602;26786;19283;7217;286
8720;50 jaar;Ongehuwd;2045;51561;24682;26879;19371;7220;288
8721;50 jaar;Ongehuwd;2046;50653;24176;26477;19119;7077;281
8722;50 jaar;Ongehuwd;2047;50751;24201;26550;19232;7036;282
8723;50 jaar;Ongehuwd;2048;51083;24386;26697;19280;7134;283
8724;50 jaar;Ongehuwd;2049;52521;25178;27343;19744;7307;292
8725;50 jaar;Ongehuwd;2050;52969;25460;27509;19863;7351;295
8726;50 jaar;Ongehuwd;2051;53902;26006;27896;20083;7512;301
8727;50 jaar;Ongehuwd;2052;53355;25747;27608;19897;7414;297
8728;50 jaar;Ongehuwd;2053;53044;25607;27437;19783;7358;296
8729;50 jaar;Ongehuwd;2054;52863;25540;27323;19696;7332;295
8730;50 jaar;Ongehuwd;2055;51475;24802;26673;19229;7157;287
8731;50 jaar;Ongehuwd;2056;50338;24183;26155;18896;6979;280
8732;50 jaar;Ongehuwd;2057;49931;23963;25968;18782;6909;277
8733;50 jaar;Ongehuwd;2058;49167;23563;25604;18493;6839;272
8734;50 jaar;Ongehuwd;2059;49882;23961;25921;18735;6908;278
8735;50 jaar;Ongehuwd;2060;49790;23939;25851;18654;6920;277
8736;50 jaar;Wettig gehuwd plus partnerschap;2013;84119;1793;82326;81049;1260;17
8737;50 jaar;Wettig gehuwd plus partnerschap;2014;84061;1643;82418;81158;1245;15
8738;50 jaar;Wettig gehuwd plus partnerschap;2015;83508;1618;81890;80623;1253;14
8739;50 jaar;Wettig gehuwd plus partnerschap;2016;80550;1478;79072;77867;1191;14
8740;50 jaar;Wettig gehuwd plus partnerschap;2017;77599;1378;76221;75075;1133;13
8741;50 jaar;Wettig gehuwd plus partnerschap;2018;75335;1293;74042;72926;1104;12
8742;50 jaar;Wettig gehuwd plus partnerschap;2019;74289;1242;73047;71939;1096;12
8743;50 jaar;Wettig gehuwd plus partnerschap;2020;75655;1246;74409;73278;1120;11
8744;50 jaar;Wettig gehuwd plus partnerschap;2021;72208;1179;71029;69937;1082;10
8745;50 jaar;Wettig gehuwd plus partnerschap;2022;68170;1114;67056;66019;1027;10
8746;50 jaar;Wettig gehuwd plus partnerschap;2023;63400;1046;62354;61374;971;9
8747;50 jaar;Wettig gehuwd plus partnerschap;2024;58062;961;57101;56199;894;8
8748;50 jaar;Wettig gehuwd plus partnerschap;2025;55462;919;54543;53679;857;7
8749;50 jaar;Wettig gehuwd plus partnerschap;2026;52522;876;51646;50822;817;7
8750;50 jaar;Wettig gehuwd plus partnerschap;2027;51623;860;50763;49956;800;7
8751;50 jaar;Wettig gehuwd plus partnerschap;2028;50760;846;49914;49121;786;7
8752;50 jaar;Wettig gehuwd plus partnerschap;2029;51253;851;50402;49609;786;7
8753;50 jaar;Wettig gehuwd plus partnerschap;2030;51201;849;50352;49564;781;7
8754;50 jaar;Wettig gehuwd plus partnerschap;2031;52511;873;51638;50836;795;7
8755;50 jaar;Wettig gehuwd plus partnerschap;2032;51405;848;50557;49766;784;7
8756;50 jaar;Wettig gehuwd plus partnerschap;2033;50290;816;49474;48706;762;6
8757;50 jaar;Wettig gehuwd plus partnerschap;2034;50108;804;49304;48541;757;6
8758;50 jaar;Wettig gehuwd plus partnerschap;2035;51428;826;50602;49823;772;7
8759;50 jaar;Wettig gehuwd plus partnerschap;2036;52026;833;51193;50400;786;7
8760;50 jaar;Wettig gehuwd plus partnerschap;2037;53112;850;52262;51454;801;7
8761;50 jaar;Wettig gehuwd plus partnerschap;2038;53999;860;53139;52328;804;7
8762;50 jaar;Wettig gehuwd plus partnerschap;2039;54040;856;53184;52369;808;7
8763;50 jaar;Wettig gehuwd plus partnerschap;2040;54694;868;53826;52999;820;7
8764;50 jaar;Wettig gehuwd plus partnerschap;2041;56751;916;55835;54985;843;7
8765;50 jaar;Wettig gehuwd plus partnerschap;2042;56838;917;55921;55068;846;7
8766;50 jaar;Wettig gehuwd plus partnerschap;2043;56639;910;55729;54880;842;7
8767;50 jaar;Wettig gehuwd plus partnerschap;2044;56343;904;55439;54589;843;7
8768;50 jaar;Wettig gehuwd plus partnerschap;2045;56601;910;55691;54837;847;7
8769;50 jaar;Wettig gehuwd plus partnerschap;2046;55606;884;54722;53880;835;7
8770;50 jaar;Wettig gehuwd plus partnerschap;2047;55816;885;54931;54090;834;7
8771;50 jaar;Wettig gehuwd plus partnerschap;2048;55882;889;54993;54142;844;7
8772;50 jaar;Wettig gehuwd plus partnerschap;2049;57377;926;56451;55581;862;8
8773;50 jaar;Wettig gehuwd plus partnerschap;2050;57789;937;56852;55978;866;8
8774;50 jaar;Wettig gehuwd plus partnerschap;2051;58567;961;57606;56716;882;8
8775;50 jaar;Wettig gehuwd plus partnerschap;2052;57980;949;57031;56151;872;8
8776;50 jaar;Wettig gehuwd plus partnerschap;2053;57644;945;56699;55825;866;8
8777;50 jaar;Wettig gehuwd plus partnerschap;2054;57429;944;56485;55614;863;8
8778;50 jaar;Wettig gehuwd plus partnerschap;2055;55923;910;55013;54162;844;7
8779;50 jaar;Wettig gehuwd plus partnerschap;2056;54833;884;53949;53115;827;7
8780;50 jaar;Wettig gehuwd plus partnerschap;2057;54496;877;53619;52792;820;7
8781;50 jaar;Wettig gehuwd plus partnerschap;2058;53620;857;52763;51943;813;7
8782;50 jaar;Wettig gehuwd plus partnerschap;2059;54532;879;53653;52826;820;7
8783;50 jaar;Wettig gehuwd plus partnerschap;2060;54397;878;53519;52691;821;7
8784;50 jaar;Verweduwd;2013;2902;869;2033;148;1882;3
8785;50 jaar;Verweduwd;2014;2821;868;1953;137;1814;2
8786;50 jaar;Verweduwd;2015;2872;877;1995;146;1846;3
8787;50 jaar;Verweduwd;2016;2619;799;1820;126;1692;2
8788;50 jaar;Verweduwd;2017;2495;752;1743;126;1615;2
8789;50 jaar;Verweduwd;2018;2378;701;1677;123;1552;2
8790;50 jaar;Verweduwd;2019;2248;651;1597;113;1482;2
8791;50 jaar;Verweduwd;2020;2289;658;1631;121;1508;2
8792;50 jaar;Verweduwd;2021;2096;591;1505;107;1396;2
8793;50 jaar;Verweduwd;2022;1929;547;1382;99;1282;1
8794;50 jaar;Verweduwd;2023;1785;505;1280;91;1188;1
8795;50 jaar;Verweduwd;2024;1591;449;1142;79;1062;1
8796;50 jaar;Verweduwd;2025;1514;425;1089;74;1014;1
8797;50 jaar;Verweduwd;2026;1410;395;1015;66;948;1
8798;50 jaar;Verweduwd;2027;1331;372;959;63;895;1
8799;50 jaar;Verweduwd;2028;1268;357;911;61;849;1
8800;50 jaar;Verweduwd;2029;1266;359;907;59;847;1
8801;50 jaar;Verweduwd;2030;1229;351;878;58;819;1
8802;50 jaar;Verweduwd;2031;1229;353;876;59;816;1
8803;50 jaar;Verweduwd;2032;1192;341;851;57;793;1
8804;50 jaar;Verweduwd;2033;1134;322;812;52;759;1
8805;50 jaar;Verweduwd;2034;1109;313;796;51;744;1
8806;50 jaar;Verweduwd;2035;1117;318;799;52;746;1
8807;50 jaar;Verweduwd;2036;1117;316;801;52;748;1
8808;50 jaar;Verweduwd;2037;1125;318;807;54;752;1
8809;50 jaar;Verweduwd;2038;1111;314;797;54;742;1
8810;50 jaar;Verweduwd;2039;1099;308;791;52;738;1
8811;50 jaar;Verweduwd;2040;1103;310;793;52;740;1
8812;50 jaar;Verweduwd;2041;1135;327;808;56;751;1
8813;50 jaar;Verweduwd;2042;1122;322;800;55;744;1
8814;50 jaar;Verweduwd;2043;1103;316;787;54;732;1
8815;50 jaar;Verweduwd;2044;1086;310;776;52;723;1
8816;50 jaar;Verweduwd;2045;1077;307;770;51;718;1
8817;50 jaar;Verweduwd;2046;1042;293;749;48;700;1
8818;50 jaar;Verweduwd;2047;1029;289;740;48;691;1
8819;50 jaar;Verweduwd;2048;1024;287;737;46;690;1
8820;50 jaar;Verweduwd;2049;1043;298;745;49;695;1
8821;50 jaar;Verweduwd;2050;1039;298;741;49;691;1
8822;50 jaar;Verweduwd;2051;1053;306;747;50;696;1
8823;50 jaar;Verweduwd;2052;1029;299;730;48;681;1
8824;50 jaar;Verweduwd;2053;1009;293;716;47;668;1
8825;50 jaar;Verweduwd;2054;997;291;706;47;658;1
8826;50 jaar;Verweduwd;2055;960;277;683;43;639;1
8827;50 jaar;Verweduwd;2056;926;265;661;41;619;1
8828;50 jaar;Verweduwd;2057;909;260;649;40;608;1
8829;50 jaar;Verweduwd;2058;887;252;635;38;596;1
8830;50 jaar;Verweduwd;2059;893;256;637;40;596;1
8831;50 jaar;Verweduwd;2060;883;254;629;39;589;1
8832;50 jaar;Gescheiden;2013;32432;13740;18692;5712;12895;85
8833;50 jaar;Gescheiden;2014;33203;13780;19423;5911;13431;81
8834;50 jaar;Gescheiden;2015;33851;13911;19940;5936;13926;78
8835;50 jaar;Gescheiden;2016;33613;13717;19896;5857;13963;76
8836;50 jaar;Gescheiden;2017;32143;12949;19194;5525;13597;72
8837;50 jaar;Gescheiden;2018;31497;12485;19012;5387;13559;66
8838;50 jaar;Gescheiden;2019;31315;12211;19104;5328;13712;64
8839;50 jaar;Gescheiden;2020;31986;12360;19626;5379;14184;63
8840;50 jaar;Gescheiden;2021;30762;11770;18992;5194;13738;60
8841;50 jaar;Gescheiden;2022;28813;10944;17869;4821;12993;55
8842;50 jaar;Gescheiden;2023;26937;10203;16734;4482;12201;51
8843;50 jaar;Gescheiden;2024;24413;9230;15183;4072;11066;45
8844;50 jaar;Gescheiden;2025;22995;8671;14324;3804;10478;42
8845;50 jaar;Gescheiden;2026;21548;8107;13441;3571;9831;39
8846;50 jaar;Gescheiden;2027;20939;7891;13048;3489;9522;37
8847;50 jaar;Gescheiden;2028;20648;7780;12868;3424;9407;37
8848;50 jaar;Gescheiden;2029;20570;7779;12791;3450;9305;36
8849;50 jaar;Gescheiden;2030;20325;7699;12626;3418;9172;36
8850;50 jaar;Gescheiden;2031;20791;7902;12889;3523;9329;37
8851;50 jaar;Gescheiden;2032;20293;7697;12596;3401;9159;36
8852;50 jaar;Gescheiden;2033;19551;7406;12145;3276;8835;34
8853;50 jaar;Gescheiden;2034;19325;7314;12011;3235;8742;34
8854;50 jaar;Gescheiden;2035;19805;7511;12294;3373;8886;35
8855;50 jaar;Gescheiden;2036;19998;7550;12448;3412;9001;35
8856;50 jaar;Gescheiden;2037;20399;7690;12709;3511;9161;37
8857;50 jaar;Gescheiden;2038;20585;7774;12811;3592;9182;37
8858;50 jaar;Gescheiden;2039;20587;7748;12839;3574;9228;37
8859;50 jaar;Gescheiden;2040;20909;7875;13034;3631;9365;38
8860;50 jaar;Gescheiden;2041;21895;8317;13578;3867;9671;40
8861;50 jaar;Gescheiden;2042;21953;8336;13617;3873;9704;40
8862;50 jaar;Gescheiden;2043;21824;8278;13546;3848;9659;39
8863;50 jaar;Gescheiden;2044;21742;8226;13516;3811;9666;39
8864;50 jaar;Gescheiden;2045;21867;8272;13595;3835;9721;39
8865;50 jaar;Gescheiden;2046;21322;8025;13297;3703;9555;39
8866;50 jaar;Gescheiden;2047;21293;8026;13267;3710;9519;38
8867;50 jaar;Gescheiden;2048;21424;8061;13363;3699;9626;38
8868;50 jaar;Gescheiden;2049;22150;8382;13768;3867;9861;40
8869;50 jaar;Gescheiden;2050;22354;8475;13879;3917;9922;40
8870;50 jaar;Gescheiden;2051;22892;8704;14188;4021;10125;42
8871;50 jaar;Gescheiden;2052;22603;8592;14011;3971;9999;41
8872;50 jaar;Gescheiden;2053;22479;8549;13930;3958;9931;41
8873;50 jaar;Gescheiden;2054;22446;8544;13902;3960;9901;41
8874;50 jaar;Gescheiden;2055;21751;8242;13509;3805;9665;39
8875;50 jaar;Gescheiden;2056;21176;8003;13173;3695;9440;38
8876;50 jaar;Gescheiden;2057;20995;7933;13062;3669;9355;38
8877;50 jaar;Gescheiden;2058;20632;7766;12866;3576;9253;37
8878;50 jaar;Gescheiden;2059;21063;7968;13095;3696;9361;38
8879;50 jaar;Gescheiden;2060;21070;7967;13103;3692;9373;38
8880;51 jaar;Totaal burgerlijke staat;2013;151713;37552;114161;95700;18033;428
8881;51 jaar;Totaal burgerlijke staat;2014;153377;38416;114961;95822;18726;413
8882;51 jaar;Totaal burgerlijke staat;2015;156319;39468;116851;97082;19347;422
8883;51 jaar;Totaal burgerlijke staat;2016;158809;40376;118433;97778;20227;428
8884;51 jaar;Totaal burgerlijke staat;2017;156158;39975;116183;95497;20273;413
8885;51 jaar;Totaal burgerlijke staat;2018;153024;39238;113786;93352;20028;406
8886;51 jaar;Totaal burgerlijke staat;2019;151937;39103;112834;92120;20313;401
8887;51 jaar;Totaal burgerlijke staat;2020;152908;39329;113579;92340;20835;404
8888;51 jaar;Totaal burgerlijke staat;2021;159556;41510;118046;95654;21969;423
8889;51 jaar;Totaal burgerlijke staat;2022;155624;40864;114760;92691;21653;416
8890;51 jaar;Totaal burgerlijke staat;2023;149184;39340;109844;88530;20914;400
8891;51 jaar;Totaal burgerlijke staat;2024;141726;37836;103890;83482;20025;383
8892;51 jaar;Totaal burgerlijke staat;2025;131221;35235;95986;77191;18439;356
8893;51 jaar;Totaal burgerlijke staat;2026;126699;34296;92403;74393;17666;344
8894;51 jaar;Totaal burgerlijke staat;2027;121557;33129;88428;71183;16914;331
8895;51 jaar;Totaal burgerlijke staat;2028;120813;33049;87764;70788;16645;331
8896;51 jaar;Totaal burgerlijke staat;2029;119210;32610;86600;69785;16489;326
8897;51 jaar;Totaal burgerlijke staat;2030;120474;33021;87453;70524;16600;329
8898;51 jaar;Totaal burgerlijke staat;2031;120042;32827;87215;70430;16458;327
8899;51 jaar;Totaal burgerlijke staat;2032;123569;33900;89669;72405;16926;338
8900;51 jaar;Totaal burgerlijke staat;2033;121581;33318;88263;71247;16684;332
8901;51 jaar;Totaal burgerlijke staat;2034;118731;32332;86399;69862;16215;322
8902;51 jaar;Totaal burgerlijke staat;2035;118103;32005;86098;69632;16147;319
8903;51 jaar;Totaal burgerlijke staat;2036;120880;32601;88279;71366;16587;326
8904;51 jaar;Totaal burgerlijke staat;2037;122528;32990;89538;72249;16958;331
8905;51 jaar;Totaal burgerlijke staat;2038;125421;33749;91672;73819;17514;339
8906;51 jaar;Totaal burgerlijke staat;2039;126802;33950;92852;74897;17613;342
8907;51 jaar;Totaal burgerlijke staat;2040;126305;33627;92678;74724;17615;339
8908;51 jaar;Totaal burgerlijke staat;2041;127497;33908;93589;75440;17807;342
8909;51 jaar;Totaal burgerlijke staat;2042;132218;35368;96850;78171;18322;357
8910;51 jaar;Totaal burgerlijke staat;2043;132336;35423;96913;78190;18365;358
8911;51 jaar;Totaal burgerlijke staat;2044;131474;35076;96398;77853;18190;355
8912;51 jaar;Totaal burgerlijke staat;2045;130736;34834;95902;77419;18131;352
8913;51 jaar;Totaal burgerlijke staat;2046;131281;34964;96317;77777;18187;353
8914;51 jaar;Totaal burgerlijke staat;2047;128802;34163;94639;76440;17854;345
8915;51 jaar;Totaal burgerlijke staat;2048;129063;34182;94881;76769;17767;345
8916;51 jaar;Totaal burgerlijke staat;2049;129592;34413;95179;76858;17974;347
8917;51 jaar;Totaal burgerlijke staat;2050;133268;35581;97687;78930;18398;359
8918;51 jaar;Totaal burgerlijke staat;2051;134331;35970;98361;79497;18502;362
8919;51 jaar;Totaal burgerlijke staat;2052;136593;36785;99808;80561;18878;369
8920;51 jaar;Totaal burgerlijke staat;2053;135150;36384;98766;79765;18636;365
8921;51 jaar;Totaal burgerlijke staat;2054;134360;36186;98174;79317;18493;364
8922;51 jaar;Totaal burgerlijke staat;2055;133921;36106;97815;79026;18425;364
8923;51 jaar;Totaal burgerlijke staat;2056;130296;35004;95292;76956;17984;352
8924;51 jaar;Totaal burgerlijke staat;2057;127459;34096;93363;75471;17549;343
8925;51 jaar;Totaal burgerlijke staat;2058;126515;33787;92728;75009;17380;339
8926;51 jaar;Totaal burgerlijke staat;2059;124490;33188;91302;73780;17189;333
8927;51 jaar;Totaal burgerlijke staat;2060;126556;33818;92738;75027;17371;340
8928;51 jaar;Ongehuwd;2013;31987;20114;11873;8830;2723;320
8929;51 jaar;Ongehuwd;2014;33692;20972;12720;9454;2958;308
8930;51 jaar;Ongehuwd;2015;36002;22128;13874;10359;3194;321
8931;51 jaar;Ongehuwd;2016;38375;22964;15411;11469;3613;329
8932;51 jaar;Ongehuwd;2017;39152;23043;16109;11999;3793;317
8933;51 jaar;Ongehuwd;2018;40494;23270;17224;12929;3978;317
8934;51 jaar;Ongehuwd;2019;42408;23751;18657;13967;4371;319
8935;51 jaar;Ongehuwd;2020;44711;24359;20352;15218;4811;323
8936;51 jaar;Ongehuwd;2021;49254;26362;22892;17119;5429;344
8937;51 jaar;Ongehuwd;2022;50178;26479;23699;17668;5690;341
8938;51 jaar;Ongehuwd;2023;49857;25932;23925;17753;5841;331
8939;51 jaar;Ongehuwd;2024;49159;25325;23834;17645;5870;319
8940;51 jaar;Ongehuwd;2025;46698;23906;22792;16909;5584;299
8941;51 jaar;Ongehuwd;2026;46249;23617;22632;16871;5469;292
8942;51 jaar;Ongehuwd;2027;45583;23118;22465;16728;5454;283
8943;51 jaar;Ongehuwd;2028;46419;23308;23111;17274;5553;284
8944;51 jaar;Ongehuwd;2029;46046;23020;23026;17174;5572;280
8945;51 jaar;Ongehuwd;2030;46894;23431;23463;17402;5779;282
8946;51 jaar;Ongehuwd;2031;46800;23336;23464;17388;5795;281
8947;51 jaar;Ongehuwd;2032;48547;24172;24375;17986;6098;291
8948;51 jaar;Ongehuwd;2033;48204;23842;24362;18024;6052;286
8949;51 jaar;Ongehuwd;2034;47288;23222;24066;17827;5960;279
8950;51 jaar;Ongehuwd;2035;47089;23011;24078;17801;6001;276
8951;51 jaar;Ongehuwd;2036;48051;23379;24672;18113;6277;282
8952;51 jaar;Ongehuwd;2037;48903;23723;25180;18379;6515;286
8953;51 jaar;Ongehuwd;2038;50293;24315;25978;18793;6892;293
8954;51 jaar;Ongehuwd;2039;50614;24423;26191;18917;6978;296
8955;51 jaar;Ongehuwd;2040;50090;24133;25957;18725;6939;293
8956;51 jaar;Ongehuwd;2041;50297;24263;26034;18756;6983;295
8957;51 jaar;Ongehuwd;2042;51934;25204;26730;19263;7160;307
8958;51 jaar;Ongehuwd;2043;51917;25241;26676;19191;7177;308
8959;51 jaar;Ongehuwd;2044;51408;24969;26439;19071;7063;305
8960;51 jaar;Ongehuwd;2045;51065;24788;26277;18965;7009;303
8961;51 jaar;Ongehuwd;2046;51232;24867;26365;19050;7012;303
8962;51 jaar;Ongehuwd;2047;50336;24362;25974;18802;6875;297
8963;51 jaar;Ongehuwd;2048;50431;24385;26046;18914;6835;297
8964;51 jaar;Ongehuwd;2049;50763;24573;26190;18962;6929;299
8965;51 jaar;Ongehuwd;2050;52187;25363;26824;19418;7097;309
8966;51 jaar;Ongehuwd;2051;52629;25645;26984;19534;7139;311
8967;51 jaar;Ongehuwd;2052;53560;26191;27369;19756;7296;317
8968;51 jaar;Ongehuwd;2053;53017;25929;27088;19573;7201;314
8969;51 jaar;Ongehuwd;2054;52712;25788;26924;19464;7147;313
8970;51 jaar;Ongehuwd;2055;52533;25720;26813;19380;7121;312
8971;51 jaar;Ongehuwd;2056;51157;24981;26176;18922;6951;303
8972;51 jaar;Ongehuwd;2057;50033;24363;25670;18597;6778;295
8973;51 jaar;Ongehuwd;2058;49629;24141;25488;18485;6711;292
8974;51 jaar;Ongehuwd;2059;48875;23743;25132;18202;6643;287
8975;51 jaar;Ongehuwd;2060;49586;24141;25445;18442;6710;293
8976;51 jaar;Wettig gehuwd plus partnerschap;2013;84111;1816;82295;81098;1180;17
8977;51 jaar;Wettig gehuwd plus partnerschap;2014;83411;1730;81681;80485;1180;16
8978;51 jaar;Wettig gehuwd plus partnerschap;2015;83424;1591;81833;80657;1162;14
8979;51 jaar;Wettig gehuwd plus partnerschap;2016;82908;1536;81372;80197;1161;14
8980;51 jaar;Wettig gehuwd plus partnerschap;2017;80047;1422;78625;77493;1119;13
8981;51 jaar;Wettig gehuwd plus partnerschap;2018;77175;1335;75840;74746;1081;13
8982;51 jaar;Wettig gehuwd plus partnerschap;2019;74969;1264;73705;72633;1061;11
8983;51 jaar;Wettig gehuwd plus partnerschap;2020;73965;1220;72745;71676;1058;11
8984;51 jaar;Wettig gehuwd plus partnerschap;2021;75353;1228;74125;73030;1084;11
8985;51 jaar;Wettig gehuwd plus partnerschap;2022;71948;1164;70784;69725;1049;10
8986;51 jaar;Wettig gehuwd plus partnerschap;2023;67964;1103;66861;65855;997;9
8987;51 jaar;Wettig gehuwd plus partnerschap;2024;63252;1038;62214;61261;944;9
8988;51 jaar;Wettig gehuwd plus partnerschap;2025;57959;954;57005;56126;871;8
8989;51 jaar;Wettig gehuwd plus partnerschap;2026;55395;916;54479;53636;836;7
8990;51 jaar;Wettig gehuwd plus partnerschap;2027;52487;874;51613;50809;797;7
8991;51 jaar;Wettig gehuwd plus partnerschap;2028;51598;858;50740;49953;780;7
8992;51 jaar;Wettig gehuwd plus partnerschap;2029;50735;843;49892;49118;767;7
8993;51 jaar;Wettig gehuwd plus partnerschap;2030;51226;848;50378;49604;767;7
8994;51 jaar;Wettig gehuwd plus partnerschap;2031;51170;845;50325;49556;762;7
8995;51 jaar;Wettig gehuwd plus partnerschap;2032;52476;867;51609;50827;775;7
8996;51 jaar;Wettig gehuwd plus partnerschap;2033;51373;844;50529;49756;766;7
8997;51 jaar;Wettig gehuwd plus partnerschap;2034;50256;811;49445;48696;743;6
8998;51 jaar;Wettig gehuwd plus partnerschap;2035;50078;801;49277;48532;739;6
8999;51 jaar;Wettig gehuwd plus partnerschap;2036;51398;822;50576;49816;754;6
9000;51 jaar;Wettig gehuwd plus partnerschap;2037;51996;827;51169;50395;767;7
9001;51 jaar;Wettig gehuwd plus partnerschap;2038;53085;845;52240;51451;782;7
9002;51 jaar;Wettig gehuwd plus partnerschap;2039;53970;855;53115;52324;784;7
9003;51 jaar;Wettig gehuwd plus partnerschap;2040;54008;851;53157;52362;788;7
9004;51 jaar;Wettig gehuwd plus partnerschap;2041;54662;864;53798;52991;800;7
9005;51 jaar;Wettig gehuwd plus partnerschap;2042;56718;909;55809;54980;822;7
9006;51 jaar;Wettig gehuwd plus partnerschap;2043;56808;911;55897;55065;825;7
9007;51 jaar;Wettig gehuwd plus partnerschap;2044;56607;904;55703;54874;822;7
9008;51 jaar;Wettig gehuwd plus partnerschap;2045;56313;899;55414;54585;822;7
9009;51 jaar;Wettig gehuwd plus partnerschap;2046;56574;904;55670;54836;827;7
9010;51 jaar;Wettig gehuwd plus partnerschap;2047;55580;879;54701;53879;815;7
