ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalSnelgroeiendeBedrijven_1;k_10Tot50WerkzamePersonen_2;k_50Tot250WerkzamePersonen_3;k_250WerkzamePersonenOfMeer_4;NatuurlijkePersonen_5;Rechtspersonen_6
414;21 Farmaceutische industrie;2018;10;5;0;0;0;10
415;21 Farmaceutische industrie;2019;15;10;5;0;0;15
416;21 Farmaceutische industrie;2020;15;10;5;0;0;15
417;21 Farmaceutische industrie;2021;15;10;5;0;0;15
418;21 Farmaceutische industrie;2022;15;5;5;0;0;15
419;21 Farmaceutische industrie;2023;10;5;0;5;0;10
420;22 Rubber- en kunststofproductindustrie;2010;25;15;10;0;0;25
421;22 Rubber- en kunststofproductindustrie;2011;30;20;10;0;0;25
422;22 Rubber- en kunststofproductindustrie;2012;40;25;15;0;0;40
423;22 Rubber- en kunststofproductindustrie;2013;40;30;15;0;0;40
424;22 Rubber- en kunststofproductindustrie;2014;35;20;15;0;0;35
425;22 Rubber- en kunststofproductindustrie;2015;40;25;10;0;0;40
426;22 Rubber- en kunststofproductindustrie;2016;55;35;15;0;0;55
427;22 Rubber- en kunststofproductindustrie;2017;70;45;25;0;0;70
428;22 Rubber- en kunststofproductindustrie;2018;65;45;20;0;0;65
429;22 Rubber- en kunststofproductindustrie;2019;60;45;15;0;0;60
430;22 Rubber- en kunststofproductindustrie;2020;55;40;15;0;0;55
431;22 Rubber- en kunststofproductindustrie;2021;50;35;15;0;0;50
432;22 Rubber- en kunststofproductindustrie;2022;45;35;10;0;0;45
433;22 Rubber- en kunststofproductindustrie;2023;45;30;10;5;0;45
434;23 Bouwmaterialenindustrie;2010;20;10;5;0;0;20
435;23 Bouwmaterialenindustrie;2011;20;15;5;0;0;20
436;23 Bouwmaterialenindustrie;2012;20;15;10;0;0;20
437;23 Bouwmaterialenindustrie;2013;20;15;5;0;0;20
438;23 Bouwmaterialenindustrie;2014;10;5;5;0;0;10
439;23 Bouwmaterialenindustrie;2015;15;10;0;0;0;15
440;23 Bouwmaterialenindustrie;2016;15;10;5;0;0;15
441;23 Bouwmaterialenindustrie;2017;30;25;10;0;0;30
442;23 Bouwmaterialenindustrie;2018;40;35;10;0;0;40
443;23 Bouwmaterialenindustrie;2019;35;25;10;0;0;35
444;23 Bouwmaterialenindustrie;2020;30;20;5;5;0;30
445;23 Bouwmaterialenindustrie;2021;25;20;5;0;0;25
446;23 Bouwmaterialenindustrie;2022;30;20;5;0;0;30
447;23 Bouwmaterialenindustrie;2023;20;10;10;0;0;20
448;24-30, 33 Metalektro;2010;335;220;90;15;5;330
449;24-30, 33 Metalektro;2011;315;225;75;10;5;310
450;24-30, 33 Metalektro;2012;380;275;90;10;5;375
451;24-30, 33 Metalektro;2013;425;295;110;15;10;415
452;24-30, 33 Metalektro;2014;395;280;100;10;5;390
453;24-30, 33 Metalektro;2015;390;275;100;10;5;385
454;24-30, 33 Metalektro;2016;455;335;105;10;10;450
455;24-30, 33 Metalektro;2017;530;405;110;10;10;520
456;24-30, 33 Metalektro;2018;635;470;145;15;10;625
457;24-30, 33 Metalektro;2019;595;415;150;25;10;585
458;24-30, 33 Metalektro;2020;465;300;135;25;5;465
459;24-30, 33 Metalektro;2021;420;280;115;20;5;420
460;24-30, 33 Metalektro;2022;410;285;100;25;5;405
461;24-30, 33 Metalektro;2023;420;275;115;25;0;420
462;24-25 Basismetaal, metaalprod.-industrie;2010;125;90;25;5;0;120
463;24-25 Basismetaal, metaalprod.-industrie;2011;115;90;20;0;0;110
464;24-25 Basismetaal, metaalprod.-industrie;2012;140;115;25;0;5;140
465;24-25 Basismetaal, metaalprod.-industrie;2013;175;140;30;5;10;165
466;24-25 Basismetaal, metaalprod.-industrie;2014;140;110;25;0;5;135
467;24-25 Basismetaal, metaalprod.-industrie;2015;150;115;30;0;5;150
468;24-25 Basismetaal, metaalprod.-industrie;2016;165;135;25;0;5;165
469;24-25 Basismetaal, metaalprod.-industrie;2017;200;170;25;0;5;195
470;24-25 Basismetaal, metaalprod.-industrie;2018;265;215;45;5;5;265
471;24-25 Basismetaal, metaalprod.-industrie;2019;220;165;50;5;5;215
472;24-25 Basismetaal, metaalprod.-industrie;2020;170;125;35;10;5;170
473;24-25 Basismetaal, metaalprod.-industrie;2021;150;100;40;10;0;150
474;24-25 Basismetaal, metaalprod.-industrie;2022;140;105;30;5;5;135
475;24-25 Basismetaal, metaalprod.-industrie;2023;155;110;35;10;0;150
476;24 Basismetaalindustrie;2010;5;5;0;0;0;5
477;24 Basismetaalindustrie;2011;5;5;0;0;0;5
478;24 Basismetaalindustrie;2012;5;5;0;0;0;5
479;24 Basismetaalindustrie;2013;10;5;5;0;0;10
480;24 Basismetaalindustrie;2014;5;5;5;0;0;5
481;24 Basismetaalindustrie;2015;10;5;5;0;0;10
482;24 Basismetaalindustrie;2016;10;5;5;0;0;10
483;24 Basismetaalindustrie;2017;10;10;0;0;0;10
484;24 Basismetaalindustrie;2018;15;10;5;0;0;15
485;24 Basismetaalindustrie;2019;15;10;5;0;0;15
486;24 Basismetaalindustrie;2020;10;5;0;0;0;10
487;24 Basismetaalindustrie;2021;10;5;0;5;0;10
488;24 Basismetaalindustrie;2022;10;5;5;0;0;10
489;24 Basismetaalindustrie;2023;15;10;5;5;0;15
490;25 Metaalproductenindustrie;2010;120;85;25;5;0;115
491;25 Metaalproductenindustrie;2011;110;90;20;0;0;105
492;25 Metaalproductenindustrie;2012;135;110;20;0;5;130
493;25 Metaalproductenindustrie;2013;165;135;25;5;10;155
494;25 Metaalproductenindustrie;2014;130;110;20;0;5;125
495;25 Metaalproductenindustrie;2015;140;110;30;0;5;135
496;25 Metaalproductenindustrie;2016;160;130;25;0;5;155
497;25 Metaalproductenindustrie;2017;190;160;25;0;5;185
498;25 Metaalproductenindustrie;2018;250;205;40;5;5;250
499;25 Metaalproductenindustrie;2019;205;155;45;5;5;200
500;25 Metaalproductenindustrie;2020;165;120;35;5;5;160
501;25 Metaalproductenindustrie;2021;145;95;40;5;0;140
502;25 Metaalproductenindustrie;2022;130;100;25;5;5;130
503;25 Metaalproductenindustrie;2023;140;100;30;5;0;140
504;26-28 Elektrotechn. en machine-industrie;2010;130;80;40;5;0;130
505;26-28 Elektrotechn. en machine-industrie;2011;130;85;35;5;0;130
506;26-28 Elektrotechn. en machine-industrie;2012;160;105;50;5;0;160
507;26-28 Elektrotechn. en machine-industrie;2013;180;110;55;5;0;175
508;26-28 Elektrotechn. en machine-industrie;2014;170;115;50;5;0;170
509;26-28 Elektrotechn. en machine-industrie;2015;155;105;40;5;0;150
510;26-28 Elektrotechn. en machine-industrie;2016;185;125;55;5;0;185
511;26-28 Elektrotechn. en machine-industrie;2017;195;135;60;0;0;195
512;26-28 Elektrotechn. en machine-industrie;2018;230;155;70;5;0;230
513;26-28 Elektrotechn. en machine-industrie;2019;255;165;80;15;0;255
514;26-28 Elektrotechn. en machine-industrie;2020;200;115;70;10;0;200
515;26-28 Elektrotechn. en machine-industrie;2021;180;115;50;10;0;180
516;26-28 Elektrotechn. en machine-industrie;2022;180;115;50;15;0;180
517;26-28 Elektrotechn. en machine-industrie;2023;180;105;60;15;0;180
518;26-27 Elektrische en elektron. Industrie;2010;40;25;10;0;0;40
519;26-27 Elektrische en elektron. Industrie;2011;50;35;10;0;0;50
520;26-27 Elektrische en elektron. Industrie;2012;65;50;15;0;0;65
521;26-27 Elektrische en elektron. Industrie;2013;65;40;20;0;0;65
522;26-27 Elektrische en elektron. Industrie;2014;55;40;10;0;0;55
523;26-27 Elektrische en elektron. Industrie;2015;50;40;10;0;0;50
524;26-27 Elektrische en elektron. Industrie;2016;65;45;20;0;0;65
525;26-27 Elektrische en elektron. Industrie;2017;75;50;20;0;0;75
526;26-27 Elektrische en elektron. Industrie;2018;70;45;25;0;0;70
527;26-27 Elektrische en elektron. Industrie;2019;85;55;25;5;0;85
528;26-27 Elektrische en elektron. Industrie;2020;70;40;25;5;0;70
529;26-27 Elektrische en elektron. Industrie;2021;55;35;15;5;0;55
530;26-27 Elektrische en elektron. Industrie;2022;60;40;10;5;0;60
531;26-27 Elektrische en elektron. Industrie;2023;70;50;20;5;0;70
532;26 Elektrotechnische industrie;2010;25;15;10;0;0;25
533;26 Elektrotechnische industrie;2011;30;20;5;0;0;30
534;26 Elektrotechnische industrie;2012;40;30;10;0;0;40
535;26 Elektrotechnische industrie;2013;35;20;10;0;0;35
536;26 Elektrotechnische industrie;2014;35;25;5;0;0;35
537;26 Elektrotechnische industrie;2015;25;20;5;0;0;25
538;26 Elektrotechnische industrie;2016;30;25;5;0;0;30
539;26 Elektrotechnische industrie;2017;35;25;10;0;0;35
540;26 Elektrotechnische industrie;2018;35;25;10;0;0;35
541;26 Elektrotechnische industrie;2019;40;25;10;0;0;40
542;26 Elektrotechnische industrie;2020;30;15;10;0;0;30
543;26 Elektrotechnische industrie;2021;25;15;10;0;0;25
544;26 Elektrotechnische industrie;2022;25;15;5;0;0;25
545;26 Elektrotechnische industrie;2023;35;25;10;0;0;35
546;27 Elektrische apparatenindustrie;2010;15;15;5;0;0;15
547;27 Elektrische apparatenindustrie;2011;20;15;5;0;0;20
548;27 Elektrische apparatenindustrie;2012;25;15;5;0;0;25
549;27 Elektrische apparatenindustrie;2013;30;20;10;0;0;30
550;27 Elektrische apparatenindustrie;2014;20;15;5;0;0;20
551;27 Elektrische apparatenindustrie;2015;20;15;5;0;0;20
552;27 Elektrische apparatenindustrie;2016;35;20;15;0;0;35
553;27 Elektrische apparatenindustrie;2017;40;25;10;0;0;40
554;27 Elektrische apparatenindustrie;2018;40;20;15;0;0;40
555;27 Elektrische apparatenindustrie;2019;45;25;15;5;0;45
556;27 Elektrische apparatenindustrie;2020;40;25;10;5;0;40
557;27 Elektrische apparatenindustrie;2021;30;20;5;5;0;30
558;27 Elektrische apparatenindustrie;2022;35;25;5;5;0;35
559;27 Elektrische apparatenindustrie;2023;35;25;10;5;0;35
560;28 Machine-industrie;2010;90;55;30;5;0;90
561;28 Machine-industrie;2011;80;50;25;5;0;80
562;28 Machine-industrie;2012;95;60;35;5;0;95
563;28 Machine-industrie;2013;110;70;35;5;0;110
564;28 Machine-industrie;2014;115;75;35;0;0;115
565;28 Machine-industrie;2015;105;70;35;5;0;105
566;28 Machine-industrie;2016;120;80;35;0;0;120
567;28 Machine-industrie;2017;125;80;40;0;0;125
568;28 Machine-industrie;2018;160;110;45;5;0;160
569;28 Machine-industrie;2019;170;110;50;10;0;170
570;28 Machine-industrie;2020;130;75;50;10;0;130
571;28 Machine-industrie;2021;125;85;35;5;0;125
572;28 Machine-industrie;2022;120;75;35;5;0;120
573;28 Machine-industrie;2023;110;55;40;10;0;110
574;29-30 Transportmiddelenindustrie;2010;30;20;10;5;0;30
575;29-30 Transportmiddelenindustrie;2011;30;20;10;0;0;30
576;29-30 Transportmiddelenindustrie;2012;30;20;10;0;0;30
577;29-30 Transportmiddelenindustrie;2013;25;15;10;0;0;25
578;29-30 Transportmiddelenindustrie;2014;30;15;15;0;0;30
579;29-30 Transportmiddelenindustrie;2015;35;20;10;5;0;35
580;29-30 Transportmiddelenindustrie;2016;45;30;10;5;0;40
581;29-30 Transportmiddelenindustrie;2017;55;40;10;5;5;55
582;29-30 Transportmiddelenindustrie;2018;65;50;10;5;5;60
583;29-30 Transportmiddelenindustrie;2019;50;35;10;5;0;50
584;29-30 Transportmiddelenindustrie;2020;40;20;15;5;0;40
585;29-30 Transportmiddelenindustrie;2021;30;20;10;0;0;30
586;29-30 Transportmiddelenindustrie;2022;35;25;10;0;0;35
587;29-30 Transportmiddelenindustrie;2023;30;15;10;0;0;30
588;29 Auto- en aanhangwagenindustrie;2010;10;10;0;0;0;10
589;29 Auto- en aanhangwagenindustrie;2011;10;10;0;0;0;10
590;29 Auto- en aanhangwagenindustrie;2012;10;10;0;0;0;10
591;29 Auto- en aanhangwagenindustrie;2013;10;5;5;0;0;10
592;29 Auto- en aanhangwagenindustrie;2014;5;5;5;0;0;5
593;29 Auto- en aanhangwagenindustrie;2015;10;5;5;0;0;10
594;29 Auto- en aanhangwagenindustrie;2016;15;10;5;0;0;15
595;29 Auto- en aanhangwagenindustrie;2017;30;20;5;0;0;30
596;29 Auto- en aanhangwagenindustrie;2018;40;30;5;5;0;40
597;29 Auto- en aanhangwagenindustrie;2019;25;15;5;5;0;25
598;29 Auto- en aanhangwagenindustrie;2020;20;10;5;0;0;20
599;29 Auto- en aanhangwagenindustrie;2021;15;10;0;0;0;15
600;29 Auto- en aanhangwagenindustrie;2022;15;10;5;0;0;15
601;29 Auto- en aanhangwagenindustrie;2023;15;10;5;0;0;15
602;30 Overige transportmiddelenindustrie;2010;20;10;5;0;0;20
603;30 Overige transportmiddelenindustrie;2011;15;10;5;0;0;15
604;30 Overige transportmiddelenindustrie;2012;25;10;10;0;0;25
605;30 Overige transportmiddelenindustrie;2013;20;10;10;0;0;20
606;30 Overige transportmiddelenindustrie;2014;25;10;10;0;0;25
607;30 Overige transportmiddelenindustrie;2015;25;15;10;5;0;25
608;30 Overige transportmiddelenindustrie;2016;25;20;5;0;0;25
609;30 Overige transportmiddelenindustrie;2017;25;15;5;0;0;25
610;30 Overige transportmiddelenindustrie;2018;20;15;5;0;0;20
611;30 Overige transportmiddelenindustrie;2019;25;15;5;0;0;25
612;30 Overige transportmiddelenindustrie;2020;20;10;5;5;0;20
613;30 Overige transportmiddelenindustrie;2021;20;10;10;0;0;20
614;30 Overige transportmiddelenindustrie;2022;20;10;5;0;0;20
615;30 Overige transportmiddelenindustrie;2023;15;10;5;0;0;15
616;31 Meubelindustrie;2010;20;15;5;0;0;20
617;31 Meubelindustrie;2011;15;10;0;0;0;15
618;31 Meubelindustrie;2012;25;25;0;0;0;25
619;31 Meubelindustrie;2013;15;15;0;0;0;15
620;31 Meubelindustrie;2014;20;15;0;0;0;20
621;31 Meubelindustrie;2015;25;25;0;0;0;25
622;31 Meubelindustrie;2016;35;30;5;0;0;35
623;31 Meubelindustrie;2017;55;45;5;0;5;50
624;31 Meubelindustrie;2018;55;50;5;0;5;50
625;31 Meubelindustrie;2019;45;40;5;0;5;40
626;31 Meubelindustrie;2020;45;45;0;0;5;40
627;31 Meubelindustrie;2021;35;35;5;0;0;35
628;31 Meubelindustrie;2022;40;40;5;0;0;40
629;31 Meubelindustrie;2023;40;35;0;0;0;40
630;32 Overige industrie;2010;40;30;5;5;0;40
631;32 Overige industrie;2011;40;30;5;5;0;40
632;32 Overige industrie;2012;35;30;0;5;0;35
633;32 Overige industrie;2013;30;20;5;5;0;30
634;32 Overige industrie;2014;25;20;5;5;0;25
635;32 Overige industrie;2015;35;25;5;0;0;35
636;32 Overige industrie;2016;30;25;5;5;0;30
637;32 Overige industrie;2017;30;20;10;0;0;30
638;32 Overige industrie;2018;40;15;15;5;0;35
639;32 Overige industrie;2019;45;30;15;5;0;45
640;32 Overige industrie;2020;40;20;15;5;0;40
641;32 Overige industrie;2021;50;30;10;5;0;50
642;32 Overige industrie;2022;45;30;10;5;0;45
643;32 Overige industrie;2023;45;30;10;5;0;45
644;33 Reparatie en installatie van machines;2010;50;30;15;0;0;50
645;33 Reparatie en installatie van machines;2011;40;30;10;0;0;40
646;33 Reparatie en installatie van machines;2012;45;35;5;0;0;45
647;33 Reparatie en installatie van machines;2013;50;35;10;5;0;45
648;33 Reparatie en installatie van machines;2014;55;40;15;0;0;55
649;33 Reparatie en installatie van machines;2015;50;35;15;0;0;50
650;33 Reparatie en installatie van machines;2016;60;50;10;0;0;60
651;33 Reparatie en installatie van machines;2017;75;60;10;0;0;75
652;33 Reparatie en installatie van machines;2018;75;55;20;0;0;75
653;33 Reparatie en installatie van machines;2019;65;50;15;0;0;65
654;33 Reparatie en installatie van machines;2020;60;40;15;0;0;60
655;33 Reparatie en installatie van machines;2021;60;45;15;0;0;60
656;33 Reparatie en installatie van machines;2022;55;40;10;0;0;55
657;33 Reparatie en installatie van machines;2023;55;45;10;0;0;55
658;D Energievoorziening;2010;15;5;5;5;0;15
659;D Energievoorziening;2011;15;5;5;5;0;15
660;D Energievoorziening;2012;10;5;5;5;0;10
661;D Energievoorziening;2013;10;0;10;5;0;10
662;D Energievoorziening;2014;5;5;5;0;0;5
663;D Energievoorziening;2015;15;5;5;0;0;15
664;D Energievoorziening;2016;10;5;5;0;0;10
665;D Energievoorziening;2017;15;10;5;5;0;15
666;D Energievoorziening;2018;20;10;10;5;0;20
667;D Energievoorziening;2019;20;15;5;0;0;20
668;D Energievoorziening;2020;25;10;10;0;0;25
669;D Energievoorziening;2021;25;10;10;5;0;25
670;D Energievoorziening;2022;30;10;15;5;0;30
671;D Energievoorziening;2023;25;10;15;0;0;25
672;35 Energiebedrijven;2010;15;5;5;5;0;15
673;35 Energiebedrijven;2011;15;5;5;5;0;15
674;35 Energiebedrijven;2012;10;5;5;5;0;10
675;35 Energiebedrijven;2013;10;0;10;5;0;10
676;35 Energiebedrijven;2014;5;5;5;0;0;5
677;35 Energiebedrijven;2015;15;5;5;0;0;15
678;35 Energiebedrijven;2016;10;5;5;0;0;10
679;35 Energiebedrijven;2017;15;10;5;5;0;15
680;35 Energiebedrijven;2018;20;10;10;5;0;20
681;35 Energiebedrijven;2019;20;15;5;0;0;20
682;35 Energiebedrijven;2020;25;10;10;0;0;25
683;35 Energiebedrijven;2021;25;10;10;5;0;25
684;35 Energiebedrijven;2022;30;10;15;5;0;30
685;35 Energiebedrijven;2023;25;10;15;0;0;25
686;E Waterbedrijven en afvalbeheer;2010;40;25;15;0;0;40
687;E Waterbedrijven en afvalbeheer;2011;45;35;10;0;0;45
688;E Waterbedrijven en afvalbeheer;2012;35;25;5;0;0;35
689;E Waterbedrijven en afvalbeheer;2013;30;20;10;0;0;30
690;E Waterbedrijven en afvalbeheer;2014;25;20;5;0;0;25
691;E Waterbedrijven en afvalbeheer;2015;25;15;10;0;0;25
692;E Waterbedrijven en afvalbeheer;2016;30;20;5;0;0;30
693;E Waterbedrijven en afvalbeheer;2017;45;35;5;5;0;45
694;E Waterbedrijven en afvalbeheer;2018;50;35;10;0;0;50
695;E Waterbedrijven en afvalbeheer;2019;45;30;15;0;0;45
696;E Waterbedrijven en afvalbeheer;2020;40;25;15;0;0;40
697;E Waterbedrijven en afvalbeheer;2021;45;25;15;0;0;45
698;E Waterbedrijven en afvalbeheer;2022;45;25;15;0;0;45
699;E Waterbedrijven en afvalbeheer;2023;40;25;15;0;0;40
700;36 Waterleidingbedrijven;2010;0;0;0;0;0;0
701;36 Waterleidingbedrijven;2011;0;0;0;0;0;0
702;36 Waterleidingbedrijven;2012;0;0;0;0;0;0
703;36 Waterleidingbedrijven;2013;0;0;0;0;0;0
704;36 Waterleidingbedrijven;2014;0;0;0;0;0;0
705;36 Waterleidingbedrijven;2015;0;0;0;0;0;0
706;36 Waterleidingbedrijven;2016;0;0;0;0;0;0
707;36 Waterleidingbedrijven;2017;0;0;0;0;0;0
708;36 Waterleidingbedrijven;2018;0;0;0;0;0;0
709;36 Waterleidingbedrijven;2019;0;0;0;0;0;0
710;36 Waterleidingbedrijven;2020;0;0;0;0;0;0
711;36 Waterleidingbedrijven;2021;0;0;0;0;0;0
712;36 Waterleidingbedrijven;2022;0;0;0;0;0;0
713;36 Waterleidingbedrijven;2023;0;0;0;0;0;0
714;37 Afvalwaterinzameling en -behandeling;2010;0;0;0;0;0;0
715;37 Afvalwaterinzameling en -behandeling;2011;5;0;0;0;0;5
716;37 Afvalwaterinzameling en -behandeling;2012;0;0;0;0;0;0
717;37 Afvalwaterinzameling en -behandeling;2013;5;0;0;0;0;5
718;37 Afvalwaterinzameling en -behandeling;2014;5;0;0;0;0;5
719;37 Afvalwaterinzameling en -behandeling;2015;0;0;0;0;0;0
720;37 Afvalwaterinzameling en -behandeling;2016;0;0;0;0;0;0
721;37 Afvalwaterinzameling en -behandeling;2017;0;0;0;0;0;0
722;37 Afvalwaterinzameling en -behandeling;2018;0;0;0;0;0;0
723;37 Afvalwaterinzameling en -behandeling;2019;5;5;0;0;0;5
724;37 Afvalwaterinzameling en -behandeling;2020;5;0;0;0;0;5
725;37 Afvalwaterinzameling en -behandeling;2021;5;5;0;0;0;5
726;37 Afvalwaterinzameling en -behandeling;2022;0;0;0;0;0;0
727;37 Afvalwaterinzameling en -behandeling;2023;0;0;0;0;0;0
728;38 Afvalbehandeling en recycling;2010;35;20;15;0;0;35
729;38 Afvalbehandeling en recycling;2011;35;25;10;0;0;35
730;38 Afvalbehandeling en recycling;2012;25;20;5;0;0;25
731;38 Afvalbehandeling en recycling;2013;25;15;5;0;0;25
732;38 Afvalbehandeling en recycling;2014;20;15;5;0;0;20
733;38 Afvalbehandeling en recycling;2015;20;15;5;0;0;20
734;38 Afvalbehandeling en recycling;2016;25;15;5;0;0;25
735;38 Afvalbehandeling en recycling;2017;40;25;5;5;0;40
736;38 Afvalbehandeling en recycling;2018;40;30;10;0;0;40
737;38 Afvalbehandeling en recycling;2019;35;20;10;0;0;35
738;38 Afvalbehandeling en recycling;2020;35;25;10;0;0;35
739;38 Afvalbehandeling en recycling;2021;40;20;15;0;0;40
740;38 Afvalbehandeling en recycling;2022;35;20;15;0;0;35
741;38 Afvalbehandeling en recycling;2023;30;20;10;0;0;30
742;39 Sanering en overig afvalbeheer;2010;5;5;0;0;0;5
743;39 Sanering en overig afvalbeheer;2011;5;5;0;0;0;5
744;39 Sanering en overig afvalbeheer;2012;5;5;0;0;0;5
745;39 Sanering en overig afvalbeheer;2013;5;5;0;0;0;5
746;39 Sanering en overig afvalbeheer;2014;0;0;0;0;0;0
747;39 Sanering en overig afvalbeheer;2015;0;0;0;0;0;0
748;39 Sanering en overig afvalbeheer;2016;0;0;0;0;0;0
749;39 Sanering en overig afvalbeheer;2017;5;5;0;0;0;5
750;39 Sanering en overig afvalbeheer;2018;5;5;0;0;0;5
751;39 Sanering en overig afvalbeheer;2019;5;5;0;0;0;5
752;39 Sanering en overig afvalbeheer;2020;5;0;5;0;0;5
753;39 Sanering en overig afvalbeheer;2021;0;0;0;0;0;0
754;39 Sanering en overig afvalbeheer;2022;5;0;0;0;0;5
755;39 Sanering en overig afvalbeheer;2023;5;5;5;0;0;5
756;F Bouwnijverheid;2010;410;295;80;20;15;390
757;F Bouwnijverheid;2011;360;275;70;15;20;345
758;F Bouwnijverheid;2012;350;265;65;10;10;340
759;F Bouwnijverheid;2013;285;215;55;10;5;285
760;F Bouwnijverheid;2014;245;195;35;10;5;240
761;F Bouwnijverheid;2015;260;205;45;5;5;255
762;F Bouwnijverheid;2016;385;305;70;5;15;370
763;F Bouwnijverheid;2017;580;460;105;10;15;560
764;F Bouwnijverheid;2018;790;620;145;15;25;765
765;F Bouwnijverheid;2019;780;600;150;20;10;770
766;F Bouwnijverheid;2020;670;520;125;25;15;655
767;F Bouwnijverheid;2021;605;460;120;20;10;595
768;F Bouwnijverheid;2022;610;465;120;20;15;600
769;F Bouwnijverheid;2023;590;445;120;25;10;580
770;41 Algemene bouw en projectontwikkeling;2010;115;80;25;0;5;110
771;41 Algemene bouw en projectontwikkeling;2011;110;85;20;0;5;105
772;41 Algemene bouw en projectontwikkeling;2012;85;70;10;5;5;80
773;41 Algemene bouw en projectontwikkeling;2013;60;50;5;0;0;55
774;41 Algemene bouw en projectontwikkeling;2014;55;45;5;5;0;50
775;41 Algemene bouw en projectontwikkeling;2015;70;55;10;0;5;65
776;41 Algemene bouw en projectontwikkeling;2016;105;80;25;0;0;105
777;41 Algemene bouw en projectontwikkeling;2017;180;135;40;5;5;175
778;41 Algemene bouw en projectontwikkeling;2018;245;185;50;5;5;240
779;41 Algemene bouw en projectontwikkeling;2019;245;180;55;5;5;240
780;41 Algemene bouw en projectontwikkeling;2020;195;135;45;10;5;190
781;41 Algemene bouw en projectontwikkeling;2021;170;125;35;10;0;170
782;41 Algemene bouw en projectontwikkeling;2022;190;145;30;10;0;190
783;41 Algemene bouw en projectontwikkeling;2023;180;130;40;10;5;175
784;42 Grond-, water-  en wegenbouw;2010;50;30;10;5;0;50
785;42 Grond-, water-  en wegenbouw;2011;55;30;20;5;0;50
786;42 Grond-, water-  en wegenbouw;2012;50;30;20;5;0;50
787;42 Grond-, water-  en wegenbouw;2013;45;30;10;5;0;45
788;42 Grond-, water-  en wegenbouw;2014;40;30;5;5;0;40
789;42 Grond-, water-  en wegenbouw;2015;35;25;10;0;0;35
790;42 Grond-, water-  en wegenbouw;2016;40;25;10;0;0;35
791;42 Grond-, water-  en wegenbouw;2017;45;30;15;0;0;45
792;42 Grond-, water-  en wegenbouw;2018;60;45;15;5;0;60
793;42 Grond-, water-  en wegenbouw;2019;70;45;20;5;0;70
794;42 Grond-, water-  en wegenbouw;2020;65;45;15;5;0;65
795;42 Grond-, water-  en wegenbouw;2021;45;25;15;5;0;45
796;42 Grond-, water-  en wegenbouw;2022;50;35;15;0;0;50
797;42 Grond-, water-  en wegenbouw;2023;45;25;15;0;0;45
798;43 Gespecialiseerde bouw;2010;245;180;45;10;10;235
799;43 Gespecialiseerde bouw;2011;200;160;30;5;10;190
800;43 Gespecialiseerde bouw;2012;210;165;40;5;5;210
801;43 Gespecialiseerde bouw;2013;185;140;40;5;0;185
802;43 Gespecialiseerde bouw;2014;150;125;25;5;0;150
803;43 Gespecialiseerde bouw;2015;155;125;25;5;0;155
804;43 Gespecialiseerde bouw;2016;240;200;35;5;10;230
805;43 Gespecialiseerde bouw;2017;355;295;50;5;10;345
806;43 Gespecialiseerde bouw;2018;485;395;80;5;20;470
807;43 Gespecialiseerde bouw;2019;465;375;75;10;5;455
808;43 Gespecialiseerde bouw;2020;415;335;65;10;10;400
809;43 Gespecialiseerde bouw;2021;390;310;70;10;10;380
810;43 Gespecialiseerde bouw;2022;370;285;75;10;10;355
811;43 Gespecialiseerde bouw;2023;365;290;65;15;5;360
812;G-I Handel, vervoer en horeca;2010;2735;1875;470;80;510;2225
813;G-I Handel, vervoer en horeca;2011;2605;1830;435;70;520;2085
814;G-I Handel, vervoer en horeca;2012;2630;1835;470;80;490;2135
815;G-I Handel, vervoer en horeca;2013;2595;1820;465;75;490;2105
816;G-I Handel, vervoer en horeca;2014;2465;1725;395;85;460;2005
817;G-I Handel, vervoer en horeca;2015;2705;1905;460;75;530;2175
818;G-I Handel, vervoer en horeca;2016;3205;2240;545;85;680;2525
819;G-I Handel, vervoer en horeca;2017;3645;2575;620;100;710;2940
820;G-I Handel, vervoer en horeca;2018;4530;3170;745;130;965;3565
821;G-I Handel, vervoer en horeca;2019;4040;2775;770;135;740;3300
822;G-I Handel, vervoer en horeca;2020;3215;2215;655;130;495;2720
823;G-I Handel, vervoer en horeca;2021;2895;2030;545;110;460;2435
824;G-I Handel, vervoer en horeca;2022;3535;2490;615;115;675;2855
825;G-I Handel, vervoer en horeca;2023;4685;3360;735;130;1055;3630
826;G Handel;2010;1725;1250;320;50;190;1535
827;G Handel;2011;1635;1195;315;45;210;1425
828;G Handel;2012;1620;1180;320;50;190;1435
829;G Handel;2013;1565;1130;330;50;180;1385
830;G Handel;2014;1425;1035;270;55;150;1275
831;G Handel;2015;1550;1130;300;50;155;1395
832;G Handel;2016;1810;1310;365;55;180;1630
833;G Handel;2017;2075;1520;395;70;175;1900
834;G Handel;2018;2470;1805;470;90;225;2245
835;G Handel;2019;2325;1650;500;90;180;2145
836;G Handel;2020;2080;1450;455;85;170;1910
837;G Handel;2021;1940;1380;405;70;175;1760
838;G Handel;2022;2020;1440;415;75;200;1820
839;G Handel;2023;1995;1380;445;80;150;1845
840;45 Autohandel en -reparatie;2010;170;130;30;5;0;165
841;45 Autohandel en -reparatie;2011;170;125;40;5;5;165
842;45 Autohandel en -reparatie;2012;160;105;40;5;5;155
