ID;Geslacht;Geboorteland;Leeftijd;Perioden;TotaalNietNederlandseImmigranten_1;MotiefArbeid_2;MotiefAsiel_3;MotiefGezinsmigratie_4;MotiefStudie_5;MotiefAuPairStage_6;OverigeMotieven_7
1582;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;1996;12.0;;3.0;6.0;3.0;0.0;0.0
1583;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;1997;9.0;;0.0;7.0;3.0;0.0;0.0
1584;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;1998;5.0;;0.0;4.0;1.0;0.0;0.0
1585;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;1999;13.0;;1.0;10.0;1.0;0.0;1.0
1586;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2000;11.0;;2.0;6.0;0.0;0.0;3.0
1587;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2001;10.0;;0.0;8.0;2.0;0.0;0.0
1588;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2002;21.0;;0.0;17.0;0.0;0.0;4.0
1589;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2003;21.0;;0.0;19.0;2.0;0.0;0.0
1590;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2004;12.0;;0.0;11.0;1.0;0.0;0.0
1591;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2005;8.0;;0.0;8.0;0.0;0.0;0.0
1592;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2006;9.0;;0.0;7.0;1.0;0.0;1.0
1593;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2007;137.0;;0.0;122.0;9.0;0.0;6.0
1594;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2008;163.0;;0.0;155.0;3.0;0.0;5.0
1595;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2009;167.0;;2.0;158.0;7.0;0.0;0.0
1596;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2010;139.0;;3.0;131.0;0.0;0.0;5.0
1597;Mannen en vrouwen;Bulgarije;13 tot 18 jaar;2011;176.0;;5.0;161.0;3.0;0.0;6.0
1598;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;1995;2.0;0.0;1.0;2.0;0.0;0.0;0.0
1599;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;1996;16.0;0.0;0.0;7.0;9.0;0.0;0.0
1600;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;1997;22.0;3.0;0.0;7.0;10.0;0.0;3.0
1601;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;1998;15.0;0.0;0.0;5.0;6.0;2.0;3.0
1602;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;1999;18.0;0.0;0.0;8.0;8.0;0.0;3.0
1603;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2000;14.0;0.0;0.0;4.0;7.0;3.0;0.0
1604;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2001;27.0;0.0;0.0;10.0;9.0;4.0;4.0
1605;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2002;46.0;0.0;0.0;6.0;30.0;5.0;6.0
1606;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2003;55.0;0.0;0.0;6.0;42.0;4.0;3.0
1607;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2004;80.0;1.0;0.0;11.0;61.0;5.0;1.0
1608;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2005;83.0;4.0;0.0;0.0;76.0;0.0;3.0
1609;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2006;136.0;12.0;0.0;2.0;117.0;4.0;2.0
1610;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2007;412.0;158.0;0.0;70.0;162.0;10.0;11.0
1611;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2008;565.0;281.0;0.0;154.0;130.0;0.0;0.0
1612;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2009;512.0;231.0;0.0;106.0;156.0;0.0;18.0
1613;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2010;473.0;200.0;0.0;147.0;113.0;0.0;13.0
1614;Mannen en vrouwen;Bulgarije;18 tot 21 jaar;2011;598.0;256.0;0.0;190.0;145.0;0.0;7.0
1615;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;1995;43.0;3.0;6.0;26.0;8.0;0.0;0.0
1616;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;1996;70.0;10.0;3.0;33.0;25.0;0.0;0.0
1617;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;1997;110.0;15.0;1.0;50.0;31.0;4.0;9.0
1618;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;1998;109.0;16.0;0.0;62.0;21.0;2.0;7.0
1619;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;1999;122.0;25.0;0.0;43.0;44.0;5.0;5.0
1620;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2000;157.0;41.0;1.0;58.0;38.0;14.0;6.0
1621;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2001;161.0;30.0;2.0;60.0;43.0;14.0;11.0
1622;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2002;235.0;37.0;1.0;104.0;60.0;17.0;15.0
1623;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2003;257.0;26.0;0.0;117.0;67.0;33.0;15.0
1624;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2004;188.0;30.0;0.0;65.0;68.0;18.0;7.0
1625;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2005;211.0;41.0;0.0;68.0;77.0;13.0;13.0
1626;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2006;190.0;52.0;0.0;43.0;85.0;3.0;7.0
1627;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2007;1528.0;1002.0;0.0;224.0;179.0;18.0;105.0
1628;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2008;1676.0;1108.0;0.0;257.0;266.0;5.0;40.0
1629;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2009;1424.0;933.0;9.0;183.0;255.0;7.0;37.0
1630;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2010;1474.0;928.0;7.0;210.0;278.0;10.0;41.0
1631;Mannen en vrouwen;Bulgarije;21 tot 30 jaar;2011;1648.0;1012.0;2.0;238.0;348.0;10.0;38.0
1632;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;1995;27.0;3.0;11.0;12.0;1.0;0.0;0.0
1633;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;1996;31.0;3.0;4.0;23.0;1.0;0.0;0.0
1634;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;1997;41.0;8.0;0.0;24.0;8.0;1.0;0.0
1635;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;1998;58.0;12.0;1.0;34.0;10.0;0.0;0.0
1636;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;1999;54.0;18.0;0.0;25.0;10.0;0.0;1.0
1637;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2000;67.0;17.0;5.0;32.0;11.0;0.0;2.0
1638;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2001;93.0;39.0;1.0;43.0;9.0;0.0;1.0
1639;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2002;89.0;15.0;4.0;59.0;9.0;0.0;2.0
1640;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2003;105.0;34.0;0.0;62.0;5.0;0.0;3.0
1641;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2004;78.0;20.0;0.0;43.0;7.0;0.0;7.0
1642;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2005;64.0;12.0;0.0;42.0;6.0;1.0;4.0
1643;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2006;78.0;32.0;0.0;39.0;6.0;0.0;1.0
1644;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2007;1579.0;1180.0;8.0;267.0;28.0;4.0;92.0
1645;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2008;1520.0;1198.0;0.0;243.0;24.0;9.0;46.0
1646;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2009;1068.0;852.0;11.0;160.0;14.0;2.0;29.0
1647;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2010;1010.0;715.0;0.0;187.0;18.0;0.0;90.0
1648;Mannen en vrouwen;Bulgarije;30 tot 40 jaar;2011;1308.0;966.0;1.0;200.0;26.0;0.0;114.0
1649;Mannen en vrouwen;Bulgarije;40 jaar en ouder;1995;17.0;3.0;3.0;10.0;0.0;0.0;0.0
1650;Mannen en vrouwen;Bulgarije;40 jaar en ouder;1996;16.0;5.0;2.0;7.0;0.0;0.0;1.0
1651;Mannen en vrouwen;Bulgarije;40 jaar en ouder;1997;27.0;7.0;6.0;12.0;1.0;0.0;0.0
1652;Mannen en vrouwen;Bulgarije;40 jaar en ouder;1998;24.0;4.0;2.0;15.0;3.0;0.0;0.0
1653;Mannen en vrouwen;Bulgarije;40 jaar en ouder;1999;27.0;10.0;0.0;13.0;1.0;1.0;1.0
1654;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2000;19.0;6.0;2.0;8.0;1.0;1.0;0.0
1655;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2001;23.0;7.0;2.0;12.0;2.0;0.0;0.0
1656;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2002;30.0;3.0;0.0;23.0;1.0;0.0;3.0
1657;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2003;30.0;9.0;0.0;20.0;0.0;0.0;1.0
1658;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2004;45.0;9.0;1.0;28.0;0.0;0.0;8.0
1659;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2005;33.0;8.0;0.0;22.0;3.0;0.0;0.0
1660;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2006;33.0;8.0;0.0;24.0;0.0;0.0;1.0
1661;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2007;943.0;660.0;4.0;167.0;12.0;0.0;100.0
1662;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2008;919.0;698.0;3.0;163.0;10.0;1.0;45.0
1663;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2009;741.0;537.0;4.0;120.0;2.0;1.0;76.0
1664;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2010;650.0;502.0;4.0;106.0;0.0;0.0;38.0
1665;Mannen en vrouwen;Bulgarije;40 jaar en ouder;2011;1038.0;854.0;10.0;120.0;1.0;0.0;52.0
1666;Mannen en vrouwen;Canada;Totaal alle leeftijden;1995;361.0;94.0;0.0;230.0;24.0;11.0;2.0
1667;Mannen en vrouwen;Canada;Totaal alle leeftijden;1996;538.0;166.0;0.0;296.0;43.0;12.0;21.0
1668;Mannen en vrouwen;Canada;Totaal alle leeftijden;1997;523.0;172.0;0.0;254.0;46.0;25.0;26.0
1669;Mannen en vrouwen;Canada;Totaal alle leeftijden;1998;544.0;169.0;0.0;270.0;47.0;34.0;25.0
1670;Mannen en vrouwen;Canada;Totaal alle leeftijden;1999;559.0;168.0;0.0;268.0;52.0;39.0;32.0
1671;Mannen en vrouwen;Canada;Totaal alle leeftijden;2000;626.0;215.0;0.0;306.0;36.0;31.0;38.0
1672;Mannen en vrouwen;Canada;Totaal alle leeftijden;2001;651.0;198.0;0.0;309.0;57.0;22.0;65.0
1673;Mannen en vrouwen;Canada;Totaal alle leeftijden;2002;572.0;161.0;0.0;249.0;69.0;24.0;69.0
1674;Mannen en vrouwen;Canada;Totaal alle leeftijden;2003;494.0;151.0;0.0;194.0;58.0;16.0;75.0
1675;Mannen en vrouwen;Canada;Totaal alle leeftijden;2004;481.0;120.0;0.0;150.0;94.0;12.0;106.0
1676;Mannen en vrouwen;Canada;Totaal alle leeftijden;2005;568.0;140.0;0.0;144.0;99.0;16.0;169.0
1677;Mannen en vrouwen;Canada;Totaal alle leeftijden;2006;600.0;161.0;0.0;146.0;135.0;16.0;143.0
1678;Mannen en vrouwen;Canada;Totaal alle leeftijden;2007;649.0;171.0;0.0;165.0;127.0;14.0;172.0
1679;Mannen en vrouwen;Canada;Totaal alle leeftijden;2008;781.0;205.0;0.0;195.0;133.0;30.0;218.0
1680;Mannen en vrouwen;Canada;Totaal alle leeftijden;2009;705.0;154.0;0.0;171.0;150.0;19.0;211.0
1681;Mannen en vrouwen;Canada;Totaal alle leeftijden;2010;755.0;153.0;0.0;175.0;193.0;19.0;215.0
1682;Mannen en vrouwen;Canada;Totaal alle leeftijden;2011;775.0;183.0;0.0;169.0;180.0;14.0;229.0
1683;Mannen en vrouwen;Canada;Jonger dan 13 jaar;1995;72.0;;0.0;72.0;;;0.0
1684;Mannen en vrouwen;Canada;Jonger dan 13 jaar;1996;87.0;;0.0;87.0;;;0.0
1685;Mannen en vrouwen;Canada;Jonger dan 13 jaar;1997;80.0;;0.0;79.0;;;1.0
1686;Mannen en vrouwen;Canada;Jonger dan 13 jaar;1998;87.0;;0.0;86.0;;;1.0
1687;Mannen en vrouwen;Canada;Jonger dan 13 jaar;1999;55.0;;0.0;55.0;;;0.0
1688;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2000;92.0;;0.0;92.0;;;0.0
1689;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2001;82.0;;0.0;82.0;;;0.0
1690;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2002;55.0;;0.0;55.0;;;0.0
1691;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2003;54.0;;0.0;54.0;;;0.0
1692;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2004;41.0;;0.0;41.0;;;0.0
1693;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2005;51.0;;0.0;50.0;;;1.0
1694;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2006;39.0;;0.0;39.0;;;0.0
1695;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2007;57.0;;0.0;57.0;;;0.0
1696;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2008;56.0;;0.0;56.0;;;0.0
1697;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2009;48.0;;0.0;48.0;;;0.0
1698;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2010;50.0;;0.0;50.0;;;0.0
1699;Mannen en vrouwen;Canada;Jonger dan 13 jaar;2011;51.0;;0.0;51.0;;;0.0
1700;Mannen en vrouwen;Canada;13 tot 18 jaar;1995;23.0;;0.0;23.0;0.0;0.0;0.0
1701;Mannen en vrouwen;Canada;13 tot 18 jaar;1996;24.0;;0.0;21.0;0.0;0.0;3.0
1702;Mannen en vrouwen;Canada;13 tot 18 jaar;1997;32.0;;0.0;23.0;4.0;0.0;5.0
1703;Mannen en vrouwen;Canada;13 tot 18 jaar;1998;17.0;;0.0;10.0;0.0;0.0;7.0
1704;Mannen en vrouwen;Canada;13 tot 18 jaar;1999;24.0;;0.0;17.0;0.0;0.0;7.0
1705;Mannen en vrouwen;Canada;13 tot 18 jaar;2000;25.0;;0.0;18.0;0.0;0.0;7.0
1706;Mannen en vrouwen;Canada;13 tot 18 jaar;2001;20.0;;0.0;20.0;0.0;0.0;0.0
1707;Mannen en vrouwen;Canada;13 tot 18 jaar;2002;15.0;;0.0;10.0;2.0;0.0;4.0
1708;Mannen en vrouwen;Canada;13 tot 18 jaar;2003;17.0;;0.0;12.0;0.0;0.0;5.0
1709;Mannen en vrouwen;Canada;13 tot 18 jaar;2004;8.0;;0.0;6.0;1.0;0.0;1.0
1710;Mannen en vrouwen;Canada;13 tot 18 jaar;2005;19.0;;0.0;8.0;1.0;0.0;10.0
1711;Mannen en vrouwen;Canada;13 tot 18 jaar;2006;8.0;;0.0;0.0;4.0;0.0;4.0
1712;Mannen en vrouwen;Canada;13 tot 18 jaar;2007;15.0;;0.0;10.0;1.0;0.0;4.0
1713;Mannen en vrouwen;Canada;13 tot 18 jaar;2008;12.0;;0.0;7.0;0.0;0.0;5.0
1714;Mannen en vrouwen;Canada;13 tot 18 jaar;2009;10.0;;0.0;5.0;0.0;0.0;5.0
1715;Mannen en vrouwen;Canada;13 tot 18 jaar;2010;9.0;;0.0;3.0;0.0;0.0;6.0
1716;Mannen en vrouwen;Canada;13 tot 18 jaar;2011;15.0;;0.0;12.0;0.0;0.0;3.0
1717;Mannen en vrouwen;Canada;18 tot 21 jaar;1995;21.0;0.0;0.0;0.0;12.0;9.0;0.0
1718;Mannen en vrouwen;Canada;18 tot 21 jaar;1996;37.0;9.0;0.0;12.0;3.0;0.0;13.0
1719;Mannen en vrouwen;Canada;18 tot 21 jaar;1997;36.0;3.0;0.0;4.0;6.0;10.0;13.0
1720;Mannen en vrouwen;Canada;18 tot 21 jaar;1998;33.0;1.0;0.0;5.0;2.0;14.0;11.0
1721;Mannen en vrouwen;Canada;18 tot 21 jaar;1999;41.0;0.0;0.0;12.0;5.0;12.0;13.0
1722;Mannen en vrouwen;Canada;18 tot 21 jaar;2000;48.0;5.0;0.0;8.0;4.0;12.0;19.0
1723;Mannen en vrouwen;Canada;18 tot 21 jaar;2001;43.0;4.0;0.0;10.0;5.0;8.0;17.0
1724;Mannen en vrouwen;Canada;18 tot 21 jaar;2002;56.0;4.0;0.0;13.0;12.0;11.0;16.0
1725;Mannen en vrouwen;Canada;18 tot 21 jaar;2003;35.0;3.0;0.0;3.0;10.0;8.0;11.0
1726;Mannen en vrouwen;Canada;18 tot 21 jaar;2004;41.0;4.0;0.0;2.0;12.0;6.0;16.0
1727;Mannen en vrouwen;Canada;18 tot 21 jaar;2005;31.0;2.0;0.0;1.0;9.0;8.0;10.0
1728;Mannen en vrouwen;Canada;18 tot 21 jaar;2006;41.0;3.0;0.0;0.0;27.0;6.0;6.0
1729;Mannen en vrouwen;Canada;18 tot 21 jaar;2007;48.0;1.0;0.0;0.0;9.0;7.0;31.0
1730;Mannen en vrouwen;Canada;18 tot 21 jaar;2008;48.0;0.0;0.0;0.0;15.0;10.0;23.0
1731;Mannen en vrouwen;Canada;18 tot 21 jaar;2009;63.0;0.0;0.0;3.0;24.0;4.0;31.0
1732;Mannen en vrouwen;Canada;18 tot 21 jaar;2010;86.0;0.0;0.0;0.0;41.0;5.0;40.0
1733;Mannen en vrouwen;Canada;18 tot 21 jaar;2011;64.0;1.0;0.0;1.0;21.0;8.0;32.0
1734;Mannen en vrouwen;Canada;21 tot 30 jaar;1995;77.0;27.0;0.0;44.0;3.0;0.0;2.0
1735;Mannen en vrouwen;Canada;21 tot 30 jaar;1996;162.0;54.0;0.0;66.0;30.0;9.0;3.0
1736;Mannen en vrouwen;Canada;21 tot 30 jaar;1997;151.0;58.0;0.0;44.0;27.0;14.0;7.0
1737;Mannen en vrouwen;Canada;21 tot 30 jaar;1998;193.0;66.0;0.0;66.0;37.0;20.0;5.0
1738;Mannen en vrouwen;Canada;21 tot 30 jaar;1999;206.0;62.0;0.0;72.0;35.0;25.0;13.0
1739;Mannen en vrouwen;Canada;21 tot 30 jaar;2000;204.0;89.0;0.0;62.0;27.0;18.0;9.0
1740;Mannen en vrouwen;Canada;21 tot 30 jaar;2001;265.0;81.0;0.0;76.0;48.0;14.0;46.0
1741;Mannen en vrouwen;Canada;21 tot 30 jaar;2002;202.0;51.0;0.0;53.0;48.0;11.0;39.0
1742;Mannen en vrouwen;Canada;21 tot 30 jaar;2003;194.0;58.0;0.0;35.0;40.0;7.0;55.0
1743;Mannen en vrouwen;Canada;21 tot 30 jaar;2004;214.0;43.0;0.0;24.0;69.0;5.0;73.0
1744;Mannen en vrouwen;Canada;21 tot 30 jaar;2005;302.0;56.0;0.0;21.0;81.0;8.0;135.0
1745;Mannen en vrouwen;Canada;21 tot 30 jaar;2006;302.0;63.0;0.0;39.0;85.0;10.0;105.0
1746;Mannen en vrouwen;Canada;21 tot 30 jaar;2007;315.0;62.0;0.0;19.0;101.0;7.0;126.0
1747;Mannen en vrouwen;Canada;21 tot 30 jaar;2008;404.0;81.0;0.0;38.0;103.0;18.0;163.0
1748;Mannen en vrouwen;Canada;21 tot 30 jaar;2009;361.0;54.0;0.0;21.0;106.0;14.0;166.0
1749;Mannen en vrouwen;Canada;21 tot 30 jaar;2010;371.0;47.0;0.0;34.0;122.0;14.0;154.0
1750;Mannen en vrouwen;Canada;21 tot 30 jaar;2011;383.0;46.0;0.0;22.0;128.0;6.0;180.0
1751;Mannen en vrouwen;Canada;30 tot 40 jaar;1995;109.0;47.0;0.0;57.0;2.0;2.0;0.0
1752;Mannen en vrouwen;Canada;30 tot 40 jaar;1996;140.0;69.0;0.0;60.0;8.0;2.0;2.0
1753;Mannen en vrouwen;Canada;30 tot 40 jaar;1997;147.0;72.0;0.0;67.0;7.0;1.0;0.0
1754;Mannen en vrouwen;Canada;30 tot 40 jaar;1998;127.0;56.0;0.0;67.0;5.0;0.0;0.0
1755;Mannen en vrouwen;Canada;30 tot 40 jaar;1999;145.0;70.0;0.0;64.0;8.0;2.0;0.0
1756;Mannen en vrouwen;Canada;30 tot 40 jaar;2000;153.0;73.0;0.0;72.0;5.0;1.0;2.0
1757;Mannen en vrouwen;Canada;30 tot 40 jaar;2001;159.0;76.0;0.0;76.0;4.0;0.0;2.0
1758;Mannen en vrouwen;Canada;30 tot 40 jaar;2002;130.0;55.0;0.0;60.0;5.0;2.0;8.0
1759;Mannen en vrouwen;Canada;30 tot 40 jaar;2003;114.0;51.0;0.0;50.0;9.0;1.0;3.0
1760;Mannen en vrouwen;Canada;30 tot 40 jaar;2004;107.0;39.0;0.0;45.0;9.0;1.0;13.0
1761;Mannen en vrouwen;Canada;30 tot 40 jaar;2005;91.0;43.0;0.0;34.0;8.0;0.0;6.0
1762;Mannen en vrouwen;Canada;30 tot 40 jaar;2006;115.0;44.0;0.0;34.0;19.0;0.0;18.0
1763;Mannen en vrouwen;Canada;30 tot 40 jaar;2007;120.0;55.0;0.0;45.0;13.0;0.0;7.0
1764;Mannen en vrouwen;Canada;30 tot 40 jaar;2008;159.0;68.0;0.0;52.0;12.0;2.0;25.0
1765;Mannen en vrouwen;Canada;30 tot 40 jaar;2009;143.0;65.0;0.0;54.0;16.0;0.0;9.0
1766;Mannen en vrouwen;Canada;30 tot 40 jaar;2010;162.0;64.0;0.0;59.0;24.0;0.0;15.0
1767;Mannen en vrouwen;Canada;30 tot 40 jaar;2011;146.0;68.0;0.0;43.0;22.0;0.0;13.0
1768;Mannen en vrouwen;Canada;40 jaar en ouder;1995;59.0;19.0;0.0;33.0;7.0;0.0;0.0
1769;Mannen en vrouwen;Canada;40 jaar en ouder;1996;88.0;34.0;0.0;50.0;3.0;1.0;0.0
1770;Mannen en vrouwen;Canada;40 jaar en ouder;1997;77.0;39.0;0.0;36.0;2.0;0.0;0.0
1771;Mannen en vrouwen;Canada;40 jaar en ouder;1998;87.0;46.0;0.0;37.0;4.0;0.0;1.0
1772;Mannen en vrouwen;Canada;40 jaar en ouder;1999;88.0;36.0;0.0;48.0;4.0;0.0;0.0
1773;Mannen en vrouwen;Canada;40 jaar en ouder;2000;104.0;49.0;0.0;53.0;1.0;0.0;1.0
1774;Mannen en vrouwen;Canada;40 jaar en ouder;2001;82.0;37.0;0.0;45.0;0.0;0.0;0.0
1775;Mannen en vrouwen;Canada;40 jaar en ouder;2002;114.0;52.0;0.0;59.0;1.0;0.0;2.0
1776;Mannen en vrouwen;Canada;40 jaar en ouder;2003;80.0;39.0;0.0;39.0;0.0;0.0;1.0
1777;Mannen en vrouwen;Canada;40 jaar en ouder;2004;70.0;34.0;0.0;30.0;2.0;0.0;3.0
1778;Mannen en vrouwen;Canada;40 jaar en ouder;2005;74.0;39.0;0.0;29.0;0.0;0.0;6.0
1779;Mannen en vrouwen;Canada;40 jaar en ouder;2006;95.0;51.0;0.0;34.0;0.0;0.0;10.0
1780;Mannen en vrouwen;Canada;40 jaar en ouder;2007;94.0;53.0;0.0;34.0;3.0;0.0;4.0
1781;Mannen en vrouwen;Canada;40 jaar en ouder;2008;102.0;56.0;0.0;43.0;2.0;0.0;1.0
1782;Mannen en vrouwen;Canada;40 jaar en ouder;2009;80.0;36.0;0.0;40.0;4.0;0.0;0.0
1783;Mannen en vrouwen;Canada;40 jaar en ouder;2010;77.0;42.0;0.0;29.0;6.0;0.0;0.0
1784;Mannen en vrouwen;Canada;40 jaar en ouder;2011;116.0;67.0;0.0;40.0;8.0;0.0;1.0
1785;Mannen en vrouwen;China;Totaal alle leeftijden;1995;1416.0;164.0;479.0;661.0;55.0;0.0;56.0
1786;Mannen en vrouwen;China;Totaal alle leeftijden;1996;1472.0;171.0;292.0;764.0;137.0;7.0;102.0
1787;Mannen en vrouwen;China;Totaal alle leeftijden;1997;1749.0;135.0;610.0;690.0;194.0;9.0;111.0
1788;Mannen en vrouwen;China;Totaal alle leeftijden;1998;1889.0;157.0;617.0;650.0;251.0;12.0;202.0
1789;Mannen en vrouwen;China;Totaal alle leeftijden;1999;1766.0;186.0;526.0;484.0;283.0;11.0;277.0
1790;Mannen en vrouwen;China;Totaal alle leeftijden;2000;2577.0;167.0;699.0;572.0;663.0;14.0;462.0
1791;Mannen en vrouwen;China;Totaal alle leeftijden;2001;3562.0;262.0;707.0;617.0;1504.0;11.0;460.0
1792;Mannen en vrouwen;China;Totaal alle leeftijden;2002;3827.0;215.0;343.0;669.0;2052.0;11.0;538.0
1793;Mannen en vrouwen;China;Totaal alle leeftijden;2003;3917.0;200.0;155.0;706.0;2234.0;8.0;613.0
1794;Mannen en vrouwen;China;Totaal alle leeftijden;2004;3383.0;214.0;49.0;607.0;1580.0;23.0;910.0
1795;Mannen en vrouwen;China;Totaal alle leeftijden;2005;3085.0;289.0;53.0;667.0;1318.0;15.0;742.0
1796;Mannen en vrouwen;China;Totaal alle leeftijden;2006;2943.0;462.0;56.0;779.0;1251.0;6.0;389.0
1797;Mannen en vrouwen;China;Totaal alle leeftijden;2007;3525.0;887.0;183.0;597.0;1444.0;28.0;385.0
1798;Mannen en vrouwen;China;Totaal alle leeftijden;2008;4554.0;1254.0;440.0;743.0;1812.0;25.0;279.0
1799;Mannen en vrouwen;China;Totaal alle leeftijden;2009;4554.0;952.0;295.0;695.0;2221.0;45.0;346.0
1800;Mannen en vrouwen;China;Totaal alle leeftijden;2010;4639.0;905.0;270.0;832.0;2320.0;46.0;266.0
1801;Mannen en vrouwen;China;Totaal alle leeftijden;2011;5642.0;1487.0;152.0;943.0;2761.0;71.0;228.0
1802;Mannen en vrouwen;China;Jonger dan 13 jaar;1995;242.0;;29.0;164.0;;;49.0
1803;Mannen en vrouwen;China;Jonger dan 13 jaar;1996;229.0;;10.0;128.0;;;91.0
1804;Mannen en vrouwen;China;Jonger dan 13 jaar;1997;198.0;;6.0;96.0;;;96.0
1805;Mannen en vrouwen;China;Jonger dan 13 jaar;1998;280.0;;4.0;86.0;;;190.0
1806;Mannen en vrouwen;China;Jonger dan 13 jaar;1999;346.0;;2.0;84.0;;;260.0
1807;Mannen en vrouwen;China;Jonger dan 13 jaar;2000;564.0;;9.0;120.0;;;435.0
1808;Mannen en vrouwen;China;Jonger dan 13 jaar;2001;538.0;;10.0;100.0;;;428.0
1809;Mannen en vrouwen;China;Jonger dan 13 jaar;2002;613.0;;9.0;91.0;;;513.0
1810;Mannen en vrouwen;China;Jonger dan 13 jaar;2003;644.0;;2.0;79.0;;;563.0
1811;Mannen en vrouwen;China;Jonger dan 13 jaar;2004;836.0;;1.0;84.0;;;751.0
1812;Mannen en vrouwen;China;Jonger dan 13 jaar;2005;693.0;;1.0;82.0;;;610.0
1813;Mannen en vrouwen;China;Jonger dan 13 jaar;2006;407.0;;0.0;66.0;;;341.0
