ID;HerkomstVanUitvoer;Perioden;UitvoerVanGoederenEnDiensten_1;UitvoerVanGoederen_2;UitvoerVanDiensten_3;UitvoerVanGoederenEnDiensten_4;UitvoerVanGoederen_5;UitvoerVanDiensten_6;UitvoerVanGoederenEnDiensten_7;UitvoerVanGoederen_8;UitvoerVanDiensten_9;UitvoerVanGoederenEnDiensten_10;UitvoerVanGoederen_11;UitvoerVanDiensten_12
2144;80 Beveiligings- en opsporingsdiensten;2005;28;2;26;29.0;1.0;27.0;625.0;50.0;1200.0;98.2;150.0;95.9
2145;80 Beveiligings- en opsporingsdiensten;2006;47;2;45;51.0;2.0;49.0;78.6;50.0;80.8;92.3;100.0;91.8
2146;80 Beveiligings- en opsporingsdiensten;2007;50;3;47;53.0;3.0;50.0;4.3;50.0;2.2;94.2;100.0;93.8
2147;80 Beveiligings- en opsporingsdiensten;2008;54;3;51;56.0;3.0;53.0;6.0;0.0;6.4;96.0;100.0;95.7
2148;80 Beveiligings- en opsporingsdiensten;2009;49;3;46;50.0;3.0;47.0;-11.1;0.0;-11.8;98.0;100.0;97.8
2149;80 Beveiligings- en opsporingsdiensten;2010;49;3;46;49.0;3.0;46.0;-2.0;0.0;-2.2;100.0;100.0;100.0
2150;80 Beveiligings- en opsporingsdiensten;2011;60;3;57;60.0;3.0;57.0;22.4;0.0;23.9;100.0;100.0;100.0
2151;80 Beveiligings- en opsporingsdiensten;2012;64;3;61;63.0;3.0;60.0;5.0;0.0;5.3;101.6;100.0;101.7
2152;80 Beveiligings- en opsporingsdiensten;2013;68;3;65;65.0;3.0;62.0;3.1;0.0;3.3;104.7;100.0;104.9
2153;80 Beveiligings- en opsporingsdiensten;2014;69;4;65;66.0;4.0;62.0;1.5;33.3;0.0;104.7;100.0;104.9
2154;80 Beveiligings- en opsporingsdiensten;2015;88;4;84;83.0;4.0;79.0;26.1;0.0;27.7;105.9;100.0;106.2
2155;80 Beveiligings- en opsporingsdiensten;2016;92;4;88;87.0;4.0;83.0;4.5;0.0;4.8;105.9;100.0;106.2
2156;81 Schoonmaakbedrijven, hoveniers e.d.;1995;3;0;3;3.0;;3.0;;;;94.9;;94.9
2157;81 Schoonmaakbedrijven, hoveniers e.d.;1996;4;0;4;4.0;;4.0;33.3;;33.3;94.9;;94.9
2158;81 Schoonmaakbedrijven, hoveniers e.d.;1997;5;0;5;5.0;;5.0;25.0;;25.0;94.9;;94.9
2159;81 Schoonmaakbedrijven, hoveniers e.d.;1998;5;0;5;5.0;;5.0;0.0;;0.0;94.9;;94.9
2160;81 Schoonmaakbedrijven, hoveniers e.d.;1999;6;0;6;6.0;;6.0;20.0;;20.0;94.9;;94.9
2161;81 Schoonmaakbedrijven, hoveniers e.d.;2000;6;0;6;6.0;;6.0;0.0;;0.0;94.9;;94.9
2162;81 Schoonmaakbedrijven, hoveniers e.d.;2001;5;0;5;5.0;;5.0;-16.7;;-16.7;94.9;;94.9
2163;81 Schoonmaakbedrijven, hoveniers e.d.;2002;5;0;5;5.0;;5.0;0.0;;0.0;94.9;;94.9
2164;81 Schoonmaakbedrijven, hoveniers e.d.;2003;5;0;5;5.0;;5.0;0.0;;0.0;94.9;;94.9
2165;81 Schoonmaakbedrijven, hoveniers e.d.;2004;7;0;7;7.0;;7.0;40.0;;40.0;94.9;;94.9
2166;81 Schoonmaakbedrijven, hoveniers e.d.;2005;6;0;6;7.0;;7.0;0.0;;0.0;81.4;;81.4
2167;81 Schoonmaakbedrijven, hoveniers e.d.;2006;56;0;56;66.0;;66.0;800.0;;800.0;84.4;;84.4
2168;81 Schoonmaakbedrijven, hoveniers e.d.;2007;59;0;59;66.0;;66.0;0.0;;0.0;88.9;;88.9
2169;81 Schoonmaakbedrijven, hoveniers e.d.;2008;63;0;63;68.0;;68.0;1.7;;1.7;93.3;;93.3
2170;81 Schoonmaakbedrijven, hoveniers e.d.;2009;57;0;57;59.0;;59.0;-12.7;;-12.7;96.7;;96.7
2171;81 Schoonmaakbedrijven, hoveniers e.d.;2010;61;0;61;61.0;0.0;61.0;3.5;;3.5;100.0;;100.0
2172;81 Schoonmaakbedrijven, hoveniers e.d.;2011;78;0;78;76.0;;76.0;24.6;;24.6;102.6;;102.6
2173;81 Schoonmaakbedrijven, hoveniers e.d.;2012;82;0;82;79.0;;79.0;3.8;;3.8;103.9;;103.9
2174;81 Schoonmaakbedrijven, hoveniers e.d.;2013;102;0;102;98.0;;98.0;24.4;;24.4;103.9;;103.9
2175;81 Schoonmaakbedrijven, hoveniers e.d.;2014;101;0;101;97.0;;97.0;-1.0;;-1.0;103.9;;103.9
2176;81 Schoonmaakbedrijven, hoveniers e.d.;2015;101;0;101;97.0;;97.0;0.0;;0.0;103.9;;103.9
2177;81 Schoonmaakbedrijven, hoveniers e.d.;2016;106;0;106;101.0;;101.0;4.0;;4.0;104.9;;104.9
2178;82 Overige zakelijke dienstverlening;1995;258;1;257;392.0;0.0;399.0;;;;65.7;1137.8;64.4
2179;82 Overige zakelijke dienstverlening;1996;270;1;269;414.0;0.0;421.0;5.4;0.0;5.4;65.3;1137.8;63.9
2180;82 Overige zakelijke dienstverlening;1997;298;1;297;444.0;0.0;452.0;7.4;0.0;7.4;67.1;1137.8;65.7
2181;82 Overige zakelijke dienstverlening;1998;326;1;325;464.0;0.0;472.0;4.4;0.0;4.4;70.3;1137.8;68.8
2182;82 Overige zakelijke dienstverlening;1999;370;1;369;515.0;0.0;524.0;11.0;0.0;11.1;71.8;1137.8;70.4
2183;82 Overige zakelijke dienstverlening;2000;433;1;432;571.0;0.0;581.0;10.8;0.0;10.8;75.9;1137.8;74.3
2184;82 Overige zakelijke dienstverlening;2001;397;2;395;494.0;0.0;502.0;-13.4;100.0;-13.7;80.3;1137.8;78.7
2185;82 Overige zakelijke dienstverlening;2002;419;2;417;503.0;0.0;510.0;1.8;50.0;1.5;83.3;758.5;81.8
2186;82 Overige zakelijke dienstverlening;2003;381;2;379;441.0;1.0;444.0;-12.4;100.0;-12.9;86.5;379.3;85.4
2187;82 Overige zakelijke dienstverlening;2004;410;3;407;460.0;1.0;461.0;4.5;100.0;4.0;89.1;284.4;88.3
2188;82 Overige zakelijke dienstverlening;2005;425;3;422;467.0;1.0;468.0;1.5;0.0;1.5;91.0;284.4;90.2
2189;82 Overige zakelijke dienstverlening;2006;426;3;423;463.0;1.0;462.0;-0.9;33.3;-1.2;92.1;213.3;91.5
2190;82 Overige zakelijke dienstverlening;2007;469;3;466;503.0;2.0;502.0;8.7;33.3;8.5;93.3;160.0;92.9
2191;82 Overige zakelijke dienstverlening;2008;532;3;529;550.0;3.0;548.0;9.4;33.3;9.2;96.8;120.0;96.5
2192;82 Overige zakelijke dienstverlening;2009;480;4;476;486.0;3.0;483.0;-11.7;33.3;-11.9;98.8;120.0;98.6
2193;82 Overige zakelijke dienstverlening;2010;505;5;500;505.0;5.0;500.0;4.0;50.0;3.6;100.0;100.0;100.0
2194;82 Overige zakelijke dienstverlening;2011;607;4;603;598.0;4.0;594.0;18.4;-20.0;18.8;101.5;100.0;101.5
2195;82 Overige zakelijke dienstverlening;2012;704;6;698;687.0;6.0;681.0;14.8;50.0;14.6;102.5;100.0;102.5
2196;82 Overige zakelijke dienstverlening;2013;779;6;773;761.0;6.0;755.0;10.8;0.0;10.9;102.4;100.0;102.4
2197;82 Overige zakelijke dienstverlening;2014;819;7;812;790.0;6.0;784.0;3.9;0.0;3.9;103.7;116.7;103.6
2198;82 Overige zakelijke dienstverlening;2015;933;6;927;886.0;4.0;882.0;12.1;-28.6;12.4;105.4;140.0;105.1
2199;82 Overige zakelijke dienstverlening;2016;996;8;988;932.0;6.0;926.0;5.3;33.3;5.1;106.9;140.0;106.7
2200;O-Q Overheid en zorg;1995;492;127;365;834.0;143.0;708.0;;;;59.0;88.5;51.6
2201;O-Q Overheid en zorg;1996;525;123;402;920.0;163.0;774.0;10.4;13.4;9.3;57.0;75.6;52.0
2202;O-Q Overheid en zorg;1997;560;136;424;957.0;177.0;793.0;4.0;8.9;2.5;58.5;76.7;53.5
2203;O-Q Overheid en zorg;1998;568;125;443;949.0;167.0;799.0;-0.9;-5.9;0.7;59.9;74.9;55.5
2204;O-Q Overheid en zorg;1999;586;126;460;987.0;181.0;820.0;4.0;8.8;2.7;59.4;69.4;56.1
2205;O-Q Overheid en zorg;2000;620;144;476;1004.0;184.0;835.0;1.7;1.6;1.7;61.8;78.1;57.0
2206;O-Q Overheid en zorg;2001;789;154;635;1041.0;210.0;840.0;3.7;13.9;0.6;75.8;73.3;75.6
2207;O-Q Overheid en zorg;2002;716;152;564;926.0;209.0;726.0;-11.0;-0.6;-13.5;77.3;72.9;77.7
2208;O-Q Overheid en zorg;2003;829;172;657;1038.0;243.0;805.0;12.0;16.4;10.8;79.9;70.8;81.7
2209;O-Q Overheid en zorg;2004;933;208;725;1126.0;273.0;866.0;8.6;12.2;7.6;82.8;76.3;83.7
2210;O-Q Overheid en zorg;2005;975;182;793;1135.0;215.0;927.0;0.8;-21.2;7.0;85.9;84.7;85.6
2211;O-Q Overheid en zorg;2006;1081;211;870;1212.0;227.0;992.0;6.8;5.5;7.1;89.2;93.1;87.7
2212;O-Q Overheid en zorg;2007;1161;225;936;1216.0;219.0;1005.0;0.4;-3.3;1.3;95.5;102.6;93.2
2213;O-Q Overheid en zorg;2008;1192;235;957;1209.0;213.0;1004.0;-0.6;-2.7;-0.1;98.6;110.1;95.4
2214;O-Q Overheid en zorg;2009;1218;279;939;1236.0;278.0;958.0;2.3;30.2;-4.6;98.5;100.4;98.1
2215;O-Q Overheid en zorg;2010;1221;238;983;1221.0;238.0;983.0;-1.2;-14.3;2.7;100.0;100.0;100.0
2216;O-Q Overheid en zorg;2011;1353;234;1119;1309.0;219.0;1090.0;7.2;-8.0;10.9;103.4;106.8;102.7
2217;O-Q Overheid en zorg;2012;1352;227;1125;1312.0;220.0;1092.0;0.2;0.4;0.2;103.1;103.2;103.0
2218;O-Q Overheid en zorg;2013;1273;229;1044;1212.0;232.0;980.0;-7.6;5.3;-10.2;105.0;98.9;106.5
2219;O-Q Overheid en zorg;2014;1337;222;1115;1275.0;229.0;1045.0;5.2;-1.3;6.6;104.9;97.1;106.7
2220;O-Q Overheid en zorg;2015;1375;191;1184;1324.0;217.0;1104.0;3.9;-5.0;5.7;103.8;87.9;107.2
2221;O-Q Overheid en zorg;2016;1341;172;1169;1338.0;214.0;1120.0;1.0;-1.6;1.4;100.2;80.5;104.4
2222;O Openbaar bestuur en overheidsdiensten;1995;316;127;189;622.0;143.0;505.0;;;;50.8;88.5;37.4
2223;O Openbaar bestuur en overheidsdiensten;1996;335;123;212;706.0;163.0;575.0;13.6;13.4;13.8;47.4;75.6;36.9
2224;O Openbaar bestuur en overheidsdiensten;1997;358;136;222;729.0;177.0;575.0;3.3;8.9;0.0;49.1;76.7;38.6
2225;O Openbaar bestuur en overheidsdiensten;1998;360;125;235;713.0;167.0;575.0;-2.2;-5.9;0.0;50.5;74.9;40.9
2226;O Openbaar bestuur en overheidsdiensten;1999;372;126;246;749.0;181.0;592.0;5.0;8.8;3.0;49.7;69.4;41.5
2227;O Openbaar bestuur en overheidsdiensten;2000;398;144;254;755.0;184.0;595.0;0.8;1.6;0.4;52.7;78.1;42.7
2228;O Openbaar bestuur en overheidsdiensten;2001;559;154;405;795.0;210.0;597.0;5.3;13.9;0.4;70.3;73.3;67.9
2229;O Openbaar bestuur en overheidsdiensten;2002;466;152;314;648.0;209.0;447.0;-18.4;-0.6;-25.2;71.9;72.9;70.3
2230;O Openbaar bestuur en overheidsdiensten;2003;572;172;400;759.0;243.0;525.0;17.2;16.4;17.5;75.3;70.8;76.2
2231;O Openbaar bestuur en overheidsdiensten;2004;655;208;447;829.0;273.0;565.0;9.1;12.2;7.7;79.1;76.3;79.1
2232;O Openbaar bestuur en overheidsdiensten;2005;671;182;489;810.0;215.0;602.0;-2.3;-21.2;6.5;82.9;84.7;81.2
2233;O Openbaar bestuur en overheidsdiensten;2006;771;211;560;887.0;227.0;669.0;9.5;5.5;11.0;86.9;93.1;83.8
2234;O Openbaar bestuur en overheidsdiensten;2007;837;225;612;880.0;219.0;670.0;-0.8;-3.3;0.2;95.1;102.6;91.4
2235;O Openbaar bestuur en overheidsdiensten;2008;855;235;620;866.0;213.0;662.0;-1.6;-2.7;-1.1;98.7;110.1;93.6
2236;O Openbaar bestuur en overheidsdiensten;2009;870;279;591;885.0;278.0;607.0;2.2;30.2;-8.4;98.3;100.4;97.4
2237;O Openbaar bestuur en overheidsdiensten;2010;859;238;621;859.0;238.0;621.0;-3.0;-14.3;2.4;100.0;100.0;100.0
2238;O Openbaar bestuur en overheidsdiensten;2011;934;234;700;898.0;219.0;679.0;4.5;-8.0;9.3;104.0;106.8;103.1
2239;O Openbaar bestuur en overheidsdiensten;2012;910;227;683;883.0;220.0;663.0;-1.7;0.4;-2.4;103.1;103.2;103.1
2240;O Openbaar bestuur en overheidsdiensten;2013;859;229;630;819.0;232.0;587.0;-7.3;5.3;-11.4;104.9;98.9;107.4
2241;O Openbaar bestuur en overheidsdiensten;2014;930;222;708;889.0;229.0;659.0;8.6;-1.3;12.2;104.6;97.1;107.5
2242;O Openbaar bestuur en overheidsdiensten;2015;960;191;769;935.0;217.0;713.0;5.2;-5.0;8.3;102.7;87.9;107.8
2243;O Openbaar bestuur en overheidsdiensten;2016;922;172;750;951.0;214.0;731.0;1.7;-1.6;2.5;97.0;80.5;102.6
2244;84 Openbaar bestuur en overheidsdiensten;1995;316;127;189;622.0;143.0;505.0;;;;50.8;88.5;37.4
2245;84 Openbaar bestuur en overheidsdiensten;1996;335;123;212;706.0;163.0;575.0;13.6;13.4;13.8;47.4;75.6;36.9
2246;84 Openbaar bestuur en overheidsdiensten;1997;358;136;222;729.0;177.0;575.0;3.3;8.9;0.0;49.1;76.7;38.6
2247;84 Openbaar bestuur en overheidsdiensten;1998;360;125;235;713.0;167.0;575.0;-2.2;-5.9;0.0;50.5;74.9;40.9
2248;84 Openbaar bestuur en overheidsdiensten;1999;372;126;246;749.0;181.0;592.0;5.0;8.8;3.0;49.7;69.4;41.5
2249;84 Openbaar bestuur en overheidsdiensten;2000;398;144;254;755.0;184.0;595.0;0.8;1.6;0.4;52.7;78.1;42.7
2250;84 Openbaar bestuur en overheidsdiensten;2001;559;154;405;795.0;210.0;597.0;5.3;13.9;0.4;70.3;73.3;67.9
2251;84 Openbaar bestuur en overheidsdiensten;2002;466;152;314;648.0;209.0;447.0;-18.4;-0.6;-25.2;71.9;72.9;70.3
2252;84 Openbaar bestuur en overheidsdiensten;2003;572;172;400;759.0;243.0;525.0;17.2;16.4;17.5;75.3;70.8;76.2
2253;84 Openbaar bestuur en overheidsdiensten;2004;655;208;447;829.0;273.0;565.0;9.1;12.2;7.7;79.1;76.3;79.1
2254;84 Openbaar bestuur en overheidsdiensten;2005;671;182;489;810.0;215.0;602.0;-2.3;-21.2;6.5;82.9;84.7;81.2
2255;84 Openbaar bestuur en overheidsdiensten;2006;771;211;560;887.0;227.0;669.0;9.5;5.5;11.0;86.9;93.1;83.8
2256;84 Openbaar bestuur en overheidsdiensten;2007;837;225;612;880.0;219.0;670.0;-0.8;-3.3;0.2;95.1;102.6;91.4
2257;84 Openbaar bestuur en overheidsdiensten;2008;855;235;620;866.0;213.0;662.0;-1.6;-2.7;-1.1;98.7;110.1;93.6
2258;84 Openbaar bestuur en overheidsdiensten;2009;870;279;591;885.0;278.0;607.0;2.2;30.2;-8.4;98.3;100.4;97.4
2259;84 Openbaar bestuur en overheidsdiensten;2010;859;238;621;859.0;238.0;621.0;-3.0;-14.3;2.4;100.0;100.0;100.0
2260;84 Openbaar bestuur en overheidsdiensten;2011;934;234;700;898.0;219.0;679.0;4.5;-8.0;9.3;104.0;106.8;103.1
2261;84 Openbaar bestuur en overheidsdiensten;2012;910;227;683;883.0;220.0;663.0;-1.7;0.4;-2.4;103.1;103.2;103.1
2262;84 Openbaar bestuur en overheidsdiensten;2013;859;229;630;819.0;232.0;587.0;-7.3;5.3;-11.4;104.9;98.9;107.4
2263;84 Openbaar bestuur en overheidsdiensten;2014;930;222;708;889.0;229.0;659.0;8.6;-1.3;12.2;104.6;97.1;107.5
2264;84 Openbaar bestuur en overheidsdiensten;2015;960;191;769;935.0;217.0;713.0;5.2;-5.0;8.3;102.7;87.9;107.8
2265;84 Openbaar bestuur en overheidsdiensten;2016;922;172;750;951.0;214.0;731.0;1.7;-1.6;2.5;97.0;80.5;102.6
2266;P Onderwijs;1995;128;0;128;155.0;;155.0;;;;82.8;;82.8
2267;P Onderwijs;1996;141;0;141;164.0;;164.0;6.3;;6.3;85.9;;85.9
2268;P Onderwijs;1997;152;0;152;175.0;;175.0;6.4;;6.4;87.0;;87.0
2269;P Onderwijs;1998;157;0;157;178.0;;178.0;2.0;;2.0;88.2;;88.2
2270;P Onderwijs;1999;164;0;164;185.0;;185.0;3.8;;3.8;88.7;;88.7
2271;P Onderwijs;2000;170;0;170;192.0;;192.0;3.7;;3.7;88.7;;88.7
2272;P Onderwijs;2001;177;0;177;195.0;;195.0;1.8;;1.8;90.7;;90.7
2273;P Onderwijs;2002;191;0;191;208.0;;208.0;6.8;;6.8;91.7;;91.7
2274;P Onderwijs;2003;193;0;193;210.0;;210.0;1.0;;1.0;91.7;;91.7
2275;P Onderwijs;2004;211;0;211;229.0;;229.0;8.8;;8.8;92.1;;92.1
2276;P Onderwijs;2005;233;0;233;250.0;;250.0;9.0;;9.0;93.3;;93.3
2277;P Onderwijs;2006;237;0;237;251.0;;251.0;0.4;;0.4;94.5;;94.5
2278;P Onderwijs;2007;245;0;245;256.0;;256.0;2.1;;2.1;95.7;;95.7
2279;P Onderwijs;2008;251;0;251;256.0;;256.0;0.0;;0.0;98.1;;98.1
2280;P Onderwijs;2009;254;0;254;256.0;;256.0;0.0;;0.0;99.2;;99.2
2281;P Onderwijs;2010;258;0;258;258.0;0.0;258.0;0.8;;0.8;100.0;;100.0
2282;P Onderwijs;2011;294;0;294;289.0;;289.0;12.0;;12.0;101.7;;101.7
2283;P Onderwijs;2012;297;0;297;290.0;;290.0;0.3;;0.3;102.4;;102.4
2284;P Onderwijs;2013;279;0;279;269.0;;269.0;-7.4;;-7.4;103.9;;103.9
2285;P Onderwijs;2014;275;0;275;266.0;;266.0;-1.1;;-1.1;103.5;;103.5
2286;P Onderwijs;2015;283;0;283;269.0;;269.0;1.5;;1.5;105.0;;105.0
2287;P Onderwijs;2016;290;0;290;272.0;;272.0;1.1;;1.1;106.5;;106.5
2288;85 Onderwijs;1995;128;0;128;155.0;;155.0;;;;82.8;;82.8
2289;85 Onderwijs;1996;141;0;141;164.0;;164.0;6.3;;6.3;85.9;;85.9
2290;85 Onderwijs;1997;152;0;152;175.0;;175.0;6.4;;6.4;87.0;;87.0
2291;85 Onderwijs;1998;157;0;157;178.0;;178.0;2.0;;2.0;88.2;;88.2
2292;85 Onderwijs;1999;164;0;164;185.0;;185.0;3.8;;3.8;88.7;;88.7
2293;85 Onderwijs;2000;170;0;170;192.0;;192.0;3.7;;3.7;88.7;;88.7
2294;85 Onderwijs;2001;177;0;177;195.0;;195.0;1.8;;1.8;90.7;;90.7
2295;85 Onderwijs;2002;191;0;191;208.0;;208.0;6.8;;6.8;91.7;;91.7
2296;85 Onderwijs;2003;193;0;193;210.0;;210.0;1.0;;1.0;91.7;;91.7
2297;85 Onderwijs;2004;211;0;211;229.0;;229.0;8.8;;8.8;92.1;;92.1
2298;85 Onderwijs;2005;233;0;233;250.0;;250.0;9.0;;9.0;93.3;;93.3
2299;85 Onderwijs;2006;237;0;237;251.0;;251.0;0.4;;0.4;94.5;;94.5
2300;85 Onderwijs;2007;245;0;245;256.0;;256.0;2.1;;2.1;95.7;;95.7
2301;85 Onderwijs;2008;251;0;251;256.0;;256.0;0.0;;0.0;98.1;;98.1
2302;85 Onderwijs;2009;254;0;254;256.0;;256.0;0.0;;0.0;99.2;;99.2
2303;85 Onderwijs;2010;258;0;258;258.0;0.0;258.0;0.8;;0.8;100.0;;100.0
2304;85 Onderwijs;2011;294;0;294;289.0;;289.0;12.0;;12.0;101.7;;101.7
2305;85 Onderwijs;2012;297;0;297;290.0;;290.0;0.3;;0.3;102.4;;102.4
2306;85 Onderwijs;2013;279;0;279;269.0;;269.0;-7.4;;-7.4;103.9;;103.9
2307;85 Onderwijs;2014;275;0;275;266.0;;266.0;-1.1;;-1.1;103.5;;103.5
2308;85 Onderwijs;2015;283;0;283;269.0;;269.0;1.5;;1.5;105.0;;105.0
2309;85 Onderwijs;2016;290;0;290;272.0;;272.0;1.1;;1.1;106.5;;106.5
2310;Q Gezondheids- en welzijnszorg;1995;48;0;48;60.0;;60.0;;;;79.8;;79.8
2311;Q Gezondheids- en welzijnszorg;1996;49;0;49;60.0;;60.0;0.0;;0.0;81.5;;81.5
2312;Q Gezondheids- en welzijnszorg;1997;50;0;50;61.0;;61.0;2.0;;2.0;81.5;;81.5
2313;Q Gezondheids- en welzijnszorg;1998;51;0;51;61.0;;61.0;0.0;;0.0;83.1;;83.1
2314;Q Gezondheids- en welzijnszorg;1999;50;0;50;60.0;;60.0;-2.0;;-2.0;83.1;;83.1
2315;Q Gezondheids- en welzijnszorg;2000;52;0;52;61.0;;61.0;2.0;;2.0;84.7;;84.7
2316;Q Gezondheids- en welzijnszorg;2001;53;0;53;60.0;;60.0;-1.9;;-1.9;88.0;;88.0
2317;Q Gezondheids- en welzijnszorg;2002;59;0;59;65.0;;65.0;7.5;;7.5;91.1;;91.1
2318;Q Gezondheids- en welzijnszorg;2003;64;0;64;69.0;;69.0;6.8;;6.8;92.6;;92.6
2319;Q Gezondheids- en welzijnszorg;2004;67;0;67;71.0;;71.0;3.1;;3.1;94.0;;94.0
2320;Q Gezondheids- en welzijnszorg;2005;71;0;71;74.0;;74.0;4.5;;4.5;95.3;;95.3
2321;Q Gezondheids- en welzijnszorg;2006;73;0;73;76.0;;76.0;1.4;;1.4;96.6;;96.6
2322;Q Gezondheids- en welzijnszorg;2007;79;0;79;81.0;;81.0;6.8;;6.8;97.9;;97.9
2323;Q Gezondheids- en welzijnszorg;2008;86;0;86;87.0;;87.0;7.6;;7.6;99.0;;99.0
2324;Q Gezondheids- en welzijnszorg;2009;94;0;94;95.0;;95.0;9.3;;9.3;99.0;;99.0
2325;Q Gezondheids- en welzijnszorg;2010;104;0;104;104.0;0.0;104.0;9.6;;9.6;100.0;;100.0
2326;Q Gezondheids- en welzijnszorg;2011;125;0;125;122.0;;122.0;17.3;;17.3;102.5;;102.5
2327;Q Gezondheids- en welzijnszorg;2012;145;0;145;140.0;;140.0;14.4;;14.4;103.9;;103.9
2328;Q Gezondheids- en welzijnszorg;2013;135;0;135;125.0;;125.0;-10.3;;-10.3;107.9;;107.9
2329;Q Gezondheids- en welzijnszorg;2014;132;0;132;120.0;;120.0;-3.7;;-3.7;109.5;;109.5
2330;Q Gezondheids- en welzijnszorg;2015;132;0;132;120.0;;120.0;0.0;;0.0;109.5;;109.5
2331;Q Gezondheids- en welzijnszorg;2016;129;0;129;116.0;;116.0;-3.8;;-3.8;111.3;;111.3
2332;86 Gezondheidszorg;1995;48;0;48;60.0;;60.0;;;;79.8;;79.8
2333;86 Gezondheidszorg;1996;49;0;49;60.0;;60.0;0.0;;0.0;81.5;;81.5
2334;86 Gezondheidszorg;1997;50;0;50;61.0;;61.0;2.0;;2.0;81.5;;81.5
2335;86 Gezondheidszorg;1998;51;0;51;61.0;;61.0;0.0;;0.0;83.1;;83.1
2336;86 Gezondheidszorg;1999;50;0;50;60.0;;60.0;-2.0;;-2.0;83.1;;83.1
2337;86 Gezondheidszorg;2000;52;0;52;61.0;;61.0;2.0;;2.0;84.7;;84.7
2338;86 Gezondheidszorg;2001;53;0;53;60.0;;60.0;-1.9;;-1.9;88.0;;88.0
2339;86 Gezondheidszorg;2002;59;0;59;65.0;;65.0;7.5;;7.5;91.1;;91.1
2340;86 Gezondheidszorg;2003;64;0;64;69.0;;69.0;6.8;;6.8;92.6;;92.6
2341;86 Gezondheidszorg;2004;67;0;67;71.0;;71.0;3.1;;3.1;94.0;;94.0
2342;86 Gezondheidszorg;2005;71;0;71;74.0;;74.0;4.5;;4.5;95.3;;95.3
2343;86 Gezondheidszorg;2006;73;0;73;76.0;;76.0;1.4;;1.4;96.6;;96.6
2344;86 Gezondheidszorg;2007;79;0;79;81.0;;81.0;6.8;;6.8;97.9;;97.9
2345;86 Gezondheidszorg;2008;86;0;86;87.0;;87.0;7.6;;7.6;99.0;;99.0
2346;86 Gezondheidszorg;2009;94;0;94;95.0;;95.0;9.3;;9.3;99.0;;99.0
2347;86 Gezondheidszorg;2010;104;0;104;104.0;0.0;104.0;9.6;;9.6;100.0;;100.0
2348;86 Gezondheidszorg;2011;125;0;125;122.0;;122.0;17.3;;17.3;102.5;;102.5
2349;86 Gezondheidszorg;2012;145;0;145;140.0;;140.0;14.4;;14.4;103.9;;103.9
2350;86 Gezondheidszorg;2013;135;0;135;125.0;;125.0;-10.3;;-10.3;107.9;;107.9
2351;86 Gezondheidszorg;2014;132;0;132;120.0;;120.0;-3.7;;-3.7;109.5;;109.5
2352;86 Gezondheidszorg;2015;132;0;132;120.0;;120.0;0.0;;0.0;109.5;;109.5
2353;86 Gezondheidszorg;2016;129;0;129;116.0;;116.0;-3.8;;-3.8;111.3;;111.3
2354;87-88 Verzorging en welzijn;1995;0;0;0;;;;;;;;;
2355;87-88 Verzorging en welzijn;1996;0;0;0;;;;;;;;;
2356;87-88 Verzorging en welzijn;1997;0;0;0;;;;;;;;;
2357;87-88 Verzorging en welzijn;1998;0;0;0;;;;;;;;;
2358;87-88 Verzorging en welzijn;1999;0;0;0;;;;;;;;;
2359;87-88 Verzorging en welzijn;2000;0;0;0;;;;;;;;;
2360;87-88 Verzorging en welzijn;2001;0;0;0;;;;;;;;;
2361;87-88 Verzorging en welzijn;2002;0;0;0;;;;;;;;;
2362;87-88 Verzorging en welzijn;2003;0;0;0;;;;;;;;;
2363;87-88 Verzorging en welzijn;2004;0;0;0;;;;;;;;;
2364;87-88 Verzorging en welzijn;2005;0;0;0;;;;;;;;;
2365;87-88 Verzorging en welzijn;2006;0;0;0;;;;;;;;;
2366;87-88 Verzorging en welzijn;2007;0;0;0;;;;;;;;;
2367;87-88 Verzorging en welzijn;2008;0;0;0;;;;;;;;;
2368;87-88 Verzorging en welzijn;2009;0;0;0;;;;;;;;;
2369;87-88 Verzorging en welzijn;2010;0;0;0;0.0;0.0;0.0;;;;;;
2370;87-88 Verzorging en welzijn;2011;0;0;0;;;;;;;;;
2371;87-88 Verzorging en welzijn;2012;0;0;0;;;;;;;;;
2372;87-88 Verzorging en welzijn;2013;0;0;0;;;;;;;;;
2373;87-88 Verzorging en welzijn;2014;0;0;0;;;;;;;;;
2374;87-88 Verzorging en welzijn;2015;0;0;0;;;;;;;;;
2375;87-88 Verzorging en welzijn;2016;0;0;0;;;;;;;;;
2376;R-U Cultuur, recreatie, overige diensten;1995;207;51;156;264.0;58.0;205.0;;;;78.5;88.0;75.9
2377;R-U Cultuur, recreatie, overige diensten;1996;209;43;166;264.0;52.0;212.0;0.0;-9.8;3.2;79.3;82.3;78.3
2378;R-U Cultuur, recreatie, overige diensten;1997;220;56;164;271.0;67.0;204.0;2.9;27.9;-3.6;81.1;83.8;80.2
2379;R-U Cultuur, recreatie, overige diensten;1998;228;54;174;277.0;64.0;213.0;2.3;-3.6;4.3;82.2;83.8;81.7
2380;R-U Cultuur, recreatie, overige diensten;1999;228;48;180;272.0;59.0;214.0;-1.8;-9.3;0.6;83.7;82.0;84.0
