ID;CPA;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
365;6024D Totaal tankvervoer;2011 3e kwartaal;108.4;1.0;5.0
366;6024D Totaal tankvervoer;2011 4e kwartaal;108.8;0.4;5.1
367;6024D Totaal tankvervoer;2011;107.6;;4.4
368;6024E Totaal kippervervoer;2002 4e kwartaal;;;
369;6024E Totaal kippervervoer;2003 1e kwartaal;92.1;;
370;6024E Totaal kippervervoer;2003 2e kwartaal;92.2;0.1;
371;6024E Totaal kippervervoer;2003 3e kwartaal;92.1;-0.1;
372;6024E Totaal kippervervoer;2003 4e kwartaal;92.2;0.1;
373;6024E Totaal kippervervoer;2003;92.2;;
374;6024E Totaal kippervervoer;2004 1e kwartaal;91.6;-0.7;-0.6
375;6024E Totaal kippervervoer;2004 2e kwartaal;91.8;0.2;-0.5
376;6024E Totaal kippervervoer;2004 3e kwartaal;92.1;0.4;0.0
377;6024E Totaal kippervervoer;2004 4e kwartaal;93.6;1.6;1.5
378;6024E Totaal kippervervoer;2004;92.3;;0.1
379;6024E Totaal kippervervoer;2005 1e kwartaal;94.6;1.1;3.3
380;6024E Totaal kippervervoer;2005 2e kwartaal;94.8;0.2;3.3
381;6024E Totaal kippervervoer;2005 3e kwartaal;95.7;0.9;3.8
382;6024E Totaal kippervervoer;2005 4e kwartaal;96.6;1.0;3.2
383;6024E Totaal kippervervoer;2005;95.4;;3.4
384;6024E Totaal kippervervoer;2006 1e kwartaal;98.9;2.4;4.5
385;6024E Totaal kippervervoer;2006 2e kwartaal;99.8;0.9;5.3
386;6024E Totaal kippervervoer;2006 3e kwartaal;100.5;0.7;5.1
387;6024E Totaal kippervervoer;2006 4e kwartaal;100.8;0.2;4.3
388;6024E Totaal kippervervoer;2006;100.0;;4.8
389;6024E Totaal kippervervoer;2007 1e kwartaal;101.9;1.2;3.1
390;6024E Totaal kippervervoer;2007 2e kwartaal;102.6;0.6;2.8
391;6024E Totaal kippervervoer;2007 3e kwartaal;101.6;-0.9;1.1
392;6024E Totaal kippervervoer;2007 4e kwartaal;101.5;-0.1;0.8
393;6024E Totaal kippervervoer;2007;101.9;;1.9
394;6024E Totaal kippervervoer;2008 1e kwartaal;105.7;4.2;3.7
395;6024E Totaal kippervervoer;2008 2e kwartaal;107.3;1.4;4.6
396;6024E Totaal kippervervoer;2008 3e kwartaal;109.6;2.1;7.8
397;6024E Totaal kippervervoer;2008 4e kwartaal;108.4;-1.0;6.8
398;6024E Totaal kippervervoer;2008;107.7;;5.7
399;6024E Totaal kippervervoer;2009 1e kwartaal;108.5;0.1;2.6
400;6024E Totaal kippervervoer;2009 2e kwartaal;107.3;-1.1;0.0
401;6024E Totaal kippervervoer;2009 3e kwartaal;107.3;0.0;-2.1
402;6024E Totaal kippervervoer;2009 4e kwartaal;107.2;0.0;-1.1
403;6024E Totaal kippervervoer;2009;107.6;;-0.2
404;6024E Totaal kippervervoer;2010 1e kwartaal;106.6;-0.6;-1.8
405;6024E Totaal kippervervoer;2010 2e kwartaal;107.1;0.5;-0.2
406;6024E Totaal kippervervoer;2010 3e kwartaal;107.0;-0.1;-0.3
407;6024E Totaal kippervervoer;2010 4e kwartaal;107.2;0.2;-0.1
408;6024E Totaal kippervervoer;2010;106.9;;-0.6
409;6024E Totaal kippervervoer;2011 1e kwartaal;107.4;0.2;0.7
410;6024E Totaal kippervervoer;2011 2e kwartaal;108.4;1.0;1.3
411;6024E Totaal kippervervoer;2011 3e kwartaal;108.3;-0.1;1.2
412;6024E Totaal kippervervoer;2011 4e kwartaal;108.0;-0.3;0.8
413;6024E Totaal kippervervoer;2011;108.0;;1.0
414;6024F Totaal overig vervoer;2002 4e kwartaal;;;
415;6024F Totaal overig vervoer;2003 1e kwartaal;92.1;;
416;6024F Totaal overig vervoer;2003 2e kwartaal;92.8;0.8;
417;6024F Totaal overig vervoer;2003 3e kwartaal;92.8;0.0;
418;6024F Totaal overig vervoer;2003 4e kwartaal;92.9;0.1;
419;6024F Totaal overig vervoer;2003;92.7;;
420;6024F Totaal overig vervoer;2004 1e kwartaal;93.6;0.7;1.6
421;6024F Totaal overig vervoer;2004 2e kwartaal;94.2;0.7;1.5
422;6024F Totaal overig vervoer;2004 3e kwartaal;94.4;0.2;1.7
423;6024F Totaal overig vervoer;2004 4e kwartaal;95.3;1.0;2.6
424;6024F Totaal overig vervoer;2004;94.4;;1.8
425;6024F Totaal overig vervoer;2005 1e kwartaal;97.2;2.0;3.9
426;6024F Totaal overig vervoer;2005 2e kwartaal;97.5;0.3;3.5
427;6024F Totaal overig vervoer;2005 3e kwartaal;97.9;0.4;3.7
428;6024F Totaal overig vervoer;2005 4e kwartaal;98.1;0.2;2.9
429;6024F Totaal overig vervoer;2005;97.7;;3.5
430;6024F Totaal overig vervoer;2006 1e kwartaal;99.9;1.8;2.8
431;6024F Totaal overig vervoer;2006 2e kwartaal;100.0;0.1;2.6
432;6024F Totaal overig vervoer;2006 3e kwartaal;100.3;0.3;2.5
433;6024F Totaal overig vervoer;2006 4e kwartaal;99.8;-0.5;1.8
434;6024F Totaal overig vervoer;2006;100.0;;2.4
435;6024F Totaal overig vervoer;2007 1e kwartaal;101.5;1.7;1.6
436;6024F Totaal overig vervoer;2007 2e kwartaal;102.3;0.8;2.3
437;6024F Totaal overig vervoer;2007 3e kwartaal;102.5;0.2;2.2
438;6024F Totaal overig vervoer;2007 4e kwartaal;103.1;0.6;3.3
439;6024F Totaal overig vervoer;2007;102.4;;2.4
440;6024F Totaal overig vervoer;2008 1e kwartaal;105.7;2.5;4.2
441;6024F Totaal overig vervoer;2008 2e kwartaal;106.8;1.0;4.4
442;6024F Totaal overig vervoer;2008 3e kwartaal;108.2;1.3;5.5
443;6024F Totaal overig vervoer;2008 4e kwartaal;107.4;-0.7;4.2
444;6024F Totaal overig vervoer;2008;107.0;;4.6
445;6024F Totaal overig vervoer;2009 1e kwartaal;107.6;0.1;1.7
446;6024F Totaal overig vervoer;2009 2e kwartaal;106.7;-0.8;-0.1
447;6024F Totaal overig vervoer;2009 3e kwartaal;106.1;-0.6;-1.9
448;6024F Totaal overig vervoer;2009 4e kwartaal;106.5;0.3;-0.9
449;6024F Totaal overig vervoer;2009;106.7;;-0.3
450;6024F Totaal overig vervoer;2010 1e kwartaal;105.9;-0.5;-1.6
451;6024F Totaal overig vervoer;2010 2e kwartaal;107.5;1.5;0.8
452;6024F Totaal overig vervoer;2010 3e kwartaal;107.6;0.1;1.4
453;6024F Totaal overig vervoer;2010 4e kwartaal;108.1;0.4;1.5
454;6024F Totaal overig vervoer;2010;107.3;;0.5
455;6024F Totaal overig vervoer;2011 1e kwartaal;110.1;1.9;4.0
456;6024F Totaal overig vervoer;2011 2e kwartaal;111.4;1.1;3.6
457;6024F Totaal overig vervoer;2011 3e kwartaal;110.6;-0.7;2.8
458;6024F Totaal overig vervoer;2011 4e kwartaal;111.2;0.5;2.8
459;6024F Totaal overig vervoer;2011;110.8;;3.3
460;6024G Totaal internationaal vervoer;2002 4e kwartaal;;;
461;6024G Totaal internationaal vervoer;2003 1e kwartaal;91.6;;
462;6024G Totaal internationaal vervoer;2003 2e kwartaal;91.7;0.2;
463;6024G Totaal internationaal vervoer;2003 3e kwartaal;91.7;0.0;
464;6024G Totaal internationaal vervoer;2003 4e kwartaal;91.6;-0.1;
465;6024G Totaal internationaal vervoer;2003;91.7;;
466;6024G Totaal internationaal vervoer;2004 1e kwartaal;92.3;0.7;0.8
467;6024G Totaal internationaal vervoer;2004 2e kwartaal;92.4;0.1;0.7
468;6024G Totaal internationaal vervoer;2004 3e kwartaal;92.4;0.0;0.8
469;6024G Totaal internationaal vervoer;2004 4e kwartaal;93.6;1.3;2.2
470;6024G Totaal internationaal vervoer;2004;92.7;;1.1
471;6024G Totaal internationaal vervoer;2005 1e kwartaal;97.3;3.9;5.5
472;6024G Totaal internationaal vervoer;2005 2e kwartaal;97.8;0.5;5.9
473;6024G Totaal internationaal vervoer;2005 3e kwartaal;98.5;0.7;6.6
474;6024G Totaal internationaal vervoer;2005 4e kwartaal;98.9;0.4;5.6
475;6024G Totaal internationaal vervoer;2005;98.1;;5.9
476;6024G Totaal internationaal vervoer;2006 1e kwartaal;99.4;0.5;2.2
477;6024G Totaal internationaal vervoer;2006 2e kwartaal;99.9;0.5;2.1
478;6024G Totaal internationaal vervoer;2006 3e kwartaal;100.3;0.4;1.8
479;6024G Totaal internationaal vervoer;2006 4e kwartaal;100.3;0.0;1.5
480;6024G Totaal internationaal vervoer;2006;100.0;;1.9
481;6024G Totaal internationaal vervoer;2007 1e kwartaal;102.2;1.9;2.8
482;6024G Totaal internationaal vervoer;2007 2e kwartaal;102.4;0.1;2.5
483;6024G Totaal internationaal vervoer;2007 3e kwartaal;102.6;0.2;2.3
484;6024G Totaal internationaal vervoer;2007 4e kwartaal;103.3;0.7;2.9
485;6024G Totaal internationaal vervoer;2007;102.6;;2.6
486;6024G Totaal internationaal vervoer;2008 1e kwartaal;104.9;1.5;2.6
487;6024G Totaal internationaal vervoer;2008 2e kwartaal;105.3;0.4;2.9
488;6024G Totaal internationaal vervoer;2008 3e kwartaal;106.8;1.4;4.1
489;6024G Totaal internationaal vervoer;2008 4e kwartaal;106.2;-0.6;2.8
490;6024G Totaal internationaal vervoer;2008;105.8;;3.1
491;6024G Totaal internationaal vervoer;2009 1e kwartaal;105.1;-1.0;0.2
492;6024G Totaal internationaal vervoer;2009 2e kwartaal;103.0;-2.0;-2.3
493;6024G Totaal internationaal vervoer;2009 3e kwartaal;102.3;-0.6;-4.2
494;6024G Totaal internationaal vervoer;2009 4e kwartaal;102.1;-0.2;-3.8
495;6024G Totaal internationaal vervoer;2009;103.1;;-2.5
496;6024G Totaal internationaal vervoer;2010 1e kwartaal;102.3;0.1;-2.7
497;6024G Totaal internationaal vervoer;2010 2e kwartaal;102.6;0.3;-0.4
498;6024G Totaal internationaal vervoer;2010 3e kwartaal;102.8;0.2;0.5
499;6024G Totaal internationaal vervoer;2010 4e kwartaal;103.1;0.2;0.9
500;6024G Totaal internationaal vervoer;2010;102.7;;-0.4
501;6024G Totaal internationaal vervoer;2011 1e kwartaal;105.1;2.0;2.8
502;6024G Totaal internationaal vervoer;2011 2e kwartaal;107.7;2.5;5.0
503;6024G Totaal internationaal vervoer;2011 3e kwartaal;107.2;-0.4;4.3
504;6024G Totaal internationaal vervoer;2011 4e kwartaal;107.6;0.3;4.4
505;6024G Totaal internationaal vervoer;2011;106.9;;4.1
506;6024H Internationaal containervervoer;2002 4e kwartaal;;;
507;6024H Internationaal containervervoer;2003 1e kwartaal;95.1;;
508;6024H Internationaal containervervoer;2003 2e kwartaal;94.4;-0.8;
509;6024H Internationaal containervervoer;2003 3e kwartaal;94.4;0.0;
510;6024H Internationaal containervervoer;2003 4e kwartaal;94.0;-0.4;
511;6024H Internationaal containervervoer;2003;94.5;;
512;6024H Internationaal containervervoer;2004 1e kwartaal;94.2;0.2;-1.0
513;6024H Internationaal containervervoer;2004 2e kwartaal;93.6;-0.6;-0.8
514;6024H Internationaal containervervoer;2004 3e kwartaal;94.0;0.4;-0.4
515;6024H Internationaal containervervoer;2004 4e kwartaal;94.9;0.9;0.9
516;6024H Internationaal containervervoer;2004;94.2;;-0.3
517;6024H Internationaal containervervoer;2005 1e kwartaal;97.1;2.4;3.1
518;6024H Internationaal containervervoer;2005 2e kwartaal;98.1;1.0;4.8
519;6024H Internationaal containervervoer;2005 3e kwartaal;98.9;0.8;5.2
520;6024H Internationaal containervervoer;2005 4e kwartaal;99.8;0.9;5.2
521;6024H Internationaal containervervoer;2005;98.5;;4.6
522;6024H Internationaal containervervoer;2006 1e kwartaal;98.9;-0.8;1.9
523;6024H Internationaal containervervoer;2006 2e kwartaal;99.7;0.7;1.6
524;6024H Internationaal containervervoer;2006 3e kwartaal;100.7;1.1;1.9
525;6024H Internationaal containervervoer;2006 4e kwartaal;100.7;-0.1;0.9
526;6024H Internationaal containervervoer;2006;100.0;;1.6
527;6024H Internationaal containervervoer;2007 1e kwartaal;101.4;0.7;2.5
528;6024H Internationaal containervervoer;2007 2e kwartaal;102.0;0.6;2.3
529;6024H Internationaal containervervoer;2007 3e kwartaal;106.1;4.0;5.3
530;6024H Internationaal containervervoer;2007 4e kwartaal;107.3;1.1;6.6
531;6024H Internationaal containervervoer;2007;104.2;;4.2
532;6024H Internationaal containervervoer;2008 1e kwartaal;110.2;2.7;8.7
533;6024H Internationaal containervervoer;2008 2e kwartaal;110.5;0.3;8.3
534;6024H Internationaal containervervoer;2008 3e kwartaal;113.2;2.4;6.7
535;6024H Internationaal containervervoer;2008 4e kwartaal;113.3;0.1;5.6
536;6024H Internationaal containervervoer;2008;111.8;;7.3
537;6024H Internationaal containervervoer;2009 1e kwartaal;109.0;-3.8;-1.1
538;6024H Internationaal containervervoer;2009 2e kwartaal;106.9;-1.9;-3.2
539;6024H Internationaal containervervoer;2009 3e kwartaal;105.5;-1.4;-6.8
540;6024H Internationaal containervervoer;2009 4e kwartaal;106.1;0.6;-6.4
541;6024H Internationaal containervervoer;2009;106.9;;-4.4
542;6024H Internationaal containervervoer;2010 1e kwartaal;105.0;-1.0;-3.6
543;6024H Internationaal containervervoer;2010 2e kwartaal;106.0;0.9;-0.9
544;6024H Internationaal containervervoer;2010 3e kwartaal;106.0;0.0;0.5
545;6024H Internationaal containervervoer;2010 4e kwartaal;106.0;0.0;-0.1
546;6024H Internationaal containervervoer;2010;105.8;;-1.0
547;6024H Internationaal containervervoer;2011 1e kwartaal;111.9;5.5;6.5
548;6024H Internationaal containervervoer;2011 2e kwartaal;118.3;5.7;11.6
549;6024H Internationaal containervervoer;2011 3e kwartaal;118.9;0.5;12.1
550;6024H Internationaal containervervoer;2011 4e kwartaal;119.0;0.1;12.2
551;6024H Internationaal containervervoer;2011;117.0;;10.6
552;6024I Internationaal verhuisvervoer;2002 4e kwartaal;;;
553;6024I Internationaal verhuisvervoer;2003 1e kwartaal;95.5;;
554;6024I Internationaal verhuisvervoer;2003 2e kwartaal;97.4;1.9;
555;6024I Internationaal verhuisvervoer;2003 3e kwartaal;98.9;1.6;
556;6024I Internationaal verhuisvervoer;2003 4e kwartaal;100.0;1.2;
557;6024I Internationaal verhuisvervoer;2003;98.0;;
558;6024I Internationaal verhuisvervoer;2004 1e kwartaal;100.7;0.7;5.4
559;6024I Internationaal verhuisvervoer;2004 2e kwartaal;101.2;0.5;3.9
560;6024I Internationaal verhuisvervoer;2004 3e kwartaal;101.2;0.0;2.3
561;6024I Internationaal verhuisvervoer;2004 4e kwartaal;102.2;1.0;2.2
562;6024I Internationaal verhuisvervoer;2004;101.3;;3.4
563;6024I Internationaal verhuisvervoer;2005 1e kwartaal;100.7;-1.5;0.0
564;6024I Internationaal verhuisvervoer;2005 2e kwartaal;100.9;0.1;-0.3
565;6024I Internationaal verhuisvervoer;2005 3e kwartaal;100.4;-0.5;-0.8
566;6024I Internationaal verhuisvervoer;2005 4e kwartaal;100.1;-0.3;-2.1
567;6024I Internationaal verhuisvervoer;2005;100.5;;-0.8
568;6024I Internationaal verhuisvervoer;2006 1e kwartaal;100.2;0.1;-0.5
569;6024I Internationaal verhuisvervoer;2006 2e kwartaal;100.0;-0.2;-0.8
570;6024I Internationaal verhuisvervoer;2006 3e kwartaal;100.0;0.0;-0.4
571;6024I Internationaal verhuisvervoer;2006 4e kwartaal;99.7;-0.3;-0.4
572;6024I Internationaal verhuisvervoer;2006;100.0;;-0.5
573;6024I Internationaal verhuisvervoer;2007 1e kwartaal;99.5;-0.2;-0.7
574;6024I Internationaal verhuisvervoer;2007 2e kwartaal;101.9;2.4;1.9
575;6024I Internationaal verhuisvervoer;2007 3e kwartaal;102.0;0.1;2.0
576;6024I Internationaal verhuisvervoer;2007 4e kwartaal;102.3;0.3;2.6
577;6024I Internationaal verhuisvervoer;2007;101.4;;1.4
578;6024I Internationaal verhuisvervoer;2008 1e kwartaal;102.9;0.6;3.4
579;6024I Internationaal verhuisvervoer;2008 2e kwartaal;103.1;0.1;1.1
580;6024I Internationaal verhuisvervoer;2008 3e kwartaal;103.2;0.2;1.2
581;6024I Internationaal verhuisvervoer;2008 4e kwartaal;102.4;-0.8;0.1
582;6024I Internationaal verhuisvervoer;2008;102.9;;1.4
583;6024I Internationaal verhuisvervoer;2009 1e kwartaal;102.5;0.1;-0.5
584;6024I Internationaal verhuisvervoer;2009 2e kwartaal;102.0;-0.5;-1.1
585;6024I Internationaal verhuisvervoer;2009 3e kwartaal;98.6;-3.4;-4.5
586;6024I Internationaal verhuisvervoer;2009 4e kwartaal;98.4;-0.2;-3.9
587;6024I Internationaal verhuisvervoer;2009;100.3;;-2.5
588;6024I Internationaal verhuisvervoer;2010 1e kwartaal;97.3;-1.1;-5.1
589;6024I Internationaal verhuisvervoer;2010 2e kwartaal;98.6;1.4;-3.3
590;6024I Internationaal verhuisvervoer;2010 3e kwartaal;100.7;2.1;2.2
591;6024I Internationaal verhuisvervoer;2010 4e kwartaal;100.2;-0.5;1.9
592;6024I Internationaal verhuisvervoer;2010;99.2;;-1.1
593;6024I Internationaal verhuisvervoer;2011 1e kwartaal;101.0;0.8;3.9
594;6024I Internationaal verhuisvervoer;2011 2e kwartaal;100.3;-0.7;1.7
595;6024I Internationaal verhuisvervoer;2011 3e kwartaal;100.3;0.0;-0.4
596;6024I Internationaal verhuisvervoer;2011 4e kwartaal;97.2;-3.1;-3.1
597;6024I Internationaal verhuisvervoer;2011;99.7;;0.5
598;6024J Internationaal koel- en vriesver..;2002 4e kwartaal;;;
599;6024J Internationaal koel- en vriesver..;2003 1e kwartaal;90.7;;
600;6024J Internationaal koel- en vriesver..;2003 2e kwartaal;91.0;0.4;
601;6024J Internationaal koel- en vriesver..;2003 3e kwartaal;91.0;0.0;
602;6024J Internationaal koel- en vriesver..;2003 4e kwartaal;91.0;0.0;
603;6024J Internationaal koel- en vriesver..;2003;90.9;;
604;6024J Internationaal koel- en vriesver..;2004 1e kwartaal;91.5;0.5;0.9
605;6024J Internationaal koel- en vriesver..;2004 2e kwartaal;92.1;0.7;1.2
606;6024J Internationaal koel- en vriesver..;2004 3e kwartaal;92.3;0.2;1.4
607;6024J Internationaal koel- en vriesver..;2004 4e kwartaal;93.9;1.8;3.2
608;6024J Internationaal koel- en vriesver..;2004;92.5;;1.7
609;6024J Internationaal koel- en vriesver..;2005 1e kwartaal;95.4;1.6;4.3
610;6024J Internationaal koel- en vriesver..;2005 2e kwartaal;96.0;0.6;4.2
611;6024J Internationaal koel- en vriesver..;2005 3e kwartaal;98.3;2.4;6.5
612;6024J Internationaal koel- en vriesver..;2005 4e kwartaal;97.8;-0.5;4.1
613;6024J Internationaal koel- en vriesver..;2005;96.9;;4.8
614;6024J Internationaal koel- en vriesver..;2006 1e kwartaal;99.5;1.7;4.2
615;6024J Internationaal koel- en vriesver..;2006 2e kwartaal;100.4;0.9;4.6
616;6024J Internationaal koel- en vriesver..;2006 3e kwartaal;100.2;-0.2;1.9
617;6024J Internationaal koel- en vriesver..;2006 4e kwartaal;99.9;-0.2;2.2
618;6024J Internationaal koel- en vriesver..;2006;100.0;;3.2
619;6024J Internationaal koel- en vriesver..;2007 1e kwartaal;101.0;1.1;1.6
620;6024J Internationaal koel- en vriesver..;2007 2e kwartaal;102.2;1.1;1.8
621;6024J Internationaal koel- en vriesver..;2007 3e kwartaal;100.6;-1.5;0.5
622;6024J Internationaal koel- en vriesver..;2007 4e kwartaal;100.9;0.3;1.0
623;6024J Internationaal koel- en vriesver..;2007;101.2;;1.2
624;6024J Internationaal koel- en vriesver..;2008 1e kwartaal;102.8;1.9;1.8
625;6024J Internationaal koel- en vriesver..;2008 2e kwartaal;104.3;1.4;2.1
626;6024J Internationaal koel- en vriesver..;2008 3e kwartaal;104.8;0.5;4.1
627;6024J Internationaal koel- en vriesver..;2008 4e kwartaal;103.0;-1.7;2.1
628;6024J Internationaal koel- en vriesver..;2008;103.7;;2.5
629;6024J Internationaal koel- en vriesver..;2009 1e kwartaal;103.2;0.1;0.3
630;6024J Internationaal koel- en vriesver..;2009 2e kwartaal;102.1;-1.0;-2.1
631;6024J Internationaal koel- en vriesver..;2009 3e kwartaal;102.6;0.5;-2.1
632;6024J Internationaal koel- en vriesver..;2009 4e kwartaal;102.1;-0.5;-0.9
633;6024J Internationaal koel- en vriesver..;2009;102.5;;-1.2
634;6024J Internationaal koel- en vriesver..;2010 1e kwartaal;102.2;0.1;-0.9
635;6024J Internationaal koel- en vriesver..;2010 2e kwartaal;98.5;-3.6;-3.5
636;6024J Internationaal koel- en vriesver..;2010 3e kwartaal;97.3;-1.2;-5.2
637;6024J Internationaal koel- en vriesver..;2010 4e kwartaal;97.4;0.1;-4.6
638;6024J Internationaal koel- en vriesver..;2010;98.9;;-3.5
639;6024J Internationaal koel- en vriesver..;2011 1e kwartaal;98.4;1.0;-3.7
640;6024J Internationaal koel- en vriesver..;2011 2e kwartaal;98.5;0.0;0.0
641;6024J Internationaal koel- en vriesver..;2011 3e kwartaal;98.6;0.1;1.3
642;6024J Internationaal koel- en vriesver..;2011 4e kwartaal;98.6;0.0;1.3
643;6024J Internationaal koel- en vriesver..;2011;98.5;;-0.3
644;6024K Internationaal kippervervoer;2002 4e kwartaal;;;
645;6024K Internationaal kippervervoer;2003 1e kwartaal;88.2;;
646;6024K Internationaal kippervervoer;2003 2e kwartaal;88.9;0.8;
647;6024K Internationaal kippervervoer;2003 3e kwartaal;89.2;0.3;
648;6024K Internationaal kippervervoer;2003 4e kwartaal;89.1;-0.1;
649;6024K Internationaal kippervervoer;2003;88.8;;
650;6024K Internationaal kippervervoer;2004 1e kwartaal;89.3;0.2;1.2
651;6024K Internationaal kippervervoer;2004 2e kwartaal;89.4;0.1;0.5
652;6024K Internationaal kippervervoer;2004 3e kwartaal;89.5;0.2;0.4
653;6024K Internationaal kippervervoer;2004 4e kwartaal;91.3;1.9;2.4
654;6024K Internationaal kippervervoer;2004;89.9;;1.1
655;6024K Internationaal kippervervoer;2005 1e kwartaal;96.5;5.7;8.1
656;6024K Internationaal kippervervoer;2005 2e kwartaal;96.5;0.0;8.0
657;6024K Internationaal kippervervoer;2005 3e kwartaal;97.7;1.3;9.2
658;6024K Internationaal kippervervoer;2005 4e kwartaal;99.8;2.1;9.3
659;6024K Internationaal kippervervoer;2005;97.6;;8.6
660;6024K Internationaal kippervervoer;2006 1e kwartaal;100.2;0.5;3.9
661;6024K Internationaal kippervervoer;2006 2e kwartaal;99.9;-0.4;3.5
662;6024K Internationaal kippervervoer;2006 3e kwartaal;100.2;0.3;2.5
663;6024K Internationaal kippervervoer;2006 4e kwartaal;99.7;-0.5;-0.1
664;6024K Internationaal kippervervoer;2006;100.0;;2.4
665;6024K Internationaal kippervervoer;2007 1e kwartaal;101.2;1.5;0.9
666;6024K Internationaal kippervervoer;2007 2e kwartaal;100.5;-0.6;0.7
667;6024K Internationaal kippervervoer;2007 3e kwartaal;101.3;0.8;1.2
668;6024K Internationaal kippervervoer;2007 4e kwartaal;101.3;0.0;1.7
669;6024K Internationaal kippervervoer;2007;101.1;;1.1
670;6024K Internationaal kippervervoer;2008 1e kwartaal;103.3;2.0;2.1
671;6024K Internationaal kippervervoer;2008 2e kwartaal;103.6;0.3;3.0
672;6024K Internationaal kippervervoer;2008 3e kwartaal;111.2;7.3;9.7
673;6024K Internationaal kippervervoer;2008 4e kwartaal;109.0;-2.0;7.5
674;6024K Internationaal kippervervoer;2008;106.8;;5.6
675;6024K Internationaal kippervervoer;2009 1e kwartaal;107.7;-1.2;4.3
676;6024K Internationaal kippervervoer;2009 2e kwartaal;103.7;-3.8;0.1
677;6024K Internationaal kippervervoer;2009 3e kwartaal;101.5;-2.1;-8.7
678;6024K Internationaal kippervervoer;2009 4e kwartaal;102.3;0.8;-6.1
679;6024K Internationaal kippervervoer;2009;103.8;;-2.8
680;6024K Internationaal kippervervoer;2010 1e kwartaal;103.3;1.0;-4.1
681;6024K Internationaal kippervervoer;2010 2e kwartaal;104.0;0.7;0.4
682;6024K Internationaal kippervervoer;2010 3e kwartaal;103.0;-1.0;1.5
683;6024K Internationaal kippervervoer;2010 4e kwartaal;103.4;0.4;1.0
684;6024K Internationaal kippervervoer;2010;103.4;;-0.4
685;6024K Internationaal kippervervoer;2011 1e kwartaal;104.5;1.1;1.1
686;6024K Internationaal kippervervoer;2011 2e kwartaal;106.5;1.9;2.4
687;6024K Internationaal kippervervoer;2011 3e kwartaal;108.5;1.9;5.4
688;6024K Internationaal kippervervoer;2011 4e kwartaal;108.8;0.3;5.3
689;6024K Internationaal kippervervoer;2011;107.1;;3.5
690;6024L Internationaal tankvervoer;2002 4e kwartaal;;;
691;6024L Internationaal tankvervoer;2003 1e kwartaal;92.7;;
692;6024L Internationaal tankvervoer;2003 2e kwartaal;93.0;0.4;
693;6024L Internationaal tankvervoer;2003 3e kwartaal;92.4;-0.7;
694;6024L Internationaal tankvervoer;2003 4e kwartaal;93.2;0.9;
695;6024L Internationaal tankvervoer;2003;92.8;;
696;6024L Internationaal tankvervoer;2004 1e kwartaal;94.5;1.4;2.0
697;6024L Internationaal tankvervoer;2004 2e kwartaal;93.7;-0.9;0.7
698;6024L Internationaal tankvervoer;2004 3e kwartaal;93.8;0.1;1.5
699;6024L Internationaal tankvervoer;2004 4e kwartaal;94.9;1.2;1.8
700;6024L Internationaal tankvervoer;2004;94.2;;1.5
701;6024L Internationaal tankvervoer;2005 1e kwartaal;97.0;2.2;2.6
702;6024L Internationaal tankvervoer;2005 2e kwartaal;97.8;0.8;4.4
703;6024L Internationaal tankvervoer;2005 3e kwartaal;98.4;0.7;4.9
