ID;SoortBromfiets;RegioS;Perioden;VoertuigenMetBromfietskenteken_1;VoertuigenPer1000Inwoners_2
2136;Voertuigen met bromfietskenteken;Eindhoven;2015;15998.0;72.0
2137;Voertuigen met bromfietskenteken;Eindhoven;2016;16001.0;71.0
2138;Voertuigen met bromfietskenteken;Eindhoven;2017;15995.0;71.0
2139;Voertuigen met bromfietskenteken;Eindhoven;2018;16109.0;70.0
2140;Voertuigen met bromfietskenteken;Eindhoven;2019;16529.0;71.0
2141;Voertuigen met bromfietskenteken;Eindhoven;2020;16722.0;71.0
2142;Voertuigen met bromfietskenteken;Eindhoven;2021;16958.0;72.0
2143;Voertuigen met bromfietskenteken;Eindhoven;2022;16911.0;71.0
2144;Voertuigen met bromfietskenteken;Elburg;2007;1059.0;48.0
2145;Voertuigen met bromfietskenteken;Elburg;2008;1141.0;51.0
2146;Voertuigen met bromfietskenteken;Elburg;2009;1208.0;55.0
2147;Voertuigen met bromfietskenteken;Elburg;2010;1343.0;61.0
2148;Voertuigen met bromfietskenteken;Elburg;2011;1399.0;63.0
2149;Voertuigen met bromfietskenteken;Elburg;2012;1422.0;63.0
2150;Voertuigen met bromfietskenteken;Elburg;2013;1370.0;61.0
2151;Voertuigen met bromfietskenteken;Elburg;2014;1364.0;60.0
2152;Voertuigen met bromfietskenteken;Elburg;2015;1336.0;58.0
2153;Voertuigen met bromfietskenteken;Elburg;2016;1374.0;60.0
2154;Voertuigen met bromfietskenteken;Elburg;2017;1402.0;61.0
2155;Voertuigen met bromfietskenteken;Elburg;2018;1470.0;64.0
2156;Voertuigen met bromfietskenteken;Elburg;2019;1532.0;66.0
2157;Voertuigen met bromfietskenteken;Elburg;2020;1627.0;70.0
2158;Voertuigen met bromfietskenteken;Elburg;2021;1764.0;75.0
2159;Voertuigen met bromfietskenteken;Elburg;2022;1819.0;77.0
2160;Voertuigen met bromfietskenteken;Emmen;2007;3923.0;36.0
2161;Voertuigen met bromfietskenteken;Emmen;2008;4295.0;39.0
2162;Voertuigen met bromfietskenteken;Emmen;2009;4712.0;43.0
2163;Voertuigen met bromfietskenteken;Emmen;2010;5075.0;46.0
2164;Voertuigen met bromfietskenteken;Emmen;2011;5491.0;50.0
2165;Voertuigen met bromfietskenteken;Emmen;2012;5762.0;53.0
2166;Voertuigen met bromfietskenteken;Emmen;2013;6054.0;56.0
2167;Voertuigen met bromfietskenteken;Emmen;2014;6406.0;59.0
2168;Voertuigen met bromfietskenteken;Emmen;2015;6827.0;63.0
2169;Voertuigen met bromfietskenteken;Emmen;2016;6950.0;65.0
2170;Voertuigen met bromfietskenteken;Emmen;2017;7188.0;67.0
2171;Voertuigen met bromfietskenteken;Emmen;2018;7522.0;70.0
2172;Voertuigen met bromfietskenteken;Emmen;2019;8004.0;75.0
2173;Voertuigen met bromfietskenteken;Emmen;2020;8372.0;78.0
2174;Voertuigen met bromfietskenteken;Emmen;2021;9001.0;84.0
2175;Voertuigen met bromfietskenteken;Emmen;2022;9568.0;89.0
2176;Voertuigen met bromfietskenteken;Enkhuizen;2007;831.0;47.0
2177;Voertuigen met bromfietskenteken;Enkhuizen;2008;914.0;51.0
2178;Voertuigen met bromfietskenteken;Enkhuizen;2009;959.0;53.0
2179;Voertuigen met bromfietskenteken;Enkhuizen;2010;1009.0;56.0
2180;Voertuigen met bromfietskenteken;Enkhuizen;2011;1064.0;59.0
2181;Voertuigen met bromfietskenteken;Enkhuizen;2012;1069.0;59.0
2182;Voertuigen met bromfietskenteken;Enkhuizen;2013;1076.0;59.0
2183;Voertuigen met bromfietskenteken;Enkhuizen;2014;1088.0;59.0
2184;Voertuigen met bromfietskenteken;Enkhuizen;2015;1110.0;61.0
2185;Voertuigen met bromfietskenteken;Enkhuizen;2016;1106.0;60.0
2186;Voertuigen met bromfietskenteken;Enkhuizen;2017;1136.0;61.0
2187;Voertuigen met bromfietskenteken;Enkhuizen;2018;1198.0;65.0
2188;Voertuigen met bromfietskenteken;Enkhuizen;2019;1165.0;63.0
2189;Voertuigen met bromfietskenteken;Enkhuizen;2020;1172.0;63.0
2190;Voertuigen met bromfietskenteken;Enkhuizen;2021;1156.0;62.0
2191;Voertuigen met bromfietskenteken;Enkhuizen;2022;1127.0;61.0
2192;Voertuigen met bromfietskenteken;Enschede;2007;6533.0;42.0
2193;Voertuigen met bromfietskenteken;Enschede;2008;7168.0;46.0
2194;Voertuigen met bromfietskenteken;Enschede;2009;7925.0;51.0
2195;Voertuigen met bromfietskenteken;Enschede;2010;8659.0;55.0
2196;Voertuigen met bromfietskenteken;Enschede;2011;9374.0;59.0
2197;Voertuigen met bromfietskenteken;Enschede;2012;9976.0;63.0
2198;Voertuigen met bromfietskenteken;Enschede;2013;10633.0;67.0
2199;Voertuigen met bromfietskenteken;Enschede;2014;10967.0;69.0
2200;Voertuigen met bromfietskenteken;Enschede;2015;11314.0;71.0
2201;Voertuigen met bromfietskenteken;Enschede;2016;11658.0;74.0
2202;Voertuigen met bromfietskenteken;Enschede;2017;11895.0;75.0
2203;Voertuigen met bromfietskenteken;Enschede;2018;12200.0;77.0
2204;Voertuigen met bromfietskenteken;Enschede;2019;12257.0;77.0
2205;Voertuigen met bromfietskenteken;Enschede;2020;12396.0;78.0
2206;Voertuigen met bromfietskenteken;Enschede;2021;12559.0;79.0
2207;Voertuigen met bromfietskenteken;Enschede;2022;12609.0;78.0
2208;Voertuigen met bromfietskenteken;Epe;2007;2156.0;65.0
2209;Voertuigen met bromfietskenteken;Epe;2008;2198.0;67.0
2210;Voertuigen met bromfietskenteken;Epe;2009;2297.0;70.0
2211;Voertuigen met bromfietskenteken;Epe;2010;2453.0;75.0
2212;Voertuigen met bromfietskenteken;Epe;2011;2536.0;77.0
2213;Voertuigen met bromfietskenteken;Epe;2012;2580.0;79.0
2214;Voertuigen met bromfietskenteken;Epe;2013;2619.0;81.0
2215;Voertuigen met bromfietskenteken;Epe;2014;2652.0;82.0
2216;Voertuigen met bromfietskenteken;Epe;2015;2654.0;82.0
2217;Voertuigen met bromfietskenteken;Epe;2016;2803.0;87.0
2218;Voertuigen met bromfietskenteken;Epe;2017;2878.0;88.0
2219;Voertuigen met bromfietskenteken;Epe;2018;2949.0;90.0
2220;Voertuigen met bromfietskenteken;Epe;2019;2976.0;90.0
2221;Voertuigen met bromfietskenteken;Epe;2020;3026.0;91.0
2222;Voertuigen met bromfietskenteken;Epe;2021;3112.0;94.0
2223;Voertuigen met bromfietskenteken;Epe;2022;3233.0;97.0
2224;Voertuigen met bromfietskenteken;Ermelo;2007;912.0;35.0
2225;Voertuigen met bromfietskenteken;Ermelo;2008;1002.0;38.0
2226;Voertuigen met bromfietskenteken;Ermelo;2009;1113.0;42.0
2227;Voertuigen met bromfietskenteken;Ermelo;2010;1218.0;46.0
2228;Voertuigen met bromfietskenteken;Ermelo;2011;1350.0;52.0
2229;Voertuigen met bromfietskenteken;Ermelo;2012;1343.0;51.0
2230;Voertuigen met bromfietskenteken;Ermelo;2013;1369.0;52.0
2231;Voertuigen met bromfietskenteken;Ermelo;2014;1423.0;55.0
2232;Voertuigen met bromfietskenteken;Ermelo;2015;1437.0;55.0
2233;Voertuigen met bromfietskenteken;Ermelo;2016;1493.0;56.0
2234;Voertuigen met bromfietskenteken;Ermelo;2017;1517.0;57.0
2235;Voertuigen met bromfietskenteken;Ermelo;2018;1526.0;57.0
2236;Voertuigen met bromfietskenteken;Ermelo;2019;1553.0;58.0
2237;Voertuigen met bromfietskenteken;Ermelo;2020;1601.0;59.0
2238;Voertuigen met bromfietskenteken;Ermelo;2021;1683.0;62.0
2239;Voertuigen met bromfietskenteken;Ermelo;2022;1745.0;64.0
2240;Voertuigen met bromfietskenteken;Etten-Leur;2007;1241.0;31.0
2241;Voertuigen met bromfietskenteken;Etten-Leur;2008;1381.0;34.0
2242;Voertuigen met bromfietskenteken;Etten-Leur;2009;1527.0;37.0
2243;Voertuigen met bromfietskenteken;Etten-Leur;2010;1595.0;38.0
2244;Voertuigen met bromfietskenteken;Etten-Leur;2011;1732.0;41.0
2245;Voertuigen met bromfietskenteken;Etten-Leur;2012;1749.0;42.0
2246;Voertuigen met bromfietskenteken;Etten-Leur;2013;1807.0;43.0
2247;Voertuigen met bromfietskenteken;Etten-Leur;2014;1882.0;44.0
2248;Voertuigen met bromfietskenteken;Etten-Leur;2015;1933.0;45.0
2249;Voertuigen met bromfietskenteken;Etten-Leur;2016;1967.0;46.0
2250;Voertuigen met bromfietskenteken;Etten-Leur;2017;2056.0;48.0
2251;Voertuigen met bromfietskenteken;Etten-Leur;2018;2100.0;48.0
2252;Voertuigen met bromfietskenteken;Etten-Leur;2019;2196.0;50.0
2253;Voertuigen met bromfietskenteken;Etten-Leur;2020;2246.0;51.0
2254;Voertuigen met bromfietskenteken;Etten-Leur;2021;2393.0;55.0
2255;Voertuigen met bromfietskenteken;Etten-Leur;2022;2523.0;57.0
2256;Voertuigen met bromfietskenteken;Ferwerderadiel;2007;556.0;63.0
2257;Voertuigen met bromfietskenteken;Ferwerderadiel;2008;513.0;58.0
2258;Voertuigen met bromfietskenteken;Ferwerderadiel;2009;534.0;61.0
2259;Voertuigen met bromfietskenteken;Ferwerderadiel;2010;545.0;62.0
2260;Voertuigen met bromfietskenteken;Ferwerderadiel;2011;547.0;62.0
2261;Voertuigen met bromfietskenteken;Ferwerderadiel;2012;530.0;60.0
2262;Voertuigen met bromfietskenteken;Ferwerderadiel;2013;514.0;58.0
2263;Voertuigen met bromfietskenteken;Ferwerderadiel;2014;495.0;56.0
2264;Voertuigen met bromfietskenteken;Ferwerderadiel;2015;511.0;58.0
2265;Voertuigen met bromfietskenteken;Ferwerderadiel;2016;513.0;59.0
2266;Voertuigen met bromfietskenteken;Ferwerderadiel;2017;543.0;62.0
2267;Voertuigen met bromfietskenteken;Ferwerderadiel;2018;546.0;63.0
2268;Voertuigen met bromfietskenteken;Ferwerderadiel;2019;;
2269;Voertuigen met bromfietskenteken;Ferwerderadiel;2020;;
2270;Voertuigen met bromfietskenteken;Ferwerderadiel;2021;;
2271;Voertuigen met bromfietskenteken;Ferwerderadiel;2022;;
2272;Voertuigen met bromfietskenteken;Franekeradeel;2007;828.0;40.0
2273;Voertuigen met bromfietskenteken;Franekeradeel;2008;931.0;45.0
2274;Voertuigen met bromfietskenteken;Franekeradeel;2009;1019.0;50.0
2275;Voertuigen met bromfietskenteken;Franekeradeel;2010;1073.0;52.0
2276;Voertuigen met bromfietskenteken;Franekeradeel;2011;1122.0;54.0
2277;Voertuigen met bromfietskenteken;Franekeradeel;2012;1102.0;54.0
2278;Voertuigen met bromfietskenteken;Franekeradeel;2013;1187.0;58.0
2279;Voertuigen met bromfietskenteken;Franekeradeel;2014;1177.0;58.0
2280;Voertuigen met bromfietskenteken;Franekeradeel;2015;1204.0;59.0
2281;Voertuigen met bromfietskenteken;Franekeradeel;2016;1207.0;60.0
2282;Voertuigen met bromfietskenteken;Franekeradeel;2017;1237.0;61.0
2283;Voertuigen met bromfietskenteken;Franekeradeel;2018;;
2284;Voertuigen met bromfietskenteken;Franekeradeel;2019;;
2285;Voertuigen met bromfietskenteken;Franekeradeel;2020;;
2286;Voertuigen met bromfietskenteken;Franekeradeel;2021;;
2287;Voertuigen met bromfietskenteken;Franekeradeel;2022;;
2288;Voertuigen met bromfietskenteken;De Friese Meren;2007;;
2289;Voertuigen met bromfietskenteken;De Friese Meren;2008;;
2290;Voertuigen met bromfietskenteken;De Friese Meren;2009;;
2291;Voertuigen met bromfietskenteken;De Friese Meren;2010;;
2292;Voertuigen met bromfietskenteken;De Friese Meren;2011;;
2293;Voertuigen met bromfietskenteken;De Friese Meren;2012;;
2294;Voertuigen met bromfietskenteken;De Friese Meren;2013;;
2295;Voertuigen met bromfietskenteken;De Friese Meren;2014;2727.0;53.0
2296;Voertuigen met bromfietskenteken;De Friese Meren;2015;2700.0;53.0
2297;Voertuigen met bromfietskenteken;De Friese Meren;2016;;
2298;Voertuigen met bromfietskenteken;De Friese Meren;2017;;
2299;Voertuigen met bromfietskenteken;De Friese Meren;2018;;
2300;Voertuigen met bromfietskenteken;De Friese Meren;2019;;
2301;Voertuigen met bromfietskenteken;De Friese Meren;2020;;
2302;Voertuigen met bromfietskenteken;De Friese Meren;2021;;
2303;Voertuigen met bromfietskenteken;De Friese Meren;2022;;
2304;Voertuigen met bromfietskenteken;De Fryske Marren;2007;;
2305;Voertuigen met bromfietskenteken;De Fryske Marren;2008;;
2306;Voertuigen met bromfietskenteken;De Fryske Marren;2009;;
2307;Voertuigen met bromfietskenteken;De Fryske Marren;2010;;
2308;Voertuigen met bromfietskenteken;De Fryske Marren;2011;;
2309;Voertuigen met bromfietskenteken;De Fryske Marren;2012;;
2310;Voertuigen met bromfietskenteken;De Fryske Marren;2013;;
2311;Voertuigen met bromfietskenteken;De Fryske Marren;2014;;
2312;Voertuigen met bromfietskenteken;De Fryske Marren;2015;;
2313;Voertuigen met bromfietskenteken;De Fryske Marren;2016;2723.0;53.0
2314;Voertuigen met bromfietskenteken;De Fryske Marren;2017;2773.0;54.0
2315;Voertuigen met bromfietskenteken;De Fryske Marren;2018;2915.0;56.0
2316;Voertuigen met bromfietskenteken;De Fryske Marren;2019;3035.0;59.0
2317;Voertuigen met bromfietskenteken;De Fryske Marren;2020;3170.0;61.0
2318;Voertuigen met bromfietskenteken;De Fryske Marren;2021;3446.0;67.0
2319;Voertuigen met bromfietskenteken;De Fryske Marren;2022;3772.0;73.0
2320;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2007;405.0;40.0
2321;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2008;424.0;42.0
2322;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2009;499.0;49.0
2323;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2010;581.0;56.0
2324;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2011;677.0;66.0
2325;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2012;694.0;68.0
2326;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2013;701.0;69.0
2327;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2014;;
2328;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2015;;
2329;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2016;;
2330;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2017;;
2331;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2018;;
2332;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2019;;
2333;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2020;;
2334;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2021;;
2335;Voertuigen met bromfietskenteken;Gaasterlân-Sleat;2022;;
2336;Voertuigen met bromfietskenteken;Geertruidenberg;2007;709.0;34.0
2337;Voertuigen met bromfietskenteken;Geertruidenberg;2008;763.0;37.0
2338;Voertuigen met bromfietskenteken;Geertruidenberg;2009;816.0;39.0
2339;Voertuigen met bromfietskenteken;Geertruidenberg;2010;863.0;41.0
2340;Voertuigen met bromfietskenteken;Geertruidenberg;2011;929.0;44.0
2341;Voertuigen met bromfietskenteken;Geertruidenberg;2012;915.0;43.0
2342;Voertuigen met bromfietskenteken;Geertruidenberg;2013;956.0;44.0
2343;Voertuigen met bromfietskenteken;Geertruidenberg;2014;974.0;45.0
2344;Voertuigen met bromfietskenteken;Geertruidenberg;2015;967.0;45.0
2345;Voertuigen met bromfietskenteken;Geertruidenberg;2016;1028.0;48.0
2346;Voertuigen met bromfietskenteken;Geertruidenberg;2017;1055.0;49.0
2347;Voertuigen met bromfietskenteken;Geertruidenberg;2018;1107.0;51.0
2348;Voertuigen met bromfietskenteken;Geertruidenberg;2019;1084.0;50.0
2349;Voertuigen met bromfietskenteken;Geertruidenberg;2020;1131.0;52.0
2350;Voertuigen met bromfietskenteken;Geertruidenberg;2021;1194.0;55.0
2351;Voertuigen met bromfietskenteken;Geertruidenberg;2022;1261.0;57.0
2352;Voertuigen met bromfietskenteken;Geldermalsen;2007;1245.0;47.0
2353;Voertuigen met bromfietskenteken;Geldermalsen;2008;1285.0;49.0
2354;Voertuigen met bromfietskenteken;Geldermalsen;2009;1355.0;52.0
2355;Voertuigen met bromfietskenteken;Geldermalsen;2010;1472.0;56.0
2356;Voertuigen met bromfietskenteken;Geldermalsen;2011;1595.0;61.0
2357;Voertuigen met bromfietskenteken;Geldermalsen;2012;1582.0;60.0
2358;Voertuigen met bromfietskenteken;Geldermalsen;2013;1562.0;60.0
2359;Voertuigen met bromfietskenteken;Geldermalsen;2014;1555.0;59.0
2360;Voertuigen met bromfietskenteken;Geldermalsen;2015;1563.0;59.0
2361;Voertuigen met bromfietskenteken;Geldermalsen;2016;1594.0;61.0
2362;Voertuigen met bromfietskenteken;Geldermalsen;2017;1613.0;61.0
2363;Voertuigen met bromfietskenteken;Geldermalsen;2018;1694.0;63.0
2364;Voertuigen met bromfietskenteken;Geldermalsen;2019;;
2365;Voertuigen met bromfietskenteken;Geldermalsen;2020;;
2366;Voertuigen met bromfietskenteken;Geldermalsen;2021;;
2367;Voertuigen met bromfietskenteken;Geldermalsen;2022;;
2368;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2007;1796.0;47.0
2369;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2008;1976.0;52.0
2370;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2009;2277.0;60.0
2371;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2010;2547.0;67.0
2372;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2011;2715.0;71.0
2373;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2012;2732.0;71.0
2374;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2013;2893.0;75.0
2375;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2014;2902.0;75.0
2376;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2015;3013.0;77.0
2377;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2016;3058.0;79.0
2378;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2017;3029.0;78.0
2379;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2018;3134.0;80.0
2380;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2019;3201.0;81.0
2381;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2020;3204.0;81.0
2382;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2021;3289.0;82.0
2383;Voertuigen met bromfietskenteken;Geldrop-Mierlo;2022;3352.0;84.0
2384;Voertuigen met bromfietskenteken;Gemert-Bakel;2007;2216.0;79.0
2385;Voertuigen met bromfietskenteken;Gemert-Bakel;2008;2310.0;82.0
2386;Voertuigen met bromfietskenteken;Gemert-Bakel;2009;2407.0;84.0
2387;Voertuigen met bromfietskenteken;Gemert-Bakel;2010;2552.0;89.0
2388;Voertuigen met bromfietskenteken;Gemert-Bakel;2011;2649.0;92.0
2389;Voertuigen met bromfietskenteken;Gemert-Bakel;2012;2723.0;94.0
2390;Voertuigen met bromfietskenteken;Gemert-Bakel;2013;2758.0;95.0
2391;Voertuigen met bromfietskenteken;Gemert-Bakel;2014;2753.0;94.0
2392;Voertuigen met bromfietskenteken;Gemert-Bakel;2015;2793.0;95.0
2393;Voertuigen met bromfietskenteken;Gemert-Bakel;2016;2816.0;95.0
2394;Voertuigen met bromfietskenteken;Gemert-Bakel;2017;2852.0;95.0
2395;Voertuigen met bromfietskenteken;Gemert-Bakel;2018;2937.0;97.0
2396;Voertuigen met bromfietskenteken;Gemert-Bakel;2019;3000.0;99.0
2397;Voertuigen met bromfietskenteken;Gemert-Bakel;2020;3067.0;100.0
2398;Voertuigen met bromfietskenteken;Gemert-Bakel;2021;3261.0;106.0
2399;Voertuigen met bromfietskenteken;Gemert-Bakel;2022;3368.0;109.0
2400;Voertuigen met bromfietskenteken;Gennep;2007;543.0;32.0
2401;Voertuigen met bromfietskenteken;Gennep;2008;591.0;35.0
2402;Voertuigen met bromfietskenteken;Gennep;2009;651.0;38.0
2403;Voertuigen met bromfietskenteken;Gennep;2010;718.0;42.0
2404;Voertuigen met bromfietskenteken;Gennep;2011;775.0;45.0
2405;Voertuigen met bromfietskenteken;Gennep;2012;818.0;47.0
2406;Voertuigen met bromfietskenteken;Gennep;2013;881.0;51.0
2407;Voertuigen met bromfietskenteken;Gennep;2014;885.0;51.0
2408;Voertuigen met bromfietskenteken;Gennep;2015;925.0;54.0
2409;Voertuigen met bromfietskenteken;Gennep;2016;964.0;56.0
2410;Voertuigen met bromfietskenteken;Gennep;2017;1016.0;59.0
2411;Voertuigen met bromfietskenteken;Gennep;2018;1024.0;60.0
2412;Voertuigen met bromfietskenteken;Gennep;2019;1060.0;62.0
2413;Voertuigen met bromfietskenteken;Gennep;2020;1100.0;65.0
2414;Voertuigen met bromfietskenteken;Gennep;2021;1196.0;70.0
2415;Voertuigen met bromfietskenteken;Gennep;2022;1250.0;73.0
2416;Voertuigen met bromfietskenteken;Giessenlanden;2007;734.0;51.0
2417;Voertuigen met bromfietskenteken;Giessenlanden;2008;776.0;54.0
2418;Voertuigen met bromfietskenteken;Giessenlanden;2009;847.0;59.0
2419;Voertuigen met bromfietskenteken;Giessenlanden;2010;941.0;65.0
2420;Voertuigen met bromfietskenteken;Giessenlanden;2011;944.0;65.0
2421;Voertuigen met bromfietskenteken;Giessenlanden;2012;976.0;67.0
2422;Voertuigen met bromfietskenteken;Giessenlanden;2013;998.0;69.0
2423;Voertuigen met bromfietskenteken;Giessenlanden;2014;983.0;68.0
2424;Voertuigen met bromfietskenteken;Giessenlanden;2015;1000.0;69.0
2425;Voertuigen met bromfietskenteken;Giessenlanden;2016;1023.0;70.0
2426;Voertuigen met bromfietskenteken;Giessenlanden;2017;1055.0;72.0
2427;Voertuigen met bromfietskenteken;Giessenlanden;2018;1092.0;75.0
2428;Voertuigen met bromfietskenteken;Giessenlanden;2019;;
2429;Voertuigen met bromfietskenteken;Giessenlanden;2020;;
2430;Voertuigen met bromfietskenteken;Giessenlanden;2021;;
2431;Voertuigen met bromfietskenteken;Giessenlanden;2022;;
2432;Voertuigen met bromfietskenteken;Gilze en Rijen;2007;971.0;38.0
2433;Voertuigen met bromfietskenteken;Gilze en Rijen;2008;1097.0;43.0
2434;Voertuigen met bromfietskenteken;Gilze en Rijen;2009;1234.0;48.0
2435;Voertuigen met bromfietskenteken;Gilze en Rijen;2010;1353.0;52.0
2436;Voertuigen met bromfietskenteken;Gilze en Rijen;2011;1446.0;56.0
2437;Voertuigen met bromfietskenteken;Gilze en Rijen;2012;1447.0;56.0
2438;Voertuigen met bromfietskenteken;Gilze en Rijen;2013;1424.0;55.0
2439;Voertuigen met bromfietskenteken;Gilze en Rijen;2014;1428.0;55.0
2440;Voertuigen met bromfietskenteken;Gilze en Rijen;2015;1466.0;56.0
2441;Voertuigen met bromfietskenteken;Gilze en Rijen;2016;1479.0;57.0
2442;Voertuigen met bromfietskenteken;Gilze en Rijen;2017;1479.0;56.0
2443;Voertuigen met bromfietskenteken;Gilze en Rijen;2018;1455.0;55.0
2444;Voertuigen met bromfietskenteken;Gilze en Rijen;2019;1497.0;57.0
2445;Voertuigen met bromfietskenteken;Gilze en Rijen;2020;1495.0;57.0
2446;Voertuigen met bromfietskenteken;Gilze en Rijen;2021;1546.0;58.0
2447;Voertuigen met bromfietskenteken;Gilze en Rijen;2022;1614.0;61.0
2448;Voertuigen met bromfietskenteken;Goedereede;2007;538.0;46.0
2449;Voertuigen met bromfietskenteken;Goedereede;2008;573.0;49.0
2450;Voertuigen met bromfietskenteken;Goedereede;2009;643.0;56.0
2451;Voertuigen met bromfietskenteken;Goedereede;2010;711.0;62.0
2452;Voertuigen met bromfietskenteken;Goedereede;2011;769.0;67.0
2453;Voertuigen met bromfietskenteken;Goedereede;2012;773.0;68.0
2454;Voertuigen met bromfietskenteken;Goedereede;2013;;
2455;Voertuigen met bromfietskenteken;Goedereede;2014;;
2456;Voertuigen met bromfietskenteken;Goedereede;2015;;
2457;Voertuigen met bromfietskenteken;Goedereede;2016;;
2458;Voertuigen met bromfietskenteken;Goedereede;2017;;
2459;Voertuigen met bromfietskenteken;Goedereede;2018;;
2460;Voertuigen met bromfietskenteken;Goedereede;2019;;
2461;Voertuigen met bromfietskenteken;Goedereede;2020;;
2462;Voertuigen met bromfietskenteken;Goedereede;2021;;
2463;Voertuigen met bromfietskenteken;Goedereede;2022;;
2464;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2007;;
2465;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2008;;
2466;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2009;;
2467;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2010;;
2468;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2011;;
2469;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2012;;
2470;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2013;2770.0;57.0
2471;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2014;2795.0;58.0
2472;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2015;2777.0;58.0
2473;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2016;2857.0;59.0
2474;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2017;2995.0;62.0
2475;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2018;3240.0;66.0
2476;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2019;3487.0;70.0
2477;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2020;3657.0;73.0
2478;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2021;3929.0;78.0
2479;Voertuigen met bromfietskenteken;Goeree-Overflakkee;2022;4328.0;85.0
2480;Voertuigen met bromfietskenteken;Goes;2007;1476.0;40.0
2481;Voertuigen met bromfietskenteken;Goes;2008;1551.0;42.0
2482;Voertuigen met bromfietskenteken;Goes;2009;1629.0;44.0
2483;Voertuigen met bromfietskenteken;Goes;2010;1698.0;46.0
2484;Voertuigen met bromfietskenteken;Goes;2011;1807.0;49.0
2485;Voertuigen met bromfietskenteken;Goes;2012;1823.0;49.0
2486;Voertuigen met bromfietskenteken;Goes;2013;1896.0;51.0
2487;Voertuigen met bromfietskenteken;Goes;2014;1900.0;51.0
2488;Voertuigen met bromfietskenteken;Goes;2015;1964.0;53.0
2489;Voertuigen met bromfietskenteken;Goes;2016;2057.0;55.0
2490;Voertuigen met bromfietskenteken;Goes;2017;2124.0;57.0
2491;Voertuigen met bromfietskenteken;Goes;2018;2241.0;60.0
2492;Voertuigen met bromfietskenteken;Goes;2019;2346.0;62.0
2493;Voertuigen met bromfietskenteken;Goes;2020;2570.0;67.0
2494;Voertuigen met bromfietskenteken;Goes;2021;2844.0;74.0
2495;Voertuigen met bromfietskenteken;Goes;2022;3072.0;79.0
2496;Voertuigen met bromfietskenteken;Goirle;2007;756.0;34.0
2497;Voertuigen met bromfietskenteken;Goirle;2008;806.0;36.0
2498;Voertuigen met bromfietskenteken;Goirle;2009;923.0;41.0
2499;Voertuigen met bromfietskenteken;Goirle;2010;1039.0;46.0
2500;Voertuigen met bromfietskenteken;Goirle;2011;1170.0;51.0
2501;Voertuigen met bromfietskenteken;Goirle;2012;1219.0;53.0
2502;Voertuigen met bromfietskenteken;Goirle;2013;1304.0;57.0
2503;Voertuigen met bromfietskenteken;Goirle;2014;1293.0;56.0
2504;Voertuigen met bromfietskenteken;Goirle;2015;1273.0;55.0
2505;Voertuigen met bromfietskenteken;Goirle;2016;1265.0;55.0
2506;Voertuigen met bromfietskenteken;Goirle;2017;1285.0;55.0
2507;Voertuigen met bromfietskenteken;Goirle;2018;1340.0;57.0
2508;Voertuigen met bromfietskenteken;Goirle;2019;1388.0;58.0
