ID;SoortBromfiets;RegioS;Perioden;VoertuigenMetBromfietskenteken_1;VoertuigenPer1000Inwoners_2
27;Voertuigen met bromfietskenteken;Noord-Nederland (LD);2018;107446.0;62.0
28;Voertuigen met bromfietskenteken;Noord-Nederland (LD);2019;110603.0;64.0
29;Voertuigen met bromfietskenteken;Noord-Nederland (LD);2020;113889.0;66.0
30;Voertuigen met bromfietskenteken;Noord-Nederland (LD);2021;119985.0;69.0
31;Voertuigen met bromfietskenteken;Noord-Nederland (LD);2022;126799.0;73.0
32;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2007;152826.0;44.0
33;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2008;165400.0;47.0
34;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2009;181328.0;52.0
35;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2010;195887.0;56.0
36;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2011;209299.0;59.0
37;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2012;215134.0;61.0
38;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2013;219311.0;62.0
39;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2014;221967.0;62.0
40;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2015;226307.0;63.0
41;Voertuigen met bromfietskenteken;Oost-Nederland (LD);2016;231412.0;65.0
