ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldeElektriciteitslevering_5;GemiddeldeNettoElektriciteitslevering_6;Stadsverwarming_7;IndelingswijzigingWijkenEnBuurten_8
1028;Totaal woningen;Hoogland;Amersfoort                              ;Wijk      ;WK030719  ;890.0;2660.0;1890.0;;1.0
1029;Totaal woningen;De Ham;Amersfoort                              ;Buurt     ;BU03071900;910.0;2650.0;1780.0;;1.0
1030;Totaal woningen;Langenoord;Amersfoort                              ;Buurt     ;BU03071901;900.0;2540.0;1980.0;;1.0
1031;Totaal woningen;Bieshaar-Noord;Amersfoort                              ;Buurt     ;BU03071902;950.0;2840.0;1960.0;;1.0
1032;Totaal woningen;Bieshaar-Zuid;Amersfoort                              ;Buurt     ;BU03071903;880.0;2550.0;1800.0;;1.0
1033;Totaal woningen;De Bik;Amersfoort                              ;Buurt     ;BU03071904;870.0;2740.0;1930.0;;1.0
1034;Totaal woningen;De Brinken;Amersfoort                              ;Buurt     ;BU03071905;740.0;2290.0;1690.0;;1.0
1035;Totaal woningen;De Biezen;Amersfoort                              ;Buurt     ;BU03071906;930.0;3310.0;2330.0;;1.0
1036;Totaal woningen;Zielhorst;Amersfoort                              ;Wijk      ;WK030720  ;730.0;2380.0;1770.0;;1.0
1037;Totaal woningen;Vlinderbuurt;Amersfoort                              ;Buurt     ;BU03072000;760.0;2430.0;1680.0;;1.0
1038;Totaal woningen;Erasmusstraat e.o.;Amersfoort                              ;Buurt     ;BU03072001;670.0;2200.0;1940.0;;1.0
1039;Totaal woningen;Muziekbuurt-Noord;Amersfoort                              ;Buurt     ;BU03072002;670.0;2210.0;1650.0;;1.0
1040;Totaal woningen;Muziekbuurt-Zuid;Amersfoort                              ;Buurt     ;BU03072003;700.0;2230.0;1690.0;;1.0
1041;Totaal woningen;Architectenbuurt-Oost;Amersfoort                              ;Buurt     ;BU03072004;800.0;2580.0;1740.0;;1.0
1042;Totaal woningen;Architectenbuurt-West;Amersfoort                              ;Buurt     ;BU03072005;790.0;2670.0;1910.0;;1.0
1043;Totaal woningen;Sportpark Zielhorst;Amersfoort                              ;Buurt     ;BU03072006;;;;;1.0
1044;Totaal woningen;De Brand;Amersfoort                              ;Buurt     ;BU03072007;;;;;1.0
1045;Totaal woningen;Kattenbroek;Amersfoort                              ;Wijk      ;WK030721  ;770.0;2440.0;1810.0;;1.0
1046;Totaal woningen;Donken en zanden;Amersfoort                              ;Buurt     ;BU03072100;690.0;2210.0;1720.0;;1.0
1047;Totaal woningen;Paddenstoelenbuurt;Amersfoort                              ;Buurt     ;BU03072101;740.0;2060.0;1500.0;;1.0
1048;Totaal woningen;Woudzoom e.o.;Amersfoort                              ;Buurt     ;BU03072102;930.0;2720.0;1950.0;;1.0
1049;Totaal woningen;Wintertuinen;Amersfoort                              ;Buurt     ;BU03072103;760.0;2310.0;1740.0;;1.0
1050;Totaal woningen;De Verwondering e.o.;Amersfoort                              ;Buurt     ;BU03072104;790.0;2660.0;1990.0;;1.0
1051;Totaal woningen;Emiclaer;Amersfoort                              ;Buurt     ;BU03072105;680.0;2330.0;2050.0;;1.0
1052;Totaal woningen;Groote Kreek e.o.;Amersfoort                              ;Buurt     ;BU03072106;730.0;2320.0;1600.0;;1.0
1053;Totaal woningen;Boerderijenkamer;Amersfoort                              ;Buurt     ;BU03072107;720.0;2450.0;1700.0;;1.0
1054;Totaal woningen;Kattenbroek-Noord;Amersfoort                              ;Buurt     ;BU03072108;830.0;2710.0;1980.0;;1.0
1055;Totaal woningen;Calveen;Amersfoort                              ;Wijk      ;WK030722  ;1310.0;4060.0;2690.0;;1.0
1056;Totaal woningen;Calveen;Amersfoort                              ;Buurt     ;BU03072201;1310.0;4060.0;2690.0;;1.0
1057;Totaal woningen;Nieuwland;Amersfoort                              ;Wijk      ;WK030724  ;630.0;2650.0;1980.0;13.9;1.0
1058;Totaal woningen;Stadskwartier;Amersfoort                              ;Buurt     ;BU03072400;700.0;2700.0;1960.0;;1.0
1059;Totaal woningen;Hoge Hoven;Amersfoort                              ;Buurt     ;BU03072402;800.0;2880.0;1990.0;;1.0
1060;Totaal woningen;Centrum / Waterpark;Amersfoort                              ;Buurt     ;BU03072403;340.0;2360.0;2030.0;56.0;1.0
1061;Totaal woningen;Stadstuin;Amersfoort                              ;Buurt     ;BU03072404;250.0;2380.0;2170.0;59.0;1.0
1062;Totaal woningen;Waterkwartier;Amersfoort                              ;Buurt     ;BU03072405;720.0;2670.0;1840.0;;1.0
1063;Totaal woningen;Kruidenbuurt;Amersfoort                              ;Buurt     ;BU03072407;760.0;2770.0;2000.0;;1.0
1064;Totaal woningen;De Hoef;Amersfoort                              ;Wijk      ;WK030725  ;340.0;1860.0;1610.0;34.5;1.0
1065;Totaal woningen;Hoefkwartier;Amersfoort                              ;Buurt     ;BU03072500;340.0;1860.0;1610.0;34.5;1.0
1066;Totaal woningen;De Hoef-Oost;Amersfoort                              ;Buurt     ;BU03072501;;;;;1.0
1067;Totaal woningen;Hooglanderveen;Amersfoort                              ;Wijk      ;WK030726  ;880.0;3060.0;2080.0;;1.0
1068;Totaal woningen;Dorpskern Hooglanderveen;Amersfoort                              ;Buurt     ;BU03072600;910.0;2640.0;1840.0;;1.0
1069;Totaal woningen;Lient e.o.;Amersfoort                              ;Buurt     ;BU03072601;820.0;3260.0;2160.0;;1.0
1070;Totaal woningen;Hoekveen e.o.;Amersfoort                              ;Buurt     ;BU03072602;880.0;3140.0;2370.0;;1.0
1071;Totaal woningen;Heideweg e.o.;Amersfoort                              ;Buurt     ;BU03072603;1130.0;4030.0;2340.0;;1.0
1072;Totaal woningen;Hoogland-West;Amersfoort                              ;Wijk      ;WK030727  ;1260.0;4520.0;2800.0;;1.0
1073;Totaal woningen;Coelhorst;Amersfoort                              ;Buurt     ;BU03072700;1220.0;3740.0;2210.0;;1.0
1074;Totaal woningen;Zeldert;Amersfoort                              ;Buurt     ;BU03072701;1280.0;4760.0;2960.0;;1.0
1075;Totaal woningen;De Schans;Amersfoort                              ;Buurt     ;BU03072709;1280.0;4690.0;3070.0;;1.0
1076;Totaal woningen;Vathorst-De Velden;Amersfoort                              ;Wijk      ;WK030728  ;750.0;3100.0;2230.0;7.8;1.0
1077;Totaal woningen;Park van de Tijden-West;Amersfoort                              ;Buurt     ;BU03072800;770.0;3140.0;2370.0;;1.0
1078;Totaal woningen;Dassenberg e.o.;Amersfoort                              ;Buurt     ;BU03072801;680.0;3320.0;2410.0;27.0;1.0
1079;Totaal woningen;Park van de Tijden-Oost;Amersfoort                              ;Buurt     ;BU03072802;690.0;2970.0;2120.0;13.8;1.0
1080;Totaal woningen;Duisterweg e.o.;Amersfoort                              ;Buurt     ;BU03072803;870.0;3250.0;2070.0;;1.0
1081;Totaal woningen;Eilandengroepenbuurt;Amersfoort                              ;Buurt     ;BU03072804;820.0;2870.0;2230.0;;1.0
1082;Totaal woningen;Vathorst-Centrum;Amersfoort                              ;Wijk      ;WK030729  ;230.0;2790.0;2110.0;56.6;1.0
1083;Totaal woningen;Polderbuurt-Noord;Amersfoort                              ;Buurt     ;BU03072900;170.0;3130.0;2330.0;76.3;1.0
1084;Totaal woningen;Winkelcentrum Vathorst;Amersfoort                              ;Buurt     ;BU03072901;450.0;1920.0;1740.0;;1.0
1085;Totaal woningen;Damespolderbuurt;Amersfoort                              ;Buurt     ;BU03072902;90.0;3060.0;2120.0;77.4;1.0
1086;Totaal woningen;Vathorst-De Bron;Amersfoort                              ;Wijk      ;WK030730  ;480.0;3300.0;2110.0;;1.0
1087;Totaal woningen;De Bron-Noord;Amersfoort                              ;Buurt     ;BU03073000;420.0;3560.0;2250.0;;1.0
1088;Totaal woningen;De Bron-Zuid;Amersfoort                              ;Buurt     ;BU03073001;510.0;3170.0;2040.0;;1.0
1089;Totaal woningen;Vathorst-De Laak;Amersfoort                              ;Wijk      ;WK030731  ;330.0;2950.0;2190.0;38.8;1.0
1090;Totaal woningen;Waddeneilandenbuurt;Amersfoort                              ;Buurt     ;BU03073100;50.0;3260.0;2130.0;43.3;1.0
1091;Totaal woningen;Zuiderzeestedenbuurt-Oost;Amersfoort                              ;Buurt     ;BU03073101;10.0;2570.0;2110.0;89.2;1.0
1092;Totaal woningen;Zuiderzeestedenbuurt-West;Amersfoort                              ;Buurt     ;BU03073102;730.0;3070.0;2300.0;16.6;1.0
1093;Totaal woningen;De Baken;Amersfoort                              ;Buurt     ;BU03073103;540.0;2590.0;1960.0;21.6;1.0
1094;Totaal woningen;Laakse Tuinen;Amersfoort                              ;Buurt     ;BU03073104;60.0;4470.0;2770.0;;1.0
1095;Totaal woningen;Over de Laak;Amersfoort                              ;Buurt     ;BU03073105;1750.0;3780.0;3780.0;;1.0
1096;Totaal woningen;Podium;Amersfoort                              ;Buurt     ;BU03073106;;;;;1.0
1097;Totaal woningen;Vathorst-Bovenduist;Amersfoort                              ;Wijk      ;WK030732  ;;;;;1.0
1098;Totaal woningen;Vathorst-Bovenduist;Amersfoort                              ;Buurt     ;BU03073201;;;;;1.0
1099;Totaal woningen;Bedrijventerrein Vathorst;Amersfoort                              ;Wijk      ;WK030733  ;;;;;1.0
1100;Totaal woningen;Bedrijventerrein Vathorst-Zuid;Amersfoort                              ;Buurt     ;BU03073301;;;;;1.0
1101;Totaal woningen;Bedrijventerrein Vathorst-Noord;Amersfoort                              ;Buurt     ;BU03073302;;;;;1.0
1102;Totaal woningen;Olympus;Amersfoort                              ;Buurt     ;BU03073303;;;;;1.0
1103;Totaal woningen;Lindeboomseweg e.o.;Amersfoort                              ;Buurt     ;BU03073304;;;;;1.0
1104;Totaal woningen;Bosgebied;Amersfoort                              ;Wijk      ;WK030734  ;1200.0;3390.0;2660.0;;1.0
1105;Totaal woningen;Birkhoven / Bokkeduinen;Amersfoort                              ;Buurt     ;BU03073401;1350.0;3180.0;2870.0;;1.0
1106;Totaal woningen;Vlasakkers;Amersfoort                              ;Buurt     ;BU03073402;1150.0;3060.0;2460.0;;1.0
1107;Totaal woningen;Zon en Schild;Amersfoort                              ;Buurt     ;BU03073403;1200.0;3810.0;2810.0;;1.0
1108;Totaal woningen;Amstelveen;Amstelveen                              ;Gemeente  ;GM0362    ;820.0;2470.0;2160.0;6.3;1.0
1109;Totaal woningen;Randwijck;Amstelveen                              ;Wijk      ;WK036201  ;1060.0;2750.0;2440.0;4.0;1.0
1110;Totaal woningen;Randwijck West;Amstelveen                              ;Buurt     ;BU03620101;1340.0;3180.0;2720.0;;1.0
1111;Totaal woningen;Randwijck Oost;Amstelveen                              ;Buurt     ;BU03620102;910.0;2530.0;2300.0;6.0;1.0
1112;Totaal woningen;Patrimonium;Amstelveen                              ;Wijk      ;WK036202  ;1130.0;2590.0;2180.0;;1.0
1113;Totaal woningen;Oranjebuurt;Amstelveen                              ;Buurt     ;BU03620201;1490.0;3580.0;3180.0;;1.0
1114;Totaal woningen;Patrimonium;Amstelveen                              ;Buurt     ;BU03620202;1000.0;2250.0;1840.0;;1.0
1115;Totaal woningen;Elsrijk;Amstelveen                              ;Wijk      ;WK036203  ;970.0;2610.0;2300.0;4.7;1.0
1116;Totaal woningen;Elsrijk West;Amstelveen                              ;Buurt     ;BU03620301;1260.0;2970.0;2550.0;;1.0
1117;Totaal woningen;Kruiskerkbuurt;Amstelveen                              ;Buurt     ;BU03620302;1250.0;2960.0;2480.0;;1.0
1118;Totaal woningen;Vredeveldbuurt;Amstelveen                              ;Buurt     ;BU03620303;560.0;2350.0;2170.0;19.3;1.0
1119;Totaal woningen;Elsrijk Oost;Amstelveen                              ;Buurt     ;BU03620304;880.0;2320.0;2080.0;;1.0
1120;Totaal woningen;Stadshart;Amstelveen                              ;Wijk      ;WK036204  ;390.0;2610.0;2550.0;58.7;1.0
1121;Totaal woningen;Stadshart;Amstelveen                              ;Buurt     ;BU03620401;390.0;2610.0;2550.0;58.7;1.0
1122;Totaal woningen;Uilenstede, Kronenburg;Amstelveen                              ;Wijk      ;WK036205  ;880.0;2250.0;2250.0;;1.0
1123;Totaal woningen;Uilenstede;Amstelveen                              ;Buurt     ;BU03620501;880.0;2250.0;2250.0;;1.0
1124;Totaal woningen;Kronenburg;Amstelveen                              ;Buurt     ;BU03620502;;;;;1.0
1125;Totaal woningen;Bankras, Kostverloren;Amstelveen                              ;Wijk      ;WK036206  ;720.0;2210.0;1960.0;16.1;1.0
1126;Totaal woningen;Heldenbuurt;Amstelveen                              ;Buurt     ;BU03620601;760.0;2320.0;2060.0;6.4;1.0
1127;Totaal woningen;Zeestratenbuurt;Amstelveen                              ;Buurt     ;BU03620602;830.0;2460.0;2060.0;16.3;1.0
1128;Totaal woningen;Boekenbuurt;Amstelveen                              ;Buurt     ;BU03620603;590.0;2130.0;1970.0;30.3;1.0
1129;Totaal woningen;Operabuurt;Amstelveen                              ;Buurt     ;BU03620604;770.0;2000.0;1740.0;7.1;1.0
1130;Totaal woningen;Buitengebied Noord;Amstelveen                              ;Wijk      ;WK036207  ;1430.0;3910.0;3210.0;;1.0
1131;Totaal woningen;Middelpolder;Amstelveen                              ;Buurt     ;BU03620701;1710.0;4410.0;3630.0;;1.0
1132;Totaal woningen;Buurt over Ouderkerk;Amstelveen                              ;Buurt     ;BU03620702;1160.0;3440.0;2820.0;;1.0
1133;Totaal woningen;Keizer Karelpark;Amstelveen                              ;Wijk      ;WK036208  ;770.0;2230.0;1990.0;;1.0
1134;Totaal woningen;Oude Dorp;Amstelveen                              ;Buurt     ;BU03620801;870.0;2300.0;2080.0;;1.0
1135;Totaal woningen;Kastanjebuurt;Amstelveen                              ;Buurt     ;BU03620802;1040.0;2710.0;2330.0;;1.0
1136;Totaal woningen;Van der Leekbuurt;Amstelveen                              ;Buurt     ;BU03620803;800.0;2370.0;2080.0;;1.0
1137;Totaal woningen;Populierenbuurt;Amstelveen                              ;Buurt     ;BU03620804;710.0;2130.0;1940.0;;1.0
1138;Totaal woningen;Augustinuspark;Amstelveen                              ;Buurt     ;BU03620805;770.0;1830.0;1720.0;;1.0
1139;Totaal woningen;Startbaanbuurt;Amstelveen                              ;Buurt     ;BU03620806;370.0;2470.0;2060.0;;1.0
1140;Totaal woningen;Groenelaan;Amstelveen                              ;Wijk      ;WK036209  ;790.0;1980.0;1850.0;5.4;1.0
1141;Totaal woningen;Langerhuize;Amstelveen                              ;Buurt     ;BU03620901;430.0;1790.0;1790.0;25.1;1.0
1142;Totaal woningen;Alpen Rondwegbuurt;Amstelveen                              ;Buurt     ;BU03620902;840.0;2060.0;1950.0;;1.0
1143;Totaal woningen;In de Wolkenbuurt;Amstelveen                              ;Buurt     ;BU03620903;860.0;2060.0;1890.0;;1.0
1144;Totaal woningen;Watercirkelbuurt;Amstelveen                              ;Buurt     ;BU03620904;880.0;2000.0;1860.0;;1.0
1145;Totaal woningen;Kringloopbuurt;Amstelveen                              ;Buurt     ;BU03620905;920.0;2030.0;1830.0;;1.0
1146;Totaal woningen;Waardhuizen, Middenhoven;Amstelveen                              ;Wijk      ;WK036210  ;810.0;2310.0;1930.0;;1.0
1147;Totaal woningen;Beroepenbuurt;Amstelveen                              ;Buurt     ;BU03621001;790.0;2550.0;1890.0;;1.0
1148;Totaal woningen;Hemellichamenbuurt;Amstelveen                              ;Buurt     ;BU03621002;710.0;2010.0;1820.0;;1.0
1149;Totaal woningen;Punterbuurt;Amstelveen                              ;Buurt     ;BU03621003;890.0;2200.0;2000.0;4.0;1.0
1150;Totaal woningen;Molenbuurt;Amstelveen                              ;Buurt     ;BU03621004;780.0;2270.0;1850.0;;1.0
1151;Totaal woningen;Galjoenbuurt;Amstelveen                              ;Buurt     ;BU03621005;880.0;2590.0;2050.0;;1.0
1152;Totaal woningen;Bovenkerk - Westwijk Noord;Amstelveen                              ;Wijk      ;WK036211  ;810.0;2450.0;2090.0;;1.0
1153;Totaal woningen;Bovenkerk;Amstelveen                              ;Buurt     ;BU03621101;850.0;2670.0;2290.0;;1.0
1154;Totaal woningen;Buitenplaatsenbuurt;Amstelveen                              ;Buurt     ;BU03621102;770.0;2350.0;2120.0;;1.0
1155;Totaal woningen;Betsy Perkbuurt;Amstelveen                              ;Buurt     ;BU03621103;800.0;2360.0;2050.0;;1.0
1156;Totaal woningen;Legmeer;Amstelveen                              ;Buurt     ;BU03621104;530.0;1580.0;1580.0;;1.0
1157;Totaal woningen;Landschappenbuurt;Amstelveen                              ;Buurt     ;BU03621105;790.0;2330.0;1950.0;;1.0
1158;Totaal woningen;Theaterbuurt;Amstelveen                              ;Buurt     ;BU03621106;870.0;2570.0;2060.0;;1.0
1159;Totaal woningen;Westwijk Zuid;Amstelveen                              ;Wijk      ;WK036212  ;570.0;3730.0;3050.0;6.5;1.0
1160;Totaal woningen;Kastelenbuurt;Amstelveen                              ;Buurt     ;BU03621201;90.0;4530.0;3720.0;17.1;1.0
1161;Totaal woningen;Schrijversbuurt;Amstelveen                              ;Buurt     ;BU03621202;960.0;3100.0;2590.0;;1.0
1162;Totaal woningen;Kruidenbuurt;Amstelveen                              ;Buurt     ;BU03621203;780.0;3320.0;2670.0;;1.0
1163;Totaal woningen;De Scheg;Amstelveen                              ;Buurt     ;BU03621204;1730.0;4420.0;3730.0;;1.0
1164;Totaal woningen;Buitengebied Zuid;Amstelveen                              ;Wijk      ;WK036213  ;1340.0;3530.0;2550.0;;1.0
1165;Totaal woningen;Nes aan de Amstel;Amstelveen                              ;Buurt     ;BU03621301;1250.0;3320.0;2430.0;;1.0
1166;Totaal woningen;Legmeerpolder;Amstelveen                              ;Buurt     ;BU03621302;1630.0;4210.0;2920.0;;1.0
1167;Totaal woningen;Amsterdamse Bos;Amstelveen                              ;Wijk      ;WK036214  ;1450.0;3840.0;3530.0;;1.0
1168;Totaal woningen;Amsterdamse Bos Noord;Amstelveen                              ;Buurt     ;BU03621401;1520.0;3680.0;3340.0;;1.0
1169;Totaal woningen;Amsterdamse Bos Zuid;Amstelveen                              ;Buurt     ;BU03621402;;;;;1.0
1170;Totaal woningen;Amsterdam;Amsterdam                               ;Gemeente  ;GM0363    ;600.0;1880.0;1800.0;17.2;3.0
1171;Totaal woningen;Haarlemmerbuurt;Amsterdam                               ;Wijk      ;WK0363AA  ;710.0;1830.0;1820.0;4.8;2.0
1172;Totaal woningen;Planciusbuurt-Noord;Amsterdam                               ;Buurt     ;BU0363AA01;650.0;1360.0;1360.0;;2.0
1173;Totaal woningen;Westelijke eilanden;Amsterdam                               ;Buurt     ;BU0363AA02;700.0;1770.0;1750.0;;2.0
1174;Totaal woningen;Westerdokseiland;Amsterdam                               ;Buurt     ;BU0363AA03;720.0;2300.0;2300.0;26.3;2.0
1175;Totaal woningen;Planciusbuurt-Zuid;Amsterdam                               ;Buurt     ;BU0363AA04;530.0;1410.0;1410.0;;2.0
1176;Totaal woningen;Haarlemmerbuurt-West;Amsterdam                               ;Buurt     ;BU0363AA05;710.0;1750.0;1740.0;;2.0
1177;Totaal woningen;Haarlemmerbuurt-Oost;Amsterdam                               ;Buurt     ;BU0363AA06;770.0;1730.0;1720.0;;2.0
1178;Totaal woningen;Jordaan;Amsterdam                               ;Wijk      ;WK0363AB  ;680.0;1630.0;1620.0;;2.0
1179;Totaal woningen;Marnixbuurt-Noord;Amsterdam                               ;Buurt     ;BU0363AB01;550.0;1560.0;1540.0;;2.0
1180;Totaal woningen;Driehoekbuurt;Amsterdam                               ;Buurt     ;BU0363AB02;670.0;1480.0;1480.0;;2.0
1181;Totaal woningen;Anjeliersbuurt-Noord;Amsterdam                               ;Buurt     ;BU0363AB03;770.0;1770.0;1770.0;;2.0
1182;Totaal woningen;Zaagpoortbuurt;Amsterdam                               ;Buurt     ;BU0363AB04;500.0;1370.0;1370.0;;2.0
1183;Totaal woningen;Anjeliersbuurt-Zuid;Amsterdam                               ;Buurt     ;BU0363AB05;700.0;1570.0;1560.0;;2.0
1184;Totaal woningen;Marnixbuurt-Midden;Amsterdam                               ;Buurt     ;BU0363AB06;710.0;1930.0;1930.0;;2.0
1185;Totaal woningen;Bloemgrachtbuurt;Amsterdam                               ;Buurt     ;BU0363AB07;770.0;1740.0;1720.0;;2.0
1186;Totaal woningen;Groenmarktkadebuurt;Amsterdam                               ;Buurt     ;BU0363AB08;510.0;2020.0;2010.0;;2.0
1187;Totaal woningen;Marnixbuurt-Zuid;Amsterdam                               ;Buurt     ;BU0363AB09;500.0;1580.0;1580.0;;2.0
1188;Totaal woningen;Elandsgrachtbuurt;Amsterdam                               ;Buurt     ;BU0363AB10;710.0;1670.0;1650.0;;2.0
1189;Totaal woningen;Passeerdersgrachtbuurt;Amsterdam                               ;Buurt     ;BU0363AB11;730.0;1690.0;1680.0;;2.0
1190;Totaal woningen;Grachtengordel-West;Amsterdam                               ;Wijk      ;WK0363AC  ;950.0;2140.0;2130.0;;2.0
1191;Totaal woningen;Langestraat e.o.;Amsterdam                               ;Buurt     ;BU0363AC01;990.0;2150.0;2150.0;;2.0
1192;Totaal woningen;Leliegracht e.o.;Amsterdam                               ;Buurt     ;BU0363AC02;930.0;2150.0;2140.0;;2.0
1193;Totaal woningen;Felix Meritisbuurt;Amsterdam                               ;Buurt     ;BU0363AC03;930.0;2090.0;2090.0;;2.0
1194;Totaal woningen;Leidsegracht-Noord;Amsterdam                               ;Buurt     ;BU0363AC04;1000.0;2220.0;2210.0;;2.0
1195;Totaal woningen;Burgwallen-Nieuwe Zijde;Amsterdam                               ;Wijk      ;WK0363AD  ;750.0;1800.0;1800.0;;2.0
1196;Totaal woningen;Stationsplein e.o.;Amsterdam                               ;Buurt     ;BU0363AD01;;;;;2.0
1197;Totaal woningen;Hemelrijk;Amsterdam                               ;Buurt     ;BU0363AD02;720.0;1700.0;1700.0;;2.0
1198;Totaal woningen;Nieuwendijk-Noord;Amsterdam                               ;Buurt     ;BU0363AD03;690.0;1850.0;1840.0;;2.0
1199;Totaal woningen;Spuistraat-Noord;Amsterdam                               ;Buurt     ;BU0363AD04;870.0;1980.0;1970.0;;2.0
1200;Totaal woningen;Nieuwe Kerk e.o.;Amsterdam                               ;Buurt     ;BU0363AD05;750.0;1810.0;1800.0;;2.0
1201;Totaal woningen;Spuistraat-Zuid;Amsterdam                               ;Buurt     ;BU0363AD06;710.0;1710.0;1700.0;;2.0
1202;Totaal woningen;Begijnhofbuurt;Amsterdam                               ;Buurt     ;BU0363AD07;740.0;1590.0;1590.0;;2.0
1203;Totaal woningen;Kalverdriehoek;Amsterdam                               ;Buurt     ;BU0363AD08;700.0;2040.0;2040.0;;2.0
1204;Totaal woningen;Burgwallen-Oude Zijde;Amsterdam                               ;Wijk      ;WK0363AE  ;780.0;1760.0;1760.0;;2.0
1205;Totaal woningen;Kop Zeedijk;Amsterdam                               ;Buurt     ;BU0363AE01;750.0;1780.0;1780.0;;2.0
1206;Totaal woningen;Oude Kerk e.o.;Amsterdam                               ;Buurt     ;BU0363AE02;760.0;1740.0;1730.0;;2.0
1207;Totaal woningen;Burgwallen-Oost;Amsterdam                               ;Buurt     ;BU0363AE03;770.0;1710.0;1710.0;;2.0
1208;Totaal woningen;Nes e.o.;Amsterdam                               ;Buurt     ;BU0363AE04;900.0;1910.0;1900.0;;2.0
1209;Totaal woningen;BG-terrein e.o.;Amsterdam                               ;Buurt     ;BU0363AE05;830.0;1790.0;1790.0;;2.0
1210;Totaal woningen;Nieuwmarkt/Lastage;Amsterdam                               ;Wijk      ;WK0363AF  ;670.0;1790.0;1780.0;7.3;2.0
1211;Totaal woningen;Oosterdokseiland;Amsterdam                               ;Buurt     ;BU0363AF01;420.0;2270.0;2270.0;;2.0
1212;Totaal woningen;Lastage;Amsterdam                               ;Buurt     ;BU0363AF02;800.0;1840.0;1810.0;;2.0
1213;Totaal woningen;Scheepvaarthuisbuurt;Amsterdam                               ;Buurt     ;BU0363AF03;890.0;2310.0;2300.0;;2.0
1214;Totaal woningen;Rapenburg;Amsterdam                               ;Buurt     ;BU0363AF04;750.0;1820.0;1810.0;;2.0
1215;Totaal woningen;Nieuwmarkt;Amsterdam                               ;Buurt     ;BU0363AF05;690.0;1580.0;1570.0;;2.0
1216;Totaal woningen;Uilenburg;Amsterdam                               ;Buurt     ;BU0363AF06;580.0;1760.0;1750.0;10.0;2.0
1217;Totaal woningen;Valkenburg;Amsterdam                               ;Buurt     ;BU0363AF07;360.0;1700.0;1700.0;43.7;2.0
1218;Totaal woningen;Zuiderkerkbuurt;Amsterdam                               ;Buurt     ;BU0363AF08;800.0;1800.0;1800.0;;2.0
1219;Totaal woningen;Waterloopleinbuurt;Amsterdam                               ;Buurt     ;BU0363AF09;700.0;1770.0;1760.0;;2.0
1220;Totaal woningen;Grachtengordel-Zuid;Amsterdam                               ;Wijk      ;WK0363AG  ;960.0;2200.0;2190.0;;2.0
1221;Totaal woningen;Leidsegracht-Zuid;Amsterdam                               ;Buurt     ;BU0363AG01;990.0;2260.0;2260.0;;2.0
1222;Totaal woningen;Geelvinckbuurt;Amsterdam                               ;Buurt     ;BU0363AG02;900.0;2030.0;2030.0;;3.0
1223;Totaal woningen;Rembrandtplein e.o.;Amsterdam                               ;Buurt     ;BU0363AG03;780.0;1880.0;1870.0;;3.0
1224;Totaal woningen;Spiegelbuurt;Amsterdam                               ;Buurt     ;BU0363AG04;950.0;2220.0;2220.0;;2.0
1225;Totaal woningen;Vijzelstraatbuurt;Amsterdam                               ;Buurt     ;BU0363AG05;1060.0;2450.0;2440.0;;3.0
1226;Totaal woningen;Amstelveldbuurt;Amsterdam                               ;Buurt     ;BU0363AG06;970.0;2160.0;2150.0;;2.0
1227;Totaal woningen;De Weteringschans;Amsterdam                               ;Wijk      ;WK0363AH  ;810.0;1970.0;1960.0;;2.0
1228;Totaal woningen;Leidsebuurt-Noordwest;Amsterdam                               ;Buurt     ;BU0363AH01;710.0;1820.0;1820.0;;2.0
1229;Totaal woningen;Leidsebuurt-Noordoost;Amsterdam                               ;Buurt     ;BU0363AH02;750.0;1830.0;1830.0;;2.0
1230;Totaal woningen;Weteringbuurt;Amsterdam                               ;Buurt     ;BU0363AH03;820.0;1910.0;1890.0;;2.0
1231;Totaal woningen;Utrechtsebuurt-Zuid;Amsterdam                               ;Buurt     ;BU0363AH04;780.0;1920.0;1910.0;;2.0
1232;Totaal woningen;Leidsebuurt-Zuidwest;Amsterdam                               ;Buurt     ;BU0363AH05;780.0;2090.0;2090.0;;2.0
1233;Totaal woningen;Leidsebuurt-Zuidoost;Amsterdam                               ;Buurt     ;BU0363AH06;670.0;1930.0;1910.0;;2.0
1234;Totaal woningen;Den Texbuurt;Amsterdam                               ;Buurt     ;BU0363AH07;930.0;2300.0;2290.0;;2.0
1235;Totaal woningen;Frederikspleinbuurt;Amsterdam                               ;Buurt     ;BU0363AH08;850.0;2110.0;2100.0;;2.0
1236;Totaal woningen;Weesperbuurt/Plantage;Amsterdam                               ;Wijk      ;WK0363AJ  ;690.0;1950.0;1940.0;;2.0
1237;Totaal woningen;Weesperbuurt;Amsterdam                               ;Buurt     ;BU0363AJ01;730.0;1760.0;1750.0;;2.0
1238;Totaal woningen;Plantage;Amsterdam                               ;Buurt     ;BU0363AJ02;610.0;2360.0;2340.0;;2.0
1239;Totaal woningen;Sarphatistrook;Amsterdam                               ;Buurt     ;BU0363AJ03;740.0;1770.0;1750.0;;2.0
1240;Totaal woningen;Alexanderplein e.o.;Amsterdam                               ;Buurt     ;BU0363AJ04;710.0;1830.0;1800.0;;2.0
1241;Totaal woningen;Oostelijke Eilanden/Kadijken;Amsterdam                               ;Wijk      ;WK0363AK  ;590.0;1710.0;1690.0;;2.0
1242;Totaal woningen;Marine-Etablissement;Amsterdam                               ;Buurt     ;BU0363AK01;;;;;2.0
