ID;Geslacht;BedrijfstakkenBranchesSBI2008;Perioden;RechthebbendenOuderschapsverlof_1;TotaalOpgenomenOuderschapsverlof_2;BetaaldOuderschapsverlof_3;DuurOuderschapsverlof_4;UrenOuderschapsverlofPerWeek_5;ArbeidsduurGebruikers_6
0;1100;300025;2000;264.0;54.0;25.0;8.0;13.0;29.0
1;1100;300025;2001 voor revisie;261.0;53.0;24.0;9.0;12.0;29.0
2;1100;300025;2001 na revisie;262.0;52.0;24.0;9.0;11.0;29.0
3;1100;300025;2002;273.0;63.0;36.0;9.0;10.0;30.0
4;1100;300025;2003;269.0;71.0;39.0;8.0;11.0;29.0
5;1100;300025;2004;266.0;72.0;42.0;9.0;10.0;30.0
6;1100;300025;2005;270.0;79.0;46.0;9.0;10.0;30.0
7;1100;300025;2006;258.0;77.0;47.0;10.0;9.0;31.0
8;1100;300025;2007;260.0;76.0;40.0;9.0;10.0;31.0
9;1100;300025;2008;257.0;70.0;38.0;11.0;10.0;31.0
10;1100;300025;2009;264.0;79.0;43.0;11.0;10.0;31.0
11;1100;300025;2010;258.0;83.0;48.0;12.0;9.0;31.0
12;1100;300025;2011;265.0;101.0;53.0;14.0;9.0;31.0
13;1100;300025;2012;261.0;97.0;50.0;14.0;9.0;30.0
14;1100;300025;2013;247.0;100.0;50.0;13.0;10.0;32.0
15;1100;300012;2000;76.0;29.0;16.0;8.0;11.0;27.0
16;1100;300012;2001 voor revisie;76.0;32.0;17.0;9.0;11.0;28.0
17;1100;300012;2001 na revisie;75.0;31.0;17.0;9.0;11.0;28.0
18;1100;300012;2002;82.0;38.0;30.0;10.0;10.0;29.0
19;1100;300012;2003;83.0;40.0;30.0;8.0;11.0;28.0
20;1100;300012;2004;83.0;42.0;32.0;9.0;10.0;29.0
21;1100;300012;2005;85.0;45.0;37.0;9.0;10.0;28.0
22;1100;300012;2006;84.0;48.0;38.0;10.0;9.0;30.0
23;1100;300012;2007;80.0;43.0;31.0;9.0;10.0;29.0
24;1100;300012;2008;82.0;39.0;30.0;11.0;10.0;29.0
25;1100;300012;2009;92.0;44.0;35.0;11.0;10.0;30.0
26;1100;300012;2010;88.0;42.0;33.0;11.0;9.0;29.0
27;1100;300012;2011;97.0;54.0;40.0;13.0;8.0;29.0
28;1100;300012;2012;;;;;;
29;1100;300012;2013;;;;;;
30;1100;Niet-Overheid;2000;190.0;26.0;9.0;7.0;14.0;30.0
31;1100;Niet-Overheid;2001 voor revisie;184.0;21.0;7.0;9.0;13.0;30.0
32;1100;Niet-Overheid;2001 na revisie;186.0;21.0;7.0;9.0;12.0;30.0
33;1100;Niet-Overheid;2002;190.0;25.0;6.0;9.0;10.0;31.0
34;1100;Niet-Overheid;2003;187.0;31.0;9.0;8.0;10.0;31.0
35;1100;Niet-Overheid;2004;185.0;30.0;10.0;9.0;10.0;32.0
36;1100;Niet-Overheid;2005;186.0;34.0;8.0;9.0;10.0;32.0
37;1100;Niet-Overheid;2006;175.0;29.0;9.0;9.0;10.0;32.0
38;1100;Niet-Overheid;2007;181.0;33.0;9.0;10.0;9.0;33.0
39;1100;Niet-Overheid;2008;175.0;31.0;9.0;11.0;10.0;33.0
40;1100;Niet-Overheid;2009;172.0;35.0;9.0;11.0;11.0;33.0
41;1100;Niet-Overheid;2010;170.0;41.0;14.0;13.0;10.0;33.0
42;1100;Niet-Overheid;2011;169.0;46.0;13.0;16.0;10.0;33.0
43;1100;Niet-Overheid;2012;;;;;;
44;1100;Niet-Overheid;2013;;;;;;
45;1100;999999;2000;;;;;;
46;1100;999999;2001 voor revisie;;;;;;
47;1100;999999;2001 na revisie;;;;;;
48;1100;999999;2002;;;;;;
49;1100;999999;2003;;;;;;
50;1100;999999;2004;;;;;;
51;1100;999999;2005;;;;;;
52;1100;999999;2006;;;;;;
53;1100;999999;2007;;;;;;
54;1100;999999;2008;;;;;;
55;1100;999999;2009;;;;;;
56;1100;999999;2010;;;;;;
57;1100;999999;2011;;;;;;
58;1100;999999;2012;;;;;;
59;1100;999999;2013;;;;;;
60;3000;300025;2000;158.0;15.0;8.0;9.0;9.0;36.0
61;3000;300025;2001 voor revisie;154.0;15.0;8.0;11.0;8.0;36.0
62;3000;300025;2001 na revisie;155.0;15.0;8.0;11.0;8.0;36.0
63;3000;300025;2002;160.0;23.0;13.0;11.0;8.0;37.0
64;3000;300025;2003;153.0;23.0;13.0;10.0;8.0;36.0
65;3000;300025;2004;152.0;26.0;17.0;10.0;9.0;37.0
66;3000;300025;2005;150.0;27.0;15.0;11.0;8.0;37.0
67;3000;300025;2006;144.0;29.0;19.0;11.0;9.0;37.0
68;3000;300025;2007;141.0;25.0;12.0;11.0;8.0;37.0
69;3000;300025;2008;138.0;25.0;14.0;13.0;8.0;37.0
70;3000;300025;2009;136.0;26.0;13.0;14.0;8.0;37.0
71;3000;300025;2010;136.0;31.0;18.0;14.0;8.0;37.0
72;3000;300025;2011;137.0;37.0;20.0;18.0;8.0;37.0
73;3000;300025;2012;129.0;27.0;13.0;17.0;7.0;37.0
74;3000;300025;2013;124.0;29.0;15.0;16.0;8.0;39.0
75;3000;300012;2000;26.0;7.0;5.0;11.0;8.0;35.0
76;3000;300012;2001 voor revisie;26.0;8.0;6.0;11.0;8.0;36.0
77;3000;300012;2001 na revisie;26.0;8.0;6.0;11.0;8.0;36.0
78;3000;300012;2002;28.0;11.0;10.0;11.0;9.0;36.0
79;3000;300012;2003;28.0;11.0;10.0;10.0;8.0;35.0
80;3000;300012;2004;28.0;13.0;13.0;11.0;8.0;37.0
81;3000;300012;2005;27.0;13.0;12.0;11.0;8.0;36.0
82;3000;300012;2006;28.0;15.0;15.0;11.0;8.0;36.0
83;3000;300012;2007;23.0;10.0;9.0;11.0;9.0;37.0
84;3000;300012;2008;24.0;11.0;9.0;14.0;7.0;37.0
85;3000;300012;2009;24.0;11.0;9.0;15.0;7.0;37.0
86;3000;300012;2010;25.0;12.0;11.0;13.0;9.0;37.0
87;3000;300012;2011;28.0;16.0;13.0;18.0;7.0;36.0
88;3000;300012;2012;;;;;;
89;3000;300012;2013;;;;;;
90;3000;Niet-Overheid;2000;133.0;8.0;3.0;8.0;10.0;37.0
91;3000;Niet-Overheid;2001 voor revisie;128.0;7.0;2.0;10.0;8.0;37.0
92;3000;Niet-Overheid;2001 na revisie;130.0;7.0;2.0;10.0;7.0;37.0
93;3000;Niet-Overheid;2002;131.0;12.0;3.0;10.0;8.0;37.0
94;3000;Niet-Overheid;2003;126.0;12.0;3.0;10.0;9.0;37.0
95;3000;Niet-Overheid;2004;125.0;13.0;4.0;9.0;10.0;37.0
96;3000;Niet-Overheid;2005;125.0;15.0;3.0;11.0;8.0;38.0
97;3000;Niet-Overheid;2006;117.0;14.0;4.0;10.0;9.0;37.0
98;3000;Niet-Overheid;2007;118.0;15.0;4.0;10.0;8.0;37.0
99;3000;Niet-Overheid;2008;114.0;14.0;4.0;12.0;9.0;38.0
100;3000;Niet-Overheid;2009;112.0;15.0;3.0;13.0;9.0;38.0
101;3000;Niet-Overheid;2010;111.0;20.0;6.0;15.0;8.0;38.0
102;3000;Niet-Overheid;2011;110.0;21.0;7.0;19.0;9.0;37.0
103;3000;Niet-Overheid;2012;;;;;;
104;3000;Niet-Overheid;2013;;;;;;
105;3000;999999;2000;;;;;;
106;3000;999999;2001 voor revisie;;;;;;
107;3000;999999;2001 na revisie;;;;;;
108;3000;999999;2002;;;;;;
109;3000;999999;2003;;;;;;
