ID;Geslacht;PrognoseInterval;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;Samenwonend_5;OuderInEenouderhuishouden_6;OverigLidHuishouden_7;PersonenInInstitutioneleHuishoudens_8;TotaalParticuliereHuishoudens_9;GemiddeldeHuishoudensgrootte_10
0;Totaal mannen en vrouwen;Prognose;2025;18048172;17748210;4664414;3415300;8759623;624205;284668;299962;8466181.0;2.1
1;Totaal mannen en vrouwen;Prognose;2026;18144091;17833908;4657242;3477071;8786888;629027;283680;310183;8546460.0;2.09
2;Totaal mannen en vrouwen;Prognose;2027;18229251;17909784;4651131;3529348;8811906;634439;282961;319466;8616793.0;2.08
3;Totaal mannen en vrouwen;Prognose;2028;18309237;17982016;4647328;3575517;8837379;639299;282494;327220;8680769.0;2.07
4;Totaal mannen en vrouwen;Prognose;2029;18383277;18049436;4646127;3615836;8861305;644179;281988;333842;8738104.0;2.07
5;Totaal mannen en vrouwen;Prognose;2030;18458056;18117420;4647872;3653925;8884776;648904;281944;340635;8792765.0;2.06
6;Totaal mannen en vrouwen;Prognose;2031;18533563;18186078;4652812;3690267;8907245;653482;282272;347485;8844998.0;2.06
7;Totaal mannen en vrouwen;Prognose;2032;18609903;18255568;4661097;3725483;8927983;658098;282907;354335;8895257.0;2.05
8;Totaal mannen en vrouwen;Prognose;2033;18686526;18325444;4672193;3759476;8947177;662858;283739;361083;8943656.0;2.05
9;Totaal mannen en vrouwen;Prognose;2034;18762610;18394906;4685762;3791927;8964825;667689;284703;367704;8989824.0;2.05
10;Totaal mannen en vrouwen;Prognose;2035;18837026;18462928;4701496;3822440;8980740;672500;285752;374098;9033143.0;2.04
11;Totaal mannen en vrouwen;Prognose;2036;18910247;18529934;4719283;3850826;8995279;677777;286769;380313;9074114.0;2.04
12;Totaal mannen en vrouwen;Prognose;2037;18981614;18595376;4738806;3877626;9008378;682734;287831;386239;9112450.0;2.04
13;Totaal mannen en vrouwen;Prognose;2038;19050657;18658764;4759586;3902407;9020112;687840;288820;391892;9148186.0;2.04
14;Totaal mannen en vrouwen;Prognose;2039;19117053;18719800;4781152;3925185;9030590;693141;289732;397253;9181464.0;2.04
15;Totaal mannen en vrouwen;Prognose;2040;19180673;18778324;4802751;3946342;9040009;698589;290633;402349;9212779.0;2.04
16;Totaal mannen en vrouwen;Prognose;2041;19241593;18834392;4824373;3965922;9048479;704098;291519;407202;9242083.0;2.04
17;Totaal mannen en vrouwen;Prognose;2042;19299915;18888138;4846145;3983491;9056072;710128;292302;411777;9269448.0;2.04
18;Totaal mannen en vrouwen;Prognose;2043;19355806;18939708;4867978;3999573;9062857;716225;293074;416099;9294988.0;2.04
19;Totaal mannen en vrouwen;Prognose;2044;19409333;18989080;4889794;4014175;9068912;722387;293811;420254;9318736.0;2.04
20;Totaal mannen en vrouwen;Prognose;2045;19460679;19036404;4911461;4027481;9074320;728635;294506;424276;9340956.0;2.04
21;Totaal mannen en vrouwen;Prognose;2046;19509811;19081632;4932770;4039449;9079141;735101;295171;428179;9361789.0;2.04
22;Totaal mannen en vrouwen;Prognose;2047;19556954;19124936;4953501;4050762;9083386;741385;295902;432018;9381495.0;2.04
23;Totaal mannen en vrouwen;Prognose;2048;19602252;19166452;4973406;4061688;9087195;747449;296714;435800;9400441.0;2.04
24;Totaal mannen en vrouwen;Prognose;2049;19645790;19206284;4992222;4072233;9090807;753447;297574;439507;9418786.0;2.04
25;Totaal mannen en vrouwen;Prognose;2050;19687645;19244560;5009613;4082588;9094576;759275;298507;443086;9436866.0;2.04
26;Totaal mannen en vrouwen;Prognose;2051;19727968;19281476;5025254;4092881;9098996;764826;299519;446492;9454992.0;2.04
27;Totaal mannen en vrouwen;Prognose;2052;19766831;19317172;5038856;4103257;9104518;769915;300625;449660;9473319.0;2.04
28;Totaal mannen en vrouwen;Prognose;2053;19804521;19351980;5050250;4113710;9111623;774616;301781;452541;9492166.0;2.04
29;Totaal mannen en vrouwen;Prognose;2054;19841329;19386240;5059391;4124669;9120623;778527;303031;455088;9511694.0;2.04
30;Totaal mannen en vrouwen;Prognose;2055;19877635;19420378;5066371;4135849;9131886;781953;304319;457257;9532133.0;2.04
31;Totaal mannen en vrouwen;Prognose;2056;19913765;19454752;5071376;4147332;9145585;784826;305633;459013;9553535.0;2.04
32;Totaal mannen en vrouwen;Prognose;2057;19950160;19489820;5074719;4159137;9161852;787136;306976;460340;9576033.0;2.04
33;Totaal mannen en vrouwen;Prognose;2058;19987285;19526060;5076836;4171257;9180726;788915;308327;461224;9599640.0;2.03
34;Totaal mannen en vrouwen;Prognose;2059;20025654;19563972;5078235;4183669;9202174;790225;309669;461682;9624352.0;2.03
35;Totaal mannen en vrouwen;Prognose;2060;20065830;19604096;5079453;4196383;9226111;791156;310992;461735;9650249.0;2.03
36;Totaal mannen en vrouwen;Prognose;2061;20108261;19646828;5081020;4209355;9252381;791794;312278;461433;9677268.0;2.03
37;Totaal mannen en vrouwen;Prognose;2062;20153458;19692600;5083429;4222636;9280750;792257;313527;460859;9705440.0;2.03
38;Totaal mannen en vrouwen;Prognose;2063;20201754;19741680;5087088;4236286;9310990;792572;314745;460073;9734789.0;2.03
39;Totaal mannen en vrouwen;Prognose;2064;20253428;19794260;5092341;4250365;9342798;792825;315932;459167;9765243.0;2.03
40;Totaal mannen en vrouwen;Prognose;2065;20308627;19850428;5099393;4264951;9375911;793082;317090;458200;9796847.0;2.03
41;Totaal mannen en vrouwen;Prognose;2066;20367249;19909980;5108329;4280070;9409976;793384;318221;457269;9829525.0;2.03
42;Totaal mannen en vrouwen;Prognose;2067;20429182;19972720;5119168;4295766;9444665;793790;319331;456462;9863154.0;2.02
43;Totaal mannen en vrouwen;Prognose;2068;20494123;20038252;5131799;4311988;9479691;794349;320424;455872;9897607.0;2.02
44;Totaal mannen en vrouwen;Prognose;2069;20561661;20106076;5146070;4328693;9514739;795065;321510;455584;9932692.0;2.02
45;Totaal mannen en vrouwen;Prognose;2070;20631415;20175724;5161774;4345820;9549546;795994;322590;455691;9968283.0;2.02
46;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2025;18001627;17695334;4610338;3306420;8636291;608875;275803;275481;8396904.0;2.07
47;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2026;18041988;17719560;4567492;3294710;8578015;604183;269393;270376;8421212.0;2.05
48;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2027;18068560;17732324;4531097;3288429;8532685;601280;264131;265606;8436410.0;2.03
49;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2028;18075332;17741714;4491373;3284509;8493410;598754;259969;261079;8449801.0;2.02
50;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2029;18069213;17726686;4459034;3278099;8460834;596761;255904;255900;8459809.0;2.0
51;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2030;18065201;17722792;4434010;3271415;8435876;594695;252748;250401;8469289.0;1.99
52;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2031;18058380;17710424;4408284;3260061;8400072;592535;250488;245155;8480664.0;1.98
