ID;RelatieMetDeOverledene;KenmerkenVanDeVerkrijger;Perioden;AantalVerkrijgers_1;TotaalBrutoVerkrijging_2;GemiddeldBrutoVerkrijging_3;MediaanBrutoVerkrijging_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoVerkrijging_8;GemiddeldNettoVerkrijging_9;MediaanNettoVerkrijging_10
4345;Relatie met overledene: overige relatie;SEC: uitkeringsontvanger;2016;3.5;100.4;29.0;9.2;29.8;8.6;2.1;70.6;20.4;7.1
4346;Relatie met overledene: overige relatie;SEC: uitkeringsontvanger;2017;3.9;113.4;29.0;7.2;33.0;8.5;1.4;80.4;20.6;5.7
4347;Relatie met overledene: overige relatie;SEC: uitkeringsontvanger;2018;4.0;100.1;24.7;6.5;29.7;7.3;1.3;70.4;17.4;5.2
4348;Relatie met overledene: overige relatie;SEC: uitkeringsontvanger;2019;3.7;101.1;27.4;7.2;30.1;8.2;1.5;71.0;19.2;5.7
4349;Relatie met overledene: overige relatie;SEC: uitkeringsontvanger;2020;4.2;153.9;36.4;8.1;45.9;10.9;1.7;107.9;25.5;6.3
4350;Relatie met overledene: overige relatie;SEC: uitkeringsontvanger;2021;4.0;140.6;35.1;8.5;43.4;10.8;1.9;97.3;24.3;6.6
4351;Relatie met overledene: overige relatie;SEC: uitkeringsontvanger;2022;3.9;143.6;37.0;9.2;44.7;11.5;2.1;98.8;25.5;7.1
4352;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2007;0.4;16.6;47.2;11.0;7.8;22.2;3.0;8.8;25.0;7.7
4353;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2008;0.3;11.0;37.7;11.5;4.9;16.8;3.4;6.1;20.9;7.7
4354;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2009;0.3;8.7;25.3;9.5;3.3;9.6;2.5;5.4;15.7;6.8
4355;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2010;0.4;15.9;42.0;10.1;4.8;12.7;2.4;11.1;29.3;7.7
4356;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2011;0.4;16.8;39.4;10.9;5.0;11.8;2.7;11.7;27.6;8.2
4357;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2012;0.6;24.5;44.0;11.3;7.8;14.0;2.8;16.7;30.0;8.5
4358;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2013;0.7;25.1;34.2;10.8;7.4;10.1;2.6;17.7;24.1;8.1
4359;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2014;0.8;24.3;31.5;9.3;7.2;9.3;2.1;17.1;22.1;7.1
4360;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2015;0.8;31.9;40.6;11.5;9.5;12.1;2.8;22.4;28.5;8.7
4361;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2016;0.7;23.6;31.5;11.0;6.9;9.2;2.7;16.6;22.2;8.3
4362;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2017;0.8;24.7;32.6;9.0;7.1;9.3;1.9;17.6;23.3;6.9
4363;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2018;0.6;20.5;31.8;10.2;6.2;9.6;2.4;14.3;22.2;7.8
4364;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2019;0.5;16.9;32.8;8.9;5.2;10.0;2.0;11.8;22.8;6.9
4365;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2020;0.5;29.6;55.7;9.4;10.0;18.8;2.1;19.6;36.9;7.3
4366;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2021;0.4;15.6;38.3;11.5;4.8;11.9;2.9;10.7;26.4;8.6
4367;Relatie met overledene: overige relatie;SEC: ontvanger werkloosheidsuitkering;2022;0.3;11.8;40.2;10.2;3.7;12.5;2.4;8.2;27.6;7.8
4368;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2007;0.5;13.6;25.6;7.3;5.0;9.5;1.9;8.6;16.1;5.2
4369;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2008;0.5;13.6;25.6;8.7;4.8;9.1;2.3;8.8;16.5;6.3
4370;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2009;0.6;13.6;22.3;8.2;4.9;8.1;2.1;8.6;14.2;6.0
4371;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2010;0.6;16.8;26.4;10.1;4.7;7.3;2.4;12.1;19.1;7.7
4372;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2011;0.8;24.6;31.6;8.7;7.1;9.1;1.9;17.5;22.5;6.7
4373;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2012;0.7;19.2;26.0;7.9;5.7;7.7;1.8;13.5;18.3;6.2
4374;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2013;0.9;26.8;31.2;9.1;8.1;9.4;2.0;18.7;21.8;7.0
4375;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2014;0.9;22.4;25.9;7.8;6.6;7.6;1.7;15.9;18.4;6.1
4376;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2015;0.9;20.9;23.1;8.5;5.7;6.3;1.9;15.2;16.8;6.6
4377;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2016;1.0;25.4;25.6;7.8;7.5;7.6;1.7;17.9;18.0;6.1
4378;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2017;1.2;23.6;19.7;5.7;6.7;5.6;1.0;17.0;14.1;4.6
4379;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2018;1.3;25.9;20.0;5.1;7.5;5.8;0.9;18.4;14.2;4.2
4380;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2019;1.2;26.4;22.4;6.0;7.8;6.6;1.2;18.6;15.8;4.9
4381;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2020;1.4;41.4;28.6;6.7;11.6;8.0;1.3;29.8;20.6;5.4
4382;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2021;1.4;39.6;28.3;6.7;12.1;8.6;1.3;27.6;19.7;5.4
4383;Relatie met overledene: overige relatie;SEC: ontvanger van sociale voorziening;2022;1.4;47.0;33.4;7.4;14.5;10.3;1.5;32.5;23.1;5.8
4384;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2007;1.3;45.3;34.1;9.2;19.3;14.5;2.6;26.0;19.6;6.6
4385;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2008;1.4;46.8;33.0;8.7;19.8;14.0;2.6;27.0;19.0;6.2
4386;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2009;1.3;37.8;30.1;10.1;15.1;12.0;3.0;22.7;18.1;6.9
4387;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2010;1.4;48.7;34.1;10.2;14.4;10.1;2.4;34.4;24.1;7.8
4388;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2011;1.6;58.3;35.9;10.7;17.7;10.9;2.5;40.6;25.0;8.1
4389;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2012;1.6;54.3;34.2;10.8;16.4;10.3;2.6;37.8;23.8;8.1
4390;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2013;1.5;49.9;32.4;10.0;15.1;9.8;2.3;34.7;22.5;7.6
4391;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2014;1.5;43.6;29.0;10.0;12.8;8.5;2.4;30.8;20.4;7.6
4392;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2015;1.6;50.0;30.5;10.3;14.7;9.0;2.4;35.3;21.6;7.9
4393;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2016;1.7;51.4;29.8;9.2;15.3;8.9;2.1;36.1;21.0;7.1
4394;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2017;2.0;65.1;33.4;7.7;19.3;9.9;1.6;45.8;23.5;6.0
4395;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2018;2.1;53.6;25.5;6.9;16.0;7.6;1.4;37.7;17.9;5.5
4396;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2019;2.0;57.8;28.9;7.7;17.2;8.6;1.6;40.6;20.3;6.1
4397;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2020;2.3;82.9;36.8;8.7;24.4;10.8;1.9;58.6;26.0;6.7
4398;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2021;2.2;85.4;38.8;9.7;26.5;12.0;2.2;58.9;26.8;7.5
4399;Relatie met overledene: overige relatie;SEC: arbeidsongeschikte;2022;2.2;84.8;39.0;10.0;26.6;12.2;2.3;58.2;26.7;7.7
4400;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2007;11.1;499.8;45.1;13.8;193.4;17.5;3.6;306.5;27.7;10.0
4401;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2008;11.3;486.8;43.1;13.3;184.1;16.3;3.5;302.7;26.8;9.5
4402;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2009;12.4;524.7;42.3;13.3;199.9;16.1;3.6;324.7;26.2;9.6
4403;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2010;13.5;658.5;48.9;15.5;207.3;15.4;4.0;451.2;33.5;11.5
4404;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2011;14.9;683.9;46.0;15.2;211.2;14.2;3.9;472.7;31.8;11.3
4405;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2012;16.1;680.6;42.2;14.9;210.4;13.1;3.8;470.2;29.2;11.0
4406;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2013;16.3;720.1;44.3;14.9;223.6;13.7;3.8;496.6;30.5;11.1
4407;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2014;15.8;662.7;42.0;13.8;206.5;13.1;3.5;456.2;28.9;10.3
4408;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2015;17.0;728.7;42.9;14.6;226.0;13.3;3.7;502.7;29.6;10.9
4409;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2016;17.5;712.0;40.8;13.5;220.9;12.7;3.4;491.2;28.1;10.1
4410;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2017;19.5;849.1;43.4;13.2;237.7;12.2;3.0;611.4;31.3;9.9
4411;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2018;21.1;861.0;40.8;12.1;267.1;12.7;3.0;594.0;28.2;9.2
4412;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2019;20.2;863.1;42.8;12.8;268.4;13.3;3.2;594.8;29.5;9.6
4413;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2020;22.6;941.5;41.7;13.1;289.5;12.8;3.3;652.0;28.9;9.8
4414;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2021;23.2;1078.3;46.5;13.3;338.8;14.6;3.3;739.5;31.9;10.0
4415;Relatie met overledene: overige relatie;SEC: pensioenontvanger;2022;21.9;1031.8;47.0;13.7;325.5;14.8;3.4;706.3;32.2;10.2
4416;Relatie met overledene: overige relatie;SEC:(school)kind of student;2007;0.7;22.1;29.8;5.6;9.3;12.5;1.4;12.9;17.3;4.2
4417;Relatie met overledene: overige relatie;SEC:(school)kind of student;2008;0.7;22.1;30.4;8.5;9.4;12.9;2.4;12.8;17.6;5.8
4418;Relatie met overledene: overige relatie;SEC:(school)kind of student;2009;0.7;19.1;26.5;7.2;8.3;11.5;2.1;10.9;15.1;5.2
4419;Relatie met overledene: overige relatie;SEC:(school)kind of student;2010;0.8;19.4;24.3;8.5;5.6;7.0;1.7;13.9;17.3;6.5
4420;Relatie met overledene: overige relatie;SEC:(school)kind of student;2011;1.0;27.2;28.7;10.0;7.7;8.1;2.2;19.5;20.6;7.6
4421;Relatie met overledene: overige relatie;SEC:(school)kind of student;2012;1.0;39.6;41.2;10.0;11.4;11.9;2.4;28.2;29.3;7.6
4422;Relatie met overledene: overige relatie;SEC:(school)kind of student;2013;1.0;32.3;32.5;9.3;9.9;9.9;1.9;22.4;22.6;7.1
4423;Relatie met overledene: overige relatie;SEC:(school)kind of student;2014;1.0;118.2;121.8;7.9;7.6;7.8;1.7;110.6;114.0;6.2
4424;Relatie met overledene: overige relatie;SEC:(school)kind of student;2015;1.0;31.7;30.7;10.0;9.6;9.3;2.2;22.1;21.4;7.6
4425;Relatie met overledene: overige relatie;SEC:(school)kind of student;2016;1.1;33.3;29.4;8.5;10.0;8.8;1.6;23.4;20.6;6.6
4426;Relatie met overledene: overige relatie;SEC:(school)kind of student;2017;1.6;31.6;20.4;2.6;9.2;5.9;0.1;22.4;14.4;2.4
4427;Relatie met overledene: overige relatie;SEC:(school)kind of student;2018;2.0;59.1;29.6;2.1;18.9;9.5;0.0;40.2;20.1;2.1
4428;Relatie met overledene: overige relatie;SEC:(school)kind of student;2019;2.2;46.2;21.2;2.2;12.8;5.9;0.0;33.4;15.3;2.2
4429;Relatie met overledene: overige relatie;SEC:(school)kind of student;2020;2.2;43.3;19.4;2.4;11.7;5.3;0.0;31.6;14.2;2.4
4430;Relatie met overledene: overige relatie;SEC:(school)kind of student;2021;2.3;51.4;22.1;3.0;15.1;6.5;0.2;36.3;15.6;2.8
4431;Relatie met overledene: overige relatie;SEC:(school)kind of student;2022;2.1;44.1;20.7;2.3;12.7;6.0;0.0;31.4;14.7;2.3
4432;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2007;1.9;79.4;42.7;9.8;36.8;19.8;2.9;42.6;22.9;7.0
4433;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2008;1.9;72.9;38.4;10.3;30.4;16.0;3.0;42.5;22.4;7.2
4434;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2009;1.9;83.4;44.2;11.7;37.6;19.9;3.7;45.8;24.3;7.9
4435;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2010;1.9;78.5;41.3;11.7;23.5;12.3;2.9;55.0;28.9;8.8
4436;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2011;1.9;71.3;36.6;12.3;21.8;11.2;3.0;49.5;25.4;9.2
4437;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2012;2.0;80.8;40.8;11.5;24.4;12.3;2.8;56.4;28.5;8.7
4438;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2013;1.9;78.7;40.4;11.1;21.8;11.2;2.6;56.9;29.3;8.4
4439;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2014;1.7;66.6;38.1;10.6;20.7;11.9;2.6;45.8;26.3;8.1
4440;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2015;1.8;69.1;37.6;10.9;20.7;11.2;2.6;48.5;26.3;8.2
4441;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2016;1.9;79.7;42.5;10.6;25.0;13.3;2.5;54.7;29.1;8.1
4442;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2017;2.0;84.8;41.9;9.2;26.3;13.0;2.1;58.5;28.9;7.1
4443;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2018;2.0;79.9;39.0;8.5;25.5;12.5;1.9;54.4;26.6;6.6
4444;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2019;1.8;97.4;53.0;10.0;31.9;17.3;2.3;65.5;35.6;7.7
4445;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2020;2.0;73.9;37.8;9.8;22.7;11.6;2.3;51.3;26.2;7.6
4446;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2021;1.9;75.1;40.1;9.5;23.4;12.5;2.1;51.7;27.6;7.3
4447;Relatie met overledene: overige relatie;SEC: overige (zonder inkomen);2022;1.6;78.9;50.5;11.1;26.1;16.7;2.7;52.8;33.8;8.5
4448;Relatie met overledene: overige relatie;SEC: onbekend;2007;19.5;864.8;44.3;10.7;387.8;19.9;3.2;477.0;24.4;7.5
4449;Relatie met overledene: overige relatie;SEC: onbekend;2008;20.1;733.9;36.5;10.2;301.1;15.0;2.9;432.7;21.5;7.1
4450;Relatie met overledene: overige relatie;SEC: onbekend;2009;16.9;628.0;37.2;10.0;258.2;15.3;2.9;369.8;21.9;6.9
4451;Relatie met overledene: overige relatie;SEC: onbekend;2010;14.1;559.5;39.8;12.3;174.5;12.4;3.1;385.0;27.4;9.2
4452;Relatie met overledene: overige relatie;SEC: onbekend;2011;10.3;419.8;40.6;10.7;131.1;12.7;2.5;288.7;27.9;8.1
4453;Relatie met overledene: overige relatie;SEC: onbekend;2012;11.5;446.2;39.0;10.0;141.4;12.3;2.4;304.7;26.6;7.6
4454;Relatie met overledene: overige relatie;SEC: onbekend;2013;9.8;379.3;38.6;11.3;118.4;12.0;2.8;260.9;26.5;8.5
4455;Relatie met overledene: overige relatie;SEC: onbekend;2014;9.3;375.8;40.5;10.2;119.2;12.8;2.4;256.6;27.6;7.8
4456;Relatie met overledene: overige relatie;SEC: onbekend;2015;9.0;365.8;40.5;10.0;117.7;13.0;2.4;248.1;27.4;7.6
4457;Relatie met overledene: overige relatie;SEC: onbekend;2016;8.0;369.4;46.3;11.6;104.1;13.0;2.8;265.3;33.2;8.8
4458;Relatie met overledene: overige relatie;SEC: onbekend;2017;4.1;182.1;44.6;11.3;57.6;14.1;2.7;124.4;30.5;8.5
4459;Relatie met overledene: overige relatie;SEC: onbekend;2018;4.7;205.9;43.9;10.1;65.3;13.9;2.4;140.6;30.0;7.7
4460;Relatie met overledene: overige relatie;SEC: onbekend;2019;4.4;221.7;50.7;10.0;73.0;16.7;2.3;148.7;34.0;7.7
4461;Relatie met overledene: overige relatie;SEC: onbekend;2020;4.9;267.7;54.7;11.0;82.7;16.9;2.6;185.0;37.8;8.3
4462;Relatie met overledene: overige relatie;SEC: onbekend;2021;4.6;256.1;55.3;12.1;81.2;17.5;2.9;174.9;37.7;9.2
4463;Relatie met overledene: overige relatie;SEC: onbekend;2022;4.2;218.1;51.7;13.6;69.5;16.5;3.4;148.6;35.2;10.2
4464;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2007;0.6;17.2;30.7;11.3;5.9;10.6;2.7;11.2;20.1;8.4
4465;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2008;0.6;18.2;33.0;11.3;6.3;11.4;2.7;11.9;21.6;8.2
4466;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2009;0.6;33.0;56.9;11.9;15.1;26.1;3.1;17.8;30.8;8.8
4467;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2010;0.7;24.1;32.8;13.3;7.0;9.5;3.3;17.1;23.3;10.0
4468;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2011;1.4;71.1;51.4;13.2;21.2;15.4;3.2;49.8;36.0;9.9
4469;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2012;1.4;64.6;47.2;11.3;19.7;14.4;2.6;44.8;32.8;8.5
4470;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2013;1.4;66.1;46.3;10.8;18.1;12.7;2.5;48.0;33.6;8.2
4471;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2014;1.4;50.1;36.9;10.4;17.5;12.9;2.4;32.6;24.0;7.9
4472;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2015;1.5;75.8;50.4;11.8;21.5;14.3;2.7;54.3;36.1;8.9
4473;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2016;1.6;75.1;47.0;11.0;21.7;13.6;2.6;53.3;33.4;8.4
4474;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2017;2.0;112.7;55.9;10.1;34.2;17.0;2.3;78.5;38.9;7.7
4475;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2018;2.2;105.2;46.9;9.5;32.9;14.7;2.1;72.3;32.2;7.3
4476;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2019;2.2;114.0;51.2;8.9;34.0;15.2;2.0;80.1;35.9;6.9
4477;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2020;2.5;114.8;46.6;10.2;35.2;14.3;2.3;79.6;32.3;7.8
4478;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2021;2.5;114.9;46.6;10.7;35.5;14.4;2.5;79.4;32.2;8.2
4479;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 1e 10%-groep;2022;2.3;117.5;52.2;11.1;37.9;16.8;2.6;79.6;35.4;8.5
4480;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2007;1.3;76.6;60.5;12.1;35.4;27.9;3.3;41.2;32.5;8.3
4481;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2008;1.3;66.4;52.9;11.2;27.7;22.1;3.3;38.7;30.8;7.7
4482;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2009;1.3;64.6;48.9;11.3;24.4;18.5;3.3;40.2;30.4;7.8
4483;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2010;1.5;94.2;64.7;13.6;28.9;19.8;3.3;65.3;44.8;10.3
4484;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2011;2.3;79.8;34.4;11.5;24.3;10.5;2.8;55.6;24.0;8.6
4485;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2012;2.3;79.1;35.0;10.9;23.8;10.5;2.6;55.3;24.5;8.2
4486;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2013;2.3;75.2;33.3;10.0;22.6;10.0;2.4;52.6;23.3;7.6
4487;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2014;2.2;67.8;30.8;10.0;20.5;9.3;2.4;47.3;21.5;7.6
4488;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2015;2.4;82.5;34.0;10.9;24.4;10.1;2.7;58.1;24.0;8.2
4489;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2016;2.6;80.3;31.1;10.4;24.1;9.3;2.5;56.2;21.8;7.9
4490;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2017;3.0;95.6;31.6;8.9;27.4;9.1;1.9;68.2;22.5;6.9
4491;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2018;3.3;106.5;31.9;8.2;32.3;9.7;1.8;74.2;22.2;6.4
4492;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2019;3.4;97.1;28.4;8.5;29.2;8.5;1.9;67.9;19.8;6.6
4493;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2020;3.8;134.9;35.8;9.6;39.5;10.5;2.2;95.4;25.3;7.4
4494;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2021;3.8;123.2;32.2;9.4;37.1;9.7;2.1;86.1;22.5;7.2
4495;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 2e 10%-groep;2022;3.7;128.4;34.4;9.6;39.3;10.5;2.2;89.1;23.9;7.4
4496;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2007;2.1;75.2;36.3;10.4;29.9;14.4;2.7;45.4;21.9;7.5
4497;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2008;2.1;78.8;38.1;10.5;31.4;15.2;2.8;47.4;22.9;7.5
4498;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2009;2.2;71.5;32.7;10.9;26.6;12.2;2.9;44.8;20.5;7.9
4499;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2010;2.3;89.3;39.6;11.8;27.2;12.1;2.9;62.1;27.6;8.9
4500;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2011;3.3;107.2;32.1;11.3;31.7;9.5;2.7;75.4;22.6;8.5
4501;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2012;3.5;105.9;30.4;11.5;31.2;8.9;2.8;74.7;21.4;8.7
4502;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2013;3.4;109.3;31.8;11.1;31.3;9.1;2.7;78.0;22.7;8.4
4503;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2014;3.3;93.2;28.1;9.8;29.7;8.9;2.3;63.5;19.1;7.5
4504;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2015;3.7;124.4;33.3;11.6;37.4;10.0;2.8;87.0;23.3;8.8
4505;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2016;3.8;116.0;30.5;10.7;34.2;9.0;2.6;81.8;21.5;8.1
4506;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2017;4.3;142.9;32.9;9.9;40.7;9.4;2.2;102.2;23.6;7.5
4507;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2018;4.8;145.5;30.3;8.8;43.5;9.1;2.0;102.0;21.2;6.8
4508;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2019;4.4;161.4;36.3;10.0;48.9;11.0;2.3;112.5;25.3;7.7
4509;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2020;5.0;170.6;33.8;10.2;51.5;10.2;2.4;119.2;23.6;7.8
4510;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2021;5.3;186.8;35.2;10.5;56.9;10.7;2.5;129.9;24.5;8.0
4511;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 3e 10%-groep;2022;4.9;180.8;36.9;10.2;55.8;11.4;2.4;125.1;25.5;7.9
4512;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2007;2.7;90.4;33.4;10.6;33.7;12.4;2.7;56.7;21.0;7.6
4513;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2008;2.7;89.8;33.5;10.6;33.9;12.6;2.8;55.8;20.8;7.6
4514;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2009;2.9;88.5;30.5;11.0;32.3;11.1;3.0;56.2;19.4;7.7
4515;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2010;3.1;116.3;37.6;12.7;35.2;11.4;3.2;81.1;26.2;9.5
4516;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2011;3.7;124.0;33.4;11.6;36.4;9.8;2.8;87.7;23.6;8.7
4517;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2012;3.9;131.5;34.0;11.8;39.3;10.1;2.9;92.2;23.8;8.9
4518;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2013;3.9;134.4;34.6;12.5;40.3;10.4;3.0;94.1;24.2;9.4
