ID;RelatieMetDeOverledene;KenmerkenVanDeVerkrijger;Perioden;AantalVerkrijgers_1;TotaalBrutoVerkrijging_2;GemiddeldBrutoVerkrijging_3;MediaanBrutoVerkrijging_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoVerkrijging_8;GemiddeldNettoVerkrijging_9;MediaanNettoVerkrijging_10
1401;Relatie met overledene: ouder;Geslacht: mannen;2016;0.5;13.3;29.2;15.0;1.8;4.0;0.0;11.5;25.2;15.0
1402;Relatie met overledene: ouder;Geslacht: mannen;2017;0.4;12.9;31.8;16.1;1.6;3.9;0.0;11.3;27.8;16.1
1403;Relatie met overledene: ouder;Geslacht: mannen;2018;0.4;16.2;36.4;18.9;2.5;5.6;0.0;13.7;30.8;18.9
1404;Relatie met overledene: ouder;Geslacht: mannen;2019;0.5;17.2;36.5;15.4;2.2;4.6;0.0;15.0;31.9;15.4
1405;Relatie met overledene: ouder;Geslacht: mannen;2020;0.6;20.9;37.5;15.3;3.1;5.5;0.0;17.8;32.0;15.3
1406;Relatie met overledene: ouder;Geslacht: mannen;2021;0.7;26.3;39.3;16.5;3.0;4.5;0.0;23.3;34.8;16.4
1407;Relatie met overledene: ouder;Geslacht: mannen;2022;0.7;24.9;35.7;16.3;3.4;4.9;0.0;21.4;30.7;16.3
1408;Relatie met overledene: ouder;Geslacht: vrouwen;2007;0.3;9.3;29.4;13.4;1.2;3.9;0.0;8.1;25.6;13.4
1409;Relatie met overledene: ouder;Geslacht: vrouwen;2008;0.3;12.3;37.8;16.3;1.9;5.9;0.0;10.3;31.8;16.3
1410;Relatie met overledene: ouder;Geslacht: vrouwen;2009;0.4;16.3;42.6;17.8;3.2;8.2;0.0;13.2;34.3;17.8
1411;Relatie met overledene: ouder;Geslacht: vrouwen;2010;0.5;21.4;45.2;23.0;3.3;6.9;0.0;18.1;38.3;22.8
1412;Relatie met overledene: ouder;Geslacht: vrouwen;2011;0.6;22.8;38.0;19.5;3.0;5.0;0.0;19.7;33.0;19.5
1413;Relatie met overledene: ouder;Geslacht: vrouwen;2012;0.6;23.7;37.3;15.5;4.0;6.3;0.0;19.7;31.0;15.5
1414;Relatie met overledene: ouder;Geslacht: vrouwen;2013;0.6;21.1;32.4;14.8;3.1;4.7;0.0;18.0;27.7;14.8
1415;Relatie met overledene: ouder;Geslacht: vrouwen;2014;0.7;28.3;38.6;15.7;4.4;6.0;0.0;23.9;32.6;15.7
1416;Relatie met overledene: ouder;Geslacht: vrouwen;2015;0.7;26.9;36.4;16.7;4.0;5.4;0.0;22.9;30.9;16.7
1417;Relatie met overledene: ouder;Geslacht: vrouwen;2016;0.7;25.4;34.5;16.2;3.4;4.7;0.0;21.9;29.8;16.1
1418;Relatie met overledene: ouder;Geslacht: vrouwen;2017;0.7;27.0;38.3;18.0;3.9;5.6;0.0;23.0;32.7;18.0
1419;Relatie met overledene: ouder;Geslacht: vrouwen;2018;0.7;31.3;45.7;19.5;5.4;7.8;0.0;26.0;37.9;19.4
1420;Relatie met overledene: ouder;Geslacht: vrouwen;2019;0.8;44.1;57.5;18.4;9.4;12.3;0.0;34.7;45.2;18.4
1421;Relatie met overledene: ouder;Geslacht: vrouwen;2020;0.9;42.3;47.0;17.4;7.1;7.9;0.0;35.2;39.0;17.4
1422;Relatie met overledene: ouder;Geslacht: vrouwen;2021;1.0;40.4;40.8;18.9;5.4;5.5;0.0;35.0;35.4;18.9
1423;Relatie met overledene: ouder;Geslacht: vrouwen;2022;1.1;51.0;46.8;19.4;8.8;8.1;0.0;42.2;38.7;19.4
1424;Relatie met overledene: ouder;Geslacht: onbekend;2007;0.4;17.6;43.5;17.9;3.1;7.6;0.0;14.5;35.9;17.9
1425;Relatie met overledene: ouder;Geslacht: onbekend;2008;0.4;19.9;46.4;18.8;3.4;7.8;0.0;16.6;38.5;18.8
1426;Relatie met overledene: ouder;Geslacht: onbekend;2009;0.4;13.6;35.9;15.8;2.1;5.6;0.0;11.5;30.2;15.8
1427;Relatie met overledene: ouder;Geslacht: onbekend;2010;0.3;14.9;52.4;25.5;2.7;9.6;0.0;12.2;42.8;25.0
1428;Relatie met overledene: ouder;Geslacht: onbekend;2011;0.2;9.0;48.3;23.2;1.5;8.0;0.0;7.5;40.4;23.2
1429;Relatie met overledene: ouder;Geslacht: onbekend;2012;0.2;8.8;48.0;19.0;1.7;9.4;0.0;7.1;38.6;19.0
1430;Relatie met overledene: ouder;Geslacht: onbekend;2013;0.2;12.7;81.2;16.3;1.5;9.9;0.0;11.1;71.3;16.3
1431;Relatie met overledene: ouder;Geslacht: onbekend;2014;0.2;12.9;85.7;26.3;3.3;22.3;0.0;9.5;63.4;25.5
1432;Relatie met overledene: ouder;Geslacht: onbekend;2015;0.1;5.1;36.6;16.2;0.9;6.2;0.0;4.2;30.4;16.2
1433;Relatie met overledene: ouder;Geslacht: onbekend;2016;0.1;6.1;53.8;23.5;1.2;10.6;0.0;4.9;43.2;23.5
1434;Relatie met overledene: ouder;Geslacht: onbekend;2017;0.0;;;;;;;;;
1435;Relatie met overledene: ouder;Geslacht: onbekend;2018;0.0;;;;;;;;;
1436;Relatie met overledene: ouder;Geslacht: onbekend;2019;0.0;;;;;;;;;
1437;Relatie met overledene: ouder;Geslacht: onbekend;2020;0.0;;;;;;;;;
1438;Relatie met overledene: ouder;Geslacht: onbekend;2021;0.0;;;;;;;;;
1439;Relatie met overledene: ouder;Geslacht: onbekend;2022;0.1;;;;;;;;;
1440;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2007;0.0;;;;;;;;;
1441;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2008;0.0;;;;;;;;;
1442;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2009;0.0;;;;;;;;;
1443;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2010;0.0;;;;;;;;;
1444;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2011;0.0;;;;;;;;;
1445;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2012;0.0;;;;;;;;;
1446;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2013;0.0;;;;;;;;;
1447;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2014;0.0;;;;;;;;;
1448;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2015;0.0;;;;;;;;;
1449;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2016;0.0;;;;;;;;;
1450;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2017;0.0;;;;;;;;;
1451;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2018;0.0;;;;;;;;;
1452;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2019;0.0;;;;;;;;;
1453;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2020;0.0;;;;;;;;;
1454;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2021;0.0;;;;;;;;;
1455;Relatie met overledene: ouder;Leeftijd: 0 tot 15 jaar;2022;0.0;;;;;;;;;
1456;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2007;0.0;;;;;;;;;
1457;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2008;0.0;;;;;;;;;
1458;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2009;0.0;;;;;;;;;
1459;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2010;0.0;;;;;;;;;
1460;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2011;0.0;;;;;;;;;
1461;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2012;0.0;;;;;;;;;
1462;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2013;0.0;;;;;;;;;
1463;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2014;0.0;;;;;;;;;
1464;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2015;0.0;;;;;;;;;
1465;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2016;0.0;;;;;;;;;
1466;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2017;0.0;;;;;;;;;
1467;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2018;0.0;;;;;;;;;
1468;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2019;0.0;;;;;;;;;
1469;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2020;0.0;;;;;;;;;
1470;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2021;0.0;;;;;;;;;
1471;Relatie met overledene: ouder;Leeftijd: 15 tot 25 jaar;2022;0.0;;;;;;;;;
1472;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2007;0.0;;;;;;;;;
1473;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2008;0.0;;;;;;;;;
1474;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2009;0.0;;;;;;;;;
1475;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2010;0.0;;;;;;;;;
1476;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2011;0.0;;;;;;;;;
1477;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2012;0.0;;;;;;;;;
1478;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2013;0.0;;;;;;;;;
1479;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2014;0.0;;;;;;;;;
1480;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2015;0.0;;;;;;;;;
1481;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2016;0.0;;;;;;;;;
1482;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2017;0.0;;;;;;;;;
1483;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2018;0.0;;;;;;;;;
1484;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2019;0.0;;;;;;;;;
1485;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2020;0.0;;;;;;;;;
1486;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2021;0.0;;;;;;;;;
1487;Relatie met overledene: ouder;Leeftijd: 25 tot 45 jaar;2022;0.0;;;;;;;;;
1488;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2007;0.2;3.6;18.5;7.6;0.3;1.7;0.0;3.2;16.7;7.6
1489;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2008;0.1;2.9;23.3;9.3;0.4;2.9;0.0;2.5;20.4;9.3
1490;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2009;0.2;4.0;23.3;11.6;0.5;3.2;0.0;3.5;20.1;11.6
1491;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2010;0.2;4.7;26.3;14.7;0.6;3.2;0.0;4.1;23.2;14.7
1492;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2011;0.3;5.5;19.8;10.4;0.6;2.1;0.0;4.9;17.7;10.4
1493;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2012;0.2;3.9;16.0;9.7;0.3;1.3;0.0;3.6;14.7;9.7
1494;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2013;0.2;4.8;19.2;8.2;0.8;3.1;0.0;4.0;16.1;8.2
1495;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2014;0.3;5.9;21.0;9.4;0.7;2.3;0.0;5.3;18.6;9.4
1496;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2015;0.3;5.4;18.0;8.3;0.6;1.9;0.0;4.9;16.1;8.3
1497;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2016;0.3;7.0;24.9;10.9;1.2;4.2;0.0;5.8;20.7;10.9
1498;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2017;0.2;4.5;20.9;11.5;0.4;2.0;0.0;4.1;19.0;11.5
1499;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2018;0.3;5.7;21.5;12.8;0.5;2.0;0.0;5.1;19.5;12.8
1500;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2019;0.3;8.9;29.3;10.0;0.6;2.0;0.0;8.3;27.3;10.0
1501;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2020;0.3;5.4;18.6;10.2;0.3;1.2;0.0;5.0;17.4;10.2
1502;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2021;0.4;9.6;24.4;9.5;0.7;1.8;0.0;8.9;22.7;9.2
1503;Relatie met overledene: ouder;Leeftijd: 45 tot 65 jaar;2022;0.4;9.9;22.5;7.9;1.4;3.2;0.0;8.5;19.4;7.9
1504;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2007;0.4;13.7;34.7;16.0;2.0;5.0;0.0;11.7;29.8;16.0
1505;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2008;0.4;17.5;39.3;17.9;2.8;6.2;0.0;14.8;33.1;17.9
1506;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2009;0.5;47.5;98.2;18.9;17.6;36.4;0.0;29.9;61.8;18.8
1507;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2010;0.6;27.5;47.3;27.0;4.2;7.3;0.0;23.3;40.0;26.6
1508;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2011;0.7;30.0;44.5;22.3;4.7;7.0;0.0;25.3;37.6;22.3
1509;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2012;0.8;31.0;40.4;16.5;5.5;7.1;0.0;25.6;33.3;16.5
1510;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2013;0.8;25.5;32.2;15.0;3.6;4.5;0.0;21.9;27.7;15.0
1511;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2014;0.9;35.7;40.5;17.3;5.7;6.5;0.0;30.0;34.0;17.3
1512;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2015;0.8;33.3;39.2;18.5;5.1;6.0;0.0;28.2;33.2;18.4
1513;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2016;0.9;31.7;34.8;17.4;4.0;4.4;0.0;27.6;30.4;17.4
1514;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2017;0.9;35.2;39.8;20.1;5.1;5.8;0.0;30.1;34.0;20.1
1515;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2018;0.9;41.8;48.7;22.6;7.3;8.5;0.0;34.5;40.2;22.6
1516;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2019;0.9;52.5;56.4;22.5;11.0;11.9;0.0;41.5;44.6;22.5
1517;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2020;1.2;57.9;49.8;20.4;9.9;8.5;0.0;48.0;41.3;20.4
1518;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2021;1.2;56.9;45.6;21.3;7.7;6.2;0.0;49.2;39.4;21.3
1519;Relatie met overledene: ouder;Leeftijd: 65 jaar of ouder;2022;1.3;66.0;49.5;24.1;10.9;8.2;0.0;55.1;41.3;24.1
1520;Relatie met overledene: ouder;Leeftijd: onbekend;2007;0.4;17.6;43.5;17.9;3.1;7.6;0.0;14.5;35.9;17.9
1521;Relatie met overledene: ouder;Leeftijd: onbekend;2008;0.4;19.9;46.4;18.8;3.4;7.8;0.0;16.6;38.5;18.8
1522;Relatie met overledene: ouder;Leeftijd: onbekend;2009;0.4;13.6;35.9;15.8;2.1;5.6;0.0;11.5;30.2;15.8
1523;Relatie met overledene: ouder;Leeftijd: onbekend;2010;0.3;14.9;52.4;25.5;2.7;9.6;0.0;12.2;42.8;25.0
1524;Relatie met overledene: ouder;Leeftijd: onbekend;2011;0.2;9.0;48.3;23.2;1.5;8.0;0.0;7.5;40.4;23.2
1525;Relatie met overledene: ouder;Leeftijd: onbekend;2012;0.2;8.8;48.0;19.0;1.7;9.4;0.0;7.1;38.6;19.0
1526;Relatie met overledene: ouder;Leeftijd: onbekend;2013;0.2;12.7;81.2;16.3;1.5;9.9;0.0;11.1;71.3;16.3
1527;Relatie met overledene: ouder;Leeftijd: onbekend;2014;0.2;12.9;85.7;26.3;3.3;22.3;0.0;9.5;63.4;25.5
1528;Relatie met overledene: ouder;Leeftijd: onbekend;2015;0.1;5.1;36.6;16.2;0.9;6.2;0.0;4.2;30.4;16.2
1529;Relatie met overledene: ouder;Leeftijd: onbekend;2016;0.1;6.1;53.8;23.5;1.2;10.6;0.0;4.9;43.2;23.5
1530;Relatie met overledene: ouder;Leeftijd: onbekend;2017;0.0;;;;;;;;;
1531;Relatie met overledene: ouder;Leeftijd: onbekend;2018;0.0;;;;;;;;;
1532;Relatie met overledene: ouder;Leeftijd: onbekend;2019;0.0;;;;;;;;;
1533;Relatie met overledene: ouder;Leeftijd: onbekend;2020;0.0;;;;;;;;;
1534;Relatie met overledene: ouder;Leeftijd: onbekend;2021;0.0;;;;;;;;;
1535;Relatie met overledene: ouder;Leeftijd: onbekend;2022;0.1;;;;;;;;;
1536;Relatie met overledene: ouder;SEC: werknemer;2007;0.1;;;;;;;;;
1537;Relatie met overledene: ouder;SEC: werknemer;2008;0.1;;;;;;;;;
1538;Relatie met overledene: ouder;SEC: werknemer;2009;0.1;;;;;;;;;
1539;Relatie met overledene: ouder;SEC: werknemer;2010;0.1;;;;;;;;;
1540;Relatie met overledene: ouder;SEC: werknemer;2011;0.1;3.4;26.8;8.1;0.4;2.9;0.0;3.0;23.9;8.1
1541;Relatie met overledene: ouder;SEC: werknemer;2012;0.1;1.5;14.7;8.7;0.1;0.7;0.0;1.5;13.9;8.7
1542;Relatie met overledene: ouder;SEC: werknemer;2013;0.1;1.5;12.8;7.5;0.1;1.0;0.0;1.4;11.7;7.5
1543;Relatie met overledene: ouder;SEC: werknemer;2014;0.1;2.1;17.9;10.7;0.2;1.5;0.0;1.9;16.4;10.7
1544;Relatie met overledene: ouder;SEC: werknemer;2015;0.2;2.5;16.5;7.9;0.2;1.6;0.0;2.2;15.0;7.9
1545;Relatie met overledene: ouder;SEC: werknemer;2016;0.1;3.2;23.7;9.8;0.5;3.4;0.0;2.8;20.3;9.8
1546;Relatie met overledene: ouder;SEC: werknemer;2017;0.1;2.3;21.6;13.6;0.2;1.7;0.0;2.1;19.9;13.6
1547;Relatie met overledene: ouder;SEC: werknemer;2018;0.2;3.4;20.6;12.6;0.4;2.4;0.0;3.0;18.2;12.6
1548;Relatie met overledene: ouder;SEC: werknemer;2019;0.2;2.5;15.0;8.8;0.2;1.2;0.0;2.3;13.7;8.8
1549;Relatie met overledene: ouder;SEC: werknemer;2020;0.2;3.1;16.1;10.1;0.2;1.1;0.0;2.9;15.0;10.1
1550;Relatie met overledene: ouder;SEC: werknemer;2021;0.2;5.1;21.7;8.2;0.3;1.1;0.0;4.9;20.5;8.2
1551;Relatie met overledene: ouder;SEC: werknemer;2022;0.3;5.8;19.2;7.5;0.6;2.0;0.0;5.2;17.2;7.5
1552;Relatie met overledene: ouder;SEC: zelfstandige;2007;0.0;;;;;;;;;
1553;Relatie met overledene: ouder;SEC: zelfstandige;2008;0.0;;;;;;;;;
1554;Relatie met overledene: ouder;SEC: zelfstandige;2009;0.0;;;;;;;;;
1555;Relatie met overledene: ouder;SEC: zelfstandige;2010;0.0;;;;;;;;;
1556;Relatie met overledene: ouder;SEC: zelfstandige;2011;0.0;;;;;;;;;
1557;Relatie met overledene: ouder;SEC: zelfstandige;2012;0.1;;;;;;;;;
1558;Relatie met overledene: ouder;SEC: zelfstandige;2013;0.0;;;;;;;;;
1559;Relatie met overledene: ouder;SEC: zelfstandige;2014;0.1;;;;;;;;;
1560;Relatie met overledene: ouder;SEC: zelfstandige;2015;0.1;;;;;;;;;
1561;Relatie met overledene: ouder;SEC: zelfstandige;2016;0.1;;;;;;;;;
1562;Relatie met overledene: ouder;SEC: zelfstandige;2017;0.1;;;;;;;;;
1563;Relatie met overledene: ouder;SEC: zelfstandige;2018;0.1;;;;;;;;;
1564;Relatie met overledene: ouder;SEC: zelfstandige;2019;0.1;;;;;;;;;
1565;Relatie met overledene: ouder;SEC: zelfstandige;2020;0.1;;;;;;;;;
1566;Relatie met overledene: ouder;SEC: zelfstandige;2021;0.1;;;;;;;;;
1567;Relatie met overledene: ouder;SEC: zelfstandige;2022;0.1;;;;;;;;;
1568;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2007;0.5;15.1;33.1;15.2;2.1;4.5;0.0;13.0;28.5;15.2
1569;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2008;0.5;18.7;38.2;17.1;2.9;5.9;0.0;15.8;32.3;17.1
1570;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2009;0.5;48.5;90.8;18.8;17.9;33.5;0.0;30.6;57.3;18.6
1571;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2010;0.6;28.9;45.2;24.6;4.4;6.9;0.0;24.4;38.3;24.6
1572;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2011;0.8;30.7;40.2;20.0;4.8;6.2;0.0;26.0;33.9;20.0
1573;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2012;0.8;29.1;35.3;16.1;4.4;5.3;0.0;24.7;30.0;16.1
1574;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2013;0.9;26.6;31.0;14.3;3.6;4.3;0.0;23.0;26.8;14.3
1575;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2014;0.9;36.9;39.0;16.1;5.9;6.2;0.0;31.1;32.8;16.0
1576;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2015;0.9;34.1;37.4;17.5;5.1;5.7;0.0;28.9;31.8;17.5
1577;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2016;1.0;33.3;34.3;17.1;4.5;4.6;0.0;28.9;29.7;17.1
1578;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2017;0.9;34.4;37.7;19.1;4.8;5.3;0.0;29.5;32.4;19.1
1579;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2018;0.9;41.9;46.8;21.3;7.3;8.2;0.0;34.6;38.6;21.3
1580;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2019;1.0;51.8;53.8;20.8;10.9;11.3;0.0;40.9;42.5;20.8
1581;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2020;1.2;58.4;49.3;20.3;9.9;8.3;0.0;48.5;41.0;20.3
1582;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2021;1.3;51.7;39.8;20.3;7.4;5.7;0.0;44.3;34.1;20.3
1583;Relatie met overledene: ouder;SEC: uitkerings- en pensioenontvanger;2022;1.4;66.3;48.8;22.9;11.1;8.2;0.0;55.2;40.7;22.9
1584;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2007;0.0;;;;;;;;;
1585;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2008;0.0;;;;;;;;;
1586;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2009;0.0;;;;;;;;;
1587;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2010;0.0;;;;;;;;;
1588;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2011;0.0;;;;;;;;;
1589;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2012;0.0;;;;;;;;;
1590;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2013;0.0;;;;;;;;;
1591;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2014;0.0;;;;;;;;;
1592;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2015;0.0;;;;;;;;;
1593;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2016;0.0;;;;;;;;;
1594;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2017;0.0;;;;;;;;;
1595;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2018;0.0;;;;;;;;;
1596;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2019;0.0;;;;;;;;;
1597;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2020;0.0;;;;;;;;;
1598;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2021;0.1;;;;;;;;;
1599;Relatie met overledene: ouder;SEC: uitkeringsontvanger;2022;0.1;;;;;;;;;
1600;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2007;0.0;;;;;;;;;
1601;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2008;0.0;;;;;;;;;
1602;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2009;0.0;;;;;;;;;
1603;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2010;0.0;;;;;;;;;
1604;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2011;0.0;;;;;;;;;
1605;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2012;0.0;;;;;;;;;
1606;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2013;0.0;;;;;;;;;
1607;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2014;0.0;;;;;;;;;
1608;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2015;0.0;;;;;;;;;
1609;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2016;0.0;;;;;;;;;
1610;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2017;0.0;;;;;;;;;
1611;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2018;0.0;;;;;;;;;
1612;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2019;0.0;;;;;;;;;
1613;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2020;0.0;;;;;;;;;
1614;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2021;0.0;;;;;;;;;
1615;Relatie met overledene: ouder;SEC: ontvanger werkloosheidsuitkering;2022;0.0;;;;;;;;;
1616;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2007;0.0;;;;;;;;;
1617;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2008;0.0;;;;;;;;;
1618;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2009;0.0;;;;;;;;;
1619;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2010;0.0;;;;;;;;;
1620;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2011;0.0;;;;;;;;;
1621;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2012;0.0;;;;;;;;;
1622;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2013;0.0;;;;;;;;;
1623;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2014;0.0;;;;;;;;;
1624;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2015;0.0;;;;;;;;;
1625;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2016;0.0;;;;;;;;;
1626;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2017;0.0;;;;;;;;;
1627;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2018;0.0;;;;;;;;;
1628;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2019;0.0;;;;;;;;;
1629;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2020;0.0;;;;;;;;;
1630;Relatie met overledene: ouder;SEC: ontvanger van sociale voorziening;2021;0.0;;;;;;;;;
