ID;RegioS;Perioden;BbpVolumemutaties_1;AUAlleEconomischeActiviteiten_2;ALandbouwBosbouwEnVisserij_3;BENijverheidGeenBouwEnEnergie_4;BDelfstoffenwinning_5;CIndustrie_6;DEnergievoorziening_7;EWaterbedrijvenEnAfvalbeheer_8;FBouwnijverheid_9;GIHandelVervoerEnHoreca_10;JInformatieEnCommunicatie_11;KFinancieleDienstverlening_12;LVerhuurEnHandelVanOnroerendGoed_13;MNZakelijkeDienstverlening_14;OQOverheidEnZorg_15;RUCultuurRecreatieOverigeDiensten_16
147;Noord-Drenthe (CR);2011;1.31041686;1.56375248;9.35957743;-0.0791492;-4.4120563;6.16467456;-5.9781046;-16.661692;-6.9905291;1.41465951;6.93204094;-2.1650433;1.55826251;-1.3912274;4.5256526;0.71378633
148;Noord-Drenthe (CR);2012;-1.3303999;-1.2256742;;;;;;;;;;;;;;
149;Noord-Drenthe (CR);2013;-0.8700935;-0.5591753;;;;;;;;;;;;;;
150;Zuidoost-Drenthe (CR);2008;-0.6571698;-0.3923194;2.5040475;-6.7701128;-16.679781;-4.3649362;19.2632192;-7.760098;-3.6849148;3.53163856;1.60149946;20.316612;-0.8950027;7.4588982;2.88992164;-1.052923
151;Zuidoost-Drenthe (CR);2009;-5.9933716;-5.6361693;1.1042931;-7.850254;-2.4917629;-12.465162;0.8009203;21.2397782;-20.246964;-9.9124632;-3.0767923;-10.188155;0.51121786;-3.0407815;3.15474294;-3.7267604
152;Zuidoost-Drenthe (CR);2010;-4.4052615;-4.2421485;-19.257972;-1.8169434;-7.1644059;0.24229758;-4.5810815;18.6945428;-3.6893032;4.00890448;-0.4407996;5.92938684;0.74102498;-24.697119;-3.3035848;-2.7434763
153;Zuidoost-Drenthe (CR);2011;4.070438;4.3306753;-5.209133;3.77053694;16.4081176;3.77053631;-23.141869;-19.492428;11.8575765;5.79412065;-4.6609888;-5.3581632;0.52692426;7.27695748;5.85846424;1.97900837
154;Zuidoost-Drenthe (CR);2012;-1.1479638;-1.0430445;;;;;;;;;;;;;;
155;Zuidoost-Drenthe (CR);2013;-0.973167;-0.6625721;;;;;;;;;;;;;;
156;Zuidwest-Drenthe (CR);2008;3.05799059;3.33274563;2.85259901;-1.0386598;;-5.0397637;17.2888318;5.10419601;1.55672007;6.17470515;-2.1566905;8.93677165;6.65688984;11.3490711;0.90904695;-1.2672391
157;Zuidwest-Drenthe (CR);2009;-6.9903533;-6.6369392;5.12926053;-14.515838;366.084562;-16.665263;-0.6094832;-23.526284;-9.2774037;-12.409428;-1.8183502;-18.57266;0.86978637;2.94026343;2.27497312;-5.6034244
158;Zuidwest-Drenthe (CR);2010;1.85445984;2.0282537;4.47174778;9.20877078;8.21481887;13.6476696;-2.6226783;1.81563384;-2.1016525;4.28984316;1.63875063;0.42009276;0.88134749;-12.173603;0.67711261;8.95541597
159;Zuidwest-Drenthe (CR);2011;4.88836509;5.15064769;2.91434429;2.04747055;28.12444;7.71867863;-20.19949;-3.655475;4.70977607;3.26127668;-2.1389692;11.6527602;2.20384996;16.0757075;5.93136778;0.26017377
160;Zuidwest-Drenthe (CR);2012;-1.5695108;-1.4650388;;;;;;;;;;;;;;
161;Zuidwest-Drenthe (CR);2013;-0.9578261;-0.6471831;;;;;;;;;;;;;;
162;Noord-Overijssel (CR);2008;5.91590065;6.19827494;4.74693337;19.8317635;19.6907872;22.1958168;12.9249403;-0.162127;2.65817517;1.7968252;6.48592986;9.98929831;3.35247257;0.59577095;3.35847106;-2.5982095
163;Noord-Overijssel (CR);2009;-6.3097127;-5.9537124;9.12555272;-27.719695;-12.746884;-35.20609;4.60756285;7.53780594;-5.2326986;-8.3519587;-10.560707;10.4364702;0.65113438;1.81576269;6.88734326;2.09279892
164;Noord-Overijssel (CR);2010;0.37087082;0.54213324;1.40355739;2.90157714;-12.529198;1.86413886;5.91349129;7.71781802;-4.9717009;1.13909109;5.50700255;-7.6589099;1.2204463;-1.4579451;1.96985869;0.4470345
165;Noord-Overijssel (CR);2011;2.13204143;2.3874316;0.74538067;2.39170806;-15.376606;5.88549749;-7.6964776;3.21106102;3.05273745;5.628043;5.38487492;-8.6896712;2.4210059;1.99851597;2.70760592;-1.5040925
166;Noord-Overijssel (CR);2012;-1.5949483;-1.4905034;;;;;;;;;;;;;;
167;Noord-Overijssel (CR);2013;-1.0738711;-0.7635921;;;;;;;;;;;;;;
168;Zuidwest-Overijssel (CR);2008;2.61007106;2.88363193;3.27149187;-2.0860813;;-3.6278016;15.7031216;62.2351675;3.03731127;1.46844881;30.6682706;19.086975;3.89816633;-0.6419725;3.56761008;-10.952691
169;Zuidwest-Overijssel (CR);2009;-2.336176;-1.9650773;0.01379944;3.84318972;;4.162722;1.26623547;-9.6253001;-17.178919;-10.771622;-2.9153404;-3.8974472;-1.5579325;-7.0697839;8.73116731;2.69511411
170;Zuidwest-Overijssel (CR);2010;2.00235619;2.17640241;1.85011935;4.93083584;;5.9637425;-5.0653422;15.4848817;-13.310813;4.3867313;-1.6553662;-8.6067291;1.83947519;1.23786185;6.8052403;-1.2294111
171;Zuidwest-Overijssel (CR);2011;1.71831113;1.97266673;0.12501484;9.86510608;;10.8123388;-1.4675011;23.2711437;4.73441963;0.14476478;1.21548784;-7.8692737;2.92022312;-2.2453842;0.48008832;-0.2581499
172;Zuidwest-Overijssel (CR);2012;-1.4998334;-1.3952875;;;;;;;;;;;;;;
173;Zuidwest-Overijssel (CR);2013;-1.7517186;-1.4435656;;;;;;;;;;;;;;
174;Twente (CR);2008;1.04467798;1.31406547;-4.6822654;-2.6270755;4.36484102;-3.9409107;22.1983929;1.32432841;4.02196752;3.82366102;-7.068748;9.40905828;0.89498094;3.02105533;1.69158869;0.73416859
175;Twente (CR);2009;-0.664295;-0.2868435;15.994153;0.93191292;-28.681182;1.09534997;-0.8248173;13.1883432;-4.2608104;-8.8070428;27.4567926;6.67822846;-0.3669955;-8.4487107;7.58153994;-1.5182721
176;Twente (CR);2010;1.34585381;1.51877984;1.48726398;6.05725337;-53.825148;6.391586;14.7063054;-5.8729493;-17.382724;1.16809587;19.6154264;1.41441004;1.47410524;-6.1389881;6.98290747;-5.0812065
177;Twente (CR);2011;1.27232488;1.52556525;-0.9811144;0.92378128;13.2958996;1.34327723;-9.7361373;10.7674394;8.58787876;1.16421433;-1.8760352;-4.2653364;2.12025815;-1.7122948;2.78629721;0.03736778
178;Twente (CR);2012;-1.66972;-1.5653544;;;;;;;;;;;;;;
179;Twente (CR);2013;-1.9878052;-1.6803927;;;;;;;;;;;;;;
180;Veluwe (CR);2008;1.72480451;1.99600523;-11.267026;-0.7729169;-2.2935722;-0.732007;-5.2851049;2.95596138;4.31240021;-1.5127211;5.4628042;3.18498398;8.81417726;5.04459636;1.83486819;1.6669247
181;Veluwe (CR);2009;-3.2003401;-2.8325249;11.8900288;-7.823187;-43.126525;-8.4223429;-2.0117476;2.91078194;-6.1103957;-9.7002733;6.06157491;4.33627865;-1.1315077;-6.4100416;3.32919222;-0.520304
182;Veluwe (CR);2010;0.38963314;0.56092758;-19.089994;2.7356991;35.3701508;2.51633027;4.62816614;4.28548781;-4.1561577;6.24960963;-7.8377672;-6.0993354;2.12788508;-1.5849701;1.55928727;-3.7712931
183;Veluwe (CR);2011;0.81262357;1.06471442;-5.6194302;1.70580941;45.6075743;3.26414427;-24.85919;-6.2470233;6.23549519;0.79625076;-0.5948631;-1.8253697;0.83480154;1.06341505;0.89721601;1.17317652
184;Veluwe (CR);2012;-1.5581504;-1.4536664;;;;;;;;;;;;;;
185;Veluwe (CR);2013;-1.1714232;-0.8614502;;;;;;;;;;;;;;
186;Achterhoek (CR);2008;3.54535177;3.82140612;-0.3779524;2.76292676;231.197651;3.17452567;-18.431913;1.26943118;3.98478418;4.7227223;5.02564045;15.8035411;6.48672047;3.03655964;1.76964176;6.29744374
187;Achterhoek (CR);2009;-4.1592569;-3.7950854;8.97809175;-5.0732671;-4.1439453;-4.6911881;-25.83738;-0.8988101;-9.8624625;-8.664113;-15.219675;-0.8414489;-1.4125785;-4.3223487;3.58469919;-1.4681532
188;Achterhoek (CR);2010;-0.5036572;-0.333887;-0.2960753;-0.453819;-3.331934;-0.9105551;11.5334128;2.81115965;-8.032322;0.84671667;-9.5740321;-2.3123768;1.03095963;-2.9459681;4.78832158;-9.8602513
189;Achterhoek (CR);2011;2.30620913;2.56203481;-2.9213252;4.19998731;5.13800207;3.93906123;8.61607957;6.6619171;1.44905803;3.70556343;-5.789953;-3.6403459;1.83014406;5.96644887;1.78339471;2.28961866
190;Achterhoek (CR);2012;-1.9877158;-1.8836877;;;;;;;;;;;;;;
191;Achterhoek (CR);2013;-1.4193016;-1.1101061;;;;;;;;;;;;;;
192;Arnhem/Nijmegen (CR);2008;0.40641288;0.67409875;-3.6651418;-5.6974143;37.489662;-8.9266513;3.66004511;-1.7546608;-1.597055;1.18519297;-5.8450046;1.86167291;3.18735395;0.59970955;4.3541452;-1.194326
193;Arnhem/Nijmegen (CR);2009;-2.7317757;-2.3621801;0.79823103;-3.9421735;38.7603968;-2.937181;-13.672747;1.53020467;-9.9419248;-8.8311063;0.19006809;4.35075913;0.58299006;-7.4170603;3.37151226;0.95951435
194;Arnhem/Nijmegen (CR);2010;-0.0741029;0.09640028;-4.1869529;8.46868285;-27.846792;7.92025007;17.7732693;1.57371097;-8.5130892;2.19007352;9.11150407;-6.5566308;1.46183319;-2.7700237;-1.6395414;-1.3304745
195;Arnhem/Nijmegen (CR);2011;0.19779098;0.44834438;-2.7786685;4.10837348;-21.316403;2.82964808;14.0712817;-5.2443746;2.28615802;-2.6634311;-0.7350001;-2.4165287;-0.0246765;-1.8290745;2.07061856;-0.6004599
196;Arnhem/Nijmegen (CR);2012;-1.3367928;-1.2320739;;;;;;;;;;;;;;
197;Arnhem/Nijmegen (CR);2013;-1.0089519;-0.6984693;;;;;;;;;;;;;;
198;Zuidwest-Gelderland (CR);2008;4.4785919;4.75713429;-0.584055;12.9049627;0.03011086;13.316072;7.80155091;3.01320484;8.55631034;-2.4683958;1.89390191;17.5182819;13.9364508;7.24899071;0.91949342;12.3880581
199;Zuidwest-Gelderland (CR);2009;-3.5026203;-3.1359537;2.49554537;-14.413388;-72.20843;-14.721911;1.23341564;2.8091082;-8.5375333;-4.7295045;23.057134;3.46794299;-0.5013675;-1.3942626;4.09393856;-9.9218929
200;Zuidwest-Gelderland (CR);2010;-0.4433829;-0.2735098;-1.4005286;-3.5307514;172.67648;-4.1351235;-2.4166158;5.10180008;2.43057199;2.88386568;-5.1919047;-8.1343812;0.34740077;-2.280556;0.5797578;2.12634765
201;Zuidwest-Gelderland (CR);2011;2.62362842;2.88024784;5.7774647;3.92391972;201.512538;2.71305743;-12.403395;14.9607956;9.73549879;-2.016231;6.32979202;-0.8668499;1.41306035;7.10009909;2.76579738;0.14168154
202;Zuidwest-Gelderland (CR);2012;-1.8632593;-1.7590992;;;;;;;;;;;;;;
203;Zuidwest-Gelderland (CR);2013;-1.3751658;-1.0658318;;;;;;;;;;;;;;
204;Utrecht (CR);2008;1.46404815;1.73455369;2.64599544;3.06030576;0.37828339;1.85373782;7.94349793;5.50546734;-0.3447663;-4.8357822;7.67349437;6.04131518;7.42985217;0.01899467;3.07384696;-3.2765912
205;Utrecht (CR);2009;-1.1078106;-0.7320443;0.76042989;-1.8435861;73.2508662;-3.2469201;3.58084745;-1.2158592;1.93618181;-2.5102552;-6.2590626;7.60733218;-0.1322116;-7.0421899;3.52018127;0.1474012
206;Utrecht (CR);2010;-1.0291663;-0.8602928;3.68715967;-2.299577;119.433961;0.83602519;-14.049124;-0.9412276;-6.7216161;2.03353167;-7.7121351;0.21805084;3.15335703;-5.2467273;2.78682678;-0.5903553
207;Utrecht (CR);2011;1.33595235;1.58935183;2.1942735;-2.3283365;4.43278876;2.030945;-20.784425;-2.5230238;7.60068979;2.82409385;2.00050488;-1.9527491;1.75627989;-0.1647091;3.7890192;1.3276455
208;Utrecht (CR);2012;-1.3139843;-1.2092412;;;;;;;;;;;;;;
209;Utrecht (CR);2013;-1.1564974;-0.8464775;;;;;;;;;;;;;;
210;Kop van Noord-Holland (CR);2008;1.09253431;1.36204939;7.74655093;-4.4840167;-24.474579;-5.4593651;15.5999774;14.4889058;10.3851695;3.65762321;7.35620002;10.4221918;-0.049252;-6.2834502;-1.3039241;13.5086499
211;Kop van Noord-Holland (CR);2009;-1.942203;-1.5696072;2.77135297;9.79837337;-9.9383845;1.22060309;175.217467;6.30046561;-8.4374159;-4.0505319;12.5444586;-28.141555;-0.281754;-2.7735848;0.30077491;-4.4565979
212;Kop van Noord-Holland (CR);2010;-3.1768755;-3.0116666;-0.9176478;5.2168182;1.34222291;5.23696443;9.93751836;-1.3444214;-10.963643;0.24536584;-13.94309;-6.0358697;0.36331763;-17.061943;-1.4017803;-6.8251295
213;Kop van Noord-Holland (CR);2011;2.98221046;3.23972655;-7.217033;6.79701467;35.7222552;6.49900222;2.7310838;-1.0968906;1.62829223;6.92839487;7.92907194;-17.974722;2.86204159;1.94741605;4.60930685;-2.0365439
214;Kop van Noord-Holland (CR);2012;-1.69023;-1.5858861;;;;;;;;;;;;;;
215;Kop van Noord-Holland (CR);2013;-0.9359658;-0.6252543;;;;;;;;;;;;;;
216;Alkmaar en omgeving (CR);2008;3.73550562;4.01206692;3.12218758;5.72275342;51.6584006;3.67467229;8.52849721;-5.1368502;-0.6251611;-2.4236658;20.1610353;8.90407701;4.1452876;5.0983385;5.06660996;2.47450703
217;Alkmaar en omgeving (CR);2009;-2.9675474;-2.5988477;1.43101266;-18.541066;-18.030891;-18.537048;-17.197379;-21.040836;-6.9017481;-0.9869786;-7.1513539;-10.251864;1.6984558;-2.509071;6.80739078;-1.8231498
218;Alkmaar en omgeving (CR);2010;0.42781099;0.59917057;-6.6101114;-3.1548622;-11.098213;-0.2911767;-19.862614;13.9338182;-16.314407;-1.5298087;9.38544612;9.11357141;1.31337261;-1.689627;5.19004228;-6.519257
219;Alkmaar en omgeving (CR);2011;1.10310113;1.35591834;-4.622527;2.45948049;-24.164963;3.37755995;-10.540329;25.3930843;0.35350396;0.61542694;10.1058224;5.17244387;2.45214285;-2.262309;0.01478817;2.77889724
220;Alkmaar en omgeving (CR);2012;-1.1209087;-1.0159606;;;;;;;;;;;;;;
221;Alkmaar en omgeving (CR);2013;-1.1575136;-0.847497;;;;;;;;;;;;;;
222;IJmond (CR);2008;1.71024106;1.98140296;1.9013088;-1.4413652;-11.199919;-2.6524459;18.934239;0.9087484;18.8322592;-6.3304789;-6.994182;15.3033193;6.38067927;15.9124197;0.95676179;5.37323278
223;IJmond (CR);2009;-7.1878473;-6.8351837;-3.3389189;-13.346149;-23.765241;-12.793196;-18.605522;-9.423275;-7.1030066;-4.242784;-9.3324919;2.32151262;-0.1925612;-9.9270129;1.02326823;-2.3953263
224;IJmond (CR);2010;0.75345957;0.9253748;-3.0512022;13.130866;2.3083893;16.3831832;-2.376493;1.52466348;-22.213905;-1.1720065;22.6664024;-2.6130739;1.69003787;-12.221896;2.26701308;-7.6417728
225;IJmond (CR);2011;-1.7529496;-1.5072742;-0.9697564;-10.390525;-3.2294842;-7.5906235;-32.619171;-8.5068887;15.2898316;0.28290001;-6.6935373;2.96421193;1.14926395;-3.1978033;3.24257861;-0.052371
226;IJmond (CR);2012;-1.1224911;-1.0175447;;;;;;;;;;;;;;
227;IJmond (CR);2013;-0.2526073;0.06024759;;;;;;;;;;;;;;
228;Agglomeratie Haarlem (CR);2008;-0.7697215;-0.5051712;2.59026594;-17.605328;;-21.031656;-20.280793;33.454146;-2.4150065;-7.2085796;-0.0339453;20.7031372;9.21595772;-1.1210703;4.49461494;-4.1459162
229;Agglomeratie Haarlem (CR);2009;-2.8813506;-2.5123234;-44.796605;10.0925116;;4.21167179;-0.5293545;72.1909508;-8.0955382;-4.1022963;-40.065137;-35.576096;0.83765556;6.54502973;1.61117055;-3.9214469
230;Agglomeratie Haarlem (CR);2010;-0.519707;-0.3499642;1.17188714;10.4079624;;12.826545;2.66631016;0.40584453;-7.7930315;2.13052816;0.94236972;19.9430281;2.56743373;-6.1030833;-4.3925228;1.21134464
231;Agglomeratie Haarlem (CR);2011;0.44623338;0.69740803;-4.7588897;-7.2911046;-3.0608742;-4.53001;-37.922695;-5.6317495;1.78665058;3.55506298;4.84062759;1.80241451;3.17713079;1.32586013;0.54589207;-2.8177833
232;Agglomeratie Haarlem (CR);2012;-0.6281497;-0.5226786;;;;;;;;;;;;;;
233;Agglomeratie Haarlem (CR);2013;-0.7926504;-0.4814894;;;;;;;;;;;;;;
234;Zaanstreek (CR);2008;2.188558;2.4609951;2.9585142;6.97764089;;6.22529895;;60.8314811;10.0813408;-7.6687004;-15.788005;19.0467308;-2.2869979;5.92519152;5.25530502;-9.5960974
235;Zaanstreek (CR);2009;-2.0632549;-1.6911191;-7.0791157;-5.8456635;;-5.2470655;;-34.655974;6.22102207;4.23755635;-3.65987;-14.790124;0.78349445;-10.367648;2.34318501;-4.7553011
236;Zaanstreek (CR);2010;-1.6681319;-1.5003486;3.95446169;-0.8448344;;-0.9555201;;3.72717983;-12.997754;1.40700202;11.085676;0.02587995;0.31514903;-5.1354995;1.25966858;-7.3085571
237;Zaanstreek (CR);2011;0.99378618;1.24633004;-0.0653236;3.46997976;10.9793804;3.4069619;;7.47270529;1.84937766;-2.495177;-2.6779884;-4.9794441;0.50468321;7.3542041;-0.3237245;1.50164756
238;Zaanstreek (CR);2012;-1.6765816;-1.5722233;;;;;;;;;;;;;;
239;Zaanstreek (CR);2013;-0.0164333;0.29716231;;;;;;;;;;;;;;
240;Groot-Amsterdam (CR);2008;3.11921077;3.39412901;0.82444092;-6.3710061;0.10934468;-8.5885746;-1.625275;-0.388586;-7.4074081;1.99190984;-0.984809;8.54844084;10.6055138;8.49618645;2.48371956;-6.7902676
241;Groot-Amsterdam (CR);2009;-3.2796349;-2.9121211;-2.3120074;2.96151516;40.7461981;0.42527976;9.78563642;2.97551576;-4.2072781;-6.886178;3.82447463;-3.7974974;0.95128304;-8.7498538;3.71193165;-2.3751422
242;Groot-Amsterdam (CR);2010;3.28522883;3.46146401;-5.8591964;7.6745197;69.2775662;7.28819376;7.5291322;-0.6445803;-8.0460326;2.05488023;-7.0632109;13.2337379;2.64745787;3.16876281;1.71898574;1.4298865
243;Groot-Amsterdam (CR);2011;1.19900389;1.45206092;1.71375275;-1.0038953;7.95091755;4.49572327;-16.3266;0.784821;8.2618578;4.1234613;-1.4588666;-0.4948379;1.55196117;1.99182008;1.21638104;0.24039149
244;Groot-Amsterdam (CR);2012;-0.9601635;-0.8550448;;;;;;;;;;;;;;
245;Groot-Amsterdam (CR);2013;-0.6723612;-0.3608229;;;;;;;;;;;;;;
246;Het Gooi en Vechtstreek (CR);2008;-2.199898;-1.9391606;-2.9176497;-20.166319;;-21.947259;;-2.8474488;-0.4762806;-0.8327465;5.10024347;10.6224329;8.25677012;-5.9530818;2.78271114;-25.094303
247;Het Gooi en Vechtstreek (CR);2009;-4.3585146;-3.9951002;30.2901892;5.63650192;;5.67173355;;2.60712251;-8.3515212;-14.400382;-2.451595;5.13159511;-0.3662892;-10.143563;3.79274043;-1.2005248
248;Het Gooi en Vechtstreek (CR);2010;-0.6215308;-0.4519617;3.77551158;0.43880982;121.952355;0.6926114;;-5.3844909;-15.121385;1.08562557;-2.5174222;-4.9176638;0.87340874;-1.6579272;3.72621935;-6.2106644
249;Het Gooi en Vechtstreek (CR);2011;0.36998203;0.62096601;-2.5069852;-6.5098951;-1.3598268;-5.4856501;;-15.593724;-1.0404307;2.83115042;3.03963528;-0.1033633;0.20526945;1.57172714;1.29875383;-4.354509
250;Het Gooi en Vechtstreek (CR);2012;-1.3673875;-1.2627011;;;;;;;;;;;;;;
251;Het Gooi en Vechtstreek (CR);2013;-1.1472447;-0.8371959;;;;;;;;;;;;;;
252;Agglomeratie Leiden en Bollenstreek (CR);2008;1.76489968;2.03620731;5.35151072;-3.9022351;5.67239964;-5.8786795;7.61662492;4.60005517;-10.633181;4.4886049;-7.4937773;12.2635733;12.8212727;2.6449776;2.36496969;2.33520216
253;Agglomeratie Leiden en Bollenstreek (CR);2009;-3.283598;-2.9160992;13.8473115;-17.931936;-25.273331;-19.636833;-8.3018403;7.71312343;-8.7611625;-6.618607;4.15734014;8.58103557;2.6518791;-2.7342961;3.98716486;5.35848141
254;Agglomeratie Leiden en Bollenstreek (CR);2010;-1.4550061;-1.2868592;-5.3435474;11.5457561;10.5523408;13.7988584;-1.656453;0.26751796;-7.1115664;-5.1186465;-4.6889255;-4.6050862;-0.6003529;-8.1519232;-0.019462;1.26305495
255;Agglomeratie Leiden en Bollenstreek (CR);2011;1.01717028;1.26977261;-0.605014;5.19352566;8.33075765;7.37744883;-25.573686;3.06528;-0.5843174;2.42795928;-4.0037232;-4.3384224;4.21379767;-6.473962;2.92186465;-5.6498724
256;Agglomeratie Leiden en Bollenstreek (CR);2012;-0.9624;-0.8572837;;;;;;;;;;;;;;
257;Agglomeratie Leiden en Bollenstreek (CR);2013;-0.747359;-0.4360559;;;;;;;;;;;;;;
258;Agglomeratie 's-Gravenhage (CR);2008;0.3229032;0.59036642;1.06322384;-5.4258341;-23.090154;-5.8218017;71.2552188;-1.6906421;-3.2105339;0.0373151;4.9230932;1.10354131;-0.1548734;-1.4056761;1.80452209;-1.6845056
259;Agglomeratie 's-Gravenhage (CR);2009;-2.8312667;-2.4620492;-6.3319927;-7.85949;-7.1742176;-7.7073434;-34.016373;25.0075396;-10.64849;-5.0040115;-5.6937263;-0.0026102;-0.6287989;-5.2402593;2.96775605;-0.2448247
260;Agglomeratie 's-Gravenhage (CR);2010;1.94567002;2.11961951;0.26801711;-0.203351;-2.1258438;3.55958313;-12.666138;-2.2159153;-2.658236;1.89516833;8.95364364;0.80259054;3.17292221;1.06087382;1.11568741;0.4762721
261;Agglomeratie 's-Gravenhage (CR);2011;-1.8083646;-1.5628277;-2.0989071;-2.2102282;-7.1280886;6.03335288;-28.43168;-11.02268;-0.4627087;0.05091452;-0.8041513;-3.7914224;1.85988813;-1.8050397;-2.906881;1.56789969
262;Agglomeratie 's-Gravenhage (CR);2012;-1.5069755;-1.4024372;;;;;;;;;;;;;;
263;Agglomeratie 's-Gravenhage (CR);2013;-1.1764522;-0.8664949;;;;;;;;;;;;;;
264;Delft en Westland (CR);2008;1.93492558;2.20668649;1.49011925;-5.5704348;-92.601983;-6.9213804;0.86775777;11.5806359;2.89154543;4.68885365;16.380105;24.1310416;-6.344526;1.45522113;1.95640153;1.12095227
265;Delft en Westland (CR);2009;-6.3827557;-6.027033;-4.3923076;-37.363983;-71.896936;-41.580291;-43.637507;3.68630409;7.97804864;-4.5533756;0.24209896;-7.269565;0.21453703;-4.5405541;0.16140895;0.88494161
266;Delft en Westland (CR);2010;-1.773258;-1.6056541;-9.2187062;1.79210819;-65.689599;0.70999263;8.60138265;-0.6150714;-23.382447;3.20634259;-7.2098997;2.53665446;0.82249378;1.70014251;3.45793868;-10.311995
267;Delft en Westland (CR);2011;2.60259869;2.85916552;3.62631122;13.334204;-3.031472;8.59788593;35.5461435;9.859461;6.10800725;2.87889454;15.6130354;-14.019917;3.73965476;-2.276;3.73599276;-1.9522084
268;Delft en Westland (CR);2012;-1.5143722;-1.4098418;;;;;;;;;;;;;;
269;Delft en Westland (CR);2013;-0.9543073;-0.6436533;;;;;;;;;;;;;;
270;Oost-Zuid-Holland (CR);2008;0.54855292;0.81661773;5.66318294;-4.6626044;-89.307249;-4.9101746;-8.8865826;4.43349958;-2.5514922;-2.7823274;11.284208;4.4473956;4.80484392;0.20351747;6.07126341;-4.010732
271;Oost-Zuid-Holland (CR);2009;-2.6611131;-2.291249;7.01857279;-6.3284153;-16.189595;-9.0569395;28.072924;1.00700324;-5.2185499;-6.2224858;-7.7850461;6.61061291;-3.8870149;2.33972913;2.16840448;-1.8037768
272;Oost-Zuid-Holland (CR);2010;-6.8313186;-6.6723453;-10.751108;-5.5337548;105.926297;-5.4736038;-8.2362479;-2.7691975;-19.363977;-7.3737609;-10.762985;-10.611254;-4.6495288;-6.0390604;1.67867819;-13.673974
273;Oost-Zuid-Holland (CR);2011;-0.6766164;-0.4282495;-2.53425;1.28327189;142.311078;2.57855036;-5.3701768;-6.8963276;6.94635583;2.06111546;-0.7688245;-4.9003118;1.39965557;-5.2602475;-3.175391;1.87318069
274;Oost-Zuid-Holland (CR);2012;-1.8159987;-1.7117884;;;;;;;;;;;;;;
275;Oost-Zuid-Holland (CR);2013;-1.5584012;-1.2496419;;;;;;;;;;;;;;
276;Groot-Rijnmond (CR);2008;1.12868802;1.39829949;6.05414003;-2.1182159;-6.2868201;-2.5442346;1.3929348;-0.8501247;7.70466279;-0.96208;-0.2740435;1.46845812;-6.9098223;11.872302;2.54609522;2.42076835
277;Groot-Rijnmond (CR);2009;-5.5361496;-5.1772099;3.59541152;-2.9810987;-27.091082;-3.4903612;-0.8623419;10.1530949;-17.839554;-9.3430901;-4.6642894;-4.0243162;-1.5961992;-6.4086626;1.01033251;-2.6501156
278;Groot-Rijnmond (CR);2010;2.95602607;3.13169953;9.86618569;8.71033292;-6.4203876;4.88164636;33.5346294;-1.6517009;-10.917127;8.46632123;0.21318918;-0.4475645;1.55736811;-6.5398407;4.39913306;4.9374845
279;Groot-Rijnmond (CR);2011;1.55436457;1.8083102;10.0125057;2.95763127;6.68219332;1.12158738;11.2724892;0.19456486;7.14148406;5.48033771;-4.4300525;-4.5960621;2.89845764;-3.082819;0.36193711;-1.3408608
280;Groot-Rijnmond (CR);2012;-0.7316131;-0.6262519;;;;;;;;;;;;;;
281;Groot-Rijnmond (CR);2013;-1.2631394;-0.953454;;;;;;;;;;;;;;
282;Zuidoost-Zuid-Holland (CR);2008;0.85569343;1.12457708;-0.2783018;2.19022021;-19.162456;1.54608178;14.0944606;15.7556696;-6.3098655;3.79216446;21.5354256;15.234757;-6.0142551;-0.2274326;2.03871088;-1.9566031
283;Zuidoost-Zuid-Holland (CR);2009;-0.2314829;0.14761316;1.77206248;-1.8897183;-11.495589;-3.0939053;28.0255104;7.82183012;9.66030086;-3.1694836;-4.4030199;-2.0706927;-1.2414435;-8.8041494;6.57761192;-1.662299
284;Zuidoost-Zuid-Holland (CR);2010;-2.0783793;-1.9112961;3.22083505;-2.480707;-28.020106;-2.3168772;1.51692261;-1.4268637;-14.954786;4.25789183;-2.0468876;-0.9970518;-1.7694573;-3.9188735;0.63457059;-1.1115638
285;Zuidoost-Zuid-Holland (CR);2011;2.22579714;2.48142175;7.36428622;1.11808245;52.3245397;2.71077472;-44.374406;-5.9952477;4.7461486;2.05428881;5.22628545;1.62974779;3.54919849;1.83025724;2.38384139;2.32474511
286;Zuidoost-Zuid-Holland (CR);2012;-1.5538017;-1.4493131;;;;;;;;;;;;;;
287;Zuidoost-Zuid-Holland (CR);2013;-1.3521512;-1.042745;;;;;;;;;;;;;;
288;Zeeuwsch-Vlaanderen (CR);2008;0.74071848;1.00929561;4.51599209;0.76819437;164.632663;0.82677197;-131.27476;22.0696066;0.79192655;-0.665871;-18.237056;12.7907935;-5.1883248;9.41929607;3.19604647;-6.2977218
289;Zeeuwsch-Vlaanderen (CR);2009;-6.5557401;-6.2006746;13.4060687;-10.381198;-43.136782;-10.633615;-21.614164;1.97978294;10.5342954;-12.075552;1.39815908;0.52227648;-1.4567751;1.63795968;1.82924724;3.89573654
290;Zeeuwsch-Vlaanderen (CR);2010;-1.50311;-1.3350452;9.04511571;-4.9108867;-11.995772;-5.2107906;117.609632;-0.8459736;-16.891614;2.45723607;37.9869716;7.52699773;1.12589357;-3.1312916;3.72049113;3.53967097
