ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9;PlaatsnaamVolgnummer_10
3649;Montferland;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;nee;nee;Montferland                ;1611
3650;Montfoort;335;Montfoort                  ;49;Utrechts weidegebied                    ;26;U.  ;ja ;ja ;Montfoort                  ;2351
3651;Montfort;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee;Montfort                   ;5677
3652;Mook;944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Mook                       ;5055
3653;Mook en Middelaar;944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;nee;ja ;Mook en Middelaar          ;5056
3654;Mookhoek;617;Strijen                    ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee;Mookhoek                   ;3331
3655;Moordhuizen;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Moordhuizen                ;3516
3656;Moordrecht;563;Moordrecht                 ;74;Gouda en omstreken                      ;28;ZH. ;ja ;ja ;Moordrecht                 ;3142
3657;Moorst;351;Woudenberg                 ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;nee;nee;Moorst                     ;2401
3658;Moorveld;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Moorveld                   ;5028
3659;Moosdijk;762;Deurne                     ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Moosdijk                   ;4024
3660;32;7;Bellingwedde               ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Morige                     ;32
3661;523;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Morra                      ;523
3662;Morsche Hoef;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Morsche Hoef               ;4555
3663;Mortel;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Mortel                     ;5575
3664;Mortel;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Mortel                     ;5417
3665;975;118;Hoogeveen                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Moscou                     ;975
3666;Mossel;286;Vorden                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Mossel                     ;2096
3667;Mossel;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Mossel                     ;1726
3668;Mostheuvel;770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Mostheuvel                 ;4060
3669;Muggenbeet;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Muggenbeet                 ;1384
3670;Muggenhol;861;Veldhoven                  ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Muggenhol                  ;4572
3671;Muggenhool;1724;Bergeijk                   ;116;Kempenland                              ;30;NB. ;nee;nee;Muggenhool                 ;6137
3672;Muiden;424;Muiden                     ;65;Vechtstreek in Noord-Holland            ;27;NH. ;ja ;ja ;Muiden                     ;2707
3673;Muiderberg;424;Muiden                     ;65;Vechtstreek in Noord-Holland            ;27;NH. ;ja ;nee;Muiderberg                 ;2708
3674;Muijeveld;1696;Wijdemeren                 ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee;Muijeveld                  ;5869
3675;Muisbroek;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee;Muisbroek                  ;3626
3676;Mullegen;269;Oldebroek                  ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Mullegen                   ;1986
3677;Mun;1685;Landerd                    ;111;Maaskant                                ;30;NB. ;nee;nee;Mun                        ;5790
3678;837;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Munnekeburen               ;837
3679;335;48;Vlagtwedde                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Munnekemoer                ;335
3680;660;79;Kollumerland c.a.          ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Munnekezijl                ;660
3681;Munnikenheide;840;Rucphen                    ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;nee;nee;Munnikenheide              ;4354
3682;Munnikenland;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee;Munnikenland               ;3197
3683;Munsel;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Munsel                     ;3980
3684;Munstergeleen;1883;Sittard-Geleen             ;124;Westelijke Mijnstreek                   ;31;L.  ;ja ;nee;Munstergeleen              ;6334
3685;Muntel;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Muntel                     ;4190
3686;Muntendam;1987;Menterwolde                ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee;Muntendam                  ;6382
3687;587;65;Dantumadeel                ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Murmerwoude                ;587
3688;Musschemig;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Musschemig                 ;4847
3689;240;37;Stadskanaal                ;4;Groninger Veenkoloniën                  ;20;Gr. ;ja ;nee;Mussel                     ;240
3690;241;37;Stadskanaal                ;4;Groninger Veenkoloniën                  ;20;Gr. ;ja ;nee;Musselkanaal               ;241
3691;Mûnein;737;Tytsjerksteradiel          ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Mûnein                     ;3875
3692;Naald, De;375;Beverwijk                  ;59;IJmond                                  ;27;NH. ;nee;nee;Naald, De                  ;2535
3693;Naaldwijk;565;Naaldwijk                  ;81;Westland                                ;28;ZH. ;ja ;ja ;Naaldwijk                  ;3146
3694;Naarden;425;Naarden                    ;67;Overige gemeenten in het Gooi           ;27;NH. ;ja ;ja ;Naarden                    ;2710
3695;453;55;Boarnsterhim               ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Naarderburen               ;453
3696;Naardermeer;424;Muiden                     ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee;Naardermeer                ;2709
3697;Naastenbest;753;Best                       ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Naastenbest                ;3941
3698;Nabbegat;1685;Landerd                    ;111;Maaskant                                ;30;NB. ;nee;nee;Nabbegat                   ;5791
3699;Nabben;983;Venlo                      ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Nabben                     ;5224
3700;Nachtegaal;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Nachtegaal                 ;5350
3701;Nagelbeek;962;Schinnen                   ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Nagelbeek                  ;5130
3702;Nagele;171;Noordoostpolder            ;128;Noordoostpolder                         ;24;Fle.;ja ;nee;Nagele                     ;1278
3703;81;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Nansum                     ;81
3704;258;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Napels                     ;258
3705;Nattenhoven;971;Stein                      ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Nattenhoven                ;5170
3706;Nauerna;479;Zaanstad                   ;58;Zaanstreek                              ;27;NH. ;nee;nee;Nauerna                    ;2888
3707;Nazareth;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;nee;nee;Nazareth                   ;4980
3708;Neck (ged.);439;Purmerend                  ;57;Waterland                               ;27;NH. ;nee;nee;Neck (ged.)                ;2737
3709;Neck (ged.);880;Wormerland                 ;58;Zaanstreek                              ;27;NH. ;nee;nee;Neck (ged.)                ;4674
3710;Neder-Hardinxveld;523;Hardinxveld-Giessendam     ;76;Industriegebied Alblasserwaard          ;28;ZH. ;nee;nee;Neder-Hardinxveld          ;3040
3711;Nederasselt;252;Heumen                     ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;nee;Nederasselt                ;1862
3712;Nederheide;858;Valkenswaard               ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Nederheide                 ;4527
3713;Nederheide;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Nederheide                 ;5418
3714;Nederhemert;297;Zaltbommel                 ;42;Bommelerwaard                           ;25;Gld.;ja ;nee;Nederhemert                ;2164
3715;Nederhorst Den Berg;1696;Wijdemeren                 ;65;Vechtstreek in Noord-Holland            ;27;NH. ;ja ;nee;Nederhorst Den Berg        ;5870
3716;Nederland;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Nederland                  ;1385
3717;Nederlangbroek;352;Wijk bij Duurstede         ;45;Utrechts Kromme Rijngebied              ;26;U.  ;nee;nee;Nederlangbroek             ;2408
3718;Nederlek;643;Nederlek                   ;75;Krimpenerwaard                          ;28;ZH. ;nee;ja ;Nederlek                   ;3419
3719;Nederweert;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;ja ;Nederweert                 ;5074
3720;Nederweerterdijk;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Nederweerterdijk           ;5044
3721;Nederwetten;820;Nuenen c.a.                ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Nederwetten                ;4282
3722;Nederwoud;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Nederwoud                  ;1727
3723;Neede;266;Neede                      ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;ja ;Neede                      ;1942
3724;Neer;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Neer                       ;5576
3725;Neerbeek;888;Beek                       ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Neerbeek                   ;4733
3726;Neerbosch;268;Nijmegen                   ;39;Nijmegen                                ;25;Gld.;nee;nee;Neerbosch                  ;1970
3727;Neerbroek;755;Boekel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Neerbroek                  ;3953
3728;Neerdorp;178;Rijssen                    ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Neerdorp                   ;1341
3729;Neerijnen;304;Neerijnen                  ;38;Westelijke Betuwe                       ;25;Gld.;ja ;ja ;Neerijnen                  ;2202
3730;Neeritter;925;Hunsel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Neeritter                  ;4907
3731;Neerkant;762;Deurne                     ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Neerkant                   ;4025
3732;Neerloon;835;Ravenstein                 ;111;Maaskant                                ;30;NB. ;nee;nee;Neerloon                   ;4346
3733;Neersteind;225;Druten                     ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Neersteind                 ;1700
3734;Neerstraat;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Neerstraat                 ;5419
3735;Negenhuizen;607;Schipluiden                ;81;Westland                                ;28;ZH. ;nee;nee;Negenhuizen                ;3294
3736;Nergena;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Nergena                    ;1728
3737;Nerhoven;784;Gilze en Rijen             ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Nerhoven                   ;4124
3738;Nes;362;Amstelveen                 ;64;Zuidelijk randgebied Amsterdam          ;27;NH. ;nee;nee;Nes                        ;2453
3739;524;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Nes                        ;524
3740;454;55;Boarnsterhim               ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Nes                        ;454
3741;566;60;Ameland                    ;13;Friese Waddeneilanden                   ;21;F.  ;ja ;nee;Nes                        ;566
3742;Nes, De;441;Schagen                    ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Nes, De                    ;2744
3743;Nessersluis (ged.);362;Amstelveen                 ;64;Zuidelijk randgebied Amsterdam          ;27;NH. ;nee;nee;Nessersluis (ged.)         ;2454
3744;Nessersluis (ged.);736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Nessersluis (ged.)         ;3855
3745;Netersel;1728;Bladel                     ;116;Kempenland                              ;30;NB. ;ja ;nee;Netersel                   ;6159
3746;Nettelhorst;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Nettelhorst                ;1906
3747;Netterden;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;ja ;nee;Netterden                  ;1804
3748;525;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Niawier                    ;525
3749;Nibbixwoud;466;Wognum                     ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee;Nibbixwoud                 ;2837
3750;222;25;Marum                      ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Niebert                    ;222
3751;Niedorp;412;Niedorp                    ;53;Westelijk West-Friesland                ;27;NH. ;nee;ja ;Niedorp                    ;2681
3752;489;56;Zuidhorn                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Niehove                    ;489
3753;Niekerk;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Niekerk                    ;5528
3754;130;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Niekerk                    ;130
3755;Niemeskant;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Niemeskant                 ;4511
