ID;LeeftijdVanDeVaderOp31December;Perioden;LevendgeborenenTotaal_1;Levendgeborenen1eKindUitDeMoeder_2;LevendgeborenenTotaal_3;Levendgeborenen1eKindUitDeMoeder_4
179;12400;2007;2464;1833;25.73;19.14
180;12400;2008;2610;1956;26.35;19.75
181;12400;2009;2614;1959;26.01;19.49
182;12400;2010;2677;2030;25.89;19.64
183;12400;2011;2514;1886;23.92;17.94
184;12400;2012;2445;1837;23.31;17.52
185;12400;2013;2392;1819;22.63;17.21
186;12400;2014;2354;1760;21.31;15.93
187;12400;2015;2239;1647;20.24;14.89
188;12400;2016;2071;1520;18.71;13.73
189;12400;2017;1919;1415;17.27;12.73
190;12400;2018;1715;1260;15.36;11.29
191;12400;2019;1692;1217;15.46;11.12
192;12400;2020;1609;1177;14.55;10.64
193;12400;2021;1566;1141;14.11;10.28
194;12400;2022;1684;1238;14.41;10.6
195;12400;2023;1573;1192;13.13;9.95
196;12500;1996;3947;2768;31.46;22.07
197;12500;1997;3742;2646;31.68;22.4
198;12500;1998;3599;2535;33.26;23.43
199;12500;1999;3386;2441;32.48;23.41
200;12500;2000;3373;2453;33.88;24.64
201;12500;2001;3362;2495;33.77;25.06
202;12500;2002;3277;2400;33.47;24.52
203;12500;2003;3474;2564;35.03;25.85
204;12500;2004;3250;2340;33.11;23.84
205;12500;2005;3403;2446;33.61;24.16
206;12500;2006;3460;2473;34.92;24.96
207;12500;2007;3365;2395;34.68;24.69
208;12500;2008;3456;2489;35.75;25.74
209;12500;2009;3638;2650;36.27;26.42
210;12500;2010;3643;2637;35.83;25.93
211;12500;2011;3617;2637;34.66;25.27
212;12500;2012;3462;2480;32.74;23.46
213;12500;2013;3289;2384;31.25;22.65
214;12500;2014;3491;2515;32.82;23.64
215;12500;2015;3228;2294;28.96;20.58
216;12500;2016;3099;2219;27.67;19.81
217;12500;2017;2824;1976;25.21;17.64
218;12500;2018;2616;1830;23.37;16.35
219;12500;2019;2637;1890;23.3;16.7
220;12500;2020;2383;1672;21.54;15.12
221;12500;2021;2389;1722;21.38;15.41
222;12500;2022;2357;1730;20.78;15.25
223;12500;2023;2296;1659;19.25;13.91
224;12600;1996;5642;3762;42.68;28.46
225;12600;1997;5486;3703;43.58;29.41
226;12600;1998;5089;3565;42.85;30.01
227;12600;1999;4700;3293;43.14;30.23
228;12600;2000;4756;3294;45.25;31.34
229;12600;2001;4511;3161;44.81;31.4
230;12600;2002;4546;3203;45.26;31.89
231;12600;2003;4363;3108;44.35;31.59
232;12600;2004;4456;3157;44.84;31.77
233;12600;2005;4327;3041;44.06;30.97
234;12600;2006;4465;3071;44.11;30.34
235;12600;2007;4582;3195;46.15;32.18
236;12600;2008;4704;3243;48.06;33.13
237;12600;2009;4815;3423;49.22;34.99
238;12600;2010;4884;3379;48.26;33.39
239;12600;2011;4891;3476;47.65;33.86
240;12600;2012;4835;3412;46.09;32.53
241;12600;2013;4700;3287;44.34;31.01
242;12600;2014;4621;3252;43.71;30.76
243;12600;2015;4359;3067;40.64;28.59
244;12600;2016;4450;3093;39.48;27.44
245;12600;2017;4093;2805;36.14;24.77
246;12600;2018;4032;2776;35.57;24.49
247;12600;2019;3788;2621;33.42;23.12
248;12600;2020;3479;2397;30.4;20.95
249;12600;2021;3588;2488;32.09;22.25
250;12600;2022;3384;2390;29.64;20.93
251;12600;2023;3315;2333;28.52;20.07
252;12700;1996;7792;5132;56.92;37.49
253;12700;1997;7549;4996;56.92;37.67
254;12700;1998;7283;4868;57.56;38.47
255;12700;1999;6819;4603;57.09;38.53
256;12700;2000;6648;4503;60.6;41.05
257;12700;2001;6106;4136;57.56;38.99
258;12700;2002;5848;3980;57.64;39.23
259;12700;2003;5814;3881;57.67;38.5
260;12700;2004;5668;3824;57.52;38.81
261;12700;2005;5596;3766;56.38;37.94
262;12700;2006;5647;3673;57.56;37.44
263;12700;2007;5851;3895;57.76;38.45
264;12700;2008;5949;3908;59.41;39.03
265;12700;2009;6218;4141;62.87;41.87
266;12700;2010;6223;4142;63.1;42.0
267;12700;2011;6149;4021;60.33;39.45
268;12700;2012;6221;4211;60.34;40.84
269;12700;2013;6179;4079;58.78;38.8
270;12700;2014;6138;4051;57.65;38.05
271;12700;2015;5843;3901;54.9;36.66
272;12700;2016;5805;3799;53.54;35.04
273;12700;2017;5710;3746;50.02;32.82
274;12700;2018;5442;3510;47.54;30.66
275;12700;2019;5209;3436;45.33;29.9
276;12700;2020;4946;3332;43.13;29.06
277;12700;2021;5116;3433;44.22;29.68
278;12700;2022;4666;3192;40.83;27.93
279;12700;2023;4504;3028;38.53;25.9
280;12800;1996;9618;5935;73.33;45.25
281;12800;1997;9880;6372;71.98;46.42
282;12800;1998;9809;6362;73.67;47.78
283;12800;1999;9486;6235;74.64;49.06
284;12800;2000;8992;5881;74.83;48.94
285;12800;2001;8319;5483;75.2;49.56
286;12800;2002;7857;5083;73.6;47.62
287;12800;2003;7520;4947;73.98;48.66
288;12800;2004;7252;4800;72.0;47.66
289;12800;2005;7264;4711;73.78;47.85
290;12800;2006;7273;4654;73.44;46.99
291;12800;2007;7246;4694;73.8;47.81
292;12800;2008;7754;4917;76.07;48.24
293;12800;2009;7864;4943;77.83;48.92
294;12800;2010;7745;4919;77.83;49.43
295;12800;2011;7605;4806;76.7;48.47
296;12800;2012;7864;5016;76.92;49.06
297;12800;2013;7690;4852;74.46;46.98
298;12800;2014;7949;5117;75.29;48.47
299;12800;2015;7652;4837;71.42;45.15
300;12800;2016;7394;4642;68.78;43.18
301;12800;2017;7244;4585;64.48;40.81
302;12800;2018;7271;4541;63.11;39.42
303;12800;2019;6924;4524;59.68;39.0
304;12800;2020;6776;4354;58.27;37.44
305;12800;2021;6741;4310;58.11;37.15
306;12800;2022;6480;4274;54.81;36.15
307;12800;2023;6053;3911;51.71;33.41
308;12900;1996;12008;7170;91.62;54.71
309;12900;1997;12013;7270;91.37;55.3
310;12900;1998;12792;7864;92.86;57.09
311;12900;1999;12233;7690;91.55;57.55
312;12900;2000;11854;7433;92.89;58.24
313;12900;2001;10971;6894;90.75;57.02
314;12900;2002;10297;6385;92.58;57.41
315;12900;2003;9618;5974;89.99;55.89
316;12900;2004;9137;5684;90.06;56.03
317;12900;2005;8870;5454;88.31;54.3
318;12900;2006;8728;5287;88.91;53.86
319;12900;2007;8904;5464;89.9;55.17
320;12900;2008;9166;5591;92.73;56.56
321;12900;2009;9632;5954;93.7;57.92
322;12900;2010;9676;5904;95.3;58.15
323;12900;2011;9269;5595;92.9;56.07
324;12900;2012;9169;5446;92.24;54.79
325;12900;2013;9313;5679;91.06;55.53
326;12900;2014;9533;5761;91.97;55.58
327;12900;2015;9383;5623;88.28;52.9
328;12900;2016;9391;5607;86.92;51.9
329;12900;2017;8944;5472;81.56;49.9
330;12900;2018;8741;5242;78.87;47.3
331;12900;2019;9002;5557;77.06;47.57
332;12900;2020;8567;5232;72.99;44.58
333;12900;2021;9190;5689;78.19;48.4
334;12900;2022;8410;5324;71.04;44.97
335;12900;2023;8048;5051;66.52;41.75
336;13000;1996;14205;7809;107.12;58.89
337;13000;1997;13993;8017;106.67;61.12
338;13000;1998;14578;8539;110.51;64.73
339;13000;1999;15201;9017;110.05;65.28
340;13000;2000;15064;9045;112.3;67.43
341;13000;2001;13911;8152;108.47;63.57
342;13000;2002;13004;7782;107.27;64.2
343;13000;2003;11966;7031;107.58;63.21
344;13000;2004;10975;6460;102.91;60.57
345;13000;2005;10564;6187;104.53;61.22
346;13000;2006;10460;6019;104.54;60.15
347;13000;2007;10391;5979;106.12;61.06
348;13000;2008;10824;6289;108.88;63.26
349;13000;2009;11060;6408;110.94;64.28
350;13000;2010;11240;6469;108.82;62.63
351;13000;2011;10950;6348;107.58;62.37
352;13000;2012;10837;6198;108.49;62.05
353;13000;2013;10539;5991;105.94;60.22
354;13000;2014;11076;6351;108.01;61.93
355;13000;2015;11001;6193;105.49;59.38
356;13000;2016;11194;6330;104.51;59.1
357;13000;2017;10876;6246;99.44;57.11
358;13000;2018;10624;6105;96.75;55.59
359;13000;2019;10632;6208;94.7;55.3
360;13000;2020;10822;6367;91.5;53.83
361;13000;2021;11226;6602;94.6;55.64
362;13000;2022;10183;6199;85.08;51.79
363;13000;2023;9733;5817;80.57;48.15
364;13100;1996;15966;8154;117.67;60.1
365;13100;1997;15625;8167;117.78;61.56
366;13100;1998;16217;8886;123.35;67.59
367;13100;1999;16122;8821;121.9;66.7
368;13100;2000;17119;9350;123.65;67.54
369;13100;2001;16176;8846;120.05;65.65
370;13100;2002;15616;8418;121.51;65.5
371;13100;2003;14720;7992;121.65;66.05
372;13100;2004;13316;7187;120.06;64.8
373;13100;2005;12502;6819;117.71;64.21
374;13100;2006;11990;6456;119.13;64.14
375;13100;2007;11605;6180;116.32;61.94
376;13100;2008;11879;6293;120.97;64.09
377;13100;2009;12190;6496;122.0;65.01
378;13100;2010;12362;6731;123.51;67.25
379;13100;2011;12577;6815;121.41;65.79
380;13100;2012;12317;6576;121.06;64.63
381;13100;2013;11781;6285;117.83;62.86
382;13100;2014;11895;6332;119.32;63.52
383;13100;2015;12126;6389;117.68;62.0
384;13100;2016;12215;6444;116.24;61.32
385;13100;2017;12324;6562;113.14;60.24
386;13100;2018;12466;6620;113.21;60.12
387;13100;2019;12040;6616;108.16;59.44
388;13100;2020;11997;6589;105.62;58.01
389;13100;2021;13475;7667;112.81;64.18
390;13100;2022;12340;7091;102.2;58.73
391;13100;2023;11779;6579;96.61;53.96
392;13200;1996;16828;7590;121.62;54.86
393;13200;1997;16780;8035;123.75;59.25
394;13200;1998;17135;8387;128.97;63.13
395;13200;1999;17025;8266;129.25;62.75
396;13200;2000;17428;8443;131.44;63.68
397;13200;2001;17704;8725;127.53;62.85
398;13200;2002;17457;8465;129.35;62.72
399;13200;2003;16495;8167;128.6;63.67
400;13200;2004;15138;7415;125.62;61.53
401;13200;2005;13781;6718;124.79;60.84
402;13200;2006;13511;6638;127.85;62.81
403;13200;2007;12654;6095;125.98;60.68
404;13200;2008;13075;6447;130.9;64.54
405;13200;2009;13000;6530;131.69;66.15
406;13200;2010;13264;6582;132.33;65.67
407;13200;2011;13028;6423;129.99;64.09
408;13200;2012;13239;6444;127.74;62.18
409;13200;2013;12767;6141;125.62;60.42
410;13200;2014;12738;6226;127.1;62.13
411;13200;2015;12433;6030;124.22;60.25
412;13200;2016;13021;6368;125.54;61.39
413;13200;2017;12950;6355;120.68;59.22
414;13200;2018;13255;6475;121.82;59.51
415;13200;2019;13325;6731;119.62;60.43
416;13200;2020;12960;6577;115.12;58.42
417;13200;2021;14281;7378;124.46;64.3
418;13200;2022;13490;7034;111.17;57.97
419;13200;2023;13139;6894;106.98;56.13
420;13300;1996;16143;6523;118.48;47.87
421;13300;1997;16641;7090;120.36;51.28
422;13300;1998;17094;7527;125.94;55.46
423;13300;1999;17027;7428;127.94;55.81
424;13300;2000;17430;7713;132.02;58.42
425;13300;2001;16947;7429;127.4;55.85
426;13300;2002;18074;7866;130.15;56.64
427;13300;2003;17260;7569;128.14;56.19
428;13300;2004;16261;7299;127.29;57.13
429;13300;2005;15247;6796;127.16;56.68
430;13300;2006;13928;6115;126.88;55.71
431;13300;2007;13413;6050;127.37;57.45
432;13300;2008;13374;5904;132.87;58.66
433;13300;2009;13170;5911;131.33;58.94
434;13300;2010;13118;5954;132.58;60.18
435;13300;2011;13072;5869;130.33;58.51
436;13300;2012;13085;5842;130.62;58.32
437;13300;2013;12918;5775;124.81;55.79
438;13300;2014;13215;5946;129.88;58.44
439;13300;2015;12808;5614;127.31;55.8
440;13300;2016;12814;5700;127.24;56.6
441;13300;2017;13134;5791;124.46;54.87
442;13300;2018;13295;6016;124.51;56.34
443;13300;2019;13600;6173;123.52;56.06
444;13300;2020;13719;6256;121.93;55.6
445;13300;2021;14656;6834;129.03;60.17
446;13300;2022;13481;6341;115.57;54.36
447;13300;2023;13846;6410;112.22;51.95
448;13400;1996;14886;5326;111.47;39.88
449;13400;1997;15642;6011;114.89;44.15
450;13400;1998;16371;6429;118.37;46.48
451;13400;1999;16283;6396;119.82;47.07
452;13400;2000;16805;6587;126.06;49.41
453;13400;2001;16361;6432;123.61;48.59
454;13400;2002;16764;6560;125.95;49.28
455;13400;2003;17273;6856;124.7;49.5
456;13400;2004;16275;6576;121.27;49.0
457;13400;2005;15538;6142;122.26;48.33
458;13400;2006;14586;5740;122.28;48.12
459;13400;2007;13431;5457;122.87;49.92
460;13400;2008;13479;5439;127.95;51.63
461;13400;2009;13003;5331;128.77;52.79
462;13400;2010;13041;5395;129.8;53.7
463;13400;2011;12604;5113;127.34;51.66
464;13400;2012;12591;5153;125.57;51.39
465;13400;2013;12306;5017;122.95;50.12
466;13400;2014;13181;5328;127.27;51.44
467;13400;2015;12623;5080;123.72;49.79
468;13400;2016;12521;5047;123.82;49.91
469;13400;2017;12485;5070;121.01;49.14
470;13400;2018;12788;5163;121.55;49.08
471;13400;2019;12874;5265;119.39;48.83
472;13400;2020;13333;5568;119.87;50.06
473;13400;2021;14373;5979;126.76;52.73
474;13400;2022;13345;5758;115.77;49.95
475;13400;2023;13106;5518;110.38;46.47
476;13500;1996;13475;4645;101.71;35.06
477;13500;1997;13692;4803;102.68;36.02
478;13500;1998;14689;5311;107.82;38.98
479;13500;1999;14789;5312;106.87;38.39
480;13500;2000;15547;5580;114.22;40.99
481;13500;2001;15004;5432;112.39;40.69
482;13500;2002;14957;5286;113.02;39.94
483;13500;2003;15489;5529;116.7;41.66
484;13500;2004;15817;5875;114.66;42.59
485;13500;2005;14864;5463;111.37;40.93
486;13500;2006;14279;5220;112.97;41.3
487;13500;2007;13381;4963;112.64;41.78
488;13500;2008;12810;4759;117.17;43.53
489;13500;2009;12743;4828;120.7;45.73
490;13500;2010;12151;4550;120.2;45.01
491;13500;2011;12264;4684;122.06;46.62
492;13500;2012;11648;4464;117.81;45.15
493;13500;2013;11436;4293;114.14;42.85
494;13500;2014;12034;4434;120.16;44.27
495;13500;2015;11926;4347;114.79;41.84
496;13500;2016;12063;4552;117.68;44.41
497;13500;2017;11685;4290;114.77;42.14
498;13500;2018;11732;4346;114.98;42.59
499;13500;2019;12048;4526;113.38;42.59
500;13500;2020;12321;4714;113.22;43.32
501;13500;2021;13693;5281;122.18;47.12
502;13500;2022;12647;4929;110.07;42.9
503;13500;2023;12415;4791;106.05;40.93
504;13600;1996;11305;3596;87.16;27.72
505;13600;1997;11879;3896;89.85;29.47
506;13600;1998;12415;4196;93.11;31.47
507;13600;1999;12998;4388;95.33;32.18
508;13600;2000;13706;4615;98.99;33.33
509;13600;2001;13679;4594;100.32;33.69
510;13600;2002;13393;4372;100.38;32.77
511;13600;2003;13439;4555;101.82;34.51
512;13600;2004;13527;4750;102.41;35.96
513;13600;2005;13789;4719;100.52;34.4
514;13600;2006;13474;4688;101.59;35.35
515;13600;2007;12727;4307;101.1;34.21
516;13600;2008;12588;4311;106.07;36.33
517;13600;2009;11796;4042;107.67;36.89
518;13600;2010;11804;4205;111.74;39.81
519;13600;2011;11030;3963;109.17;39.22
520;13600;2012;10612;3774;105.68;37.58
521;13600;2013;10314;3582;104.53;36.3
522;13600;2014;10748;3791;107.22;37.82
523;13600;2015;10494;3653;104.57;36.4
524;13600;2016;11376;3870;108.99;37.08
525;13600;2017;11077;3833;107.92;37.34
526;13600;2018;10623;3658;103.73;35.72
527;13600;2019;10880;3934;105.71;38.22
528;13600;2020;11127;4009;103.83;37.41
529;13600;2021;11914;4212;108.74;38.44
530;13600;2022;11368;4138;100.19;36.47
531;13600;2023;11307;4148;97.01;35.59
532;13700;1996;9374;2825;72.9;21.97
533;13700;1997;9697;2981;74.89;23.02
534;13700;1998;10441;3269;79.01;24.74
535;13700;1999;10597;3251;79.45;24.38
536;13700;2000;11398;3588;83.52;26.29
537;13700;2001;11367;3570;82.07;25.78
538;13700;2002;11708;3582;85.94;26.29
539;13700;2003;11878;3711;89.28;27.89
540;13700;2004;11518;3603;87.64;27.41
541;13700;2005;11342;3652;86.37;27.81
542;13700;2006;11925;3750;87.5;27.51
543;13700;2007;11561;3740;87.6;28.34
544;13700;2008;11369;3639;90.45;28.95
545;13700;2009;10975;3648;92.42;30.72
546;13700;2010;10328;3458;94.23;31.55
547;13700;2011;9892;3309;93.73;31.35
548;13700;2012;9202;3011;91.23;29.85
549;13700;2013;9162;3144;91.36;31.35
550;13700;2014;9220;3056;93.49;30.99
551;13700;2015;9094;2987;90.57;29.75
552;13700;2016;9370;3009;92.99;29.86
553;13700;2017;9844;3207;94.49;30.78
554;13700;2018;9384;3014;90.57;29.09
555;13700;2019;9487;3132;91.87;30.33
556;13700;2020;9499;3057;91.6;29.48
557;13700;2021;10460;3463;96.95;32.1
558;13700;2022;9639;3258;86.98;29.4
559;13700;2023;10042;3378;87.37;29.39
560;13800;1996;7360;2100;58.67;16.74
561;13800;1997;7779;2295;60.65;17.89
562;13800;1998;8245;2452;63.7;18.95
563;13800;1999;8728;2565;66.04;19.41
564;13800;2000;9071;2680;67.97;20.08
565;13800;2001;9413;2866;68.92;20.98
566;13800;2002;9640;2924;69.71;21.15
567;13800;2003;9882;2920;72.78;21.5
568;13800;2004;9573;2869;72.28;21.66
569;13800;2005;9245;2951;70.72;22.57
570;13800;2006;9533;2942;73.04;22.54
571;13800;2007;9923;3025;73.17;22.3
572;13800;2008;9921;2991;75.34;22.71
573;13800;2009;9679;3011;77.03;23.96
574;13800;2010;9242;2985;77.85;25.14
575;13800;2011;8689;2795;79.34;25.52
576;13800;2012;8218;2586;78.02;24.55
577;13800;2013;7598;2388;75.45;23.71
578;13800;2014;7973;2469;79.5;24.62
579;13800;2015;7792;2444;78.92;24.75
580;13800;2016;8043;2515;79.86;24.97
581;13800;2017;7965;2486;77.16;24.08
582;13800;2018;8231;2594;78.13;24.62
583;13800;2019;8347;2628;79.96;25.17
584;13800;2020;8226;2646;79.13;25.45
585;13800;2021;8558;2606;82.08;24.99
586;13800;2022;8285;2659;75.98;24.39
587;13800;2023;8377;2665;74.66;23.75
588;13900;1996;5788;1643;46.96;13.33
589;13900;1997;6117;1757;48.86;14.04
590;13900;1998;6672;2013;52.07;15.71
591;13900;1999;6901;2011;53.33;15.54
592;13900;2000;7412;2133;56.05;16.13
593;13900;2001;7412;2250;55.51;16.85
594;13900;2002;7763;2325;56.91;17.05
595;13900;2003;7839;2310;56.88;16.76
596;13900;2004;7765;2321;57.43;17.17
597;13900;2005;7689;2276;58.37;17.28
598;13900;2006;7608;2289;58.52;17.61
599;13900;2007;7787;2288;59.94;17.61
600;13900;2008;8315;2508;61.46;18.54
601;13900;2009;8267;2510;62.8;19.07
602;13900;2010;7979;2523;63.57;20.1
603;13900;2011;7489;2393;63.17;20.18
604;13900;2012;6863;2095;62.76;19.16
605;13900;2013;6614;2029;62.93;19.3
606;13900;2014;6610;2021;65.67;20.08
607;13900;2015;6510;2002;64.86;19.95
608;13900;2016;6518;1895;65.8;19.13
609;13900;2017;6687;2050;66.02;20.24
610;13900;2018;6705;1961;65.98;19.3
611;13900;2019;7066;2018;66.63;19.03
612;13900;2020;6826;2108;64.93;20.05
613;13900;2021;7283;2247;69.64;21.49
614;13900;2022;6693;2085;63.56;19.8
615;13900;2023;6656;2021;60.32;18.31
616;14000;1996;4523;1295;37.09;10.62
617;14000;1997;4706;1346;38.28;10.95
618;14000;1998;5017;1507;40.11;12.05
619;14000;1999;5279;1567;41.23;12.24
620;14000;2000;5601;1634;43.29;12.63
621;14000;2001;5915;1690;44.71;12.77
622;14000;2002;5881;1717;44.11;12.88
623;14000;2003;6260;1859;46.06;13.68
624;14000;2004;6458;1941;47.04;14.14
625;14000;2005;6175;1811;45.91;13.47
626;14000;2006;6191;1860;47.28;14.2
627;14000;2007;6083;1928;47.01;14.9
628;14000;2008;6481;1923;50.0;14.84
629;14000;2009;6845;2160;50.64;15.98
630;14000;2010;6701;2055;50.93;15.62
631;14000;2011;6337;2022;50.54;16.12
632;14000;2012;5998;1847;50.71;15.61
633;14000;2013;5708;1802;52.31;16.51
634;14000;2014;5567;1619;52.99;15.41
635;14000;2015;5317;1609;52.81;15.98
