ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdGewicht_1
597;Beroepsvervoer;3;1972;
598;Beroepsvervoer;3;1973;
599;Beroepsvervoer;3;1974;
600;Beroepsvervoer;3;1975;
601;Beroepsvervoer;3;1976;
602;Beroepsvervoer;3;1977;
603;Beroepsvervoer;3;1978;
604;Beroepsvervoer;3;1979;
605;Beroepsvervoer;3;1980;
606;Beroepsvervoer;3;1981;
607;Beroepsvervoer;3;1982;
608;Beroepsvervoer;3;1983;
609;Beroepsvervoer;3;1984;
610;Beroepsvervoer;3;1985;
611;Beroepsvervoer;3;1986;
612;Beroepsvervoer;3;1987;
613;Beroepsvervoer;3;1988;
614;Beroepsvervoer;3;1989;
615;Beroepsvervoer;3;1990;
616;Beroepsvervoer;3;1991;
617;Beroepsvervoer;3;1992;
618;Beroepsvervoer;3;1993;
619;Beroepsvervoer;3;1994;
620;Beroepsvervoer;3;1995;
621;Beroepsvervoer;3;1996;
622;Beroepsvervoer;3;1997;108263.0
623;Beroepsvervoer;3;1998;110707.0
624;Beroepsvervoer;3;1999;118386.0
625;Beroepsvervoer;3;2000;110969.0
626;Beroepsvervoer;3;2001;114037.0
627;Beroepsvervoer;3;2002;114823.0
628;Beroepsvervoer;3;2003;117064.0
629;Beroepsvervoer;3;2004;130300.0
630;Beroepsvervoer;3;2005;125655.0
631;Beroepsvervoer;3;2006;123958.0
632;Beroepsvervoer;3;2007;119190.0
633;Beroepsvervoer;3;2008;121701.0
634;Beroepsvervoer;3;2009;108958.0
635;Beroepsvervoer;3;2010;113746.0
636;Beroepsvervoer;3;2011;113067.0
637;Beroepsvervoer;3;2012;107109.0
638;Beroepsvervoer;4;1955;
639;Beroepsvervoer;4;1956;
640;Beroepsvervoer;4;1957;
641;Beroepsvervoer;4;1958;
642;Beroepsvervoer;4;1959;
643;Beroepsvervoer;4;1960;
644;Beroepsvervoer;4;1961;
645;Beroepsvervoer;4;1962;
646;Beroepsvervoer;4;1963;
647;Beroepsvervoer;4;1964;
648;Beroepsvervoer;4;1965;
649;Beroepsvervoer;4;1966;
650;Beroepsvervoer;4;1967;
651;Beroepsvervoer;4;1968;
652;Beroepsvervoer;4;1969;
653;Beroepsvervoer;4;1970;
654;Beroepsvervoer;4;1971;
655;Beroepsvervoer;4;1972;
656;Beroepsvervoer;4;1973;
657;Beroepsvervoer;4;1974;
658;Beroepsvervoer;4;1975;
659;Beroepsvervoer;4;1976;
660;Beroepsvervoer;4;1977;
661;Beroepsvervoer;4;1978;
662;Beroepsvervoer;4;1979;
663;Beroepsvervoer;4;1980;
664;Beroepsvervoer;4;1981;
665;Beroepsvervoer;4;1982;37479.0
666;Beroepsvervoer;4;1983;39310.0
667;Beroepsvervoer;4;1984;41360.0
668;Beroepsvervoer;4;1985;43964.0
669;Beroepsvervoer;4;1986;48443.0
670;Beroepsvervoer;4;1987;52877.0
671;Beroepsvervoer;4;1988;59202.0
672;Beroepsvervoer;4;1989;62006.0
673;Beroepsvervoer;4;1990;66365.0
674;Beroepsvervoer;4;1991;69679.0
675;Beroepsvervoer;4;1992;75403.0
676;Beroepsvervoer;4;1993;78441.0
677;Beroepsvervoer;4;1994;83821.0
678;Beroepsvervoer;4;1995;87840.0
679;Beroepsvervoer;4;1996;86415.0
680;Beroepsvervoer;4;1997;89318.0
681;Beroepsvervoer;4;1998;90287.0
682;Beroepsvervoer;4;1999;96348.0
683;Beroepsvervoer;4;2000;89483.0
684;Beroepsvervoer;4;2001;90636.0
685;Beroepsvervoer;4;2002;91998.0
686;Beroepsvervoer;4;2003;90977.0
687;Beroepsvervoer;4;2004;99259.0
688;Beroepsvervoer;4;2005;96883.0
689;Beroepsvervoer;4;2006;98009.0
690;Beroepsvervoer;4;2007;94726.0
691;Beroepsvervoer;4;2008;95095.0
692;Beroepsvervoer;4;2009;85167.0
693;Beroepsvervoer;4;2010;84821.0
694;Beroepsvervoer;4;2011;85611.0
695;Beroepsvervoer;4;2012;81751.0
696;Beroepsvervoer;5;1955;
697;Beroepsvervoer;5;1956;
698;Beroepsvervoer;5;1957;
699;Beroepsvervoer;5;1958;
700;Beroepsvervoer;5;1959;
701;Beroepsvervoer;5;1960;
702;Beroepsvervoer;5;1961;
703;Beroepsvervoer;5;1962;
704;Beroepsvervoer;5;1963;
705;Beroepsvervoer;5;1964;
706;Beroepsvervoer;5;1965;
707;Beroepsvervoer;5;1966;
708;Beroepsvervoer;5;1967;
709;Beroepsvervoer;5;1968;
710;Beroepsvervoer;5;1969;
711;Beroepsvervoer;5;1970;
712;Beroepsvervoer;5;1971;
713;Beroepsvervoer;5;1972;
714;Beroepsvervoer;5;1973;
715;Beroepsvervoer;5;1974;
716;Beroepsvervoer;5;1975;
717;Beroepsvervoer;5;1976;
718;Beroepsvervoer;5;1977;
719;Beroepsvervoer;5;1978;
720;Beroepsvervoer;5;1979;
721;Beroepsvervoer;5;1980;
722;Beroepsvervoer;5;1981;
723;Beroepsvervoer;5;1982;
724;Beroepsvervoer;5;1983;
725;Beroepsvervoer;5;1984;
726;Beroepsvervoer;5;1985;
727;Beroepsvervoer;5;1986;
728;Beroepsvervoer;5;1987;
729;Beroepsvervoer;5;1988;
730;Beroepsvervoer;5;1989;
731;Beroepsvervoer;5;1990;
732;Beroepsvervoer;5;1991;
733;Beroepsvervoer;5;1992;
734;Beroepsvervoer;5;1993;
735;Beroepsvervoer;5;1994;
736;Beroepsvervoer;5;1995;
737;Beroepsvervoer;5;1996;
738;Beroepsvervoer;5;1997;7506.0
739;Beroepsvervoer;5;1998;8197.0
740;Beroepsvervoer;5;1999;9277.0
741;Beroepsvervoer;5;2000;8920.0
742;Beroepsvervoer;5;2001;11137.0
743;Beroepsvervoer;5;2002;9473.0
744;Beroepsvervoer;5;2003;12544.0
745;Beroepsvervoer;5;2004;14111.0
746;Beroepsvervoer;5;2005;15296.0
747;Beroepsvervoer;5;2006;12559.0
748;Beroepsvervoer;5;2007;12304.0
749;Beroepsvervoer;5;2008;14598.0
750;Beroepsvervoer;5;2009;12143.0
751;Beroepsvervoer;5;2010;15117.0
752;Beroepsvervoer;5;2011;15207.0
753;Beroepsvervoer;5;2012;15043.0
754;Beroepsvervoer;6;1955;
755;Beroepsvervoer;6;1956;
756;Beroepsvervoer;6;1957;
757;Beroepsvervoer;6;1958;
758;Beroepsvervoer;6;1959;
759;Beroepsvervoer;6;1960;
760;Beroepsvervoer;6;1961;
761;Beroepsvervoer;6;1962;
762;Beroepsvervoer;6;1963;
763;Beroepsvervoer;6;1964;
764;Beroepsvervoer;6;1965;
765;Beroepsvervoer;6;1966;
766;Beroepsvervoer;6;1967;
767;Beroepsvervoer;6;1968;
768;Beroepsvervoer;6;1969;
769;Beroepsvervoer;6;1970;
770;Beroepsvervoer;6;1971;
771;Beroepsvervoer;6;1972;
772;Beroepsvervoer;6;1973;
773;Beroepsvervoer;6;1974;
774;Beroepsvervoer;6;1975;
775;Beroepsvervoer;6;1976;
776;Beroepsvervoer;6;1977;
777;Beroepsvervoer;6;1978;
778;Beroepsvervoer;6;1979;
779;Beroepsvervoer;6;1980;
780;Beroepsvervoer;6;1981;
781;Beroepsvervoer;6;1982;
782;Beroepsvervoer;6;1983;
783;Beroepsvervoer;6;1984;
784;Beroepsvervoer;6;1985;
785;Beroepsvervoer;6;1986;
786;Beroepsvervoer;6;1987;
787;Beroepsvervoer;6;1988;
788;Beroepsvervoer;6;1989;
789;Beroepsvervoer;6;1990;
790;Beroepsvervoer;6;1991;
791;Beroepsvervoer;6;1992;
792;Beroepsvervoer;6;1993;
793;Beroepsvervoer;6;1994;
794;Beroepsvervoer;6;1995;
795;Beroepsvervoer;6;1996;
796;Beroepsvervoer;6;1997;11439.0
797;Beroepsvervoer;6;1998;12223.0
798;Beroepsvervoer;6;1999;12761.0
799;Beroepsvervoer;6;2000;12566.0
800;Beroepsvervoer;6;2001;12264.0
801;Beroepsvervoer;6;2002;13352.0
802;Beroepsvervoer;6;2003;13543.0
803;Beroepsvervoer;6;2004;16930.0
804;Beroepsvervoer;6;2005;13476.0
805;Beroepsvervoer;6;2006;13390.0
806;Beroepsvervoer;6;2007;12160.0
807;Beroepsvervoer;6;2008;12008.0
808;Beroepsvervoer;6;2009;11648.0
809;Beroepsvervoer;6;2010;13808.0
810;Beroepsvervoer;6;2011;12248.0
811;Beroepsvervoer;6;2012;10316.0
812;Eigen vervoer;0;1955;
813;Eigen vervoer;0;1956;
814;Eigen vervoer;0;1957;
815;Eigen vervoer;0;1958;
816;Eigen vervoer;0;1959;
817;Eigen vervoer;0;1960;
818;Eigen vervoer;0;1961;
819;Eigen vervoer;0;1962;
820;Eigen vervoer;0;1963;
821;Eigen vervoer;0;1964;
822;Eigen vervoer;0;1965;
823;Eigen vervoer;0;1966;
824;Eigen vervoer;0;1967;
825;Eigen vervoer;0;1968;
826;Eigen vervoer;0;1969;
827;Eigen vervoer;0;1970;
828;Eigen vervoer;0;1971;
829;Eigen vervoer;0;1972;
830;Eigen vervoer;0;1973;
831;Eigen vervoer;0;1974;
832;Eigen vervoer;0;1975;
833;Eigen vervoer;0;1976;
834;Eigen vervoer;0;1977;
835;Eigen vervoer;0;1978;
836;Eigen vervoer;0;1979;
837;Eigen vervoer;0;1980;
838;Eigen vervoer;0;1981;
839;Eigen vervoer;0;1982;
840;Eigen vervoer;0;1983;
841;Eigen vervoer;0;1984;
842;Eigen vervoer;0;1985;
843;Eigen vervoer;0;1986;
844;Eigen vervoer;0;1987;
845;Eigen vervoer;0;1988;
846;Eigen vervoer;0;1989;
847;Eigen vervoer;0;1990;
848;Eigen vervoer;0;1991;
849;Eigen vervoer;0;1992;
850;Eigen vervoer;0;1993;
851;Eigen vervoer;0;1994;
852;Eigen vervoer;0;1995;
853;Eigen vervoer;0;1996;
854;Eigen vervoer;0;1997;129622.0
855;Eigen vervoer;0;1998;130313.0
856;Eigen vervoer;0;1999;152559.0
857;Eigen vervoer;0;2000;153445.0
858;Eigen vervoer;0;2001;149191.0
859;Eigen vervoer;0;2002;145200.0
860;Eigen vervoer;0;2003;193048.0
861;Eigen vervoer;0;2004;162078.0
862;Eigen vervoer;0;2005;175805.0
863;Eigen vervoer;0;2006;169623.0
864;Eigen vervoer;0;2007;161231.0
865;Eigen vervoer;0;2008;138754.0
866;Eigen vervoer;0;2009;174297.0
867;Eigen vervoer;0;2010;127929.0
868;Eigen vervoer;0;2011;132966.0
869;Eigen vervoer;0;2012;126340.0
870;Eigen vervoer;1;1955;
871;Eigen vervoer;1;1956;
872;Eigen vervoer;1;1957;
873;Eigen vervoer;1;1958;
874;Eigen vervoer;1;1959;
875;Eigen vervoer;1;1960;
876;Eigen vervoer;1;1961;
877;Eigen vervoer;1;1962;
878;Eigen vervoer;1;1963;
879;Eigen vervoer;1;1964;
880;Eigen vervoer;1;1965;
881;Eigen vervoer;1;1966;
882;Eigen vervoer;1;1967;
883;Eigen vervoer;1;1968;
884;Eigen vervoer;1;1969;
885;Eigen vervoer;1;1970;
886;Eigen vervoer;1;1971;
887;Eigen vervoer;1;1972;
888;Eigen vervoer;1;1973;
889;Eigen vervoer;1;1974;
890;Eigen vervoer;1;1975;
891;Eigen vervoer;1;1976;
892;Eigen vervoer;1;1977;
893;Eigen vervoer;1;1978;
894;Eigen vervoer;1;1979;
895;Eigen vervoer;1;1980;
896;Eigen vervoer;1;1981;
897;Eigen vervoer;1;1982;159187.0
898;Eigen vervoer;1;1983;150275.0
899;Eigen vervoer;1;1984;147757.0
900;Eigen vervoer;1;1985;139610.0
901;Eigen vervoer;1;1986;146462.0
902;Eigen vervoer;1;1987;137380.0
903;Eigen vervoer;1;1988;157506.0
904;Eigen vervoer;1;1989;154469.0
905;Eigen vervoer;1;1990;152885.0
906;Eigen vervoer;1;1991;144593.0
907;Eigen vervoer;1;1992;139322.0
908;Eigen vervoer;1;1993;125445.0
909;Eigen vervoer;1;1994;122783.0
910;Eigen vervoer;1;1995;120383.0
911;Eigen vervoer;1;1996;112024.0
912;Eigen vervoer;1;1997;129081.0
913;Eigen vervoer;1;1998;129907.0
914;Eigen vervoer;1;1999;151801.0
915;Eigen vervoer;1;2000;152646.0
916;Eigen vervoer;1;2001;148596.0
917;Eigen vervoer;1;2002;144692.0
918;Eigen vervoer;1;2003;192406.0
919;Eigen vervoer;1;2004;160834.0
920;Eigen vervoer;1;2005;173672.0
921;Eigen vervoer;1;2006;167417.0
922;Eigen vervoer;1;2007;158804.0
923;Eigen vervoer;1;2008;136079.0
924;Eigen vervoer;1;2009;173037.0
925;Eigen vervoer;1;2010;127058.0
926;Eigen vervoer;1;2011;131777.0
927;Eigen vervoer;1;2012;124694.0
928;Eigen vervoer;2;1955;
929;Eigen vervoer;2;1956;
930;Eigen vervoer;2;1957;
931;Eigen vervoer;2;1958;
932;Eigen vervoer;2;1959;
933;Eigen vervoer;2;1960;
934;Eigen vervoer;2;1961;
935;Eigen vervoer;2;1962;
936;Eigen vervoer;2;1963;109088.0
937;Eigen vervoer;2;1964;101265.0
938;Eigen vervoer;2;1965;115277.0
939;Eigen vervoer;2;1966;106813.0
940;Eigen vervoer;2;1967;114279.0
941;Eigen vervoer;2;1968;113081.0
942;Eigen vervoer;2;1969;123552.0
943;Eigen vervoer;2;1970;122995.0
944;Eigen vervoer;2;1971;119427.0
945;Eigen vervoer;2;1972;122360.0
946;Eigen vervoer;2;1973;125179.0
947;Eigen vervoer;2;1974;128479.0
948;Eigen vervoer;2;1975;125987.0
949;Eigen vervoer;2;1976;127414.0
950;Eigen vervoer;2;1977;128094.0
951;Eigen vervoer;2;1978;122207.0
952;Eigen vervoer;2;1979;122944.0
953;Eigen vervoer;2;1980;145982.0
954;Eigen vervoer;2;1981;144922.0
955;Eigen vervoer;2;1982;151929.0
956;Eigen vervoer;2;1983;143496.0
957;Eigen vervoer;2;1984;140419.0
958;Eigen vervoer;2;1985;132777.0
959;Eigen vervoer;2;1986;139246.0
960;Eigen vervoer;2;1987;130408.0
961;Eigen vervoer;2;1988;149430.0
962;Eigen vervoer;2;1989;145640.0
963;Eigen vervoer;2;1990;144591.0
964;Eigen vervoer;2;1991;135631.0
965;Eigen vervoer;2;1992;130713.0
966;Eigen vervoer;2;1993;117559.0
967;Eigen vervoer;2;1994;115700.0
968;Eigen vervoer;2;1995;113243.0
969;Eigen vervoer;2;1996;104747.0
970;Eigen vervoer;2;1997;122491.0
971;Eigen vervoer;2;1998;123346.0
972;Eigen vervoer;2;1999;143829.0
973;Eigen vervoer;2;2000;144565.0
974;Eigen vervoer;2;2001;140292.0
975;Eigen vervoer;2;2002;137643.0
976;Eigen vervoer;2;2003;181462.0
977;Eigen vervoer;2;2004;146874.0
978;Eigen vervoer;2;2005;160145.0
979;Eigen vervoer;2;2006;153529.0
980;Eigen vervoer;2;2007;142891.0
981;Eigen vervoer;2;2008;123734.0
982;Eigen vervoer;2;2009;160633.0
983;Eigen vervoer;2;2010;118161.0
984;Eigen vervoer;2;2011;122015.0
985;Eigen vervoer;2;2012;115692.0
986;Eigen vervoer;3;1955;
987;Eigen vervoer;3;1956;
988;Eigen vervoer;3;1957;
989;Eigen vervoer;3;1958;
990;Eigen vervoer;3;1959;
991;Eigen vervoer;3;1960;
992;Eigen vervoer;3;1961;
993;Eigen vervoer;3;1962;
994;Eigen vervoer;3;1963;
995;Eigen vervoer;3;1964;
996;Eigen vervoer;3;1965;
997;Eigen vervoer;3;1966;
998;Eigen vervoer;3;1967;
999;Eigen vervoer;3;1968;
1000;Eigen vervoer;3;1969;
1001;Eigen vervoer;3;1970;
1002;Eigen vervoer;3;1971;
1003;Eigen vervoer;3;1972;
1004;Eigen vervoer;3;1973;
1005;Eigen vervoer;3;1974;
1006;Eigen vervoer;3;1975;
1007;Eigen vervoer;3;1976;
1008;Eigen vervoer;3;1977;
1009;Eigen vervoer;3;1978;
1010;Eigen vervoer;3;1979;
1011;Eigen vervoer;3;1980;
1012;Eigen vervoer;3;1981;
1013;Eigen vervoer;3;1982;
1014;Eigen vervoer;3;1983;
1015;Eigen vervoer;3;1984;
1016;Eigen vervoer;3;1985;
1017;Eigen vervoer;3;1986;
1018;Eigen vervoer;3;1987;
1019;Eigen vervoer;3;1988;
1020;Eigen vervoer;3;1989;
1021;Eigen vervoer;3;1990;
1022;Eigen vervoer;3;1991;
1023;Eigen vervoer;3;1992;
1024;Eigen vervoer;3;1993;
1025;Eigen vervoer;3;1994;
1026;Eigen vervoer;3;1995;
1027;Eigen vervoer;3;1996;
1028;Eigen vervoer;3;1997;7131.0
1029;Eigen vervoer;3;1998;6967.0
1030;Eigen vervoer;3;1999;8730.0
1031;Eigen vervoer;3;2000;8880.0
1032;Eigen vervoer;3;2001;8899.0
1033;Eigen vervoer;3;2002;7557.0
1034;Eigen vervoer;3;2003;11586.0
1035;Eigen vervoer;3;2004;15204.0
1036;Eigen vervoer;3;2005;15660.0
1037;Eigen vervoer;3;2006;16094.0
1038;Eigen vervoer;3;2007;18340.0
1039;Eigen vervoer;3;2008;15020.0
1040;Eigen vervoer;3;2009;13664.0
1041;Eigen vervoer;3;2010;9768.0
1042;Eigen vervoer;3;2011;10951.0
1043;Eigen vervoer;3;2012;10648.0
1044;Eigen vervoer;4;1955;
1045;Eigen vervoer;4;1956;
1046;Eigen vervoer;4;1957;
1047;Eigen vervoer;4;1958;
1048;Eigen vervoer;4;1959;
1049;Eigen vervoer;4;1960;
1050;Eigen vervoer;4;1961;
1051;Eigen vervoer;4;1962;
1052;Eigen vervoer;4;1963;
1053;Eigen vervoer;4;1964;
1054;Eigen vervoer;4;1965;
1055;Eigen vervoer;4;1966;
1056;Eigen vervoer;4;1967;
1057;Eigen vervoer;4;1968;
1058;Eigen vervoer;4;1969;
1059;Eigen vervoer;4;1970;
1060;Eigen vervoer;4;1971;
1061;Eigen vervoer;4;1972;
1062;Eigen vervoer;4;1973;
1063;Eigen vervoer;4;1974;
1064;Eigen vervoer;4;1975;
1065;Eigen vervoer;4;1976;
1066;Eigen vervoer;4;1977;
1067;Eigen vervoer;4;1978;
1068;Eigen vervoer;4;1979;
1069;Eigen vervoer;4;1980;
1070;Eigen vervoer;4;1981;
1071;Eigen vervoer;4;1982;7258.0
1072;Eigen vervoer;4;1983;6779.0
1073;Eigen vervoer;4;1984;7338.0
1074;Eigen vervoer;4;1985;6833.0
1075;Eigen vervoer;4;1986;7216.0
1076;Eigen vervoer;4;1987;6972.0
1077;Eigen vervoer;4;1988;8076.0
1078;Eigen vervoer;4;1989;8829.0
1079;Eigen vervoer;4;1990;8294.0
1080;Eigen vervoer;4;1991;8962.0
1081;Eigen vervoer;4;1992;8609.0
1082;Eigen vervoer;4;1993;7886.0
1083;Eigen vervoer;4;1994;7083.0
1084;Eigen vervoer;4;1995;7140.0
1085;Eigen vervoer;4;1996;7277.0
1086;Eigen vervoer;4;1997;6590.0
1087;Eigen vervoer;4;1998;6561.0
1088;Eigen vervoer;4;1999;7972.0
1089;Eigen vervoer;4;2000;8081.0
1090;Eigen vervoer;4;2001;8304.0
1091;Eigen vervoer;4;2002;7049.0
1092;Eigen vervoer;4;2003;10944.0
1093;Eigen vervoer;4;2004;13960.0
1094;Eigen vervoer;4;2005;13527.0
1095;Eigen vervoer;4;2006;13888.0
1096;Eigen vervoer;4;2007;15913.0
1097;Eigen vervoer;4;2008;12345.0
1098;Eigen vervoer;4;2009;12404.0
1099;Eigen vervoer;4;2010;8897.0
1100;Eigen vervoer;4;2011;9762.0
1101;Eigen vervoer;4;2012;9001.0
1102;Eigen vervoer;5;1955;
1103;Eigen vervoer;5;1956;
1104;Eigen vervoer;5;1957;
1105;Eigen vervoer;5;1958;
1106;Eigen vervoer;5;1959;
1107;Eigen vervoer;5;1960;
1108;Eigen vervoer;5;1961;
1109;Eigen vervoer;5;1962;
1110;Eigen vervoer;5;1963;
1111;Eigen vervoer;5;1964;
1112;Eigen vervoer;5;1965;
1113;Eigen vervoer;5;1966;
1114;Eigen vervoer;5;1967;
1115;Eigen vervoer;5;1968;
1116;Eigen vervoer;5;1969;
1117;Eigen vervoer;5;1970;
1118;Eigen vervoer;5;1971;
1119;Eigen vervoer;5;1972;
1120;Eigen vervoer;5;1973;
1121;Eigen vervoer;5;1974;
1122;Eigen vervoer;5;1975;
1123;Eigen vervoer;5;1976;
1124;Eigen vervoer;5;1977;
1125;Eigen vervoer;5;1978;
1126;Eigen vervoer;5;1979;
1127;Eigen vervoer;5;1980;
1128;Eigen vervoer;5;1981;
1129;Eigen vervoer;5;1982;
1130;Eigen vervoer;5;1983;
1131;Eigen vervoer;5;1984;
1132;Eigen vervoer;5;1985;
1133;Eigen vervoer;5;1986;
1134;Eigen vervoer;5;1987;
1135;Eigen vervoer;5;1988;
1136;Eigen vervoer;5;1989;
1137;Eigen vervoer;5;1990;
1138;Eigen vervoer;5;1991;
1139;Eigen vervoer;5;1992;
1140;Eigen vervoer;5;1993;
1141;Eigen vervoer;5;1994;
1142;Eigen vervoer;5;1995;
1143;Eigen vervoer;5;1996;
1144;Eigen vervoer;5;1997;461.0
1145;Eigen vervoer;5;1998;346.0
1146;Eigen vervoer;5;1999;608.0
1147;Eigen vervoer;5;2000;646.0
1148;Eigen vervoer;5;2001;466.0
1149;Eigen vervoer;5;2002;437.0
1150;Eigen vervoer;5;2003;503.0
1151;Eigen vervoer;5;2004;827.0
1152;Eigen vervoer;5;2005;1609.0
1153;Eigen vervoer;5;2006;1583.0
1154;Eigen vervoer;5;2007;1385.0
1155;Eigen vervoer;5;2008;1693.0
1156;Eigen vervoer;5;2009;804.0
1157;Eigen vervoer;5;2010;744.0
1158;Eigen vervoer;5;2011;830.0
1159;Eigen vervoer;5;2012;1213.0
1160;Eigen vervoer;6;1955;
1161;Eigen vervoer;6;1956;
1162;Eigen vervoer;6;1957;
1163;Eigen vervoer;6;1958;
1164;Eigen vervoer;6;1959;
1165;Eigen vervoer;6;1960;
1166;Eigen vervoer;6;1961;
1167;Eigen vervoer;6;1962;
1168;Eigen vervoer;6;1963;
1169;Eigen vervoer;6;1964;
1170;Eigen vervoer;6;1965;
1171;Eigen vervoer;6;1966;
1172;Eigen vervoer;6;1967;
1173;Eigen vervoer;6;1968;
1174;Eigen vervoer;6;1969;
1175;Eigen vervoer;6;1970;
1176;Eigen vervoer;6;1971;
1177;Eigen vervoer;6;1972;
1178;Eigen vervoer;6;1973;
1179;Eigen vervoer;6;1974;
1180;Eigen vervoer;6;1975;
1181;Eigen vervoer;6;1976;
1182;Eigen vervoer;6;1977;
1183;Eigen vervoer;6;1978;
1184;Eigen vervoer;6;1979;
1185;Eigen vervoer;6;1980;
1186;Eigen vervoer;6;1981;
1187;Eigen vervoer;6;1982;
1188;Eigen vervoer;6;1983;
1189;Eigen vervoer;6;1984;
1190;Eigen vervoer;6;1985;
1191;Eigen vervoer;6;1986;
1192;Eigen vervoer;6;1987;
1193;Eigen vervoer;6;1988;
1194;Eigen vervoer;6;1989;
1195;Eigen vervoer;6;1990;
1196;Eigen vervoer;6;1991;
1197;Eigen vervoer;6;1992;
1198;Eigen vervoer;6;1993;
1199;Eigen vervoer;6;1994;
1200;Eigen vervoer;6;1995;
1201;Eigen vervoer;6;1996;
1202;Eigen vervoer;6;1997;80.0
1203;Eigen vervoer;6;1998;60.0
1204;Eigen vervoer;6;1999;150.0
1205;Eigen vervoer;6;2000;153.0
1206;Eigen vervoer;6;2001;129.0
1207;Eigen vervoer;6;2002;71.0
1208;Eigen vervoer;6;2003;139.0
1209;Eigen vervoer;6;2004;417.0
1210;Eigen vervoer;6;2005;524.0
1211;Eigen vervoer;6;2006;623.0
1212;Eigen vervoer;6;2007;1042.0
1213;Eigen vervoer;6;2008;982.0
1214;Eigen vervoer;6;2009;456.0
1215;Eigen vervoer;6;2010;127.0
1216;Eigen vervoer;6;2011;359.0
1217;Eigen vervoer;6;2012;434.0
