ID;KenmerkenVanHuishoudens;RegioS;Perioden;ParticuliereHuishoudens_1;TotaalVermogen_2;GemiddeldVermogen_3;MediaanVermogen_4
1633;Particuliere huishoudens;Loppersum;2012;4.3;0.7;159.4;59.4
1634;Particuliere huishoudens;Loppersum;2013;4.4;0.6;148.1;45.6
1635;Particuliere huishoudens;Loppersum;2014;4.4;0.7;151.6;39.9
1636;Particuliere huishoudens;Loppersum;2015;4.4;0.7;154.1;40.3
1637;Particuliere huishoudens;Loppersum;2016;4.4;0.7;159.5;44.6
1638;Particuliere huishoudens;Losser;2011;9.0;1.7;189.3;89.2
1639;Particuliere huishoudens;Losser;2012;9.1;1.6;178.8;71.9
1640;Particuliere huishoudens;Losser;2013;9.2;1.6;169.5;54.1
1641;Particuliere huishoudens;Losser;2014;9.1;1.5;168.6;55.1
1642;Particuliere huishoudens;Losser;2015;9.1;1.6;176.8;63.1
1643;Particuliere huishoudens;Losser;2016;9.2;1.7;186.1;65.8
1644;Particuliere huishoudens;Maasdonk;2011;4.2;1.5;349.4;243.8
1645;Particuliere huishoudens;Maasdonk;2012;4.2;1.4;332.8;219.0
1646;Particuliere huishoudens;Maasdonk;2013;4.3;1.3;308.4;187.5
1647;Particuliere huishoudens;Maasdonk;2014;4.3;1.3;301.2;182.0
1648;Particuliere huishoudens;Maasdonk;2015;;;;
1649;Particuliere huishoudens;Maasdonk;2016;;;;
1650;Particuliere huishoudens;Maasdriel;2011;9.4;2.5;260.0;145.5
1651;Particuliere huishoudens;Maasdriel;2012;9.5;2.3;242.5;122.7
1652;Particuliere huishoudens;Maasdriel;2013;9.6;2.1;220.3;93.3
1653;Particuliere huishoudens;Maasdriel;2014;9.7;2.1;215.6;92.2
1654;Particuliere huishoudens;Maasdriel;2015;9.8;2.2;224.9;93.1
1655;Particuliere huishoudens;Maasdriel;2016;9.8;2.3;233.2;99.5
1656;Particuliere huishoudens;Maasgouw;2011;10.2;1.9;188.4;130.2
1657;Particuliere huishoudens;Maasgouw;2012;10.1;1.8;174.9;116.3
1658;Particuliere huishoudens;Maasgouw;2013;10.4;1.6;158.4;94.3
1659;Particuliere huishoudens;Maasgouw;2014;10.3;1.6;160.7;96.5
1660;Particuliere huishoudens;Maasgouw;2015;10.3;1.7;165.3;97.3
1661;Particuliere huishoudens;Maasgouw;2016;10.3;1.8;176.1;101.2
1662;Particuliere huishoudens;Maassluis;2011;14.1;1.5;105.1;22.2
1663;Particuliere huishoudens;Maassluis;2012;14.1;1.3;92.1;16.0
1664;Particuliere huishoudens;Maassluis;2013;14.2;1.1;80.3;9.3
1665;Particuliere huishoudens;Maassluis;2014;14.3;1.2;81.8;8.8
1666;Particuliere huishoudens;Maassluis;2015;14.4;1.3;87.7;12.6
1667;Particuliere huishoudens;Maassluis;2016;14.5;1.3;92.1;14.5
1668;Particuliere huishoudens;Maastricht;2011;59.8;6.0;99.5;8.4
1669;Particuliere huishoudens;Maastricht;2012;60.4;5.5;91.7;6.6
1670;Particuliere huishoudens;Maastricht;2013;60.6;5.1;84.9;4.4
1671;Particuliere huishoudens;Maastricht;2014;60.4;5.2;85.6;4.3
1672;Particuliere huishoudens;Maastricht;2015;60.7;5.5;90.2;5.8
1673;Particuliere huishoudens;Maastricht;2016;60.6;6.0;99.0;6.9
1674;Particuliere huishoudens;De Marne;2011;4.6;0.8;165.6;58.2
1675;Particuliere huishoudens;De Marne;2012;4.6;0.8;164.4;47.9
1676;Particuliere huishoudens;De Marne;2013;4.7;0.7;159.4;39.5
1677;Particuliere huishoudens;De Marne;2014;4.7;0.8;163.8;36.4
1678;Particuliere huishoudens;De Marne;2015;4.7;0.8;173.4;40.3
1679;Particuliere huishoudens;De Marne;2016;4.6;0.8;181.8;43.2
1680;Particuliere huishoudens;Marum;2011;4.1;0.8;200.3;120.8
1681;Particuliere huishoudens;Marum;2012;4.1;0.8;189.8;104.3
1682;Particuliere huishoudens;Marum;2013;4.1;0.7;171.4;80.4
1683;Particuliere huishoudens;Marum;2014;4.1;0.7;174.6;82.4
1684;Particuliere huishoudens;Marum;2015;4.1;0.7;180.5;86.8
1685;Particuliere huishoudens;Marum;2016;4.2;0.8;190.2;91.6
1686;Particuliere huishoudens;Medemblik;2011;17.3;3.5;204.5;100.3
1687;Particuliere huishoudens;Medemblik;2012;17.5;3.3;189.4;84.6
1688;Particuliere huishoudens;Medemblik;2013;17.7;3.1;173.4;65.0
1689;Particuliere huishoudens;Medemblik;2014;17.8;3.1;175.5;64.5
1690;Particuliere huishoudens;Medemblik;2015;18.0;3.3;180.9;68.1
1691;Particuliere huishoudens;Medemblik;2016;18.1;3.4;185.6;69.7
1692;Particuliere huishoudens;Meerssen;2011;8.2;1.7;205.9;140.6
1693;Particuliere huishoudens;Meerssen;2012;8.3;1.6;192.6;119.6
1694;Particuliere huishoudens;Meerssen;2013;8.3;1.5;177.1;95.9
1695;Particuliere huishoudens;Meerssen;2014;8.4;1.4;173.0;88.9
1696;Particuliere huishoudens;Meerssen;2015;8.4;1.4;171.5;82.7
1697;Particuliere huishoudens;Meerssen;2016;8.4;1.5;182.5;89.0
1698;Particuliere huishoudens;Menameradiel;2011;5.7;0.9;165.8;88.0
1699;Particuliere huishoudens;Menameradiel;2012;5.7;0.9;159.8;77.7
1700;Particuliere huishoudens;Menameradiel;2013;5.7;0.8;147.9;63.9
1701;Particuliere huishoudens;Menameradiel;2014;5.7;0.9;150.7;61.1
1702;Particuliere huishoudens;Menameradiel;2015;5.7;0.9;153.3;63.2
1703;Particuliere huishoudens;Menameradiel;2016;5.7;0.9;159.5;67.1
1704;Particuliere huishoudens;Menterwolde;2011;5.2;0.7;126.4;42.1
1705;Particuliere huishoudens;Menterwolde;2012;5.3;0.6;120.2;32.6
1706;Particuliere huishoudens;Menterwolde;2013;5.3;0.6;106.1;19.5
1707;Particuliere huishoudens;Menterwolde;2014;5.3;0.6;109.4;18.9
1708;Particuliere huishoudens;Menterwolde;2015;5.4;0.6;109.1;17.3
1709;Particuliere huishoudens;Menterwolde;2016;5.3;0.6;113.9;18.7
1710;Particuliere huishoudens;Meppel;2011;14.2;1.8;128.9;30.7
1711;Particuliere huishoudens;Meppel;2012;14.2;1.7;119.9;24.2
1712;Particuliere huishoudens;Meppel;2013;14.4;1.5;100.7;15.5
1713;Particuliere huishoudens;Meppel;2014;14.3;1.5;104.7;16.4
1714;Particuliere huishoudens;Meppel;2015;14.4;1.6;108.5;19.3
1715;Particuliere huishoudens;Meppel;2016;14.5;1.7;116.1;21.4
1716;Particuliere huishoudens;Middelburg (Z.);2011;21.7;3.2;145.5;38.7
1717;Particuliere huishoudens;Middelburg (Z.);2012;21.8;3.0;139.1;31.5
1718;Particuliere huishoudens;Middelburg (Z.);2013;21.9;2.8;127.5;23.1
1719;Particuliere huishoudens;Middelburg (Z.);2014;22.1;2.8;128.4;22.1
1720;Particuliere huishoudens;Middelburg (Z.);2015;22.1;2.8;129.1;25.2
1721;Particuliere huishoudens;Middelburg (Z.);2016;22.2;3.0;137.4;28.3
1722;Particuliere huishoudens;Middelharnis;2011;7.4;1.3;170.7;59.4
1723;Particuliere huishoudens;Middelharnis;2012;7.6;1.2;158.7;49.3
1724;Particuliere huishoudens;Middelharnis;2013;;;;
1725;Particuliere huishoudens;Middelharnis;2014;;;;
1726;Particuliere huishoudens;Middelharnis;2015;;;;
1727;Particuliere huishoudens;Middelharnis;2016;;;;
1728;Particuliere huishoudens;Midden-Delfland;2011;7.1;2.4;333.6;157.6
1729;Particuliere huishoudens;Midden-Delfland;2012;7.1;2.3;317.2;136.0
1730;Particuliere huishoudens;Midden-Delfland;2013;7.2;2.1;296.0;110.5
1731;Particuliere huishoudens;Midden-Delfland;2014;7.3;2.1;291.2;106.1
1732;Particuliere huishoudens;Midden-Delfland;2015;7.4;2.3;305.7;113.5
1733;Particuliere huishoudens;Midden-Delfland;2016;7.5;2.4;323.2;124.8
1734;Particuliere huishoudens;Midden-Drenthe;2011;13.9;2.5;183.0;93.7
1735;Particuliere huishoudens;Midden-Drenthe;2012;14.0;2.4;172.1;79.3
1736;Particuliere huishoudens;Midden-Drenthe;2013;14.0;2.2;156.8;61.1
1737;Particuliere huishoudens;Midden-Drenthe;2014;14.0;2.2;157.2;58.1
1738;Particuliere huishoudens;Midden-Drenthe;2015;14.1;2.3;160.8;60.5
1739;Particuliere huishoudens;Midden-Drenthe;2016;14.1;2.4;169.3;61.6
1740;Particuliere huishoudens;Mill en Sint Hubert;2011;4.3;1.2;278.7;201.8
1741;Particuliere huishoudens;Mill en Sint Hubert;2012;4.3;1.1;256.3;181.0
1742;Particuliere huishoudens;Mill en Sint Hubert;2013;4.4;1.0;231.7;150.2
1743;Particuliere huishoudens;Mill en Sint Hubert;2014;4.4;1.0;234.5;148.8
1744;Particuliere huishoudens;Mill en Sint Hubert;2015;4.4;1.1;238.8;151.8
1745;Particuliere huishoudens;Mill en Sint Hubert;2016;4.4;1.1;250.5;151.0
1746;Particuliere huishoudens;Millingen aan de Rijn;2011;2.5;0.3;117.8;52.2
1747;Particuliere huishoudens;Millingen aan de Rijn;2012;2.5;0.3;105.6;40.7
1748;Particuliere huishoudens;Millingen aan de Rijn;2013;2.5;0.2;88.1;24.5
1749;Particuliere huishoudens;Millingen aan de Rijn;2014;2.5;0.2;85.4;20.8
1750;Particuliere huishoudens;Millingen aan de Rijn;2015;;;;
1751;Particuliere huishoudens;Millingen aan de Rijn;2016;;;;
1752;Particuliere huishoudens;Moerdijk;2011;15.2;2.9;193.8;78.4
1753;Particuliere huishoudens;Moerdijk;2012;15.3;2.8;184.9;63.1
1754;Particuliere huishoudens;Moerdijk;2013;15.5;2.6;169.0;48.7
1755;Particuliere huishoudens;Moerdijk;2014;15.5;2.7;172.8;48.5
1756;Particuliere huishoudens;Moerdijk;2015;15.7;3.3;207.5;50.0
1757;Particuliere huishoudens;Moerdijk;2016;15.7;2.8;176.7;54.8
1758;Particuliere huishoudens;Molenwaard;2011;;;;
1759;Particuliere huishoudens;Molenwaard;2012;;;;
1760;Particuliere huishoudens;Molenwaard;2013;10.5;2.8;265.5;83.3
1761;Particuliere huishoudens;Molenwaard;2014;10.6;2.7;258.6;78.4
1762;Particuliere huishoudens;Molenwaard;2015;10.5;2.8;267.7;83.9
1763;Particuliere huishoudens;Molenwaard;2016;10.6;2.9;275.9;87.2
1764;Particuliere huishoudens;Montferland;2011;14.3;3.2;220.5;130.4
1765;Particuliere huishoudens;Montferland;2012;14.5;2.9;198.8;101.2
1766;Particuliere huishoudens;Montferland;2013;14.6;2.6;177.7;75.3
1767;Particuliere huishoudens;Montferland;2014;14.7;2.4;166.7;69.1
1768;Particuliere huishoudens;Montferland;2015;14.8;2.5;171.2;67.5
1769;Particuliere huishoudens;Montferland;2016;15.0;2.6;171.0;59.0
1770;Particuliere huishoudens;Montfoort;2011;5.2;1.6;301.3;148.4
1771;Particuliere huishoudens;Montfoort;2012;5.3;1.5;289.9;133.3
1772;Particuliere huishoudens;Montfoort;2013;5.3;1.5;272.0;105.4
1773;Particuliere huishoudens;Montfoort;2014;5.4;1.4;270.5;100.0
1774;Particuliere huishoudens;Montfoort;2015;5.4;1.5;277.8;103.5
1775;Particuliere huishoudens;Montfoort;2016;5.5;1.5;281.9;111.4
1776;Particuliere huishoudens;Mook en Middelaar;2011;3.4;1.0;295.7;171.1
1777;Particuliere huishoudens;Mook en Middelaar;2012;3.4;1.2;348.3;151.4
1778;Particuliere huishoudens;Mook en Middelaar;2013;3.4;1.1;325.0;123.8
1779;Particuliere huishoudens;Mook en Middelaar;2014;3.4;1.1;320.5;123.3
1780;Particuliere huishoudens;Mook en Middelaar;2015;3.4;1.1;321.9;118.1
1781;Particuliere huishoudens;Mook en Middelaar;2016;3.4;1.1;332.5;120.7
1782;Particuliere huishoudens;Muiden;2011;2.8;0.8;306.2;129.6
1783;Particuliere huishoudens;Muiden;2012;2.7;0.8;286.9;113.1
1784;Particuliere huishoudens;Muiden;2013;2.8;0.7;256.3;81.0
1785;Particuliere huishoudens;Muiden;2014;2.7;0.7;258.1;82.2
1786;Particuliere huishoudens;Muiden;2015;2.7;0.7;266.1;90.7
1787;Particuliere huishoudens;Muiden;2016;;;;
1788;Particuliere huishoudens;Naarden;2011;7.2;3.8;533.2;205.3
1789;Particuliere huishoudens;Naarden;2012;7.2;3.0;416.1;173.2
1790;Particuliere huishoudens;Naarden;2013;7.2;2.7;372.1;128.7
1791;Particuliere huishoudens;Naarden;2014;7.3;3.3;460.6;123.9
1792;Particuliere huishoudens;Naarden;2015;7.3;3.5;484.9;140.2
1793;Particuliere huishoudens;Naarden;2016;;;;
1794;Particuliere huishoudens;Neder-Betuwe;2011;7.9;1.7;211.5;89.5
1795;Particuliere huishoudens;Neder-Betuwe;2012;8.0;1.6;198.8;74.1
1796;Particuliere huishoudens;Neder-Betuwe;2013;8.0;1.5;182.8;56.4
1797;Particuliere huishoudens;Neder-Betuwe;2014;8.1;1.4;179.1;50.1
1798;Particuliere huishoudens;Neder-Betuwe;2015;8.2;1.5;186.6;55.1
1799;Particuliere huishoudens;Neder-Betuwe;2016;8.4;1.7;197.3;59.1
1800;Particuliere huishoudens;Nederlek;2011;5.9;1.3;217.5;80.7
1801;Particuliere huishoudens;Nederlek;2012;5.9;1.2;207.5;72.1
1802;Particuliere huishoudens;Nederlek;2013;6.0;1.1;189.6;52.6
1803;Particuliere huishoudens;Nederlek;2014;6.1;1.1;186.7;50.3
1804;Particuliere huishoudens;Nederlek;2015;;;;
1805;Particuliere huishoudens;Nederlek;2016;;;;
1806;Particuliere huishoudens;Nederweert;2011;6.8;1.7;247.0;160.9
1807;Particuliere huishoudens;Nederweert;2012;6.8;1.5;225.3;136.8
1808;Particuliere huishoudens;Nederweert;2013;6.9;1.5;213.6;113.1
1809;Particuliere huishoudens;Nederweert;2014;6.9;1.6;223.9;117.2
1810;Particuliere huishoudens;Nederweert;2015;7.0;1.6;231.8;122.6
1811;Particuliere huishoudens;Nederweert;2016;7.0;1.7;243.5;128.5
1812;Particuliere huishoudens;Neerijnen;2011;4.5;1.2;267.8;149.6
1813;Particuliere huishoudens;Neerijnen;2012;4.5;1.1;253.1;128.3
1814;Particuliere huishoudens;Neerijnen;2013;4.6;1.1;230.6;95.9
1815;Particuliere huishoudens;Neerijnen;2014;4.6;1.1;232.8;92.3
1816;Particuliere huishoudens;Neerijnen;2015;4.6;1.1;234.3;96.3
1817;Particuliere huishoudens;Neerijnen;2016;4.6;1.2;250.8;107.5
1818;Particuliere huishoudens;Niedorp;2011;4.8;1.1;235.0;143.1
1819;Particuliere huishoudens;Niedorp;2012;;;;
1820;Particuliere huishoudens;Niedorp;2013;;;;
1821;Particuliere huishoudens;Niedorp;2014;;;;
1822;Particuliere huishoudens;Niedorp;2015;;;;
1823;Particuliere huishoudens;Niedorp;2016;;;;
1824;Particuliere huishoudens;Nieuwegein;2011;26.9;3.0;112.8;27.4
1825;Particuliere huishoudens;Nieuwegein;2012;26.9;2.8;103.3;22.2
1826;Particuliere huishoudens;Nieuwegein;2013;27.2;2.4;89.1;13.2
1827;Particuliere huishoudens;Nieuwegein;2014;27.4;2.5;89.5;13.2
1828;Particuliere huishoudens;Nieuwegein;2015;27.6;2.6;94.8;17.1
1829;Particuliere huishoudens;Nieuwegein;2016;27.9;2.8;99.4;18.5
1830;Particuliere huishoudens;Nieuwkoop;2011;10.4;3.2;312.1;152.5
1831;Particuliere huishoudens;Nieuwkoop;2012;10.9;3.1;286.0;125.2
1832;Particuliere huishoudens;Nieuwkoop;2013;11.1;2.9;261.4;96.4
1833;Particuliere huishoudens;Nieuwkoop;2014;10.7;2.9;274.6;104.5
1834;Particuliere huishoudens;Nieuwkoop;2015;10.8;3.2;291.8;106.6
1835;Particuliere huishoudens;Nieuwkoop;2016;11.0;3.1;280.2;112.4
1836;Particuliere huishoudens;Nieuw-Lekkerland;2011;3.4;0.6;165.0;64.0
1837;Particuliere huishoudens;Nieuw-Lekkerland;2012;3.4;0.5;158.5;53.7
1838;Particuliere huishoudens;Nieuw-Lekkerland;2013;;;;
1839;Particuliere huishoudens;Nieuw-Lekkerland;2014;;;;
1840;Particuliere huishoudens;Nieuw-Lekkerland;2015;;;;
1841;Particuliere huishoudens;Nieuw-Lekkerland;2016;;;;
1842;Particuliere huishoudens;Nijkerk;2011;15.6;4.3;273.9;110.4
1843;Particuliere huishoudens;Nijkerk;2012;15.8;4.1;258.0;90.3
1844;Particuliere huishoudens;Nijkerk;2013;15.9;3.8;238.4;72.0
1845;Particuliere huishoudens;Nijkerk;2014;16.2;3.9;237.1;67.8
1846;Particuliere huishoudens;Nijkerk;2015;16.4;3.6;220.5;74.1
1847;Particuliere huishoudens;Nijkerk;2016;16.5;3.8;232.0;79.9
1848;Particuliere huishoudens;Nijmegen;2011;85.6;7.9;92.4;6.7
1849;Particuliere huishoudens;Nijmegen;2012;86.3;7.3;84.2;5.3
1850;Particuliere huishoudens;Nijmegen;2013;87.6;6.5;73.6;3.2
1851;Particuliere huishoudens;Nijmegen;2014;88.8;6.5;73.2;3.3
1852;Particuliere huishoudens;Nijmegen;2015;90.4;6.8;75.2;4.6
1853;Particuliere huishoudens;Nijmegen;2016;91.3;7.4;81.1;5.2
1854;Particuliere huishoudens;Nissewaard;2011;;;;
1855;Particuliere huishoudens;Nissewaard;2012;;;;
1856;Particuliere huishoudens;Nissewaard;2013;;;;
1857;Particuliere huishoudens;Nissewaard;2014;;;;
1858;Particuliere huishoudens;Nissewaard;2015;38.3;2.7;69.5;8.9
1859;Particuliere huishoudens;Nissewaard;2016;38.4;2.9;74.4;10.7
1860;Particuliere huishoudens;Noord-Beveland;2011;3.5;0.8;224.2;99.7
1861;Particuliere huishoudens;Noord-Beveland;2012;3.5;0.7;213.0;85.9
1862;Particuliere huishoudens;Noord-Beveland;2013;3.5;0.7;198.9;69.2
1863;Particuliere huishoudens;Noord-Beveland;2014;3.5;0.8;214.1;70.6
1864;Particuliere huishoudens;Noord-Beveland;2015;3.5;0.8;218.4;78.8
1865;Particuliere huishoudens;Noord-Beveland;2016;3.5;0.8;216.9;80.6
1866;Particuliere huishoudens;Noordenveld;2011;13.1;2.8;210.0;117.2
1867;Particuliere huishoudens;Noordenveld;2012;13.3;2.6;193.3;99.2
1868;Particuliere huishoudens;Noordenveld;2013;13.4;2.3;173.1;74.9
1869;Particuliere huishoudens;Noordenveld;2014;13.5;2.4;178.8;73.2
1870;Particuliere huishoudens;Noordenveld;2015;13.6;2.4;177.6;78.5
1871;Particuliere huishoudens;Noordenveld;2016;13.6;2.5;184.3;83.8
1872;Particuliere huishoudens;Noordoostpolder;2011;18.4;3.3;176.3;46.4
1873;Particuliere huishoudens;Noordoostpolder;2012;18.6;3.1;168.5;35.7
1874;Particuliere huishoudens;Noordoostpolder;2013;18.7;3.0;162.1;24.0
1875;Particuliere huishoudens;Noordoostpolder;2014;18.6;3.1;165.6;23.9
1876;Particuliere huishoudens;Noordoostpolder;2015;18.7;3.3;176.7;29.0
1877;Particuliere huishoudens;Noordoostpolder;2016;18.7;3.5;185.8;31.9
1878;Particuliere huishoudens;Noordwijk;2011;11.0;3.6;326.4;96.3
1879;Particuliere huishoudens;Noordwijk;2012;11.2;3.5;311.6;76.5
1880;Particuliere huishoudens;Noordwijk;2013;11.4;3.3;288.9;56.8
1881;Particuliere huishoudens;Noordwijk;2014;11.4;3.6;314.6;59.4
1882;Particuliere huishoudens;Noordwijk;2015;11.4;3.7;325.3;61.5
1883;Particuliere huishoudens;Noordwijk;2016;11.5;4.0;344.5;69.6
1884;Particuliere huishoudens;Noordwijkerhout;2011;6.5;1.6;242.5;93.1
1885;Particuliere huishoudens;Noordwijkerhout;2012;6.5;1.5;223.8;77.9
1886;Particuliere huishoudens;Noordwijkerhout;2013;6.6;1.4;205.3;55.8
1887;Particuliere huishoudens;Noordwijkerhout;2014;6.7;1.3;201.1;50.2
1888;Particuliere huishoudens;Noordwijkerhout;2015;6.8;1.4;206.7;55.4
1889;Particuliere huishoudens;Noordwijkerhout;2016;6.9;1.5;211.4;58.5
1890;Particuliere huishoudens;Nuenen, Gerwen en Nederwetten;2011;9.3;2.8;302.4;203.9
1891;Particuliere huishoudens;Nuenen, Gerwen en Nederwetten;2012;9.6;2.6;269.2;168.2
1892;Particuliere huishoudens;Nuenen, Gerwen en Nederwetten;2013;9.7;2.3;241.0;132.2
1893;Particuliere huishoudens;Nuenen, Gerwen en Nederwetten;2014;9.8;2.4;244.7;130.5
1894;Particuliere huishoudens;Nuenen, Gerwen en Nederwetten;2015;9.8;2.5;252.4;135.2
1895;Particuliere huishoudens;Nuenen, Gerwen en Nederwetten;2016;9.9;2.6;258.9;142.4
1896;Particuliere huishoudens;Nunspeet;2011;9.9;2.5;255.9;123.4
1897;Particuliere huishoudens;Nunspeet;2012;10.0;2.4;236.3;100.5
1898;Particuliere huishoudens;Nunspeet;2013;10.2;2.2;218.1;75.2
1899;Particuliere huishoudens;Nunspeet;2014;10.3;2.2;214.2;71.2
1900;Particuliere huishoudens;Nunspeet;2015;10.3;2.3;222.1;76.4
1901;Particuliere huishoudens;Nunspeet;2016;10.4;2.4;232.4;80.6
1902;Particuliere huishoudens;Nuth;2011;6.7;1.2;176.1;108.7
1903;Particuliere huishoudens;Nuth;2012;6.7;1.1;163.1;93.0
1904;Particuliere huishoudens;Nuth;2013;6.8;1.0;151.2;73.3
1905;Particuliere huishoudens;Nuth;2014;6.8;1.1;156.1;72.4
1906;Particuliere huishoudens;Nuth;2015;6.8;1.1;164.3;78.7
1907;Particuliere huishoudens;Nuth;2016;6.8;1.2;176.9;86.7
1908;Particuliere huishoudens;Oegstgeest;2011;9.6;3.3;344.5;157.9
1909;Particuliere huishoudens;Oegstgeest;2012;9.8;3.1;313.9;117.6
1910;Particuliere huishoudens;Oegstgeest;2013;10.0;2.8;280.2;83.0
1911;Particuliere huishoudens;Oegstgeest;2014;9.9;2.9;298.5;92.5
1912;Particuliere huishoudens;Oegstgeest;2015;10.0;3.1;311.5;101.4
1913;Particuliere huishoudens;Oegstgeest;2016;10.0;3.3;328.0;112.4
1914;Particuliere huishoudens;Oirschot;2011;6.9;2.4;341.5;246.2
1915;Particuliere huishoudens;Oirschot;2012;7.0;2.3;322.8;222.9
1916;Particuliere huishoudens;Oirschot;2013;7.1;2.1;292.8;194.4
1917;Particuliere huishoudens;Oirschot;2014;7.1;2.1;290.7;188.9
1918;Particuliere huishoudens;Oirschot;2015;7.3;2.1;294.9;190.0
1919;Particuliere huishoudens;Oirschot;2016;7.4;2.2;298.1;194.2
1920;Particuliere huishoudens;Oisterwijk;2011;10.7;3.9;369.5;172.2
1921;Particuliere huishoudens;Oisterwijk;2012;10.8;3.6;335.6;145.7
1922;Particuliere huishoudens;Oisterwijk;2013;11.0;3.3;302.1;106.6
1923;Particuliere huishoudens;Oisterwijk;2014;10.8;3.3;308.7;108.8
1924;Particuliere huishoudens;Oisterwijk;2015;10.8;3.4;313.0;110.0
1925;Particuliere huishoudens;Oisterwijk;2016;10.8;3.6;329.8;111.8
1926;Particuliere huishoudens;Oldambt;2011;17.7;2.0;115.6;33.5
1927;Particuliere huishoudens;Oldambt;2012;17.7;1.9;107.8;25.2
1928;Particuliere huishoudens;Oldambt;2013;17.8;1.7;94.5;15.1
1929;Particuliere huishoudens;Oldambt;2014;17.7;1.7;93.1;14.0
1930;Particuliere huishoudens;Oldambt;2015;17.9;1.7;96.2;15.8
1931;Particuliere huishoudens;Oldambt;2016;17.8;1.7;98.1;14.6
1932;Particuliere huishoudens;Oldebroek;2011;8.4;2.0;232.8;156.9
1933;Particuliere huishoudens;Oldebroek;2012;8.5;1.8;213.8;133.0
1934;Particuliere huishoudens;Oldebroek;2013;8.6;1.6;186.0;103.4
1935;Particuliere huishoudens;Oldebroek;2014;8.7;1.6;186.3;99.1
1936;Particuliere huishoudens;Oldebroek;2015;8.8;1.7;192.4;102.7
1937;Particuliere huishoudens;Oldebroek;2016;8.9;1.8;199.7;105.3
1938;Particuliere huishoudens;Oldenzaal;2011;13.6;2.1;151.3;46.7
1939;Particuliere huishoudens;Oldenzaal;2012;13.7;2.0;144.1;38.6
1940;Particuliere huishoudens;Oldenzaal;2013;13.7;1.8;129.7;27.5
1941;Particuliere huishoudens;Oldenzaal;2014;13.7;1.8;128.7;25.9
1942;Particuliere huishoudens;Oldenzaal;2015;13.7;1.9;136.9;31.8
1943;Particuliere huishoudens;Oldenzaal;2016;13.8;2.0;148.1;35.8
1944;Particuliere huishoudens;Olst-Wijhe;2011;6.9;1.5;215.0;107.3
1945;Particuliere huishoudens;Olst-Wijhe;2012;7.1;1.4;201.6;90.4
1946;Particuliere huishoudens;Olst-Wijhe;2013;7.2;1.3;186.1;71.4
1947;Particuliere huishoudens;Olst-Wijhe;2014;7.1;1.4;191.4;73.5
1948;Particuliere huishoudens;Olst-Wijhe;2015;7.2;1.4;196.6;73.8
1949;Particuliere huishoudens;Olst-Wijhe;2016;7.3;1.5;199.7;73.7
1950;Particuliere huishoudens;Ommen;2011;6.9;1.8;262.0;142.6
1951;Particuliere huishoudens;Ommen;2012;7.0;1.7;243.1;121.8
1952;Particuliere huishoudens;Ommen;2013;7.0;1.6;228.8;102.8
1953;Particuliere huishoudens;Ommen;2014;7.0;1.6;233.1;99.8
1954;Particuliere huishoudens;Ommen;2015;7.1;1.7;233.8;98.3
1955;Particuliere huishoudens;Ommen;2016;7.3;1.8;239.7;96.9
1956;Particuliere huishoudens;Onderbanken;2011;3.4;0.5;141.5;80.1
1957;Particuliere huishoudens;Onderbanken;2012;3.4;0.5;132.6;69.2
1958;Particuliere huishoudens;Onderbanken;2013;3.4;0.4;114.5;50.8
1959;Particuliere huishoudens;Onderbanken;2014;3.4;0.4;113.4;47.8
1960;Particuliere huishoudens;Onderbanken;2015;3.4;0.4;119.1;50.1
1961;Particuliere huishoudens;Onderbanken;2016;3.4;0.4;124.6;55.9
1962;Particuliere huishoudens;Oost Gelre;2011;11.9;2.3;191.1;116.5
1963;Particuliere huishoudens;Oost Gelre;2012;12.0;2.2;180.3;98.6
1964;Particuliere huishoudens;Oost Gelre;2013;12.0;1.9;160.8;77.3
1965;Particuliere huishoudens;Oost Gelre;2014;12.1;2.0;163.7;74.8
1966;Particuliere huishoudens;Oost Gelre;2015;12.1;2.0;169.1;83.6
1967;Particuliere huishoudens;Oost Gelre;2016;12.2;2.2;177.7;87.6
1968;Particuliere huishoudens;Oosterhout;2011;23.1;4.2;179.5;48.9
1969;Particuliere huishoudens;Oosterhout;2012;23.2;3.9;169.5;41.6
1970;Particuliere huishoudens;Oosterhout;2013;23.2;3.5;152.2;29.5
1971;Particuliere huishoudens;Oosterhout;2014;23.4;3.5;147.7;27.0
1972;Particuliere huishoudens;Oosterhout;2015;23.7;3.5;148.9;28.1
1973;Particuliere huishoudens;Oosterhout;2016;23.8;3.6;152.7;29.5
1974;Particuliere huishoudens;Oostflakkee;2011;4.4;0.7;150.6;52.0
1975;Particuliere huishoudens;Oostflakkee;2012;4.4;0.6;146.3;44.8
1976;Particuliere huishoudens;Oostflakkee;2013;;;;
1977;Particuliere huishoudens;Oostflakkee;2014;;;;
1978;Particuliere huishoudens;Oostflakkee;2015;;;;
1979;Particuliere huishoudens;Oostflakkee;2016;;;;
1980;Particuliere huishoudens;Ooststellingwerf;2011;11.0;1.8;164.6;73.2
1981;Particuliere huishoudens;Ooststellingwerf;2012;11.0;1.8;159.5;62.0
1982;Particuliere huishoudens;Ooststellingwerf;2013;11.1;1.6;146.0;45.6
1983;Particuliere huishoudens;Ooststellingwerf;2014;11.0;1.6;142.7;41.4
1984;Particuliere huishoudens;Ooststellingwerf;2015;11.1;1.6;140.7;39.4
