ID;Geslacht;Leeftijd;Provincie;Perioden;FormeelOnverzekerdenOpPeildatum_1;NogOnverzekerd6MaandenNaPeildatum_2;FormeelOnverzekerdenOpPeildatum_3;NogOnverzekerd6MaandenNaPeildatum_4
81;3;1;Drenthe (PV);1 mei 2007;490;340;0.5;0.3
82;3;1;Drenthe (PV);1 mei 2008;420;300;0.4;0.3
83;3;1;Drenthe (PV);1 mei 2009;450;380;0.5;0.4
84;3;1;Drenthe (PV);1 mei 2010;240;190;0.2;0.2
85;3;1;Overijssel (PV);1 mei 2006;1260;930;0.6;0.4
86;3;1;Overijssel (PV);1 mei 2007;1320;930;0.5;0.4
87;3;1;Overijssel (PV);1 mei 2008;1060;780;0.4;0.3
88;3;1;Overijssel (PV);1 mei 2009;1030;810;0.4;0.3
89;3;1;Overijssel (PV);1 mei 2010;690;530;0.3;0.2
90;3;1;Flevoland (PV);1 mei 2006;800;600;1.0;0.7
91;3;1;Flevoland (PV);1 mei 2007;840;610;0.8;0.6
92;3;1;Flevoland (PV);1 mei 2008;680;520;0.7;0.5
93;3;1;Flevoland (PV);1 mei 2009;730;580;0.8;0.6
94;3;1;Flevoland (PV);1 mei 2010;490;370;0.5;0.4
95;3;1;Gelderland (PV);1 mei 2006;2670;2120;0.7;0.6
96;3;1;Gelderland (PV);1 mei 2007;2820;2100;0.6;0.5
97;3;1;Gelderland (PV);1 mei 2008;2060;1600;0.5;0.4
98;3;1;Gelderland (PV);1 mei 2009;1920;1540;0.5;0.4
99;3;1;Gelderland (PV);1 mei 2010;1450;1140;0.4;0.3
100;3;1;Utrecht (PV);1 mei 2006;1510;1070;0.7;0.5
101;3;1;Utrecht (PV);1 mei 2007;1460;1010;0.5;0.4
102;3;1;Utrecht (PV);1 mei 2008;1250;920;0.5;0.4
103;3;1;Utrecht (PV);1 mei 2009;1050;830;0.4;0.3
104;3;1;Utrecht (PV);1 mei 2010;790;560;0.3;0.2
105;3;1;Noord-Holland (PV);1 mei 2006;5220;3620;1.1;0.8
106;3;1;Noord-Holland (PV);1 mei 2007;5060;3350;0.9;0.6
107;3;1;Noord-Holland (PV);1 mei 2008;4540;3150;0.9;0.6
108;3;1;Noord-Holland (PV);1 mei 2009;5090;3780;1.0;0.7
109;3;1;Noord-Holland (PV);1 mei 2010;3810;2750;0.7;0.5
110;3;1;Zuid-Holland (PV);1 mei 2006;7730;5640;1.2;0.9
111;3;1;Zuid-Holland (PV);1 mei 2007;7670;5570;1.0;0.7
112;3;1;Zuid-Holland (PV);1 mei 2008;6800;5110;1.0;0.7
113;3;1;Zuid-Holland (PV);1 mei 2009;6310;4760;0.9;0.7
114;3;1;Zuid-Holland (PV);1 mei 2010;5380;4010;0.8;0.6
115;3;1;Zeeland (PV);1 mei 2006;600;450;0.9;0.7
116;3;1;Zeeland (PV);1 mei 2007;620;440;0.8;0.5
117;3;1;Zeeland (PV);1 mei 2008;450;340;0.6;0.5
118;3;1;Zeeland (PV);1 mei 2009;430;360;0.6;0.5
119;3;1;Zeeland (PV);1 mei 2010;340;260;0.5;0.4
120;3;1;Noord-Brabant (PV);1 mei 2006;2280;1640;0.5;0.4
121;3;1;Noord-Brabant (PV);1 mei 2007;2530;1780;0.5;0.3
122;3;1;Noord-Brabant (PV);1 mei 2008;2210;1560;0.5;0.3
123;3;1;Noord-Brabant (PV);1 mei 2009;2050;1450;0.4;0.3
124;3;1;Noord-Brabant (PV);1 mei 2010;1510;1120;0.3;0.2
125;3;1;Limburg (PV);1 mei 2006;1990;1600;1.1;0.9
126;3;1;Limburg (PV);1 mei 2007;1970;1530;0.9;0.7
127;3;1;Limburg (PV);1 mei 2008;1600;1280;0.8;0.6
128;3;1;Limburg (PV);1 mei 2009;1440;1180;0.7;0.6
129;3;1;Limburg (PV);1 mei 2010;1180;950;0.6;0.5
130;3;2;Nederland;1 mei 2006;99970;71430;3.0;2.1
131;3;2;Nederland;1 mei 2007;96380;69700;2.8;2.1
132;3;2;Nederland;1 mei 2008;91320;68880;2.7;2.0
133;3;2;Nederland;1 mei 2009;92810;70630;2.7;2.1
134;3;2;Nederland;1 mei 2010;87090;65990;2.5;1.9
135;3;2;Groningen (PV);1 mei 2006;3840;2870;2.9;2.2
136;3;2;Groningen (PV);1 mei 2007;3780;2710;2.8;2.0
137;3;2;Groningen (PV);1 mei 2008;3420;2560;2.6;1.9
138;3;2;Groningen (PV);1 mei 2009;3720;2840;2.8;2.1
139;3;2;Groningen (PV);1 mei 2010;3600;2720;2.7;2.0
140;3;2;Friesland (PV);1 mei 2006;2710;1980;2.1;1.6
141;3;2;Friesland (PV);1 mei 2007;2420;1880;1.9;1.5
142;3;2;Friesland (PV);1 mei 2008;2280;1730;1.8;1.4
143;3;2;Friesland (PV);1 mei 2009;2010;1650;1.6;1.3
144;3;2;Friesland (PV);1 mei 2010;1880;1450;1.5;1.2
145;3;2;Drenthe (PV);1 mei 2006;1480;1090;1.7;1.3
146;3;2;Drenthe (PV);1 mei 2007;1330;990;1.6;1.2
147;3;2;Drenthe (PV);1 mei 2008;1260;920;1.5;1.1
148;3;2;Drenthe (PV);1 mei 2009;1220;850;1.5;1.0
149;3;2;Drenthe (PV);1 mei 2010;890;650;1.1;0.8
150;3;2;Overijssel (PV);1 mei 2006;5520;3910;2.3;1.7
151;3;2;Overijssel (PV);1 mei 2007;4960;3450;2.1;1.5
152;3;2;Overijssel (PV);1 mei 2008;4480;3530;1.9;1.5
153;3;2;Overijssel (PV);1 mei 2009;4620;3660;2.0;1.6
154;3;2;Overijssel (PV);1 mei 2010;4510;3610;1.9;1.5
155;3;2;Flevoland (PV);1 mei 2006;2290;1610;2.7;1.9
156;3;2;Flevoland (PV);1 mei 2007;2050;1540;2.5;1.9
157;3;2;Flevoland (PV);1 mei 2008;1940;1510;2.3;1.8
158;3;2;Flevoland (PV);1 mei 2009;2100;1620;2.5;1.9
159;3;2;Flevoland (PV);1 mei 2010;1700;1260;2.0;1.5
160;3;2;Gelderland (PV);1 mei 2006;10010;7620;2.5;1.9
161;3;2;Gelderland (PV);1 mei 2007;9560;7590;2.4;1.9
162;3;2;Gelderland (PV);1 mei 2008;9240;7340;2.4;1.9
163;3;2;Gelderland (PV);1 mei 2009;9120;7390;2.3;1.9
164;3;2;Gelderland (PV);1 mei 2010;8120;6370;2.1;1.6
165;3;2;Utrecht (PV);1 mei 2006;6870;5010;2.6;1.9
166;3;2;Utrecht (PV);1 mei 2007;6810;4670;2.5;1.7
167;3;2;Utrecht (PV);1 mei 2008;6160;4460;2.3;1.6
168;3;2;Utrecht (PV);1 mei 2009;6020;4240;2.2;1.6
169;3;2;Utrecht (PV);1 mei 2010;5700;3850;2.1;1.4
170;3;2;Noord-Holland (PV);1 mei 2006;20700;14210;3.9;2.7
171;3;2;Noord-Holland (PV);1 mei 2007;20960;14370;3.7;2.6
172;3;2;Noord-Holland (PV);1 mei 2008;19650;14160;3.5;2.6
173;3;2;Noord-Holland (PV);1 mei 2009;20360;14990;3.6;2.7
174;3;2;Noord-Holland (PV);1 mei 2010;18950;13850;3.3;2.4
175;3;2;Zuid-Holland (PV);1 mei 2006;28630;20500;3.8;2.8
176;3;2;Zuid-Holland (PV);1 mei 2007;28060;20800;3.7;2.8
177;3;2;Zuid-Holland (PV);1 mei 2008;27360;21240;3.6;2.8
178;3;2;Zuid-Holland (PV);1 mei 2009;27840;21630;3.7;2.8
179;3;2;Zuid-Holland (PV);1 mei 2010;26520;20720;3.4;2.7
180;3;2;Zeeland (PV);1 mei 2006;1740;1360;2.5;2.0
181;3;2;Zeeland (PV);1 mei 2007;1710;1230;2.5;1.8
182;3;2;Zeeland (PV);1 mei 2008;1530;1140;2.3;1.7
183;3;2;Zeeland (PV);1 mei 2009;1460;1070;2.2;1.6
184;3;2;Zeeland (PV);1 mei 2010;1400;980;2.1;1.5
185;3;2;Noord-Brabant (PV);1 mei 2006;10260;6990;2.1;1.5
186;3;2;Noord-Brabant (PV);1 mei 2007;9570;6650;2.0;1.4
187;3;2;Noord-Brabant (PV);1 mei 2008;9200;6720;1.9;1.4
188;3;2;Noord-Brabant (PV);1 mei 2009;9460;6860;2.0;1.4
189;3;2;Noord-Brabant (PV);1 mei 2010;8740;6490;1.8;1.3
190;3;2;Limburg (PV);1 mei 2006;5910;4280;2.8;2.1
191;3;2;Limburg (PV);1 mei 2007;5170;3810;2.5;1.9
192;3;2;Limburg (PV);1 mei 2008;4800;3590;2.4;1.8
193;3;2;Limburg (PV);1 mei 2009;4890;3820;2.4;1.9
194;3;2;Limburg (PV);1 mei 2010;5080;4050;2.5;2.0
195;3;3;Nederland;1 mei 2006;68630;51840;1.8;1.4
196;3;3;Nederland;1 mei 2007;52260;39800;1.4;1.0
197;3;3;Nederland;1 mei 2008;52560;41600;1.4;1.1
198;3;3;Nederland;1 mei 2009;51690;41290;1.4;1.1
199;3;3;Nederland;1 mei 2010;46090;36820;1.2;1.0
200;3;3;Groningen (PV);1 mei 2006;1780;1390;1.4;1.1
201;3;3;Groningen (PV);1 mei 2007;1380;1040;1.1;0.8
202;3;3;Groningen (PV);1 mei 2008;1230;950;1.0;0.8
203;3;3;Groningen (PV);1 mei 2009;1200;950;1.0;0.8
204;3;3;Groningen (PV);1 mei 2010;1150;930;0.9;0.8
205;3;3;Friesland (PV);1 mei 2006;1420;1070;1.0;0.7
206;3;3;Friesland (PV);1 mei 2007;1060;860;0.7;0.6
207;3;3;Friesland (PV);1 mei 2008;1090;880;0.8;0.6
208;3;3;Friesland (PV);1 mei 2009;900;740;0.6;0.5
209;3;3;Friesland (PV);1 mei 2010;790;620;0.6;0.4
210;3;3;Drenthe (PV);1 mei 2006;1000;770;0.9;0.7
211;3;3;Drenthe (PV);1 mei 2007;790;610;0.7;0.5
212;3;3;Drenthe (PV);1 mei 2008;730;570;0.7;0.5
213;3;3;Drenthe (PV);1 mei 2009;730;590;0.7;0.5
214;3;3;Drenthe (PV);1 mei 2010;580;470;0.5;0.4
215;3;3;Overijssel (PV);1 mei 2006;3110;2310;1.2;0.9
216;3;3;Overijssel (PV);1 mei 2007;2240;1690;0.9;0.7
217;3;3;Overijssel (PV);1 mei 2008;2230;1810;0.9;0.7
218;3;3;Overijssel (PV);1 mei 2009;2160;1760;0.9;0.7
219;3;3;Overijssel (PV);1 mei 2010;1860;1530;0.8;0.6
220;3;3;Flevoland (PV);1 mei 2006;1370;1010;1.5;1.1
221;3;3;Flevoland (PV);1 mei 2007;1020;760;1.1;0.8
222;3;3;Flevoland (PV);1 mei 2008;1040;810;1.1;0.9
223;3;3;Flevoland (PV);1 mei 2009;1160;930;1.2;1.0
224;3;3;Flevoland (PV);1 mei 2010;1010;790;1.1;0.9
225;3;3;Gelderland (PV);1 mei 2006;6140;4900;1.4;1.1
226;3;3;Gelderland (PV);1 mei 2007;4750;3820;1.0;0.8
227;3;3;Gelderland (PV);1 mei 2008;4890;3900;1.1;0.9
228;3;3;Gelderland (PV);1 mei 2009;4650;3890;1.0;0.9
229;3;3;Gelderland (PV);1 mei 2010;4290;3470;1.0;0.8
230;3;3;Utrecht (PV);1 mei 2006;3850;2960;1.4;1.0
231;3;3;Utrecht (PV);1 mei 2007;2880;2210;1.0;0.8
232;3;3;Utrecht (PV);1 mei 2008;2960;2390;1.0;0.8
233;3;3;Utrecht (PV);1 mei 2009;2720;2150;1.0;0.8
234;3;3;Utrecht (PV);1 mei 2010;2390;1860;0.9;0.7
235;3;3;Noord-Holland (PV);1 mei 2006;17840;13200;2.8;2.1
236;3;3;Noord-Holland (PV);1 mei 2007;13120;9590;2.1;1.5
237;3;3;Noord-Holland (PV);1 mei 2008;12710;9660;2.0;1.5
238;3;3;Noord-Holland (PV);1 mei 2009;13560;10630;2.2;1.7
239;3;3;Noord-Holland (PV);1 mei 2010;11470;9000;1.8;1.4
240;3;3;Zuid-Holland (PV);1 mei 2006;19840;14750;2.5;1.8
241;3;3;Zuid-Holland (PV);1 mei 2007;15090;11540;1.9;1.4
242;3;3;Zuid-Holland (PV);1 mei 2008;15860;12820;2.0;1.6
243;3;3;Zuid-Holland (PV);1 mei 2009;15300;12190;1.9;1.5
244;3;3;Zuid-Holland (PV);1 mei 2010;14360;11500;1.8;1.5
245;3;3;Zeeland (PV);1 mei 2006;1090;880;1.3;1.1
246;3;3;Zeeland (PV);1 mei 2007;920;720;1.1;0.9
247;3;3;Zeeland (PV);1 mei 2008;950;730;1.2;0.9
248;3;3;Zeeland (PV);1 mei 2009;920;750;1.1;0.9
249;3;3;Zeeland (PV);1 mei 2010;850;700;1.1;0.9
250;3;3;Noord-Brabant (PV);1 mei 2006;6150;4470;1.1;0.8
251;3;3;Noord-Brabant (PV);1 mei 2007;4820;3580;0.8;0.6
252;3;3;Noord-Brabant (PV);1 mei 2008;5100;3920;0.9;0.7
253;3;3;Noord-Brabant (PV);1 mei 2009;4920;3740;0.9;0.7
254;3;3;Noord-Brabant (PV);1 mei 2010;4280;3320;0.8;0.6
255;3;3;Limburg (PV);1 mei 2006;5040;4140;2.0;1.6
256;3;3;Limburg (PV);1 mei 2007;4210;3380;1.6;1.3
257;3;3;Limburg (PV);1 mei 2008;3770;3160;1.5;1.2
258;3;3;Limburg (PV);1 mei 2009;3490;2960;1.4;1.2
259;3;3;Limburg (PV);1 mei 2010;3070;2630;1.3;1.1
260;3;4;Nederland;1 mei 2006;26890;21800;0.8;0.6
261;3;4;Nederland;1 mei 2007;19720;16120;0.6;0.5
262;3;4;Nederland;1 mei 2008;21330;18130;0.6;0.5
263;3;4;Nederland;1 mei 2009;20740;17560;0.6;0.5
264;3;4;Nederland;1 mei 2010;19020;15910;0.6;0.5
265;3;4;Groningen (PV);1 mei 2006;610;510;0.5;0.4
266;3;4;Groningen (PV);1 mei 2007;430;350;0.4;0.3
267;3;4;Groningen (PV);1 mei 2008;470;390;0.4;0.3
268;3;4;Groningen (PV);1 mei 2009;460;390;0.4;0.3
269;3;4;Groningen (PV);1 mei 2010;400;340;0.3;0.3
270;3;4;Friesland (PV);1 mei 2006;590;490;0.4;0.4
271;3;4;Friesland (PV);1 mei 2007;450;390;0.4;0.3
272;3;4;Friesland (PV);1 mei 2008;490;420;0.4;0.3
273;3;4;Friesland (PV);1 mei 2009;340;300;0.3;0.2
274;3;4;Friesland (PV);1 mei 2010;310;260;0.2;0.2
275;3;4;Drenthe (PV);1 mei 2006;440;350;0.4;0.3
276;3;4;Drenthe (PV);1 mei 2007;300;250;0.3;0.2
277;3;4;Drenthe (PV);1 mei 2008;360;310;0.3;0.3
278;3;4;Drenthe (PV);1 mei 2009;350;310;0.3;0.3
279;3;4;Drenthe (PV);1 mei 2010;300;260;0.3;0.2
280;3;4;Overijssel (PV);1 mei 2006;1080;820;0.5;0.4
281;3;4;Overijssel (PV);1 mei 2007;690;560;0.3;0.3
282;3;4;Overijssel (PV);1 mei 2008;770;650;0.4;0.3
283;3;4;Overijssel (PV);1 mei 2009;790;660;0.4;0.3
284;3;4;Overijssel (PV);1 mei 2010;660;570;0.3;0.3
285;3;4;Flevoland (PV);1 mei 2006;550;440;0.8;0.6
286;3;4;Flevoland (PV);1 mei 2007;380;310;0.6;0.5
287;3;4;Flevoland (PV);1 mei 2008;430;360;0.6;0.5
288;3;4;Flevoland (PV);1 mei 2009;470;410;0.7;0.6
289;3;4;Flevoland (PV);1 mei 2010;440;360;0.6;0.5
290;3;4;Gelderland (PV);1 mei 2006;2140;1730;0.5;0.4
291;3;4;Gelderland (PV);1 mei 2007;1510;1230;0.4;0.3
292;3;4;Gelderland (PV);1 mei 2008;1650;1390;0.4;0.3
293;3;4;Gelderland (PV);1 mei 2009;1700;1440;0.4;0.3
294;3;4;Gelderland (PV);1 mei 2010;1510;1260;0.4;0.3
295;3;4;Utrecht (PV);1 mei 2006;1320;1080;0.6;0.5
296;3;4;Utrecht (PV);1 mei 2007;970;780;0.5;0.4
297;3;4;Utrecht (PV);1 mei 2008;1010;860;0.4;0.4
298;3;4;Utrecht (PV);1 mei 2009;980;840;0.4;0.4
299;3;4;Utrecht (PV);1 mei 2010;900;740;0.4;0.3
300;3;4;Noord-Holland (PV);1 mei 2006;6320;5020;1.2;0.9
301;3;4;Noord-Holland (PV);1 mei 2007;4520;3550;0.9;0.7
302;3;4;Noord-Holland (PV);1 mei 2008;4660;3820;0.9;0.7
303;3;4;Noord-Holland (PV);1 mei 2009;4960;4120;0.9;0.8
304;3;4;Noord-Holland (PV);1 mei 2010;4370;3570;0.8;0.7
305;3;4;Zuid-Holland (PV);1 mei 2006;7760;6200;1.1;0.9
306;3;4;Zuid-Holland (PV);1 mei 2007;5830;4830;0.9;0.7
307;3;4;Zuid-Holland (PV);1 mei 2008;6510;5560;1.0;0.8
308;3;4;Zuid-Holland (PV);1 mei 2009;5830;4840;0.8;0.7
309;3;4;Zuid-Holland (PV);1 mei 2010;5540;4530;0.8;0.6
310;3;4;Zeeland (PV);1 mei 2006;520;440;0.6;0.5
311;3;4;Zeeland (PV);1 mei 2007;430;350;0.5;0.4
312;3;4;Zeeland (PV);1 mei 2008;460;380;0.6;0.5
313;3;4;Zeeland (PV);1 mei 2009;480;400;0.6;0.5
314;3;4;Zeeland (PV);1 mei 2010;440;360;0.5;0.4
315;3;4;Noord-Brabant (PV);1 mei 2006;2290;1840;0.5;0.4
316;3;4;Noord-Brabant (PV);1 mei 2007;1650;1330;0.3;0.3
317;3;4;Noord-Brabant (PV);1 mei 2008;1900;1530;0.4;0.3
318;3;4;Noord-Brabant (PV);1 mei 2009;1940;1580;0.4;0.3
319;3;4;Noord-Brabant (PV);1 mei 2010;1720;1410;0.3;0.3
320;3;4;Limburg (PV);1 mei 2006;3260;2890;1.3;1.1
321;3;4;Limburg (PV);1 mei 2007;2560;2200;1.0;0.9
322;3;4;Limburg (PV);1 mei 2008;2630;2440;1.0;1.0
323;3;4;Limburg (PV);1 mei 2009;2460;2290;1.0;0.9
324;3;4;Limburg (PV);1 mei 2010;2410;2230;0.9;0.9
325;3;5;Nederland;1 mei 2006;9190;8070;0.3;0.3
326;3;5;Nederland;1 mei 2007;6160;5560;0.3;0.2
327;3;5;Nederland;1 mei 2008;7630;7000;0.3;0.3
328;3;5;Nederland;1 mei 2009;6850;6270;0.3;0.2
329;3;5;Nederland;1 mei 2010;5810;5310;0.2;0.2
330;3;5;Groningen (PV);1 mei 2006;160;140;0.2;0.1
331;3;5;Groningen (PV);1 mei 2007;110;100;0.1;0.1
332;3;5;Groningen (PV);1 mei 2008;130;120;0.1;0.1
333;3;5;Groningen (PV);1 mei 2009;140;130;0.1;0.1
334;3;5;Groningen (PV);1 mei 2010;90;80;0.1;0.1
335;3;5;Friesland (PV);1 mei 2006;290;260;0.2;0.2
336;3;5;Friesland (PV);1 mei 2007;220;210;0.2;0.2
337;3;5;Friesland (PV);1 mei 2008;260;240;0.2;0.2
338;3;5;Friesland (PV);1 mei 2009;160;150;0.1;0.1
339;3;5;Friesland (PV);1 mei 2010;140;130;0.1;0.1
340;3;5;Drenthe (PV);1 mei 2006;130;110;0.1;0.1
341;3;5;Drenthe (PV);1 mei 2007;80;80;0.1;0.1
342;3;5;Drenthe (PV);1 mei 2008;120;110;0.1;0.1
343;3;5;Drenthe (PV);1 mei 2009;130;110;0.1;0.1
344;3;5;Drenthe (PV);1 mei 2010;90;80;0.1;0.1
345;3;5;Overijssel (PV);1 mei 2006;340;280;0.2;0.1
346;3;5;Overijssel (PV);1 mei 2007;210;190;0.1;0.1
347;3;5;Overijssel (PV);1 mei 2008;250;220;0.1;0.1
348;3;5;Overijssel (PV);1 mei 2009;220;200;0.1;0.1
349;3;5;Overijssel (PV);1 mei 2010;170;150;0.1;0.1
350;3;5;Flevoland (PV);1 mei 2006;170;140;0.4;0.3
351;3;5;Flevoland (PV);1 mei 2007;120;100;0.4;0.3
352;3;5;Flevoland (PV);1 mei 2008;140;130;0.4;0.3
353;3;5;Flevoland (PV);1 mei 2009;140;130;0.3;0.3
354;3;5;Flevoland (PV);1 mei 2010;130;110;0.3;0.3
355;3;5;Gelderland (PV);1 mei 2006;710;610;0.2;0.2
356;3;5;Gelderland (PV);1 mei 2007;460;410;0.2;0.1
357;3;5;Gelderland (PV);1 mei 2008;580;540;0.2;0.2
358;3;5;Gelderland (PV);1 mei 2009;530;480;0.2;0.1
359;3;5;Gelderland (PV);1 mei 2010;420;370;0.1;0.1
360;3;5;Utrecht (PV);1 mei 2006;490;440;0.3;0.2
361;3;5;Utrecht (PV);1 mei 2007;340;290;0.2;0.2
362;3;5;Utrecht (PV);1 mei 2008;400;370;0.2;0.2
363;3;5;Utrecht (PV);1 mei 2009;350;320;0.2;0.2
364;3;5;Utrecht (PV);1 mei 2010;300;270;0.2;0.1
365;3;5;Noord-Holland (PV);1 mei 2006;1780;1510;0.4;0.3
366;3;5;Noord-Holland (PV);1 mei 2007;1210;1050;0.3;0.3
367;3;5;Noord-Holland (PV);1 mei 2008;1400;1230;0.3;0.3
368;3;5;Noord-Holland (PV);1 mei 2009;1360;1180;0.3;0.3
369;3;5;Noord-Holland (PV);1 mei 2010;1070;940;0.3;0.2
370;3;5;Zuid-Holland (PV);1 mei 2006;3070;2750;0.5;0.5
371;3;5;Zuid-Holland (PV);1 mei 2007;2080;1920;0.4;0.4
372;3;5;Zuid-Holland (PV);1 mei 2008;2650;2470;0.5;0.5
373;3;5;Zuid-Holland (PV);1 mei 2009;2160;2010;0.4;0.4
374;3;5;Zuid-Holland (PV);1 mei 2010;1980;1860;0.4;0.3
375;3;5;Zeeland (PV);1 mei 2006;330;290;0.4;0.4
376;3;5;Zeeland (PV);1 mei 2007;220;210;0.3;0.3
