ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
4623;Public buildings;Scherpenzeel;2016;0
4624;Public buildings;Scherpenzeel;2017;0
4625;Public buildings;Scherpenzeel;2018;0
4626;Public buildings;Schiedam;2013;3
4627;Public buildings;Schiedam;2014;3
4628;Public buildings;Schiedam;2015;3
4629;Public buildings;Schiedam;2016;3
4630;Public buildings;Schiedam;2017;3
4631;Public buildings;Schiedam;2018;3
4632;Public buildings;Schiermonnikoog;2013;0
4633;Public buildings;Schiermonnikoog;2014;0
4634;Public buildings;Schiermonnikoog;2015;0
4635;Public buildings;Schiermonnikoog;2016;0
4636;Public buildings;Schiermonnikoog;2017;0
4637;Public buildings;Schiermonnikoog;2018;0
4638;Public buildings;Schinnen;2013;0
4639;Public buildings;Schinnen;2014;0
4640;Public buildings;Schinnen;2015;0
4641;Public buildings;Schinnen;2016;0
4642;Public buildings;Schinnen;2017;0
4643;Public buildings;Schinnen;2018;0
4644;Public buildings;Schouwen-Duiveland;2013;7
4645;Public buildings;Schouwen-Duiveland;2014;7
4646;Public buildings;Schouwen-Duiveland;2015;7
4647;Public buildings;Schouwen-Duiveland;2016;7
4648;Public buildings;Schouwen-Duiveland;2017;7
4649;Public buildings;Schouwen-Duiveland;2018;7
4650;Public buildings;Simpelveld;2013;0
4651;Public buildings;Simpelveld;2014;0
4652;Public buildings;Simpelveld;2015;0
4653;Public buildings;Simpelveld;2016;0
4654;Public buildings;Simpelveld;2017;0
4655;Public buildings;Simpelveld;2018;0
4656;Public buildings;Sint Anthonis;2013;0
4657;Public buildings;Sint Anthonis;2014;0
4658;Public buildings;Sint Anthonis;2015;0
4659;Public buildings;Sint Anthonis;2016;0
4660;Public buildings;Sint Anthonis;2017;0
4661;Public buildings;Sint Anthonis;2018;0
4662;Public buildings;Sint-Michielsgestel;2013;2
4663;Public buildings;Sint-Michielsgestel;2014;2
4664;Public buildings;Sint-Michielsgestel;2015;2
4665;Public buildings;Sint-Michielsgestel;2016;2
4666;Public buildings;Sint-Michielsgestel;2017;2
4667;Public buildings;Sint-Michielsgestel;2018;2
4668;Public buildings;Sittard-Geleen;2013;7
4669;Public buildings;Sittard-Geleen;2014;7
4670;Public buildings;Sittard-Geleen;2015;7
4671;Public buildings;Sittard-Geleen;2016;7
4672;Public buildings;Sittard-Geleen;2017;7
4673;Public buildings;Sittard-Geleen;2018;7
4674;Public buildings;Sliedrecht;2013;2
4675;Public buildings;Sliedrecht;2014;2
4676;Public buildings;Sliedrecht;2015;2
4677;Public buildings;Sliedrecht;2016;2
4678;Public buildings;Sliedrecht;2017;2
4679;Public buildings;Sliedrecht;2018;2
4680;Public buildings;Sluis;2013;5
4681;Public buildings;Sluis;2014;5
4682;Public buildings;Sluis;2015;5
4683;Public buildings;Sluis;2016;5
4684;Public buildings;Sluis;2017;5
4685;Public buildings;Sluis;2018;5
4686;Public buildings;Smallingerland;2013;3
4687;Public buildings;Smallingerland;2014;3
4688;Public buildings;Smallingerland;2015;3
4689;Public buildings;Smallingerland;2016;3
4690;Public buildings;Smallingerland;2017;3
4691;Public buildings;Smallingerland;2018;3
4692;Public buildings;Soest;2013;5
4693;Public buildings;Soest;2014;5
4694;Public buildings;Soest;2015;5
4695;Public buildings;Soest;2016;5
4696;Public buildings;Soest;2017;5
4697;Public buildings;Soest;2018;5
4698;Public buildings;Someren;2013;1
4699;Public buildings;Someren;2014;1
4700;Public buildings;Someren;2015;1
4701;Public buildings;Someren;2016;1
4702;Public buildings;Someren;2017;1
4703;Public buildings;Someren;2018;1
4704;Public buildings;Son en Breugel;2013;1
4705;Public buildings;Son en Breugel;2014;1
4706;Public buildings;Son en Breugel;2015;1
4707;Public buildings;Son en Breugel;2016;1
4708;Public buildings;Son en Breugel;2017;1
4709;Public buildings;Son en Breugel;2018;1
4710;Public buildings;Stadskanaal;2013;2
4711;Public buildings;Stadskanaal;2014;2
4712;Public buildings;Stadskanaal;2015;2
4713;Public buildings;Stadskanaal;2016;2
4714;Public buildings;Stadskanaal;2017;2
4715;Public buildings;Stadskanaal;2018;2
4716;Public buildings;Staphorst;2013;0
4717;Public buildings;Staphorst;2014;0
4718;Public buildings;Staphorst;2015;0
4719;Public buildings;Staphorst;2016;0
4720;Public buildings;Staphorst;2017;0
4721;Public buildings;Staphorst;2018;0
4722;Public buildings;Stede Broec;2013;0
4723;Public buildings;Stede Broec;2014;0
4724;Public buildings;Stede Broec;2015;0
4725;Public buildings;Stede Broec;2016;0
4726;Public buildings;Stede Broec;2017;0
4727;Public buildings;Stede Broec;2018;0
4728;Public buildings;Steenbergen;2013;1
4729;Public buildings;Steenbergen;2014;1
4730;Public buildings;Steenbergen;2015;1
4731;Public buildings;Steenbergen;2016;1
4732;Public buildings;Steenbergen;2017;1
4733;Public buildings;Steenbergen;2018;1
4734;Public buildings;Steenwijkerland;2013;5
4735;Public buildings;Steenwijkerland;2014;5
4736;Public buildings;Steenwijkerland;2015;5
4737;Public buildings;Steenwijkerland;2016;5
4738;Public buildings;Steenwijkerland;2017;5
4739;Public buildings;Steenwijkerland;2018;5
4740;Public buildings;Stein (L.);2013;2
4741;Public buildings;Stein (L.);2014;2
4742;Public buildings;Stein (L.);2015;2
4743;Public buildings;Stein (L.);2016;2
4744;Public buildings;Stein (L.);2017;2
4745;Public buildings;Stein (L.);2018;2
4746;Public buildings;Stichtse Vecht;2013;26
4747;Public buildings;Stichtse Vecht;2014;23
4748;Public buildings;Stichtse Vecht;2015;23
4749;Public buildings;Stichtse Vecht;2016;24
4750;Public buildings;Stichtse Vecht;2017;24
4751;Public buildings;Stichtse Vecht;2018;24
4752;Public buildings;Strijen;2013;1
4753;Public buildings;Strijen;2014;1
4754;Public buildings;Strijen;2015;1
4755;Public buildings;Strijen;2016;1
4756;Public buildings;Strijen;2017;1
4757;Public buildings;Strijen;2018;1
4758;Public buildings;Súdwest-Fryslân;2013;20
4759;Public buildings;Súdwest-Fryslân;2014;20
4760;Public buildings;Súdwest-Fryslân;2015;20
4761;Public buildings;Súdwest-Fryslân;2016;20
4762;Public buildings;Súdwest-Fryslân;2017;20
4763;Public buildings;Súdwest-Fryslân;2018;20
4764;Public buildings;Terneuzen;2013;5
4765;Public buildings;Terneuzen;2014;5
4766;Public buildings;Terneuzen;2015;5
4767;Public buildings;Terneuzen;2016;5
4768;Public buildings;Terneuzen;2017;5
4769;Public buildings;Terneuzen;2018;5
4770;Public buildings;Terschelling;2013;0
4771;Public buildings;Terschelling;2014;0
4772;Public buildings;Terschelling;2015;0
4773;Public buildings;Terschelling;2016;0
4774;Public buildings;Terschelling;2017;0
4775;Public buildings;Terschelling;2018;0
4776;Public buildings;Texel;2013;0
4777;Public buildings;Texel;2014;0
4778;Public buildings;Texel;2015;0
4779;Public buildings;Texel;2016;0
4780;Public buildings;Texel;2017;0
4781;Public buildings;Texel;2018;0
4782;Public buildings;Teylingen;2013;2
4783;Public buildings;Teylingen;2014;2
4784;Public buildings;Teylingen;2015;2
4785;Public buildings;Teylingen;2016;2
4786;Public buildings;Teylingen;2017;2
4787;Public buildings;Teylingen;2018;2
4788;Public buildings;Tholen;2013;6
4789;Public buildings;Tholen;2014;6
4790;Public buildings;Tholen;2015;6
4791;Public buildings;Tholen;2016;6
4792;Public buildings;Tholen;2017;6
4793;Public buildings;Tholen;2018;6
4794;Public buildings;Tiel;2013;2
4795;Public buildings;Tiel;2014;2
4796;Public buildings;Tiel;2015;2
4797;Public buildings;Tiel;2016;2
4798;Public buildings;Tiel;2017;5
4799;Public buildings;Tiel;2018;5
4800;Public buildings;Tilburg;2013;17
4801;Public buildings;Tilburg;2014;17
4802;Public buildings;Tilburg;2015;19
4803;Public buildings;Tilburg;2016;19
4804;Public buildings;Tilburg;2017;19
4805;Public buildings;Tilburg;2018;19
4806;Public buildings;Tubbergen;2013;1
4807;Public buildings;Tubbergen;2014;1
4808;Public buildings;Tubbergen;2015;1
4809;Public buildings;Tubbergen;2016;1
4810;Public buildings;Tubbergen;2017;1
4811;Public buildings;Tubbergen;2018;1
4812;Public buildings;Twenterand;2013;0
4813;Public buildings;Twenterand;2014;0
4814;Public buildings;Twenterand;2015;0
4815;Public buildings;Twenterand;2016;0
4816;Public buildings;Twenterand;2017;0
4817;Public buildings;Twenterand;2018;0
4818;Public buildings;Tynaarlo;2013;6
4819;Public buildings;Tynaarlo;2014;6
4820;Public buildings;Tynaarlo;2015;6
4821;Public buildings;Tynaarlo;2016;6
4822;Public buildings;Tynaarlo;2017;6
4823;Public buildings;Tynaarlo;2018;6
4824;Public buildings;Tytsjerksteradiel;2013;1
4825;Public buildings;Tytsjerksteradiel;2014;1
4826;Public buildings;Tytsjerksteradiel;2015;1
4827;Public buildings;Tytsjerksteradiel;2016;1
4828;Public buildings;Tytsjerksteradiel;2017;1
4829;Public buildings;Tytsjerksteradiel;2018;1
4830;Public buildings;Uden;2013;4
4831;Public buildings;Uden;2014;4
4832;Public buildings;Uden;2015;4
4833;Public buildings;Uden;2016;4
4834;Public buildings;Uden;2017;4
4835;Public buildings;Uden;2018;4
4836;Public buildings;Uitgeest;2013;1
4837;Public buildings;Uitgeest;2014;1
4838;Public buildings;Uitgeest;2015;1
4839;Public buildings;Uitgeest;2016;1
4840;Public buildings;Uitgeest;2017;1
4841;Public buildings;Uitgeest;2018;1
4842;Public buildings;Uithoorn;2013;0
4843;Public buildings;Uithoorn;2014;0
4844;Public buildings;Uithoorn;2015;0
4845;Public buildings;Uithoorn;2016;0
4846;Public buildings;Uithoorn;2017;0
4847;Public buildings;Uithoorn;2018;0
4848;Public buildings;Urk;2013;1
4849;Public buildings;Urk;2014;1
4850;Public buildings;Urk;2015;1
4851;Public buildings;Urk;2016;1
4852;Public buildings;Urk;2017;1
4853;Public buildings;Urk;2018;1
4854;Public buildings;Utrecht (municipality);2013;55
4855;Public buildings;Utrecht (municipality);2014;55
4856;Public buildings;Utrecht (municipality);2015;52
4857;Public buildings;Utrecht (municipality);2016;55
4858;Public buildings;Utrecht (municipality);2017;55
4859;Public buildings;Utrecht (municipality);2018;55
4860;Public buildings;Utrechtse Heuvelrug;2013;2
4861;Public buildings;Utrechtse Heuvelrug;2014;2
4862;Public buildings;Utrechtse Heuvelrug;2015;2
4863;Public buildings;Utrechtse Heuvelrug;2016;2
4864;Public buildings;Utrechtse Heuvelrug;2017;2
4865;Public buildings;Utrechtse Heuvelrug;2018;2
4866;Public buildings;Vaals;2013;3
4867;Public buildings;Vaals;2014;3
4868;Public buildings;Vaals;2015;3
4869;Public buildings;Vaals;2016;3
4870;Public buildings;Vaals;2017;3
4871;Public buildings;Vaals;2018;3
4872;Public buildings;Valkenburg aan de Geul;2013;3
4873;Public buildings;Valkenburg aan de Geul;2014;3
4874;Public buildings;Valkenburg aan de Geul;2015;3
4875;Public buildings;Valkenburg aan de Geul;2016;3
4876;Public buildings;Valkenburg aan de Geul;2017;3
4877;Public buildings;Valkenburg aan de Geul;2018;3
4878;Public buildings;Valkenswaard;2013;1
4879;Public buildings;Valkenswaard;2014;1
4880;Public buildings;Valkenswaard;2015;1
4881;Public buildings;Valkenswaard;2016;1
4882;Public buildings;Valkenswaard;2017;1
4883;Public buildings;Valkenswaard;2018;1
4884;Public buildings;Veendam;2013;4
4885;Public buildings;Veendam;2014;4
4886;Public buildings;Veendam;2015;4
4887;Public buildings;Veendam;2016;4
4888;Public buildings;Veendam;2017;4
4889;Public buildings;Veendam;2018;4
4890;Public buildings;Veenendaal;2013;0
4891;Public buildings;Veenendaal;2014;0
4892;Public buildings;Veenendaal;2015;0
4893;Public buildings;Veenendaal;2016;0
4894;Public buildings;Veenendaal;2017;0
4895;Public buildings;Veenendaal;2018;0
4896;Public buildings;Veere;2013;15
4897;Public buildings;Veere;2014;15
4898;Public buildings;Veere;2015;15
4899;Public buildings;Veere;2016;15
4900;Public buildings;Veere;2017;15
4901;Public buildings;Veere;2018;15
4902;Public buildings;Veldhoven;2013;0
4903;Public buildings;Veldhoven;2014;0
4904;Public buildings;Veldhoven;2015;0
4905;Public buildings;Veldhoven;2016;0
4906;Public buildings;Veldhoven;2017;0
4907;Public buildings;Veldhoven;2018;0
4908;Public buildings;Velsen;2013;4
4909;Public buildings;Velsen;2014;5
4910;Public buildings;Velsen;2015;5
4911;Public buildings;Velsen;2016;5
4912;Public buildings;Velsen;2017;5
4913;Public buildings;Velsen;2018;5
4914;Public buildings;Venlo;2013;13
4915;Public buildings;Venlo;2014;13
4916;Public buildings;Venlo;2015;13
4917;Public buildings;Venlo;2016;13
4918;Public buildings;Venlo;2017;13
4919;Public buildings;Venlo;2018;13
4920;Public buildings;Venray;2013;6
4921;Public buildings;Venray;2014;6
4922;Public buildings;Venray;2015;6
4923;Public buildings;Venray;2016;6
4924;Public buildings;Venray;2017;6
4925;Public buildings;Venray;2018;6
4926;Public buildings;Vianen;2013;2
4927;Public buildings;Vianen;2014;2
4928;Public buildings;Vianen;2015;2
4929;Public buildings;Vianen;2016;2
4930;Public buildings;Vianen;2017;2
4931;Public buildings;Vianen;2018;2
4932;Public buildings;Vlaardingen;2013;3
4933;Public buildings;Vlaardingen;2014;3
4934;Public buildings;Vlaardingen;2015;3
4935;Public buildings;Vlaardingen;2016;3
4936;Public buildings;Vlaardingen;2017;3
4937;Public buildings;Vlaardingen;2018;3
4938;Public buildings;Vlieland;2013;1
4939;Public buildings;Vlieland;2014;1
4940;Public buildings;Vlieland;2015;1
4941;Public buildings;Vlieland;2016;1
4942;Public buildings;Vlieland;2017;1
4943;Public buildings;Vlieland;2018;1
4944;Public buildings;Vlissingen;2013;9
4945;Public buildings;Vlissingen;2014;9
4946;Public buildings;Vlissingen;2015;9
4947;Public buildings;Vlissingen;2016;9
4948;Public buildings;Vlissingen;2017;9
4949;Public buildings;Vlissingen;2018;9
4950;Public buildings;Voerendaal;2013;0
4951;Public buildings;Voerendaal;2014;0
4952;Public buildings;Voerendaal;2015;0
4953;Public buildings;Voerendaal;2016;0
4954;Public buildings;Voerendaal;2017;0
4955;Public buildings;Voerendaal;2018;0
4956;Public buildings;Voorschoten;2013;0
4957;Public buildings;Voorschoten;2014;0
4958;Public buildings;Voorschoten;2015;0
4959;Public buildings;Voorschoten;2016;0
4960;Public buildings;Voorschoten;2017;0
4961;Public buildings;Voorschoten;2018;0
4962;Public buildings;Voorst;2013;2
4963;Public buildings;Voorst;2014;2
4964;Public buildings;Voorst;2015;2
4965;Public buildings;Voorst;2016;2
4966;Public buildings;Voorst;2017;2
4967;Public buildings;Voorst;2018;2
4968;Public buildings;Vught;2013;12
4969;Public buildings;Vught;2014;12
4970;Public buildings;Vught;2015;12
4971;Public buildings;Vught;2016;12
4972;Public buildings;Vught;2017;12
4973;Public buildings;Vught;2018;12
4974;Public buildings;Waadhoeke;2013;11
4975;Public buildings;Waadhoeke;2014;11
4976;Public buildings;Waadhoeke;2015;11
4977;Public buildings;Waadhoeke;2016;11
4978;Public buildings;Waadhoeke;2017;11
4979;Public buildings;Waadhoeke;2018;11
4980;Public buildings;Waalre;2013;1
4981;Public buildings;Waalre;2014;1
4982;Public buildings;Waalre;2015;1
4983;Public buildings;Waalre;2016;1
4984;Public buildings;Waalre;2017;1
4985;Public buildings;Waalre;2018;1
4986;Public buildings;Waalwijk;2013;5
4987;Public buildings;Waalwijk;2014;5
4988;Public buildings;Waalwijk;2015;5
4989;Public buildings;Waalwijk;2016;5
4990;Public buildings;Waalwijk;2017;5
4991;Public buildings;Waalwijk;2018;5
4992;Public buildings;Waddinxveen;2013;1
4993;Public buildings;Waddinxveen;2014;1
4994;Public buildings;Waddinxveen;2015;1
4995;Public buildings;Waddinxveen;2016;1
4996;Public buildings;Waddinxveen;2017;1
4997;Public buildings;Waddinxveen;2018;1
4998;Public buildings;Wageningen;2013;8
4999;Public buildings;Wageningen;2014;8
5000;Public buildings;Wageningen;2015;9
5001;Public buildings;Wageningen;2016;9
5002;Public buildings;Wageningen;2017;9
5003;Public buildings;Wageningen;2018;9
5004;Public buildings;Wassenaar;2013;5
5005;Public buildings;Wassenaar;2014;5
5006;Public buildings;Wassenaar;2015;5
5007;Public buildings;Wassenaar;2016;5
5008;Public buildings;Wassenaar;2017;5
5009;Public buildings;Wassenaar;2018;5
5010;Public buildings;Waterland;2013;4
5011;Public buildings;Waterland;2014;4
5012;Public buildings;Waterland;2015;4
5013;Public buildings;Waterland;2016;4
5014;Public buildings;Waterland;2017;4
5015;Public buildings;Waterland;2018;4
5016;Public buildings;Weert;2013;13
5017;Public buildings;Weert;2014;13
5018;Public buildings;Weert;2015;13
5019;Public buildings;Weert;2016;13
5020;Public buildings;Weert;2017;13
5021;Public buildings;Weert;2018;13
5022;Public buildings;Weesp;2013;2
5023;Public buildings;Weesp;2014;2
5024;Public buildings;Weesp;2015;2
5025;Public buildings;Weesp;2016;2
5026;Public buildings;Weesp;2017;2
5027;Public buildings;Weesp;2018;2
5028;Public buildings;Werkendam;2013;0
5029;Public buildings;Werkendam;2014;0
5030;Public buildings;Werkendam;2015;8
5031;Public buildings;Werkendam;2016;8
5032;Public buildings;Werkendam;2017;8
5033;Public buildings;Werkendam;2018;8
5034;Public buildings;West Maas en Waal;2013;2
5035;Public buildings;West Maas en Waal;2014;2
5036;Public buildings;West Maas en Waal;2015;2
5037;Public buildings;West Maas en Waal;2016;2
5038;Public buildings;West Maas en Waal;2017;2
5039;Public buildings;West Maas en Waal;2018;2
5040;Public buildings;Westerveld;2013;7
5041;Public buildings;Westerveld;2014;7
5042;Public buildings;Westerveld;2015;7
5043;Public buildings;Westerveld;2016;7
5044;Public buildings;Westerveld;2017;7
5045;Public buildings;Westerveld;2018;7
5046;Public buildings;Westervoort;2013;0
5047;Public buildings;Westervoort;2014;0
5048;Public buildings;Westervoort;2015;0
5049;Public buildings;Westervoort;2016;0
5050;Public buildings;Westervoort;2017;0
5051;Public buildings;Westervoort;2018;0
5052;Public buildings;Westerwolde;2013;5
5053;Public buildings;Westerwolde;2014;5
5054;Public buildings;Westerwolde;2015;5
5055;Public buildings;Westerwolde;2016;5
5056;Public buildings;Westerwolde;2017;5
5057;Public buildings;Westerwolde;2018;5
5058;Public buildings;Westland;2013;3
5059;Public buildings;Westland;2014;3
5060;Public buildings;Westland;2015;3
5061;Public buildings;Westland;2016;3
5062;Public buildings;Westland;2017;3
5063;Public buildings;Westland;2018;3
5064;Public buildings;Weststellingwerf;2013;2
5065;Public buildings;Weststellingwerf;2014;2
5066;Public buildings;Weststellingwerf;2015;2
5067;Public buildings;Weststellingwerf;2016;2
5068;Public buildings;Weststellingwerf;2017;2
5069;Public buildings;Weststellingwerf;2018;2
5070;Public buildings;Westvoorne;2013;0
5071;Public buildings;Westvoorne;2014;0
5072;Public buildings;Westvoorne;2015;0
5073;Public buildings;Westvoorne;2016;0
5074;Public buildings;Westvoorne;2017;0
5075;Public buildings;Westvoorne;2018;0
5076;Public buildings;Wierden;2013;0
5077;Public buildings;Wierden;2014;0
5078;Public buildings;Wierden;2015;0
5079;Public buildings;Wierden;2016;0
5080;Public buildings;Wierden;2017;0
5081;Public buildings;Wierden;2018;0
5082;Public buildings;Wijchen;2013;0
5083;Public buildings;Wijchen;2014;0
5084;Public buildings;Wijchen;2015;0
5085;Public buildings;Wijchen;2016;0
5086;Public buildings;Wijchen;2017;0
5087;Public buildings;Wijchen;2018;0
5088;Public buildings;Wijdemeren;2013;14
5089;Public buildings;Wijdemeren;2014;11
5090;Public buildings;Wijdemeren;2015;11
5091;Public buildings;Wijdemeren;2016;11
5092;Public buildings;Wijdemeren;2017;11
5093;Public buildings;Wijdemeren;2018;11
5094;Public buildings;Wijk bij Duurstede;2013;1
5095;Public buildings;Wijk bij Duurstede;2014;1
5096;Public buildings;Wijk bij Duurstede;2015;1
5097;Public buildings;Wijk bij Duurstede;2016;5
5098;Public buildings;Wijk bij Duurstede;2017;5
5099;Public buildings;Wijk bij Duurstede;2018;5
5100;Public buildings;Winsum;2013;3
5101;Public buildings;Winsum;2014;3
5102;Public buildings;Winsum;2015;3
5103;Public buildings;Winsum;2016;3
5104;Public buildings;Winsum;2017;3
5105;Public buildings;Winsum;2018;3
5106;Public buildings;Winterswijk;2013;2
5107;Public buildings;Winterswijk;2014;2
5108;Public buildings;Winterswijk;2015;2
5109;Public buildings;Winterswijk;2016;2
5110;Public buildings;Winterswijk;2017;2
5111;Public buildings;Winterswijk;2018;2
5112;Public buildings;Woensdrecht;2013;0
5113;Public buildings;Woensdrecht;2014;0
5114;Public buildings;Woensdrecht;2015;0
5115;Public buildings;Woensdrecht;2016;0
5116;Public buildings;Woensdrecht;2017;0
5117;Public buildings;Woensdrecht;2018;0
5118;Public buildings;Woerden;2013;5
5119;Public buildings;Woerden;2014;5
5120;Public buildings;Woerden;2015;5
5121;Public buildings;Woerden;2016;5
5122;Public buildings;Woerden;2017;5
5123;Public buildings;Woerden;2018;5
5124;Public buildings;De Wolden;2013;1
5125;Public buildings;De Wolden;2014;1
5126;Public buildings;De Wolden;2015;1
5127;Public buildings;De Wolden;2016;1
5128;Public buildings;De Wolden;2017;1
5129;Public buildings;De Wolden;2018;1
5130;Public buildings;Wormerland;2013;2
5131;Public buildings;Wormerland;2014;2
5132;Public buildings;Wormerland;2015;2
5133;Public buildings;Wormerland;2016;2
5134;Public buildings;Wormerland;2017;2
5135;Public buildings;Wormerland;2018;2
5136;Public buildings;Woudenberg;2013;1
5137;Public buildings;Woudenberg;2014;1
5138;Public buildings;Woudenberg;2015;1
5139;Public buildings;Woudenberg;2016;1
5140;Public buildings;Woudenberg;2017;1
5141;Public buildings;Woudenberg;2018;1
5142;Public buildings;Woudrichem;2013;13
5143;Public buildings;Woudrichem;2014;13
5144;Public buildings;Woudrichem;2015;13
5145;Public buildings;Woudrichem;2016;13
5146;Public buildings;Woudrichem;2017;13
5147;Public buildings;Woudrichem;2018;13
5148;Public buildings;Zaanstad;2013;17
5149;Public buildings;Zaanstad;2014;17
5150;Public buildings;Zaanstad;2015;17
5151;Public buildings;Zaanstad;2016;18
5152;Public buildings;Zaanstad;2017;18
5153;Public buildings;Zaanstad;2018;18
5154;Public buildings;Zaltbommel;2013;4
5155;Public buildings;Zaltbommel;2014;4
5156;Public buildings;Zaltbommel;2015;4
5157;Public buildings;Zaltbommel;2016;4
5158;Public buildings;Zaltbommel;2017;4
5159;Public buildings;Zaltbommel;2018;4
5160;Public buildings;Zandvoort;2013;1
5161;Public buildings;Zandvoort;2014;1
5162;Public buildings;Zandvoort;2015;1
5163;Public buildings;Zandvoort;2016;1
5164;Public buildings;Zandvoort;2017;1
5165;Public buildings;Zandvoort;2018;1
5166;Public buildings;Zederik;2013;1
5167;Public buildings;Zederik;2014;1
5168;Public buildings;Zederik;2015;1
5169;Public buildings;Zederik;2016;1
5170;Public buildings;Zederik;2017;1
5171;Public buildings;Zederik;2018;1
5172;Public buildings;Zeewolde;2013;0
5173;Public buildings;Zeewolde;2014;0
5174;Public buildings;Zeewolde;2015;0
5175;Public buildings;Zeewolde;2016;0
5176;Public buildings;Zeewolde;2017;0
5177;Public buildings;Zeewolde;2018;0
5178;Public buildings;Zeist;2013;9
5179;Public buildings;Zeist;2014;9
5180;Public buildings;Zeist;2015;9
5181;Public buildings;Zeist;2016;9
5182;Public buildings;Zeist;2017;9
5183;Public buildings;Zeist;2018;9
5184;Public buildings;Zevenaar;2013;1
5185;Public buildings;Zevenaar;2014;1
5186;Public buildings;Zevenaar;2015;1
5187;Public buildings;Zevenaar;2016;1
5188;Public buildings;Zevenaar;2017;1
5189;Public buildings;Zevenaar;2018;1
5190;Public buildings;Zoetermeer;2013;0
5191;Public buildings;Zoetermeer;2014;0
5192;Public buildings;Zoetermeer;2015;0
5193;Public buildings;Zoetermeer;2016;0
5194;Public buildings;Zoetermeer;2017;0
5195;Public buildings;Zoetermeer;2018;0
5196;Public buildings;Zoeterwoude;2013;0
5197;Public buildings;Zoeterwoude;2014;0
5198;Public buildings;Zoeterwoude;2015;0
5199;Public buildings;Zoeterwoude;2016;0
5200;Public buildings;Zoeterwoude;2017;0
5201;Public buildings;Zoeterwoude;2018;0
5202;Public buildings;Zuidhorn;2013;5
5203;Public buildings;Zuidhorn;2014;5
5204;Public buildings;Zuidhorn;2015;5
5205;Public buildings;Zuidhorn;2016;5
5206;Public buildings;Zuidhorn;2017;5
5207;Public buildings;Zuidhorn;2018;5
5208;Public buildings;Zuidplas;2013;1
5209;Public buildings;Zuidplas;2014;1
5210;Public buildings;Zuidplas;2015;1
5211;Public buildings;Zuidplas;2016;1
5212;Public buildings;Zuidplas;2017;1
5213;Public buildings;Zuidplas;2018;1
5214;Public buildings;Zundert;2013;2
5215;Public buildings;Zundert;2014;2
5216;Public buildings;Zundert;2015;2
5217;Public buildings;Zundert;2016;2
5218;Public buildings;Zundert;2017;2
5219;Public buildings;Zundert;2018;2
5220;Public buildings;Zutphen;2013;5
5221;Public buildings;Zutphen;2014;5
5222;Public buildings;Zutphen;2015;5
5223;Public buildings;Zutphen;2016;5
5224;Public buildings;Zutphen;2017;5
5225;Public buildings;Zutphen;2018;5
5226;Public buildings;Zwartewaterland;2013;1
5227;Public buildings;Zwartewaterland;2014;1
5228;Public buildings;Zwartewaterland;2015;1
5229;Public buildings;Zwartewaterland;2016;1
5230;Public buildings;Zwartewaterland;2017;1
5231;Public buildings;Zwartewaterland;2018;1
5232;Public buildings;Zwijndrecht;2013;1
5233;Public buildings;Zwijndrecht;2014;1
5234;Public buildings;Zwijndrecht;2015;1
5235;Public buildings;Zwijndrecht;2016;1
5236;Public buildings;Zwijndrecht;2017;1
5237;Public buildings;Zwijndrecht;2018;1
5238;Public buildings;Zwolle;2013;15
5239;Public buildings;Zwolle;2014;15
5240;Public buildings;Zwolle;2015;15
5241;Public buildings;Zwolle;2016;15
5242;Public buildings;Zwolle;2017;15
5243;Public buildings;Zwolle;2018;15
5244;Defence works ;The Netherlands;2013;1709
5245;Defence works ;The Netherlands;2014;1721
5246;Defence works ;The Netherlands;2015;1812
5247;Defence works ;The Netherlands;2016;1914
5248;Defence works ;The Netherlands;2017;1920
5249;Defence works ;The Netherlands;2018;1920
5250;Defence works ;Noord-Nederland (LD);2013;77
5251;Defence works ;Noord-Nederland (LD);2014;74
5252;Defence works ;Noord-Nederland (LD);2015;75
5253;Defence works ;Noord-Nederland (LD);2016;76
5254;Defence works ;Noord-Nederland (LD);2017;76
5255;Defence works ;Noord-Nederland (LD);2018;76
5256;Defence works ;Oost-Nederland (LD);2013;393
5257;Defence works ;Oost-Nederland (LD);2014;443
5258;Defence works ;Oost-Nederland (LD);2015;481
5259;Defence works ;Oost-Nederland (LD);2016;483
5260;Defence works ;Oost-Nederland (LD);2017;490
5261;Defence works ;Oost-Nederland (LD);2018;490
5262;Defence works ;West-Nederland (LD);2013;707
5263;Defence works ;West-Nederland (LD);2014;695
5264;Defence works ;West-Nederland (LD);2015;723
5265;Defence works ;West-Nederland (LD);2016;826
5266;Defence works ;West-Nederland (LD);2017;826
5267;Defence works ;West-Nederland (LD);2018;826
5268;Defence works ;Zuid-Nederland (LD);2013;532
5269;Defence works ;Zuid-Nederland (LD);2014;509
5270;Defence works ;Zuid-Nederland (LD);2015;533
5271;Defence works ;Zuid-Nederland (LD);2016;529
5272;Defence works ;Zuid-Nederland (LD);2017;528
5273;Defence works ;Zuid-Nederland (LD);2018;528
5274;Defence works ;Groningen (PV);2013;16
5275;Defence works ;Groningen (PV);2014;16
5276;Defence works ;Groningen (PV);2015;17
5277;Defence works ;Groningen (PV);2016;17
5278;Defence works ;Groningen (PV);2017;17
5279;Defence works ;Groningen (PV);2018;17
5280;Defence works ;Friesland (PV);2013;55
5281;Defence works ;Friesland (PV);2014;52
5282;Defence works ;Friesland (PV);2015;52
