ID;RegioS;Perioden;BrutoUitgavenCultuurSportRecreatie_1;NettoUitgavenCultuurSportRecreatie_2;InkomstenCultuurSportRecreatie_3;BrutoUitgavenKunstenTotaal_4;NettoUitgavenKunstenTotaal_5;InkomstenKunstenTotaal_6;BrutoUitgavenBeroepsuitvKunst_7;NettoUitgavenBeroepsuitvKunst_8;InkomstenBeroepsuitvKunst_9;BrutoUitgavenAmateurkunst_10;NettoUitgavenAmateurkunst_11;InkomstenAmateurkunst_12;BrutoUitgavenKunstaccommodaties_13;NettoUitgavenKunstaccommodaties_14;InkomstenKunstaccommodaties_15;BrutoUitgavenScheppendeKunst_16;NettoUitgavenScheppendeKunst_17;InkomstenScheppendeKunst_18;BrutoUitgMuzischeEnCultVorm_19;NettoUitgMuzischeEnCultVorm_20;InkomstenMuzischeEnCultVorm_21;BrutoUitgavenOverigeKunsten_22;NettoUitgavenOverigeKunsten_23;InkomstenOverigeKunsten_24;BrutoUitgCultuurbEnVerspreiding_25;NettoUitgCultuurbEnVerspreiding_26;InkomstenCultuurbEnVerspreiding_27;BrutoUitgavenMusea_28;NettoUitgavenMusea_29;InkomstenMusea_30;BrutoUitgavenMonumenten_31;NettoUitgavenMonumenten_32;InkomstenMonumenten_33;BrutoUitgavenBibliotheken_34;NettoUitgavenBibliotheken_35;InkomstenBibliotheken_36;BrutoUitgavenMedia_37;NettoUitgavenMedia_38;InkomstenMedia_39;BrutoUitgavenArchieven_40;NettoUitgavenArchieven_41;InkomstenArchieven_42;BrutoUitgavenSportTotaal_43;NettoUitgavenSportTotaal_44;InkomstenSportTotaal_45;BrutoUitgavenSportaccommodaties_46;NettoUitgavenSportaccommodaties_47;InkomstenSportaccommodaties_48;BrutoUitgavenSportclubsEnRaden_49;NettoUitgavenSportclubsEnRaden_50;InkomstenSportclubsEnRaden_51;BrutoUitgavenOverigeSport_52;NettoUitgavenOverigeSport_53;InkomstenOverigeSport_54;BrutoUitgavenRecreatieTotaal_55;NettoUitgavenRecreatieTotaal_56;InkomstenRecreatieTotaal_57;BrutoUitgavenOpenbaarGroen_58;NettoUitgavenOpenbaarGroen_59;InkomstenOpenbaarGroen_60;BrutoUitgOpenluchtrecreatieveVoorz_61;NettoUitgOpenluchtrecreatieveVoorz_62;InkomstenOpenluchtrecreatieveVoorz_63
15;1;2000;1619;1334;285;300;290;10;148;148;0;10;10;0;0;0;0;42;42;0;28;28;0;72;61;10;1220;948;272;189;189;0;112;112;0;55;55;0;830;587;243;33;4;29;61;60;1;5;5;0;55;55;0;1;0;1;37.0;36.0;1.0;7.0;7.0;0.0;30.0;29.0;1.0
16;1;2001;1663;1393;270;346;335;11;181;181;0;12;12;0;0;0;0;60;60;0;36;36;0;57;46;11;1215;958;257;145;145;0;134;134;0;67;67;0;836;605;231;32;7;25;64;62;1;7;7;0;56;56;0;1;0;1;39.0;38.0;1.0;4.0;4.0;0.0;34.0;33.0;1.0
17;1;2002;1710;1437;272;367;356;12;188;188;0;13;13;0;0;0;0;65;65;0;42;42;0;60;48;12;1236;984;252;152;152;0;101;101;0;68;68;0;881;659;222;33;4;30;70;62;8;7;7;0;62;54;8;1;1;0;37.0;36.0;1.0;3.0;3.0;0.0;34.0;33.0;1.0
18;1;2003;1733;1435;298;368;363;5;194;194;0;13;13;0;0;0;0;65;65;0;42;42;0;53;48;5;1256;965;291;154;154;0;108;108;0;70;70;0;881;627;254;43;6;37;73;72;1;7;7;0;65;64;1;1;1;0;36.0;35.0;1.0;3.0;3.0;0.0;32.0;31.0;1.0
19;1;2004;1684;1369;315;358;342;16;195;195;0;14;14;0;0;0;0;67;67;0;33;33;0;49;33;16;1252;954;298;164;164;0;109;109;0;69;69;0;867;608;259;43;5;39;74;73;1;7;7;0;66;65;1;1;1;0;;;;;;;;;
20;1;2005;1754;1400;355;369;352;17;208;208;0;13;13;0;0;0;0;95;95;0;13;13;0;39;22;17;1318;981;336;184;184;0;176;78;98;71;71;0;845;606;239;42;42;0;67;66;1;7;7;0;59;59;1;1;1;0;;;;;;;;;
21;1;2006;1842;1576;266;427;415;12;229;229;0;12;12;0;0;0;0;134;134;0;16;16;0;35;23;12;1297;1044;253;185;185;0;227;227;0;83;83;0;758;506;253;43;43;0;119;118;1;7;7;0;6;6;0;106;105;1;;;;;;;;;
22;1;2007;1793;1516;277;468;443;25;243;243;0;12;12;0;0;0;0;157;157;0;17;17;0;39;15;25;1228;977;251;210;210;0;77;77;0;101;101;0;783;532;251;57;57;0;97;96;1;2;2;0;8;8;0;87;86;1;;;;;;;;;
23;1;2008;1980;1689;291;503;487;16;254;254;0;12;12;0;0;0;0;177;164;12;11;11;0;49;45;4;1372;1099;273;205;200;4;132;128;4;98;85;12;888;636;252;50;50;0;105;103;1;0;0;0;10;10;0;95;93;1;;;;;;;;;
24;1;2009;2006;1721;286;532;517;15;283;283;0;10;10;0;0;0;0;199;187;12;4;4;0;35;31;3;1361;1093;269;214;210;5;93;88;5;97;85;12;902;655;248;55;55;0;113;111;2;0;0;0;69;69;0;45;42;2;;;;;;;;;
25;1;2010;2063;1796;267;564;550;14;285;285;0;10;10;0;0;0;0;225;214;11;5;5;0;39;37;2;1385;1135;251;223;218;6;113;108;6;95;83;11;902;674;228;52;52;0;113;111;2;0;0;0;65;65;0;48;46;2;;;;;;;;;
26;1;2011;2000;1772;229;514;510;5;286;286;0;10;10;0;0;0;0;177;177;0;4;4;0;36;32;5;1387;1166;221;214;199;15;113;98;15;95;95;0;912;722;191;51;51;0;100;96;3;0;0;0;60;60;0;40;36;3;;;;;;;;;
27;1;2012;2035;1799;236;545;544;1;277;277;0;9;9;0;0;0;0;172;172;0;3;3;0;84;83;1;1410;1178;232;205;196;8;94;87;8;107;107;0;951;736;216;53;53;0;80;76;3;0;0;0;66;66;0;14;11;3;;;;;;;;;
28;2;1999;248;158;90;53;41;12;13;12;0;1;1;0;0;0;0;19;11;8;9;8;1;11;8;3;150;80;69;28;24;4;23;21;2;28;27;1;70;7;63;0;0;0;6;6;0;1;1;0;4;4;0;1;1;0;39.0;30.0;9.0;0.0;0.0;0.0;39.0;30.0;9.0
29;2;2000;282;199;83;52;38;13;8;7;1;1;1;0;1;0;1;11;4;7;9;8;0;22;18;4;187;128;59;23;19;4;20;20;0;32;31;0;112;57;55;0;0;0;5;5;0;0;0;0;4;4;0;0;0;0;39.0;28.0;10.0;0.0;0.0;0.0;39.0;28.0;10.0
30;2;2001;336;240;97;78;59;19;8;7;0;2;2;0;1;1;0;13;6;7;10;10;1;45;34;11;209;143;66;25;22;3;28;24;4;34;33;1;121;63;57;1;1;0;5;5;0;0;0;0;5;5;0;0;0;0;44.0;32.0;12.0;0.0;0.0;0.0;44.0;32.0;12.0
31;2;2002;354;266;88;87;68;19;7;7;0;2;2;0;2;2;0;13;6;7;12;11;1;51;41;10;211;156;55;29;24;4;31;28;3;41;36;5;110;67;43;0;0;0;9;8;0;2;2;0;6;6;0;0;0;0;47.0;34.0;14.0;0.0;0.0;0.0;47.0;34.0;14.0
32;2;2003;386;285;101;92;73;19;8;8;0;2;2;0;4;4;0;14;8;5;12;11;0;53;39;14;230;171;59;33;28;5;36;32;4;45;38;7;116;72;44;1;1;0;13;10;3;5;5;0;6;6;1;3;0;3;50.0;31.0;19.0;0.0;0.0;0.0;50.0;31.0;19.0
33;2;2004;333;256;76;91;72;19;10;10;0;2;2;0;5;5;0;12;9;3;10;10;0;52;37;15;233;177;56;30;25;4;37;35;1;48;41;7;119;75;44;1;1;0;8;7;1;2;2;0;5;5;1;1;1;0;;;;;;;;;
34;2;2005;347;280;66;88;72;16;10;9;1;2;1;0;3;3;0;10;7;3;21;19;3;42;33;9;249;200;49;36;32;4;44;42;2;48;41;7;116;81;36;4;4;0;9;8;1;1;1;0;6;5;1;2;2;0;;;;;;;;;
35;2;2006;375;340;34;95;80;15;5;5;0;2;1;0;3;3;0;10;6;4;22;20;3;52;44;8;269;251;19;37;34;3;50;44;6;51;43;8;127;126;1;5;4;0;11;10;1;2;2;0;6;5;1;2;2;0;;;;;;;;;
36;2;2007;400;356;44;105;89;17;6;6;0;2;2;0;11;11;0;10;7;4;22;20;3;53;44;9;285;259;27;41;37;4;51;46;4;59;42;17;129;128;1;5;5;0;9;8;1;1;1;0;6;5;1;2;2;0;;;;;;;;;
37;2;2008;413;376;37;107;90;16;9;9;0;2;2;0;11;11;0;14;9;4;20;17;2;52;42;9;290;270;20;40;37;4;50;49;1;59;45;14;136;135;1;5;5;0;17;16;1;2;2;0;13;12;0;2;2;0;;;;;;;;;
38;2;2009;456;447;9;116;116;0;10;10;0;2;2;0;14;14;0;12;12;0;20;20;0;58;58;0;326;318;8;47;43;4;84;82;2;49;47;1;141;141;1;5;5;0;14;14;0;1;1;0;9;9;0;5;5;0;;;;;;;;;
39;2;2010;504;492;12;152;150;2;11;11;0;3;3;0;23;23;0;10;10;0;23;23;0;81;80;1;338;328;10;51;46;5;88;84;4;47;47;1;145;145;0;6;6;0;15;15;0;1;1;0;9;9;0;5;5;0;;;;;;;;;
40;2;2011;512;501;11;168;165;3;12;12;0;3;3;0;37;37;0;9;9;0;30;29;1;76;74;2;316;308;8;46;41;5;75;73;2;46;46;1;144;144;0;5;5;0;28;28;0;2;2;0;11;11;0;16;16;0;;;;;;;;;
41;2;2012;469;456;14;129;126;3;11;11;0;2;2;0;19;19;0;8;8;0;28;27;2;60;59;1;326;315;11;48;43;5;78;73;5;47;47;1;148;147;0;5;5;0;15;15;0;0;0;0;7;7;0;8;8;0;;;;;;;;;
42;3;1999;2896;2368;528;560;440;119;65;60;5;20;19;1;230;157;73;42;25;17;159;141;19;43;38;5;607;518;89;133;105;28;88;69;19;333;298;34;6;4;2;48;42;5;855;615;240;775;554;221;44;36;8;36;25;11;874.0;795.0;79.0;658.0;628.0;29.0;216.0;167.0;49.0
43;3;2000;3187;2581;606;653;509;144;82;71;11;27;24;2;253;167;87;44;29;15;170;152;18;76;65;11;651;550;101;142;112;30;91;71;21;347;307;40;8;5;3;63;56;8;924;660;264;809;565;244;71;63;8;44;32;12;960.0;862.0;98.0;731.0;683.0;48.0;229.0;179.0;50.0
44;3;2001;3518;2880;638;740;569;171;55;49;6;31;30;1;315;207;108;40;25;15;192;169;22;107;89;17;702;598;104;163;130;34;93;69;23;377;340;37;9;7;2;59;51;8;989;712;276;876;624;252;67;57;10;46;31;14;1088.0;1001.0;87.0;820.0;785.0;35.0;268.0;216.0;52.0
45;3;2002;3784;3120;664;785;618;167;56;49;6;35;33;2;332;227;105;45;29;16;211;188;23;107;92;15;725;628;97;167;135;32;97;79;18;388;351;37;10;7;2;63;55;9;1062;781;281;925;672;253;84;70;14;53;39;14;1211.0;1093.0;118.0;939.0;879.0;60.0;272.0;214.0;58.0
46;3;2003;3990;3249;741;846;669;176;68;60;7;34;33;1;355;247;109;46;28;19;217;193;24;125;109;16;773;663;110;186;151;35;99;80;19;413;371;42;11;8;2;65;53;12;1158;813;345;998;692;305;90;74;16;70;47;24;1213.0;1103.0;110.0;935.0;892.0;44.0;278.0;212.0;66.0
47;3;2004;2824;2214;611;860;694;166;60;56;4;35;33;2;357;261;95;52;28;23;230;206;25;126;110;16;805;700;104;205;167;39;103;89;14;425;383;42;10;9;1;61;52;9;1159;819;340;1002;691;311;87;72;15;71;57;15;;;;;;;;;
48;3;2005;2844;2220;624;860;685;174;61;56;5;37;35;2;303;213;90;56;33;23;244;215;29;159;133;26;819;688;131;189;151;37;135;99;36;430;383;47;11;10;1;55;44;10;1166;847;319;983;712;272;102;84;17;80;51;30;;;;;;;;;
49;3;2006;2948;2332;616;857;715;142;58;51;7;35;34;2;318;239;79;59;42;17;261;237;24;126;112;14;850;722;129;182;159;23;140;103;37;450;408;41;12;11;1;66;40;26;1241;895;346;1083;770;313;110;89;21;48;36;12;;;;;;;;;
50;3;2007;3037;2413;624;880;744;136;66;60;6;39;37;2;337;265;73;59;44;15;241;214;26;138;124;15;880;757;124;195;169;26;136;97;39;458;416;42;13;12;1;79;64;15;1276;912;364;1107;782;325;110;85;25;59;45;15;;;;;;;;;
51;3;2008;3245;2618;626;944;810;134;68;62;6;41;40;2;354;290;64;68;51;17;260;232;28;152;135;17;932;815;117;231;199;32;109;87;22;479;433;45;14;11;3;100;85;15;1369;993;376;1189;850;339;120;97;23;60;46;14;;;;;;;;;
52;3;2009;3486;2855;631;1026;888;138;73;66;7;48;43;5;393;321;73;81;70;11;271;244;27;161;145;16;972;865;107;237;209;28;134;105;29;499;462;36;14;11;3;89;77;11;1488;1101;386;1259;917;342;140;113;27;89;72;17;;;;;;;;;
53;3;2010;3527;2896;632;1043;907;136;75;70;5;50;46;3;398;320;78;83;72;11;276;250;27;161;149;12;986;874;112;230;202;29;139;107;32;502;466;36;16;13;3;99;86;13;1499;1115;384;1258;922;337;149;123;26;91;70;21;;;;;;;;;
54;3;2011;3472;2879;593;1029;884;145;77;73;3;50;48;3;398;309;89;82;72;9;264;236;28;158;145;13;979;868;110;231;203;28;124;101;23;508;464;44;19;16;3;96;84;12;1464;1127;337;1243;945;298;131;112;19;89;70;20;;;;;;;;;
55;3;2012;3470;2883;587;1024;890;134;74;71;3;43;41;2;408;323;85;83;75;8;258;234;24;158;146;12;954;845;109;227;195;31;119;94;25;494;457;37;18;15;3;96;84;12;1493;1149;344;1266;957;310;134;119;15;92;72;20;;;;;;;;;
56;4;1999;100;2;98;34;0;34;0;0;0;0;0;0;2;0;2;0;0;0;32;0;31;0;0;0;15;0;15;0;0;0;0;0;0;10;0;10;0;0;0;5;0;5;1;0;1;1;0;1;0;0;0;0;0;0;50.0;1.0;49.0;0.0;0.0;0.0;50.0;1.0;49.0
57;4;2000;109;1;108;36;0;36;0;0;0;0;0;0;1;0;1;0;0;0;34;0;34;0;0;0;20;0;20;0;0;0;0;0;0;8;0;8;0;0;0;12;0;12;1;0;1;1;0;1;0;0;0;0;0;0;53.0;1.0;52.0;0.0;0.0;0.0;53.0;1.0;52.0
58;4;2001;109;1;108;29;0;29;0;0;0;0;0;0;0;0;0;0;0;0;29;0;29;0;0;0;25;0;25;0;0;0;0;0;0;8;0;8;0;0;0;17;0;16;-3;0;-3;-3;0;-3;0;0;0;0;0;0;57.0;0.0;57.0;0.0;0.0;0.0;57.0;0.0;57.0
59;4;2002;105;1;103;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;25;0;25;0;0;0;24;0;23;0;0;0;0;0;0;9;0;9;0;0;0;15;0;14;1;0;1;1;0;1;0;0;0;0;0;0;56.0;1.0;55.0;0.0;0.0;0.0;56.0;1.0;55.0
60;4;2003;111;0;110;31;0;31;0;0;0;0;0;0;0;0;0;0;0;0;31;0;31;0;0;0;25;0;25;0;0;0;0;0;0;9;0;9;0;0;0;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;54.0;0.0;54.0;0.0;0.0;0.0;54.0;0.0;54.0
61;4;2004;58;0;58;31;0;31;0;0;0;0;0;0;0;0;0;0;0;0;31;0;31;0;0;0;26;0;26;0;0;0;0;0;0;10;0;10;0;0;0;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
62;4;2005;66;0;65;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;20;0;0;0;20;0;20;0;0;0;3;0;3;10;0;10;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
63;4;2006;84;0;84;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;20;0;0;0;64;0;64;4;0;4;1;0;1;13;0;13;0;0;0;45;0;45;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
64;4;2007;88;0;88;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;22;0;22;0;0;0;66;0;66;4;0;4;1;0;1;15;0;15;0;0;0;46;0;46;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
65;4;2008;76;0;76;21;0;21;0;0;0;0;0;0;0;0;0;0;0;0;21;0;21;0;0;0;54;0;54;3;0;3;0;0;0;13;0;13;0;0;0;38;0;38;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
66;4;2009;73;0;73;21;0;21;0;0;0;0;0;0;0;0;0;0;0;0;21;0;21;0;0;0;52;0;52;3;0;3;0;0;0;0;0;0;0;0;0;48;0;48;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
67;4;2010;73;0;73;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;0;0;59;0;59;4;0;4;1;0;1;0;0;0;0;0;0;54;0;54;1;0;1;1;0;1;0;0;0;0;0;0;;;;;;;;;
68;4;2011;61;0;61;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;51;0;51;4;0;4;0;0;0;0;0;0;0;0;0;48;0;48;1;0;1;1;0;1;0;0;0;0;0;0;;;;;;;;;
69;4;2012;61;0;61;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;51;0;51;4;0;4;0;0;0;0;0;0;0;0;0;47;0;47;1;0;1;1;0;1;0;0;0;0;0;0;;;;;;;;;
