ID;RegioS;Perioden;BrutoUitgavenCultuurSportRecreatie_1;NettoUitgavenCultuurSportRecreatie_2;InkomstenCultuurSportRecreatie_3;BrutoUitgavenKunstenTotaal_4;NettoUitgavenKunstenTotaal_5;InkomstenKunstenTotaal_6;BrutoUitgavenBeroepsuitvKunst_7;NettoUitgavenBeroepsuitvKunst_8;InkomstenBeroepsuitvKunst_9;BrutoUitgavenAmateurkunst_10;NettoUitgavenAmateurkunst_11;InkomstenAmateurkunst_12;BrutoUitgavenKunstaccommodaties_13;NettoUitgavenKunstaccommodaties_14;InkomstenKunstaccommodaties_15;BrutoUitgavenScheppendeKunst_16;NettoUitgavenScheppendeKunst_17;InkomstenScheppendeKunst_18;BrutoUitgMuzischeEnCultVorm_19;NettoUitgMuzischeEnCultVorm_20;InkomstenMuzischeEnCultVorm_21;BrutoUitgavenOverigeKunsten_22;NettoUitgavenOverigeKunsten_23;InkomstenOverigeKunsten_24;BrutoUitgCultuurbEnVerspreiding_25;NettoUitgCultuurbEnVerspreiding_26;InkomstenCultuurbEnVerspreiding_27;BrutoUitgavenMusea_28;NettoUitgavenMusea_29;InkomstenMusea_30;BrutoUitgavenMonumenten_31;NettoUitgavenMonumenten_32;InkomstenMonumenten_33;BrutoUitgavenBibliotheken_34;NettoUitgavenBibliotheken_35;InkomstenBibliotheken_36;BrutoUitgavenMedia_37;NettoUitgavenMedia_38;InkomstenMedia_39;BrutoUitgavenArchieven_40;NettoUitgavenArchieven_41;InkomstenArchieven_42;BrutoUitgavenSportTotaal_43;NettoUitgavenSportTotaal_44;InkomstenSportTotaal_45;BrutoUitgavenSportaccommodaties_46;NettoUitgavenSportaccommodaties_47;InkomstenSportaccommodaties_48;BrutoUitgavenSportclubsEnRaden_49;NettoUitgavenSportclubsEnRaden_50;InkomstenSportclubsEnRaden_51;BrutoUitgavenOverigeSport_52;NettoUitgavenOverigeSport_53;InkomstenOverigeSport_54;BrutoUitgavenRecreatieTotaal_55;NettoUitgavenRecreatieTotaal_56;InkomstenRecreatieTotaal_57;BrutoUitgavenOpenbaarGroen_58;NettoUitgavenOpenbaarGroen_59;InkomstenOpenbaarGroen_60;BrutoUitgOpenluchtrecreatieveVoorz_61;NettoUitgOpenluchtrecreatieveVoorz_62;InkomstenOpenluchtrecreatieveVoorz_63
0;0;1999;4743;3132;1610;919;740;179;228;224;5;30;29;1;233;157;75;110;86;25;230;179;51;88;66;22;1940;887;1053;291;259;32;178;158;20;423;377;46;966;47;919;81;46;35;890;649;242;777;555;222;76;68;8;37;25;12;993.0;856.0;137.0;661.0;631.0;29.0;333.0;225.0;108.0
1;0;2000;5197;4115;1082;1040;837;203;238;226;11;38;36;2;256;167;88;98;75;22;241;188;53;170;145;25;2077;1625;452;355;320;34;224;203;21;441;393;48;950;649;301;108;60;48;991;725;265;814;570;244;130;122;8;46;33;13;1089.0;928.0;161.0;737.0;690.0;48.0;351.0;238.0;114.0
2;0;2001;5627;4514;1113;1193;963;230;243;237;7;45;43;1;315;207;108;114;92;22;267;215;52;208;169;39;2151;1699;451;334;297;37;255;228;27;487;440;47;966;675;291;109;59;50;1054;780;275;880;631;249;127;118;10;47;31;16;1228.0;1071.0;157.0;824.0;789.0;35.0;404.0;282.0;122.0
3;0;2002;5952;4825;1128;1264;1042;222;251;244;7;49;47;2;334;230;105;123;99;24;289;241;48;218;181;37;2196;1769;427;348;312;36;230;208;21;505;456;50;1001;734;267;112;59;53;1141;851;290;935;681;253;152;130;23;54;40;14;1351.0;1163.0;188.0;942.0;882.0;60.0;409.0;281.0;128.0
4;0;2003;6219;4969;1250;1337;1105;231;270;262;8;49;48;1;359;250;109;125;102;24;302;246;55;231;196;35;2284;1799;485;372;333;40;243;220;23;538;479;58;1007;708;299;125;60;65;1245;896;349;1010;704;306;161;144;18;74;48;26;1353.0;1169.0;184.0;939.0;895.0;44.0;414.0;273.0;140.0
5;0;2004;4899;3839;1060;1340;1108;233;265;261;5;51;49;2;361;266;95;131;105;27;304;248;56;227;180;47;2316;1832;484;398;356;43;248;233;15;552;493;59;996;692;304;121;58;63;1242;899;343;1011;700;312;158;141;17;73;59;15;;;;;;;;;
6;0;2005;5010;3900;1110;1336;1109;228;279;272;7;52;50;2;306;216;90;161;136;26;298;247;51;240;188;52;2406;1870;536;409;368;41;357;219;138;559;496;64;972;697;276;108;90;18;1243;922;321;992;720;272;167;148;19;83;54;30;;;;;;;;;
7;0;2006;5249;4248;1001;1399;1210;189;293;286;7;49;47;2;322;243;79;203;183;21;319;272;47;213;179;34;2481;2017;464;408;378;30;418;374;44;597;534;63;897;642;255;159;88;71;1370;1022;348;1092;778;314;122;101;22;156;143;13;;;;;;;;;
8;0;2007;5317;4284;1033;1475;1275;200;316;309;6;53;51;2;348;276;73;226;207;19;302;251;51;231;182;49;2459;1992;467;449;416;34;264;220;44;633;559;75;926;673;254;187;125;61;1383;1017;367;1110;785;325;125;99;25;149;133;16;;;;;;;;;
9;0;2008;5714;4684;1030;1575;1387;188;332;326;6;55;53;2;365;301;64;258;224;33;312;261;52;253;223;31;2648;2184;464;479;437;43;291;263;28;648;564;85;1037;781;256;193;140;53;1491;1112;379;1191;852;339;142;119;23;157;141;16;;;;;;;;;
10;0;2009;6022;5023;999;1695;1521;174;366;360;7;60;55;5;407;335;73;293;269;23;316;268;48;253;234;19;2711;2276;436;501;461;40;311;275;36;644;595;49;1058;807;251;198;138;60;1616;1226;389;1260;917;343;217;190;27;138;119;19;;;;;;;;;
11;0;2010;6167;5184;983;1772;1607;164;371;366;5;62;59;3;422;343;78;318;295;23;318;278;40;281;265;16;2768;2337;432;509;465;44;340;299;42;644;596;48;1063;832;231;212;145;67;1627;1241;387;1260;923;337;223;197;26;144;121;23;;;;;;;;;
12;0;2011;6045;5152;894;1720;1558;162;375;372;3;64;61;3;435;346;89;268;259;10;307;270;37;271;251;20;2733;2342;391;495;444;51;313;272;41;650;605;45;1075;881;194;200;140;60;1592;1251;341;1246;947;299;202;183;19;145;121;23;;;;;;;;;
13;0;2012;6035;5138;897;1706;1560;146;363;360;3;54;52;2;427;342;85;263;255;8;298;263;34;302;288;14;2741;2338;403;483;435;48;292;253;39;648;610;38;1117;898;219;201;141;59;1588;1240;348;1267;957;310;206;192;15;115;91;23;;;;;;;;;
14;1;1999;1499;605;894;273;259;14;151;151;0;8;8;0;0;0;0;49;49;0;30;30;0;35;21;14;1167;289;878;130;130;0;67;67;0;52;52;0;890;36;854;28;3;25;28;27;1;0;0;0;28;28;0;0;-1;1;31.0;30.0;1.0;3.0;3.0;0.0;28.0;27.0;1.0
