ID;Geslacht;Migratieachtergrond;Startjaar;BrugklastypeStartjaar;Peilmoment;OnderwijspositiePeilmoment;TotaalLeerlingenStartjaar_1;TotaalGediplomeerden_2;VmboB_3;VmboK_4;VmboGt_5;Havo_6;Vwo_7;NietGediplomeerden_8;TotaalGediplomeerden_9;VmboB_10;VmboK_11;VmboGt_12;Havo_13;Vwo_14;NietGediplomeerden_15
14;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;4 jaar na startjaar;Leerlingen uit vo op peilmoment;57514.0;49197.0;16162.0;17829.0;15192.0;12.0;2.0;8317.0;86.0;28.0;31.0;26.0;0.0;0.0;14.0
15;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Totaal;70904.0;59488.0;17891.0;20185.0;20398.0;1002.0;12.0;11416.0;84.0;25.0;28.0;29.0;1.0;0.0;16.0
16;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Leerlingen in vo op peilmoment;3430.0;2101.0;22.0;14.0;2032.0;33.0;0.0;1329.0;61.0;1.0;0.0;59.0;1.0;0.0;39.0
17;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Leerlingen uit vo op peilmoment;67474.0;57387.0;17869.0;20171.0;18366.0;969.0;12.0;10087.0;85.0;26.0;30.0;27.0;1.0;0.0;15.0
18;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Totaal;70904.0;60260.0;17925.0;20269.0;19106.0;2883.0;77.0;10644.0;85.0;25.0;29.0;27.0;4.0;0.0;15.0
19;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Leerlingen in vo op peilmoment;558.0;432.0;0.0;0.0;373.0;59.0;0.0;126.0;77.0;0.0;0.0;67.0;11.0;0.0;23.0
20;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Leerlingen uit vo op peilmoment;70346.0;59828.0;17925.0;20269.0;18733.0;2824.0;77.0;10518.0;85.0;25.0;29.0;27.0;4.0;0.0;15.0
21;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Totaal;70904.0;60325.0;17927.0;20273.0;18826.0;3167.0;132.0;10579.0;85.0;25.0;29.0;27.0;4.0;0.0;15.0
22;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Leerlingen in vo op peilmoment;64.0;49.0;0.0;0.0;21.0;28.0;0.0;15.0;77.0;0.0;0.0;33.0;44.0;0.0;23.0
23;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Leerlingen uit vo op peilmoment;70840.0;60276.0;17927.0;20273.0;18805.0;3139.0;132.0;10564.0;85.0;25.0;29.0;27.0;4.0;0.0;15.0
24;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Totaal;33257.0;25672.0;12009.0;10896.0;2763.0;4.0;0.0;7585.0;77.0;36.0;33.0;8.0;0.0;0.0;23.0
25;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Leerlingen in vo op peilmoment;3884.0;507.0;226.0;32.0;249.0;0.0;0.0;3377.0;13.0;6.0;1.0;6.0;0.0;0.0;87.0
26;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Leerlingen uit vo op peilmoment;29373.0;25165.0;11783.0;10864.0;2514.0;4.0;0.0;4208.0;86.0;40.0;37.0;9.0;0.0;0.0;14.0
27;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Totaal;33257.0;27998.0;12792.0;11941.0;3213.0;51.0;1.0;5259.0;84.0;38.0;36.0;10.0;0.0;0.0;16.0
28;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Leerlingen in vo op peilmoment;559.0;266.0;16.0;10.0;239.0;1.0;0.0;293.0;48.0;3.0;2.0;43.0;0.0;0.0;52.0
29;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Leerlingen uit vo op peilmoment;32698.0;27732.0;12776.0;11931.0;2974.0;50.0;1.0;4966.0;85.0;39.0;36.0;9.0;0.0;0.0;15.0
30;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Totaal;33257.0;28095.0;12808.0;11970.0;3073.0;242.0;2.0;5162.0;84.0;39.0;36.0;9.0;1.0;0.0;16.0
31;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Leerlingen in vo op peilmoment;77.0;50.0;0.0;0.0;46.0;4.0;0.0;27.0;65.0;0.0;0.0;60.0;5.0;0.0;35.0
32;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Leerlingen uit vo op peilmoment;33180.0;28045.0;12808.0;11970.0;3027.0;238.0;2.0;5135.0;85.0;39.0;36.0;9.0;1.0;0.0;15.0
33;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Totaal;33257.0;28104.0;12809.0;11973.0;3042.0;278.0;2.0;5153.0;85.0;39.0;36.0;9.0;1.0;0.0;15.0
34;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Leerlingen in vo op peilmoment;9.0;6.0;0.0;0.0;3.0;3.0;0.0;3.0;67.0;0.0;0.0;33.0;33.0;0.0;33.0
35;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Leerlingen uit vo op peilmoment;33248.0;28098.0;12809.0;11973.0;3039.0;275.0;2.0;5150.0;85.0;39.0;36.0;9.0;1.0;0.0;15.0
36;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Totaal;18707.0;13034.0;500.0;1995.0;10538.0;1.0;0.0;5673.0;70.0;3.0;11.0;56.0;0.0;0.0;30.0
37;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Leerlingen in vo op peilmoment;5692.0;1468.0;17.0;2.0;1449.0;0.0;0.0;4224.0;26.0;0.0;0.0;25.0;0.0;0.0;74.0
38;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Leerlingen uit vo op peilmoment;13015.0;11566.0;483.0;1993.0;9089.0;1.0;0.0;1449.0;89.0;4.0;15.0;70.0;0.0;0.0;11.0
39;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Totaal;18707.0;16112.0;574.0;2490.0;12332.0;716.0;0.0;2595.0;86.0;3.0;13.0;66.0;4.0;0.0;14.0
40;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Leerlingen in vo op peilmoment;1936.0;1319.0;0.0;1.0;1292.0;26.0;0.0;617.0;68.0;0.0;0.0;67.0;1.0;0.0;32.0
41;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Leerlingen uit vo op peilmoment;16771.0;14793.0;574.0;2489.0;11040.0;690.0;0.0;1978.0;88.0;3.0;15.0;66.0;4.0;0.0;12.0
42;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Totaal;18707.0;16573.0;579.0;2520.0;11474.0;1959.0;41.0;2134.0;89.0;3.0;13.0;61.0;10.0;0.0;11.0
43;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Leerlingen in vo op peilmoment;305.0;255.0;0.0;0.0;215.0;40.0;0.0;50.0;84.0;0.0;0.0;70.0;13.0;0.0;16.0
44;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Leerlingen uit vo op peilmoment;18402.0;16318.0;579.0;2520.0;11259.0;1919.0;41.0;2084.0;89.0;3.0;14.0;61.0;10.0;0.0;11.0
45;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Totaal;18707.0;16609.0;579.0;2521.0;11312.0;2115.0;82.0;2098.0;89.0;3.0;13.0;60.0;11.0;0.0;11.0
46;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Leerlingen in vo op peilmoment;33.0;29.0;0.0;0.0;13.0;16.0;0.0;4.0;88.0;0.0;0.0;39.0;48.0;0.0;12.0
47;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Leerlingen uit vo op peilmoment;18674.0;16580.0;579.0;2521.0;11299.0;2099.0;82.0;2094.0;89.0;3.0;14.0;61.0;11.0;0.0;11.0
48;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Totaal;18940.0;13137.0;3989.0;4995.0;4144.0;7.0;2.0;5803.0;69.0;21.0;26.0;22.0;0.0;0.0;31.0
49;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Leerlingen in vo op peilmoment;3814.0;671.0;93.0;23.0;555.0;0.0;0.0;3143.0;18.0;2.0;1.0;15.0;0.0;0.0;82.0
50;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Leerlingen uit vo op peilmoment;15126.0;12466.0;3896.0;4972.0;3589.0;7.0;2.0;2660.0;82.0;26.0;33.0;24.0;0.0;0.0;18.0
51;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;5 jaar na startjaar;Totaal;18940.0;15378.0;4525.0;5754.0;4853.0;235.0;11.0;3562.0;81.0;24.0;30.0;26.0;1.0;0.0;19.0
52;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;5 jaar na startjaar;Leerlingen in vo op peilmoment;935.0;516.0;6.0;3.0;501.0;6.0;0.0;419.0;55.0;1.0;0.0;54.0;1.0;0.0;45.0
53;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;5 jaar na startjaar;Leerlingen uit vo op peilmoment;18005.0;14862.0;4519.0;5751.0;4352.0;229.0;11.0;3143.0;83.0;25.0;32.0;24.0;1.0;0.0;17.0
54;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;6 jaar na startjaar;Totaal;18940.0;15592.0;4538.0;5779.0;4559.0;682.0;34.0;3348.0;82.0;24.0;31.0;24.0;4.0;0.0;18.0
55;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;6 jaar na startjaar;Leerlingen in vo op peilmoment;176.0;127.0;0.0;0.0;112.0;15.0;0.0;49.0;72.0;0.0;0.0;64.0;9.0;0.0;28.0
56;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;6 jaar na startjaar;Leerlingen uit vo op peilmoment;18764.0;15465.0;4538.0;5779.0;4447.0;667.0;34.0;3299.0;82.0;24.0;31.0;24.0;4.0;0.0;18.0
57;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;7 jaar na startjaar;Totaal;18940.0;15612.0;4539.0;5779.0;4472.0;774.0;48.0;3328.0;82.0;24.0;31.0;24.0;4.0;0.0;18.0
58;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;7 jaar na startjaar;Leerlingen in vo op peilmoment;22.0;14.0;0.0;0.0;5.0;9.0;0.0;8.0;64.0;0.0;0.0;23.0;41.0;0.0;36.0
59;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;7 jaar na startjaar;Leerlingen uit vo op peilmoment;18918.0;15598.0;4539.0;5779.0;4467.0;765.0;48.0;3320.0;82.0;24.0;31.0;24.0;4.0;0.0;18.0
60;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;4 jaar na startjaar;Totaal;48705.0;19107.0;852.0;2785.0;15462.0;6.0;2.0;29598.0;39.0;2.0;6.0;32.0;0.0;0.0;61.0
61;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;4 jaar na startjaar;Leerlingen in vo op peilmoment;29198.0;2866.0;27.0;11.0;2828.0;0.0;0.0;26332.0;10.0;0.0;0.0;10.0;0.0;0.0;90.0
62;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;4 jaar na startjaar;Leerlingen uit vo op peilmoment;19507.0;16241.0;825.0;2774.0;12634.0;6.0;2.0;3266.0;83.0;4.0;14.0;65.0;0.0;0.0;17.0
63;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;5 jaar na startjaar;Totaal;48705.0;32204.0;956.0;3539.0;18997.0;8707.0;5.0;16501.0;66.0;2.0;7.0;39.0;18.0;0.0;34.0
64;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;5 jaar na startjaar;Leerlingen in vo op peilmoment;14445.0;3096.0;3.0;1.0;2689.0;403.0;0.0;11349.0;21.0;0.0;0.0;19.0;3.0;0.0;79.0
65;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;5 jaar na startjaar;Leerlingen uit vo op peilmoment;34260.0;29108.0;953.0;3538.0;16308.0;8304.0;5.0;5152.0;85.0;3.0;10.0;48.0;24.0;0.0;15.0
66;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;6 jaar na startjaar;Totaal;48705.0;40965.0;957.0;3590.0;17339.0;14929.0;4150.0;7740.0;84.0;2.0;7.0;36.0;31.0;9.0;16.0
67;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;6 jaar na startjaar;Leerlingen in vo op peilmoment;2423.0;1007.0;0.0;0.0;584.0;423.0;0.0;1416.0;42.0;0.0;0.0;24.0;17.0;0.0;58.0
68;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;6 jaar na startjaar;Leerlingen uit vo op peilmoment;46282.0;39958.0;957.0;3590.0;16755.0;14506.0;4150.0;6324.0;86.0;2.0;8.0;36.0;31.0;9.0;14.0
69;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;7 jaar na startjaar;Totaal;48705.0;42109.0;957.0;3591.0;16877.0;15413.0;5271.0;6596.0;86.0;2.0;7.0;35.0;32.0;11.0;14.0
70;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;7 jaar na startjaar;Leerlingen in vo op peilmoment;153.0;110.0;0.0;0.0;39.0;71.0;0.0;43.0;72.0;0.0;0.0;25.0;46.0;0.0;28.0
71;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;7 jaar na startjaar;Leerlingen uit vo op peilmoment;48552.0;41999.0;957.0;3591.0;16838.0;15342.0;5271.0;6553.0;87.0;2.0;7.0;35.0;32.0;11.0;13.0
72;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;4 jaar na startjaar;Totaal;21204.0;10372.0;248.0;1288.0;8836.0;0.0;0.0;10832.0;49.0;1.0;6.0;42.0;0.0;0.0;51.0
73;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;4 jaar na startjaar;Leerlingen in vo op peilmoment;10958.0;1447.0;6.0;4.0;1437.0;0.0;0.0;9511.0;13.0;0.0;0.0;13.0;0.0;0.0;87.0
74;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;4 jaar na startjaar;Leerlingen uit vo op peilmoment;10246.0;8925.0;242.0;1284.0;7399.0;0.0;0.0;1321.0;87.0;2.0;13.0;72.0;0.0;0.0;13.0
75;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;5 jaar na startjaar;Totaal;21204.0;16360.0;290.0;1668.0;10614.0;3787.0;1.0;4844.0;77.0;1.0;8.0;50.0;18.0;0.0;23.0
76;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;5 jaar na startjaar;Leerlingen in vo op peilmoment;4146.0;1500.0;1.0;0.0;1352.0;147.0;0.0;2646.0;36.0;0.0;0.0;33.0;4.0;0.0;64.0
77;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;5 jaar na startjaar;Leerlingen uit vo op peilmoment;17058.0;14860.0;289.0;1668.0;9262.0;3640.0;1.0;2198.0;87.0;2.0;10.0;54.0;21.0;0.0;13.0
78;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;6 jaar na startjaar;Totaal;21204.0;18392.0;291.0;1691.0;9763.0;6334.0;313.0;2812.0;87.0;1.0;8.0;46.0;30.0;1.0;13.0
79;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;6 jaar na startjaar;Leerlingen in vo op peilmoment;672.0;454.0;0.0;0.0;291.0;163.0;0.0;218.0;68.0;0.0;0.0;43.0;24.0;0.0;32.0
80;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;6 jaar na startjaar;Leerlingen uit vo op peilmoment;20532.0;17938.0;291.0;1691.0;9472.0;6171.0;313.0;2594.0;87.0;1.0;8.0;46.0;30.0;2.0;13.0
81;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;7 jaar na startjaar;Totaal;21204.0;18555.0;291.0;1691.0;9536.0;6538.0;499.0;2649.0;88.0;1.0;8.0;45.0;31.0;2.0;12.0
82;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;7 jaar na startjaar;Leerlingen in vo op peilmoment;55.0;50.0;0.0;0.0;17.0;33.0;0.0;5.0;91.0;0.0;0.0;31.0;60.0;0.0;9.0
83;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo;7 jaar na startjaar;Leerlingen uit vo op peilmoment;21149.0;18505.0;291.0;1691.0;9519.0;6505.0;499.0;2644.0;87.0;1.0;8.0;45.0;31.0;2.0;13.0
84;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;4 jaar na startjaar;Totaal;27501.0;8735.0;604.0;1497.0;6626.0;6.0;2.0;18766.0;32.0;2.0;5.0;24.0;0.0;0.0;68.0
85;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;4 jaar na startjaar;Leerlingen in vo op peilmoment;18240.0;1419.0;21.0;7.0;1391.0;0.0;0.0;16821.0;8.0;0.0;0.0;8.0;0.0;0.0;92.0
86;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;4 jaar na startjaar;Leerlingen uit vo op peilmoment;9261.0;7316.0;583.0;1490.0;5235.0;6.0;2.0;1945.0;79.0;6.0;16.0;57.0;0.0;0.0;21.0
87;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;5 jaar na startjaar;Totaal;27501.0;15844.0;666.0;1871.0;8383.0;4920.0;4.0;11657.0;58.0;2.0;7.0;30.0;18.0;0.0;42.0
88;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;5 jaar na startjaar;Leerlingen in vo op peilmoment;10299.0;1596.0;2.0;1.0;1337.0;256.0;0.0;8703.0;15.0;0.0;0.0;13.0;2.0;0.0;85.0
89;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;5 jaar na startjaar;Leerlingen uit vo op peilmoment;17202.0;14248.0;664.0;1870.0;7046.0;4664.0;4.0;2954.0;83.0;4.0;11.0;41.0;27.0;0.0;17.0
90;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;6 jaar na startjaar;Totaal;27501.0;22573.0;666.0;1899.0;7576.0;8595.0;3837.0;4928.0;82.0;2.0;7.0;28.0;31.0;14.0;18.0
91;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;6 jaar na startjaar;Leerlingen in vo op peilmoment;1751.0;553.0;0.0;0.0;293.0;260.0;0.0;1198.0;32.0;0.0;0.0;17.0;15.0;0.0;68.0
92;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;6 jaar na startjaar;Leerlingen uit vo op peilmoment;25750.0;22020.0;666.0;1899.0;7283.0;8335.0;3837.0;3730.0;86.0;3.0;7.0;28.0;32.0;15.0;14.0
93;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;7 jaar na startjaar;Totaal;27501.0;23554.0;666.0;1900.0;7341.0;8875.0;4772.0;3947.0;86.0;2.0;7.0;27.0;32.0;17.0;14.0
94;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;7 jaar na startjaar;Leerlingen in vo op peilmoment;98.0;60.0;0.0;0.0;22.0;38.0;0.0;38.0;61.0;0.0;0.0;22.0;39.0;0.0;39.0
95;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-(basis-kader-)gt/havo/vwo;7 jaar na startjaar;Leerlingen uit vo op peilmoment;27403.0;23494.0;666.0;1900.0;7319.0;8837.0;4772.0;3909.0;86.0;2.0;7.0;27.0;32.0;17.0;14.0
96;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas havo en/of vwo;4 jaar na startjaar;Totaal;63962.0;5174.0;26.0;293.0;4853.0;1.0;1.0;58788.0;8.0;0.0;0.0;8.0;0.0;0.0;92.0
97;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas havo en/of vwo;4 jaar na startjaar;Leerlingen in vo op peilmoment;57329.0;953.0;1.0;2.0;949.0;1.0;0.0;56376.0;2.0;0.0;0.0;2.0;0.0;0.0;98.0
