ID;Regelgeving;Perioden;AanHetBeginVanDePeriodeAanhangig_1;IngediendeZaken_2;TotaalUitspraken_3;KennelijkNietOntvankelijk_4;KennelijkOngegrond_5;KennelijkGegrond_6;OverigeUitspraken_7;Ingesteld_8;IngetrokkenNietOntvankelijkOngegrond_9;Gegrond_10;TotaalUitspraken_11;OngegrondInEersteEnEnigeAanleg_12;GegrondInEersteEnEnigeAanleg_13;BevestigingAangevallenUitspraak_14;VernietigingAangevallenUitspraak_15;OverigeUitspraken_16;TotaalUitspraken_17;Afgewezen_18;GeheelOfDeelsWordtToegewezen_19;OverigeUitspraken_20;IngetrokkenVerwezenZaken_21;AanHetEindVanDePeriodeAanhangig_22
639;Wet uitkering vervolgingsslachtoffers;2010;104;112;8;0;0;1;7;0;2;0;79;60;11;0;0;8;0;0;0;0;7;120
640;Wet uitkering vervolgingsslachtoffers;2011;120;93;13;10;0;0;3;7;5;1;72;54;12;0;0;6;0;0;0;0;15;115
641;Wet uitkering vervolgingsslachtoffers;2012;115;59;6;4;0;0;2;2;2;1;88;72;13;0;0;3;0;0;0;0;6;74
642;Wet uitkering vervolgingsslachtoffers;2013;74;57;3;0;0;1;2;3;2;2;55;45;8;0;0;2;0;0;0;0;7;67
643;Wet uitkering vervolgingsslachtoffers;2014;67;56;3;2;0;0;1;1;1;0;49;38;7;0;0;4;0;0;0;0;6;65
644;Wet uitkering vervolgingsslachtoffers;2015;65;40;1;0;0;1;0;1;0;1;33;26;6;0;0;1;0;0;0;0;8;64
645;Wet uitkering vervolgingsslachtoffers;2016;64;41;5;5;0;0;0;2;2;0;43;41;1;0;0;1;0;0;0;0;8;49
646;Wet uitkering burgerslachtoffers;1998;14;4;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;13
647;Wet uitkering burgerslachtoffers;1999;13;1;0;0;0;0;0;0;0;0;7;4;2;0;0;1;0;0;0;0;0;7
648;Wet uitkering burgerslachtoffers;2000;7;4;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;7
649;Wet uitkering burgerslachtoffers;2001;7;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;7
650;Wet uitkering burgerslachtoffers;2002;7;1;0;0;0;0;0;0;0;0;4;3;1;0;0;0;0;0;0;0;0;4
651;Wet uitkering burgerslachtoffers;2003;4;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0
652;Wet uitkering burgerslachtoffers;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
653;Wet uitkering burgerslachtoffers;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
654;Wet uitkering burgerslachtoffers;2006;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
655;Wet uitkering burgerslachtoffers;2007;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
656;Wet uitkering burgerslachtoffers;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
657;Wet uitkering burgerslachtoffers;2009;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
658;Wet uitkering burgerslachtoffers;2010;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
659;Wet uitkering burgerslachtoffers;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
660;Wet uitkering burgerslachtoffers;2012;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
661;Wet uitkering burgerslachtoffers;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
662;Wet uitkering burgerslachtoffers;2014;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
663;Wet uitkering burgerslachtoffers;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
664;Wet uitkering burgerslachtoffers;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
665;Wet pensioen Indisch verzet;1998;294;184;20;18;0;2;0;6;5;0;125;94;15;0;0;16;0;0;0;0;37;297
666;Wet pensioen Indisch verzet;1999;297;160;10;8;1;1;0;3;2;2;107;87;15;0;0;5;0;0;0;0;30;311
667;Wet pensioen Indisch verzet;2000;311;154;9;8;1;0;0;3;4;2;93;82;7;0;0;4;1;1;0;0;26;335
668;Wet pensioen Indisch verzet;2001;335;201;18;12;0;0;6;5;2;1;146;126;19;0;0;1;0;0;0;0;34;341
669;Wet pensioen Indisch verzet;2002;341;227;24;20;0;0;4;2;4;0;231;211;18;0;0;2;0;0;0;0;42;269
670;Wet pensioen Indisch verzet;2003;269;260;31;21;1;1;8;7;2;0;258;241;9;0;0;8;0;0;0;0;34;211
671;Wet pensioen Indisch verzet;2004;211;179;22;12;0;0;10;13;12;1;188;166;18;0;0;4;0;0;0;0;21;160
672;Wet pensioen Indisch verzet;2005;160;128;15;8;0;0;7;0;6;0;145;128;14;0;0;3;0;0;0;0;20;102
673;Wet pensioen Indisch verzet;2006;102;112;17;10;0;0;7;2;2;0;113;98;8;0;0;7;0;0;0;0;14;70
674;Wet pensioen Indisch verzet;2007;70;132;11;9;0;0;2;6;4;0;55;49;6;0;0;0;0;0;0;0;16;122
675;Wet pensioen Indisch verzet;2008;122;160;8;3;0;0;5;1;2;1;111;92;18;0;0;1;0;0;0;0;20;142
676;Wet pensioen Indisch verzet;2009;142;134;13;11;0;0;2;2;1;0;103;87;12;0;0;4;0;0;0;0;17;144
677;Wet pensioen Indisch verzet;2010;144;124;11;9;0;0;2;5;5;0;108;99;7;0;0;2;0;0;0;0;13;136
678;Wet pensioen Indisch verzet;2011;136;86;13;11;0;0;2;4;4;1;86;64;21;0;0;1;0;0;0;0;12;111
679;Wet pensioen Indisch verzet;2012;111;71;9;8;0;0;1;5;1;0;91;68;21;0;0;2;0;0;0;0;6;80
680;Wet pensioen Indisch verzet;2013;80;76;6;2;0;0;4;1;4;0;58;53;5;0;0;0;0;0;0;0;9;80
681;Wet pensioen Indisch verzet;2014;80;60;2;2;0;0;0;0;0;1;53;40;11;0;0;2;0;0;0;0;5;80
682;Wet pensioen Indisch verzet;2015;80;41;2;1;0;0;1;0;0;0;50;39;9;0;0;2;1;1;0;0;5;63
683;Wet pensioen Indisch verzet;2016;63;43;2;0;0;0;2;0;0;0;42;40;1;0;0;1;0;0;0;0;5;57
684;Overige pensioenzaken;1998;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
685;Overige pensioenzaken;1999;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
686;Overige pensioenzaken;2000;2;13;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;13
687;Overige pensioenzaken;2001;13;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;14
688;Overige pensioenzaken;2002;14;6;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;18
689;Overige pensioenzaken;2003;18;61;0;0;0;0;0;0;0;0;23;0;1;18;3;1;0;0;0;0;2;54
690;Overige pensioenzaken;2004;54;23;8;1;0;0;7;1;0;0;55;3;0;50;2;0;0;0;0;0;0;15
691;Overige pensioenzaken;2005;15;21;6;2;0;0;4;4;5;0;13;2;1;8;2;0;0;0;0;0;0;16
692;Overige pensioenzaken;2006;16;9;1;1;0;0;0;0;0;0;16;2;9;5;0;0;0;0;0;0;4;4
693;Overige pensioenzaken;2007;4;5;0;0;0;0;0;0;0;0;6;3;1;2;0;0;0;0;0;0;1;2
694;Overige pensioenzaken;2008;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
695;Overige pensioenzaken;2009;6;14;0;0;0;0;0;0;0;0;5;2;0;1;0;2;0;0;0;0;2;13
696;Overige pensioenzaken;2010;13;13;0;0;0;0;0;0;0;0;4;3;1;0;0;0;0;0;0;0;2;20
697;Overige pensioenzaken;2011;20;19;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;11;24
698;Overige pensioenzaken;2012;24;10;0;0;0;0;0;0;0;0;6;4;2;0;0;0;0;0;0;0;1;27
699;Overige pensioenzaken;2013;27;8;1;1;0;0;0;0;0;0;13;6;5;0;0;2;0;0;0;0;0;21
700;Overige pensioenzaken;2014;21;14;0;0;0;0;0;0;0;0;12;8;4;0;0;0;0;0;0;0;3;20
701;Overige pensioenzaken;2015;20;23;0;0;0;0;0;0;0;0;12;9;3;0;0;0;0;0;0;0;4;27
702;Overige pensioenzaken;2016;27;21;0;0;0;0;0;0;0;0;9;8;1;0;0;0;0;0;0;0;2;37
703;Totaal zaken overige regelgeving;1998;5;21;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;6
704;Totaal zaken overige regelgeving;1999;6;22;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;21;3
705;Totaal zaken overige regelgeving;2000;3;32;3;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;28;4
706;Totaal zaken overige regelgeving;2001;4;86;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;27;60
707;Totaal zaken overige regelgeving;2002;60;126;15;4;0;0;11;4;2;0;18;1;0;7;6;4;2;0;0;2;32;121
708;Totaal zaken overige regelgeving;2003;121;156;19;5;0;0;14;4;4;0;95;2;0;42;48;3;4;0;4;0;21;138
709;Totaal zaken overige regelgeving;2004;138;131;12;3;0;0;9;5;6;0;74;1;0;48;24;1;1;0;0;1;51;130
710;Totaal zaken overige regelgeving;2005;130;159;15;5;0;0;10;6;6;0;67;2;0;31;32;2;0;0;0;0;77;130
711;Totaal zaken overige regelgeving;2006;130;183;13;3;0;0;10;1;2;0;93;0;0;47;44;2;2;2;0;0;38;166
712;Totaal zaken overige regelgeving;2007;166;147;15;5;0;0;10;1;0;0;97;1;0;60;34;2;0;0;0;0;49;153
713;Totaal zaken overige regelgeving;2008;153;142;8;4;0;0;4;1;1;0;97;3;0;58;35;1;1;1;0;0;36;153
714;Totaal zaken overige regelgeving;2009;153;181;11;2;0;0;9;1;1;1;131;6;3;88;32;2;3;2;0;1;60;129
715;Totaal zaken overige regelgeving;2010;129;189;19;5;0;2;12;6;1;2;121;1;1;83;31;5;1;0;0;1;51;131
716;Totaal zaken overige regelgeving;2011;131;187;19;6;0;0;13;6;4;3;87;7;0;52;22;6;0;0;0;0;54;160
717;Totaal zaken overige regelgeving;2012;160;114;11;1;0;0;10;1;2;0;88;1;0;67;18;2;3;0;0;3;64;107
718;Totaal zaken overige regelgeving;2013;108;157;5;2;0;0;3;0;1;0;102;1;0;72;23;6;1;1;0;0;62;94
719;Totaal zaken overige regelgeving;2014;94;238;8;2;0;0;6;1;1;0;72;0;0;60;12;0;0;0;0;0;69;183
720;Totaal zaken overige regelgeving;2015;182;318;7;1;0;0;6;2;2;0;71;1;0;54;13;3;0;0;0;0;87;335
721;Totaal zaken overige regelgeving;2016;334;253;13;4;0;0;9;2;2;0;160;3;0;91;62;4;1;1;0;0;126;287
722;Beleid;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
723;Beleid;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
724;Beleid;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725;Beleid;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
726;Beleid;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
727;Beleid;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
728;Beleid;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
729;Beleid;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
730;Beleid;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
731;Beleid;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
732;Beleid;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
733;Beleid;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734;Beleid;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
735;Beleid;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
736;Beleid;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
737;Beleid;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
738;Beleid;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
739;Beleid;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
740;Beleid;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741;Besluiten;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742;Besluiten;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743;Besluiten;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744;Besluiten;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
745;Besluiten;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
746;Besluiten;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
747;Besluiten;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
748;Besluiten;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
749;Besluiten;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
750;Besluiten;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
751;Besluiten;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
752;Besluiten;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
753;Besluiten;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
754;Besluiten;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
755;Besluiten;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
756;Besluiten;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
757;Besluiten;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
758;Besluiten;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
759;Besluiten;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
760;Wettelijke regelingen;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
761;Wettelijke regelingen;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
762;Wettelijke regelingen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
763;Wettelijke regelingen;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
764;Wettelijke regelingen;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
765;Wettelijke regelingen;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
766;Wettelijke regelingen;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
767;Wettelijke regelingen;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
768;Wettelijke regelingen;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
769;Wettelijke regelingen;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
770;Wettelijke regelingen;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771;Wettelijke regelingen;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
772;Wettelijke regelingen;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
773;Wettelijke regelingen;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
774;Wettelijke regelingen;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
775;Wettelijke regelingen;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
776;Wettelijke regelingen;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
777;Wettelijke regelingen;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
778;Wettelijke regelingen;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
779;Afvalstoffen;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
780;Afvalstoffen;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
781;Afvalstoffen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
782;Afvalstoffen;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
783;Afvalstoffen;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
784;Afvalstoffen;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
785;Afvalstoffen;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
786;Afvalstoffen;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
787;Afvalstoffen;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
788;Afvalstoffen;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
789;Afvalstoffen;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
790;Afvalstoffen;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
791;Afvalstoffen;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
792;Afvalstoffen;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
793;Afvalstoffen;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
794;Afvalstoffen;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
795;Afvalstoffen;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
796;Afvalstoffen;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
797;Afvalstoffen;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
798;Geluidhinder;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
799;Geluidhinder;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
800;Geluidhinder;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
801;Geluidhinder;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802;Geluidhinder;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803;Geluidhinder;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
804;Geluidhinder;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
805;Geluidhinder;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
806;Geluidhinder;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
807;Geluidhinder;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
808;Geluidhinder;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
809;Geluidhinder;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
810;Geluidhinder;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
811;Geluidhinder;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
812;Geluidhinder;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
813;Geluidhinder;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
814;Geluidhinder;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
815;Geluidhinder;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
816;Geluidhinder;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
817;Gemeentewet;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
818;Gemeentewet;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
819;Gemeentewet;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
820;Gemeentewet;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
821;Gemeentewet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
822;Gemeentewet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
823;Gemeentewet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
824;Gemeentewet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
825;Gemeentewet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
826;Gemeentewet;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827;Gemeentewet;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
828;Gemeentewet;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
829;Gemeentewet;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
830;Gemeentewet;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
831;Gemeentewet;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
832;Gemeentewet;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
833;Gemeentewet;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
834;Gemeentewet;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
835;Gemeentewet;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
836;Provinciewet;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
837;Provinciewet;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
838;Provinciewet;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
839;Provinciewet;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
840;Provinciewet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
841;Provinciewet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
842;Provinciewet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
843;Provinciewet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
844;Provinciewet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
845;Provinciewet;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
846;Provinciewet;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
847;Provinciewet;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
848;Provinciewet;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
849;Provinciewet;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
850;Provinciewet;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
851;Provinciewet;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
852;Provinciewet;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
853;Provinciewet;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
854;Provinciewet;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
855;Drank- en Horecawet;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
856;Drank- en Horecawet;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
857;Drank- en Horecawet;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
858;Drank- en Horecawet;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
859;Drank- en Horecawet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
860;Drank- en Horecawet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
861;Drank- en Horecawet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
862;Drank- en Horecawet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
863;Drank- en Horecawet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
864;Drank- en Horecawet;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
865;Drank- en Horecawet;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
866;Drank- en Horecawet;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
867;Drank- en Horecawet;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
