ID;Persoonskenmerken;OnderwijspositieInStartjaar;Peilmoment;NiveauOpPeilmoment;OnderwijspositieOpPeilmoment;BehaaldeDiplomaSOpPeilmoment;Regiokenmerken;TotaalEerstejaarsMbo_1;InstroomOpNiveau1_2;InstroomOpNiveau2_3;InstroomOpNiveau3_4;InstroomOpNiveau4_5;TotaalEerstejaarsMbo_6;InstroomOpNiveau1_7;InstroomOpNiveau2_8;InstroomOpNiveau3_9;InstroomOpNiveau4_10;TotaalEerstejaarsMbo_11;InstroomOpNiveau1_12;InstroomOpNiveau2_13;InstroomOpNiveau3_14;InstroomOpNiveau4_15;TotaalEerstejaarsMbo_16;InstroomOpNiveau1_17;InstroomOpNiveau2_18;InstroomOpNiveau3_19;InstroomOpNiveau4_20
932;Totaal deelnemers;0;2;0;5;5;Gemeenten < 100 000 inwoners;1790.0;0.0;20.0;190.0;1590.0;2140.0;;10.0;180.0;1950.0;2170.0;0.0;10.0;140.0;2020.0;2230.0;;20.0;120.0;2090.0
933;Totaal deelnemers;0;2;0;5;5;Woonregio onbekend;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;
934;Totaal deelnemers;0;2;0;5;5;Groningen (PV);50.0;0.0;0.0;;50.0;60.0;0.0;0.0;;60.0;50.0;0.0;0.0;;40.0;50.0;0.0;0.0;;50.0
935;Totaal deelnemers;0;2;0;5;5;Friesland (PV);190.0;0.0;;;190.0;220.0;0.0;0.0;;220.0;170.0;0.0;;10.0;160.0;180.0;0.0;;;170.0
936;Totaal deelnemers;0;2;0;5;5;Drenthe (PV);40.0;0.0;0.0;;40.0;50.0;0.0;0.0;;50.0;70.0;0.0;0.0;10.0;60.0;100.0;0.0;0.0;20.0;90.0
937;Totaal deelnemers;0;2;0;5;5;Overijssel (PV);290.0;0.0;;;270.0;290.0;0.0;;;290.0;290.0;0.0;;10.0;280.0;250.0;0.0;0.0;;250.0
938;Totaal deelnemers;0;2;0;5;5;Flevoland (PV);100.0;0.0;0.0;;100.0;90.0;0.0;;;80.0;80.0;0.0;0.0;;80.0;110.0;0.0;0.0;;100.0
939;Totaal deelnemers;0;2;0;5;5;Gelderland (PV);300.0;0.0;;20.0;280.0;300.0;0.0;;20.0;280.0;400.0;0.0;;10.0;380.0;350.0;0.0;;10.0;340.0
940;Totaal deelnemers;0;2;0;5;5;Utrecht (PV);210.0;0.0;;;200.0;210.0;;;;200.0;170.0;0.0;0.0;;170.0;170.0;0.0;;;170.0
941;Totaal deelnemers;0;2;0;5;5;Noord-Holland (PV);200.0;0.0;;60.0;140.0;400.0;;;120.0;280.0;370.0;0.0;;60.0;310.0;310.0;0.0;;60.0;250.0
942;Totaal deelnemers;0;2;0;5;5;Zuid-Holland (PV);240.0;0.0;;10.0;230.0;360.0;0.0;;;340.0;490.0;0.0;;20.0;470.0;520.0;0.0;;30.0;490.0
943;Totaal deelnemers;0;2;0;5;5;Zeeland (PV);90.0;0.0;;;90.0;100.0;0.0;0.0;;100.0;80.0;0.0;0.0;;70.0;90.0;0.0;;;80.0
944;Totaal deelnemers;0;2;0;5;5;Noord-Brabant (PV);510.0;0.0;;120.0;390.0;530.0;0.0;;40.0;490.0;540.0;0.0;;20.0;510.0;490.0;;;10.0;470.0
945;Totaal deelnemers;0;2;0;5;5;Limburg (PV);60.0;0.0;;;60.0;60.0;0.0;0.0;;60.0;120.0;0.0;0.0;;110.0;230.0;0.0;;10.0;210.0
946;Totaal deelnemers;0;2;0;5;9;Nederland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
947;Totaal deelnemers;0;2;0;5;9;Vier grootste gemeenten (G4);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
948;Totaal deelnemers;0;2;0;5;9;Amsterdam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
949;Totaal deelnemers;0;2;0;5;9;Rotterdam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
950;Totaal deelnemers;0;2;0;5;9;'s-Gravenhage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
951;Totaal deelnemers;0;2;0;5;9;Utrecht (gemeente);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
952;Totaal deelnemers;0;2;0;5;9;Rest van Nederland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
953;Totaal deelnemers;0;2;0;5;9;Gemeenten >= 100 000 inwoners (excl. G4);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
954;Totaal deelnemers;0;2;0;5;9;Gemeenten < 100 000 inwoners;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
955;Totaal deelnemers;0;2;0;5;9;Woonregio onbekend;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
956;Totaal deelnemers;0;2;0;5;9;Groningen (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
957;Totaal deelnemers;0;2;0;5;9;Friesland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
958;Totaal deelnemers;0;2;0;5;9;Drenthe (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
959;Totaal deelnemers;0;2;0;5;9;Overijssel (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
960;Totaal deelnemers;0;2;0;5;9;Flevoland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
961;Totaal deelnemers;0;2;0;5;9;Gelderland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
962;Totaal deelnemers;0;2;0;5;9;Utrecht (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
963;Totaal deelnemers;0;2;0;5;9;Noord-Holland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
964;Totaal deelnemers;0;2;0;5;9;Zuid-Holland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
965;Totaal deelnemers;0;2;0;5;9;Zeeland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
966;Totaal deelnemers;0;2;0;5;9;Noord-Brabant (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
967;Totaal deelnemers;0;2;0;5;9;Limburg (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
968;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Nederland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
969;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Vier grootste gemeenten (G4);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
970;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Amsterdam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
971;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Rotterdam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
972;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;'s-Gravenhage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
973;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Utrecht (gemeente);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
974;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Rest van Nederland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
975;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Gemeenten >= 100 000 inwoners (excl. G4);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
976;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Gemeenten < 100 000 inwoners;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
977;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Woonregio onbekend;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
978;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Groningen (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
979;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Friesland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
980;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Drenthe (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
981;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Overijssel (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
982;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Flevoland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
983;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Gelderland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
984;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Utrecht (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
985;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Noord-Holland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
986;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Zuid-Holland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
987;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Zeeland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
988;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Noord-Brabant (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
989;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 2 en niveau 3;Limburg (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
990;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Nederland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
991;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Vier grootste gemeenten (G4);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
992;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Amsterdam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
993;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Rotterdam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
994;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;'s-Gravenhage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
995;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Utrecht (gemeente);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
996;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Rest van Nederland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
997;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Gemeenten >= 100 000 inwoners (excl. G4);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
998;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Gemeenten < 100 000 inwoners;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
999;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Woonregio onbekend;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1000;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Groningen (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1001;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Friesland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1002;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Drenthe (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1003;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Overijssel (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1004;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Flevoland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1005;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Gelderland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1006;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Utrecht (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1007;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Noord-Holland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1008;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Zuid-Holland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1009;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Zeeland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1010;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Noord-Brabant (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1011;Totaal deelnemers;0;2;0;5;Gestapelde dipl. niveau 3 en niveau 4;Limburg (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1012;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Nederland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1013;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Vier grootste gemeenten (G4);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1014;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Amsterdam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1015;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Rotterdam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1016;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;'s-Gravenhage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1017;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Utrecht (gemeente);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1018;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Rest van Nederland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1019;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Gemeenten >= 100 000 inwoners (excl. G4);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1020;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Gemeenten < 100 000 inwoners;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1021;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Woonregio onbekend;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1022;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Groningen (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1023;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Friesland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1024;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Drenthe (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1025;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Overijssel (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1026;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Flevoland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1027;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Gelderland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1028;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Utrecht (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1029;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Noord-Holland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1030;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Zuid-Holland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1031;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Zeeland (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1032;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Noord-Brabant (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1033;Totaal deelnemers;0;2;0;5;Overig gestapelde combinaties;Limburg (PV);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1034;Totaal deelnemers;0;2;0;5;8;Nederland;2300.0;;30.0;250.0;2020.0;2710.0;;50.0;220.0;2440.0;2850.0;;30.0;170.0;2640.0;2870.0;;30.0;170.0;2670.0
1035;Totaal deelnemers;0;2;0;5;8;Vier grootste gemeenten (G4);160.0;0.0;;10.0;140.0;180.0;;10.0;;160.0;200.0;;;;190.0;220.0;0.0;;;210.0
1036;Totaal deelnemers;0;2;0;5;8;Amsterdam;70.0;0.0;;;70.0;90.0;;;;80.0;70.0;0.0;0.0;;70.0;70.0;0.0;;0.0;70.0
1037;Totaal deelnemers;0;2;0;5;8;Rotterdam;50.0;0.0;0.0;;50.0;50.0;0.0;;;50.0;70.0;;;;60.0;60.0;0.0;;;60.0
1038;Totaal deelnemers;0;2;0;5;8;'s-Gravenhage;;0.0;0.0;0.0;;10.0;0.0;;0.0;;30.0;0.0;;0.0;30.0;70.0;0.0;0.0;;60.0
1039;Totaal deelnemers;0;2;0;5;8;Utrecht (gemeente);30.0;0.0;;;30.0;30.0;0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;30.0;30.0;0.0;;;30.0
1040;Totaal deelnemers;0;2;0;5;8;Rest van Nederland;2140.0;;30.0;240.0;1870.0;2530.0;;40.0;220.0;2280.0;2640.0;;30.0;170.0;2450.0;2640.0;;30.0;160.0;2460.0
1041;Totaal deelnemers;0;2;0;5;8;Gemeenten >= 100 000 inwoners (excl. G4);340.0;0.0;;50.0;280.0;370.0;0.0;;30.0;330.0;460.0;0.0;10.0;30.0;420.0;400.0;;;40.0;360.0
1042;Totaal deelnemers;0;2;0;5;8;Gemeenten < 100 000 inwoners;1800.0;;20.0;190.0;1590.0;2160.0;;30.0;180.0;1950.0;2180.0;;20.0;140.0;2020.0;2240.0;;20.0;120.0;2090.0
1043;Totaal deelnemers;0;2;0;5;8;Woonregio onbekend;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;
1044;Totaal deelnemers;0;2;0;5;8;Groningen (PV);50.0;0.0;0.0;;50.0;60.0;0.0;0.0;;60.0;50.0;0.0;0.0;;40.0;50.0;0.0;0.0;;50.0
