ID;InkomensgrensHuishouden;DuurInkomenspositie;KenmerkenVanHuishoudens;RegioS;Perioden;ParticuliereHuishoudens_1;Personen_2;Kinderen_3;ParticuliereHuishoudensRelatief_4;PersonenRelatief_5;KinderenRelatief_6
88;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2019;480.5;1109.9;231.4;100;100;100.0
89;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2020;484.8;1114.7;228.7;100;100;100.0
90;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2011;152.1;377.8;95.5;100;100;100.0
91;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2012;154.6;381.0;95.1;100;100;100.0
92;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2013;155.9;383.0;94.1;100;100;100.0
93;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2014;156.6;383.8;93.3;100;100;100.0
94;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2015;157.6;384.8;92.6;100;100;100.0
95;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2016;159.5;387.5;92.1;100;100;100.0
96;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2017;161.7;391.6;91.6;100;100;100.0
97;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2018;164.0;395.8;91.2;100;100;100.0
98;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2019;166.7;401.1;91.2;100;100;100.0
99;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Flevoland (PV);2020;169.7;406.5;91.1;100;100;100.0
100;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2011;814.9;1918.2;419.4;100;100;100.0
101;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2012;822.1;1923.4;416.3;100;100;100.0
102;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2013;829.0;1926.9;411.9;100;100;100.0
103;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2014;831.2;1925.2;408.4;100;100;100.0
104;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2015;836.6;1927.7;404.4;100;100;100.0
105;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2016;844.5;1935.7;402.1;100;100;100.0
106;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2017;856.0;1952.5;399.5;100;100;100.0
107;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2018;864.5;1964.2;397.0;100;100;100.0
108;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2019;874.1;1977.8;393.0;100;100;100.0
109;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Gelderland (PV);2020;883.3;1990.3;389.6;100;100;100.0
110;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2011;521.0;1198.6;271.9;100;100;100.0
111;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2012;526.2;1207.3;272.2;100;100;100.0
112;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2013;530.3;1213.7;272.2;100;100;100.0
113;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2014;532.7;1218.5;272.6;100;100;100.0
114;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2015;537.5;1225.9;272.8;100;100;100.0
115;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2016;543.9;1237.6;273.7;100;100;100.0
116;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2017;551.6;1251.0;274.1;100;100;100.0
117;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2018;558.3;1263.6;274.3;100;100;100.0
118;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2019;565.9;1276.8;273.8;100;100;100.0
119;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Utrecht (PV);2020;573.0;1290.9;273.1;100;100;100.0
120;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2011;1188.6;2555.5;531.0;100;100;100.0
121;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2012;1198.8;2572.0;530.0;100;100;100.0
122;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2013;1206.8;2584.5;528.1;100;100;100.0
123;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2014;1214.4;2597.0;527.5;100;100;100.0
124;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2015;1225.3;2612.8;526.7;100;100;100.0
125;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2016;1239.8;2637.0;527.2;100;100;100.0
126;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2017;1254.3;2662.9;525.9;100;100;100.0
127;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2018;1267.3;2687.2;524.9;100;100;100.0
128;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2019;1279.9;2711.1;522.5;100;100;100.0
129;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Holland (PV);2020;1292.2;2733.8;520.5;100;100;100.0
130;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2011;1491.1;3308.8;698.4;100;100;100.0
131;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2012;1503.7;3325.8;696.7;100;100;100.0
132;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2013;1511.1;3333.5;693.5;100;100;100.0
133;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2014;1512.5;3339.3;692.6;100;100;100.0
134;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2015;1522.4;3353.4;692.1;100;100;100.0
135;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2016;1538.8;3379.6;693.6;100;100;100.0
136;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2017;1556.5;3411.9;694.9;100;100;100.0
137;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2018;1573.1;3444.0;696.7;100;100;100.0
138;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2019;1587.2;3470.4;695.3;100;100;100.0
139;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Holland (PV);2020;1603.9;3502.9;695.6;100;100;100.0
140;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2011;162.8;367.7;76.0;100;100;100.0
141;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2012;164.0;367.7;75.3;100;100;100.0
142;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2013;164.6;367.0;74.2;100;100;100.0
143;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2014;164.5;365.5;73.2;100;100;100.0
144;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2015;164.6;364.8;72.1;100;100;100.0
145;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2016;165.1;365.0;71.5;100;100;100.0
146;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2017;166.3;365.8;70.5;100;100;100.0
147;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2018;167.1;366.4;69.8;100;100;100.0
148;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2019;168.2;367.3;68.9;100;100;100.0
149;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zeeland (PV);2020;168.7;367.4;68.0;100;100;100.0
150;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2011;1017.7;2360.2;493.3;100;100;100.0
151;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2012;1027.0;2368.4;489.7;100;100;100.0
152;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2013;1035.8;2375.0;484.1;100;100;100.0
153;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2014;1039.1;2374.6;479.5;100;100;100.0
154;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2015;1045.8;2378.7;475.2;100;100;100.0
155;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2016;1056.3;2390.7;472.0;100;100;100.0
156;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2017;1069.2;2409.1;468.2;100;100;100.0
157;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2018;1080.1;2423.2;465.1;100;100;100.0
158;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2019;1092.2;2439.6;461.1;100;100;100.0
159;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Brabant (PV);2020;1103.3;2456.4;458.0;100;100;100.0
160;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2011;482.2;1070.1;197.8;100;100;100.0
161;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2012;484.9;1068.3;194.1;100;100;100.0
162;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2013;487.1;1065.6;190.2;100;100;100.0
163;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2014;487.2;1061.6;187.0;100;100;100.0
164;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2015;488.2;1056.9;183.4;100;100;100.0
165;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2016;490.7;1055.3;180.6;100;100;100.0
166;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2017;494.8;1057.8;178.1;100;100;100.0
167;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2018;496.8;1057.3;175.6;100;100;100.0
168;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2019;498.9;1057.3;172.8;100;100;100.0
169;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Limburg (PV);2020;500.5;1056.2;169.8;100;100;100.0
170;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2011;59.7;134.1;25.8;100;100;100.0
171;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2012;59.9;133.7;25.6;100;100;100.0
172;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2013;59.9;132.6;25.0;100;100;100.0
173;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2014;59.6;131.5;24.6;100;100;100.0
174;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2015;59.9;131.1;24.2;100;100;100.0
175;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2016;59.7;130.3;23.8;100;100;100.0
176;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2017;60.1;130.4;23.4;100;100;100.0
177;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2018;60.3;130.1;23.0;100;100;100.0
178;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2019;60.5;130.0;22.6;100;100;100.0
179;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Groningen (CR);2020;60.6;129.8;22.3;100;100;100.0
180;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2011;21.1;47.2;9.3;100;100;100.0
181;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2012;21.1;46.9;9.2;100;100;100.0
182;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2013;21.1;46.6;9.0;100;100;100.0
183;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2014;21.0;46.0;8.7;100;100;100.0
184;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2015;20.9;45.5;8.6;100;100;100.0
185;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2016;21.0;45.3;8.4;100;100;100.0
186;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2017;20.9;45.0;8.2;100;100;100.0
187;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2018;21.0;44.7;8.1;100;100;100.0
188;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2019;20.9;44.4;7.9;100;100;100.0
189;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Delfzijl en omgeving (CR);2020;20.9;44.1;7.8;100;100;100.0
190;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2011;165.1;348.9;70.7;100;100;100.0
191;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2012;166.8;350.4;70.6;100;100;100.0
192;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2013;168.3;351.5;70.1;100;100;100.0
193;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2014;168.4;350.9;69.5;100;100;100.0
194;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2015;169.3;351.1;69.0;100;100;100.0
195;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2016;171.0;352.7;68.6;100;100;100.0
196;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2017;173.2;355.2;67.9;100;100;100.0
197;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2018;174.7;356.7;67.2;100;100;100.0
198;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2019;176.4;358.6;66.5;100;100;100.0
199;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overig Groningen (CR);2020;178.4;360.7;65.7;100;100;100.0
200;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2011;133.6;302.7;65.5;100;100;100.0
201;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2012;134.3;302.4;64.8;100;100;100.0
202;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2013;135.0;302.4;64.4;100;100;100.0
203;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2014;134.8;301.2;63.6;100;100;100.0
204;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2015;135.0;300.5;62.8;100;100;100.0
205;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2016;135.9;300.8;62.2;100;100;100.0
206;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2017;137.3;301.9;61.7;100;100;100.0
207;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2018;138.2;302.5;61.0;100;100;100.0
208;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2019;139.2;303.2;60.2;100;100;100.0
209;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Friesland (CR);2020;140.2;304.0;59.4;100;100;100.0
210;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuidwest-Friesland (CR);2011;58.5;137.9;31.5;100;100;100.0
211;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuidwest-Friesland (CR);2012;58.5;137.6;31.2;100;100;100.0
212;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuidwest-Friesland (CR);2013;58.9;137.7;30.9;100;100;100.0
