ID;InkomensgrensHuishouden;DuurInkomenspositie;KenmerkenVanHuishoudens;RegioS;Perioden;ParticuliereHuishoudens_1;Personen_2;Kinderen_3;ParticuliereHuishoudensRelatief_4;PersonenRelatief_5;KinderenRelatief_6
0;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2011;7008.6;15876.7;3374.9;100;100;100.0
1;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2012;7066.4;15935.9;3356.7;100;100;100.0
2;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2013;7112.0;15971.1;3329.7;100;100;100.0
3;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2014;7127.6;15977.0;3309.1;100;100;100.0
4;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2015;7171.7;16014.1;3288.0;100;100;100.0
5;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2016;7240.2;16100.8;3276.3;100;100;100.0
6;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2017;7324.0;16226.9;3260.3;100;100;100.0
7;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2018;7393.5;16333.0;3245.7;100;100;100.0
8;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2019;7465.2;16441.0;3221.8;100;100;100.0
9;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Nederland;2020;7536.4;16552.7;3201.6;100;100;100.0
10;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2011;721.3;1628.1;343.8;100;100;100.0
11;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2012;725.5;1628.1;341.0;100;100;100.0
12;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2013;729.1;1626.4;337.1;100;100;100.0
13;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2014;728.5;1619.6;332.6;100;100;100.0
14;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2015;730.8;1617.1;328.5;100;100;100.0
15;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2016;734.6;1617.0;324.6;100;100;100.0
16;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2017;741.9;1623.3;320.7;100;100;100.0
17;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2018;746.4;1626.1;316.5;100;100;100.0
18;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2019;751.7;1629.7;311.8;100;100;100.0
19;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Noord-Nederland (LD);2020;756.9;1633.6;307.1;100;100;100.0
20;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2011;1422.8;3385.9;762.5;100;100;100.0
21;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2012;1435.8;3397.5;757.6;100;100;100.0
22;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2013;1446.9;3404.8;750.3;100;100;100.0
23;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2014;1448.6;3400.8;744.2;100;100;100.0
24;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2015;1457.3;3404.6;737.4;100;100;100.0
25;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2016;1471.0;3418.7;733.0;100;100;100.0
26;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2017;1489.6;3445.2;728.0;100;100;100.0
27;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2018;1504.4;3465.1;722.7;100;100;100.0
28;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2019;1521.3;3488.7;715.6;100;100;100.0
29;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Oost-Nederland (LD);2020;1537.9;3511.5;709.4;100;100;100.0
30;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2011;3363.5;7430.6;1577.2;100;100;100.0
31;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2012;3392.7;7472.8;1574.3;100;100;100.0
32;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2013;3412.8;7498.6;1567.9;100;100;100.0
33;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2014;3424.1;7520.3;1565.8;100;100;100.0
34;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2015;3449.7;7556.9;1563.7;100;100;100.0
35;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2016;3487.7;7619.2;1566.0;100;100;100.0
36;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2017;3528.6;7691.6;1565.4;100;100;100.0
37;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2018;3565.7;7761.3;1565.7;100;100;100.0
38;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2019;3601.1;7825.6;1560.4;100;100;100.0
39;Totaal;Ten minste 1 jaar;Particuliere huishoudens;West-Nederland (LD);2020;3637.8;7895.0;1557.3;100;100;100.0
40;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2011;1499.9;3430.3;691.1;100;100;100.0
41;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2012;1511.9;3436.8;683.8;100;100;100.0
42;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2013;1522.9;3440.6;674.3;100;100;100.0
43;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2014;1526.3;3436.2;666.5;100;100;100.0
44;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2015;1533.9;3435.5;658.5;100;100;100.0
45;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2016;1547.0;3446.0;652.6;100;100;100.0
46;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2017;1563.9;3466.9;646.3;100;100;100.0
47;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2018;1576.9;3480.5;640.8;100;100;100.0
48;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2019;1591.1;3496.9;633.9;100;100;100.0
49;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Zuid-Nederland (LD);2020;1603.8;3512.6;627.8;100;100;100.0
50;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2011;245.8;530.3;105.8;100;100;100.0
51;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2012;247.8;530.9;105.4;100;100;100.0
52;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2013;249.2;530.6;104.1;100;100;100.0
53;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2014;249.0;528.4;102.8;100;100;100.0
54;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2015;250.1;527.7;101.7;100;100;100.0
55;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2016;251.7;528.2;100.8;100;100;100.0
56;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2017;254.3;530.6;99.6;100;100;100.0
57;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2018;255.9;531.5;98.4;100;100;100.0
58;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2019;257.9;533.0;97.1;100;100;100.0
59;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Groningen (PV);2020;260.0;534.7;95.8;100;100;100.0
60;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2011;270.4;621.8;136.4;100;100;100.0
61;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2012;271.3;621.1;135.1;100;100;100.0
62;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2013;272.7;620.8;133.8;100;100;100.0
63;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2014;272.7;618.4;132.1;100;100;100.0
64;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2015;273.4;617.6;130.5;100;100;100.0
65;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2016;274.7;617.6;129.1;100;100;100.0
66;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2017;277.2;619.4;127.4;100;100;100.0
67;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2018;278.8;620.3;125.8;100;100;100.0
68;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2019;280.7;621.3;123.7;100;100;100.0
69;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Fryslân (PV);2020;282.5;622.5;122.0;100;100;100.0
70;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2011;205.2;476.0;101.7;100;100;100.0
71;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2012;206.4;476.0;100.5;100;100;100.0
72;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2013;207.2;475.0;99.2;100;100;100.0
73;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2014;206.8;472.8;97.7;100;100;100.0
74;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2015;207.3;471.7;96.2;100;100;100.0
75;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2016;208.2;471.1;94.8;100;100;100.0
76;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2017;210.4;473.3;93.7;100;100;100.0
77;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2018;211.7;474.3;92.4;100;100;100.0
78;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2019;213.1;475.5;91.0;100;100;100.0
79;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Drenthe (PV);2020;214.4;476.4;89.3;100;100;100.0
80;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2011;455.8;1089.9;247.7;100;100;100.0
81;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2012;459.1;1093.0;246.1;100;100;100.0
82;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2013;462.0;1094.9;244.2;100;100;100.0
83;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2014;460.8;1091.8;242.4;100;100;100.0
84;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2015;463.1;1092.1;240.3;100;100;100.0
85;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2016;467.0;1095.5;238.8;100;100;100.0
86;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2017;471.9;1101.1;236.9;100;100;100.0
87;Totaal;Ten minste 1 jaar;Particuliere huishoudens;Overijssel (PV);2018;475.9;1105.1;234.5;100;100;100.0
