ID;SectorBranchesSIC2008;Margins;SeasonalAdjustment;Periods;EmploymentIndicator_1;WorkforceLast3Months_2;WorkforceNext3Months_3
8986;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2018 November;19.2;16.5;24.6
8987;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2018 December;16.2;17.3;17.0
8988;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 January;16.9;18.6;18.5
8989;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 February;19.6;25.3;17.5
8990;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 March;16.3;18.3;16.5
8991;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 April;18.0;23.6;16.5
8992;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 May;16.4;18.6;16.1
8993;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 June;15.1;16.7;15.1
8994;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 July;11.2;10.6;13.9
8995;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 August;11.3;8.7;17.1
8996;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 September;12.8;8.1;20.6
8997;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 October;10.7;2.7;22.0
8998;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 November;10.7;1.9;23.1
8999;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2019 December;17.2;14.5;21.6
9000;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 January;20.4;21.1;22.6
9001;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 February;15.4;13.0;22.4
9002;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 March;14.8;17.8;14.7
9003;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 April;-18.4;5.3;-39.8
9004;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 May;-19.8;-6.4;-30.8
9005;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 June;-24.1;-25.3;-20.9
9006;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 July;-13.9;-28.9;4.0
9007;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 August;-16.1;-22.6;-4.8
9008;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 September;-11.2;-12.5;-4.7
9009;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 October;-21.5;-24.8;-14.9
9010;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 November;-22.4;-25.2;-17.2
9011;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2020 December;-24.9;-35.4;-13.0
9012;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 January;-23.2;-30.7;-13.8
9013;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 February;-15.0;-23.7;-3.7
9014;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 March;-16.6;-30.9;2.0
9015;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 April;-8.3;-26.1;13.8
9016;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 May;-0.6;-21.6;25.0
9017;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 June;12.9;-11.8;41.8
9018;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 July;20.3;7.3;36.2
9019;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 August;22.6;11.3;37.6
9020;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 September;22.0;12.8;34.2
9021;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 October;38.5;37.7;41.5
9022;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 November;29.7;23.8;39.0
9023;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2021 December;8.1;14.8;5.2
9024;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 January;10.8;11.3;13.8
9025;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 February;21.0;13.7;34.1
9026;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 March;19.8;13.0;31.4
9027;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 April;23.2;18.9;29.9
9028;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 May;23.3;20.3;29.6
9029;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 June;20.5;16.2;28.8
9030;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 July;23.2;22.6;28.1
9031;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 August;25.2;25.5;28.0
9032;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 September;29.7;30.5;33.9
9033;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 October;22.3;21.4;25.3
9034;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 November;26.6;25.0;33.5
9035;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2022 December;21.1;19.8;26.9
9036;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 January;20.5;17.3;27.5
9037;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 February;20.9;19.2;26.9
9038;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 March;21.9;19.8;28.2
9039;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 April;19.4;17.5;25.3
9040;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 May;17.0;17.5;19.3
9041;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 June;14.5;17.2;15.5
9042;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 July;12.2;14.9;13.2
9043;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 August;13.8;10.9;22.1
9044;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 September;9.9;5.8;19.5
9045;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 October;16.7;16.6;20.1
9046;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 November;15.9;12.9;21.9
9047;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2023 December;20.3;15.1;28.4
9048;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 January;22.2;22.5;25.2
9049;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 February;17.6;19.0;19.6
9050;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 March;19.2;13.9;27.2
9051;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 April;11.8;3.6;23.4
9052;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 May;9.7;4.4;17.8
9053;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 June;12.9;13.1;15.3
9054;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 July;13.4;13.3;16.5
9055;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 August;9.1;11.5;9.1
9056;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 September;11.5;7.8;18.6
9057;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 October;19.3;9.8;33.8
9058;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 November;10.8;5.3;19.4
9059;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2024 December;5.1;5.5;9.3
9060;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2025 January;11.6;8.0;19.2
9061;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2025 February;7.9;11.1;8.5
9062;R Culture, sports and recreation;Upper bound 95% confidence interval;Seasonally adjusted data;2025 March;8.6;8.5;13.4
9063;S Other service activities;Value;Seasonally adjusted data;2012 January;-10.4;-8.3;-12.5
9064;S Other service activities;Value;Seasonally adjusted data;2012 February;-11.3;-8.0;-14.6
9065;S Other service activities;Value;Seasonally adjusted data;2012 March;-13.1;-10.7;-15.4
9066;S Other service activities;Value;Seasonally adjusted data;2012 April;-17.3;-19.6;-14.9
9067;S Other service activities;Value;Seasonally adjusted data;2012 May;-12.4;-13.9;-11.0
9068;S Other service activities;Value;Seasonally adjusted data;2012 June;-12.0;-11.1;-12.9
9069;S Other service activities;Value;Seasonally adjusted data;2012 July;-14.5;-15.3;-13.7
9070;S Other service activities;Value;Seasonally adjusted data;2012 August;-6.2;-2.2;-10.3
9071;S Other service activities;Value;Seasonally adjusted data;2012 September;-17.9;-20.0;-15.7
9072;S Other service activities;Value;Seasonally adjusted data;2012 October;-8.8;-13.5;-4.2
9073;S Other service activities;Value;Seasonally adjusted data;2012 November;-14.5;-12.9;-16.1
9074;S Other service activities;Value;Seasonally adjusted data;2012 December;-12.5;-13.4;-11.5
9075;S Other service activities;Value;Seasonally adjusted data;2013 January;-15.6;-13.5;-17.7
9076;S Other service activities;Value;Seasonally adjusted data;2013 February;-15.7;-11.5;-20.0
9077;S Other service activities;Value;Seasonally adjusted data;2013 March;-15.7;-13.1;-18.4
9078;S Other service activities;Value;Seasonally adjusted data;2013 April;-16.6;-22.5;-10.6
9079;S Other service activities;Value;Seasonally adjusted data;2013 May;-15.6;-14.7;-16.5
9080;S Other service activities;Value;Seasonally adjusted data;2013 June;-15.0;-15.1;-14.9
9081;S Other service activities;Value;Seasonally adjusted data;2013 July;-12.5;-12.5;-12.5
9082;S Other service activities;Value;Seasonally adjusted data;2013 August;-15.0;-14.1;-15.9
9083;S Other service activities;Value;Seasonally adjusted data;2013 September;-12.2;-11.6;-12.8
9084;S Other service activities;Value;Seasonally adjusted data;2013 October;-10.9;-11.4;-10.4
9085;S Other service activities;Value;Seasonally adjusted data;2013 November;-15.1;-15.7;-14.4
9086;S Other service activities;Value;Seasonally adjusted data;2013 December;-12.6;-12.3;-12.9
9087;S Other service activities;Value;Seasonally adjusted data;2014 January;-15.9;-17.1;-14.6
9088;S Other service activities;Value;Seasonally adjusted data;2014 February;-15.8;-20.6;-11.1
9089;S Other service activities;Value;Seasonally adjusted data;2014 March;-12.2;-20.5;-3.9
9090;S Other service activities;Value;Seasonally adjusted data;2014 April;-13.4;-13.3;-13.4
9091;S Other service activities;Value;Seasonally adjusted data;2014 May;-20.9;-25.5;-16.4
9092;S Other service activities;Value;Seasonally adjusted data;2014 June;-16.6;-19.0;-14.1
9093;S Other service activities;Value;Seasonally adjusted data;2014 July;-13.0;-14.3;-11.8
9094;S Other service activities;Value;Seasonally adjusted data;2014 August;-8.8;-13.8;-3.8
9095;S Other service activities;Value;Seasonally adjusted data;2014 September;-6.8;-9.9;-3.7
9096;S Other service activities;Value;Seasonally adjusted data;2014 October;-10.8;-8.9;-12.7
9097;S Other service activities;Value;Seasonally adjusted data;2014 November;-10.6;-9.5;-11.7
9098;S Other service activities;Value;Seasonally adjusted data;2014 December;-10.3;-7.5;-13.2
9099;S Other service activities;Value;Seasonally adjusted data;2015 January;-10.2;-9.6;-10.8
9100;S Other service activities;Value;Seasonally adjusted data;2015 February;-14.1;-16.9;-11.3
9101;S Other service activities;Value;Seasonally adjusted data;2015 March;-13.8;-17.5;-10.0
9102;S Other service activities;Value;Seasonally adjusted data;2015 April;-14.0;-10.9;-17.1
9103;S Other service activities;Value;Seasonally adjusted data;2015 May;-18.6;-18.3;-18.9
9104;S Other service activities;Value;Seasonally adjusted data;2015 June;-21.0;-27.7;-14.3
9105;S Other service activities;Value;Seasonally adjusted data;2015 July;-15.6;-21.4;-9.9
9106;S Other service activities;Value;Seasonally adjusted data;2015 August;-17.8;-19.0;-16.5
9107;S Other service activities;Value;Seasonally adjusted data;2015 September;-10.1;-6.3;-13.9
9108;S Other service activities;Value;Seasonally adjusted data;2015 October;-13.9;-10.7;-17.2
9109;S Other service activities;Value;Seasonally adjusted data;2015 November;-13.5;-13.5;-13.5
9110;S Other service activities;Value;Seasonally adjusted data;2015 December;-12.4;-12.2;-12.6
9111;S Other service activities;Value;Seasonally adjusted data;2016 January;-10.2;-9.5;-10.8
9112;S Other service activities;Value;Seasonally adjusted data;2016 February;-5.3;-5.0;-5.6
9113;S Other service activities;Value;Seasonally adjusted data;2016 March;-2.3;-1.3;-3.4
9114;S Other service activities;Value;Seasonally adjusted data;2016 April;-5.8;-10.1;-1.5
9115;S Other service activities;Value;Seasonally adjusted data;2016 May;-5.9;-7.7;-4.0
9116;S Other service activities;Value;Seasonally adjusted data;2016 June;3.3;9.0;-2.4
9117;S Other service activities;Value;Seasonally adjusted data;2016 July;-1.2;2.8;-5.2
9118;S Other service activities;Value;Seasonally adjusted data;2016 August;0.8;3.6;-1.9
9119;S Other service activities;Value;Seasonally adjusted data;2016 September;-2.0;0.1;-4.0
9120;S Other service activities;Value;Seasonally adjusted data;2016 October;0.9;-2.8;4.6
9121;S Other service activities;Value;Seasonally adjusted data;2016 November;3.4;2.0;4.8
9122;S Other service activities;Value;Seasonally adjusted data;2016 December;0.4;-1.9;2.8
9123;S Other service activities;Value;Seasonally adjusted data;2017 January;0.3;-4.1;4.7
9124;S Other service activities;Value;Seasonally adjusted data;2017 February;-4.0;-1.1;-6.9
9125;S Other service activities;Value;Seasonally adjusted data;2017 March;-3.5;-4.6;-2.4
9126;S Other service activities;Value;Seasonally adjusted data;2017 April;-4.2;-5.0;-3.4
9127;S Other service activities;Value;Seasonally adjusted data;2017 May;-2.9;-2.4;-3.4
9128;S Other service activities;Value;Seasonally adjusted data;2017 June;-2.9;-5.1;-0.6
9129;S Other service activities;Value;Seasonally adjusted data;2017 July;-6.5;-13.3;0.4
9130;S Other service activities;Value;Seasonally adjusted data;2017 August;-5.9;-5.8;-5.9
9131;S Other service activities;Value;Seasonally adjusted data;2017 September;2.4;-0.4;5.2
9132;S Other service activities;Value;Seasonally adjusted data;2017 October;-2.1;-5.7;1.5
9133;S Other service activities;Value;Seasonally adjusted data;2017 November;0.7;-2.1;3.5
9134;S Other service activities;Value;Seasonally adjusted data;2017 December;-0.8;-5.9;4.2
9135;S Other service activities;Value;Seasonally adjusted data;2018 January;2.6;2.4;2.8
9136;S Other service activities;Value;Seasonally adjusted data;2018 February;1.2;0.8;1.6
9137;S Other service activities;Value;Seasonally adjusted data;2018 March;3.9;6.2;1.7
9138;S Other service activities;Value;Seasonally adjusted data;2018 April;3.2;-1.0;7.4
9139;S Other service activities;Value;Seasonally adjusted data;2018 May;3.7;5.3;2.2
9140;S Other service activities;Value;Seasonally adjusted data;2018 June;4.1;8.2;0.1
9141;S Other service activities;Value;Seasonally adjusted data;2018 July;3.7;0.8;6.6
9142;S Other service activities;Value;Seasonally adjusted data;2018 August;3.8;2.2;5.4
9143;S Other service activities;Value;Seasonally adjusted data;2018 September;-0.1;-4.4;4.2
9144;S Other service activities;Value;Seasonally adjusted data;2018 October;0.3;-2.4;3.0
9145;S Other service activities;Value;Seasonally adjusted data;2018 November;-0.1;-1.7;1.6
9146;S Other service activities;Value;Seasonally adjusted data;2018 December;-2.8;-3.6;-1.9
9147;S Other service activities;Value;Seasonally adjusted data;2019 January;1.2;4.5;-2.2
9148;S Other service activities;Value;Seasonally adjusted data;2019 February;-3.1;-4.1;-2.1
9149;S Other service activities;Value;Seasonally adjusted data;2019 March;2.1;6.6;-2.4
9150;S Other service activities;Value;Seasonally adjusted data;2019 April;-1.3;-6.5;3.8
9151;S Other service activities;Value;Seasonally adjusted data;2019 May;-0.6;-1.0;-0.2
9152;S Other service activities;Value;Seasonally adjusted data;2019 June;-2.3;-4.4;-0.3
9153;S Other service activities;Value;Seasonally adjusted data;2019 July;-2.1;-1.0;-3.2
9154;S Other service activities;Value;Seasonally adjusted data;2019 August;-4.5;-3.1;-5.9
9155;S Other service activities;Value;Seasonally adjusted data;2019 September;-5.7;-6.3;-5.1
9156;S Other service activities;Value;Seasonally adjusted data;2019 October;-2.2;-4.3;-0.1
9157;S Other service activities;Value;Seasonally adjusted data;2019 November;-9.2;-16.8;-1.5
9158;S Other service activities;Value;Seasonally adjusted data;2019 December;3.2;1.5;4.8
9159;S Other service activities;Value;Seasonally adjusted data;2020 January;-5.9;-13.4;1.6
9160;S Other service activities;Value;Seasonally adjusted data;2020 February;4.6;1.5;7.6
9161;S Other service activities;Value;Seasonally adjusted data;2020 March;0.0;4.1;-4.1
9162;S Other service activities;Value;Seasonally adjusted data;2020 April;-29.3;-18.7;-39.9
9163;S Other service activities;Value;Seasonally adjusted data;2020 May;-30.8;-33.8;-27.7
9164;S Other service activities;Value;Seasonally adjusted data;2020 June;-21.2;-32.2;-10.3
9165;S Other service activities;Value;Seasonally adjusted data;2020 July;-20.4;-33.6;-7.1
9166;S Other service activities;Value;Seasonally adjusted data;2020 August;-9.6;-17.1;-2.1
9167;S Other service activities;Value;Seasonally adjusted data;2020 September;-11.2;-14.4;-8.0
9168;S Other service activities;Value;Seasonally adjusted data;2020 October;-9.5;-11.7;-7.3
9169;S Other service activities;Value;Seasonally adjusted data;2020 November;-16.1;-17.6;-14.7
9170;S Other service activities;Value;Seasonally adjusted data;2020 December;-15.1;-21.1;-9.2
9171;S Other service activities;Value;Seasonally adjusted data;2021 January;-12.1;-16.6;-7.6
9172;S Other service activities;Value;Seasonally adjusted data;2021 February;-11.8;-16.5;-7.0
9173;S Other service activities;Value;Seasonally adjusted data;2021 March;-12.7;-21.1;-4.4
9174;S Other service activities;Value;Seasonally adjusted data;2021 April;-9.4;-13.4;-5.5
9175;S Other service activities;Value;Seasonally adjusted data;2021 May;-2.0;-10.4;6.5
9176;S Other service activities;Value;Seasonally adjusted data;2021 June;1.6;-5.5;8.8
9177;S Other service activities;Value;Seasonally adjusted data;2021 July;4.7;0.8;8.7
9178;S Other service activities;Value;Seasonally adjusted data;2021 August;9.8;8.5;11.0
9179;S Other service activities;Value;Seasonally adjusted data;2021 September;7.2;4.5;9.9
9180;S Other service activities;Value;Seasonally adjusted data;2021 October;5.0;1.9;8.2
9181;S Other service activities;Value;Seasonally adjusted data;2021 November;2.8;-3.5;9.1
9182;S Other service activities;Value;Seasonally adjusted data;2021 December;-3.3;-1.1;-5.5
9183;S Other service activities;Value;Seasonally adjusted data;2022 January;-2.3;-12.2;7.6
9184;S Other service activities;Value;Seasonally adjusted data;2022 February;1.3;-10.6;13.3
9185;S Other service activities;Value;Seasonally adjusted data;2022 March;4.0;-7.1;15.1
9186;S Other service activities;Value;Seasonally adjusted data;2022 April;11.8;7.0;16.5
9187;S Other service activities;Value;Seasonally adjusted data;2022 May;7.5;1.9;13.2
9188;S Other service activities;Value;Seasonally adjusted data;2022 June;6.2;5.7;6.8
9189;S Other service activities;Value;Seasonally adjusted data;2022 July;9.2;8.2;10.3
9190;S Other service activities;Value;Seasonally adjusted data;2022 August;6.8;3.9;9.7
9191;S Other service activities;Value;Seasonally adjusted data;2022 September;3.7;2.5;4.9
9192;S Other service activities;Value;Seasonally adjusted data;2022 October;3.7;-1.0;8.4
9193;S Other service activities;Value;Seasonally adjusted data;2022 November;-2.6;-10.6;5.3
9194;S Other service activities;Value;Seasonally adjusted data;2022 December;8.7;2.8;14.6
9195;S Other service activities;Value;Seasonally adjusted data;2023 January;5.1;-0.6;10.8
9196;S Other service activities;Value;Seasonally adjusted data;2023 February;6.0;3.1;8.8
9197;S Other service activities;Value;Seasonally adjusted data;2023 March;7.4;1.4;13.3
9198;S Other service activities;Value;Seasonally adjusted data;2023 April;10.3;2.8;17.7
9199;S Other service activities;Value;Seasonally adjusted data;2023 May;3.4;-1.3;8.1
9200;S Other service activities;Value;Seasonally adjusted data;2023 June;3.1;3.6;2.7
9201;S Other service activities;Value;Seasonally adjusted data;2023 July;-0.3;-3.4;2.8
9202;S Other service activities;Value;Seasonally adjusted data;2023 August;-2.1;-2.3;-1.9
9203;S Other service activities;Value;Seasonally adjusted data;2023 September;4.2;-1.0;9.4
9204;S Other service activities;Value;Seasonally adjusted data;2023 October;-0.7;-1.4;0.0
9205;S Other service activities;Value;Seasonally adjusted data;2023 November;6.1;4.9;7.2
9206;S Other service activities;Value;Seasonally adjusted data;2023 December;9.3;11.3;7.3
9207;S Other service activities;Value;Seasonally adjusted data;2024 January;4.0;3.7;4.3
9208;S Other service activities;Value;Seasonally adjusted data;2024 February;11.2;17.2;5.3
9209;S Other service activities;Value;Seasonally adjusted data;2024 March;6.2;6.0;6.4
9210;S Other service activities;Value;Seasonally adjusted data;2024 April;5.8;14.2;-2.6
9211;S Other service activities;Value;Seasonally adjusted data;2024 May;5.2;4.6;5.8
9212;S Other service activities;Value;Seasonally adjusted data;2024 June;11.4;12.3;10.6
9213;S Other service activities;Value;Seasonally adjusted data;2024 July;-0.7;-0.2;-1.3
9214;S Other service activities;Value;Seasonally adjusted data;2024 August;7.1;9.1;5.0
9215;S Other service activities;Value;Seasonally adjusted data;2024 September;3.5;5.9;1.2
9216;S Other service activities;Value;Seasonally adjusted data;2024 October;1.3;5.1;-2.5
9217;S Other service activities;Value;Seasonally adjusted data;2024 November;7.6;9.2;6.1
9218;S Other service activities;Value;Seasonally adjusted data;2024 December;3.8;9.8;-2.3
9219;S Other service activities;Value;Seasonally adjusted data;2025 January;8.1;14.1;2.2
9220;S Other service activities;Value;Seasonally adjusted data;2025 February;12.2;23.0;1.4
9221;S Other service activities;Value;Seasonally adjusted data;2025 March;6.1;13.5;-1.2
9222;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 January;;;
9223;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 February;;;
9224;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 March;;;
9225;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 April;;;
9226;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 May;;;
9227;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 June;;;
9228;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 July;;;
9229;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 August;;;
9230;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 September;;;
9231;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 October;;;
9232;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 November;;;
9233;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2012 December;;;
9234;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 January;;;
9235;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 February;;;
9236;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 March;;;
9237;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 April;;;
9238;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 May;;;
9239;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 June;;;
9240;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 July;;;
9241;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 August;;;
9242;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 September;;;
9243;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 October;;;
9244;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 November;;;
9245;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2013 December;;;
9246;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 January;-22.8;-25.7;-23.0
9247;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 February;-23.8;-30.8;-20.1
9248;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 March;-18.7;-29.3;-11.7
9249;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 April;-20.7;-22.3;-21.8
9250;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 May;-28.3;-35.3;-24.0
9251;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 June;-23.7;-28.4;-21.9
9252;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 July;-20.6;-24.5;-20.0
9253;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 August;-15.3;-22.8;-11.2
9254;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 September;-13.1;-17.7;-11.9
9255;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 October;-17.3;-16.3;-20.5
9256;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 November;-17.5;-17.5;-19.9
9257;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2014 December;-17.4;-16.1;-21.2
9258;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 January;-17.3;-18.6;-19.0
9259;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 February;-21.2;-27.3;-20.5
9260;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 March;-20.3;-25.5;-18.6
9261;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 April;-22.6;-24.2;-27.1
9262;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 May;-26.6;-29.5;-30.5
9263;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 June;-28.6;-38.1;-23.5
9264;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 July;-22.5;-30.6;-18.7
9265;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 August;-24.9;-28.4;-24.7
9266;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 September;-17.5;-15.1;-22.5
9267;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 October;-21.5;-20.1;-25.2
9268;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 November;-21.1;-22.9;-21.7
9269;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2015 December;-19.7;-21.0;-20.6
9270;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 January;-17.1;-18.1;-18.4
9271;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 February;-11.8;-13.6;-12.5
9272;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 March;-7.2;-8.2;-9.5
9273;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 April;-10.1;-16.6;-6.4
9274;S Other service activities;Lower bound 95% confidence interval;Seasonally adjusted data;2016 May;-10.2;-13.2;-10.1
