ID;BedrijfstakkenBranchesSBI93;Perioden;Bedrijven_1;BanenWerkzamePersonenAbsoluut_2;ArbeidsvolumeWerkzamePersonen_3;Bedrijfsopbrengsten_4;Bedrijfslasten_5;Bedrijfsresultaat_6;ResultaatVoorBelastingen_7
298;553 Restaurants, cafetaria's e.d.;1999;18485.0;;84.4;5058.0;4406.0;652.0;578.0
299;553 Restaurants, cafetaria's e.d.;2000;18115.0;;86.7;5321.0;4616.0;705.0;641.0
300;553 Restaurants, cafetaria's e.d.;2001;17750.0;;88.1;5540.0;4783.0;757.0;698.0
301;553 Restaurants, cafetaria's e.d.;2002;16800.0;;96.0;5744.0;5000.0;744.0;663.0
302;553 Restaurants, cafetaria's e.d.;2003;17335.0;;89.5;5566.0;4937.0;628.0;578.0
303;553 Restaurants, cafetaria's e.d.;2004;16490.0;;94.0;5557.0;5076.0;481.0;408.0
304;553 Restaurants, cafetaria's e.d.;2005;16940.0;;98.0;5831.0;5199.0;632.0;585.0
305;553 Restaurants, cafetaria's e.d.;2006;17005.0;181.1;108.3;6118.0;5380.0;738.0;667.0
306;553 Restaurants, cafetaria's e.d.;2007;17285.0;209.0;123.6;6624.0;5864.0;760.0;705.0
307;553 Restaurants, cafetaria's e.d.;2008;17115.0;;;;;;
308;554 Café's en dergelijke;1987;;;;;;;
309;554 Café's en dergelijke;1988;;;;1591.0;1283.0;308.0;271.0
310;554 Café's en dergelijke;1989;;;;1752.0;1383.0;369.0;315.0
311;554 Café's en dergelijke;1990;;;;1844.0;1467.0;377.0;334.0
312;554 Café's en dergelijke;1991;;;;2001.0;1624.0;378.0;310.0
313;554 Café's en dergelijke;1992;;;;2173.0;1747.0;426.0;367.0
314;554 Café's en dergelijke;1993;13015.0;;45.8;2228.0;1805.0;423.0;360.0
315;554 Café's en dergelijke;1994;12540.0;;50.3;2245.0;1842.0;403.0;353.0
316;554 Café's en dergelijke;1995;11955.0;;46.5;2288.0;1897.0;391.0;359.0
317;554 Café's en dergelijke;1996;11850.0;;38.2;1945.0;1619.0;326.0;294.0
318;554 Café's en dergelijke;1997;11615.0;;37.7;2088.0;1734.0;354.0;325.0
319;554 Café's en dergelijke;1998;11815.0;;38.7;2139.0;1797.0;342.0;304.0
320;554 Café's en dergelijke;1999;12050.0;;40.4;2324.0;1951.0;374.0;346.0
321;554 Café's en dergelijke;2000;11685.0;;34.8;2464.0;2068.0;396.0;374.0
322;554 Café's en dergelijke;2001;11140.0;;38.2;2526.0;2076.0;450.0;424.0
323;554 Café's en dergelijke;2002;10665.0;;42.8;2641.0;2193.0;448.0;399.0
324;554 Café's en dergelijke;2003;10590.0;;39.3;2497.0;2130.0;367.0;341.0
325;554 Café's en dergelijke;2004;10100.0;;36.1;2437.0;2108.0;329.0;301.0
326;554 Café's en dergelijke;2005;9975.0;;37.4;2505.0;2136.0;369.0;344.0
327;554 Café's en dergelijke;2006;9775.0;89.3;39.1;2601.0;2237.0;365.0;358.0
328;554 Café's en dergelijke;2007;9600.0;;;;;;
329;554 Café's en dergelijke;2008;9605.0;85.8;35.5;2743.0;2354.0;389.0;352.0
330;555 Kantines en catering;1987;;;;;;;
331;555 Kantines en catering;1988;;;;376.0;359.0;17.0;12.0
332;555 Kantines en catering;1989;;;;440.0;420.0;20.0;16.0
333;555 Kantines en catering;1990;;;;561.0;536.0;25.0;22.0
334;555 Kantines en catering;1991;;;;650.0;624.0;26.0;20.0
335;555 Kantines en catering;1992;;;;737.0;701.0;35.0;26.0
336;555 Kantines en catering;1993;1555.0;;17.0;834.0;794.0;40.0;27.0
337;555 Kantines en catering;1994;1705.0;;19.5;913.0;863.0;49.0;33.0
338;555 Kantines en catering;1995;1595.0;;18.7;1003.0;946.0;57.0;39.0
339;555 Kantines en catering;1996;2260.0;;19.1;1085.0;1020.0;66.0;45.0
340;555 Kantines en catering;1997;2365.0;;20.3;1161.0;1090.0;71.0;43.0
341;555 Kantines en catering;1998;2620.0;;21.4;1283.0;1191.0;92.0;62.0
342;555 Kantines en catering;1999;2820.0;;24.2;1417.0;1316.0;101.0;68.0
343;555 Kantines en catering;2000;2885.0;;19.3;1531.0;1425.0;106.0;92.0
344;555 Kantines en catering;2001;2735.0;;22.4;1696.0;1559.0;138.0;117.0
345;555 Kantines en catering;2002;2850.0;;23.4;1806.0;1710.0;96.0;74.0
346;555 Kantines en catering;2003;2835.0;;23.2;1853.0;1739.0;115.0;98.0
347;555 Kantines en catering;2004;3040.0;;26.1;1984.0;1854.0;129.0;91.0
348;555 Kantines en catering;2005;3040.0;;29.4;2112.0;1972.0;140.0;126.0
349;555 Kantines en catering;2006;3180.0;45.7;28.4;2213.0;2032.0;181.0;183.0
350;555 Kantines en catering;2007;3475.0;60.3;31.2;2485.0;2248.0;237.0;238.0
351;555 Kantines en catering;2008;4060.0;56.0;32.3;2624.0;2352.0;272.0;278.0
352;60 Vervoer over land;1987;9235.0;104.3;;9355.0;8483.0;873.0;375.0
353;60 Vervoer over land;1988;9190.0;108.1;;9844.0;8923.0;921.0;481.0
354;60 Vervoer over land;1989;9200.0;111.4;;10587.0;9645.0;941.0;463.0
355;60 Vervoer over land;1990;9350.0;119.4;;11244.0;10305.0;939.0;441.0
356;60 Vervoer over land;1991;9465.0;122.3;;12097.0;11190.0;906.0;371.0
357;60 Vervoer over land;1992;9580.0;123.1;;12708.0;11576.0;1132.0;324.0
358;60 Vervoer over land;1993;10110.0;132.9;;13421.0;12360.0;1061.0;328.0
359;60 Vervoer over land;1994;10345.0;169.1;;13996.0;12838.0;1157.0;480.0
360;60 Vervoer over land;1995;10230.0;180.9;;14626.0;13528.0;1097.0;585.0
361;60 Vervoer over land;1996;10405.0;193.0;;15708.0;14579.0;1128.0;513.0
362;60 Vervoer over land;1997;10480.0;199.4;;16382.0;15128.0;1254.0;619.0
363;60 Vervoer over land;1998;11590.0;210.9;;17461.0;16123.0;1338.0;846.0
364;60 Vervoer over land;1999;12920.0;216.1;;18534.0;17138.0;1396.0;819.0
365;60 Vervoer over land;2000;13695.0;219.8;;19249.0;17831.0;1418.0;853.0
366;60 Vervoer over land;2001;13840.0;229.7;;20144.0;18563.0;1581.0;990.0
367;60 Vervoer over land;2002;13935.0;223.0;;20062.0;18731.0;1331.0;871.0
368;60 Vervoer over land;2003;13690.0;217.5;;20592.0;19218.0;1374.0;790.0
369;60 Vervoer over land;2004;13405.0;214.1;;21925.0;20499.0;1426.0;816.0
370;60 Vervoer over land;2005;13270.0;215.8;;22845.0;21260.0;1585.0;1331.0
371;60 Vervoer over land;2006;13530.0;219.7;184.7;24103.0;22468.0;1634.0;1438.0
372;60 Vervoer over land;2007;13025.0;233.3;192.4;25938.0;24394.0;1544.0;1564.0
373;60 Vervoer over land;2008;13445.0;230.7;195.3;27140.0;25802.0;1338.0;1332.0
374;61 Vervoer over water;1987;4480.0;33.2;;2526.0;2452.0;74.0;129.0
375;61 Vervoer over water;1988;4570.0;31.9;;2648.0;2490.0;158.0;320.0
376;61 Vervoer over water;1989;4885.0;30.7;;3082.0;2739.0;343.0;453.0
377;61 Vervoer over water;1990;6040.0;32.3;;3076.0;2801.0;275.0;444.0
378;61 Vervoer over water;1991;6200.0;31.5;;3232.0;2872.0;360.0;508.0
379;61 Vervoer over water;1992;6160.0;30.8;;3254.0;2995.0;259.0;358.0
380;61 Vervoer over water;1993;6290.0;31.5;;3452.0;3169.0;283.0;392.0
381;61 Vervoer over water;1994;5745.0;30.9;;3504.0;3186.0;318.0;468.0
382;61 Vervoer over water;1995;5630.0;29.9;;3449.0;3196.0;253.0;425.0
383;61 Vervoer over water;1996;5230.0;31.4;;3566.0;3263.0;303.0;498.0
384;61 Vervoer over water;1997;5230.0;32.0;;3900.0;3426.0;474.0;571.0
385;61 Vervoer over water;1998;5155.0;31.8;;4156.0;3657.0;498.0;627.0
386;61 Vervoer over water;1999;5095.0;30.5;;4098.0;3677.0;420.0;512.0
387;61 Vervoer over water;2000;5035.0;30.1;;4283.0;3850.0;434.0;548.0
388;61 Vervoer over water;2001;4920.0;32.1;;4913.0;4454.0;459.0;575.0
389;61 Vervoer over water;2002;4755.0;30.5;;4726.0;4461.0;265.0;376.0
390;61 Vervoer over water;2003;4340.0;30.9;;5648.0;5287.0;361.0;511.0
391;61 Vervoer over water;2004;4680.0;30.1;;5839.0;5218.0;622.0;910.0
392;61 Vervoer over water;2005;4450.0;30.5;;6432.0;5709.0;723.0;985.0
393;61 Vervoer over water;2006;4210.0;29.2;26.3;7023.0;6055.0;968.0;1170.0
394;61 Vervoer over water;2007;4330.0;31.8;28.3;7852.0;6586.0;1266.0;1291.0
395;61 Vervoer over water;2008;4315.0;30.8;27.9;8223.0;6829.0;1394.0;1357.0
396;62 Vervoer door de lucht;1987;75.0;24.3;;2966.0;2817.0;150.0;166.0
397;62 Vervoer door de lucht;1988;70.0;24.8;;3113.0;2983.0;130.0;178.0
398;62 Vervoer door de lucht;1989;70.0;26.6;;3366.0;3328.0;38.0;109.0
399;62 Vervoer door de lucht;1990;80.0;28.5;;3575.0;3718.0;-143.0;-349.0
400;62 Vervoer door de lucht;1991;90.0;28.6;;4130.0;3926.0;204.0;60.0
401;62 Vervoer door de lucht;1992;100.0;29.7;;4327.0;4236.0;91.0;-201.0
402;62 Vervoer door de lucht;1993;130.0;30.7;;4765.0;4715.0;50.0;-147.0
403;62 Vervoer door de lucht;1994;145.0;30.2;;5003.0;4844.0;159.0;40.0
404;62 Vervoer door de lucht;1995;160.0;31.8;;5321.0;5245.0;76.0;114.0
405;62 Vervoer door de lucht;1996;160.0;33.0;;5812.0;6049.0;-238.0;-153.0
406;62 Vervoer door de lucht;1997;155.0;33.8;;6943.0;6725.0;218.0;931.0
407;62 Vervoer door de lucht;1998;165.0;35.6;;7113.0;7043.0;70.0;118.0
408;62 Vervoer door de lucht;1999;190.0;37.9;;7520.0;7573.0;-53.0;259.0
409;62 Vervoer door de lucht;2000;205.0;38.5;;8107.0;7825.0;282.0;239.0
410;62 Vervoer door de lucht;2001;200.0;38.9;;8011.0;8126.0;-116.0;-173.0
411;62 Vervoer door de lucht;2002;235.0;39.1;;8260.0;8363.0;-103.0;-414.0
412;62 Vervoer door de lucht;2003;235.0;36.1;;7701.0;7510.0;191.0;182.0
413;62 Vervoer door de lucht;2004;270.0;35.3;;8297.0;7954.0;342.0;308.0
414;62 Vervoer door de lucht;2005;245.0;36.6;;9298.0;8736.0;562.0;508.0
415;62 Vervoer door de lucht;2006;235.0;36.6;31.3;9335.0;8781.0;554.0;595.0
416;62 Vervoer door de lucht;2007;235.0;37.7;32.2;9525.0;8899.0;626.0;314.0
417;62 Vervoer door de lucht;2008;245.0;39.9;34.7;10222.0;10078.0;144.0;-236.0
418;63 Dienstverlening voor het vervoer;1987;4285.0;49.8;;7103.0;6644.0;459.0;315.0
419;63 Dienstverlening voor het vervoer;1988;4265.0;50.9;;7301.0;6802.0;498.0;344.0
420;63 Dienstverlening voor het vervoer;1989;4420.0;51.8;;7759.0;7252.0;507.0;364.0
421;63 Dienstverlening voor het vervoer;1990;4390.0;54.5;;8407.0;7832.0;576.0;379.0
422;63 Dienstverlening voor het vervoer;1991;4435.0;53.1;;8694.0;8119.0;575.0;442.0
423;63 Dienstverlening voor het vervoer;1992;4460.0;56.1;;9231.0;8654.0;578.0;410.0
424;63 Dienstverlening voor het vervoer;1993;4840.0;59.4;;10111.0;9475.0;636.0;490.0
425;63 Dienstverlening voor het vervoer;1994;4830.0;71.9;;10540.0;9845.0;695.0;507.0
426;63 Dienstverlening voor het vervoer;1995;4785.0;75.8;;11066.0;10333.0;734.0;602.0
427;63 Dienstverlening voor het vervoer;1996;5040.0;85.7;;13306.0;12471.0;834.0;573.0
428;63 Dienstverlening voor het vervoer;1997;5360.0;92.1;;14159.0;13222.0;938.0;755.0
429;63 Dienstverlening voor het vervoer;1998;5875.0;96.8;;15324.0;14261.0;1063.0;902.0
430;63 Dienstverlening voor het vervoer;1999;6020.0;96.3;;16070.0;14894.0;1177.0;938.0
431;63 Dienstverlening voor het vervoer;2000;6300.0;99.6;;17545.0;16289.0;1256.0;1127.0
432;63 Dienstverlening voor het vervoer;2001;6440.0;105.9;;19577.0;18104.0;1472.0;1111.0
433;63 Dienstverlening voor het vervoer;2002;6470.0;105.8;;20491.0;19106.0;1385.0;1284.0
434;63 Dienstverlening voor het vervoer;2003;5775.0;109.0;;21464.0;19986.0;1478.0;1409.0
435;63 Dienstverlening voor het vervoer;2004;5710.0;111.0;;23960.0;22313.0;1647.0;1599.0
436;63 Dienstverlening voor het vervoer;2005;6135.0;113.8;;25901.0;24004.0;1898.0;1876.0
437;63 Dienstverlening voor het vervoer;2006;6325.0;116.9;100.8;27698.0;25677.0;2021.0;2026.0
438;63 Dienstverlening voor het vervoer;2007;6665.0;121.6;105.7;30699.0;28534.0;2165.0;2354.0
439;63 Dienstverlening voor het vervoer;2008;6845.0;128.0;112.0;31696.0;29455.0;2242.0;2217.0
440;64 Post en telecommunicatie;1987;595.0;;;;;;
441;64 Post en telecommunicatie;1988;645.0;;;;;;
442;64 Post en telecommunicatie;1989;675.0;;;;;;
443;64 Post en telecommunicatie;1990;775.0;;;;;;
444;64 Post en telecommunicatie;1991;840.0;;;;;;
445;64 Post en telecommunicatie;1992;840.0;;;;;;
446;64 Post en telecommunicatie;1993;945.0;;;;;;
447;64 Post en telecommunicatie;1994;1065.0;;;;;;
448;64 Post en telecommunicatie;1995;1225.0;;;;;;
449;64 Post en telecommunicatie;1996;1705.0;;;;;;
450;64 Post en telecommunicatie;1997;2135.0;;;;;;
451;64 Post en telecommunicatie;1998;2200.0;;;;;;
452;64 Post en telecommunicatie;1999;2620.0;;;;;;
453;64 Post en telecommunicatie;2000;2750.0;165.8;;19740.0;19822.0;-82.0;767.0
454;64 Post en telecommunicatie;2001;3080.0;169.7;;22046.0;22181.0;-135.0;-10812.0
455;64 Post en telecommunicatie;2002;2705.0;161.8;;23732.0;23851.0;-119.0;-10382.0
456;64 Post en telecommunicatie;2003;2980.0;158.4;;23953.0;20273.0;3680.0;2856.0
457;64 Post en telecommunicatie;2004;3275.0;144.1;;23112.0;19871.0;3241.0;4416.0
458;64 Post en telecommunicatie;2005;3315.0;141.7;;23415.0;20271.0;3145.0;4233.0
459;64 Post en telecommunicatie;2006;3705.0;142.2;97.8;23950.0;20590.0;3360.0;4046.0
460;64 Post en telecommunicatie;2007;3960.0;150.8;98.1;24731.0;21423.0;3308.0;2440.0
461;64 Post en telecommunicatie;2008;4195.0;147.3;95.8;24373.0;20898.0;3475.0;2154.0
462;72 Computerservice,informatietechnologie;1987;3565.0;;32.5;2474.0;2306.0;168.0;205.0
463;72 Computerservice,informatietechnologie;1988;3760.0;;34.7;2717.0;2539.0;178.0;211.0
464;72 Computerservice,informatietechnologie;1989;4100.0;;39.7;3089.0;2903.0;186.0;227.0
465;72 Computerservice,informatietechnologie;1990;4390.0;;46.9;3687.0;3469.0;218.0;264.0
466;72 Computerservice,informatietechnologie;1991;4810.0;;47.6;3848.0;3634.0;214.0;219.0
467;72 Computerservice,informatietechnologie;1992;5180.0;;47.1;3968.0;3760.0;208.0;163.0
468;72 Computerservice,informatietechnologie;1993;5545.0;;57.0;4574.0;4336.0;238.0;166.0
469;72 Computerservice,informatietechnologie;1994;6010.0;;59.2;4720.0;4416.0;304.0;211.0
470;72 Computerservice,informatietechnologie;1995;5975.0;;65.0;5380.0;5033.0;347.0;253.0
471;72 Computerservice,informatietechnologie;1996;6665.0;;80.7;6677.0;6183.0;494.0;338.0
472;72 Computerservice,informatietechnologie;1997;7780.0;;91.0;8630.0;7979.0;650.0;469.0
473;72 Computerservice,informatietechnologie;1998;8835.0;;107.0;10693.0;10014.0;679.0;528.0
474;72 Computerservice,informatietechnologie;1999;10345.0;;118.7;12488.0;11461.0;1027.0;777.0
475;72 Computerservice,informatietechnologie;2000;12220.0;;131.6;13774.0;12655.0;1119.0;919.0
476;72 Computerservice,informatietechnologie;2001;14575.0;;147.6;15371.0;14094.0;1277.0;1062.0
477;72 Computerservice,informatietechnologie;2002;15170.0;;130.5;14178.0;12922.0;1256.0;1100.0
478;72 Computerservice,informatietechnologie;2003;15345.0;;123.1;14014.0;12887.0;1127.0;1147.0
479;72 Computerservice,informatietechnologie;2004;16005.0;;116.6;14541.0;13340.0;1201.0;1123.0
480;72 Computerservice,informatietechnologie;2005;15340.0;;131.3;16502.0;14700.0;1802.0;1904.0
481;72 Computerservice,informatietechnologie;2006;18270.0;164.9;145.0;18466.0;16489.0;1976.0;2327.0
482;72 Computerservice,informatietechnologie;2007;21025.0;174.0;150.5;20899.0;18659.0;2240.0;2746.0
483;72 Computerservice,informatietechnologie;2008;23570.0;189.8;162.3;23355.0;20876.0;2478.0;2817.0
484;7412 Accountants,boekhoudbur,belast.adv;1987;;;;2835.0;2209.0;627.0;525.0
485;7412 Accountants,boekhoudbur,belast.adv;1988;;;;3011.0;2320.0;691.0;595.0
486;7412 Accountants,boekhoudbur,belast.adv;1989;;;;3273.0;2512.0;761.0;631.0
487;7412 Accountants,boekhoudbur,belast.adv;1990;;;;3686.0;2851.0;835.0;652.0
488;7412 Accountants,boekhoudbur,belast.adv;1991;;;;3962.0;3049.0;913.0;715.0
489;7412 Accountants,boekhoudbur,belast.adv;1992;;;;4202.0;3286.0;915.0;687.0
490;7412 Accountants,boekhoudbur,belast.adv;1993;10215.0;;81.4;4482.0;3512.0;970.0;742.0
491;7412 Accountants,boekhoudbur,belast.adv;1994;10315.0;;82.0;4659.0;3644.0;1015.0;813.0
492;7412 Accountants,boekhoudbur,belast.adv;1995;10385.0;;80.7;4764.0;3703.0;1061.0;897.0
493;7412 Accountants,boekhoudbur,belast.adv;1996;11130.0;;83.0;4976.0;3878.0;1098.0;937.0
494;7412 Accountants,boekhoudbur,belast.adv;1997;12210.0;;88.7;5431.0;4286.0;1146.0;1066.0
495;7412 Accountants,boekhoudbur,belast.adv;1998;12990.0;;93.4;6101.0;4801.0;1300.0;1180.0
496;7412 Accountants,boekhoudbur,belast.adv;1999;13970.0;;93.3;6851.0;5542.0;1309.0;1185.0
497;7412 Accountants,boekhoudbur,belast.adv;2000;14115.0;;89.8;7181.0;5833.0;1347.0;1236.0
498;7412 Accountants,boekhoudbur,belast.adv;2001;13635.0;;88.4;7651.0;6282.0;1369.0;1301.0
499;7412 Accountants,boekhoudbur,belast.adv;2002;13880.0;;86.8;7518.0;6169.0;1349.0;1222.0
500;7412 Accountants,boekhoudbur,belast.adv;2003;13900.0;;85.5;7641.0;6339.0;1302.0;1193.0
501;7412 Accountants,boekhoudbur,belast.adv;2004;14405.0;;82.7;7825.0;6461.0;1364.0;1375.0
502;7412 Accountants,boekhoudbur,belast.adv;2005;14830.0;;83.4;7970.0;6614.0;1357.0;1300.0
503;7412 Accountants,boekhoudbur,belast.adv;2006;15675.0;104.6;84.8;8337.0;6633.0;1704.0;1663.0
504;7412 Accountants,boekhoudbur,belast.adv;2007;16695.0;111.6;91.7;9057.0;7122.0;1935.0;1875.0
505;7412 Accountants,boekhoudbur,belast.adv;2008;17745.0;113.0;91.6;9725.0;7573.0;2152.0;2057.0
506;742 Architecten-, ingenieursbureaus e.d.;1987;;;;;;;
507;742 Architecten-, ingenieursbureaus e.d.;1988;;;;;;;
508;742 Architecten-, ingenieursbureaus e.d.;1989;;;;4014.0;3632.0;382.0;266.0
509;742 Architecten-, ingenieursbureaus e.d.;1990;;;;4350.0;3929.0;422.0;273.0
510;742 Architecten-, ingenieursbureaus e.d.;1991;;;;4518.0;4111.0;406.0;267.0
511;742 Architecten-, ingenieursbureaus e.d.;1992;;;;5030.0;4569.0;462.0;288.0
512;742 Architecten-, ingenieursbureaus e.d.;1993;9170.0;;76.7;4966.0;4747.0;219.0;241.0
513;742 Architecten-, ingenieursbureaus e.d.;1994;9390.0;;81.2;5143.0;4883.0;260.0;266.0
514;742 Architecten-, ingenieursbureaus e.d.;1995;9555.0;;74.3;5365.0;5115.0;249.0;270.0
515;742 Architecten-, ingenieursbureaus e.d.;1996;10375.0;;76.4;5779.0;5466.0;313.0;321.0
516;742 Architecten-, ingenieursbureaus e.d.;1997;11400.0;;76.7;6097.0;5744.0;353.0;365.0
517;742 Architecten-, ingenieursbureaus e.d.;1998;12415.0;;79.6;6601.0;6256.0;345.0;361.0
518;742 Architecten-, ingenieursbureaus e.d.;1999;13575.0;;82.2;7185.0;6787.0;398.0;414.0
519;742 Architecten-, ingenieursbureaus e.d.;2000;14165.0;;87.6;8720.0;8124.0;596.0;589.0
520;742 Architecten-, ingenieursbureaus e.d.;2001;14275.0;;95.6;9737.0;9103.0;634.0;645.0
521;742 Architecten-, ingenieursbureaus e.d.;2002;15230.0;;97.1;10422.0;9594.0;828.0;801.0
522;742 Architecten-, ingenieursbureaus e.d.;2003;15510.0;;97.4;10149.0;9308.0;841.0;826.0
523;742 Architecten-, ingenieursbureaus e.d.;2004;16195.0;;92.7;10461.0;9404.0;1057.0;1051.0
524;742 Architecten-, ingenieursbureaus e.d.;2005;16725.0;;99.8;11167.0;9867.0;1300.0;1288.0
525;742 Architecten-, ingenieursbureaus e.d.;2006;17585.0;120.8;103.0;12183.0;10683.0;1501.0;1542.0
526;742 Architecten-, ingenieursbureaus e.d.;2007;18875.0;126.1;111.3;13180.0;11445.0;1735.0;1758.0
527;742 Architecten-, ingenieursbureaus e.d.;2008;20055.0;137.1;120.8;14519.0;12552.0;1967.0;1926.0
528;744 Reclamebureaus e.d;1987;;;;2300.0;2018.0;282.0;326.0
529;744 Reclamebureaus e.d;1988;;;;2500.0;2173.0;327.0;360.0
530;744 Reclamebureaus e.d;1989;;;;2741.0;2340.0;402.0;400.0
531;744 Reclamebureaus e.d;1990;;;;3345.0;2915.0;430.0;444.0
532;744 Reclamebureaus e.d;1991;;;;3409.0;2983.0;426.0;414.0
533;744 Reclamebureaus e.d;1992;;;;3537.0;3055.0;482.0;485.0
534;744 Reclamebureaus e.d;1993;7105.0;;24.8;4016.0;3487.0;529.0;499.0
535;744 Reclamebureaus e.d;1994;7545.0;;24.8;4109.0;3520.0;589.0;568.0
536;744 Reclamebureaus e.d;1995;7765.0;;26.9;4540.0;3884.0;656.0;648.0
537;744 Reclamebureaus e.d;1996;8605.0;;30.3;4996.0;4365.0;632.0;595.0
538;744 Reclamebureaus e.d;1997;9555.0;;32.2;5216.0;4558.0;658.0;619.0
539;744 Reclamebureaus e.d;1998;10520.0;;34.6;5729.0;4963.0;766.0;730.0
540;744 Reclamebureaus e.d;1999;11620.0;;35.3;6100.0;5262.0;838.0;810.0
541;744 Reclamebureaus e.d;2000;12280.0;;40.1;6550.0;5704.0;846.0;838.0
542;744 Reclamebureaus e.d;2001;12505.0;;39.8;6122.0;5345.0;777.0;707.0
543;744 Reclamebureaus e.d;2002;13140.0;;38.2;6282.0;5554.0;728.0;696.0
544;744 Reclamebureaus e.d;2003;13305.0;;38.3;6507.0;5770.0;737.0;615.0
545;744 Reclamebureaus e.d;2004;13840.0;;41.9;6786.0;6050.0;736.0;739.0
546;744 Reclamebureaus e.d;2005;13925.0;;42.4;6780.0;6013.0;767.0;755.0
547;744 Reclamebureaus e.d;2006;14545.0;40.9;35.0;6807.0;5963.0;845.0;842.0
548;744 Reclamebureaus e.d;2007;15445.0;45.5;39.0;6976.0;6063.0;913.0;912.0
549;744 Reclamebureaus e.d;2008;16030.0;47.5;40.8;7300.0;6360.0;940.0;933.0
