ID;Geslacht;Leeftijd;Perioden;BevolkingOp1Januari_1
1048;Totaal mannen en vrouwen;20 jaar;2041;200694
1049;Totaal mannen en vrouwen;20 jaar;2042;208910
1050;Totaal mannen en vrouwen;20 jaar;2043;208211
1051;Totaal mannen en vrouwen;20 jaar;2044;212927
1052;Totaal mannen en vrouwen;20 jaar;2045;217307
1053;Totaal mannen en vrouwen;20 jaar;2046;220516
1054;Totaal mannen en vrouwen;20 jaar;2047;224198
1055;Totaal mannen en vrouwen;20 jaar;2048;226520
1056;Totaal mannen en vrouwen;20 jaar;2049;229186
1057;Totaal mannen en vrouwen;20 jaar;2050;231408
1058;Totaal mannen en vrouwen;20 jaar;2051;233002
1059;Totaal mannen en vrouwen;20 jaar;2052;234248
1060;Totaal mannen en vrouwen;20 jaar;2053;234755
1061;Totaal mannen en vrouwen;20 jaar;2054;235130
1062;Totaal mannen en vrouwen;20 jaar;2055;235051
1063;Totaal mannen en vrouwen;20 jaar;2056;234544
1064;Totaal mannen en vrouwen;20 jaar;2057;233599
1065;Totaal mannen en vrouwen;20 jaar;2058;232242
1066;Totaal mannen en vrouwen;20 jaar;2059;230918
1067;Totaal mannen en vrouwen;20 jaar;2060;229761
1068;Totaal mannen en vrouwen;20 jaar;2061;228560
1069;Totaal mannen en vrouwen;20 jaar;2062;227376
1070;Totaal mannen en vrouwen;20 jaar;2063;226279
1071;Totaal mannen en vrouwen;20 jaar;2064;225334
1072;Totaal mannen en vrouwen;20 jaar;2065;224532
1073;Totaal mannen en vrouwen;20 jaar;2066;223857
1074;Totaal mannen en vrouwen;20 jaar;2067;223316
1075;Totaal mannen en vrouwen;20 jaar;2068;222942
1076;Totaal mannen en vrouwen;20 jaar;2069;222778
1077;Totaal mannen en vrouwen;20 jaar;2070;222870
1078;Totaal mannen en vrouwen;21 jaar;2022;230878
1079;Totaal mannen en vrouwen;21 jaar;2023;230488
1080;Totaal mannen en vrouwen;21 jaar;2024;228991
1081;Totaal mannen en vrouwen;21 jaar;2025;227494
1082;Totaal mannen en vrouwen;21 jaar;2026;221546
1083;Totaal mannen en vrouwen;21 jaar;2027;216536
1084;Totaal mannen en vrouwen;21 jaar;2028;215436
1085;Totaal mannen en vrouwen;21 jaar;2029;212837
1086;Totaal mannen en vrouwen;21 jaar;2030;217039
1087;Totaal mannen en vrouwen;21 jaar;2031;217367
1088;Totaal mannen en vrouwen;21 jaar;2032;217222
1089;Totaal mannen en vrouwen;21 jaar;2033;213054
1090;Totaal mannen en vrouwen;21 jaar;2034;209864
1091;Totaal mannen en vrouwen;21 jaar;2035;205717
1092;Totaal mannen en vrouwen;21 jaar;2036;209506
1093;Totaal mannen en vrouwen;21 jaar;2037;205451
1094;Totaal mannen en vrouwen;21 jaar;2038;206897
1095;Totaal mannen en vrouwen;21 jaar;2039;204298
1096;Totaal mannen en vrouwen;21 jaar;2040;203089
1097;Totaal mannen en vrouwen;21 jaar;2041;204461
1098;Totaal mannen en vrouwen;21 jaar;2042;203659
1099;Totaal mannen en vrouwen;21 jaar;2043;211240
1100;Totaal mannen en vrouwen;21 jaar;2044;210777
1101;Totaal mannen en vrouwen;21 jaar;2045;215603
1102;Totaal mannen en vrouwen;21 jaar;2046;220141
1103;Totaal mannen en vrouwen;21 jaar;2047;223428
1104;Totaal mannen en vrouwen;21 jaar;2048;227107
1105;Totaal mannen en vrouwen;21 jaar;2049;229529
1106;Totaal mannen en vrouwen;21 jaar;2050;232249
1107;Totaal mannen en vrouwen;21 jaar;2051;234517
1108;Totaal mannen en vrouwen;21 jaar;2052;236134
1109;Totaal mannen en vrouwen;21 jaar;2053;237412
1110;Totaal mannen en vrouwen;21 jaar;2054;237921
1111;Totaal mannen en vrouwen;21 jaar;2055;238309
1112;Totaal mannen en vrouwen;21 jaar;2056;238253
1113;Totaal mannen en vrouwen;21 jaar;2057;237778
1114;Totaal mannen en vrouwen;21 jaar;2058;236872
1115;Totaal mannen en vrouwen;21 jaar;2059;235557
1116;Totaal mannen en vrouwen;21 jaar;2060;234268
1117;Totaal mannen en vrouwen;21 jaar;2061;233136
1118;Totaal mannen en vrouwen;21 jaar;2062;231959
1119;Totaal mannen en vrouwen;21 jaar;2063;230799
1120;Totaal mannen en vrouwen;21 jaar;2064;229728
1121;Totaal mannen en vrouwen;21 jaar;2065;228803
1122;Totaal mannen en vrouwen;21 jaar;2066;228019
1123;Totaal mannen en vrouwen;21 jaar;2067;227362
1124;Totaal mannen en vrouwen;21 jaar;2068;226838
1125;Totaal mannen en vrouwen;21 jaar;2069;226481
1126;Totaal mannen en vrouwen;21 jaar;2070;226329
1127;Totaal mannen en vrouwen;22 jaar;2022;226811
1128;Totaal mannen en vrouwen;22 jaar;2023;235889
1129;Totaal mannen en vrouwen;22 jaar;2024;234346
1130;Totaal mannen en vrouwen;22 jaar;2025;231744
1131;Totaal mannen en vrouwen;22 jaar;2026;229994
1132;Totaal mannen en vrouwen;22 jaar;2027;223835
1133;Totaal mannen en vrouwen;22 jaar;2028;218672
1134;Totaal mannen en vrouwen;22 jaar;2029;217504
1135;Totaal mannen en vrouwen;22 jaar;2030;214808
1136;Totaal mannen en vrouwen;22 jaar;2031;218963
1137;Totaal mannen en vrouwen;22 jaar;2032;219299
1138;Totaal mannen en vrouwen;22 jaar;2033;219129
1139;Totaal mannen en vrouwen;22 jaar;2034;214992
1140;Totaal mannen en vrouwen;22 jaar;2035;211788
1141;Totaal mannen en vrouwen;22 jaar;2036;207689
1142;Totaal mannen en vrouwen;22 jaar;2037;211474
1143;Totaal mannen en vrouwen;22 jaar;2038;207437
1144;Totaal mannen en vrouwen;22 jaar;2039;208917
1145;Totaal mannen en vrouwen;22 jaar;2040;206355
1146;Totaal mannen en vrouwen;22 jaar;2041;205178
1147;Totaal mannen en vrouwen;22 jaar;2042;206593
1148;Totaal mannen en vrouwen;22 jaar;2043;205868
1149;Totaal mannen en vrouwen;22 jaar;2044;212723
1150;Totaal mannen en vrouwen;22 jaar;2045;212516
1151;Totaal mannen en vrouwen;22 jaar;2046;217467
1152;Totaal mannen en vrouwen;22 jaar;2047;222168
1153;Totaal mannen en vrouwen;22 jaar;2048;225541
1154;Totaal mannen en vrouwen;22 jaar;2049;229207
1155;Totaal mannen en vrouwen;22 jaar;2050;231733
1156;Totaal mannen en vrouwen;22 jaar;2051;234511
1157;Totaal mannen en vrouwen;22 jaar;2052;236821
1158;Totaal mannen en vrouwen;22 jaar;2053;238462
1159;Totaal mannen en vrouwen;22 jaar;2054;239776
1160;Totaal mannen en vrouwen;22 jaar;2055;240287
1161;Totaal mannen en vrouwen;22 jaar;2056;240684
1162;Totaal mannen en vrouwen;22 jaar;2057;240651
1163;Totaal mannen en vrouwen;22 jaar;2058;240207
1164;Totaal mannen en vrouwen;22 jaar;2059;239344
1165;Totaal mannen en vrouwen;22 jaar;2060;238072
1166;Totaal mannen en vrouwen;22 jaar;2061;236821
1167;Totaal mannen en vrouwen;22 jaar;2062;235713
1168;Totaal mannen en vrouwen;22 jaar;2063;234562
1169;Totaal mannen en vrouwen;22 jaar;2064;233428
1170;Totaal mannen en vrouwen;22 jaar;2065;232378
1171;Totaal mannen en vrouwen;22 jaar;2066;231476
1172;Totaal mannen en vrouwen;22 jaar;2067;230713
1173;Totaal mannen en vrouwen;22 jaar;2068;230073
1174;Totaal mannen en vrouwen;22 jaar;2069;229568
1175;Totaal mannen en vrouwen;22 jaar;2070;229225
1176;Totaal mannen en vrouwen;23 jaar;2022;226184
1177;Totaal mannen en vrouwen;23 jaar;2023;232433
1178;Totaal mannen en vrouwen;23 jaar;2024;240136
1179;Totaal mannen en vrouwen;23 jaar;2025;236935
1180;Totaal mannen en vrouwen;23 jaar;2026;234208
1181;Totaal mannen en vrouwen;23 jaar;2027;232245
1182;Totaal mannen en vrouwen;23 jaar;2028;225947
1183;Totaal mannen en vrouwen;23 jaar;2029;220717
1184;Totaal mannen en vrouwen;23 jaar;2030;219460
1185;Totaal mannen en vrouwen;23 jaar;2031;216727
1186;Totaal mannen en vrouwen;23 jaar;2032;220857
1187;Totaal mannen en vrouwen;23 jaar;2033;221181
1188;Totaal mannen en vrouwen;23 jaar;2034;221002
1189;Totaal mannen en vrouwen;23 jaar;2035;216895
1190;Totaal mannen en vrouwen;23 jaar;2036;213707
1191;Totaal mannen en vrouwen;23 jaar;2037;209648
1192;Totaal mannen en vrouwen;23 jaar;2038;213429
1193;Totaal mannen en vrouwen;23 jaar;2039;209414
1194;Totaal mannen en vrouwen;23 jaar;2040;210928
1195;Totaal mannen en vrouwen;23 jaar;2041;208405
1196;Totaal mannen en vrouwen;23 jaar;2042;207262
1197;Totaal mannen en vrouwen;23 jaar;2043;208724
1198;Totaal mannen en vrouwen;23 jaar;2044;208068
1199;Totaal mannen en vrouwen;23 jaar;2045;214213
1200;Totaal mannen en vrouwen;23 jaar;2046;214250
1201;Totaal mannen en vrouwen;23 jaar;2047;219303
1202;Totaal mannen en vrouwen;23 jaar;2048;224156
1203;Totaal mannen en vrouwen;23 jaar;2049;227596
1204;Totaal mannen en vrouwen;23 jaar;2050;231242
1205;Totaal mannen en vrouwen;23 jaar;2051;233865
1206;Totaal mannen en vrouwen;23 jaar;2052;236689
1207;Totaal mannen en vrouwen;23 jaar;2053;239037
1208;Totaal mannen en vrouwen;23 jaar;2054;240702
1209;Totaal mannen en vrouwen;23 jaar;2055;242043
1210;Totaal mannen en vrouwen;23 jaar;2056;242556
1211;Totaal mannen en vrouwen;23 jaar;2057;242957
1212;Totaal mannen en vrouwen;23 jaar;2058;242944
1213;Totaal mannen en vrouwen;23 jaar;2059;242528
1214;Totaal mannen en vrouwen;23 jaar;2060;241699
1215;Totaal mannen en vrouwen;23 jaar;2061;240467
1216;Totaal mannen en vrouwen;23 jaar;2062;239249
1217;Totaal mannen en vrouwen;23 jaar;2063;238164
1218;Totaal mannen en vrouwen;23 jaar;2064;237036
1219;Totaal mannen en vrouwen;23 jaar;2065;235925
1220;Totaal mannen en vrouwen;23 jaar;2066;234891
1221;Totaal mannen en vrouwen;23 jaar;2067;234010
1222;Totaal mannen en vrouwen;23 jaar;2068;233268
1223;Totaal mannen en vrouwen;23 jaar;2069;232645
1224;Totaal mannen en vrouwen;23 jaar;2070;232153
1225;Totaal mannen en vrouwen;24 jaar;2022;221285
1226;Totaal mannen en vrouwen;24 jaar;2023;231766
1227;Totaal mannen en vrouwen;24 jaar;2024;236942
1228;Totaal mannen en vrouwen;24 jaar;2025;242417
1229;Totaal mannen en vrouwen;24 jaar;2026;239126
1230;Totaal mannen en vrouwen;24 jaar;2027;236280
1231;Totaal mannen en vrouwen;24 jaar;2028;234188
1232;Totaal mannen en vrouwen;24 jaar;2029;227827
1233;Totaal mannen en vrouwen;24 jaar;2030;222525
1234;Totaal mannen en vrouwen;24 jaar;2031;221228
1235;Totaal mannen en vrouwen;24 jaar;2032;218490
1236;Totaal mannen en vrouwen;24 jaar;2033;222577
1237;Totaal mannen en vrouwen;24 jaar;2034;222899
1238;Totaal mannen en vrouwen;24 jaar;2035;222713
1239;Totaal mannen en vrouwen;24 jaar;2036;218660
1240;Totaal mannen en vrouwen;24 jaar;2037;215488
1241;Totaal mannen en vrouwen;24 jaar;2038;211465
1242;Totaal mannen en vrouwen;24 jaar;2039;215240
1243;Totaal mannen en vrouwen;24 jaar;2040;211255
1244;Totaal mannen en vrouwen;24 jaar;2041;212806
1245;Totaal mannen en vrouwen;24 jaar;2042;210325
1246;Totaal mannen en vrouwen;24 jaar;2043;209226
1247;Totaal mannen en vrouwen;24 jaar;2044;210721
1248;Totaal mannen en vrouwen;24 jaar;2045;210121
1249;Totaal mannen en vrouwen;24 jaar;2046;215606
1250;Totaal mannen en vrouwen;24 jaar;2047;215859
1251;Totaal mannen en vrouwen;24 jaar;2048;220997
1252;Totaal mannen en vrouwen;24 jaar;2049;225975
1253;Totaal mannen en vrouwen;24 jaar;2050;229474
1254;Totaal mannen en vrouwen;24 jaar;2051;233098
1255;Totaal mannen en vrouwen;24 jaar;2052;235802
1256;Totaal mannen en vrouwen;24 jaar;2053;238664
1257;Totaal mannen en vrouwen;24 jaar;2054;241044
1258;Totaal mannen en vrouwen;24 jaar;2055;242730
1259;Totaal mannen en vrouwen;24 jaar;2056;244094
1260;Totaal mannen en vrouwen;24 jaar;2057;244606
1261;Totaal mannen en vrouwen;24 jaar;2058;245007
1262;Totaal mannen en vrouwen;24 jaar;2059;245012
1263;Totaal mannen en vrouwen;24 jaar;2060;244623
1264;Totaal mannen en vrouwen;24 jaar;2061;243825
1265;Totaal mannen en vrouwen;24 jaar;2062;242631
1266;Totaal mannen en vrouwen;24 jaar;2063;241440
1267;Totaal mannen en vrouwen;24 jaar;2064;240381
1268;Totaal mannen en vrouwen;24 jaar;2065;239273
1269;Totaal mannen en vrouwen;24 jaar;2066;238184
1270;Totaal mannen en vrouwen;24 jaar;2067;237169
1271;Totaal mannen en vrouwen;24 jaar;2068;236303
1272;Totaal mannen en vrouwen;24 jaar;2069;235575
1273;Totaal mannen en vrouwen;24 jaar;2070;234966
1274;Totaal mannen en vrouwen;25 jaar;2022;220988
1275;Totaal mannen en vrouwen;25 jaar;2023;226653
1276;Totaal mannen en vrouwen;25 jaar;2024;236342
1277;Totaal mannen en vrouwen;25 jaar;2025;239460
1278;Totaal mannen en vrouwen;25 jaar;2026;244659
1279;Totaal mannen en vrouwen;25 jaar;2027;241247
1280;Totaal mannen en vrouwen;25 jaar;2028;238343
1281;Totaal mannen en vrouwen;25 jaar;2029;236205
1282;Totaal mannen en vrouwen;25 jaar;2030;229780
1283;Totaal mannen en vrouwen;25 jaar;2031;224458
1284;Totaal mannen en vrouwen;25 jaar;2032;223152
1285;Totaal mannen en vrouwen;25 jaar;2033;220397
1286;Totaal mannen en vrouwen;25 jaar;2034;224452
1287;Totaal mannen en vrouwen;25 jaar;2035;224766
1288;Totaal mannen en vrouwen;25 jaar;2036;224604
1289;Totaal mannen en vrouwen;25 jaar;2037;220595
1290;Totaal mannen en vrouwen;25 jaar;2038;217434
1291;Totaal mannen en vrouwen;25 jaar;2039;213444
1292;Totaal mannen en vrouwen;25 jaar;2040;217214
1293;Totaal mannen en vrouwen;25 jaar;2041;213262
1294;Totaal mannen en vrouwen;25 jaar;2042;214843
1295;Totaal mannen en vrouwen;25 jaar;2043;212414
1296;Totaal mannen en vrouwen;25 jaar;2044;211354
1297;Totaal mannen en vrouwen;25 jaar;2045;212865
1298;Totaal mannen en vrouwen;25 jaar;2046;212308
1299;Totaal mannen en vrouwen;25 jaar;2047;217204
1300;Totaal mannen en vrouwen;25 jaar;2048;217643
1301;Totaal mannen en vrouwen;25 jaar;2049;222844
1302;Totaal mannen en vrouwen;25 jaar;2050;227930
1303;Totaal mannen en vrouwen;25 jaar;2051;231476
1304;Totaal mannen en vrouwen;25 jaar;2052;235071
1305;Totaal mannen en vrouwen;25 jaar;2053;237842
1306;Totaal mannen en vrouwen;25 jaar;2054;240739
1307;Totaal mannen en vrouwen;25 jaar;2055;243146
1308;Totaal mannen en vrouwen;25 jaar;2056;244849
1309;Totaal mannen en vrouwen;25 jaar;2057;246230
1310;Totaal mannen en vrouwen;25 jaar;2058;246737
1311;Totaal mannen en vrouwen;25 jaar;2059;247137
1312;Totaal mannen en vrouwen;25 jaar;2060;247156
1313;Totaal mannen en vrouwen;25 jaar;2061;246789
1314;Totaal mannen en vrouwen;25 jaar;2062;246022
1315;Totaal mannen en vrouwen;25 jaar;2063;244858
1316;Totaal mannen en vrouwen;25 jaar;2064;243694
1317;Totaal mannen en vrouwen;25 jaar;2065;242652
1318;Totaal mannen en vrouwen;25 jaar;2066;241563
1319;Totaal mannen en vrouwen;25 jaar;2067;240493
1320;Totaal mannen en vrouwen;25 jaar;2068;239495
1321;Totaal mannen en vrouwen;25 jaar;2069;238645
1322;Totaal mannen en vrouwen;25 jaar;2070;237931
1323;Totaal mannen en vrouwen;26 jaar;2022;222463
1324;Totaal mannen en vrouwen;26 jaar;2023;226015
1325;Totaal mannen en vrouwen;26 jaar;2024;231172
1326;Totaal mannen en vrouwen;26 jaar;2025;239229
1327;Totaal mannen en vrouwen;26 jaar;2026;242113
1328;Totaal mannen en vrouwen;26 jaar;2027;247086
1329;Totaal mannen en vrouwen;26 jaar;2028;243600
1330;Totaal mannen en vrouwen;26 jaar;2029;240679
1331;Totaal mannen en vrouwen;26 jaar;2030;238486
1332;Totaal mannen en vrouwen;26 jaar;2031;232045
1333;Totaal mannen en vrouwen;26 jaar;2032;226725
1334;Totaal mannen en vrouwen;26 jaar;2033;225397
1335;Totaal mannen en vrouwen;26 jaar;2034;222632
1336;Totaal mannen en vrouwen;26 jaar;2035;226658
1337;Totaal mannen en vrouwen;26 jaar;2036;226996
1338;Totaal mannen en vrouwen;26 jaar;2037;226845
1339;Totaal mannen en vrouwen;26 jaar;2038;222870
1340;Totaal mannen en vrouwen;26 jaar;2039;219723
1341;Totaal mannen en vrouwen;26 jaar;2040;215761
1342;Totaal mannen en vrouwen;26 jaar;2041;219532
1343;Totaal mannen en vrouwen;26 jaar;2042;215609
1344;Totaal mannen en vrouwen;26 jaar;2043;217231
1345;Totaal mannen en vrouwen;26 jaar;2044;214845
1346;Totaal mannen en vrouwen;26 jaar;2045;213814
1347;Totaal mannen en vrouwen;26 jaar;2046;215333
1348;Totaal mannen en vrouwen;26 jaar;2047;214807
1349;Totaal mannen en vrouwen;26 jaar;2048;219195
1350;Totaal mannen en vrouwen;26 jaar;2049;219786
1351;Totaal mannen en vrouwen;26 jaar;2050;225037
1352;Totaal mannen en vrouwen;26 jaar;2051;230214
1353;Totaal mannen en vrouwen;26 jaar;2052;233796
1354;Totaal mannen en vrouwen;26 jaar;2053;237368
1355;Totaal mannen en vrouwen;26 jaar;2054;240195
1356;Totaal mannen en vrouwen;26 jaar;2055;243120
1357;Totaal mannen en vrouwen;26 jaar;2056;245548
1358;Totaal mannen en vrouwen;26 jaar;2057;247264
1359;Totaal mannen en vrouwen;26 jaar;2058;248659
1360;Totaal mannen en vrouwen;26 jaar;2059;249163
1361;Totaal mannen en vrouwen;26 jaar;2060;249558
1362;Totaal mannen en vrouwen;26 jaar;2061;249589
1363;Totaal mannen en vrouwen;26 jaar;2062;249237
1364;Totaal mannen en vrouwen;26 jaar;2063;248491
1365;Totaal mannen en vrouwen;26 jaar;2064;247356
1366;Totaal mannen en vrouwen;26 jaar;2065;246216
1367;Totaal mannen en vrouwen;26 jaar;2066;245191
1368;Totaal mannen en vrouwen;26 jaar;2067;244117
1369;Totaal mannen en vrouwen;26 jaar;2068;243064
1370;Totaal mannen en vrouwen;26 jaar;2069;242080
1371;Totaal mannen en vrouwen;26 jaar;2070;241245
1372;Totaal mannen en vrouwen;27 jaar;2022;229602
1373;Totaal mannen en vrouwen;27 jaar;2023;227189
1374;Totaal mannen en vrouwen;27 jaar;2024;230206
1375;Totaal mannen en vrouwen;27 jaar;2025;234182
1376;Totaal mannen en vrouwen;27 jaar;2026;242068
1377;Totaal mannen en vrouwen;27 jaar;2027;244768
1378;Totaal mannen en vrouwen;27 jaar;2028;249600
1379;Totaal mannen en vrouwen;27 jaar;2029;246064
1380;Totaal mannen en vrouwen;27 jaar;2030;243096
1381;Totaal mannen en vrouwen;27 jaar;2031;240890
1382;Totaal mannen en vrouwen;27 jaar;2032;234450
1383;Totaal mannen en vrouwen;27 jaar;2033;229122
1384;Totaal mannen en vrouwen;27 jaar;2034;227777
1385;Totaal mannen en vrouwen;27 jaar;2035;225011
1386;Totaal mannen en vrouwen;27 jaar;2036;229039
1387;Totaal mannen en vrouwen;27 jaar;2037;229390
1388;Totaal mannen en vrouwen;27 jaar;2038;229245
1389;Totaal mannen en vrouwen;27 jaar;2039;225296
1390;Totaal mannen en vrouwen;27 jaar;2040;222166
1391;Totaal mannen en vrouwen;27 jaar;2041;218230
1392;Totaal mannen en vrouwen;27 jaar;2042;222006
1393;Totaal mannen en vrouwen;27 jaar;2043;218122
1394;Totaal mannen en vrouwen;27 jaar;2044;219780
1395;Totaal mannen en vrouwen;27 jaar;2045;217428
1396;Totaal mannen en vrouwen;27 jaar;2046;216416
1397;Totaal mannen en vrouwen;27 jaar;2047;217937
1398;Totaal mannen en vrouwen;27 jaar;2048;217440
1399;Totaal mannen en vrouwen;27 jaar;2049;221385
1400;Totaal mannen en vrouwen;27 jaar;2050;222105
1401;Totaal mannen en vrouwen;27 jaar;2051;227397
1402;Totaal mannen en vrouwen;27 jaar;2052;232649
1403;Totaal mannen en vrouwen;27 jaar;2053;236261
1404;Totaal mannen en vrouwen;27 jaar;2054;239813
1405;Totaal mannen en vrouwen;27 jaar;2055;242691
1406;Totaal mannen en vrouwen;27 jaar;2056;245639
1407;Totaal mannen en vrouwen;27 jaar;2057;248083
1408;Totaal mannen en vrouwen;27 jaar;2058;249811
1409;Totaal mannen en vrouwen;27 jaar;2059;251220
1410;Totaal mannen en vrouwen;27 jaar;2060;251717
1411;Totaal mannen en vrouwen;27 jaar;2061;252112
1412;Totaal mannen en vrouwen;27 jaar;2062;252148
1413;Totaal mannen en vrouwen;27 jaar;2063;251812
1414;Totaal mannen en vrouwen;27 jaar;2064;251083
1415;Totaal mannen en vrouwen;27 jaar;2065;249976
1416;Totaal mannen en vrouwen;27 jaar;2066;248858
1417;Totaal mannen en vrouwen;27 jaar;2067;247844
1418;Totaal mannen en vrouwen;27 jaar;2068;246786
1419;Totaal mannen en vrouwen;27 jaar;2069;245746
1420;Totaal mannen en vrouwen;27 jaar;2070;244775
1421;Totaal mannen en vrouwen;28 jaar;2022;230066
1422;Totaal mannen en vrouwen;28 jaar;2023;233873
1423;Totaal mannen en vrouwen;28 jaar;2024;231072
1424;Totaal mannen en vrouwen;28 jaar;2025;233134
1425;Totaal mannen en vrouwen;28 jaar;2026;236973
1426;Totaal mannen en vrouwen;28 jaar;2027;244715
1427;Totaal mannen en vrouwen;28 jaar;2028;247314
1428;Totaal mannen en vrouwen;28 jaar;2029;252042
1429;Totaal mannen en vrouwen;28 jaar;2030;248424
1430;Totaal mannen en vrouwen;28 jaar;2031;245441
1431;Totaal mannen en vrouwen;28 jaar;2032;243241
1432;Totaal mannen en vrouwen;28 jaar;2033;236795
1433;Totaal mannen en vrouwen;28 jaar;2034;231467
1434;Totaal mannen en vrouwen;28 jaar;2035;230113
1435;Totaal mannen en vrouwen;28 jaar;2036;227373
1436;Totaal mannen en vrouwen;28 jaar;2037;231395
1437;Totaal mannen en vrouwen;28 jaar;2038;231757
1438;Totaal mannen en vrouwen;28 jaar;2039;231614
1439;Totaal mannen en vrouwen;28 jaar;2040;227690
1440;Totaal mannen en vrouwen;28 jaar;2041;224572
1441;Totaal mannen en vrouwen;28 jaar;2042;220671
1442;Totaal mannen en vrouwen;28 jaar;2043;224459
1443;Totaal mannen en vrouwen;28 jaar;2044;220609
1444;Totaal mannen en vrouwen;28 jaar;2045;222297
1445;Totaal mannen en vrouwen;28 jaar;2046;219972
1446;Totaal mannen en vrouwen;28 jaar;2047;218973
1447;Totaal mannen en vrouwen;28 jaar;2048;220493
1448;Totaal mannen en vrouwen;28 jaar;2049;220019
1449;Totaal mannen en vrouwen;28 jaar;2050;223579
1450;Totaal mannen en vrouwen;28 jaar;2051;224411
1451;Totaal mannen en vrouwen;28 jaar;2052;229740
1452;Totaal mannen en vrouwen;28 jaar;2053;235052
1453;Totaal mannen en vrouwen;28 jaar;2054;238690
1454;Totaal mannen en vrouwen;28 jaar;2055;242222
1455;Totaal mannen en vrouwen;28 jaar;2056;245148
1456;Totaal mannen en vrouwen;28 jaar;2057;248116
1457;Totaal mannen en vrouwen;28 jaar;2058;250579
1458;Totaal mannen en vrouwen;28 jaar;2059;252317
1459;Totaal mannen en vrouwen;28 jaar;2060;253731
1460;Totaal mannen en vrouwen;28 jaar;2061;254226
1461;Totaal mannen en vrouwen;28 jaar;2062;254620
1462;Totaal mannen en vrouwen;28 jaar;2063;254659
1463;Totaal mannen en vrouwen;28 jaar;2064;254338
1464;Totaal mannen en vrouwen;28 jaar;2065;253625
1465;Totaal mannen en vrouwen;28 jaar;2066;252538
1466;Totaal mannen en vrouwen;28 jaar;2067;251438
1467;Totaal mannen en vrouwen;28 jaar;2068;250438
1468;Totaal mannen en vrouwen;28 jaar;2069;249390
1469;Totaal mannen en vrouwen;28 jaar;2070;248363
1470;Totaal mannen en vrouwen;29 jaar;2022;232747
1471;Totaal mannen en vrouwen;29 jaar;2023;233995
1472;Totaal mannen en vrouwen;29 jaar;2024;237387
1473;Totaal mannen en vrouwen;29 jaar;2025;233906
1474;Totaal mannen en vrouwen;29 jaar;2026;235802
1475;Totaal mannen en vrouwen;29 jaar;2027;239523
1476;Totaal mannen en vrouwen;29 jaar;2028;247187
1477;Totaal mannen en vrouwen;29 jaar;2029;249713
1478;Totaal mannen en vrouwen;29 jaar;2030;254319
1479;Totaal mannen en vrouwen;29 jaar;2031;250653
1480;Totaal mannen en vrouwen;29 jaar;2032;247671
1481;Totaal mannen en vrouwen;29 jaar;2033;245465
1482;Totaal mannen en vrouwen;29 jaar;2034;239018
1483;Totaal mannen en vrouwen;29 jaar;2035;233698
1484;Totaal mannen en vrouwen;29 jaar;2036;232361
1485;Totaal mannen en vrouwen;29 jaar;2037;229642
1486;Totaal mannen en vrouwen;29 jaar;2038;233650
1487;Totaal mannen en vrouwen;29 jaar;2039;234020
1488;Totaal mannen en vrouwen;29 jaar;2040;233881
1489;Totaal mannen en vrouwen;29 jaar;2041;229980
1490;Totaal mannen en vrouwen;29 jaar;2042;226880
1491;Totaal mannen en vrouwen;29 jaar;2043;223021
1492;Totaal mannen en vrouwen;29 jaar;2044;226820
1493;Totaal mannen en vrouwen;29 jaar;2045;222999
1494;Totaal mannen en vrouwen;29 jaar;2046;224710
1495;Totaal mannen en vrouwen;29 jaar;2047;222406
1496;Totaal mannen en vrouwen;29 jaar;2048;221417
1497;Totaal mannen en vrouwen;29 jaar;2049;222930
1498;Totaal mannen en vrouwen;29 jaar;2050;222479
1499;Totaal mannen en vrouwen;29 jaar;2051;225697
1500;Totaal mannen en vrouwen;29 jaar;2052;226626
1501;Totaal mannen en vrouwen;29 jaar;2053;231987
1502;Totaal mannen en vrouwen;29 jaar;2054;237353
1503;Totaal mannen en vrouwen;29 jaar;2055;241018
1504;Totaal mannen en vrouwen;29 jaar;2056;244534
1505;Totaal mannen en vrouwen;29 jaar;2057;247498
1506;Totaal mannen en vrouwen;29 jaar;2058;250488
1507;Totaal mannen en vrouwen;29 jaar;2059;252961
1508;Totaal mannen en vrouwen;29 jaar;2060;254711
1509;Totaal mannen en vrouwen;29 jaar;2061;256131
1510;Totaal mannen en vrouwen;29 jaar;2062;256620
1511;Totaal mannen en vrouwen;29 jaar;2063;257014
1512;Totaal mannen en vrouwen;29 jaar;2064;257060
1513;Totaal mannen en vrouwen;29 jaar;2065;256751
1514;Totaal mannen en vrouwen;29 jaar;2066;256051
1515;Totaal mannen en vrouwen;29 jaar;2067;254981
1516;Totaal mannen en vrouwen;29 jaar;2068;253898
1517;Totaal mannen en vrouwen;29 jaar;2069;252909
1518;Totaal mannen en vrouwen;29 jaar;2070;251872
1519;Totaal mannen en vrouwen;30 jaar;2022;235438
1520;Totaal mannen en vrouwen;30 jaar;2023;236325
1521;Totaal mannen en vrouwen;30 jaar;2024;237185
1522;Totaal mannen en vrouwen;30 jaar;2025;239957
1523;Totaal mannen en vrouwen;30 jaar;2026;236389
1524;Totaal mannen en vrouwen;30 jaar;2027;238141
1525;Totaal mannen en vrouwen;30 jaar;2028;241794
1526;Totaal mannen en vrouwen;30 jaar;2029;249406
1527;Totaal mannen en vrouwen;30 jaar;2030;251842
1528;Totaal mannen en vrouwen;30 jaar;2031;256361
