ID;RegioS;Perioden;TotaleOppervlakteGrasland_1;TotaleGemaaideOppervlakteGrasland_2;Kuilgras_3;Hooi_4;Zomerstalvoedering_5;Overig_6;TotaleOogstKuilgras_7;MetDrogeStofgehalte35Procent_8;MetDrogeStofgehalte35Procent_9;TotaleOogstHooi_10;VoorraadKuilgras_11;VoorraadHooi_12
0;Nederland;1985;1083.0;1790.0;75.0;7.0;18.0;1.0;4288.0;10.0;90.0;433.0;4537.0;546.0
1;Nederland;1986;1058.0;1708.0;76.0;9.0;14.0;1.0;3997.0;6.0;94.0;557.0;4251.0;652.0
2;Nederland;1987;1037.0;1789.0;80.0;8.0;12.0;1.0;4574.0;21.0;79.0;476.0;4947.0;585.0
3;Nederland;1988;1018.0;1892.0;81.0;7.0;9.0;1.0;4601.0;7.0;93.0;448.0;5261.0;598.0
4;Nederland;1989;1007.0;1966.0;82.0;7.0;9.0;2.0;4076.0;4.0;96.0;306.0;4914.0;469.0
5;Nederland;1990;1004.0;1857.0;79.0;9.0;10.0;2.0;4336.0;10.0;90.0;445.0;4942.0;534.0
6;Nederland;1991;995.0;1760.0;82.0;8.0;9.0;2.0;4225.0;15.0;85.0;375.0;4551.0;420.0
7;Nederland;1992;978.0;1865.0;84.0;7.0;7.0;2.0;4343.0;10.0;90.0;362.0;4814.0;389.0
8;Nederland;1993;965.0;1960.0;85.0;6.0;2.0;5.0;4432.0;15.0;85.0;334.0;4705.0;433.0
9;Nederland;1994;956.0;1860.0;81.0;7.0;8.0;4.0;3627.0;22.0;78.0;321.0;4024.0;393.0
10;Nederland;1995;953.0;1891.0;82.0;9.0;8.0;2.0;3663.0;15.0;85.0;398.0;3837.0;384.0
11;Nederland;1996;958.0;1789.0;84.0;6.0;8.0;2.0;3417.0;14.0;86.0;251.0;3686.0;435.0
12;Nederland;1997;931.0;1960.0;83.0;7.0;9.0;1.0;4145.0;16.0;84.0;351.0;4243.0;304.0
13;Nederland;1998;927.0;1926.0;84.0;5.0;9.0;2.0;4438.0;25.0;75.0;252.0;4335.0;315.0
14;Nederland;1999;913.0;1928.0;87.0;6.0;7.0;1.0;3948.0;13.0;87.0;315.0;4136.0;337.0
15;Nederland;2000;905.0;1943.0;88.0;5.0;6.0;1.0;4252.0;17.0;83.0;299.0;4124.0;241.0
16;Nederland;2001;903.0;1866.0;85.0;6.0;7.0;2.0;4004.0;11.0;89.0;303.0;4040.0;228.0
17;Nederland;2002;929.0;1979.0;87.0;6.0;5.0;2.0;4765.0;13.0;87.0;367.0;4644.0;321.0
18;Nederland;2003;975.0;1778.0;81.0;9.0;9.0;1.0;4081.0;15.0;85.0;473.0;4038.0;456.0
19;Nederland;2004;983.0;1958.0;86.0;8.0;5.0;1.0;5084.0;18.0;82.0;518.0;4667.0;489.0
20;Nederland;2005;980.0;1965.0;86.0;6.0;6.0;2.0;4323.0;17.0;83.0;392.0;4075.0;408.0
21;Nederland;2006;997.0;2613.0;87.0;8.0;4.0;1.0;4320.0;16.0;84.0;362.0;4204.0;302.0
22;Nederland;2007;990.0;;88.0;5.0;3.0;4.0;4803.0;;;355.0;4020.0;309.0
23;Nederland;2008;982.0;2358.0;93.0;4.0;1.0;2.0;4878.0;;;146.0;3431.0;97.0
24;Nederland;2009;975.0;2359.0;88.0;5.0;4.0;3.0;5114.0;;;218.0;3404.0;129.0
25;Nederland;2010;951.0;2423.0;90.0;3.0;4.0;3.0;5139.0;;;183.0;3406.0;98.0
26;Nederland;2011;939.0;2617.0;88.0;3.0;6.0;3.0;5346.0;;;179.0;3584.0;100.0
27;Nederland;2012;938.0;2436.0;88.0;4.0;5.0;3.0;5789.0;;;223.0;3639.0;131.0
28;Nederland;2013;932.0;2482.0;86.0;5.0;5.0;4.0;5496.0;;;208.0;3487.0;123.0
29;Nederland;2014;941.0;2760.0;87.0;5.0;4.0;4.0;6405.0;;;170.0;4378.0;102.0
30;Nederland;2015;956.0;2714.0;90.0;3.0;4.0;3.0;6397.0;;;204.0;4287.0;113.0
31;Nederland;2016;936.0;2671.0;89.0;3.0;4.0;4.0;6587.0;;;225.0;4392.0;140.0
32;Nederland;2017;928.0;2645.0;89.0;3.0;4.0;4.0;6407.0;;;146.0;4380.0;102.0
33;Nederland;2018;987.0;2499.0;87.0;5.0;4.0;4.0;5362.0;;;143.0;4468.0;98.0
34;Nederland;2019;983.0;;;;;;6270.0;;;168.0;4413.0;100.0
35;Nederland;2020;978.0;;;;;;5416.0;;;193.0;3783.0;121.0
36;Nederland;2021;984.0;;;;;;7001.0;;;204.0;4812.0;132.0
37;Nederland;2022;970.0;;;;;;5466.0;;;229.0;3565.0;130.0
38;Nederland;2023;958.0;;;;;;6233.0;;;271.0;3805.0;141.0
39;Noordelijk weidegebied;1985;;;;;;;;;;;;
40;Noordelijk weidegebied;1986;;;;;;;;;;;;
41;Noordelijk weidegebied;1987;;;;;;;;;;;;
42;Noordelijk weidegebied;1988;;;;;;;;;;;;
43;Noordelijk weidegebied;1989;;;;;;;;;;;;
44;Noordelijk weidegebied;1990;;;;;;;;;;;;
45;Noordelijk weidegebied;1991;;;;;;;;;;;;
46;Noordelijk weidegebied;1992;;;;;;;;;;;;
47;Noordelijk weidegebied;1993;271.0;611.0;82.0;5.0;3.0;8.0;1267.0;15.0;85.0;82.0;1329.0;143.0
48;Noordelijk weidegebied;1994;252.0;548.0;78.0;5.0;12.0;4.0;985.0;23.0;77.0;79.0;1075.0;86.0
49;Noordelijk weidegebied;1995;265.0;539.0;81.0;9.0;8.0;2.0;1095.0;15.0;85.0;111.0;1128.0;102.0
50;Noordelijk weidegebied;1996;275.0;563.0;81.0;5.0;12.0;2.0;994.0;11.0;89.0;61.0;1061.0;65.0
51;Noordelijk weidegebied;1997;262.0;601.0;80.0;5.0;12.0;2.0;1172.0;13.0;87.0;79.0;1213.0;69.0
52;Noordelijk weidegebied;1998;265.0;574.0;84.0;3.0;11.0;2.0;1294.0;24.0;76.0;45.0;1191.0;49.0
53;Noordelijk weidegebied;1999;262.0;608.0;84.0;5.0;9.0;1.0;1145.0;10.0;90.0;73.0;1144.0;78.0
54;Noordelijk weidegebied;2000;255.0;590.0;87.0;3.0;8.0;2.0;1286.0;15.0;85.0;54.0;1215.0;40.0
55;Noordelijk weidegebied;2001;244.0;577.0;82.0;6.0;8.0;4.0;1212.0;9.0;91.0;63.0;1212.0;43.0
56;Noordelijk weidegebied;2002;262.0;603.0;84.0;4.0;9.0;3.0;1369.0;13.0;87.0;55.0;1308.0;44.0
57;Noordelijk weidegebied;2003;270.0;498.0;77.0;7.0;14.0;2.0;1075.0;10.0;90.0;112.0;1070.0;111.0
58;Noordelijk weidegebied;2004;268.0;569.0;83.0;7.0;8.0;2.0;1408.0;17.0;83.0;118.0;1258.0;106.0
59;Noordelijk weidegebied;2005;273.0;588.0;84.0;4.0;10.0;2.0;1231.0;16.0;84.0;79.0;1144.0;106.0
60;Noordelijk weidegebied;2006;268.0;720.0;88.0;5.0;6.0;1.0;1239.0;14.0;86.0;50.0;1158.0;45.0
61;Noordelijk weidegebied;2007;265.0;;85.0;3.0;7.0;5.0;1260.0;;;66.0;1085.0;47.0
62;Noordelijk weidegebied;2008;263.0;631.0;92.0;4.0;2.0;2.0;1396.0;;;29.0;975.0;19.0
63;Noordelijk weidegebied;2009;261.0;678.0;83.0;5.0;9.0;3.0;1469.0;;;47.0;958.0;26.0
64;Noordelijk weidegebied;2010;253.0;679.0;86.0;3.0;8.0;3.0;1449.0;;;48.0;941.0;25.0
65;Noordelijk weidegebied;2011;249.0;738.0;84.0;2.0;12.0;2.0;1532.0;;;33.0;1006.0;19.0
66;Noordelijk weidegebied;2012;251.0;708.0;84.0;4.0;10.0;2.0;1554.0;;;54.0;940.0;32.0
67;Noordelijk weidegebied;2013;251.0;698.0;83.0;4.0;10.0;3.0;1520.0;;;48.0;972.0;18.0
68;Noordelijk weidegebied;2014;253.0;793.0;84.0;3.0;9.0;4.0;1697.0;;;37.0;1114.0;23.0
69;Noordelijk weidegebied;2015;254.0;740.0;89.0;3.0;6.0;2.0;1739.0;;;42.0;1172.0;24.0
70;Noordelijk weidegebied;2016;250.0;738.0;88.0;3.0;5.0;4.0;1920.0;;;49.0;1304.0;24.0
71;Noordelijk weidegebied;2017;247.0;730.0;88.0;3.0;5.0;4.0;1762.0;;;29.0;1231.0;17.0
72;Noordelijk weidegebied;2018;259.0;698.0;86.0;5.0;5.0;4.0;1428.0;;;22.0;1225.0;19.0
73;Noordelijk weidegebied;2019;251.0;;;;;;1721.0;;;32.0;1205.0;19.0
74;Noordelijk weidegebied;2020;250.0;;;;;;1563.0;;;37.0;1054.0;20.0
75;Noordelijk weidegebied;2021;251.0;;;;;;1940.0;;;34.0;1298.0;24.0
76;Noordelijk weidegebied;2022;249.0;;;;;;1524.0;;;37.0;988.0;21.0
77;Noordelijk weidegebied;2023;247.0;;;;;;1689.0;;;63.0;1016.0;30.0
78;Oostelijk en centraal veehouderijgebied;1985;;;;;;;;;;;;
79;Oostelijk en centraal veehouderijgebied;1986;;;;;;;;;;;;
80;Oostelijk en centraal veehouderijgebied;1987;;;;;;;;;;;;
81;Oostelijk en centraal veehouderijgebied;1988;;;;;;;;;;;;
82;Oostelijk en centraal veehouderijgebied;1989;;;;;;;;;;;;
83;Oostelijk en centraal veehouderijgebied;1990;;;;;;;;;;;;
84;Oostelijk en centraal veehouderijgebied;1991;;;;;;;;;;;;
85;Oostelijk en centraal veehouderijgebied;1992;;;;;;;;;;;;
86;Oostelijk en centraal veehouderijgebied;1993;228.0;493.0;88.0;4.0;4.0;3.0;1182.0;18.0;82.0;53.0;1251.0;64.0
87;Oostelijk en centraal veehouderijgebied;1994;228.0;484.0;83.0;5.0;7.0;5.0;866.0;20.0;80.0;52.0;1020.0;64.0
88;Oostelijk en centraal veehouderijgebied;1995;229.0;480.0;85.0;8.0;6.0;1.0;864.0;14.0;86.0;69.0;929.0;67.0
89;Oostelijk en centraal veehouderijgebied;1996;233.0;470.0;87.0;5.0;6.0;2.0;890.0;16.0;84.0;46.0;989.0;84.0
90;Oostelijk en centraal veehouderijgebied;1997;221.0;497.0;85.0;5.0;9.0;1.0;1021.0;16.0;84.0;65.0;1058.0;59.0
91;Oostelijk en centraal veehouderijgebied;1998;225.0;515.0;82.0;4.0;13.0;1.0;1147.0;32.0;68.0;50.0;1101.0;52.0
92;Oostelijk en centraal veehouderijgebied;1999;221.0;471.0;89.0;5.0;6.0;0.0;1018.0;14.0;86.0;56.0;1123.0;57.0
93;Oostelijk en centraal veehouderijgebied;2000;218.0;507.0;88.0;5.0;6.0;1.0;1069.0;14.0;86.0;79.0;1103.0;42.0
94;Oostelijk en centraal veehouderijgebied;2001;235.0;495.0;89.0;5.0;4.0;1.0;1028.0;11.0;89.0;67.0;1059.0;46.0
95;Oostelijk en centraal veehouderijgebied;2002;223.0;520.0;92.0;4.0;3.0;1.0;1265.0;12.0;88.0;69.0;1225.0;67.0
96;Oostelijk en centraal veehouderijgebied;2003;237.0;492.0;81.0;8.0;10.0;1.0;1113.0;17.0;83.0;105.0;1125.0;99.0
97;Oostelijk en centraal veehouderijgebied;2004;237.0;504.0;88.0;8.0;3.0;1.0;1295.0;20.0;80.0;118.0;1229.0;105.0
98;Oostelijk en centraal veehouderijgebied;2005;235.0;491.0;89.0;7.0;3.0;1.0;1058.0;15.0;85.0;109.0;1066.0;102.0
99;Oostelijk en centraal veehouderijgebied;2006;244.0;710.0;89.0;7.0;3.0;1.0;1171.0;17.0;83.0;70.0;1271.0;63.0
100;Oostelijk en centraal veehouderijgebied;2007;243.0;;91.0;4.0;2.0;3.0;1367.0;;;64.0;1187.0;69.0
101;Oostelijk en centraal veehouderijgebied;2008;240.0;629.0;93.0;3.0;1.0;3.0;1252.0;;;30.0;903.0;19.0
102;Oostelijk en centraal veehouderijgebied;2009;238.0;628.0;91.0;4.0;3.0;2.0;1294.0;;;46.0;914.0;28.0
103;Oostelijk en centraal veehouderijgebied;2010;236.0;609.0;91.0;3.0;3.0;3.0;1290.0;;;42.0;865.0;24.0
