ID;KenmerkenHuishouden;Perioden;ParticuliereHuishoudens_1;PersonenPerHuishouden_2;BrutoInkomen_3;BesteedbaarInkomen_4;TotaalBestedingen_5;Totaal_6;HoogBTWTarief_7;LaagBTWTarief_8;NietBTWPlichtigeGoederen_9;Frisdrank_10;AlcoholhoudendeDranken_11;Tabaksproducten_12;Brandstoffen_13;Energie_14;Water_15;Verzekeringen_16;IndirecteBelastingen_17;Totaal_18;HoogBTWTarief_19;LaagBTWTarief_20;VerbruiksbelastingFrisdrank_21;TotaalAccijns_22;AccijnsOpAlcoholhoudendeDranken_23;AccijnsOpTabaksproducten_24;AccijnsOpBrandstoffen_25;TotaalMilieubelasting_26;MilieubelastingOpEnergie_27;MilieubelastingOpWater_28;Assurantiebelasting_29;Motorrijtuigenbelasting_30;DrukOpBrutoInkomen_31;DrukOpBesteedbaarInkomen_32;DrukOpBestedingen_33
14;10450;2006;1126;1.0;32.8;18.9;20.2;12550.0;8040.0;4510.0;7645.0;280.0;1240.0;625.0;760.0;1060.0;95.0;525.0;2615.0;1540.0;1285.0;255.0;10.0;730.0;115.0;265.0;355.0;95.0;85.0;5.0;35.0;205.0;8.0;13.9;12.9
15;10450;2007;1149;1.0;33.6;19.7;20.9;13275.0;8760.0;4515.0;7620.0;210.0;1425.0;655.0;790.0;1190.0;90.0;495.0;2755.0;1655.0;1400.0;255.0;10.0;775.0;125.0;290.0;365.0;105.0;100.0;10.0;30.0;175.0;8.2;14.0;13.2
16;10450;2008;1183;1.0;34.7;20.2;22.1;14155.0;9220.0;4935.0;7915.0;275.0;1450.0;740.0;900.0;1285.0;105.0;485.0;2995.0;1750.0;1470.0;280.0;10.0;860.0;100.0;360.0;395.0;135.0;125.0;10.0;35.0;205.0;8.6;14.8;13.6
17;10450;2009;1203;1.0;34.4;20.3;22.7;14225.0;9725.0;4500.0;8475.0;215.0;1230.0;755.0;740.0;1420.0;75.0;525.0;3065.0;1805.0;1550.0;255.0;10.0;870.0;135.0;360.0;380.0;90.0;80.0;10.0;35.0;255.0;8.9;15.1;13.5
18;10450;2010;1250;1.0;34.2;20.0;22.1;13925.0;8790.0;5140.0;8210.0;270.0;1085.0;565.0;745.0;1520.0;100.0;525.0;2840.0;1695.0;1405.0;290.0;10.0;730.0;125.0;265.0;340.0;120.0;110.0;10.0;35.0;250.0;8.3;14.2;12.8
19;10450;2012;1279;1.0;34.6;19.8;22.7;13930.0;8395.0;5535.0;8790.0;310.0;695.0;745.0;880.0;1240.0;105.0;605.0;3045.0;1685.0;1390.0;295.0;15.0;880.0;110.0;425.0;350.0;170.0;160.0;10.0;55.0;240.0;8.8;15.4;13.4
20;10450;2013;1284;1.0;34.9;20.1;21.6;12990.0;7815.0;5180.0;8620.0;335.0;740.0;695.0;875.0;1285.0;105.0;650.0;3160.0;1640.0;1355.0;285.0;15.0;900.0;125.0;420.0;355.0;180.0;170.0;10.0;115.0;310.0;9.0;15.7;14.6
21;10600;2006;1347;1.0;25.4;17.1;19.3;11545.0;7680.0;3865.0;7795.0;190.0;510.0;365.0;385.0;1090.0;95.0;435.0;2135.0;1445.0;1225.0;220.0;10.0;450.0;55.0;205.0;190.0;90.0;85.0;10.0;30.0;115.0;8.4;12.5;11.0
22;10600;2007;1362;1.0;26.1;17.7;19.5;11520.0;7455.0;4065.0;8010.0;185.0;535.0;485.0;410.0;1155.0;100.0;430.0;2160.0;1420.0;1190.0;230.0;10.0;500.0;55.0;245.0;200.0;95.0;85.0;10.0;30.0;105.0;8.3;12.2;11.1
23;10600;2008;1378;1.0;26.6;18.0;20.3;12305.0;7925.0;4380.0;7990.0;180.0;515.0;510.0;465.0;1170.0;100.0;405.0;2330.0;1515.0;1265.0;250.0;10.0;560.0;60.0;280.0;220.0;105.0;95.0;10.0;30.0;115.0;8.7;13.0;11.5
24;10600;2009;1395;1.0;27.0;18.2;21.1;12570.0;8290.0;4285.0;8550.0;165.0;560.0;340.0;435.0;1445.0;85.0;455.0;2255.0;1565.0;1325.0;240.0;5.0;440.0;55.0;165.0;225.0;90.0;80.0;10.0;30.0;120.0;8.3;12.4;10.7
25;10600;2010;1425;1.0;27.0;18.1;20.7;12380.0;8090.0;4290.0;8310.0;160.0;440.0;490.0;435.0;1520.0;85.0;420.0;2335.0;1535.0;1290.0;245.0;10.0;520.0;55.0;250.0;210.0;115.0;110.0;10.0;30.0;130.0;8.6;12.9;11.3
26;10600;2012;1439;1.0;27.7;18.3;22.0;13610.0;8765.0;4850.0;8395.0;215.0;515.0;705.0;525.0;1295.0;105.0;520.0;2850.0;1720.0;1460.0;260.0;10.0;725.0;80.0;430.0;215.0;185.0;180.0;10.0;45.0;160.0;10.3;15.6;12.9
27;10600;2013;1432;1.0;28.0;18.3;22.1;13185.0;8130.0;5055.0;8870.0;170.0;515.0;455.0;505.0;1365.0;105.0;590.0;2765.0;1680.0;1410.0;270.0;10.0;600.0;85.0;300.0;215.0;210.0;200.0;10.0;100.0;165.0;9.9;15.1;12.5
28;10100;2006;4636;2.9;63.9;37.3;35.4;23105.0;15590.0;7515.0;12255.0;430.0;1035.0;670.0;1185.0;1765.0;175.0;895.0;4760.0;2915.0;2490.0;425.0;30.0;1035.0;145.0;340.0;555.0;345.0;325.0;20.0;60.0;380.0;7.5;12.7;13.5
29;10100;2007;4655;2.9;67.5;40.2;36.5;23620.0;15860.0;7760.0;12850.0;425.0;1040.0;685.0;1240.0;1755.0;160.0;935.0;4830.0;2970.0;2530.0;440.0;30.0;1035.0;140.0;320.0;575.0;315.0;300.0;20.0;60.0;420.0;7.2;12.0;13.2
30;10100;2008;4681;2.9;69.0;40.8;38.5;24860.0;16640.0;8225.0;13625.0;435.0;1065.0;675.0;1305.0;1915.0;165.0;955.0;5130.0;3120.0;2655.0;465.0;30.0;1065.0;150.0;330.0;590.0;365.0;345.0;20.0;65.0;485.0;7.4;12.6;13.3
31;10100;2009;4703;2.9;69.7;41.2;38.1;24545.0;16425.0;8120.0;13505.0;460.0;1080.0;755.0;1195.0;2175.0;155.0;965.0;5155.0;3080.0;2625.0;460.0;30.0;1095.0;150.0;350.0;590.0;410.0;395.0;20.0;65.0;470.0;7.4;12.5;13.5
32;10100;2010;4696;2.9;70.2;41.3;38.9;24825.0;16540.0;8285.0;14125.0;430.0;1110.0;805.0;1320.0;2195.0;155.0;970.0;5335.0;3110.0;2640.0;470.0;30.0;1160.0;165.0;375.0;620.0;455.0;440.0;20.0;70.0;515.0;7.6;12.9;13.7
33;10100;2012;4753;2.9;72.3;41.5;39.1;26440.0;15870.0;10570.0;12620.0;450.0;1005.0;635.0;1465.0;2000.0;185.0;1165.0;5435.0;3175.0;2635.0;540.0;25.0;1080.0;150.0;360.0;570.0;510.0;490.0;20.0;105.0;545.0;7.5;13.1;13.9
34;10100;2013;4772;2.9;73.2;41.8;39.3;26460.0;15575.0;10885.0;12885.0;505.0;1195.0;640.0;1420.0;2080.0;190.0;1220.0;5780.0;3265.0;2705.0;560.0;25.0;1190.0;195.0;415.0;580.0;540.0;520.0;20.0;210.0;550.0;7.9;13.8;14.7
35;10150;2006;3969;2.9;66.5;38.5;36.3;23795.0;16060.0;7730.0;12515.0;430.0;1070.0;630.0;1235.0;1790.0;175.0;940.0;4890.0;3000.0;2565.0;440.0;30.0;1045.0;155.0;315.0;575.0;355.0;335.0;20.0;60.0;400.0;7.3;12.7;13.5
36;10150;2007;3983;2.9;70.4;41.5;37.5;24365.0;16375.0;7985.0;13105.0;430.0;1095.0;685.0;1270.0;1780.0;165.0;970.0;4975.0;3065.0;2615.0;450.0;30.0;1055.0;150.0;315.0;590.0;325.0;305.0;20.0;65.0;440.0;7.1;12.0;13.3
37;10150;2008;3998;2.9;71.9;42.1;39.7;25765.0;17325.0;8440.0;13965.0;435.0;1105.0;655.0;1350.0;1915.0;170.0;995.0;5290.0;3245.0;2765.0;480.0;30.0;1085.0;160.0;320.0;605.0;365.0;345.0;20.0;70.0;500.0;7.4;12.6;13.3
38;10150;2009;4001;2.9;72.7;42.6;39.2;25320.0;16950.0;8365.0;13880.0;460.0;1115.0;770.0;1230.0;2200.0;155.0;1005.0;5325.0;3180.0;2705.0;475.0;30.0;1125.0;160.0;360.0;605.0;425.0;405.0;20.0;70.0;495.0;7.3;12.5;13.6
39;10150;2010;4084;2.9;73.2;42.7;39.9;25440.0;16945.0;8495.0;14475.0;435.0;1155.0;775.0;1370.0;2230.0;155.0;1000.0;5465.0;3185.0;2705.0;480.0;30.0;1170.0;175.0;360.0;640.0;470.0;455.0;20.0;70.0;540.0;7.5;12.8;13.7
40;10150;2012;4115;2.9;75.6;43.0;40.5;27605.0;16610.0;10995.0;12875.0;460.0;1070.0;630.0;1555.0;2025.0;190.0;1225.0;5680.0;3320.0;2760.0;560.0;25.0;1120.0;160.0;355.0;605.0;525.0;505.0;20.0;110.0;585.0;7.5;13.2;14.0
41;10150;2013;4127;2.9;76.6;43.3;40.7;27595.0;16200.0;11395.0;13150.0;520.0;1270.0;590.0;1500.0;2115.0;190.0;1280.0;5990.0;3395.0;2810.0;585.0;25.0;1200.0;205.0;385.0;610.0;560.0;540.0;20.0;220.0;585.0;7.8;13.8;14.7
42;10200;2006;2034;2.0;57.1;34.2;32.6;21345.0;14505.0;6840.0;11220.0;295.0;1070.0;655.0;1110.0;1645.0;140.0;875.0;4435.0;2705.0;2315.0;385.0;15.0;1030.0;175.0;335.0;520.0;295.0;280.0;15.0;55.0;335.0;7.8;13.0;13.6
43;10200;2007;2057;2.0;60.3;36.7;34.0;22175.0;15055.0;7115.0;11840.0;290.0;1140.0;715.0;1170.0;1590.0;135.0;925.0;4570.0;2805.0;2405.0;405.0;20.0;1040.0;165.0;320.0;555.0;255.0;245.0;15.0;60.0;385.0;7.6;12.5;13.4
44;10200;2008;2070;2.0;61.3;37.2;35.9;23675.0;16205.0;7470.0;12200.0;280.0;1215.0;635.0;1240.0;1740.0;140.0;950.0;4885.0;3010.0;2585.0;425.0;15.0;1050.0;190.0;300.0;560.0;300.0;285.0;15.0;65.0;440.0;8.0;13.1;13.6
45;10200;2009;2083;2.0;62.3;37.9;35.9;23375.0;15775.0;7600.0;12510.0;330.0;1220.0;620.0;1120.0;2040.0;125.0;945.0;4890.0;2950.0;2520.0;430.0;20.0;1060.0;205.0;295.0;560.0;335.0;320.0;15.0;65.0;460.0;7.8;12.9;13.6
46;10200;2010;2093;2.0;61.7;37.4;35.7;22930.0;15480.0;7445.0;12790.0;265.0;1185.0;675.0;1265.0;2035.0;125.0;965.0;4935.0;2895.0;2470.0;420.0;15.0;1110.0;200.0;315.0;595.0;375.0;360.0;15.0;65.0;475.0;8.0;13.2;13.8
47;10200;2012;2125;2.0;63.3;37.7;37.0;25175.0;15080.0;10095.0;11790.0;360.0;1120.0;625.0;1385.0;1890.0;150.0;1130.0;5150.0;3020.0;2505.0;515.0;20.0;1055.0;170.0;345.0;540.0;450.0;435.0;15.0;100.0;500.0;8.1;13.6;13.9
48;10200;2013;2143;2.0;64.1;37.9;37.0;25210.0;14860.0;10350.0;11820.0;425.0;1275.0;575.0;1380.0;1945.0;155.0;1180.0;5470.0;3115.0;2580.0;535.0;20.0;1150.0;210.0;375.0;560.0;470.0;455.0;15.0;205.0;515.0;8.5;14.4;14.8
49;10250;2006;1333;3.9;71.7;39.7;39.4;25645.0;17495.0;8150.0;13740.0;550.0;845.0;500.0;1335.0;1880.0;195.0;965.0;5165.0;3255.0;2795.0;460.0;40.0;975.0;115.0;245.0;615.0;400.0;375.0;20.0;65.0;430.0;7.2;13.0;13.1
50;10250;2007;1333;3.9;76.2;43.2;40.3;25755.0;17525.0;8230.0;14565.0;565.0;855.0;560.0;1320.0;1945.0;190.0;985.0;5175.0;3265.0;2800.0;465.0;40.0;975.0;100.0;280.0;595.0;380.0;360.0;20.0;65.0;450.0;6.8;12.0;12.8
51;10250;2008;1326;3.9;78.4;44.0;43.6;27360.0;18260.0;9100.0;16195.0;595.0;790.0;575.0;1415.0;2030.0;185.0;1035.0;5545.0;3430.0;2915.0;515.0;40.0;1030.0;105.0;290.0;630.0;415.0;395.0;20.0;70.0;560.0;7.1;12.6;12.7
52;10250;2009;1321;3.9;79.5;44.7;41.9;26435.0;17985.0;8450.0;15500.0;575.0;750.0;755.0;1320.0;2230.0;180.0;975.0;5500.0;3350.0;2870.0;480.0;35.0;1065.0;95.0;340.0;635.0;460.0;440.0;20.0;70.0;515.0;6.9;12.3;13.1
53;10250;2010;1346;3.9;80.7;45.1;43.8;27240.0;18160.0;9080.0;16560.0;640.0;825.0;785.0;1405.0;2320.0;175.0;1015.0;5765.0;3415.0;2900.0;515.0;40.0;1135.0;125.0;360.0;650.0;520.0;500.0;20.0;70.0;585.0;7.1;12.8;13.2
54;10250;2012;1331;3.9;84.6;46.0;41.6;28030.0;17055.0;10975.0;13585.0;525.0;870.0;585.0;1605.0;2025.0;230.0;1225.0;5775.0;3390.0;2835.0;555.0;25.0;1080.0;125.0;340.0;620.0;535.0;505.0;25.0;110.0;640.0;6.8;12.6;13.9
55;10250;2013;1322;3.9;86.0;46.5;41.7;27370.0;16070.0;11300.0;14370.0;555.0;1025.0;365.0;1555.0;2190.0;230.0;1305.0;5905.0;3365.0;2790.0;580.0;25.0;1030.0;160.0;245.0;625.0;600.0;575.0;30.0;225.0;650.0;6.9;12.7;14.1
56;10300;2006;601;3.8;87.0;50.0;42.3;28155.0;18285.0;9870.0;14095.0;605.0;1665.0;885.0;1430.0;2055.0;235.0;1130.0;5885.0;3480.0;2920.0;560.0;40.0;1295.0;180.0;450.0;665.0;450.0;425.0;25.0;75.0;545.0;6.8;11.8;13.9
57;10300;2007;594;3.8;91.9;54.0;43.1;28855.0;18335.0;10520.0;14200.0;630.0;1485.0;880.0;1485.0;2035.0;215.0;1090.0;5925.0;3525.0;2925.0;595.0;40.0;1265.0;195.0;385.0;690.0;415.0;390.0;25.0;70.0;605.0;6.4;11.0;13.8
58;10300;2008;602;3.8;94.4;54.8;44.4;29345.0;19025.0;10320.0;15030.0;610.0;1470.0;910.0;1595.0;2245.0;220.0;1060.0;6120.0;3620.0;3035.0;585.0;45.0;1340.0;165.0;455.0;725.0;475.0;450.0;25.0;75.0;565.0;6.5;11.2;13.8
59;10300;2009;598;3.8;94.1;54.5;44.4;29395.0;18645.0;10750.0;14965.0;650.0;1570.0;1310.0;1390.0;2590.0;210.0;1275.0;6375.0;3585.0;2975.0;610.0;45.0;1480.0;155.0;645.0;685.0;610.0;585.0;25.0;90.0;570.0;6.8;11.7;14.4
60;10300;2010;646;3.8;94.4;54.5;45.7;29825.0;19195.0;10630.0;15860.0;585.0;1655.0;1055.0;1620.0;2635.0;210.0;1085.0;6530.0;3665.0;3065.0;600.0;40.0;1435.0;180.0;495.0;760.0;665.0;640.0;25.0;75.0;645.0;6.9;12.0;14.3
61;10300;2012;659;3.8;97.0;54.2;49.5;34600.0;20650.0;13945.0;14930.0;675.0;1310.0;750.0;2000.0;2465.0;225.0;1510.0;7195.0;4135.0;3425.0;710.0;35.0;1405.0;190.0;435.0;785.0;735.0;710.0;25.0;135.0;755.0;7.4;13.3;14.5
62;10300;2013;662;3.8;98.2;54.6;50.8;35745.0;20780.0;14965.0;15025.0;770.0;1740.0;1085.0;1780.0;2535.0;225.0;1550.0;7850.0;4375.0;3605.0;765.0;40.0;1705.0;280.0;705.0;715.0;765.0;740.0;25.0;270.0;700.0;8.0;14.4;15.5
63;10350;2006;445;2.5;38.0;25.2;26.3;16355.0;11150.0;5205.0;9925.0;375.0;465.0;1020.0;740.0;1580.0;165.0;515.0;3520.0;2075.0;1780.0;295.0;25.0;925.0;55.0;505.0;365.0;270.0;250.0;15.0;35.0;195.0;9.3;14.0;13.4
64;10350;2007;449;2.5;39.7;26.6;26.9;16280.0;10570.0;5710.0;10625.0;395.0;555.0;660.0;980.0;1540.0;130.0;600.0;3420.0;2010.0;1685.0;325.0;30.0;875.0;75.0;325.0;475.0;250.0;235.0;15.0;40.0;215.0;8.6;12.9;12.7
65;10350;2008;463;2.5;41.5;27.4;28.2;17380.0;11135.0;6245.0;10840.0;415.0;605.0;800.0;905.0;1850.0;150.0;575.0;3665.0;2130.0;1780.0;355.0;30.0;845.0;60.0;365.0;420.0;325.0;310.0;15.0;40.0;295.0;8.8;13.4;13.0
66;10350;2009;475;2.5;42.6;27.7;28.4;17750.0;11915.0;5835.0;10615.0;400.0;610.0;610.0;885.0;1930.0;145.0;570.0;3630.0;2235.0;1905.0;330.0;25.0;780.0;75.0;260.0;445.0;310.0;295.0;15.0;40.0;235.0;8.5;13.1;12.8
67;10350;2010;477;2.5;42.7;27.7;29.8;18755.0;12325.0;6430.0;11070.0;390.0;710.0;975.0;975.0;1865.0;140.0;705.0;4020.0;2330.0;1970.0;365.0;25.0;1020.0;85.0;460.0;475.0;315.0;295.0;15.0;50.0;285.0;9.4;14.5;13.5
68;10350;2012;502;2.5;43.4;27.6;30.2;19425.0;11730.0;7695.0;10740.0;370.0;600.0;785.0;985.0;1880.0;180.0;830.0;4095.0;2330.0;1930.0;400.0;20.0;935.0;85.0;460.0;395.0;440.0;420.0;20.0;75.0;300.0;9.4;14.8;13.6
69;10350;2013;515;2.5;44.5;28.2;29.9;19045.0;11585.0;7460.0;10835.0;395.0;685.0;680.0;915.0;1785.0;180.0;845.0;4175.0;2405.0;2010.0;395.0;20.0;920.0;120.0;410.0;390.0;405.0;385.0;20.0;145.0;280.0;9.4;14.8;14.0
70;10400;2006;222;3.8;67.7;41.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;10400;2007;222;3.8;71.9;44.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;10400;2008;221;3.8;73.5;45.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;10400;2009;227;3.7;73.4;44.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;10400;2010;134;3.9;76.4;47.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;10400;2012;136;3.9;78.2;47.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;10400;2013;130;3.9;78.7;47.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;11400;2006;2473;1.0;28.8;17.9;19.7;11995.0;7840.0;4155.0;7740.0;230.0;835.0;485.0;555.0;1075.0;95.0;475.0;2350.0;1485.0;1250.0;235.0;10.0;575.0;80.0;230.0;265.0;90.0;85.0;10.0;30.0;155.0;8.2;13.1;11.9
78;11400;2007;2511;1.0;29.6;18.6;20.1;12300.0;8040.0;4260.0;7845.0;195.0;925.0;560.0;580.0;1165.0;95.0;455.0;2420.0;1525.0;1285.0;240.0;10.0;625.0;85.0;265.0;275.0;100.0;90.0;10.0;30.0;135.0;8.2;13.0;12.0
79;11400;2008;2561;1.0;30.4;19.0;21.1;13135.0;8490.0;4645.0;7940.0;225.0;945.0;615.0;655.0;1215.0;100.0;440.0;2625.0;1620.0;1355.0;265.0;10.0;695.0;80.0;320.0;300.0;115.0;105.0;10.0;30.0;155.0;8.6;13.8;12.5
80;11400;2009;2598;1.0;30.5;19.2;21.8;13345.0;8960.0;4380.0;8505.0;190.0;870.0;530.0;575.0;1435.0;80.0;485.0;2630.0;1680.0;1430.0;250.0;10.0;640.0;90.0;255.0;295.0;90.0;80.0;10.0;35.0;185.0;8.6;13.7;12.0
81;11400;2010;2675;1.0;30.3;19.0;21.3;13060.0;8405.0;4660.0;8250.0;205.0;725.0;520.0;580.0;1510.0;90.0;460.0;2555.0;1605.0;1340.0;265.0;10.0;615.0;85.0;255.0;270.0;115.0;105.0;10.0;30.0;175.0;8.4;13.5;12.0
82;11400;2012;2717;1.0;30.9;19.0;22.3;13760.0;8590.0;5170.0;8580.0;260.0;600.0;725.0;690.0;1270.0;105.0;560.0;2940.0;1705.0;1425.0;280.0;15.0;800.0;95.0;430.0;275.0;180.0;170.0;10.0;50.0;200.0;9.5;15.5;13.2
83;11400;2013;2716;1.0;31.2;19.2;21.8;13095.0;7980.0;5115.0;8750.0;250.0;620.0;565.0;680.0;1330.0;105.0;615.0;2950.0;1660.0;1385.0;275.0;15.0;740.0;105.0;360.0;280.0;195.0;185.0;10.0;105.0;235.0;9.4;15.4;13.5
84;11450;2006;2339;2.0;54.8;33.1;31.8;20720.0;14070.0;6645.0;11115.0;300.0;1015.0;690.0;1075.0;1615.0;140.0;840.0;4315.0;2625.0;2245.0;375.0;15.0;1020.0;160.0;350.0;505.0;285.0;270.0;15.0;55.0;315.0;7.9;13.1;13.6
85;11450;2007;2364;2.0;57.8;35.4;33.2;21560.0;14595.0;6965.0;11615.0;295.0;1075.0;720.0;1140.0;1580.0;130.0;895.0;4445.0;2725.0;2330.0;395.0;20.0;1025.0;160.0;330.0;540.0;250.0;240.0;15.0;60.0;365.0;7.7;12.6;13.4
86;11450;2008;2390;2.0;58.7;35.9;34.9;22930.0;15640.0;7290.0;11950.0;290.0;1130.0;660.0;1190.0;1755.0;140.0;915.0;4740.0;2910.0;2495.0;415.0;15.0;1025.0;175.0;315.0;535.0;305.0;290.0;15.0;65.0;420.0;8.1;13.2;13.6
87;11450;2009;2412;2.0;59.8;36.5;34.9;22725.0;15285.0;7435.0;12220.0;340.0;1215.0;630.0;1090.0;2015.0;125.0;905.0;4740.0;2860.0;2440.0;420.0;20.0;1035.0;195.0;295.0;545.0;325.0;310.0;15.0;65.0;430.0;7.9;13.0;13.6
88;11450;2010;2412;2.0;59.3;36.1;34.9;22390.0;15155.0;7235.0;12550.0;270.0;1135.0;720.0;1220.0;2005.0;125.0;935.0;4835.0;2830.0;2420.0;410.0;15.0;1100.0;185.0;340.0;575.0;360.0;345.0;15.0;65.0;460.0;8.2;13.4;13.8
89;11450;2012;2466;2.0;60.6;36.3;35.6;24035.0;14355.0;9680.0;11525.0;355.0;1045.0;635.0;1325.0;1880.0;150.0;1070.0;4935.0;2880.0;2385.0;495.0;20.0;1030.0;155.0;350.0;520.0;445.0;430.0;15.0;95.0;470.0;8.1;13.6;13.9
90;11450;2013;2491;2.0;61.5;36.5;35.6;23920.0;14160.0;9760.0;11650.0;415.0;1175.0;635.0;1275.0;1905.0;155.0;1120.0;5230.0;2965.0;2460.0;505.0;20.0;1130.0;195.0;410.0;520.0;450.0;435.0;15.0;195.0;470.0;8.5;14.3;14.7
91;11500;2006;896;3.0;67.5;38.7;36.5;23895.0;16195.0;7700.0;12640.0;500.0;970.0;700.0;1210.0;1780.0;185.0;940.0;4935.0;3020.0;2585.0;435.0;30.0;1040.0;125.0;345.0;570.0;355.0;335.0;20.0;60.0;425.0;7.3;12.8;13.5
