ID;SBI93;GrondEnHulpstoffen;Jaren;Inkoopwaarde_1;CodeBedrijfsactiviteit_2
29;Dx Industrie excl. sociale werkplaatsen;01.11.12 Tarwe, zachte en mengkoren;1997;260;Dx    
30;Dx Industrie excl. sociale werkplaatsen;01.11.12 Tarwe, zachte en mengkoren;1998;300;Dx    
31;Dx Industrie excl. sociale werkplaatsen;01.11.12 Tarwe, zachte en mengkoren;1999;259;Dx    
32;Dx Industrie excl. sociale werkplaatsen;01.11.13 Ma´s;1996;309;Dx    
33;Dx Industrie excl. sociale werkplaatsen;01.11.13 Ma´s;1997;322;Dx    
34;Dx Industrie excl. sociale werkplaatsen;01.11.13 Ma´s;1998;323;Dx    
35;Dx Industrie excl. sociale werkplaatsen;01.11.13 Ma´s;1999;283;Dx    
36;Dx Industrie excl. sociale werkplaatsen;01.11.14 Rijst, niet gedopt;1996;1;Dx    
37;Dx Industrie excl. sociale werkplaatsen;01.11.14 Rijst, niet gedopt;1997;1;Dx    
38;Dx Industrie excl. sociale werkplaatsen;01.11.14 Rijst, niet gedopt;1998;0;Dx    
39;Dx Industrie excl. sociale werkplaatsen;01.11.14 Rijst, niet gedopt;1999;0;Dx    
40;Dx Industrie excl. sociale werkplaatsen;01.11.15 Gerst;1996;164;Dx    
41;Dx Industrie excl. sociale werkplaatsen;01.11.15 Gerst;1997;135;Dx    
42;Dx Industrie excl. sociale werkplaatsen;01.11.15 Gerst;1998;121;Dx    
43;Dx Industrie excl. sociale werkplaatsen;01.11.15 Gerst;1999;83;Dx    
44;Dx Industrie excl. sociale werkplaatsen;01.11.16 Rogge, haver;1996;44;Dx    
45;Dx Industrie excl. sociale werkplaatsen;01.11.16 Rogge, haver;1997;35;Dx    
46;Dx Industrie excl. sociale werkplaatsen;01.11.16 Rogge, haver;1998;29;Dx    
47;Dx Industrie excl. sociale werkplaatsen;01.11.16 Rogge, haver;1999;10;Dx    
48;Dx Industrie excl. sociale werkplaatsen;01.11.17 Granen, excl. tarwe,....;1996;29;Dx    
49;Dx Industrie excl. sociale werkplaatsen;01.11.17 Granen, excl. tarwe,....;1997;22;Dx    
50;Dx Industrie excl. sociale werkplaatsen;01.11.17 Granen, excl. tarwe,....;1998;28;Dx    
51;Dx Industrie excl. sociale werkplaatsen;01.11.17 Granen, excl. tarwe,....;1999;18;Dx    
52;Dx Industrie excl. sociale werkplaatsen;01.11.21 Aardappelen;1996;518;Dx    
53;Dx Industrie excl. sociale werkplaatsen;01.11.21 Aardappelen;1997;491;Dx    
54;Dx Industrie excl. sociale werkplaatsen;01.11.21 Aardappelen;1998;560;Dx    
55;Dx Industrie excl. sociale werkplaatsen;01.11.21 Aardappelen;1999;625;Dx    
56;Dx Industrie excl. sociale werkplaatsen;01.11.22 Zaden van peulvruchten,....;1996;109;Dx    
57;Dx Industrie excl. sociale werkplaatsen;01.11.22 Zaden van peulvruchten,....;1997;82;Dx    
58;Dx Industrie excl. sociale werkplaatsen;01.11.22 Zaden van peulvruchten,....;1998;79;Dx    
59;Dx Industrie excl. sociale werkplaatsen;01.11.22 Zaden van peulvruchten,....;1999;59;Dx    
60;Dx Industrie excl. sociale werkplaatsen;01.11.23 Maniok-, salep- en....;1996;138;Dx    
61;Dx Industrie excl. sociale werkplaatsen;01.11.23 Maniok-, salep- en....;1997;86;Dx    
62;Dx Industrie excl. sociale werkplaatsen;01.11.23 Maniok-, salep- en....;1998;67;Dx    
63;Dx Industrie excl. sociale werkplaatsen;01.11.23 Maniok-, salep- en....;1999;57;Dx    
64;Dx Industrie excl. sociale werkplaatsen;01.11.31 Sojabonen;1996;857;Dx    
65;Dx Industrie excl. sociale werkplaatsen;01.11.31 Sojabonen;1997;1052;Dx    
66;Dx Industrie excl. sociale werkplaatsen;01.11.31 Sojabonen;1998;1120;Dx    
67;Dx Industrie excl. sociale werkplaatsen;01.11.31 Sojabonen;1999;842;Dx    
68;Dx Industrie excl. sociale werkplaatsen;01.11.32 Grondnoten (pinda's), al....;1996;46;Dx    
69;Dx Industrie excl. sociale werkplaatsen;01.11.32 Grondnoten (pinda's), al....;1997;60;Dx    
70;Dx Industrie excl. sociale werkplaatsen;01.11.32 Grondnoten (pinda's), al....;1998;79;Dx    
71;Dx Industrie excl. sociale werkplaatsen;01.11.32 Grondnoten (pinda's), al....;1999;53;Dx    
72;Dx Industrie excl. sociale werkplaatsen;"01.11.33 Zonnebloempitten; sesam-,....";1996;180;Dx    
73;Dx Industrie excl. sociale werkplaatsen;"01.11.33 Zonnebloempitten; sesam-,....";1997;193;Dx    
74;Dx Industrie excl. sociale werkplaatsen;"01.11.33 Zonnebloempitten; sesam-,....";1998;209;Dx    
75;Dx Industrie excl. sociale werkplaatsen;"01.11.33 Zonnebloempitten; sesam-,....";1999;171;Dx    
76;Dx Industrie excl. sociale werkplaatsen;01.11.34 Katoenzaad;1996;0;  Zero
77;Dx Industrie excl. sociale werkplaatsen;01.11.34 Katoenzaad;1997;0;  Zero
78;Dx Industrie excl. sociale werkplaatsen;01.11.34 Katoenzaad;1998;0;  Zero
79;Dx Industrie excl. sociale werkplaatsen;01.11.34 Katoenzaad;1999;0;  Zero
80;Dx Industrie excl. sociale werkplaatsen;01.11.35 Oliehoudende zaden en....;1996;0;Dx    
81;Dx Industrie excl. sociale werkplaatsen;01.11.35 Oliehoudende zaden en....;1997;2;Dx    
82;Dx Industrie excl. sociale werkplaatsen;01.11.35 Oliehoudende zaden en....;1998;5;Dx    
83;Dx Industrie excl. sociale werkplaatsen;01.11.35 Oliehoudende zaden en....;1999;5;Dx    
84;Dx Industrie excl. sociale werkplaatsen;01.11.40 Tabak, ruw of niet tot....;1996;470;Dx    
85;Dx Industrie excl. sociale werkplaatsen;01.11.40 Tabak, ruw of niet tot....;1997;501;Dx    
86;Dx Industrie excl. sociale werkplaatsen;01.11.40 Tabak, ruw of niet tot....;1998;464;Dx    
87;Dx Industrie excl. sociale werkplaatsen;01.11.40 Tabak, ruw of niet tot....;1999;357;Dx    
88;Dx Industrie excl. sociale werkplaatsen;01.11.51 Suikerbieten;1996;364;Dx    
89;Dx Industrie excl. sociale werkplaatsen;01.11.51 Suikerbieten;1997;378;Dx    
90;Dx Industrie excl. sociale werkplaatsen;01.11.51 Suikerbieten;1998;340;Dx    
91;Dx Industrie excl. sociale werkplaatsen;01.11.51 Suikerbieten;1999;351;Dx    
92;Dx Industrie excl. sociale werkplaatsen;01.11.52 Suikerriet;1996;0;  Zero
93;Dx Industrie excl. sociale werkplaatsen;01.11.52 Suikerriet;1997;0;  Zero
94;Dx Industrie excl. sociale werkplaatsen;01.11.52 Suikerriet;1998;0;  Zero
95;Dx Industrie excl. sociale werkplaatsen;01.11.52 Suikerriet;1999;0;  Zero
96;Dx Industrie excl. sociale werkplaatsen;01.11.60 Stro en kaf, koolrapen,....;1996;16;Dx    
97;Dx Industrie excl. sociale werkplaatsen;01.11.60 Stro en kaf, koolrapen,....;1997;14;Dx    
98;Dx Industrie excl. sociale werkplaatsen;01.11.60 Stro en kaf, koolrapen,....;1998;14;Dx    
99;Dx Industrie excl. sociale werkplaatsen;01.11.60 Stro en kaf, koolrapen,....;1999;23;Dx    
100;Dx Industrie excl. sociale werkplaatsen;01.11.71 Katoen, al dan niet ontkorreld;1996;4;Dx    
101;Dx Industrie excl. sociale werkplaatsen;01.11.71 Katoen, al dan niet ontkorreld;1997;3;Dx    
102;Dx Industrie excl. sociale werkplaatsen;01.11.71 Katoen, al dan niet ontkorreld;1998;2;Dx    
103;Dx Industrie excl. sociale werkplaatsen;01.11.71 Katoen, al dan niet ontkorreld;1999;2;Dx    
104;Dx Industrie excl. sociale werkplaatsen;01.11.72 Jute e.a. bastvezels, excl.....;1996;0;  Zero
105;Dx Industrie excl. sociale werkplaatsen;01.11.72 Jute e.a. bastvezels, excl.....;1997;0;  Zero
106;Dx Industrie excl. sociale werkplaatsen;01.11.72 Jute e.a. bastvezels, excl.....;1998;0;Dx    
107;Dx Industrie excl. sociale werkplaatsen;01.11.72 Jute e.a. bastvezels, excl.....;1999;0;  Zero
108;Dx Industrie excl. sociale werkplaatsen;01.11.73 Vlas, hennep, sisal e.d.....;1996;0;  Zero
109;Dx Industrie excl. sociale werkplaatsen;01.11.73 Vlas, hennep, sisal e.d.....;1997;0;Dx    
110;Dx Industrie excl. sociale werkplaatsen;01.11.73 Vlas, hennep, sisal e.d.....;1998;0;Dx    
111;Dx Industrie excl. sociale werkplaatsen;01.11.73 Vlas, hennep, sisal e.d.....;1999;0;Dx    
112;Dx Industrie excl. sociale werkplaatsen;01.11.80 Natuurlijke rubber, latex,....;1996;19;Dx    
113;Dx Industrie excl. sociale werkplaatsen;01.11.80 Natuurlijke rubber, latex,....;1997;17;Dx    
114;Dx Industrie excl. sociale werkplaatsen;01.11.80 Natuurlijke rubber, latex,....;1998;17;Dx    
115;Dx Industrie excl. sociale werkplaatsen;01.11.80 Natuurlijke rubber, latex,....;1999;9;Dx    
116;Dx Industrie excl. sociale werkplaatsen;01.11.91 Planten(sappen),....;1996;6;Dx    
117;Dx Industrie excl. sociale werkplaatsen;01.11.91 Planten(sappen),....;1997;6;Dx    
118;Dx Industrie excl. sociale werkplaatsen;01.11.91 Planten(sappen),....;1998;7;Dx    
119;Dx Industrie excl. sociale werkplaatsen;01.11.91 Planten(sappen),....;1999;9;Dx    
120;Dx Industrie excl. sociale werkplaatsen;01.11.92 Zaad van suikerbieten of....;1996;0;  Zero
121;Dx Industrie excl. sociale werkplaatsen;01.11.92 Zaad van suikerbieten of....;1997;0;  Zero
122;Dx Industrie excl. sociale werkplaatsen;01.11.92 Zaad van suikerbieten of....;1998;0;  Zero
123;Dx Industrie excl. sociale werkplaatsen;01.11.92 Zaad van suikerbieten of....;1999;0;  Zero
124;Dx Industrie excl. sociale werkplaatsen;01.11.93 Hop (hopbellen), lupuline....;1996;19;Dx    
125;Dx Industrie excl. sociale werkplaatsen;01.11.93 Hop (hopbellen), lupuline....;1997;22;Dx    
126;Dx Industrie excl. sociale werkplaatsen;01.11.93 Hop (hopbellen), lupuline....;1998;24;Dx    
127;Dx Industrie excl. sociale werkplaatsen;01.11.93 Hop (hopbellen), lupuline....;1999;21;Dx    
128;Dx Industrie excl. sociale werkplaatsen;01.12 Groenten,....;1996;279;Dx    
129;Dx Industrie excl. sociale werkplaatsen;01.12 Groenten,....;1997;279;Dx    
130;Dx Industrie excl. sociale werkplaatsen;01.12 Groenten,....;1998;275;Dx    
131;Dx Industrie excl. sociale werkplaatsen;01.12 Groenten,....;1999;227;Dx    
132;Dx Industrie excl. sociale werkplaatsen;01.12.11 Uien, sjalotten, knoflook,....;1996;32;Dx    
133;Dx Industrie excl. sociale werkplaatsen;01.12.11 Uien, sjalotten, knoflook,....;1997;28;Dx    
134;Dx Industrie excl. sociale werkplaatsen;01.12.11 Uien, sjalotten, knoflook,....;1998;20;Dx    
135;Dx Industrie excl. sociale werkplaatsen;01.12.11 Uien, sjalotten, knoflook,....;1999;24;Dx    
136;Dx Industrie excl. sociale werkplaatsen;01.12.12.B Peulvruchten, vers of....;1996;23;Dx    
137;Dx Industrie excl. sociale werkplaatsen;01.12.12.B Peulvruchten, vers of....;1997;36;Dx    
138;Dx Industrie excl. sociale werkplaatsen;01.12.12.B Peulvruchten, vers of....;1998;37;Dx    
139;Dx Industrie excl. sociale werkplaatsen;01.12.12.B Peulvruchten, vers of....;1999;25;Dx    
140;Dx Industrie excl. sociale werkplaatsen;01.12.12.C Tomaten, komkommers,....;1996;7;Dx    
141;Dx Industrie excl. sociale werkplaatsen;01.12.12.C Tomaten, komkommers,....;1997;3;Dx    
142;Dx Industrie excl. sociale werkplaatsen;01.12.12.C Tomaten, komkommers,....;1998;3;Dx    
143;Dx Industrie excl. sociale werkplaatsen;01.12.12.C Tomaten, komkommers,....;1999;8;Dx    
144;Dx Industrie excl. sociale werkplaatsen;01.12.13.B Koolsoorten;1996;14;Dx    
145;Dx Industrie excl. sociale werkplaatsen;01.12.13.B Koolsoorten;1997;12;Dx    
146;Dx Industrie excl. sociale werkplaatsen;01.12.13.B Koolsoorten;1998;12;Dx    
147;Dx Industrie excl. sociale werkplaatsen;01.12.13.B Koolsoorten;1999;10;Dx    
148;Dx Industrie excl. sociale werkplaatsen;01.12.13.C Champignons;1996;143;Dx    
149;Dx Industrie excl. sociale werkplaatsen;01.12.13.C Champignons;1997;129;Dx    
150;Dx Industrie excl. sociale werkplaatsen;01.12.13.C Champignons;1998;132;Dx    
151;Dx Industrie excl. sociale werkplaatsen;01.12.13.C Champignons;1999;100;Dx    
152;Dx Industrie excl. sociale werkplaatsen;01.12.13.D Sla, andijvie, witlof,....;1996;58;Dx    
153;Dx Industrie excl. sociale werkplaatsen;01.12.13.D Sla, andijvie, witlof,....;1997;69;Dx    
154;Dx Industrie excl. sociale werkplaatsen;01.12.13.D Sla, andijvie, witlof,....;1998;70;Dx    
155;Dx Industrie excl. sociale werkplaatsen;01.12.13.D Sla, andijvie, witlof,....;1999;59;Dx    
156;Dx Industrie excl. sociale werkplaatsen;01.12.21 Levende planten, bollen,....;1996;2;Dx    
157;Dx Industrie excl. sociale werkplaatsen;01.12.21 Levende planten, bollen,....;1997;2;Dx    
158;Dx Industrie excl. sociale werkplaatsen;01.12.21 Levende planten, bollen,....;1998;0;  Zero
159;Dx Industrie excl. sociale werkplaatsen;01.12.21 Levende planten, bollen,....;1999;0;  Zero
160;Dx Industrie excl. sociale werkplaatsen;01.12.22 Afgesneden bloemen,....;1996;0;  Zero
161;Dx Industrie excl. sociale werkplaatsen;01.12.22 Afgesneden bloemen,....;1997;0;  Zero
162;Dx Industrie excl. sociale werkplaatsen;01.12.22 Afgesneden bloemen,....;1998;0;  Zero
163;Dx Industrie excl. sociale werkplaatsen;01.12.22 Afgesneden bloemen,....;1999;0;  Zero
164;Dx Industrie excl. sociale werkplaatsen;01.12.23 Bloemzaad, hoofdzakelijk....;1996;0;  Zero
165;Dx Industrie excl. sociale werkplaatsen;01.12.23 Bloemzaad, hoofdzakelijk....;1997;0;  Zero
166;Dx Industrie excl. sociale werkplaatsen;01.12.23 Bloemzaad, hoofdzakelijk....;1998;0;  Zero
167;Dx Industrie excl. sociale werkplaatsen;01.12.23 Bloemzaad, hoofdzakelijk....;1999;0;  Zero
168;Dx Industrie excl. sociale werkplaatsen;01.12.24 Groentezaad;1996;0;  Zero
169;Dx Industrie excl. sociale werkplaatsen;01.12.24 Groentezaad;1997;0;  Zero
170;Dx Industrie excl. sociale werkplaatsen;01.12.24 Groentezaad;1998;0;  Zero
171;Dx Industrie excl. sociale werkplaatsen;01.12.24 Groentezaad;1999;0;  Zero
172;Dx Industrie excl. sociale werkplaatsen;01.13 Fruit, noten, specerijgewassen....;1996;831;Dx    
173;Dx Industrie excl. sociale werkplaatsen;01.13 Fruit, noten, specerijgewassen....;1997;969;Dx    
174;Dx Industrie excl. sociale werkplaatsen;01.13 Fruit, noten, specerijgewassen....;1998;1300;Dx    
175;Dx Industrie excl. sociale werkplaatsen;01.13 Fruit, noten, specerijgewassen....;1999;1035;Dx    
176;Dx Industrie excl. sociale werkplaatsen;01.13.11 Tafeldruiven;1996;0;Dx    
177;Dx Industrie excl. sociale werkplaatsen;01.13.11 Tafeldruiven;1997;0;Dx    
178;Dx Industrie excl. sociale werkplaatsen;01.13.11 Tafeldruiven;1998;0;Dx    
179;Dx Industrie excl. sociale werkplaatsen;01.13.11 Tafeldruiven;1999;0;  Zero
180;Dx Industrie excl. sociale werkplaatsen;01.13.12 Druiven, vers, excl.....;1996;2;Dx    
181;Dx Industrie excl. sociale werkplaatsen;01.13.12 Druiven, vers, excl.....;1997;0;  Zero
182;Dx Industrie excl. sociale werkplaatsen;01.13.12 Druiven, vers, excl.....;1998;0;  Zero
183;Dx Industrie excl. sociale werkplaatsen;01.13.12 Druiven, vers, excl.....;1999;0;Dx    
184;Dx Industrie excl. sociale werkplaatsen;01.13.21 Dadels, vijgen, bananen,....;1996;5;Dx    
185;Dx Industrie excl. sociale werkplaatsen;01.13.21 Dadels, vijgen, bananen,....;1997;5;Dx    
186;Dx Industrie excl. sociale werkplaatsen;01.13.21 Dadels, vijgen, bananen,....;1998;5;Dx    
187;Dx Industrie excl. sociale werkplaatsen;01.13.21 Dadels, vijgen, bananen,....;1999;3;Dx    
188;Dx Industrie excl. sociale werkplaatsen;01.13.22 Sinaasappels, mandarijnen,....;1996;2;Dx    
189;Dx Industrie excl. sociale werkplaatsen;01.13.22 Sinaasappels, mandarijnen,....;1997;1;Dx    
190;Dx Industrie excl. sociale werkplaatsen;01.13.22 Sinaasappels, mandarijnen,....;1998;2;Dx    
191;Dx Industrie excl. sociale werkplaatsen;01.13.22 Sinaasappels, mandarijnen,....;1999;2;Dx    
192;Dx Industrie excl. sociale werkplaatsen;01.13.23.B Appels, vers of gedroogd;1996;16;Dx    
193;Dx Industrie excl. sociale werkplaatsen;01.13.23.B Appels, vers of gedroogd;1997;13;Dx    
194;Dx Industrie excl. sociale werkplaatsen;01.13.23.B Appels, vers of gedroogd;1998;10;Dx    
195;Dx Industrie excl. sociale werkplaatsen;01.13.23.B Appels, vers of gedroogd;1999;10;Dx    
196;Dx Industrie excl. sociale werkplaatsen;01.13.23.C Peren, pruimen, kersen,....;1996;12;Dx    
197;Dx Industrie excl. sociale werkplaatsen;01.13.23.C Peren, pruimen, kersen,....;1997;15;Dx    
198;Dx Industrie excl. sociale werkplaatsen;01.13.23.C Peren, pruimen, kersen,....;1998;20;Dx    
199;Dx Industrie excl. sociale werkplaatsen;01.13.23.C Peren, pruimen, kersen,....;1999;14;Dx    
200;Dx Industrie excl. sociale werkplaatsen;01.13.24 Olijven en noten, excl.....;1996;3;Dx    
201;Dx Industrie excl. sociale werkplaatsen;01.13.24 Olijven en noten, excl.....;1997;5;Dx    
202;Dx Industrie excl. sociale werkplaatsen;01.13.24 Olijven en noten, excl.....;1998;5;Dx    
203;Dx Industrie excl. sociale werkplaatsen;01.13.24 Olijven en noten, excl.....;1999;2;Dx    
204;Dx Industrie excl. sociale werkplaatsen;01.13.31 Koffie, ongebrand, waaruit....;1996;328;Dx    
205;Dx Industrie excl. sociale werkplaatsen;01.13.31 Koffie, ongebrand, waaruit....;1997;332;Dx    
206;Dx Industrie excl. sociale werkplaatsen;01.13.31 Koffie, ongebrand, waaruit....;1998;351;Dx    
207;Dx Industrie excl. sociale werkplaatsen;01.13.31 Koffie, ongebrand, waaruit....;1999;268;Dx    
208;Dx Industrie excl. sociale werkplaatsen;01.13.32 Groene....;1996;18;Dx    
209;Dx Industrie excl. sociale werkplaatsen;01.13.32 Groene....;1997;13;Dx    
210;Dx Industrie excl. sociale werkplaatsen;01.13.32 Groene....;1998;15;Dx    
211;Dx Industrie excl. sociale werkplaatsen;01.13.32 Groene....;1999;15;Dx    
212;Dx Industrie excl. sociale werkplaatsen;01.13.33 MatÚ;1996;0;  Zero
213;Dx Industrie excl. sociale werkplaatsen;01.13.33 MatÚ;1997;0;  Zero
214;Dx Industrie excl. sociale werkplaatsen;01.13.33 MatÚ;1998;0;  Zero
215;Dx Industrie excl. sociale werkplaatsen;01.13.33 MatÚ;1999;0;  Zero
216;Dx Industrie excl. sociale werkplaatsen;01.13.34 Cacaobonen;1996;445;Dx    
217;Dx Industrie excl. sociale werkplaatsen;01.13.34 Cacaobonen;1997;584;Dx    
218;Dx Industrie excl. sociale werkplaatsen;01.13.34 Cacaobonen;1998;891;Dx    
219;Dx Industrie excl. sociale werkplaatsen;01.13.34 Cacaobonen;1999;717;Dx    
220;Dx Industrie excl. sociale werkplaatsen;01.13.40 Specerijen, niet bewerkt;1996;1;Dx    
221;Dx Industrie excl. sociale werkplaatsen;01.13.40 Specerijen, niet bewerkt;1997;1;Dx    
222;Dx Industrie excl. sociale werkplaatsen;01.13.40 Specerijen, niet bewerkt;1998;1;Dx    
223;Dx Industrie excl. sociale werkplaatsen;01.13.40 Specerijen, niet bewerkt;1999;4;Dx    
224;Dx Industrie excl. sociale werkplaatsen;01.2 Levende dieren en dierlijke....;1996;7314;Dx    
225;Dx Industrie excl. sociale werkplaatsen;01.2 Levende dieren en dierlijke....;1997;7206;Dx    
226;Dx Industrie excl. sociale werkplaatsen;01.2 Levende dieren en dierlijke....;1998;6999;Dx    
227;Dx Industrie excl. sociale werkplaatsen;01.2 Levende dieren en dierlijke....;1999;6437;Dx    
228;Dx Industrie excl. sociale werkplaatsen;01.21 Runderen, levend, en producten....;1996;4604;Dx    
229;Dx Industrie excl. sociale werkplaatsen;01.21 Runderen, levend, en producten....;1997;4574;Dx    
230;Dx Industrie excl. sociale werkplaatsen;01.21 Runderen, levend, en producten....;1998;4526;Dx    
231;Dx Industrie excl. sociale werkplaatsen;01.21 Runderen, levend, en producten....;1999;4286;Dx    
232;Dx Industrie excl. sociale werkplaatsen;01.21.11 Runderen, excl. kalveren,....;1996;463;Dx    
233;Dx Industrie excl. sociale werkplaatsen;01.21.11 Runderen, excl. kalveren,....;1997;423;Dx    
234;Dx Industrie excl. sociale werkplaatsen;01.21.11 Runderen, excl. kalveren,....;1998;393;Dx    
235;Dx Industrie excl. sociale werkplaatsen;01.21.11 Runderen, excl. kalveren,....;1999;207;Dx    
236;Dx Industrie excl. sociale werkplaatsen;01.21.12 Kalveren, levend;1996;599;Dx    
237;Dx Industrie excl. sociale werkplaatsen;01.21.12 Kalveren, levend;1997;688;Dx    
238;Dx Industrie excl. sociale werkplaatsen;01.21.12 Kalveren, levend;1998;779;Dx    
239;Dx Industrie excl. sociale werkplaatsen;01.21.12 Kalveren, levend;1999;736;Dx    
240;Dx Industrie excl. sociale werkplaatsen;01.21.20 Koemelk, rauw;1996;3542;Dx    
241;Dx Industrie excl. sociale werkplaatsen;01.21.20 Koemelk, rauw;1997;3463;Dx    
242;Dx Industrie excl. sociale werkplaatsen;01.21.20 Koemelk, rauw;1998;3354;Dx    
243;Dx Industrie excl. sociale werkplaatsen;01.21.20 Koemelk, rauw;1999;3343;Dx    
244;Dx Industrie excl. sociale werkplaatsen;01.21.30 Rundersperma;1996;0;  Zero
245;Dx Industrie excl. sociale werkplaatsen;01.21.30 Rundersperma;1997;0;  Zero
246;Dx Industrie excl. sociale werkplaatsen;01.21.30 Rundersperma;1998;0;  Zero
247;Dx Industrie excl. sociale werkplaatsen;01.21.30 Rundersperma;1999;0;  Zero
248;Dx Industrie excl. sociale werkplaatsen;01.22 Schapen, geiten, paarden,....;1996;9;Dx    
249;Dx Industrie excl. sociale werkplaatsen;01.22 Schapen, geiten, paarden,....;1997;7;Dx    
250;Dx Industrie excl. sociale werkplaatsen;01.22 Schapen, geiten, paarden,....;1998;6;Dx    
251;Dx Industrie excl. sociale werkplaatsen;01.22 Schapen, geiten, paarden,....;1999;10;Dx    
252;Dx Industrie excl. sociale werkplaatsen;01.22.11 Schapen, levend;1996;4;Dx    
253;Dx Industrie excl. sociale werkplaatsen;01.22.11 Schapen, levend;1997;1;Dx    
254;Dx Industrie excl. sociale werkplaatsen;01.22.11 Schapen, levend;1998;1;Dx    
255;Dx Industrie excl. sociale werkplaatsen;01.22.11 Schapen, levend;1999;1;Dx    
256;Dx Industrie excl. sociale werkplaatsen;01.22.12 Geiten, levend;1996;0;  Zero
257;Dx Industrie excl. sociale werkplaatsen;01.22.12 Geiten, levend;1997;0;  Zero
258;Dx Industrie excl. sociale werkplaatsen;01.22.12 Geiten, levend;1998;0;  Zero
259;Dx Industrie excl. sociale werkplaatsen;01.22.12 Geiten, levend;1999;0;  Zero
260;Dx Industrie excl. sociale werkplaatsen;01.22.13 Paarden, ezels, muildieren....;1996;0;  Zero
261;Dx Industrie excl. sociale werkplaatsen;01.22.13 Paarden, ezels, muildieren....;1997;0;  Zero
262;Dx Industrie excl. sociale werkplaatsen;01.22.13 Paarden, ezels, muildieren....;1998;0;  Zero
263;Dx Industrie excl. sociale werkplaatsen;01.22.13 Paarden, ezels, muildieren....;1999;0;  Zero
264;Dx Industrie excl. sociale werkplaatsen;01.22.21 Schapenmelk, rauw;1996;0;  Zero
265;Dx Industrie excl. sociale werkplaatsen;01.22.21 Schapenmelk, rauw;1997;0;  Zero
266;Dx Industrie excl. sociale werkplaatsen;01.22.21 Schapenmelk, rauw;1998;0;  Zero
267;Dx Industrie excl. sociale werkplaatsen;01.22.21 Schapenmelk, rauw;1999;0;  Zero
268;Dx Industrie excl. sociale werkplaatsen;01.22.22 Geitenmelk, rauw;1996;3;Dx    
269;Dx Industrie excl. sociale werkplaatsen;01.22.22 Geitenmelk, rauw;1997;4;Dx    
270;Dx Industrie excl. sociale werkplaatsen;01.22.22 Geitenmelk, rauw;1998;5;Dx    
271;Dx Industrie excl. sociale werkplaatsen;01.22.22 Geitenmelk, rauw;1999;8;Dx    
