ID;SelectieEersteJaar;SelectieTweedeJaar;Perioden;Koopkrachtverandering_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieInEersteJaar_8;PercentageAchteruit_9
0;109;109;1977-1979;2.2;-11.0;-2.1;2.2;8.5;19.0;100;100.0;34.0
1;109;109;1979-1981;-2.0;-17.0;-7.1;-2.0;3.0;12.0;100;100.0;63.0
2;109;109;1981-1983;-2.3;-16.0;-7.2;-2.3;2.8;13.0;100;100.0;63.0
3;109;109;1983-1985;-0.5;-14.0;-5.0;-0.5;4.9;15.0;100;100.0;53.0
4;109;109;1984-1985;1.6;-19.0;-4.8;1.6;9.8;25.0;100;100.0;43.0
5;109;109;1985-1986;4.2;-16.0;-2.2;4.2;12.3;28.0;100;100.0;32.0
6;109;109;1985-1987;4.2;-10.0;-0.7;4.2;10.3;19.0;100;100.0;28.0
7;109;109;1986-1987;3.9;-16.0;-2.8;3.9;13.1;29.0;100;100.0;32.0
8;109;109;1987-1988;1.5;-18.0;-4.4;1.5;9.6;24.0;100;100.0;42.0
9;109;109;1987-1989;2.3;-10.0;-2.1;2.3;8.1;17.0;100;100.0;34.0
10;109;109;1988-1989;2.7;-15.0;-2.8;2.7;10.8;26.0;100;100.0;34.0
11;109;109;1989-1990;3.7;-16.0;-3.0;3.7;12.2;26.0;100;100.0;33.0
12;109;109;1989-1991;2.4;-11.0;-2.2;2.4;8.5;18.0;100;100.0;35.0
13;109;109;1990-1991;0.7;-18.0;-4.7;0.7;8.5;23.0;100;100.0;46.0
14;109;109;1991-1992;0.5;-17.0;-4.7;0.5;7.7;21.0;100;100.0;44.0
15;109;109;1991-1993;0.8;-13.0;-3.6;0.8;6.1;14.0;100;100.0;42.0
16;109;109;1992-1993;1.0;-18.0;-4.8;1.0;7.7;20.0;100;100.0;42.0
17;109;109;1993-1994;0.0;-18.0;-5.6;0.0;7.5;21.0;100;100.0;50.0
18;109;109;1993-1995;0.5;-12.0;-3.8;0.5;5.9;15.0;100;100.0;46.0
19;109;109;1994-1995;1.0;-17.0;-4.6;1.0;8.6;23.0;100;100.0;42.0
20;109;109;1995-1996;1.3;-17.0;-4.4;1.3;8.5;22.0;100;100.0;41.0
21;109;109;1995-1997;1.3;-12.0;-3.1;1.3;6.8;16.0;100;100.0;39.0
22;109;109;1996-1997;1.5;-16.0;-4.5;1.5;9.6;23.0;100;100.0;41.0
23;109;109;1997-1998;2.8;-15.0;-3.4;2.8;10.1;24.0;100;100.0;35.0
24;109;109;1997-1999;1.9;-11.0;-2.6;1.9;7.6;17.0;100;100.0;36.0
25;109;109;1998-1999;1.2;-17.0;-4.6;1.2;9.7;25.0;100;100.0;40.0
26;109;109;1999-2000;2.0;-16.0;-3.6;2.0;11.2;27.0;100;100.0;37.0
27;109;101;1977-1979;2.9;-11.0;-1.9;2.9;9.7;21.0;74;74.0;34.0
28;109;101;1979-1981;-1.8;-17.0;-6.9;-1.8;3.7;13.0;70;70.0;60.0
29;109;101;1981-1983;-1.9;-16.0;-6.9;-1.9;3.8;14.0;68;68.0;59.0
30;109;101;1983-1985;0.4;-12.0;-4.2;0.4;6.3;17.0;69;69.0;48.0
31;109;101;1984-1985;2.8;-17.0;-3.9;2.8;11.7;28.0;68;68.0;37.0
32;109;101;1985-1986;5.5;-15.0;-1.6;5.5;14.4;31.0;68;68.0;29.0
33;109;101;1985-1987;5.5;-8.0;0.3;5.5;11.7;21.0;69;69.0;24.0
34;109;101;1986-1987;5.2;-15.0;-2.0;5.2;14.7;31.0;70;70.0;30.0
35;109;101;1987-1988;3.1;-17.0;-4.0;3.1;11.5;26.0;69;69.0;37.0
36;109;101;1987-1989;3.6;-9.0;-1.3;3.6;9.7;19.0;69;69.0;30.0
37;109;101;1988-1989;4.1;-14.0;-2.5;4.1;12.7;29.0;70;70.0;32.0
38;109;101;1989-1990;5.4;-15.0;-2.3;5.4;14.3;29.0;70;70.0;31.0
39;109;101;1989-1991;3.7;-10.0;-1.7;3.7;10.2;20.0;69;69.0;31.0
40;109;101;1990-1991;2.0;-18.0;-4.9;2.0;10.4;26.0;69;69.0;41.0
41;109;101;1991-1992;1.6;-17.0;-4.9;1.6;9.4;23.0;69;69.0;43.0
42;109;101;1991-1993;1.9;-12.0;-3.3;1.9;7.5;16.0;68;68.0;39.0
43;109;101;1992-1993;2.3;-18.0;-4.7;2.3;9.5;23.0;68;68.0;39.0
44;109;101;1993-1994;1.8;-18.0;-5.2;1.8;9.5;24.0;67;67.0;42.0
45;109;101;1993-1995;1.8;-12.0;-3.2;1.8;7.6;17.0;68;68.0;39.0
46;109;101;1994-1995;2.4;-16.0;-4.7;2.4;10.9;27.0;68;68.0;40.0
47;109;101;1995-1996;2.3;-17.0;-4.9;2.3;10.5;25.0;68;68.0;40.0
48;109;101;1995-1997;2.2;-12.0;-3.2;2.2;8.3;18.0;69;69.0;38.0
49;109;101;1996-1997;2.6;-16.0;-4.9;2.6;11.4;26.0;69;69.0;40.0
50;109;101;1997-1998;3.3;-16.0;-4.3;3.3;12.5;28.0;70;70.0;37.0
51;109;101;1997-1999;2.7;-11.0;-2.9;2.7;9.4;19.0;70;70.0;36.0
52;109;101;1998-1999;2.7;-18.0;-5.3;2.7;12.2;28.0;71;71.0;40.0
53;109;101;1999-2000;3.7;-17.0;-4.3;3.7;13.4;29.0;70;70.0;37.0
54;109;102;1977-1979;5.5;-17.0;-5.2;5.5;18.8;36.0;10;10.0;38.0
55;109;102;1979-1981;-2.3;-24.0;-12.6;-2.3;10.2;31.0;9;9.0;56.0
56;109;102;1981-1983;0.9;-17.0;-10.8;0.9;16.0;35.0;10;10.0;47.0
57;109;102;1983-1985;1.2;-20.0;-8.2;1.2;15.4;32.0;8;8.0;45.0
58;109;102;1984-1985;2.7;-33.0;-14.0;2.7;25.5;66.0;9;9.0;46.0
59;109;102;1985-1986;7.8;-27.0;-7.6;7.8;31.6;87.0;9;9.0;38.0
60;109;102;1985-1987;5.5;-19.0;-5.5;5.5;17.6;47.0;9;9.0;35.0
61;109;102;1986-1987;4.3;-41.0;-15.1;4.3;34.1;97.0;9;9.0;42.0
62;109;102;1987-1988;3.4;-34.0;-15.3;3.4;27.0;59.0;8;8.0;45.0
63;109;102;1987-1989;6.0;-17.0;-3.8;6.0;20.2;40.0;8;8.0;34.0
64;109;102;1988-1989;8.9;-28.0;-8.2;8.9;33.7;77.0;8;8.0;36.0
65;109;102;1989-1990;7.9;-27.0;-8.8;7.9;28.3;65.0;8;8.0;38.0
66;109;102;1989-1991;5.1;-18.0;-5.9;5.1;18.0;36.0;8;8.0;37.0
67;109;102;1990-1991;0.9;-35.0;-15.7;0.9;20.1;53.0;8;8.0;48.0
68;109;102;1991-1992;1.1;-33.0;-14.5;1.1;19.4;51.0;8;8.0;48.0
69;109;102;1991-1993;0.1;-21.0;-9.8;0.1;11.6;28.0;8;8.0;50.0
70;109;102;1992-1993;0.6;-33.0;-15.3;0.6;18.2;49.0;8;8.0;49.0
71;109;102;1993-1994;2.6;-31.0;-13.3;2.6;22.1;57.0;8;8.0;45.0
72;109;102;1993-1995;2.3;-18.0;-7.1;2.3;14.5;33.0;8;8.0;43.0
73;109;102;1994-1995;4.3;-29.0;-11.5;4.3;25.4;68.0;8;8.0;42.0
74;109;102;1995-1996;3.6;-31.0;-12.3;3.6;22.9;62.0;8;8.0;43.0
75;109;102;1995-1997;3.5;-18.0;-6.3;3.5;15.3;32.0;8;8.0;40.0
76;109;102;1996-1997;4.9;-30.0;-11.4;4.9;25.7;63.0;8;8.0;41.0
77;109;102;1997-1998;4.7;-28.0;-10.7;4.7;25.0;62.0;8;8.0;41.0
78;109;102;1997-1999;3.9;-17.0;-6.0;3.9;15.7;33.0;8;8.0;40.0
79;109;102;1998-1999;3.5;-28.0;-10.7;3.5;23.8;59.0;8;8.0;43.0
