ID;SIC2008;Countries;Periods;NumberOfActiveEnterprises_1;NetTurnover_2;ValueOfOutput_3;ValueAddedAtFactorCost_4;TotalPurchasesOfGoodsAndServices_5;PurchasesOfGoodsAndServicesPurch_6;EmployeeBenefitsExpense_7;GrossInvestmentInTangibleNonCurr_8;NumberOfSelfEmployedPersons_9;TotalIntraMuralRDExpenditure_10;TotalNumberOfRDPersonnel_11
1316;06 Extraction of crude petroleum and gas;New Zealand;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1317;06 Extraction of crude petroleum and gas;New Zealand;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1318;06 Extraction of crude petroleum and gas;Niger;2021;;;;;;;;;;;
1319;06 Extraction of crude petroleum and gas;Niger;2022;;;;;;;;;;;
1320;06 Extraction of crude petroleum and gas;Nigeria;2021;;;;;;;;;;;
1321;06 Extraction of crude petroleum and gas;Nigeria;2022;;;;;;;;;;;
1322;06 Extraction of crude petroleum and gas;Niue;2021;;;;;;;;;;;
1323;06 Extraction of crude petroleum and gas;Niue;2022;;;;;;;;;;;
1324;06 Extraction of crude petroleum and gas;Northern Mariana Islands;2021;;;;;;;;;;;
1325;06 Extraction of crude petroleum and gas;Northern Mariana Islands;2022;;;;;;;;;;;
1326;06 Extraction of crude petroleum and gas;North Korea;2021;;;;;;;;;;;
1327;06 Extraction of crude petroleum and gas;North Korea;2022;;;;;;;;;;;
1328;06 Extraction of crude petroleum and gas;Norway;2021;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
1329;06 Extraction of crude petroleum and gas;Norway;2022;0.0;;;;;;;;;0.0;0.0
1330;06 Extraction of crude petroleum and gas;Norfolk Island;2021;;;;;;;;;;;
1331;06 Extraction of crude petroleum and gas;Norfolk Island;2022;;;;;;;;;;;
1332;06 Extraction of crude petroleum and gas;Ukraine;2021;;;;;;;;;;;
1333;06 Extraction of crude petroleum and gas;Ukraine;2022;;;;;;;;;;;
1334;06 Extraction of crude petroleum and gas;Uzbekistan;2021;;;;;;;;;;;
1335;06 Extraction of crude petroleum and gas;Uzbekistan;2022;;;;;;;;;;;
1336;06 Extraction of crude petroleum and gas;Oman;2021;;;;;;;;;;;
1337;06 Extraction of crude petroleum and gas;Oman;2022;;;;;;;;;;;
1338;06 Extraction of crude petroleum and gas;Austria;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1339;06 Extraction of crude petroleum and gas;Austria;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1340;06 Extraction of crude petroleum and gas;Pakistan;2021;;;;;;;;;;;
1341;06 Extraction of crude petroleum and gas;Pakistan;2022;;;;;;;;;;;
1342;06 Extraction of crude petroleum and gas;Palau;2021;;;;;;;;;;;
1343;06 Extraction of crude petroleum and gas;Palau;2022;;;;;;;;;;;
1344;06 Extraction of crude petroleum and gas;Occupied Palestinian Territory;2021;;;;;;;;;;;
1345;06 Extraction of crude petroleum and gas;Occupied Palestinian Territory;2022;;;;;;;;;;;
1346;06 Extraction of crude petroleum and gas;Panama;2021;;;;;;;;;;;
1347;06 Extraction of crude petroleum and gas;Panama;2022;;;;;;;;;;;
1348;06 Extraction of crude petroleum and gas;Papua New Guinea;2021;;;;;;;;;;;
1349;06 Extraction of crude petroleum and gas;Papua New Guinea;2022;;;;;;;;;;;
1350;06 Extraction of crude petroleum and gas;Paraguay;2021;;;;;;;;;;;
1351;06 Extraction of crude petroleum and gas;Paraguay;2022;;;;;;;;;;;
1352;06 Extraction of crude petroleum and gas;Peru;2021;;;;;;;;;;;
1353;06 Extraction of crude petroleum and gas;Peru;2022;;;;;;;;;;;
1354;06 Extraction of crude petroleum and gas;Pitcairn Islands;2021;;;;;;;;;;;
1355;06 Extraction of crude petroleum and gas;Pitcairn Islands;2022;;;;;;;;;;;
1356;06 Extraction of crude petroleum and gas;Poland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1357;06 Extraction of crude petroleum and gas;Poland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1358;06 Extraction of crude petroleum and gas;Portugal;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1359;06 Extraction of crude petroleum and gas;Portugal;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1360;06 Extraction of crude petroleum and gas;Romania;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1361;06 Extraction of crude petroleum and gas;Romania;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1362;06 Extraction of crude petroleum and gas;Russia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1363;06 Extraction of crude petroleum and gas;Russia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1364;06 Extraction of crude petroleum and gas;Rwanda;2021;;;;;;;;;;;
1365;06 Extraction of crude petroleum and gas;Rwanda;2022;;;;;;;;;;;
1366;06 Extraction of crude petroleum and gas;St Kitts and Nevis;2021;;;;;;;;;;;
1367;06 Extraction of crude petroleum and gas;St Kitts and Nevis;2022;;;;;;;;;;;
1368;06 Extraction of crude petroleum and gas;St Vincent and the Grenadines;2021;;;;;;;;;;;
1369;06 Extraction of crude petroleum and gas;St Vincent and the Grenadines;2022;;;;;;;;;;;
1370;06 Extraction of crude petroleum and gas;Solomon Islands;2021;;;;;;;;;;;
1371;06 Extraction of crude petroleum and gas;Solomon Islands;2022;;;;;;;;;;;
1372;06 Extraction of crude petroleum and gas;Samoa;2021;;;;;;;;;;;
1373;06 Extraction of crude petroleum and gas;Samoa;2022;;;;;;;;;;;
1374;06 Extraction of crude petroleum and gas;San Marino;2021;;;;;;;;;;;
1375;06 Extraction of crude petroleum and gas;San Marino;2022;;;;;;;;;;;
1376;06 Extraction of crude petroleum and gas;Sao Tome and Principe;2021;;;;;;;;;;;
1377;06 Extraction of crude petroleum and gas;Sao Tome and Principe;2022;;;;;;;;;;;
1378;06 Extraction of crude petroleum and gas;Saudi Arabia;2021;;;;;;;;;;;
1379;06 Extraction of crude petroleum and gas;Saudi Arabia;2022;;;;;;;;;;;
1380;06 Extraction of crude petroleum and gas;Senegal;2021;;;;;;;;;;;
1381;06 Extraction of crude petroleum and gas;Senegal;2022;;;;;;;;;;;
1382;06 Extraction of crude petroleum and gas;Serbia;2021;;;;;;;;;;;
1383;06 Extraction of crude petroleum and gas;Serbia;2022;;;;;;;;;;;
1384;06 Extraction of crude petroleum and gas;Seychelles;2021;;;;;;;;;;;
1385;06 Extraction of crude petroleum and gas;Seychelles;2022;;;;;;;;;;;
1386;06 Extraction of crude petroleum and gas;Sierra Leone;2021;;;;;;;;;;;
1387;06 Extraction of crude petroleum and gas;Sierra Leone;2022;;;;;;;;;;;
1388;06 Extraction of crude petroleum and gas;Singapore;2021;;;;;;;;;;;
1389;06 Extraction of crude petroleum and gas;Singapore;2022;;;;;;;;;;;
1390;06 Extraction of crude petroleum and gas;Saint Helena,Ascension,Tristan da Cunha;2021;;;;;;;;;;;
1391;06 Extraction of crude petroleum and gas;Saint Helena,Ascension,Tristan da Cunha;2022;;;;;;;;;;;
1392;06 Extraction of crude petroleum and gas;St Lucia;2021;;;;;;;;;;;
1393;06 Extraction of crude petroleum and gas;St Lucia;2022;;;;;;;;;;;
1394;06 Extraction of crude petroleum and gas;Saint Maarten (Dutch part);2021;;;;;;;;;;;
1395;06 Extraction of crude petroleum and gas;Saint Maarten (Dutch part);2022;;;;;;;;;;;
1396;06 Extraction of crude petroleum and gas;Slovenia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1397;06 Extraction of crude petroleum and gas;Slovenia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1398;06 Extraction of crude petroleum and gas;Slovakia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1399;06 Extraction of crude petroleum and gas;Slovakia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1400;06 Extraction of crude petroleum and gas;Sudan;2021;;;;;;;;;;;
1401;06 Extraction of crude petroleum and gas;Sudan;2022;;;;;;;;;;;
1402;06 Extraction of crude petroleum and gas;Somalia;2021;;;;;;;;;;;
1403;06 Extraction of crude petroleum and gas;Somalia;2022;;;;;;;;;;;
1404;06 Extraction of crude petroleum and gas;Spain;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1405;06 Extraction of crude petroleum and gas;Spain;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1406;06 Extraction of crude petroleum and gas;Sri Lanka;2021;;;;;;;;;;;
1407;06 Extraction of crude petroleum and gas;Sri Lanka;2022;;;;;;;;;;;
1408;06 Extraction of crude petroleum and gas;Suriname;2021;;;;;;;;;;;
1409;06 Extraction of crude petroleum and gas;Suriname;2022;;;;;;;;;;;
1410;06 Extraction of crude petroleum and gas;Swaziland;2021;;;;;;;;;;;
1411;06 Extraction of crude petroleum and gas;Swaziland;2022;;;;;;;;;;;
1412;06 Extraction of crude petroleum and gas;Syria;2021;;;;;;;;;;;
1413;06 Extraction of crude petroleum and gas;Syria;2022;;;;;;;;;;;
1414;06 Extraction of crude petroleum and gas;Tajikistan;2021;;;;;;;;;;;
1415;06 Extraction of crude petroleum and gas;Tajikistan;2022;;;;;;;;;;;
1416;06 Extraction of crude petroleum and gas;Taiwan;2021;;;;;;;;;;;
1417;06 Extraction of crude petroleum and gas;Taiwan;2022;;;;;;;;;;;
1418;06 Extraction of crude petroleum and gas;Tanzania;2021;;;;;;;;;;;
1419;06 Extraction of crude petroleum and gas;Tanzania;2022;;;;;;;;;;;
1420;06 Extraction of crude petroleum and gas;Thailand;2021;;;;;;;;;;;
1421;06 Extraction of crude petroleum and gas;Thailand;2022;;;;;;;;;;;
1422;06 Extraction of crude petroleum and gas;Timor-Leste;2021;;;;;;;;;;;
1423;06 Extraction of crude petroleum and gas;Timor-Leste;2022;;;;;;;;;;;
1424;06 Extraction of crude petroleum and gas;Togo;2021;;;;;;;;;;;
1425;06 Extraction of crude petroleum and gas;Togo;2022;;;;;;;;;;;
1426;06 Extraction of crude petroleum and gas;Tokelau;2021;;;;;;;;;;;
1427;06 Extraction of crude petroleum and gas;Tokelau;2022;;;;;;;;;;;
1428;06 Extraction of crude petroleum and gas;Tonga;2021;;;;;;;;;;;
1429;06 Extraction of crude petroleum and gas;Tonga;2022;;;;;;;;;;;
1430;06 Extraction of crude petroleum and gas;Trinidad and Tobago;2021;;;;;;;;;;;
1431;06 Extraction of crude petroleum and gas;Trinidad and Tobago;2022;;;;;;;;;;;
1432;06 Extraction of crude petroleum and gas;Chad;2021;;;;;;;;;;;
1433;06 Extraction of crude petroleum and gas;Chad;2022;;;;;;;;;;;
1434;06 Extraction of crude petroleum and gas;Czech Republic;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1435;06 Extraction of crude petroleum and gas;Czech Republic;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1436;06 Extraction of crude petroleum and gas;Tunisia;2021;;;;;;;;;;;
1437;06 Extraction of crude petroleum and gas;Tunisia;2022;;;;;;;;;;;
1438;06 Extraction of crude petroleum and gas;Turkey;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1439;06 Extraction of crude petroleum and gas;Turkey;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1440;06 Extraction of crude petroleum and gas;Turkmenistan;2021;;;;;;;;;;;
1441;06 Extraction of crude petroleum and gas;Turkmenistan;2022;;;;;;;;;;;
1442;06 Extraction of crude petroleum and gas;Turks and Caicos islands;2021;;;;;;;;;;;
1443;06 Extraction of crude petroleum and gas;Turks and Caicos islands;2022;;;;;;;;;;;
1444;06 Extraction of crude petroleum and gas;Tuvalu;2021;;;;;;;;;;;
1445;06 Extraction of crude petroleum and gas;Tuvalu;2022;;;;;;;;;;;
1446;06 Extraction of crude petroleum and gas;Uganda;2021;;;;;;;;;;;
1447;06 Extraction of crude petroleum and gas;Uganda;2022;;;;;;;;;;;
1448;06 Extraction of crude petroleum and gas;Uruguay;2021;;;;;;;;;;;
1449;06 Extraction of crude petroleum and gas;Uruguay;2022;;;;;;;;;;;
1450;06 Extraction of crude petroleum and gas;Vanuatu;2021;;;;;;;;;;;
1451;06 Extraction of crude petroleum and gas;Vanuatu;2022;;;;;;;;;;;
1452;06 Extraction of crude petroleum and gas;Vatican City;2021;;;;;;;;;;;
1453;06 Extraction of crude petroleum and gas;Vatican City;2022;;;;;;;;;;;
1454;06 Extraction of crude petroleum and gas;Venezuela;2021;;;;;;;;;;;
1455;06 Extraction of crude petroleum and gas;Venezuela;2022;;;;;;;;;;;
1456;06 Extraction of crude petroleum and gas;United Kingdom;2021;0.0;578.0;578.0;445.0;133.0;0.0;48.0;13.0;0.0;;
1457;06 Extraction of crude petroleum and gas;United Kingdom;2022;5.0;;;;;;;;;;
1458;06 Extraction of crude petroleum and gas;United Arab Emirates;2021;;;;;;;;;;;
1459;06 Extraction of crude petroleum and gas;United Arab Emirates;2022;;;;;;;;;;;
1460;06 Extraction of crude petroleum and gas;United States;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1461;06 Extraction of crude petroleum and gas;United States;2022;5.0;;;;;;;;;0.0;0.0
1462;06 Extraction of crude petroleum and gas;United States Minor Outlying Islands;2021;;;;;;;;;;;
1463;06 Extraction of crude petroleum and gas;United States Minor Outlying Islands;2022;;;;;;;;;;;
1464;06 Extraction of crude petroleum and gas;Viet Nam;2021;;;;;;;;;;;
1465;06 Extraction of crude petroleum and gas;Viet Nam;2022;;;;;;;;;;;
1466;06 Extraction of crude petroleum and gas;Wallis and Futuna;2021;;;;;;;;;;;
1467;06 Extraction of crude petroleum and gas;Wallis and Futuna;2022;;;;;;;;;;;
1468;06 Extraction of crude petroleum and gas;Belarus;2021;;;;;;;;;;;
1469;06 Extraction of crude petroleum and gas;Belarus;2022;;;;;;;;;;;
1470;06 Extraction of crude petroleum and gas;Zambia;2021;;;;;;;;;;;
1471;06 Extraction of crude petroleum and gas;Zambia;2022;;;;;;;;;;;
1472;06 Extraction of crude petroleum and gas;Zimbabwe;2021;;;;;;;;;;;
1473;06 Extraction of crude petroleum and gas;Zimbabwe;2022;;;;;;;;;;;
1474;06 Extraction of crude petroleum and gas;South Sudan;2021;;;;;;;;;;;
1475;06 Extraction of crude petroleum and gas;South Sudan;2022;;;;;;;;;;;
1476;06 Extraction of crude petroleum and gas;South Africa;2021;;;;;;;;;;;
1477;06 Extraction of crude petroleum and gas;South Africa;2022;;;;;;;;;;;
1478;06 Extraction of crude petroleum and gas;South Georgia and South Sandwich Islands;2021;;;;;;;;;;;
1479;06 Extraction of crude petroleum and gas;South Georgia and South Sandwich Islands;2022;;;;;;;;;;;
1480;06 Extraction of crude petroleum and gas;South Korea;2021;;;;;;;;;;;
1481;06 Extraction of crude petroleum and gas;South Korea;2022;;;;;;;;;;;
1482;06 Extraction of crude petroleum and gas;Sweden;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1483;06 Extraction of crude petroleum and gas;Sweden;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1484;06 Extraction of crude petroleum and gas;Switzerland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1485;06 Extraction of crude petroleum and gas;Switzerland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1486;06 Extraction of crude petroleum and gas;Foreign countries;2021;;;;;;;;;;;
1487;06 Extraction of crude petroleum and gas;Foreign countries;2022;;;;;;;;;;;
1488;08 Mining and quarrying (no oil and gas);Locus of control: domestic and foreign;2021;130.0;1598.0;1428.0;409.0;1213.0;162.0;182.0;106.0;2.0;;
1489;08 Mining and quarrying (no oil and gas);Locus of control: domestic and foreign;2022;125.0;1648.0;1469.0;384.0;1335.0;184.0;172.0;93.0;2.0;;
1490;08 Mining and quarrying (no oil and gas);Locus of control: domestic;2021;110.0;991.0;854.0;293.0;713.0;127.0;116.0;43.0;1.0;2.0;0.0
1491;08 Mining and quarrying (no oil and gas);Locus of control: domestic;2022;110.0;1043.0;873.0;274.0;808.0;166.0;112.0;;1.0;;
1492;08 Mining and quarrying (no oil and gas);Locus of control: foreign;2021;20.0;607.0;574.0;117.0;500.0;35.0;66.0;63.0;1.0;;
1493;08 Mining and quarrying (no oil and gas);Locus of control: foreign;2022;20.0;605.0;596.0;110.0;527.0;18.0;60.0;;1.0;3.0;0.0
1494;08 Mining and quarrying (no oil and gas);Equally-shared control;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1495;08 Mining and quarrying (no oil and gas);Equally-shared control;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1496;08 Mining and quarrying (no oil and gas);European Union;2021;15.0;450.0;417.0;89.0;367.0;34.0;50.0;62.0;1.0;;
1497;08 Mining and quarrying (no oil and gas);European Union;2022;15.0;;;;;;;10.0;;;
1498;08 Mining and quarrying (no oil and gas);Non EU;2021;5.0;157.0;157.0;27.0;132.0;1.0;17.0;1.0;0.0;;
1499;08 Mining and quarrying (no oil and gas);Non EU;2022;5.0;;;;;;;;;;
1500;08 Mining and quarrying (no oil and gas);Locus of control: Extra EU-27 not allo..;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1501;08 Mining and quarrying (no oil and gas);Locus of control: Extra EU-27 not allo..;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1502;08 Mining and quarrying (no oil and gas);Locus of control: Offshore fin. centres;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1503;08 Mining and quarrying (no oil and gas);Locus of control: Offshore fin. centres;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1504;08 Mining and quarrying (no oil and gas);Asia;2021;;;;;;;;;;;
1505;08 Mining and quarrying (no oil and gas);Asia;2022;;;;;;;;;;;
1506;08 Mining and quarrying (no oil and gas);Afghanistan;2021;;;;;;;;;;;
1507;08 Mining and quarrying (no oil and gas);Afghanistan;2022;;;;;;;;;;;
1508;08 Mining and quarrying (no oil and gas);Albania;2021;;;;;;;;;;;
1509;08 Mining and quarrying (no oil and gas);Albania;2022;;;;;;;;;;;
1510;08 Mining and quarrying (no oil and gas);Algeria;2021;;;;;;;;;;;
1511;08 Mining and quarrying (no oil and gas);Algeria;2022;;;;;;;;;;;
1512;08 Mining and quarrying (no oil and gas);American-Samoa;2021;;;;;;;;;;;
1513;08 Mining and quarrying (no oil and gas);American-Samoa;2022;;;;;;;;;;;
1514;08 Mining and quarrying (no oil and gas);American Virgin Islands;2021;;;;;;;;;;;
1515;08 Mining and quarrying (no oil and gas);American Virgin Islands;2022;;;;;;;;;;;
1516;08 Mining and quarrying (no oil and gas);Andorra;2021;;;;;;;;;;;
1517;08 Mining and quarrying (no oil and gas);Andorra;2022;;;;;;;;;;;
1518;08 Mining and quarrying (no oil and gas);Angola;2021;;;;;;;;;;;
1519;08 Mining and quarrying (no oil and gas);Angola;2022;;;;;;;;;;;
1520;08 Mining and quarrying (no oil and gas);Anguilla;2021;;;;;;;;;;;
1521;08 Mining and quarrying (no oil and gas);Anguilla;2022;;;;;;;;;;;
1522;08 Mining and quarrying (no oil and gas);Antartica;2021;;;;;;;;;;;
1523;08 Mining and quarrying (no oil and gas);Antartica;2022;;;;;;;;;;;
1524;08 Mining and quarrying (no oil and gas);Antigua and Barbuda;2021;;;;;;;;;;;
1525;08 Mining and quarrying (no oil and gas);Antigua and Barbuda;2022;;;;;;;;;;;
1526;08 Mining and quarrying (no oil and gas);Argentina;2021;;;;;;;;;;;
1527;08 Mining and quarrying (no oil and gas);Argentina;2022;;;;;;;;;;;
1528;08 Mining and quarrying (no oil and gas);Armenia;2021;;;;;;;;;;;
1529;08 Mining and quarrying (no oil and gas);Armenia;2022;;;;;;;;;;;
1530;08 Mining and quarrying (no oil and gas);Aruba;2021;;;;;;;;;;;
1531;08 Mining and quarrying (no oil and gas);Aruba;2022;;;;;;;;;;;
1532;08 Mining and quarrying (no oil and gas);Australia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1533;08 Mining and quarrying (no oil and gas);Australia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1534;08 Mining and quarrying (no oil and gas);Azerbaijan;2021;;;;;;;;;;;
1535;08 Mining and quarrying (no oil and gas);Azerbaijan;2022;;;;;;;;;;;
1536;08 Mining and quarrying (no oil and gas);Bahamas;2021;;;;;;;;;;;
1537;08 Mining and quarrying (no oil and gas);Bahamas;2022;;;;;;;;;;;
1538;08 Mining and quarrying (no oil and gas);Bhutan;2021;;;;;;;;;;;
1539;08 Mining and quarrying (no oil and gas);Bhutan;2022;;;;;;;;;;;
1540;08 Mining and quarrying (no oil and gas);Bahrain;2021;;;;;;;;;;;
1541;08 Mining and quarrying (no oil and gas);Bahrain;2022;;;;;;;;;;;
1542;08 Mining and quarrying (no oil and gas);Bangladesh;2021;;;;;;;;;;;
1543;08 Mining and quarrying (no oil and gas);Bangladesh;2022;;;;;;;;;;;
1544;08 Mining and quarrying (no oil and gas);Barbados;2021;;;;;;;;;;;
1545;08 Mining and quarrying (no oil and gas);Barbados;2022;;;;;;;;;;;
1546;08 Mining and quarrying (no oil and gas);Belgium;2021;5.0;244.0;227.0;49.0;203.0;20.0;29.0;10.0;0.0;;
1547;08 Mining and quarrying (no oil and gas);Belgium;2022;5.0;;;;;;;;0.0;;
1548;08 Mining and quarrying (no oil and gas);Belize;2021;;;;;;;;;;;
1549;08 Mining and quarrying (no oil and gas);Belize;2022;;;;;;;;;;;
1550;08 Mining and quarrying (no oil and gas);Benin;2021;;;;;;;;;;;
1551;08 Mining and quarrying (no oil and gas);Benin;2022;;;;;;;;;;;
1552;08 Mining and quarrying (no oil and gas);Bermuda;2021;;;;;;;;;;;
1553;08 Mining and quarrying (no oil and gas);Bermuda;2022;;;;;;;;;;;
1554;08 Mining and quarrying (no oil and gas);Bolivia;2021;;;;;;;;;;;
1555;08 Mining and quarrying (no oil and gas);Bolivia;2022;;;;;;;;;;;
1556;08 Mining and quarrying (no oil and gas);Bosnia and Herzegovina;2021;;;;;;;;;;;
1557;08 Mining and quarrying (no oil and gas);Bosnia and Herzegovina;2022;;;;;;;;;;;
1558;08 Mining and quarrying (no oil and gas);Botswana;2021;;;;;;;;;;;
1559;08 Mining and quarrying (no oil and gas);Botswana;2022;;;;;;;;;;;
1560;08 Mining and quarrying (no oil and gas);Bouvet Island;2021;;;;;;;;;;;
1561;08 Mining and quarrying (no oil and gas);Bouvet Island;2022;;;;;;;;;;;
1562;08 Mining and quarrying (no oil and gas);Brazil;2021;;;;;;;;;;;
1563;08 Mining and quarrying (no oil and gas);Brazil;2022;;;;;;;;;;;
1564;08 Mining and quarrying (no oil and gas);British Indian Ocean Territory;2021;;;;;;;;;;;
1565;08 Mining and quarrying (no oil and gas);British Indian Ocean Territory;2022;;;;;;;;;;;
1566;08 Mining and quarrying (no oil and gas);British Virgin Islands;2021;;;;;;;;;;;
1567;08 Mining and quarrying (no oil and gas);British Virgin Islands;2022;;;;;;;;;;;
1568;08 Mining and quarrying (no oil and gas);Brunei;2021;;;;;;;;;;;
1569;08 Mining and quarrying (no oil and gas);Brunei;2022;;;;;;;;;;;
1570;08 Mining and quarrying (no oil and gas);Bulgaria;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1571;08 Mining and quarrying (no oil and gas);Bulgaria;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1572;08 Mining and quarrying (no oil and gas);Burkina Faso;2021;;;;;;;;;;;
1573;08 Mining and quarrying (no oil and gas);Burkina Faso;2022;;;;;;;;;;;
1574;08 Mining and quarrying (no oil and gas);Burundi;2021;;;;;;;;;;;
1575;08 Mining and quarrying (no oil and gas);Burundi;2022;;;;;;;;;;;
1576;08 Mining and quarrying (no oil and gas);Cambodia;2021;;;;;;;;;;;
1577;08 Mining and quarrying (no oil and gas);Cambodia;2022;;;;;;;;;;;
1578;08 Mining and quarrying (no oil and gas);Canada;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
