ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
687;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2019;3.4;2.1;1.5;1.2;2.1;0.9;0.4;0.2
688;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2020;2.7;1.7;1.1;0.8;1.6;0.8;0.3;0.2
689;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2021;2.6;1.4;1.2;1.0;1.4;0.8;0.5;0.1
690;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2022;2.5;1.5;1.2;0.9;1.4;0.7;0.5;0.1
691;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2023;2.6;1.6;1.2;0.9;1.5;0.8;0.4;0.2
692;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2024;2.5;1.5;1.2;0.9;1.4;0.8;0.4;0.2
693;O-Q Overheid en zorg;Waarde;2014;3.5;2.1;1.6;1.1;1.9;0.9;0.5;0.2
694;O-Q Overheid en zorg;Waarde;2015;2.8;1.8;1.0;0.7;1.5;0.6;0.5;0.2
695;O-Q Overheid en zorg;Waarde;2016;2.9;1.9;1.1;0.9;1.5;0.7;0.5;0.2
696;O-Q Overheid en zorg;Waarde;2017;3.3;2.0;1.4;1.1;2.0;0.7;0.5;0.1
697;O-Q Overheid en zorg;Waarde;2018;3.2;2.0;1.2;1.0;1.8;1.0;0.3;0.1
698;O-Q Overheid en zorg;Waarde;2019;3.1;2.0;1.2;1.0;1.9;0.7;0.3;0.1
699;O-Q Overheid en zorg;Waarde;2020;2.5;1.6;1.0;0.7;1.4;0.7;0.3;0.1
700;O-Q Overheid en zorg;Waarde;2021;2.4;1.3;1.1;0.9;1.3;0.7;0.4;0.1
701;O-Q Overheid en zorg;Waarde;2022;2.3;1.3;1.0;0.8;1.2;0.6;0.3;0.1
702;O-Q Overheid en zorg;Waarde;2023;2.3;1.4;1.0;0.7;1.2;0.6;0.3;0.1
703;O-Q Overheid en zorg;Waarde;2024;2.2;1.3;1.0;0.8;1.1;0.7;0.3;0.1
704;O-Q Overheid en zorg;Ondergrens 95%-interval;2014;3.2;1.8;1.3;0.9;1.6;0.7;0.4;0.2
705;O-Q Overheid en zorg;Ondergrens 95%-interval;2015;2.5;1.6;0.8;0.6;1.3;0.5;0.4;0.1
706;O-Q Overheid en zorg;Ondergrens 95%-interval;2016;2.6;1.6;1.0;0.7;1.3;0.6;0.4;0.1
707;O-Q Overheid en zorg;Ondergrens 95%-interval;2017;3.0;1.8;1.2;0.9;1.7;0.6;0.4;0.1
708;O-Q Overheid en zorg;Ondergrens 95%-interval;2018;2.9;1.8;1.1;0.8;1.6;0.8;0.2;0.1
709;O-Q Overheid en zorg;Ondergrens 95%-interval;2019;2.9;1.8;1.1;0.8;1.7;0.6;0.3;0.1
710;O-Q Overheid en zorg;Ondergrens 95%-interval;2020;2.3;1.4;0.8;0.5;1.2;0.6;0.2;0.1
711;O-Q Overheid en zorg;Ondergrens 95%-interval;2021;2.1;1.1;0.9;0.7;1.1;0.5;0.3;0.0
712;O-Q Overheid en zorg;Ondergrens 95%-interval;2022;2.0;1.1;0.9;0.7;1.1;0.5;0.2;0.0
713;O-Q Overheid en zorg;Ondergrens 95%-interval;2023;2.1;1.2;0.9;0.6;1.1;0.5;0.3;0.1
714;O-Q Overheid en zorg;Ondergrens 95%-interval;2024;2.0;1.1;0.9;0.7;1.0;0.6;0.2;0.1
715;O-Q Overheid en zorg;Bovengrens 95%-interval;2014;3.9;2.4;1.8;1.3;2.2;1.1;0.7;0.4
716;O-Q Overheid en zorg;Bovengrens 95%-interval;2015;3.1;2.1;1.2;0.9;1.8;0.8;0.6;0.3
717;O-Q Overheid en zorg;Bovengrens 95%-interval;2016;3.2;2.1;1.4;1.0;1.7;0.9;0.7;0.3
718;O-Q Overheid en zorg;Bovengrens 95%-interval;2017;3.6;2.3;1.6;1.3;2.2;0.9;0.7;0.2
719;O-Q Overheid en zorg;Bovengrens 95%-interval;2018;3.5;2.2;1.4;1.1;2.0;1.1;0.4;0.1
720;O-Q Overheid en zorg;Bovengrens 95%-interval;2019;3.4;2.2;1.4;1.1;2.1;0.9;0.5;0.2
721;O-Q Overheid en zorg;Bovengrens 95%-interval;2020;2.8;1.8;1.1;0.8;1.6;0.8;0.4;0.2
722;O-Q Overheid en zorg;Bovengrens 95%-interval;2021;2.7;1.5;1.3;1.1;1.5;0.8;0.5;0.1
723;O-Q Overheid en zorg;Bovengrens 95%-interval;2022;2.5;1.4;1.2;1.0;1.4;0.7;0.4;0.1
724;O-Q Overheid en zorg;Bovengrens 95%-interval;2023;2.5;1.5;1.2;0.9;1.4;0.7;0.4;0.2
725;O-Q Overheid en zorg;Bovengrens 95%-interval;2024;2.5;1.5;1.2;0.9;1.3;0.9;0.4;0.2
726;O Openbaar bestuur en overheidsdiensten;Waarde;2014;2.9;1.4;1.6;1.1;1.6;0.7;0.4;0.1
727;O Openbaar bestuur en overheidsdiensten;Waarde;2015;2.3;1.4;0.9;0.6;1.4;0.3;0.4;0.1
728;O Openbaar bestuur en overheidsdiensten;Waarde;2016;2.4;1.4;1.0;0.7;1.4;0.3;0.4;0.2
729;O Openbaar bestuur en overheidsdiensten;Waarde;2017;3.2;1.9;1.2;0.9;2.0;0.6;0.5;0.2
730;O Openbaar bestuur en overheidsdiensten;Waarde;2018;2.5;1.1;1.5;1.2;1.2;0.9;0.2;0.1
731;O Openbaar bestuur en overheidsdiensten;Waarde;2019;2.2;1.3;1.2;1.0;1.4;0.5;0.2;0.1
732;O Openbaar bestuur en overheidsdiensten;Waarde;2020;2.0;1.3;0.9;0.6;1.3;0.5;0.1;0.1
733;O Openbaar bestuur en overheidsdiensten;Waarde;2021;1.7;0.7;1.0;0.8;0.8;0.5;0.3;0.0
734;O Openbaar bestuur en overheidsdiensten;Waarde;2022;2.0;0.7;1.3;1.0;1.0;0.3;0.5;0.0
735;O Openbaar bestuur en overheidsdiensten;Waarde;2023;1.7;0.7;0.9;0.7;1.0;0.4;0.2;0.1
736;O Openbaar bestuur en overheidsdiensten;Waarde;2024;2.0;1.1;0.9;0.7;1.0;0.6;0.4;0.0
737;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2014;2.3;1.0;1.1;0.7;1.1;0.4;0.2;0.0
738;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2015;1.7;0.9;0.6;0.3;1.0;0.2;0.2;0.0
739;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2016;1.9;1.0;0.7;0.5;1.0;0.2;0.2;0.1
740;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2017;2.6;1.4;0.8;0.6;1.5;0.3;0.3;0.1
741;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2018;2.0;0.7;1.1;0.9;0.9;0.7;0.1;0.0
742;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2019;1.8;1.0;0.9;0.7;1.0;0.3;0.1;0.0
743;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2020;1.6;0.9;0.6;0.4;0.9;0.3;0.0;0.0
744;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2021;1.3;0.5;0.7;0.5;0.5;0.3;0.2;0.0
745;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2022;1.5;0.5;0.9;0.7;0.7;0.2;0.3;0.0
746;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2023;1.3;0.5;0.7;0.5;0.7;0.2;0.1;0.0
747;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2024;1.6;0.8;0.6;0.5;0.7;0.4;0.2;0.0
748;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2014;3.8;2.1;2.2;1.6;2.3;1.2;0.9;0.4
749;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2015;3.0;2.0;1.4;0.9;2.0;0.6;0.8;0.4
750;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2016;3.1;2.0;1.5;1.2;2.0;0.6;0.8;0.5
751;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2017;4.0;2.5;1.7;1.4;2.6;0.9;0.8;0.5
752;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2018;3.1;1.5;2.0;1.7;1.7;1.3;0.4;0.3
753;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2019;2.8;1.8;1.6;1.3;1.9;0.8;0.4;0.3
754;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2020;2.6;1.8;1.3;0.9;1.8;0.8;0.3;0.3
755;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2021;2.3;1.1;1.5;1.2;1.3;0.8;0.7;0.1
756;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2022;2.6;1.2;1.8;1.5;1.5;0.6;0.9;0.2
757;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2023;2.2;1.1;1.3;1.1;1.4;0.6;0.4;0.3
758;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2024;2.6;1.6;1.3;1.1;1.4;0.9;0.7;0.2
759;P Onderwijs;Waarde;2014;2.0;1.0;1.0;0.5;1.2;0.2;0.3;0.3
760;P Onderwijs;Waarde;2015;1.7;0.9;0.7;0.5;1.1;0.3;0.2;0.1
761;P Onderwijs;Waarde;2016;1.3;0.7;0.6;0.5;0.6;0.5;0.1;0.1
762;P Onderwijs;Waarde;2017;1.9;0.9;0.8;0.7;1.0;0.6;0.1;0.1
763;P Onderwijs;Waarde;2018;1.8;1.0;0.9;0.6;1.0;0.5;0.2;0.0
764;P Onderwijs;Waarde;2019;2.0;1.1;0.9;0.8;1.0;0.7;0.2;0.0
765;P Onderwijs;Waarde;2020;1.2;0.8;0.5;0.3;0.8;0.3;0.1;0.0
766;P Onderwijs;Waarde;2021;1.1;0.6;0.5;0.4;0.6;0.4;0.1;0.0
767;P Onderwijs;Waarde;2022;1.4;0.6;0.7;0.5;0.7;0.5;0.1;0.0
768;P Onderwijs;Waarde;2023;1.6;0.8;0.8;0.6;0.6;0.6;0.2;0.1
769;P Onderwijs;Waarde;2024;1.1;0.6;0.5;0.4;0.6;0.3;0.1;0.0
770;P Onderwijs;Ondergrens 95%-interval;2014;1.5;0.7;0.7;0.3;0.8;0.1;0.2;0.1
771;P Onderwijs;Ondergrens 95%-interval;2015;1.3;0.6;0.5;0.3;0.7;0.2;0.1;0.0
772;P Onderwijs;Ondergrens 95%-interval;2016;0.9;0.4;0.4;0.3;0.3;0.3;0.1;0.0
773;P Onderwijs;Ondergrens 95%-interval;2017;1.4;0.6;0.6;0.5;0.7;0.4;0.0;0.1
774;P Onderwijs;Ondergrens 95%-interval;2018;1.5;0.8;0.7;0.5;0.8;0.4;0.1;0.0
775;P Onderwijs;Ondergrens 95%-interval;2019;1.7;0.9;0.7;0.6;0.8;0.5;0.1;0.0
776;P Onderwijs;Ondergrens 95%-interval;2020;1.0;0.6;0.3;0.2;0.6;0.2;0.1;0.0
777;P Onderwijs;Ondergrens 95%-interval;2021;0.9;0.4;0.4;0.3;0.4;0.2;0.1;0.0
778;P Onderwijs;Ondergrens 95%-interval;2022;1.1;0.5;0.5;0.3;0.5;0.3;0.1;0.0
779;P Onderwijs;Ondergrens 95%-interval;2023;1.3;0.6;0.6;0.4;0.5;0.4;0.1;0.0
780;P Onderwijs;Ondergrens 95%-interval;2024;0.9;0.5;0.4;0.3;0.5;0.2;0.1;0.0
781;P Onderwijs;Bovengrens 95%-interval;2014;2.7;1.5;1.5;0.8;1.7;0.5;0.6;0.7
782;P Onderwijs;Bovengrens 95%-interval;2015;2.3;1.4;1.2;0.9;1.6;0.6;0.5;0.5
783;P Onderwijs;Bovengrens 95%-interval;2016;1.8;1.0;1.1;0.9;1.0;0.8;0.3;0.3
784;P Onderwijs;Bovengrens 95%-interval;2017;2.4;1.3;1.3;1.2;1.5;0.9;0.4;0.3
785;P Onderwijs;Bovengrens 95%-interval;2018;2.1;1.2;1.2;0.9;1.3;0.7;0.3;0.1
786;P Onderwijs;Bovengrens 95%-interval;2019;2.3;1.4;1.2;1.0;1.3;0.9;0.3;0.1
787;P Onderwijs;Bovengrens 95%-interval;2020;1.5;1.0;0.6;0.5;1.0;0.4;0.2;0.1
788;P Onderwijs;Bovengrens 95%-interval;2021;1.4;0.9;0.7;0.6;0.8;0.6;0.3;0.1
789;P Onderwijs;Bovengrens 95%-interval;2022;1.7;0.9;1.0;0.8;0.9;0.8;0.3;0.1
790;P Onderwijs;Bovengrens 95%-interval;2023;1.9;1.1;1.0;0.8;0.8;0.8;0.4;0.3
791;P Onderwijs;Bovengrens 95%-interval;2024;1.3;0.8;0.7;0.6;0.8;0.4;0.2;0.1
792;Q Gezondheids- en welzijnszorg;Waarde;2014;4.4;2.8;1.8;1.3;2.2;1.2;0.7;0.3
793;Q Gezondheids- en welzijnszorg;Waarde;2015;3.5;2.4;1.1;0.8;1.7;0.9;0.6;0.2
794;Q Gezondheids- en welzijnszorg;Waarde;2016;3.8;2.6;1.4;1.0;1.9;1.0;0.7;0.2
795;Q Gezondheids- en welzijnszorg;Waarde;2017;3.9;2.5;1.7;1.2;2.3;0.8;0.7;0.1
796;Q Gezondheids- en welzijnszorg;Waarde;2018;4.1;2.9;1.3;1.0;2.3;1.1;0.5;0.1
797;Q Gezondheids- en welzijnszorg;Waarde;2019;4.0;2.6;1.4;1.1;2.4;0.9;0.5;0.2
798;Q Gezondheids- en welzijnszorg;Waarde;2020;3.3;2.1;1.2;0.8;1.7;0.9;0.4;0.2
799;Q Gezondheids- en welzijnszorg;Waarde;2021;3.2;1.8;1.3;1.1;1.7;0.9;0.5;0.1
800;Q Gezondheids- en welzijnszorg;Waarde;2022;2.7;1.7;1.1;0.9;1.5;0.8;0.3;0.1
801;Q Gezondheids- en welzijnszorg;Waarde;2023;2.9;1.9;1.2;0.8;1.5;0.7;0.5;0.1
802;Q Gezondheids- en welzijnszorg;Waarde;2024;2.8;1.6;1.3;1.0;1.4;0.9;0.3;0.1
803;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2014;3.9;2.4;1.4;1.1;1.8;0.9;0.5;0.2
804;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2015;3.1;2.0;0.9;0.6;1.4;0.7;0.5;0.1
805;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2016;3.4;2.2;1.1;0.8;1.6;0.7;0.5;0.1
806;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2017;3.5;2.2;1.4;1.0;2.0;0.6;0.5;0.0
807;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2018;3.7;2.5;1.1;0.8;2.0;0.9;0.3;0.1
808;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2019;3.6;2.3;1.1;0.9;2.1;0.7;0.3;0.1
809;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2020;2.9;1.8;1.0;0.7;1.5;0.7;0.3;0.1
810;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2021;2.8;1.5;1.1;0.9;1.4;0.7;0.3;0.0
811;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2022;2.4;1.5;0.8;0.7;1.3;0.6;0.2;0.0
812;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2023;2.5;1.6;1.0;0.6;1.3;0.6;0.3;0.0
813;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2024;2.5;1.4;1.1;0.8;1.2;0.8;0.2;0.1
814;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2014;5.0;3.3;2.2;1.7;2.7;1.6;0.9;0.5
815;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2015;4.0;2.8;1.4;1.1;2.1;1.1;0.9;0.4
816;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2016;4.3;3.0;1.7;1.3;2.2;1.2;1.0;0.4
817;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2017;4.4;2.9;2.0;1.5;2.7;1.1;0.9;0.2
818;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2018;4.5;3.2;1.6;1.2;2.7;1.4;0.6;0.2
819;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2019;4.4;3.0;1.7;1.3;2.8;1.1;0.6;0.3
820;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2020;3.7;2.4;1.5;1.1;2.0;1.2;0.6;0.3
821;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2021;3.6;2.1;1.6;1.4;2.0;1.1;0.7;0.2
822;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2022;3.1;2.0;1.3;1.1;1.8;1.0;0.5;0.2
823;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2023;3.2;2.2;1.4;1.0;1.8;0.9;0.6;0.2
824;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2024;3.2;1.9;1.5;1.2;1.7;1.2;0.4;0.3
825;R-U Cultuur, recreatie, overige diensten;Waarde;2014;3.0;0.9;2.0;1.3;1.5;0.6;0.4;0.5
826;R-U Cultuur, recreatie, overige diensten;Waarde;2015;2.7;1.7;1.1;0.7;1.6;0.3;0.4;0.3
827;R-U Cultuur, recreatie, overige diensten;Waarde;2016;2.3;1.1;1.1;0.7;1.4;0.2;0.4;0.3
828;R-U Cultuur, recreatie, overige diensten;Waarde;2017;2.9;2.1;1.1;0.8;2.1;0.3;0.4;0.1
829;R-U Cultuur, recreatie, overige diensten;Waarde;2018;2.8;1.5;1.2;0.9;2.1;0.3;0.4;0.0
830;R-U Cultuur, recreatie, overige diensten;Waarde;2019;2.7;1.1;1.6;1.3;1.9;0.5;0.2;0.0
831;R-U Cultuur, recreatie, overige diensten;Waarde;2020;1.6;0.6;0.9;0.6;1.2;0.3;0.1;0.0
832;R-U Cultuur, recreatie, overige diensten;Waarde;2021;1.5;0.7;0.9;0.7;0.7;0.5;0.2;0.1
833;R-U Cultuur, recreatie, overige diensten;Waarde;2022;2.5;1.7;0.9;0.4;1.6;0.2;0.5;0.1
834;R-U Cultuur, recreatie, overige diensten;Waarde;2023;3.3;1.7;1.5;1.0;2.1;0.8;0.1;0.1
835;R-U Cultuur, recreatie, overige diensten;Waarde;2024;2.8;1.6;1.2;1.0;2.0;0.4;0.3;0.1
836;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2014;2.1;0.5;1.3;0.7;0.9;0.3;0.1;0.2
837;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2015;1.9;1.2;0.6;0.3;1.1;0.1;0.2;0.1
838;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2016;1.6;0.7;0.7;0.4;0.9;0.1;0.2;0.1
839;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2017;2.1;1.5;0.6;0.4;1.4;0.1;0.2;0.0
840;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2018;2.1;1.0;0.8;0.5;1.5;0.1;0.2;0.0
841;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2019;2.0;0.7;1.1;0.8;1.3;0.3;0.1;0.0
842;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2020;1.1;0.4;0.5;0.3;0.8;0.1;0.0;0.0
843;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2021;1.0;0.4;0.5;0.4;0.4;0.2;0.1;0.0
844;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2022;1.8;1.2;0.5;0.2;1.1;0.1;0.3;0.0
845;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2023;2.5;1.1;1.0;0.6;1.5;0.5;0.0;0.0
846;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2024;2.1;1.1;0.7;0.6;1.4;0.2;0.1;0.0
847;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2014;4.3;1.6;3.2;2.3;2.5;1.4;1.2;1.1
848;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2015;3.7;2.5;1.9;1.3;2.5;0.8;1.0;0.7
849;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2016;3.2;1.9;1.8;1.2;2.2;0.6;0.9;0.8
850;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2017;4.1;3.1;2.0;1.5;3.1;0.9;0.9;0.5
851;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2018;3.9;2.4;1.9;1.5;3.0;0.7;0.9;
852;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2019;3.6;1.8;2.3;2.0;2.7;1.0;0.6;
853;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2020;2.3;1.1;1.5;1.2;1.8;0.7;0.5;0.3
854;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2021;2.3;1.3;1.6;1.3;1.4;1.0;0.6;0.5
855;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2022;3.4;2.5;1.5;0.9;2.4;0.6;1.1;0.7
856;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2023;4.3;2.5;2.3;1.6;3.0;1.5;0.4;0.6
857;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2024;3.8;2.3;1.9;1.6;2.8;0.9;0.7;0.5
858;R Cultuur, sport en recreatie;Waarde;2014;4.4;1.1;3.1;1.9;2.4;1.2;0.1;0.6
859;R Cultuur, sport en recreatie;Waarde;2015;3.8;2.7;1.4;0.7;2.4;0.4;0.4;0.5
860;R Cultuur, sport en recreatie;Waarde;2016;2.8;1.3;1.5;0.8;1.8;0.1;0.6;0.3
861;R Cultuur, sport en recreatie;Waarde;2017;4.0;3.0;1.2;0.8;3.0;0.0;0.8;0.2
862;R Cultuur, sport en recreatie;Waarde;2018;4.1;2.1;2.1;1.5;3.2;0.3;0.6;0.0
863;R Cultuur, sport en recreatie;Waarde;2019;2.7;1.4;1.3;1.1;2.1;0.5;0.1;0.0
864;R Cultuur, sport en recreatie;Waarde;2020;2.3;1.1;1.1;0.8;1.9;0.3;0.0;0.0
865;R Cultuur, sport en recreatie;Waarde;2021;1.7;0.7;0.9;0.3;0.8;0.6;0.1;0.2
866;R Cultuur, sport en recreatie;Waarde;2022;3.3;2.2;1.2;0.5;2.4;0.2;0.5;0.2
867;R Cultuur, sport en recreatie;Waarde;2023;4.1;2.1;1.8;1.0;2.7;0.9;0.1;0.3
868;R Cultuur, sport en recreatie;Waarde;2024;3.1;1.7;1.3;1.0;2.5;0.3;0.2;0.0
869;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2014;2.9;0.5;1.8;1.0;1.4;0.5;0.0;0.2
870;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2015;2.5;1.7;0.7;0.3;1.4;0.1;0.1;0.2
871;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2016;1.8;0.6;0.8;0.3;1.0;0.0;0.2;0.1
872;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2017;2.6;1.9;0.6;0.3;1.8;0.0;0.3;0.0
873;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2018;2.9;1.3;1.3;0.8;2.1;0.1;0.2;0.0
874;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2019;1.8;0.8;0.7;0.6;1.3;0.2;0.0;0.0
875;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2020;1.4;0.6;0.6;0.3;1.1;0.1;0.0;0.0
876;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2021;0.9;0.3;0.4;0.1;0.3;0.2;0.0;0.0
877;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2022;2.2;1.4;0.6;0.2;1.5;0.0;0.2;0.0
878;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2023;2.8;1.3;1.0;0.5;1.7;0.4;0.0;0.1
879;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2024;2.1;1.0;0.7;0.5;1.7;0.1;0.0;0.0
880;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2014;6.8;2.4;5.2;3.7;4.3;2.8;0.7;2.0
881;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2015;5.5;4.2;2.7;1.8;3.9;1.3;1.4;1.5
882;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2016;4.5;2.6;2.7;1.7;3.3;0.6;1.7;1.2
883;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2017;6.0;4.9;2.6;2.0;4.8;;1.9;1.1
884;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2018;5.9;3.6;3.4;2.6;4.8;1.1;1.5;
885;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2019;4.1;2.5;2.4;2.1;3.3;1.3;0.8;
886;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2020;3.7;2.2;2.3;2.0;3.3;1.0;;
887;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2021;3.2;1.9;2.3;1.3;2.1;1.9;0.9;1.1
888;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2022;4.9;3.4;2.4;1.4;3.7;0.9;1.3;1.4
889;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2023;5.8;3.4;3.2;2.1;4.1;2.0;0.8;1.2
890;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2024;4.5;2.8;2.4;2.1;3.8;1.2;1.3;
891;S Overige dienstverlening;Waarde;2014;1.9;0.7;1.2;0.8;0.7;0.1;0.6;0.3
892;S Overige dienstverlening;Waarde;2015;1.7;0.9;0.8;0.6;1.0;0.3;0.5;0.0
893;S Overige dienstverlening;Waarde;2016;2.1;1.1;0.9;0.7;1.1;0.3;0.3;0.3
894;S Overige dienstverlening;Waarde;2017;2.1;1.4;1.1;0.7;1.4;0.7;0.0;0.0
895;S Overige dienstverlening;Waarde;2018;1.7;1.0;0.4;0.3;1.1;0.2;0.3;0.0
896;S Overige dienstverlening;Waarde;2019;2.6;0.8;1.7;1.4;1.6;0.6;0.3;0.0
897;S Overige dienstverlening;Waarde;2020;1.3;0.3;0.8;0.6;0.7;0.4;0.1;0.1
898;S Overige dienstverlening;Waarde;2021;1.5;0.6;1.1;1.1;0.8;0.3;0.2;0.0
899;S Overige dienstverlening;Waarde;2022;1.8;1.3;0.5;0.3;0.8;0.2;0.7;0.0
900;S Overige dienstverlening;Waarde;2023;2.8;1.4;1.5;1.1;1.7;0.9;0.1;0.0
901;S Overige dienstverlening;Waarde;2024;2.9;1.7;1.1;1.0;1.5;0.6;0.4;0.3
902;S Overige dienstverlening;Ondergrens 95%-interval;2014;1.0;0.3;0.5;0.3;0.3;0.0;0.2;0.1
903;S Overige dienstverlening;Ondergrens 95%-interval;2015;1.0;0.4;0.3;0.2;0.4;0.1;0.1;0.0
904;S Overige dienstverlening;Ondergrens 95%-interval;2016;1.2;0.5;0.4;0.3;0.6;0.1;0.1;0.1
905;S Overige dienstverlening;Ondergrens 95%-interval;2017;1.2;0.7;0.5;0.3;0.7;0.2;0.0;0.0
906;S Overige dienstverlening;Ondergrens 95%-interval;2018;0.9;0.4;0.1;0.1;0.5;0.1;0.1;0.0
907;S Overige dienstverlening;Ondergrens 95%-interval;2019;1.6;0.4;1.0;0.7;0.9;0.3;0.1;0.0
