ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
69;Zuid-Nederland (LD);"9e 10%-groep; 39 000 tot 48 500 euro";160.2;11.0
70;Zuid-Nederland (LD);"10e 10%-groep; meer dan 48 500  euro";151.1;10.0
71;Zuid-Nederland (LD);"1e 10%-groep; minder dan 11 100 euro";135.1;9.0
72;Zuid-Nederland (LD);"2e-4e 10%-groep; 11 100 tot 20 900 euro";444.0;29.0
73;Zuid-Nederland (LD);"5e-8e 10%-groep; 20 900 tot 39 000 euro";633.6;42.0
74;Zuid-Nederland (LD);"9e-10e 10%-groep; meer dan 39 000 euro";311.3;20.0
75;Groningen (PV);Totaal huishouden;271.5;100.0
76;Groningen (PV);"1e 10%-groep; minder dan 11 100 euro";42.3;16.0
77;Groningen (PV);"2e 10%-groep; 11 100 tot 14 600 euro";33.1;12.0
78;Groningen (PV);"3e 10%-groep; 14 600 tot 17 700 euro";29.7;11.0
79;Groningen (PV);"4e 10%-groep; 17 700 tot 20 900 euro";29.5;11.0
80;Groningen (PV);"5e 10%-groep; 20 900 tot 24 500 euro";27.1;10.0
81;Groningen (PV);"6e 10%-groep; 24 500 tot 28 600 euro";26.3;10.0
82;Groningen (PV);"7e 10%-groep; 28 600 tot 33 200 euro";24.9;9.0
83;Groningen (PV);"8e 10%-groep; 33 200 tot 39 000 euro";22.5;8.0
84;Groningen (PV);"9e 10%-groep; 39 000 tot 48 500 euro";20.3;7.0
85;Groningen (PV);"10e 10%-groep; meer dan 48 500  euro";15.8;6.0
86;Groningen (PV);"1e 10%-groep; minder dan 11 100 euro";42.3;16.0
87;Groningen (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";92.3;34.0
88;Groningen (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";100.8;37.0
89;Groningen (PV);"9e-10e 10%-groep; meer dan 39 000 euro";36.1;13.0
90;Friesland (PV);Totaal huishouden;277.4;100.0
91;Friesland (PV);"1e 10%-groep; minder dan 11 100 euro";26.9;10.0
92;Friesland (PV);"2e 10%-groep; 11 100 tot 14 600 euro";32.3;12.0
93;Friesland (PV);"3e 10%-groep; 14 600 tot 17 700 euro";29.5;11.0
94;Friesland (PV);"4e 10%-groep; 17 700 tot 20 900 euro";30.2;11.0
95;Friesland (PV);"5e 10%-groep; 20 900 tot 24 500 euro";30.0;11.0
96;Friesland (PV);"6e 10%-groep; 24 500 tot 28 600 euro";30.4;11.0
97;Friesland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";29.2;11.0
98;Friesland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";26.4;10.0
99;Friesland (PV);"9e 10%-groep; 39 000 tot 48 500 euro";23.7;9.0
100;Friesland (PV);"10e 10%-groep; meer dan 48 500  euro";18.7;7.0
101;Friesland (PV);"1e 10%-groep; minder dan 11 100 euro";26.9;10.0
102;Friesland (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";92.0;33.0
103;Friesland (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";116.1;42.0
104;Friesland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";42.4;15.0
105;Drenthe (PV);Totaal huishouden;205.2;100.0
106;Drenthe (PV);"1e 10%-groep; minder dan 11 100 euro";15.5;8.0
107;Drenthe (PV);"2e 10%-groep; 11 100 tot 14 600 euro";20.9;10.0
108;Drenthe (PV);"3e 10%-groep; 14 600 tot 17 700 euro";21.2;10.0
109;Drenthe (PV);"4e 10%-groep; 17 700 tot 20 900 euro";21.8;11.0
110;Drenthe (PV);"5e 10%-groep; 20 900 tot 24 500 euro";22.0;11.0
111;Drenthe (PV);"6e 10%-groep; 24 500 tot 28 600 euro";22.4;11.0
112;Drenthe (PV);"7e 10%-groep; 28 600 tot 33 200 euro";22.9;11.0
113;Drenthe (PV);"8e 10%-groep; 33 200 tot 39 000 euro";21.5;10.0
114;Drenthe (PV);"9e 10%-groep; 39 000 tot 48 500 euro";20.2;10.0
115;Drenthe (PV);"10e 10%-groep; meer dan 48 500  euro";16.8;8.0
116;Drenthe (PV);"1e 10%-groep; minder dan 11 100 euro";15.5;8.0
117;Drenthe (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";64.0;31.0
118;Drenthe (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";88.8;43.0
119;Drenthe (PV);"9e-10e 10%-groep; meer dan 39 000 euro";37.0;18.0
120;Overijssel (PV);Totaal huishouden;459.2;100.0
121;Overijssel (PV);"1e 10%-groep; minder dan 11 100 euro";42.7;9.0
122;Overijssel (PV);"2e 10%-groep; 11 100 tot 14 600 euro";46.5;10.0
123;Overijssel (PV);"3e 10%-groep; 14 600 tot 17 700 euro";46.7;10.0
124;Overijssel (PV);"4e 10%-groep; 17 700 tot 20 900 euro";46.8;10.0
125;Overijssel (PV);"5e 10%-groep; 20 900 tot 24 500 euro";47.8;10.0
126;Overijssel (PV);"6e 10%-groep; 24 500 tot 28 600 euro";49.9;11.0
127;Overijssel (PV);"7e 10%-groep; 28 600 tot 33 200 euro";49.6;11.0
128;Overijssel (PV);"8e 10%-groep; 33 200 tot 39 000 euro";46.4;10.0
129;Overijssel (PV);"9e 10%-groep; 39 000 tot 48 500 euro";44.2;10.0
130;Overijssel (PV);"10e 10%-groep; meer dan 48 500  euro";38.6;8.0
131;Overijssel (PV);"1e 10%-groep; minder dan 11 100 euro";42.7;9.0
132;Overijssel (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";140.0;30.0
133;Overijssel (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";193.8;42.0
134;Overijssel (PV);"9e-10e 10%-groep; meer dan 39 000 euro";82.8;18.0
135;Flevoland (PV);Totaal huishouden;142.2;100.0
136;Flevoland (PV);"1e 10%-groep; minder dan 11 100 euro";11.5;8.0
137;Flevoland (PV);"2e 10%-groep; 11 100 tot 14 600 euro";12.1;9.0
138;Flevoland (PV);"3e 10%-groep; 14 600 tot 17 700 euro";13.4;9.0
139;Flevoland (PV);"4e 10%-groep; 17 700 tot 20 900 euro";13.5;9.0
140;Flevoland (PV);"5e 10%-groep; 20 900 tot 24 500 euro";15.3;11.0
141;Flevoland (PV);"6e 10%-groep; 24 500 tot 28 600 euro";15.7;11.0
142;Flevoland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";16.0;11.0
143;Flevoland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";16.1;11.0
144;Flevoland (PV);"9e 10%-groep; 39 000 tot 48 500 euro";15.3;11.0
145;Flevoland (PV);"10e 10%-groep; meer dan 48 500  euro";13.3;9.0
146;Flevoland (PV);"1e 10%-groep; minder dan 11 100 euro";11.5;8.0
147;Flevoland (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";39.0;27.0
148;Flevoland (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";63.1;44.0
149;Flevoland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";28.6;20.0
150;Gelderland (PV);Totaal huishouden;831.6;100.0
151;Gelderland (PV);"1e 10%-groep; minder dan 11 100 euro";79.5;10.0
152;Gelderland (PV);"2e 10%-groep; 11 100 tot 14 600 euro";79.2;10.0
153;Gelderland (PV);"3e 10%-groep; 14 600 tot 17 700 euro";78.7;9.0
154;Gelderland (PV);"4e 10%-groep; 17 700 tot 20 900 euro";81.1;10.0
155;Gelderland (PV);"5e 10%-groep; 20 900 tot 24 500 euro";83.0;10.0
156;Gelderland (PV);"6e 10%-groep; 24 500 tot 28 600 euro";86.1;10.0
157;Gelderland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";87.4;11.0
158;Gelderland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";87.7;11.0
159;Gelderland (PV);"9e 10%-groep; 39 000 tot 48 500 euro";85.9;10.0
160;Gelderland (PV);"10e 10%-groep; meer dan 48 500  euro";83.1;10.0
161;Gelderland (PV);"1e 10%-groep; minder dan 11 100 euro";79.5;10.0
162;Gelderland (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";239.0;29.0
163;Gelderland (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";344.2;41.0
164;Gelderland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";169.0;20.0
165;Utrecht (PV);Totaal huishouden;513.7;100.0
166;Utrecht (PV);"1e 10%-groep; minder dan 11 100 euro";56.6;11.0
167;Utrecht (PV);"2e 10%-groep; 11 100 tot 14 600 euro";42.3;8.0
168;Utrecht (PV);"3e 10%-groep; 14 600 tot 17 700 euro";45.5;9.0
169;Utrecht (PV);"4e 10%-groep; 17 700 tot 20 900 euro";46.7;9.0
170;Utrecht (PV);"5e 10%-groep; 20 900 tot 24 500 euro";46.9;9.0
171;Utrecht (PV);"6e 10%-groep; 24 500 tot 28 600 euro";48.4;9.0
172;Utrecht (PV);"7e 10%-groep; 28 600 tot 33 200 euro";49.4;10.0
173;Utrecht (PV);"8e 10%-groep; 33 200 tot 39 000 euro";51.8;10.0
174;Utrecht (PV);"9e 10%-groep; 39 000 tot 48 500 euro";57.7;11.0
175;Utrecht (PV);"10e 10%-groep; meer dan 48 500  euro";68.4;13.0
176;Utrecht (PV);"1e 10%-groep; minder dan 11 100 euro";56.6;11.0
177;Utrecht (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";134.5;26.0
178;Utrecht (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";196.5;38.0
179;Utrecht (PV);"9e-10e 10%-groep; meer dan 39 000 euro";126.0;25.0
180;Noord-Holland (PV);Totaal huishouden;1200.8;100.0
181;Noord-Holland (PV);"1e 10%-groep; minder dan 11 100 euro";132.3;11.0
182;Noord-Holland (PV);"2e 10%-groep; 11 100 tot 14 600 euro";124.2;10.0
183;Noord-Holland (PV);"3e 10%-groep; 14 600 tot 17 700 euro";123.2;10.0
184;Noord-Holland (PV);"4e 10%-groep; 17 700 tot 20 900 euro";120.2;10.0
185;Noord-Holland (PV);"5e 10%-groep; 20 900 tot 24 500 euro";118.4;10.0
186;Noord-Holland (PV);"6e 10%-groep; 24 500 tot 28 600 euro";113.4;9.0
187;Noord-Holland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";110.0;9.0
188;Noord-Holland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";112.5;9.0
189;Noord-Holland (PV);"9e 10%-groep; 39 000 tot 48 500 euro";116.9;10.0
190;Noord-Holland (PV);"10e 10%-groep; meer dan 48 500  euro";129.8;11.0
191;Noord-Holland (PV);"1e 10%-groep; minder dan 11 100 euro";132.3;11.0
192;Noord-Holland (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";367.6;31.0
193;Noord-Holland (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";454.3;38.0
194;Noord-Holland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";246.7;21.0
195;Zuid-Holland (PV);Totaal huishouden;1547.1;100.0
196;Zuid-Holland (PV);"1e 10%-groep; minder dan 11 100 euro";159.3;10.0
197;Zuid-Holland (PV);"2e 10%-groep; 11 100 tot 14 600 euro";160.7;10.0
198;Zuid-Holland (PV);"3e 10%-groep; 14 600 tot 17 700 euro";160.8;10.0
199;Zuid-Holland (PV);"4e 10%-groep; 17 700 tot 20 900 euro";155.9;10.0
200;Zuid-Holland (PV);"5e 10%-groep; 20 900 tot 24 500 euro";152.8;10.0
201;Zuid-Holland (PV);"6e 10%-groep; 24 500 tot 28 600 euro";146.3;9.0
202;Zuid-Holland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";145.2;9.0
203;Zuid-Holland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";149.9;10.0
204;Zuid-Holland (PV);"9e 10%-groep; 39 000 tot 48 500 euro";152.7;10.0
205;Zuid-Holland (PV);"10e 10%-groep; meer dan 48 500  euro";163.5;11.0
206;Zuid-Holland (PV);"1e 10%-groep; minder dan 11 100 euro";159.3;10.0
207;Zuid-Holland (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";477.4;31.0
208;Zuid-Holland (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";594.1;38.0
209;Zuid-Holland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";316.3;20.0
210;Zeeland (PV);Totaal huishouden;164.7;100.0
211;Zeeland (PV);"1e 10%-groep; minder dan 11 100 euro";12.0;7.0
212;Zeeland (PV);"2e 10%-groep; 11 100 tot 14 600 euro";17.6;11.0
213;Zeeland (PV);"3e 10%-groep; 14 600 tot 17 700 euro";16.3;10.0
214;Zeeland (PV);"4e 10%-groep; 17 700 tot 20 900 euro";17.6;11.0
215;Zeeland (PV);"5e 10%-groep; 20 900 tot 24 500 euro";17.1;10.0
216;Zeeland (PV);"6e 10%-groep; 24 500 tot 28 600 euro";17.6;11.0
217;Zeeland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";17.5;11.0
218;Zeeland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";17.5;11.0
219;Zeeland (PV);"9e 10%-groep; 39 000 tot 48 500 euro";16.6;10.0
220;Zeeland (PV);"10e 10%-groep; meer dan 48 500  euro";14.7;9.0
221;Zeeland (PV);"1e 10%-groep; minder dan 11 100 euro";12.0;7.0
222;Zeeland (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";51.5;31.0
223;Zeeland (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";69.8;42.0
224;Zeeland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";31.3;19.0
225;Noord-Brabant (PV);Totaal huishouden;1022.4;100.0
226;Noord-Brabant (PV);"1e 10%-groep; minder dan 11 100 euro";88.7;9.0
227;Noord-Brabant (PV);"2e 10%-groep; 11 100 tot 14 600 euro";93.5;9.0
228;Noord-Brabant (PV);"3e 10%-groep; 14 600 tot 17 700 euro";95.0;9.0
229;Noord-Brabant (PV);"4e 10%-groep; 17 700 tot 20 900 euro";99.2;10.0
230;Noord-Brabant (PV);"5e 10%-groep; 20 900 tot 24 500 euro";100.9;10.0
231;Noord-Brabant (PV);"6e 10%-groep; 24 500 tot 28 600 euro";104.3;10.0
232;Noord-Brabant (PV);"7e 10%-groep; 28 600 tot 33 200 euro";109.6;11.0
233;Noord-Brabant (PV);"8e 10%-groep; 33 200 tot 39 000 euro";110.5;11.0
234;Noord-Brabant (PV);"9e 10%-groep; 39 000 tot 48 500 euro";111.8;11.0
235;Noord-Brabant (PV);"10e 10%-groep; meer dan 48 500  euro";108.9;11.0
236;Noord-Brabant (PV);"1e 10%-groep; minder dan 11 100 euro";88.7;9.0
237;Noord-Brabant (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";287.7;28.0
238;Noord-Brabant (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";425.2;42.0
239;Noord-Brabant (PV);"9e-10e 10%-groep; meer dan 39 000 euro";220.6;22.0
240;Limburg (PV);Totaal huishouden;501.7;100.0
241;Limburg (PV);"1e 10%-groep; minder dan 11 100 euro";46.4;9.0
242;Limburg (PV);"2e 10%-groep; 11 100 tot 14 600 euro";51.3;10.0
243;Limburg (PV);"3e 10%-groep; 14 600 tot 17 700 euro";53.8;11.0
244;Limburg (PV);"4e 10%-groep; 17 700 tot 20 900 euro";51.2;10.0
245;Limburg (PV);"5e 10%-groep; 20 900 tot 24 500 euro";52.4;10.0
246;Limburg (PV);"6e 10%-groep; 24 500 tot 28 600 euro";53.0;11.0
247;Limburg (PV);"7e 10%-groep; 28 600 tot 33 200 euro";51.9;10.0
248;Limburg (PV);"8e 10%-groep; 33 200 tot 39 000 euro";51.0;10.0
249;Limburg (PV);"9e 10%-groep; 39 000 tot 48 500 euro";48.5;10.0
250;Limburg (PV);"10e 10%-groep; meer dan 48 500  euro";42.2;8.0
251;Limburg (PV);"1e 10%-groep; minder dan 11 100 euro";46.4;9.0
252;Limburg (PV);"2e-4e 10%-groep; 11 100 tot 20 900 euro";156.2;31.0
253;Limburg (PV);"5e-8e 10%-groep; 20 900 tot 39 000 euro";208.3;42.0
254;Limburg (PV);"9e-10e 10%-groep; meer dan 39 000 euro";90.7;18.0
255;Oost-Groningen (CR);Totaal huishouden;67.0;100.0
256;Oost-Groningen (CR);"1e 10%-groep; minder dan 11 100 euro";5.1;8.0
257;Oost-Groningen (CR);"2e 10%-groep; 11 100 tot 14 600 euro";9.0;13.0
258;Oost-Groningen (CR);"3e 10%-groep; 14 600 tot 17 700 euro";8.1;12.0
259;Oost-Groningen (CR);"4e 10%-groep; 17 700 tot 20 900 euro";8.3;12.0
260;Oost-Groningen (CR);"5e 10%-groep; 20 900 tot 24 500 euro";7.4;11.0
261;Oost-Groningen (CR);"6e 10%-groep; 24 500 tot 28 600 euro";7.4;11.0
262;Oost-Groningen (CR);"7e 10%-groep; 28 600 tot 33 200 euro";7.1;11.0
263;Oost-Groningen (CR);"8e 10%-groep; 33 200 tot 39 000 euro";5.9;9.0
264;Oost-Groningen (CR);"9e 10%-groep; 39 000 tot 48 500 euro";5.2;8.0
265;Oost-Groningen (CR);"10e 10%-groep; meer dan 48 500  euro";3.5;5.0
266;Oost-Groningen (CR);"1e 10%-groep; minder dan 11 100 euro";5.1;8.0
267;Oost-Groningen (CR);"2e-4e 10%-groep; 11 100 tot 20 900 euro";25.4;38.0
268;Oost-Groningen (CR);"5e-8e 10%-groep; 20 900 tot 39 000 euro";27.8;42.0
269;Oost-Groningen (CR);"9e-10e 10%-groep; meer dan 39 000 euro";8.7;13.0
270;Delfzijl en omgeving (CR);Totaal huishouden;22.8;100.0
271;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 11 100 euro";1.7;8.0
272;Delfzijl en omgeving (CR);"2e 10%-groep; 11 100 tot 14 600 euro";2.8;12.0
273;Delfzijl en omgeving (CR);"3e 10%-groep; 14 600 tot 17 700 euro";2.6;12.0
274;Delfzijl en omgeving (CR);"4e 10%-groep; 17 700 tot 20 900 euro";2.8;12.0
275;Delfzijl en omgeving (CR);"5e 10%-groep; 20 900 tot 24 500 euro";2.4;11.0
276;Delfzijl en omgeving (CR);"6e 10%-groep; 24 500 tot 28 600 euro";2.6;11.0
277;Delfzijl en omgeving (CR);"7e 10%-groep; 28 600 tot 33 200 euro";2.4;11.0
278;Delfzijl en omgeving (CR);"8e 10%-groep; 33 200 tot 39 000 euro";2.3;10.0
279;Delfzijl en omgeving (CR);"9e 10%-groep; 39 000 tot 48 500 euro";1.9;8.0
280;Delfzijl en omgeving (CR);"10e 10%-groep; meer dan 48 500  euro";1.3;6.0
281;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 11 100 euro";1.7;8.0
282;Delfzijl en omgeving (CR);"2e-4e 10%-groep; 11 100 tot 20 900 euro";8.2;36.0
283;Delfzijl en omgeving (CR);"5e-8e 10%-groep; 20 900 tot 39 000 euro";9.8;43.0
284;Delfzijl en omgeving (CR);"9e-10e 10%-groep; meer dan 39 000 euro";3.1;14.0
285;Overig Groningen (CR);Totaal huishouden;181.6;100.0
286;Overig Groningen (CR);"1e 10%-groep; minder dan 11 100 euro";35.5;20.0
287;Overig Groningen (CR);"2e 10%-groep; 11 100 tot 14 600 euro";21.3;12.0
288;Overig Groningen (CR);"3e 10%-groep; 14 600 tot 17 700 euro";18.9;10.0
289;Overig Groningen (CR);"4e 10%-groep; 17 700 tot 20 900 euro";18.5;10.0
290;Overig Groningen (CR);"5e 10%-groep; 20 900 tot 24 500 euro";17.2;9.0
291;Overig Groningen (CR);"6e 10%-groep; 24 500 tot 28 600 euro";16.3;9.0
292;Overig Groningen (CR);"7e 10%-groep; 28 600 tot 33 200 euro";15.4;8.0
293;Overig Groningen (CR);"8e 10%-groep; 33 200 tot 39 000 euro";14.3;8.0
294;Overig Groningen (CR);"9e 10%-groep; 39 000 tot 48 500 euro";13.2;7.0
295;Overig Groningen (CR);"10e 10%-groep; meer dan 48 500  euro";11.0;6.0
296;Overig Groningen (CR);"1e 10%-groep; minder dan 11 100 euro";35.5;20.0
297;Overig Groningen (CR);"2e-4e 10%-groep; 11 100 tot 20 900 euro";58.7;32.0
298;Overig Groningen (CR);"5e-8e 10%-groep; 20 900 tot 39 000 euro";63.2;35.0
299;Overig Groningen (CR);"9e-10e 10%-groep; meer dan 39 000 euro";24.3;13.0
300;Noord-Friesland (CR);Totaal huishouden;145.2;100.0
301;Noord-Friesland (CR);"1e 10%-groep; minder dan 11 100 euro";16.4;11.0
302;Noord-Friesland (CR);"2e 10%-groep; 11 100 tot 14 600 euro";17.2;12.0
303;Noord-Friesland (CR);"3e 10%-groep; 14 600 tot 17 700 euro";15.5;11.0
304;Noord-Friesland (CR);"4e 10%-groep; 17 700 tot 20 900 euro";15.7;11.0
305;Noord-Friesland (CR);"5e 10%-groep; 20 900 tot 24 500 euro";15.7;11.0
306;Noord-Friesland (CR);"6e 10%-groep; 24 500 tot 28 600 euro";15.4;11.0
307;Noord-Friesland (CR);"7e 10%-groep; 28 600 tot 33 200 euro";14.7;10.0
308;Noord-Friesland (CR);"8e 10%-groep; 33 200 tot 39 000 euro";13.4;9.0
309;Noord-Friesland (CR);"9e 10%-groep; 39 000 tot 48 500 euro";12.1;8.0
310;Noord-Friesland (CR);"10e 10%-groep; meer dan 48 500  euro";9.1;6.0
311;Noord-Friesland (CR);"1e 10%-groep; minder dan 11 100 euro";16.4;11.0
312;Noord-Friesland (CR);"2e-4e 10%-groep; 11 100 tot 20 900 euro";48.4;33.0
313;Noord-Friesland (CR);"5e-8e 10%-groep; 20 900 tot 39 000 euro";59.2;41.0
314;Noord-Friesland (CR);"9e-10e 10%-groep; meer dan 39 000 euro";21.2;15.0
315;Zuidwest-Friesland (CR);Totaal huishouden;44.2;100.0
