ID;Populatie;Onderwijssoorten;Geslacht;Herkomstgroepering;Generatie;Regiokenmerken;Perioden;AantalLeerlingenInHetExamenjaar_1;PercentageGeslaagdeExamenleerlingen_2;PercentageGeslaagdeExamenkandidaten_3
44;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Totaal generatie;Utrecht;2003/'04;1140.0;80.0;88.0
45;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Totaal generatie;Utrecht;2004/'05;1100.0;79.0;88.0
46;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Totaal generatie;Utrecht;2005/'06;1230.0;75.0;88.0
47;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Totaal generatie;Utrecht;2006/'07*;1300.0;81.0;91.0
48;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Totaal generatie;Regiokenmerken onbekend;2003/'04;430.0;;
49;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Totaal generatie;Regiokenmerken onbekend;2004/'05;430.0;;
50;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Totaal generatie;Regiokenmerken onbekend;2005/'06;60.0;77.0;92.0
51;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Totaal generatie;Regiokenmerken onbekend;2006/'07*;30.0;79.0;85.0
52;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Nederland;2003/'04;7150.0;74.0;88.0
53;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Nederland;2004/'05;7230.0;74.0;88.0
54;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Nederland;2005/'06;6790.0;82.0;91.0
55;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Nederland;2006/'07*;6510.0;82.0;90.0
56;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Vier grote gemeenten (G4);2003/'04;2260.0;74.0;86.0
57;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Vier grote gemeenten (G4);2004/'05;2140.0;70.0;86.0
58;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Vier grote gemeenten (G4);2005/'06;1930.0;78.0;89.0
59;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Vier grote gemeenten (G4);2006/'07*;1750.0;79.0;89.0
60;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Gemeenten >= 100.000 inwoners (excl. G4);2003/'04;1490.0;72.0;88.0
61;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Gemeenten >= 100.000 inwoners (excl. G4);2004/'05;1470.0;76.0;89.0
62;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Gemeenten >= 100.000 inwoners (excl. G4);2005/'06;1400.0;77.0;89.0
63;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Gemeenten >= 100.000 inwoners (excl. G4);2006/'07*;1320.0;77.0;90.0
64;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Gemeenten < 100.000 inwoners;2003/'04;3310.0;76.0;90.0
65;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Gemeenten < 100.000 inwoners;2004/'05;3540.0;77.0;89.0
66;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Gemeenten < 100.000 inwoners;2005/'06;3440.0;86.0;92.0
67;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Gemeenten < 100.000 inwoners;2006/'07*;3430.0;86.0;91.0
68;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Noord-Nederland;2003/'04;410.0;68.0;89.0
69;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Noord-Nederland;2004/'05;440.0;71.0;90.0
70;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Noord-Nederland;2005/'06;470.0;79.0;91.0
71;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Noord-Nederland;2006/'07*;460.0;83.0;90.0
72;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Oost-Nederland;2003/'04;1270.0;74.0;90.0
73;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Oost-Nederland;2004/'05;1310.0;78.0;89.0
74;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Oost-Nederland;2005/'06;1230.0;76.0;90.0
75;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Oost-Nederland;2006/'07*;1220.0;78.0;91.0
76;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;West-Nederland;2003/'04;4100.0;75.0;87.0
77;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;West-Nederland;2004/'05;4140.0;73.0;88.0
78;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;West-Nederland;2005/'06;3890.0;82.0;90.0
79;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;West-Nederland;2006/'07*;3620.0;82.0;90.0
80;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Zuid-Nederland;2003/'04;1270.0;77.0;90.0
81;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Zuid-Nederland;2004/'05;1250.0;76.0;89.0
82;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Zuid-Nederland;2005/'06;1180.0;87.0;93.0
83;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Zuid-Nederland;2006/'07*;1210.0;86.0;92.0
84;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Amsterdam;2003/'04;920.0;70.0;86.0
85;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Amsterdam;2004/'05;930.0;64.0;83.0
86;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Amsterdam;2005/'06;860.0;73.0;89.0
87;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Amsterdam;2006/'07*;740.0;73.0;86.0
88;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Rotterdam;2003/'04;690.0;78.0;87.0
89;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Rotterdam;2004/'05;600.0;81.0;88.0
90;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Rotterdam;2005/'06;520.0;82.0;87.0
91;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Rotterdam;2006/'07*;500.0;83.0;91.0
92;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;'s-Gravenhage;2003/'04;480.0;76.0;86.0
93;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;'s-Gravenhage;2004/'05;490.0;68.0;87.0
94;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;'s-Gravenhage;2005/'06;430.0;85.0;91.0
95;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;'s-Gravenhage;2006/'07*;400.0;86.0;90.0
96;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Utrecht;2003/'04;180.0;71.0;82.0
97;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Utrecht;2004/'05;130.0;72.0;86.0
98;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Utrecht;2005/'06;120.0;69.0;86.0
99;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Utrecht;2006/'07*;120.0;71.0;90.0
100;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Regiokenmerken onbekend;2003/'04;90.0;;
101;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Regiokenmerken onbekend;2004/'05;80.0;;
102;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Regiokenmerken onbekend;2005/'06;20.0;72.0;87.0
103;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;1e generatie;Regiokenmerken onbekend;2006/'07*;;;
104;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Nederland;2003/'04;16920.0;82.0;91.0
105;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Nederland;2004/'05;17440.0;80.0;90.0
106;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Nederland;2005/'06;18490.0;85.0;91.0
107;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Nederland;2006/'07*;19250.0;85.0;91.0
108;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Vier grote gemeenten (G4);2003/'04;5540.0;79.0;88.0
109;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Vier grote gemeenten (G4);2004/'05;5550.0;74.0;87.0
110;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Vier grote gemeenten (G4);2005/'06;5990.0;83.0;89.0
111;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Vier grote gemeenten (G4);2006/'07*;6230.0;82.0;89.0
112;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Gemeenten >= 100.000 inwoners (excl. G4);2003/'04;3570.0;81.0;92.0
113;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Gemeenten >= 100.000 inwoners (excl. G4);2004/'05;3700.0;81.0;91.0
114;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Gemeenten >= 100.000 inwoners (excl. G4);2005/'06;3940.0;80.0;89.0
115;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Gemeenten >= 100.000 inwoners (excl. G4);2006/'07*;4110.0;80.0;90.0
116;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Gemeenten < 100.000 inwoners;2003/'04;7750.0;85.0;93.0
117;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Gemeenten < 100.000 inwoners;2004/'05;8100.0;83.0;92.0
118;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Gemeenten < 100.000 inwoners;2005/'06;8560.0;88.0;93.0
119;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Gemeenten < 100.000 inwoners;2006/'07*;8920.0;89.0;93.0
120;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Noord-Nederland;2003/'04;760.0;75.0;91.0
121;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Noord-Nederland;2004/'05;760.0;78.0;93.0
122;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Noord-Nederland;2005/'06;880.0;87.0;96.0
123;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Noord-Nederland;2006/'07*;860.0;87.0;94.0
124;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Oost-Nederland;2003/'04;2830.0;82.0;92.0
125;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Oost-Nederland;2004/'05;3000.0;85.0;91.0
126;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Oost-Nederland;2005/'06;3060.0;80.0;91.0
127;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Oost-Nederland;2006/'07*;3210.0;79.0;91.0
128;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;West-Nederland;2003/'04;10310.0;81.0;90.0
129;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;West-Nederland;2004/'05;10530.0;78.0;89.0
130;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;West-Nederland;2005/'06;11460.0;85.0;90.0
131;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;West-Nederland;2006/'07*;11940.0;85.0;90.0
132;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Zuid-Nederland;2003/'04;2960.0;86.0;93.0
133;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Zuid-Nederland;2004/'05;3070.0;83.0;93.0
134;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Zuid-Nederland;2005/'06;3090.0;89.0;93.0
135;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Zuid-Nederland;2006/'07*;3240.0;89.0;93.0
136;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Amsterdam;2003/'04;2170.0;78.0;91.0
137;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Amsterdam;2004/'05;2060.0;75.0;89.0
138;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Amsterdam;2005/'06;2210.0;81.0;90.0
139;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Amsterdam;2006/'07*;2310.0;81.0;89.0
140;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Rotterdam;2003/'04;1780.0;79.0;86.0
141;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Rotterdam;2004/'05;1800.0;77.0;85.0
142;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Rotterdam;2005/'06;1890.0;85.0;88.0
143;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Rotterdam;2006/'07*;2070.0;83.0;87.0
144;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;'s-Gravenhage;2003/'04;1100.0;80.0;87.0
145;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;'s-Gravenhage;2004/'05;1180.0;70.0;89.0
146;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;'s-Gravenhage;2005/'06;1290.0;87.0;91.0
147;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;'s-Gravenhage;2006/'07*;1220.0;87.0;90.0
148;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Utrecht;2003/'04;490.0;77.0;84.0
149;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Utrecht;2004/'05;520.0;73.0;84.0
150;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Utrecht;2005/'06;600.0;72.0;84.0
151;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Utrecht;2006/'07*;620.0;76.0;89.0
152;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Regiokenmerken onbekend;2003/'04;70.0;;
153;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Regiokenmerken onbekend;2004/'05;80.0;;
154;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Regiokenmerken onbekend;2005/'06;;;
155;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;2e generatie;Regiokenmerken onbekend;2006/'07*;;;
156;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Nederland;2003/'04;78410.0;89.0;96.0
157;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Nederland;2004/'05;76630.0;89.0;96.0
158;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Nederland;2005/'06;84320.0;92.0;96.0
159;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Nederland;2006/'07*;84590.0;92.0;96.0
160;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Vier grote gemeenten (G4);2003/'04;3560.0;83.0;94.0
161;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Vier grote gemeenten (G4);2004/'05;3430.0;82.0;95.0
162;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Vier grote gemeenten (G4);2005/'06;4010.0;85.0;94.0
163;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Vier grote gemeenten (G4);2006/'07*;4090.0;89.0;94.0
164;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Gemeenten >= 100.000 inwoners (excl. G4);2003/'04;12510.0;87.0;95.0
165;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Gemeenten >= 100.000 inwoners (excl. G4);2004/'05;11970.0;87.0;95.0
166;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Gemeenten >= 100.000 inwoners (excl. G4);2005/'06;13090.0;87.0;95.0
167;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Gemeenten >= 100.000 inwoners (excl. G4);2006/'07*;13280.0;86.0;95.0
168;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Gemeenten < 100.000 inwoners;2003/'04;62080.0;91.0;96.0
169;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Gemeenten < 100.000 inwoners;2004/'05;60970.0;90.0;96.0
170;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Gemeenten < 100.000 inwoners;2005/'06;67180.0;93.0;97.0
171;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Gemeenten < 100.000 inwoners;2006/'07*;67210.0;94.0;96.0
172;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Noord-Nederland;2003/'04;10140.0;87.0;96.0
173;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Noord-Nederland;2004/'05;9740.0;87.0;96.0
174;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Noord-Nederland;2005/'06;10780.0;91.0;96.0
175;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Noord-Nederland;2006/'07*;10750.0;91.0;96.0
176;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Oost-Nederland;2003/'04;20210.0;92.0;96.0
177;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Oost-Nederland;2004/'05;19410.0;91.0;96.0
178;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Oost-Nederland;2005/'06;21070.0;90.0;97.0
179;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Oost-Nederland;2006/'07*;21020.0;90.0;96.0
180;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;West-Nederland;2003/'04;29430.0;89.0;96.0
181;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;West-Nederland;2004/'05;29370.0;88.0;96.0
182;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;West-Nederland;2005/'06;33600.0;91.0;96.0
183;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;West-Nederland;2006/'07*;33830.0;93.0;95.0
184;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Zuid-Nederland;2003/'04;18360.0;90.0;96.0
185;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Zuid-Nederland;2004/'05;17850.0;89.0;96.0
186;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Zuid-Nederland;2005/'06;18820.0;94.0;97.0
187;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Zuid-Nederland;2006/'07*;18970.0;94.0;96.0
188;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Amsterdam;2003/'04;850.0;78.0;94.0
189;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Amsterdam;2004/'05;770.0;72.0;94.0
190;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Amsterdam;2005/'06;980.0;85.0;94.0
191;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Amsterdam;2006/'07*;950.0;86.0;93.0
192;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Rotterdam;2003/'04;1290.0;86.0;95.0
193;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Rotterdam;2004/'05;1240.0;88.0;96.0
194;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Rotterdam;2005/'06;1460.0;85.0;95.0
195;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;Rotterdam;2006/'07*;1490.0;90.0;94.0
196;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;'s-Gravenhage;2003/'04;940.0;83.0;92.0
197;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;'s-Gravenhage;2004/'05;970.0;78.0;93.0
198;Woongemeente;Vmbo;Totaal mannen en vrouwen;0;Autochtoon of herkomst onbekend;'s-Gravenhage;2005/'06;1060.0;87.0;94.0
