ID;KenmerkenDeelnemers;KenmerkenOpleidingen;Perioden;Deelnemers_1
1755;Oost-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2008;39.0
1756;Oost-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2009;39.0
1757;Oost-Nederland (LD);Opleidingsniveau HO eerste trap;2003;23.0
1758;Oost-Nederland (LD);Opleidingsniveau HO eerste trap;2004;25.0
1759;Oost-Nederland (LD);Opleidingsniveau HO eerste trap;2005;26.0
1760;Oost-Nederland (LD);Opleidingsniveau HO eerste trap;2006;27.0
1761;Oost-Nederland (LD);Opleidingsniveau HO eerste trap;2007;28.0
1762;Oost-Nederland (LD);Opleidingsniveau HO eerste trap;2008;30.0
1763;Oost-Nederland (LD);Opleidingsniveau HO eerste trap;2009;29.0
1764;Oost-Nederland (LD);Opleidingsniveau HO tweede trap;2003;6.0
1765;Oost-Nederland (LD);Opleidingsniveau HO tweede trap;2004;7.0
1766;Oost-Nederland (LD);Opleidingsniveau HO tweede trap;2005;6.0
1767;Oost-Nederland (LD);Opleidingsniveau HO tweede trap;2006;6.0
1768;Oost-Nederland (LD);Opleidingsniveau HO tweede trap;2007;7.0
1769;Oost-Nederland (LD);Opleidingsniveau HO tweede trap;2008;6.0
1770;Oost-Nederland (LD);Opleidingsniveau HO tweede trap;2009;7.0
1771;Oost-Nederland (LD);Opleidingsniveau HO derde trap;2003;4.0
1772;Oost-Nederland (LD);Opleidingsniveau HO derde trap;2004;3.0
1773;Oost-Nederland (LD);Opleidingsniveau HO derde trap;2005;4.0
1774;Oost-Nederland (LD);Opleidingsniveau HO derde trap;2006;3.0
1775;Oost-Nederland (LD);Opleidingsniveau HO derde trap;2007;3.0
1776;Oost-Nederland (LD);Opleidingsniveau HO derde trap;2008;3.0
1777;Oost-Nederland (LD);Opleidingsniveau HO derde trap;2009;3.0
1778;Oost-Nederland (LD);Lesuren per week 6 uur of minder;2003;70.0
1779;Oost-Nederland (LD);Lesuren per week 6 uur of minder;2004;70.0
1780;Oost-Nederland (LD);Lesuren per week 6 uur of minder;2005;71.0
1781;Oost-Nederland (LD);Lesuren per week 6 uur of minder;2006;76.0
1782;Oost-Nederland (LD);Lesuren per week 6 uur of minder;2007;75.0
1783;Oost-Nederland (LD);Lesuren per week 6 uur of minder;2008;73.0
1784;Oost-Nederland (LD);Lesuren per week 6 uur of minder;2009;74.0
1785;Oost-Nederland (LD);Lesuren per week 7-12 uur;2003;19.0
1786;Oost-Nederland (LD);Lesuren per week 7-12 uur;2004;20.0
1787;Oost-Nederland (LD);Lesuren per week 7-12 uur;2005;20.0
1788;Oost-Nederland (LD);Lesuren per week 7-12 uur;2006;16.0
1789;Oost-Nederland (LD);Lesuren per week 7-12 uur;2007;17.0
1790;Oost-Nederland (LD);Lesuren per week 7-12 uur;2008;19.0
1791;Oost-Nederland (LD);Lesuren per week 7-12 uur;2009;18.0
1792;Oost-Nederland (LD);Lesuren per week 13-18 uur;2003;4.0
1793;Oost-Nederland (LD);Lesuren per week 13-18 uur;2004;4.0
1794;Oost-Nederland (LD);Lesuren per week 13-18 uur;2005;4.0
1795;Oost-Nederland (LD);Lesuren per week 13-18 uur;2006;3.0
1796;Oost-Nederland (LD);Lesuren per week 13-18 uur;2007;3.0
1797;Oost-Nederland (LD);Lesuren per week 13-18 uur;2008;3.0
1798;Oost-Nederland (LD);Lesuren per week 13-18 uur;2009;3.0
1799;Oost-Nederland (LD);Lesuren per week 19-24 uur;2003;3.0
1800;Oost-Nederland (LD);Lesuren per week 19-24 uur;2004;2.0
1801;Oost-Nederland (LD);Lesuren per week 19-24 uur;2005;2.0
1802;Oost-Nederland (LD);Lesuren per week 19-24 uur;2006;2.0
1803;Oost-Nederland (LD);Lesuren per week 19-24 uur;2007;2.0
1804;Oost-Nederland (LD);Lesuren per week 19-24 uur;2008;2.0
1805;Oost-Nederland (LD);Lesuren per week 19-24 uur;2009;2.0
1806;Oost-Nederland (LD);Lesuren per week 25 uur of meer;2003;4.0
1807;Oost-Nederland (LD);Lesuren per week 25 uur of meer;2004;4.0
1808;Oost-Nederland (LD);Lesuren per week 25 uur of meer;2005;3.0
1809;Oost-Nederland (LD);Lesuren per week 25 uur of meer;2006;3.0
1810;Oost-Nederland (LD);Lesuren per week 25 uur of meer;2007;3.0
1811;Oost-Nederland (LD);Lesuren per week 25 uur of meer;2008;3.0
1812;Oost-Nederland (LD);Lesuren per week 25 uur of meer;2009;3.0
1813;Oost-Nederland (LD);Schriftelijk;2003;13.0
1814;Oost-Nederland (LD);Schriftelijk;2004;13.0
1815;Oost-Nederland (LD);Schriftelijk;2005;13.0
1816;Oost-Nederland (LD);Schriftelijk;2006;13.0
1817;Oost-Nederland (LD);Schriftelijk;2007;13.0
1818;Oost-Nederland (LD);Schriftelijk;2008;11.0
1819;Oost-Nederland (LD);Schriftelijk;2009;11.0
1820;West-Nederland (LD);Opleidingsduur 1 week of korter;2003;21.0
1821;West-Nederland (LD);Opleidingsduur 1 week of korter;2004;21.0
1822;West-Nederland (LD);Opleidingsduur 1 week of korter;2005;21.0
1823;West-Nederland (LD);Opleidingsduur 1 week of korter;2006;19.0
1824;West-Nederland (LD);Opleidingsduur 1 week of korter;2007;20.0
1825;West-Nederland (LD);Opleidingsduur 1 week of korter;2008;21.0
1826;West-Nederland (LD);Opleidingsduur 1 week of korter;2009;22.0
1827;West-Nederland (LD);Opleidingsduur 1 tot 4 weken;2003;6.0
1828;West-Nederland (LD);Opleidingsduur 1 tot 4 weken;2004;6.0
1829;West-Nederland (LD);Opleidingsduur 1 tot 4 weken;2005;6.0
1830;West-Nederland (LD);Opleidingsduur 1 tot 4 weken;2006;6.0
1831;West-Nederland (LD);Opleidingsduur 1 tot 4 weken;2007;6.0
1832;West-Nederland (LD);Opleidingsduur 1 tot 4 weken;2008;6.0
1833;West-Nederland (LD);Opleidingsduur 1 tot 4 weken;2009;6.0
1834;West-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2003;11.0
1835;West-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2004;11.0
1836;West-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2005;12.0
1837;West-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2006;12.0
1838;West-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2007;12.0
1839;West-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2008;12.0
1840;West-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2009;12.0
1841;West-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2003;13.0
1842;West-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2004;13.0
1843;West-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2005;14.0
1844;West-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2006;13.0
1845;West-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2007;12.0
1846;West-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2008;12.0
1847;West-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2009;12.0
1848;West-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2003;13.0
1849;West-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2004;12.0
1850;West-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2005;12.0
1851;West-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2006;12.0
1852;West-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2007;12.0
1853;West-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2008;12.0
1854;West-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2009;12.0
1855;West-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2003;12.0
1856;West-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2004;15.0
1857;West-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2005;15.0
1858;West-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2006;15.0
1859;West-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2007;14.0
1860;West-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2008;14.0
1861;West-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2009;14.0
1862;West-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2003;8.0
1863;West-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2004;7.0
1864;West-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2005;6.0
1865;West-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2006;7.0
1866;West-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2007;7.0
1867;West-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2008;7.0
1868;West-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2009;7.0
1869;West-Nederland (LD);Opleidingsduur langer dan 3 jaar;2003;15.0
1870;West-Nederland (LD);Opleidingsduur langer dan 3 jaar;2004;16.0
1871;West-Nederland (LD);Opleidingsduur langer dan 3 jaar;2005;14.0
1872;West-Nederland (LD);Opleidingsduur langer dan 3 jaar;2006;16.0
1873;West-Nederland (LD);Opleidingsduur langer dan 3 jaar;2007;16.0
1874;West-Nederland (LD);Opleidingsduur langer dan 3 jaar;2008;15.0
1875;West-Nederland (LD);Opleidingsduur langer dan 3 jaar;2009;15.0
1876;West-Nederland (LD);Bedrijfsopleiding;2003;31.0
1877;West-Nederland (LD);Bedrijfsopleiding;2004;31.0
1878;West-Nederland (LD);Bedrijfsopleiding;2005;31.0
1879;West-Nederland (LD);Bedrijfsopleiding;2006;31.0
1880;West-Nederland (LD);Bedrijfsopleiding;2007;31.0
1881;West-Nederland (LD);Bedrijfsopleiding;2008;31.0
1882;West-Nederland (LD);Bedrijfsopleiding;2009;30.0
1883;West-Nederland (LD);Studieverlof;2003;
1884;West-Nederland (LD);Studieverlof;2004;
1885;West-Nederland (LD);Studieverlof;2005;
1886;West-Nederland (LD);Studieverlof;2006;
1887;West-Nederland (LD);Studieverlof;2007;
1888;West-Nederland (LD);Studieverlof;2008;
1889;West-Nederland (LD);Studieverlof;2009;
1890;West-Nederland (LD);Sector alpha;2003;19.0
1891;West-Nederland (LD);Sector alpha;2004;18.0
1892;West-Nederland (LD);Sector alpha;2005;20.0
1893;West-Nederland (LD);Sector alpha;2006;22.0
1894;West-Nederland (LD);Sector alpha;2007;20.0
1895;West-Nederland (LD);Sector alpha;2008;18.0
1896;West-Nederland (LD);Sector alpha;2009;19.0
1897;West-Nederland (LD);Sector beta;2003;21.0
1898;West-Nederland (LD);Sector beta;2004;24.0
1899;West-Nederland (LD);Sector beta;2005;23.0
1900;West-Nederland (LD);Sector beta;2006;21.0
1901;West-Nederland (LD);Sector beta;2007;21.0
1902;West-Nederland (LD);Sector beta;2008;20.0
1903;West-Nederland (LD);Sector beta;2009;21.0
1904;West-Nederland (LD);Sector economisch;2003;39.0
1905;West-Nederland (LD);Sector economisch;2004;36.0
1906;West-Nederland (LD);Sector economisch;2005;37.0
1907;West-Nederland (LD);Sector economisch;2006;37.0
1908;West-Nederland (LD);Sector economisch;2007;37.0
1909;West-Nederland (LD);Sector economisch;2008;37.0
1910;West-Nederland (LD);Sector economisch;2009;37.0
1911;West-Nederland (LD);Sector sociaal;2003;21.0
1912;West-Nederland (LD);Sector sociaal;2004;22.0
1913;West-Nederland (LD);Sector sociaal;2005;20.0
1914;West-Nederland (LD);Sector sociaal;2006;20.0
1915;West-Nederland (LD);Sector sociaal;2007;22.0
1916;West-Nederland (LD);Sector sociaal;2008;24.0
1917;West-Nederland (LD);Sector sociaal;2009;23.0
1918;West-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2003;26.0
1919;West-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2004;22.0
1920;West-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2005;25.0
1921;West-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2006;25.0
1922;West-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2007;22.0
1923;West-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2008;20.0
1924;West-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2009;20.0
1925;West-Nederland (LD);Opleidingsniveau VO hogere trap;2003;39.0
1926;West-Nederland (LD);Opleidingsniveau VO hogere trap;2004;38.0
1927;West-Nederland (LD);Opleidingsniveau VO hogere trap;2005;35.0
1928;West-Nederland (LD);Opleidingsniveau VO hogere trap;2006;37.0
1929;West-Nederland (LD);Opleidingsniveau VO hogere trap;2007;37.0
1930;West-Nederland (LD);Opleidingsniveau VO hogere trap;2008;36.0
1931;West-Nederland (LD);Opleidingsniveau VO hogere trap;2009;36.0
1932;West-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2003;35.0
1933;West-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2004;40.0
1934;West-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2005;40.0
1935;West-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2006;38.0
1936;West-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2007;41.0
1937;West-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2008;44.0
1938;West-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2009;44.0
1939;West-Nederland (LD);Opleidingsniveau HO eerste trap;2003;23.0
1940;West-Nederland (LD);Opleidingsniveau HO eerste trap;2004;27.0
1941;West-Nederland (LD);Opleidingsniveau HO eerste trap;2005;28.0
1942;West-Nederland (LD);Opleidingsniveau HO eerste trap;2006;26.0
1943;West-Nederland (LD);Opleidingsniveau HO eerste trap;2007;28.0
1944;West-Nederland (LD);Opleidingsniveau HO eerste trap;2008;30.0
1945;West-Nederland (LD);Opleidingsniveau HO eerste trap;2009;30.0
1946;West-Nederland (LD);Opleidingsniveau HO tweede trap;2003;8.0
1947;West-Nederland (LD);Opleidingsniveau HO tweede trap;2004;8.0
1948;West-Nederland (LD);Opleidingsniveau HO tweede trap;2005;8.0
1949;West-Nederland (LD);Opleidingsniveau HO tweede trap;2006;8.0
1950;West-Nederland (LD);Opleidingsniveau HO tweede trap;2007;8.0
1951;West-Nederland (LD);Opleidingsniveau HO tweede trap;2008;9.0
1952;West-Nederland (LD);Opleidingsniveau HO tweede trap;2009;9.0
1953;West-Nederland (LD);Opleidingsniveau HO derde trap;2003;4.0
1954;West-Nederland (LD);Opleidingsniveau HO derde trap;2004;5.0
1955;West-Nederland (LD);Opleidingsniveau HO derde trap;2005;4.0
1956;West-Nederland (LD);Opleidingsniveau HO derde trap;2006;4.0
1957;West-Nederland (LD);Opleidingsniveau HO derde trap;2007;5.0
1958;West-Nederland (LD);Opleidingsniveau HO derde trap;2008;5.0
1959;West-Nederland (LD);Opleidingsniveau HO derde trap;2009;5.0
1960;West-Nederland (LD);Lesuren per week 6 uur of minder;2003;68.0
1961;West-Nederland (LD);Lesuren per week 6 uur of minder;2004;67.0
1962;West-Nederland (LD);Lesuren per week 6 uur of minder;2005;71.0
1963;West-Nederland (LD);Lesuren per week 6 uur of minder;2006;74.0
1964;West-Nederland (LD);Lesuren per week 6 uur of minder;2007;73.0
1965;West-Nederland (LD);Lesuren per week 6 uur of minder;2008;72.0
1966;West-Nederland (LD);Lesuren per week 6 uur of minder;2009;72.0
1967;West-Nederland (LD);Lesuren per week 7-12 uur;2003;20.0
1968;West-Nederland (LD);Lesuren per week 7-12 uur;2004;21.0
1969;West-Nederland (LD);Lesuren per week 7-12 uur;2005;19.0
1970;West-Nederland (LD);Lesuren per week 7-12 uur;2006;17.0
1971;West-Nederland (LD);Lesuren per week 7-12 uur;2007;19.0
1972;West-Nederland (LD);Lesuren per week 7-12 uur;2008;20.0
1973;West-Nederland (LD);Lesuren per week 7-12 uur;2009;20.0
1974;West-Nederland (LD);Lesuren per week 13-18 uur;2003;5.0
1975;West-Nederland (LD);Lesuren per week 13-18 uur;2004;5.0
1976;West-Nederland (LD);Lesuren per week 13-18 uur;2005;4.0
1977;West-Nederland (LD);Lesuren per week 13-18 uur;2006;3.0
1978;West-Nederland (LD);Lesuren per week 13-18 uur;2007;3.0
1979;West-Nederland (LD);Lesuren per week 13-18 uur;2008;4.0
1980;West-Nederland (LD);Lesuren per week 13-18 uur;2009;3.0
1981;West-Nederland (LD);Lesuren per week 19-24 uur;2003;3.0
1982;West-Nederland (LD);Lesuren per week 19-24 uur;2004;3.0
1983;West-Nederland (LD);Lesuren per week 19-24 uur;2005;3.0
1984;West-Nederland (LD);Lesuren per week 19-24 uur;2006;2.0
1985;West-Nederland (LD);Lesuren per week 19-24 uur;2007;2.0
1986;West-Nederland (LD);Lesuren per week 19-24 uur;2008;2.0
1987;West-Nederland (LD);Lesuren per week 19-24 uur;2009;2.0
1988;West-Nederland (LD);Lesuren per week 25 uur of meer;2003;5.0
1989;West-Nederland (LD);Lesuren per week 25 uur of meer;2004;5.0
1990;West-Nederland (LD);Lesuren per week 25 uur of meer;2005;4.0
1991;West-Nederland (LD);Lesuren per week 25 uur of meer;2006;3.0
1992;West-Nederland (LD);Lesuren per week 25 uur of meer;2007;3.0
1993;West-Nederland (LD);Lesuren per week 25 uur of meer;2008;3.0
1994;West-Nederland (LD);Lesuren per week 25 uur of meer;2009;3.0
1995;West-Nederland (LD);Schriftelijk;2003;12.0
1996;West-Nederland (LD);Schriftelijk;2004;12.0
1997;West-Nederland (LD);Schriftelijk;2005;12.0
1998;West-Nederland (LD);Schriftelijk;2006;12.0
1999;West-Nederland (LD);Schriftelijk;2007;12.0
2000;West-Nederland (LD);Schriftelijk;2008;12.0
2001;West-Nederland (LD);Schriftelijk;2009;12.0
2002;Zuid-Nederland (LD);Opleidingsduur 1 week of korter;2003;21.0
2003;Zuid-Nederland (LD);Opleidingsduur 1 week of korter;2004;20.0
2004;Zuid-Nederland (LD);Opleidingsduur 1 week of korter;2005;21.0
2005;Zuid-Nederland (LD);Opleidingsduur 1 week of korter;2006;22.0
2006;Zuid-Nederland (LD);Opleidingsduur 1 week of korter;2007;22.0
2007;Zuid-Nederland (LD);Opleidingsduur 1 week of korter;2008;23.0
2008;Zuid-Nederland (LD);Opleidingsduur 1 week of korter;2009;24.0
2009;Zuid-Nederland (LD);Opleidingsduur 1 tot 4 weken;2003;6.0
2010;Zuid-Nederland (LD);Opleidingsduur 1 tot 4 weken;2004;6.0
2011;Zuid-Nederland (LD);Opleidingsduur 1 tot 4 weken;2005;6.0
2012;Zuid-Nederland (LD);Opleidingsduur 1 tot 4 weken;2006;5.0
2013;Zuid-Nederland (LD);Opleidingsduur 1 tot 4 weken;2007;6.0
2014;Zuid-Nederland (LD);Opleidingsduur 1 tot 4 weken;2008;6.0
2015;Zuid-Nederland (LD);Opleidingsduur 1 tot 4 weken;2009;7.0
2016;Zuid-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2003;13.0
2017;Zuid-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2004;14.0
2018;Zuid-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2005;13.0
2019;Zuid-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2006;12.0
2020;Zuid-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2007;11.0
2021;Zuid-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2008;12.0
2022;Zuid-Nederland (LD);Opleidingsduur 1 tot 3 maanden;2009;11.0
2023;Zuid-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2003;13.0
2024;Zuid-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2004;14.0
2025;Zuid-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2005;13.0
2026;Zuid-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2006;13.0
2027;Zuid-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2007;13.0
2028;Zuid-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2008;12.0
2029;Zuid-Nederland (LD);Opleidingsduur 3 tot 6 maanden;2009;13.0
2030;Zuid-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2003;11.0
2031;Zuid-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2004;11.0
2032;Zuid-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2005;12.0
2033;Zuid-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2006;12.0
2034;Zuid-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2007;12.0
2035;Zuid-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2008;11.0
2036;Zuid-Nederland (LD);Opleidingsduur 6 tot 12 maanden;2009;11.0
2037;Zuid-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2003;13.0
2038;Zuid-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2004;14.0
2039;Zuid-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2005;14.0
2040;Zuid-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2006;14.0
2041;Zuid-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2007;13.0
2042;Zuid-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2008;13.0
2043;Zuid-Nederland (LD);Opleidingsduur 1 tot 2 jaar;2009;11.0
2044;Zuid-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2003;7.0
2045;Zuid-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2004;7.0
2046;Zuid-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2005;6.0
2047;Zuid-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2006;6.0
2048;Zuid-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2007;7.0
2049;Zuid-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2008;6.0
2050;Zuid-Nederland (LD);Opleidingsduur 2 tot 3 jaar;2009;7.0
2051;Zuid-Nederland (LD);Opleidingsduur langer dan 3 jaar;2003;15.0
2052;Zuid-Nederland (LD);Opleidingsduur langer dan 3 jaar;2004;15.0
2053;Zuid-Nederland (LD);Opleidingsduur langer dan 3 jaar;2005;14.0
2054;Zuid-Nederland (LD);Opleidingsduur langer dan 3 jaar;2006;16.0
2055;Zuid-Nederland (LD);Opleidingsduur langer dan 3 jaar;2007;16.0
2056;Zuid-Nederland (LD);Opleidingsduur langer dan 3 jaar;2008;16.0
2057;Zuid-Nederland (LD);Opleidingsduur langer dan 3 jaar;2009;16.0
2058;Zuid-Nederland (LD);Bedrijfsopleiding;2003;34.0
2059;Zuid-Nederland (LD);Bedrijfsopleiding;2004;34.0
2060;Zuid-Nederland (LD);Bedrijfsopleiding;2005;34.0
2061;Zuid-Nederland (LD);Bedrijfsopleiding;2006;34.0
2062;Zuid-Nederland (LD);Bedrijfsopleiding;2007;33.0
2063;Zuid-Nederland (LD);Bedrijfsopleiding;2008;34.0
2064;Zuid-Nederland (LD);Bedrijfsopleiding;2009;36.0
2065;Zuid-Nederland (LD);Studieverlof;2003;
2066;Zuid-Nederland (LD);Studieverlof;2004;
2067;Zuid-Nederland (LD);Studieverlof;2005;
2068;Zuid-Nederland (LD);Studieverlof;2006;
2069;Zuid-Nederland (LD);Studieverlof;2007;
2070;Zuid-Nederland (LD);Studieverlof;2008;
2071;Zuid-Nederland (LD);Studieverlof;2009;
2072;Zuid-Nederland (LD);Sector alpha;2003;18.0
2073;Zuid-Nederland (LD);Sector alpha;2004;22.0
2074;Zuid-Nederland (LD);Sector alpha;2005;22.0
2075;Zuid-Nederland (LD);Sector alpha;2006;20.0
2076;Zuid-Nederland (LD);Sector alpha;2007;18.0
2077;Zuid-Nederland (LD);Sector alpha;2008;19.0
2078;Zuid-Nederland (LD);Sector alpha;2009;19.0
2079;Zuid-Nederland (LD);Sector beta;2003;24.0
2080;Zuid-Nederland (LD);Sector beta;2004;24.0
2081;Zuid-Nederland (LD);Sector beta;2005;21.0
2082;Zuid-Nederland (LD);Sector beta;2006;21.0
2083;Zuid-Nederland (LD);Sector beta;2007;24.0
2084;Zuid-Nederland (LD);Sector beta;2008;24.0
2085;Zuid-Nederland (LD);Sector beta;2009;20.0
2086;Zuid-Nederland (LD);Sector economisch;2003;37.0
2087;Zuid-Nederland (LD);Sector economisch;2004;34.0
2088;Zuid-Nederland (LD);Sector economisch;2005;36.0
2089;Zuid-Nederland (LD);Sector economisch;2006;35.0
2090;Zuid-Nederland (LD);Sector economisch;2007;37.0
2091;Zuid-Nederland (LD);Sector economisch;2008;35.0
2092;Zuid-Nederland (LD);Sector economisch;2009;36.0
2093;Zuid-Nederland (LD);Sector sociaal;2003;22.0
2094;Zuid-Nederland (LD);Sector sociaal;2004;21.0
2095;Zuid-Nederland (LD);Sector sociaal;2005;21.0
2096;Zuid-Nederland (LD);Sector sociaal;2006;23.0
2097;Zuid-Nederland (LD);Sector sociaal;2007;21.0
2098;Zuid-Nederland (LD);Sector sociaal;2008;23.0
2099;Zuid-Nederland (LD);Sector sociaal;2009;25.0
2100;Zuid-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2003;28.0
2101;Zuid-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2004;27.0
2102;Zuid-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2005;30.0
2103;Zuid-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2006;31.0
2104;Zuid-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2007;26.0
2105;Zuid-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2008;25.0
2106;Zuid-Nederland (LD);Opleidingsniveau t/m VO lagere trap;2009;26.0
2107;Zuid-Nederland (LD);Opleidingsniveau VO hogere trap;2003;39.0
2108;Zuid-Nederland (LD);Opleidingsniveau VO hogere trap;2004;37.0
2109;Zuid-Nederland (LD);Opleidingsniveau VO hogere trap;2005;36.0
2110;Zuid-Nederland (LD);Opleidingsniveau VO hogere trap;2006;34.0
2111;Zuid-Nederland (LD);Opleidingsniveau VO hogere trap;2007;40.0
2112;Zuid-Nederland (LD);Opleidingsniveau VO hogere trap;2008;40.0
2113;Zuid-Nederland (LD);Opleidingsniveau VO hogere trap;2009;37.0
2114;Zuid-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2003;32.0
2115;Zuid-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2004;36.0
2116;Zuid-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2005;33.0
2117;Zuid-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2006;34.0
2118;Zuid-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2007;34.0
2119;Zuid-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2008;35.0
2120;Zuid-Nederland (LD);Opleidingsniveau hoger onderwijs totaal;2009;38.0
2121;Zuid-Nederland (LD);Opleidingsniveau HO eerste trap;2003;23.0
2122;Zuid-Nederland (LD);Opleidingsniveau HO eerste trap;2004;26.0
2123;Zuid-Nederland (LD);Opleidingsniveau HO eerste trap;2005;24.0
2124;Zuid-Nederland (LD);Opleidingsniveau HO eerste trap;2006;23.0
2125;Zuid-Nederland (LD);Opleidingsniveau HO eerste trap;2007;24.0
2126;Zuid-Nederland (LD);Opleidingsniveau HO eerste trap;2008;26.0
2127;Zuid-Nederland (LD);Opleidingsniveau HO eerste trap;2009;28.0
2128;Zuid-Nederland (LD);Opleidingsniveau HO tweede trap;2003;6.0
2129;Zuid-Nederland (LD);Opleidingsniveau HO tweede trap;2004;7.0
2130;Zuid-Nederland (LD);Opleidingsniveau HO tweede trap;2005;6.0
2131;Zuid-Nederland (LD);Opleidingsniveau HO tweede trap;2006;8.0
2132;Zuid-Nederland (LD);Opleidingsniveau HO tweede trap;2007;7.0
2133;Zuid-Nederland (LD);Opleidingsniveau HO tweede trap;2008;6.0
2134;Zuid-Nederland (LD);Opleidingsniveau HO tweede trap;2009;7.0
2135;Zuid-Nederland (LD);Opleidingsniveau HO derde trap;2003;3.0
