ID;Populatie;Gemeenten;Schoolsoorten;Herkomst;Perioden;LeerlingenInHetExamenjaar_1;GeslaagdenInVanExamenjaar_2;GeslaagdenInVanGeslAfgewezenen_3
1355;Woongemeente;Almelo;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;;;
1356;Woongemeente;Almelo;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;;;
1357;Woongemeente;Almelo;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;;;
1358;Woongemeente;Almelo;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;10.0;92.0;100.0
1359;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;80.0;92.0;96.0
1360;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Autochtonen;2003/'04;70.0;94.0;100.0
1361;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;10.0;73.0;73.0
1362;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Westerse allochtonen;2003/'04;;;
1363;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Turken;2003/'04;;;
1364;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Marokkanen;2003/'04;;;
1365;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Surinamers;2003/'04;;;
1366;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
1367;Woongemeente;Almelo;Vmbo kaderberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1368;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;170.0;83.0;91.0
1369;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Autochtonen;2003/'04;100.0;85.0;96.0
1370;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;60.0;79.0;85.0
1371;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Westerse allochtonen;2003/'04;10.0;75.0;82.0
1372;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Turken;2003/'04;50.0;76.0;81.0
1373;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Marokkanen;2003/'04;;;
1374;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Surinamers;2003/'04;;;
1375;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
1376;Woongemeente;Almelo;Vmbo basisberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;10.0;91.0;100.0
1377;Woongemeente;Almere;Vwo;Totaal herkomstgroeperingen;2003/'04;250.0;88.0;92.0
1378;Woongemeente;Almere;Vwo;Autochtonen;2003/'04;180.0;91.0;94.0
1379;Woongemeente;Almere;Vwo;Niet-westerse allochtonen;2003/'04;40.0;77.0;85.0
1380;Woongemeente;Almere;Vwo;Westerse allochtonen;2003/'04;20.0;83.0;87.0
1381;Woongemeente;Almere;Vwo;Turken;2003/'04;;;
1382;Woongemeente;Almere;Vwo;Marokkanen;2003/'04;;;
1383;Woongemeente;Almere;Vwo;Surinamers;2003/'04;20.0;82.0;82.0
1384;Woongemeente;Almere;Vwo;Antillianen en Arubanen;2003/'04;;;
1385;Woongemeente;Almere;Vwo;Overig niet-westerse allochtonen;2003/'04;20.0;78.0;93.0
1386;Woongemeente;Almere;Havo;Totaal herkomstgroeperingen;2003/'04;410.0;89.0;92.0
1387;Woongemeente;Almere;Havo;Autochtonen;2003/'04;270.0;91.0;94.0
1388;Woongemeente;Almere;Havo;Niet-westerse allochtonen;2003/'04;100.0;84.0;87.0
1389;Woongemeente;Almere;Havo;Westerse allochtonen;2003/'04;40.0;81.0;89.0
1390;Woongemeente;Almere;Havo;Turken;2003/'04;;;
1391;Woongemeente;Almere;Havo;Marokkanen;2003/'04;;;
1392;Woongemeente;Almere;Havo;Surinamers;2003/'04;50.0;88.0;89.0
1393;Woongemeente;Almere;Havo;Antillianen en Arubanen;2003/'04;20.0;73.0;85.0
1394;Woongemeente;Almere;Havo;Overig niet-westerse allochtonen;2003/'04;30.0;80.0;83.0
1395;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Totaal herkomstgroeperingen;2003/'04;1520.0;88.0;94.0
1396;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Autochtonen;2003/'04;970.0;90.0;95.0
1397;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Niet-westerse allochtonen;2003/'04;460.0;84.0;92.0
1398;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Westerse allochtonen;2003/'04;100.0;88.0;95.0
1399;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Turken;2003/'04;20.0;76.0;94.0
1400;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Marokkanen;2003/'04;40.0;76.0;90.0
1401;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Surinamers;2003/'04;230.0;84.0;90.0
1402;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;60.0;87.0;98.0
1403;Woongemeente;Almere;Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;110.0;84.0;94.0
1404;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;580.0;90.0;93.0
1405;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;380.0;91.0;94.0
1406;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;150.0;87.0;92.0
1407;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;50.0;87.0;92.0
1408;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Turken;2003/'04;;;
1409;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;10.0;91.0;100.0
1410;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;80.0;86.0;89.0
1411;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;10.0;93.0;93.0
1412;Woongemeente;Almere;Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;40.0;88.0;95.0
1413;Woongemeente;Almere;Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;500.0;89.0;93.0
1414;Woongemeente;Almere;Vmbo theoretische leerweg;Autochtonen;2003/'04;330.0;90.0;93.0
1415;Woongemeente;Almere;Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;120.0;89.0;92.0
1416;Woongemeente;Almere;Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;50.0;86.0;91.0
1417;Woongemeente;Almere;Vmbo theoretische leerweg;Turken;2003/'04;;;
1418;Woongemeente;Almere;Vmbo theoretische leerweg;Marokkanen;2003/'04;;;
1419;Woongemeente;Almere;Vmbo theoretische leerweg;Surinamers;2003/'04;60.0;88.0;90.0
1420;Woongemeente;Almere;Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;10.0;92.0;92.0
1421;Woongemeente;Almere;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;40.0;86.0;94.0
1422;Woongemeente;Almere;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;80.0;92.0;95.0
1423;Woongemeente;Almere;Vmbo gemengde leerweg;Autochtonen;2003/'04;50.0;96.0;96.0
1424;Woongemeente;Almere;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;30.0;81.0;91.0
1425;Woongemeente;Almere;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;;;
1426;Woongemeente;Almere;Vmbo gemengde leerweg;Turken;2003/'04;;;
1427;Woongemeente;Almere;Vmbo gemengde leerweg;Marokkanen;2003/'04;;;
1428;Woongemeente;Almere;Vmbo gemengde leerweg;Surinamers;2003/'04;20.0;76.0;87.0
1429;Woongemeente;Almere;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
1430;Woongemeente;Almere;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1431;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;940.0;87.0;95.0
1432;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;580.0;90.0;96.0
1433;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;310.0;82.0;92.0
1434;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;50.0;90.0;98.0
1435;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;20.0;73.0;92.0
1436;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;30.0;69.0;86.0
1437;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;150.0;84.0;90.0
1438;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;50.0;85.0;100.0
1439;Woongemeente;Almere;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;70.0;82.0;93.0
1440;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;440.0;91.0;95.0
1441;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Autochtonen;2003/'04;280.0;92.0;96.0
1442;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;130.0;86.0;93.0
1443;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Westerse allochtonen;2003/'04;30.0;93.0;96.0
1444;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Turken;2003/'04;;;
1445;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Marokkanen;2003/'04;10.0;73.0;89.0
1446;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Surinamers;2003/'04;60.0;87.0;92.0
1447;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;20.0;86.0;100.0
1448;Woongemeente;Almere;Vmbo kaderberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;30.0;93.0;93.0
1449;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;510.0;84.0;95.0
1450;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Autochtonen;2003/'04;310.0;87.0;96.0
1451;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;180.0;79.0;92.0
1452;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Westerse allochtonen;2003/'04;20.0;86.0;100.0
1453;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Turken;2003/'04;;;
1454;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Marokkanen;2003/'04;20.0;67.0;83.0
1455;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Surinamers;2003/'04;90.0;81.0;89.0
1456;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;20.0;83.0;100.0
1457;Woongemeente;Almere;Vmbo basisberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;40.0;75.0;94.0
1458;Woongemeente;Alphen aan den Rijn;Vwo;Totaal herkomstgroeperingen;2003/'04;150.0;91.0;92.0
1459;Woongemeente;Alphen aan den Rijn;Vwo;Autochtonen;2003/'04;120.0;92.0;93.0
1460;Woongemeente;Alphen aan den Rijn;Vwo;Niet-westerse allochtonen;2003/'04;20.0;88.0;93.0
1461;Woongemeente;Alphen aan den Rijn;Vwo;Westerse allochtonen;2003/'04;10.0;82.0;82.0
1462;Woongemeente;Alphen aan den Rijn;Vwo;Turken;2003/'04;;;
1463;Woongemeente;Alphen aan den Rijn;Vwo;Marokkanen;2003/'04;;;
1464;Woongemeente;Alphen aan den Rijn;Vwo;Surinamers;2003/'04;;;
1465;Woongemeente;Alphen aan den Rijn;Vwo;Antillianen en Arubanen;2003/'04;;;
1466;Woongemeente;Alphen aan den Rijn;Vwo;Overig niet-westerse allochtonen;2003/'04;;;
1467;Woongemeente;Alphen aan den Rijn;Havo;Totaal herkomstgroeperingen;2003/'04;240.0;87.0;90.0
1468;Woongemeente;Alphen aan den Rijn;Havo;Autochtonen;2003/'04;190.0;90.0;91.0
1469;Woongemeente;Alphen aan den Rijn;Havo;Niet-westerse allochtonen;2003/'04;30.0;68.0;81.0
1470;Woongemeente;Alphen aan den Rijn;Havo;Westerse allochtonen;2003/'04;20.0;82.0;86.0
1471;Woongemeente;Alphen aan den Rijn;Havo;Turken;2003/'04;;;
1472;Woongemeente;Alphen aan den Rijn;Havo;Marokkanen;2003/'04;;;
1473;Woongemeente;Alphen aan den Rijn;Havo;Surinamers;2003/'04;;;
1474;Woongemeente;Alphen aan den Rijn;Havo;Antillianen en Arubanen;2003/'04;;;
1475;Woongemeente;Alphen aan den Rijn;Havo;Overig niet-westerse allochtonen;2003/'04;10.0;69.0;82.0
1476;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Totaal herkomstgroeperingen;2003/'04;400.0;92.0;97.0
1477;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Autochtonen;2003/'04;310.0;93.0;98.0
1478;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Niet-westerse allochtonen;2003/'04;60.0;84.0;92.0
1479;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Westerse allochtonen;2003/'04;30.0;96.0;96.0
1480;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Turken;2003/'04;;;
1481;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Marokkanen;2003/'04;20.0;100.0;100.0
1482;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Surinamers;2003/'04;20.0;60.0;75.0
1483;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;10.0;90.0;100.0
1484;Woongemeente;Alphen aan den Rijn;Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;20.0;93.0;93.0
1485;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;170.0;93.0;95.0
1486;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;140.0;93.0;96.0
1487;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;20.0;90.0;90.0
1488;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;10.0;100.0;100.0
1489;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Turken;2003/'04;;;
1490;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;;;
1491;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;;;
1492;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
1493;Woongemeente;Alphen aan den Rijn;Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1494;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;140.0;93.0;95.0
1495;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Autochtonen;2003/'04;110.0;94.0;95.0
1496;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;20.0;89.0;89.0
1497;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;;;
1498;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Turken;2003/'04;;;
1499;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Marokkanen;2003/'04;;;
1500;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Surinamers;2003/'04;;;
1501;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;;;
1502;Woongemeente;Alphen aan den Rijn;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1503;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;30.0;91.0;97.0
1504;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Autochtonen;2003/'04;30.0;90.0;96.0
1505;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
1506;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;;;
1507;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Turken;2003/'04;;;
1508;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Marokkanen;2003/'04;;;
1509;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Surinamers;2003/'04;;;
1510;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
1511;Woongemeente;Alphen aan den Rijn;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1512;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;230.0;91.0;98.0
1513;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;170.0;93.0;99.0
1514;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;40.0;82.0;92.0
1515;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;20.0;94.0;94.0
1516;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;;;
1517;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;20.0;100.0;100.0
1518;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;10.0;58.0;78.0
1519;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;;;
1520;Woongemeente;Alphen aan den Rijn;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1521;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;90.0;93.0;99.0
1522;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Autochtonen;2003/'04;70.0;93.0;100.0
1523;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;20.0;94.0;94.0
1524;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Westerse allochtonen;2003/'04;;;
1525;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Turken;2003/'04;;;
1526;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Marokkanen;2003/'04;;;
1527;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Surinamers;2003/'04;;;
1528;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
1529;Woongemeente;Alphen aan den Rijn;Vmbo kaderberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1530;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;140.0;90.0;97.0
1531;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Autochtonen;2003/'04;100.0;94.0;99.0
1532;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;30.0;74.0;91.0
1533;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Westerse allochtonen;2003/'04;10.0;92.0;92.0
1534;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Turken;2003/'04;;;
1535;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Marokkanen;2003/'04;;;
1536;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Surinamers;2003/'04;;;
1537;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
1538;Woongemeente;Alphen aan den Rijn;Vmbo basisberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1539;Woongemeente;Alphen-Chaam;Vwo;Totaal herkomstgroeperingen;2003/'04;30.0;96.0;96.0
1540;Woongemeente;Alphen-Chaam;Vwo;Autochtonen;2003/'04;30.0;96.0;96.0
1541;Woongemeente;Alphen-Chaam;Vwo;Niet-westerse allochtonen;2003/'04;;;
1542;Woongemeente;Alphen-Chaam;Vwo;Westerse allochtonen;2003/'04;;;
1543;Woongemeente;Alphen-Chaam;Vwo;Turken;2003/'04;;;
1544;Woongemeente;Alphen-Chaam;Vwo;Marokkanen;2003/'04;;;
1545;Woongemeente;Alphen-Chaam;Vwo;Surinamers;2003/'04;;;
1546;Woongemeente;Alphen-Chaam;Vwo;Antillianen en Arubanen;2003/'04;;;
1547;Woongemeente;Alphen-Chaam;Vwo;Overig niet-westerse allochtonen;2003/'04;;;
1548;Woongemeente;Alphen-Chaam;Havo;Totaal herkomstgroeperingen;2003/'04;30.0;93.0;96.0
1549;Woongemeente;Alphen-Chaam;Havo;Autochtonen;2003/'04;20.0;96.0;100.0
1550;Woongemeente;Alphen-Chaam;Havo;Niet-westerse allochtonen;2003/'04;;;
1551;Woongemeente;Alphen-Chaam;Havo;Westerse allochtonen;2003/'04;;;
1552;Woongemeente;Alphen-Chaam;Havo;Turken;2003/'04;;;
1553;Woongemeente;Alphen-Chaam;Havo;Marokkanen;2003/'04;;;
1554;Woongemeente;Alphen-Chaam;Havo;Surinamers;2003/'04;;;
1555;Woongemeente;Alphen-Chaam;Havo;Antillianen en Arubanen;2003/'04;;;
1556;Woongemeente;Alphen-Chaam;Havo;Overig niet-westerse allochtonen;2003/'04;;;
1557;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Totaal herkomstgroeperingen;2003/'04;70.0;93.0;94.0
1558;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Autochtonen;2003/'04;60.0;92.0;94.0
1559;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Niet-westerse allochtonen;2003/'04;;;
1560;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Westerse allochtonen;2003/'04;;;
1561;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Turken;2003/'04;;;
1562;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Marokkanen;2003/'04;;;
1563;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Surinamers;2003/'04;;;
1564;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;;;
1565;Woongemeente;Alphen-Chaam;Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;;;
1566;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;50.0;90.0;92.0
1567;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;50.0;90.0;91.0
1568;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
1569;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;;;
1570;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Turken;2003/'04;;;
1571;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;;;
1572;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;;;
1573;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
1574;Woongemeente;Alphen-Chaam;Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1575;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;50.0;90.0;92.0
1576;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Autochtonen;2003/'04;50.0;90.0;91.0
1577;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;;;
1578;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;;;
1579;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Turken;2003/'04;;;
1580;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Marokkanen;2003/'04;;;
1581;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Surinamers;2003/'04;;;
1582;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;;;
1583;Woongemeente;Alphen-Chaam;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1584;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;;;
1585;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Autochtonen;2003/'04;;;
1586;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
1587;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;;;
1588;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Turken;2003/'04;;;
1589;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Marokkanen;2003/'04;;;
1590;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Surinamers;2003/'04;;;
1591;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
1592;Woongemeente;Alphen-Chaam;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
1593;Woongemeente;Alphen-Chaam;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;20.0;100.0;100.0
1594;Woongemeente;Alphen-Chaam;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;20.0;100.0;100.0
1595;Woongemeente;Alphen-Chaam;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;;;
1596;Woongemeente;Alphen-Chaam;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;;;
1597;Woongemeente;Alphen-Chaam;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;;;
