ID;TypeWoningen;Regio;Perioden;TotaleAantal_1;Voor1945_2;k_19451969_3;k_19701974_4;k_19751979_5;k_19801984_6;k_19851989_7;k_19901994_8;k_19951999_9;k_20002004_10;TotaleWaarde_11;Voor1945_12;k_19451969_13;k_19701974_14;k_19751979_15;k_19801984_16;k_19851989_17;k_19901994_18;k_19951999_19;k_20002004_20
47;Alle woningen;Noord-Nederland;1999;692;170;194;89;57.0;54.0;50.0;40.0;37.0;;59841;14976;16391;7605;5137.0;4662.0;4285.0;3590.0;3196.0;
48;Alle woningen;Noord-Nederland;2000;698;169;193;88;58.0;54.0;50.0;40.0;45.0;;62723;15513;16927;7873;5342.0;4847.0;4456.0;3733.0;4030.0;
49;Alle woningen;Noord-Nederland;2001;702;169;193;88;57.0;54.0;50.0;40.0;45.0;7.0;67951;16649;18130;8454;5746.0;5216.0;4795.0;4017.0;4328.0;614.0
50;Alle woningen;Noord-Nederland;2002;706;168;190;87;57.0;54.0;50.0;40.0;45.0;13.0;71997;17458;18935;8867;6033.0;5491.0;5050.0;4231.0;4558.0;1374.0
51;Alle woningen;Noord-Nederland;2003;711;168;189;87;58.0;54.0;50.0;40.0;45.0;20.0;80630;19355;20899;9844;6709.0;6105.0;5617.0;4700.0;5069.0;2332.0
52;Alle woningen;Oost-Nederland;1971;652;266;359;27;;;;;;;16729;7625;8463;642;;;;;;
53;Alle woningen;Oost-Nederland;1975;762;259;359;145;;;;;;;29025;11013;12632;5381;;;;;;
54;Alle woningen;Oost-Nederland;1980;864;248;358;145;113.0;;;;;;50327;16202;19338;8256;6529.0;;;;;
55;Alle woningen;Oost-Nederland;1981;888;246;358;145;113.0;26.0;;;;;55017;17118;20572;8789;6953.0;1587.0;;;;
56;Alle woningen;Oost-Nederland;1982;912;245;358;145;113.0;53.0;;;;;57017;17189;20761;8871;7016.0;3179.0;;;;
57;Alle woningen;Oost-Nederland;1983;939;243;357;145;113.0;80.0;;;;;57899;16939;20548;8783;6949.0;4683.0;;;;
58;Alle woningen;Oost-Nederland;1984;959;243;357;145;113.0;102.0;;;;;58546;16712;20338;8696;6880.0;5920.0;;;;
59;Alle woningen;Oost-Nederland;1985;985;241;357;145;113.0;129.0;;;;;59494;16483;20126;8606;6810.0;7466.0;;;;
60;Alle woningen;Oost-Nederland;1986;1007;241;356;145;113.0;129.0;23.0;;;;60787;16413;20113;8605;6810.0;7466.0;1377.0;;;
61;Alle woningen;Oost-Nederland;1987;1033;241;357;144;114.0;129.0;48.0;;;;62865;16546;20279;8691;6873.0;7543.0;2934.0;;;
62;Alle woningen;Oost-Nederland;1988;1056;239;356;144;114.0;129.0;74.0;;;;68130;17443;21463;9206;7280.0;7991.0;4747.0;;;
63;Alle woningen;Oost-Nederland;1989;1080;238;356;144;114.0;129.0;99.0;;;;71010;17687;21851;9378;7415.0;8136.0;6542.0;;;
64;Alle woningen;Oost-Nederland;1990;1104;238;356;144;114.0;129.0;123.0;;;;73375;16294;23193;9675;7590.0;8478.0;8144.0;;;
65;Alle woningen;Oost-Nederland;1991;1124;236;356;145;114.0;129.0;124.0;20.0;;;77371;16834;24016;10029;7869.0;8788.0;8443.0;1391.0;;
66;Alle woningen;Oost-Nederland;1992;1141;236;356;145;114.0;129.0;124.0;38.0;;;79907;17078;24416;10207;8007.0;8942.0;8592.0;2664.0;;
67;Alle woningen;Oost-Nederland;1993;1159;236;354;145;114.0;129.0;124.0;57.0;;;85298;17898;25631;10733;8418.0;9402.0;9034.0;4182.0;;
68;Alle woningen;Oost-Nederland;1994;1176;234;354;145;114.0;129.0;124.0;76.0;;;87991;18116;26018;10912;8556.0;9556.0;9184.0;5649.0;;
69;Alle woningen;Oost-Nederland;1995;1195;234;354;145;114.0;129.0;124.0;95.0;;;92960;18772;27025;11347;8899.0;9942.0;9554.0;7422.0;;
70;Alle woningen;Oost-Nederland;1996;1215;233;353;145;114.0;129.0;124.0;95.0;23.0;;96725;19133;27580;11610;9106.0;10174.0;9778.0;7596.0;1748.0;
71;Alle woningen;Oost-Nederland;1997;1234;232;352;145;114.0;129.0;124.0;95.0;44.0;;101919;19751;28568;12050;9453.0;10562.0;10151.0;7881.0;3501.0;
72;Alle woningen;Oost-Nederland;1998;1257;230;352;145;114.0;129.0;124.0;95.0;67.0;;108179;20534;29751;12579;9866.0;11016.0;10596.0;8229.0;5609.0;
73;Alle woningen;Oost-Nederland;1999;1277;230;352;145;114.0;129.0;124.0;96.0;89.0;;115938;21573;31370;13281;10419.0;11630.0;11189.0;8688.0;7790.0;
74;Alle woningen;Oost-Nederland;2000;1294;229;352;145;114.0;129.0;124.0;96.0;107.0;;122023;22318;32558;13803;10831.0;12090.0;11635.0;9032.0;9757.0;
75;Alle woningen;Oost-Nederland;2001;1309;227;350;145;114.0;129.0;124.0;96.0;106.0;16.0;132747;23921;34975;14848;11657.0;13011.0;12520.0;9722.0;10475.0;1619.0
76;Alle woningen;Oost-Nederland;2002;1322;227;350;145;113.0;129.0;124.0;96.0;106.0;32.0;141258;25082;36759;15640;12248.0;13692.0;13188.0;10240.0;11035.0;3371.0
77;Alle woningen;Oost-Nederland;2003;1334;225;349;145;113.0;129.0;124.0;96.0;106.0;46.0;158377;27736;40771;17383;13574.0;15220.0;14662.0;11387.0;12270.0;5374.0
78;Alle woningen;West-Nederland;1971;1930;1006;855;68;;;;;;;46047;25556;18930;1564;;;;;;
79;Alle woningen;West-Nederland;1975;2168;1003;856;312;;;;;;;76976;37875;28254;10846;;;;;;
80;Alle woningen;West-Nederland;1980;2368;967;853;311;237.0;;;;;;129158;56110;43297;16644;13106.0;;;;;
81;Alle woningen;West-Nederland;1981;2413;959;853;311;237.0;53.0;;;;;140161;59280;46076;17719;13954.0;3134.0;;;;
82;Alle woningen;West-Nederland;1982;2461;952;853;311;237.0;111.0;;;;;144076;59318;46504;17891;14088.0;6276.0;;;;
83;Alle woningen;West-Nederland;1983;2513;943;852;310;237.0;171.0;;;;;145355;58285;46035;17716;13951.0;9369.0;;;;
84;Alle woningen;West-Nederland;1984;2567;936;852;309;237.0;232.0;;;;;146765;57272;45570;17541;13814.0;12567.0;;;;
85;Alle woningen;West-Nederland;1985;2619;929;852;309;237.0;292.0;;;;;148053;56217;45103;17366;13670.0;15695.0;;;;
86;Alle woningen;West-Nederland;1986;2662;923;852;309;237.0;292.0;48.0;;;;150438;55858;45076;17365;13669.0;15689.0;2778.0;;;
87;Alle woningen;West-Nederland;1987;2702;915;851;309;236.0;292.0;98.0;;;;154167;55916;45477;17519;13798.0;15835.0;5624.0;;;
88;Alle woningen;West-Nederland;1988;2748;906;851;309;236.0;292.0;153.0;;;;166183;58740;48152;18553;14616.0;16774.0;9348.0;;;
89;Alle woningen;West-Nederland;1989;2796;899;849;309;236.0;292.0;211.0;;;;172239;59323;48985;18899;14888.0;17086.0;13056.0;;;
90;Alle woningen;West-Nederland;1990;2843;893;850;311;237.0;294.0;262.0;;;;176589;55179;51625;19430;15293.0;18456.0;16604.0;;;
91;Alle woningen;West-Nederland;1991;2884;886;848;311;237.0;294.0;262.0;47.0;;;185739;56829;53473;20143;15852.0;19136.0;17238.0;3068.0;;
92;Alle woningen;West-Nederland;1992;2920;878;848;311;237.0;294.0;263.0;88.0;;;191351;57378;54386;20504;16135.0;19479.0;17547.0;5920.0;;
93;Alle woningen;West-Nederland;1993;2953;874;847;311;237.0;294.0;263.0;127.0;;;203596;60022;57138;21551;16966.0;20479.0;18449.0;8988.0;;
94;Alle woningen;West-Nederland;1994;2985;867;847;311;237.0;295.0;263.0;167.0;;;209212;60573;58024;21906;17251.0;20823.0;18760.0;11877.0;;
95;Alle woningen;West-Nederland;1995;3016;861;845;310;237.0;295.0;263.0;206.0;;;219967;62565;60226;22776;17946.0;21670.0;19520.0;15265.0;;
96;Alle woningen;West-Nederland;1996;3052;856;844;310;237.0;295.0;263.0;206.0;40.0;;227750;63681;61538;23313;18370.0;22182.0;19985.0;15627.0;3057.0;
97;Alle woningen;West-Nederland;1997;3088;854;843;309;237.0;295.0;263.0;206.0;78.0;;239103;65863;63814;24194;19071.0;23030.0;20751.0;16227.0;6150.0;
98;Alle woningen;West-Nederland;1998;3121;850;841;310;237.0;295.0;263.0;206.0;117.0;;252262;68433;66465;25255;19909.0;24046.0;21668.0;16944.0;9544.0;
99;Alle woningen;West-Nederland;1999;3156;845;841;309;237.0;295.0;263.0;206.0;158.0;;269464;71904;70054;26633;21026.0;25400.0;22890.0;17898.0;13657.0;
100;Alle woningen;West-Nederland;2000;3187;842;839;309;237.0;296.0;263.0;206.0;193.0;;282859;74464;72657;27649;21867.0;26418.0;23807.0;18615.0;17384.0;
101;Alle woningen;West-Nederland;2001;3214;839;837;308;237.0;296.0;263.0;206.0;193.0;33.0;307071;79827;77956;29684;23535.0;28440.0;25632.0;20041.0;18685.0;3269.0
102;Alle woningen;West-Nederland;2002;3243;835;835;308;237.0;296.0;263.0;206.0;193.0;68.0;326468;83686;81946;31258;24783.0;29960.0;27007.0;21116.0;19686.0;7026.0
103;Alle woningen;West-Nederland;2003;3271;832;832;309;238.0;296.0;265.0;206.0;193.0;101.0;366282;92644;90806;34759;27562.0;33331.0;30043.0;23487.0;21901.0;11750.0
104;Alle woningen;Zuid-Nederland;1971;725;245;447;34;;;;;;;19839;7543;11405;891;;;;;;
105;Alle woningen;Zuid-Nederland;1975;864;236;447;180;;;;;;;35101;10787;17018;7297;;;;;;
106;Alle woningen;Zuid-Nederland;1980;982;225;446;180;131.0;;;;;;61283;15797;26041;11200;8247.0;;;;;
107;Alle woningen;Zuid-Nederland;1981;1006;223;445;180;131.0;26.0;;;;;66801;16669;27706;11921;8780.0;1724.0;;;;
108;Alle woningen;Zuid-Nederland;1982;1031;222;445;180;131.0;52.0;;;;;68981;16736;27964;12038;8866.0;3376.0;;;;
109;Alle woningen;Zuid-Nederland;1983;1056;221;445;180;131.0;80.0;;;;;69828;16461;27674;11919;8778.0;4995.0;;;;
110;Alle woningen;Zuid-Nederland;1984;1079;219;445;180;131.0;104.0;;;;;70545;16231;27391;11802;8692.0;6427.0;;;;
111;Alle woningen;Zuid-Nederland;1985;1103;218;445;180;131.0;130.0;;;;;71353;16014;27111;11684;8606.0;7939.0;;;;
112;Alle woningen;Zuid-Nederland;1986;1125;218;445;180;131.0;130.0;23.0;;;;72783;15963;27101;11684;8605.0;7939.0;1490.0;;;
113;Alle woningen;Zuid-Nederland;1987;1151;217;445;180;131.0;130.0;49.0;;;;75189;16065;27362;11800;8691.0;8018.0;3253.0;;;
114;Alle woningen;Zuid-Nederland;1988;1177;217;444;180;131.0;130.0;76.0;;;;81498;16947;28974;12499;9206.0;8493.0;5379.0;;;
115;Alle woningen;Zuid-Nederland;1989;1206;215;444;180;131.0;130.0;107.0;;;;85126;17191;29501;12731;9378.0;8651.0;7676.0;;;
116;Alle woningen;Zuid-Nederland;1990;1232;214;444;180;131.0;130.0;133.0;;;;87956;15913;31331;12715;9448.0;9042.0;9506.0;;;
117;Alle woningen;Zuid-Nederland;1991;1252;213;443;180;131.0;130.0;133.0;21.0;;;92642;16424;32445;13170;9792.0;9373.0;9855.0;1583.0;;
118;Alle woningen;Zuid-Nederland;1992;1269;213;442;180;131.0;130.0;134.0;39.0;;;95597;16657;32991;13403;9970.0;9544.0;10036.0;2998.0;;
119;Alle woningen;Zuid-Nederland;1993;1286;213;442;180;131.0;130.0;134.0;57.0;;;101848;17493;34660;14090;10484.0;10036.0;10553.0;4532.0;;
120;Alle woningen;Zuid-Nederland;1994;1303;212;442;180;131.0;130.0;134.0;74.0;;;104876;17726;35201;14322;10660.0;10207.0;10732.0;6029.0;;
121;Alle woningen;Zuid-Nederland;1995;1320;212;442;180;131.0;130.0;134.0;92.0;;;110448;18357;36550;14894;11093.0;10628.0;11172.0;7754.0;;
122;Alle woningen;Zuid-Nederland;1996;1340;210;441;180;131.0;130.0;134.0;92.0;21.0;;114669;18704;37375;15242;11353.0;10882.0;11436.0;7937.0;1743.0;
123;Alle woningen;Zuid-Nederland;1997;1358;209;441;180;131.0;130.0;134.0;92.0;40.0;;120553;19344;38744;15827;11785.0;11300.0;11874.0;8240.0;3439.0;
124;Alle woningen;Zuid-Nederland;1998;1377;209;441;180;131.0;130.0;134.0;92.0;60.0;;127471;20101;40389;16517;12303.0;11797.0;12397.0;8602.0;5367.0;
125;Alle woningen;Zuid-Nederland;1999;1396;208;440;180;131.0;130.0;134.0;92.0;79.0;;136368;21154;42604;17440;12992.0;12459.0;13092.0;9085.0;7544.0;
126;Alle woningen;Zuid-Nederland;2000;1410;208;439;180;131.0;130.0;134.0;92.0;95.0;;143129;21914;44231;18096;13504.0;12950.0;13612.0;9446.0;9374.0;
127;Alle woningen;Zuid-Nederland;2001;1425;208;438;180;131.0;130.0;134.0;92.0;96.0;15.0;155530;23531;47544;19465;14530.0;13938.0;14649.0;10166.0;10116.0;1592.0
128;Alle woningen;Zuid-Nederland;2002;1437;206;438;180;131.0;130.0;134.0;93.0;96.0;29.0;165115;24701;49983;20487;15302.0;14681.0;15429.0;10705.0;10655.0;3171.0
129;Alle woningen;Zuid-Nederland;2003;1446;205;437;180;132.0;130.0;134.0;93.0;96.0;40.0;184748;27344;55433;22781;17014.0;16326.0;17160.0;11905.0;11849.0;4935.0
130;Alle woningen;Groningen;1971;162;85;72;5;;;;;;;3808;2193;1505;110;;;;;;
131;Alle woningen;Groningen;1975;183;82;72;29;;;;;;;6363;3149;2244;970;;;;;;
132;Alle woningen;Groningen;1980;198;78;72;29;19.0;;;;;;10560;4594;3434;1488;1045.0;;;;;
133;Alle woningen;Groningen;1981;200;77;72;29;19.0;4.0;;;;;11392;4832;3653;1584;1112.0;211.0;;;;
134;Alle woningen;Groningen;1982;204;76;72;29;19.0;8.0;;;;;11687;4830;3687;1600;1123.0;447.0;;;;
135;Alle woningen;Groningen;1983;208;76;71;29;19.0;13.0;;;;;11781;4753;3650;1584;1112.0;682.0;;;;
136;Alle woningen;Groningen;1984;211;75;71;29;19.0;16.0;;;;;11785;4669;3611;1568;1101.0;835.0;;;;
137;Alle woningen;Groningen;1985;214;75;71;29;19.0;19.0;;;;;11802;4601;3573;1553;1090.0;986.0;;;;
138;Alle woningen;Groningen;1986;215;74;71;29;19.0;19.0;2.0;;;;11866;4557;3571;1552;1090.0;985.0;112.0;;;
139;Alle woningen;Groningen;1987;217;74;71;29;19.0;19.0;5.0;;;;12088;4572;3600;1568;1101.0;994.0;254.0;;;
140;Alle woningen;Groningen;1988;219;73;71;29;19.0;19.0;8.0;;;;12957;4811;3809;1661;1166.0;1053.0;457.0;;;
141;Alle woningen;Groningen;1989;222;73;71;29;19.0;19.0;11.0;;;;13369;4884;3876;1692;1188.0;1072.0;658.0;;;
142;Alle woningen;Groningen;1990;224;73;71;29;19.0;19.0;13.0;;;;13617;4499;4173;1771;1228.0;1165.0;781.0;;;
143;Alle woningen;Groningen;1991;226;72;71;29;19.0;19.0;13.0;3.0;;;14269;4647;4314;1836;1273.0;1208.0;810.0;181.0;;
144;Alle woningen;Groningen;1992;228;72;71;29;19.0;19.0;13.0;5.0;;;14658;4718;4385;1869;1296.0;1230.0;825.0;336.0;;
145;Alle woningen;Groningen;1993;230;72;70;29;19.0;19.0;13.0;7.0;;;15522;4951;4602;1965;1362.0;1293.0;867.0;481.0;;
146;Alle woningen;Groningen;1994;232;72;70;29;19.0;19.0;13.0;9.0;;;15896;5022;4669;1991;1384.0;1315.0;881.0;635.0;;
147;Alle woningen;Groningen;1995;234;72;70;29;19.0;19.0;13.0;12.0;;;16731;5198;4835;2072;1442.0;1370.0;918.0;895.0;;
148;Alle woningen;Groningen;1996;237;71;70;29;19.0;19.0;13.0;12.0;3.0;;17302;5296;4922;2121;1474.0;1403.0;941.0;916.0;228.0;
149;Alle woningen;Groningen;1997;239;71;69;29;19.0;19.0;13.0;12.0;6.0;;18138;5462;5098;2201;1531.0;1455.0;976.0;952.0;465.0;
150;Alle woningen;Groningen;1998;241;71;69;29;19.0;19.0;13.0;12.0;9.0;;19136;5684;5307;2295;1592.0;1517.0;1019.0;993.0;728.0;
151;Alle woningen;Groningen;1999;243;70;69;29;19.0;19.0;13.0;12.0;12.0;;20354;5967;5559;2421;1681.0;1602.0;1076.0;1049.0;999.0;
152;Alle woningen;Groningen;2000;244;70;68;28;19.0;19.0;13.0;12.0;14.0;;21275;6178;5729;2486;1748.0;1666.0;1119.0;1091.0;1257.0;
153;Alle woningen;Groningen;2001;245;70;68;28;19.0;19.0;13.0;12.0;14.0;2.0;22972;6632;6120;2658;1880.0;1792.0;1204.0;1174.0;1343.0;168.0
154;Alle woningen;Groningen;2002;246;69;67;28;19.0;19.0;13.0;12.0;14.0;4.0;24290;6944;6365;2770;1962.0;1888.0;1268.0;1237.0;1414.0;442.0
155;Alle woningen;Groningen;2003;247;69;66;28;19.0;19.0;13.0;12.0;14.0;7.0;27168;7698;6988;3071;2182.0;2100.0;1411.0;1376.0;1573.0;769.0
156;Alle woningen;Friesland;1971;157;81;70;6;;;;;;;3917;2255;1529;133;;;;;;
157;Alle woningen;Friesland;1975;181;77;70;34;;;;;;;6651;3202;2282;1167;;;;;;
158;Alle woningen;Friesland;1980;200;73;70;34;23.0;;;;;;11284;4654;3490;1791;1350.0;;;;;
159;Alle woningen;Friesland;1981;204;72;70;34;23.0;4.0;;;;;12207;4904;3712;1907;1437.0;248.0;;;;
160;Alle woningen;Friesland;1982;208;71;70;34;23.0;9.0;;;;;12547;4910;3747;1925;1451.0;514.0;;;;
161;Alle woningen;Friesland;1983;212;71;70;34;23.0;14.0;;;;;12616;4825;3706;1906;1436.0;743.0;;;;
162;Alle woningen;Friesland;1984;214;70;70;34;23.0;17.0;;;;;12619;4726;3667;1887;1422.0;916.0;;;;
163;Alle woningen;Friesland;1985;218;70;70;34;23.0;21.0;;;;;12671;4659;3629;1869;1408.0;1106.0;;;;
164;Alle woningen;Friesland;1986;221;70;70;34;23.0;21.0;3.0;;;;12832;4635;3626;1868;1408.0;1106.0;189.0;;;
165;Alle woningen;Friesland;1987;224;69;70;34;23.0;21.0;8.0;;;;13166;4661;3659;1887;1422.0;1117.0;420.0;;;
166;Alle woningen;Friesland;1988;228;69;70;34;23.0;21.0;11.0;;;;14138;4909;3868;1999;1506.0;1183.0;672.0;;;
167;Alle woningen;Friesland;1989;231;68;69;34;23.0;21.0;15.0;;;;14605;4978;3933;2036;1534.0;1205.0;918.0;;;
168;Alle woningen;Friesland;1990;234;68;69;34;23.0;21.0;19.0;;;;15022;4492;4334;2149;1550.0;1323.0;1174.0;;;
169;Alle woningen;Friesland;1991;237;68;69;34;23.0;21.0;19.0;3.0;;;15701;4631;4476;2223;1602.0;1369.0;1215.0;186.0;;
170;Alle woningen;Friesland;1992;239;68;69;34;23.0;21.0;19.0;6.0;;;16138;4699;4544;2263;1631.0;1394.0;1237.0;371.0;;
171;Alle woningen;Friesland;1993;241;68;69;34;23.0;21.0;19.0;8.0;;;17126;4926;4775;2380;1716.0;1466.0;1301.0;563.0;;
172;Alle woningen;Friesland;1994;244;67;69;34;23.0;21.0;19.0;11.0;;;17589;4987;4845;2420;1744.0;1490.0;1322.0;781.0;;
173;Alle woningen;Friesland;1995;247;67;69;34;23.0;21.0;19.0;14.0;;;18531;5169;5026;2516;1815.0;1551.0;1376.0;1080.0;;
174;Alle woningen;Friesland;1996;250;67;69;34;23.0;21.0;19.0;14.0;4.0;;19216;5270;5124;2574;1859.0;1588.0;1409.0;1106.0;287.0;
175;Alle woningen;Friesland;1997;253;67;69;34;23.0;21.0;19.0;14.0;7.0;;20156;5446;5310;2671;1929.0;1649.0;1463.0;1148.0;541.0;
176;Alle woningen;Friesland;1998;256;66;68;34;23.0;21.0;19.0;14.0;10.0;;21300;5668;5526;2789;2011.0;1721.0;1527.0;1198.0;859.0;
177;Alle woningen;Friesland;1999;259;66;68;34;23.0;21.0;19.0;14.0;14.0;;22763;5969;5827;2945;2125.0;1818.0;1614.0;1266.0;1199.0;
178;Alle woningen;Friesland;2000;262;66;68;34;24.0;21.0;19.0;14.0;17.0;;23889;6187;6021;3063;2210.0;1890.0;1679.0;1317.0;1522.0;
179;Alle woningen;Friesland;2001;264;66;68;34;23.0;21.0;19.0;14.0;17.0;3.0;25925;6639;6467;3296;2377.0;2035.0;1807.0;1417.0;1635.0;252.0
