ID;RegioS;Perioden;TotaalAantalWaterschappen_1;TraditioneleTaken_2;Zuiveringschappen_3;GemengdeTaken_4;TotaalOpbrengstOmslagheffing_5;WaterkeringszorgTotaal_6;WaterkeringszorgOmslagOngebouwd_7;WaterkeringszorgPachtersomslag_8;WaterkeringszorgOmslagGebouwd_9;WaterkeringszorgIngezetenenomslag_10;WaterbeheersingTotaal_11;WaterbeheerOmslagOngebouwd_12;WaterbeheerPachtersomslag_13;WaterbeheerOmslagGebouwd_14;WaterbeheerIngezetenenomslag_15;BeheerWegenTotaal_16;BeheerWegenOmslagOngebouwd_17;BeheerWegenPachtersomslag_18;BeheerWegenOmslagGebouwd_19;BeheerWegenIngezetenenomslag_20;BeheerVaarwegenTotaal_21;BeheerVaarwegenOmslagOngebouwd_22;BeheerVaarwegenPachtersomslag_23;BeheerVaarwegenOmslagGebouwd_24;BeheerVaarwegenIngezetenenomslag_25;TotaalOpbrengstOmslagOngebouwd_26;TotaalOpbrengstPachtersomslag_27;TotaalOpbrengstOmslagGebouwd_28;TotaalOpbrengstIngezetenenomslag_29;TotaalOpbrengstVerontreinigingsheffing_30;TotaalWaterschappen_31;Eenpersoonshuishoudens_32;Meerpersoonshuishoudens_33;KleineBedrijven5VE_34;GroteBedrijven5VE_35;ProvinciesEnGemeenten_36;Rijk_37
0;Nederland;1995;88;61.0;8.0;19.0;426.0;82.0;6.0;1.0;44.0;31.0;317.0;134.0;7.0;104.0;72.0;24.0;2.0;0.0;15.0;7.0;0.0;0.0;0.0;0.0;0.0;143.0;8.0;164.0;111.0;877.0;704.0;45.0;427.0;24.0;208.0;118.0;55.0
1;Nederland;1996;84;60.0;8.0;16.0;435.0;84.0;6.0;1.0;45.0;32.0;322.0;137.0;6.0;106.0;73.0;28.0;3.0;0.0;16.0;9.0;0.0;0.0;;0.0;0.0;146.0;7.0;168.0;114.0;901.0;726.0;51.0;440.0;23.0;212.0;125.0;50.0
2;Nederland;1997;65;39.0;4.0;22.0;472.0;90.0;7.0;1.0;47.0;35.0;351.0;142.0;7.0;118.0;84.0;29.0;2.0;0.0;18.0;9.0;0.0;0.0;0.0;0.0;0.0;152.0;8.0;184.0;128.0;934.0;858.0;70.0;496.0;29.0;264.0;30.0;46.0
3;Nederland;1998;65;39.0;4.0;22.0;487.0;92.0;6.0;0.0;49.0;37.0;363.0;145.0;7.0;124.0;87.0;32.0;2.0;0.0;20.0;10.0;0.0;0.0;;0.0;0.0;152.0;8.0;193.0;134.0;938.0;870.0;73.0;506.0;28.0;264.0;31.0;37.0
4;Nederland;1999;62;38.0;4.0;20.0;513.0;97.0;7.0;0.0;52.0;38.0;381.0;149.0;7.0;132.0;93.0;34.0;2.0;1.0;21.0;10.0;0.0;0.0;;;0.0;158.0;9.0;205.0;141.0;965.0;897.0;74.0;543.0;29.0;251.0;31.0;37.0
5;Nederland;2000;56;29.0;3.0;24.0;549.0;99.0;6.0;0.0;55.0;38.0;412.0;153.0;3.0;153.0;103.0;35.0;2.0;0.0;19.0;14.0;2.0;0.0;;1.0;1.0;162.0;4.0;228.0;155.0;998.0;964.0;76.0;592.0;30.0;265.0;;34.0
6;Nederland;2001;56;29.0;3.0;24.0;613.0;107.0;7.0;0.0;59.0;41.0;465.0;166.0;1.0;178.0;120.0;36.0;2.0;0.0;20.0;14.0;2.0;0.0;;1.0;1.0;176.0;1.0;259.0;177.0;1021.0;987.0;71.0;615.0;33.0;268.0;;34.0
7;Nederland;2002;52;25.0;2.0;25.0;658.0;114.0;9.0;;61.0;44.0;501.0;175.0;;196.0;130.0;39.0;3.0;;21.0;15.0;2.0;0.0;;1.0;1.0;187.0;;280.0;191.0;1058.0;1025.0;74.0;637.0;37.0;277.0;;33.0
8;Nederland;2003;47;20.0;2.0;25.0;678.0;115.0;11.0;;60.0;44.0;515.0;168.0;;207.0;140.0;45.0;4.0;;23.0;18.0;2.0;0.0;;1.0;1.0;183.0;;291.0;204.0;1111.0;1079.0;79.0;673.0;37.0;290.0;;32.0
9;Nederland;2004;36;8.0;1.0;27.0;734.0;123.0;13.0;;63.0;47.0;559.0;146.0;;253.0;160.0;49.0;4.0;;26.0;19.0;3.0;0.0;;1.0;2.0;163.0;;343.0;227.0;1177.0;1146.0;91.0;717.0;37.0;300.0;;31.0
10;Nederland;2005;26;0.0;0.0;26.0;769.0;133.0;15.0;;67.0;51.0;583.0;137.0;;268.0;178.0;50.0;4.0;;26.0;20.0;4.0;0.0;;2.0;2.0;156.0;;362.0;250.0;1222.0;1192.0;99.0;754.0;36.0;304.0;;30.0
11;Nederland;2006;26;0.0;0.0;26.0;802.0;135.0;15.0;;66.0;54.0;612.0;136.0;;283.0;193.0;50.0;4.0;;25.0;21.0;4.0;0.0;;2.0;2.0;155.0;;377.0;271.0;1258.0;1226.0;100.0;770.0;37.0;319.0;;32.0
12;Nederland;2007;26;0.0;0.0;26.0;810.0;140.0;16.0;;69.0;55.0;614.0;129.0;;287.0;198.0;52.0;4.0;;26.0;22.0;4.0;0.0;;2.0;2.0;149.0;;384.0;277.0;1267.0;1237.0;109.0;780.0;35.0;314.0;;30.0
13;Nederland;2008;26;0.0;0.0;26.0;830.0;135.0;15.0;;66.0;54.0;642.0;124.0;;310.0;208.0;49.0;4.0;;25.0;20.0;4.0;0.0;;2.0;2.0;142.0;;403.0;285.0;1293.0;1263.0;115.0;796.0;36.0;317.0;;30.0
14;Noord-Nederland;1995;0;;;;67.0;9.0;1.0;;5.0;3.0;58.0;33.0;;13.0;12.0;;;;;;;;;;;34.0;;18.0;15.0;60.0;60.0;3.0;37.0;2.0;18.0;;
15;Noord-Nederland;1996;0;;;;69.0;9.0;1.0;;5.0;3.0;60.0;34.0;;13.0;13.0;;;;;;;;;;;36.0;;18.0;15.0;60.0;60.0;3.0;37.0;2.0;17.0;;
16;Noord-Nederland;1997;0;;;;96.0;10.0;1.0;0.0;6.0;3.0;85.0;40.0;4.0;23.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;41.0;5.0;29.0;21.0;61.0;61.0;4.0;36.0;2.0;19.0;;
17;Noord-Nederland;1998;0;;;;98.0;11.0;2.0;0.0;6.0;3.0;87.0;40.0;4.0;24.0;19.0;0.0;0.0;0.0;0.0;0.0;;;;;;42.0;5.0;30.0;22.0;63.0;63.0;4.0;38.0;2.0;19.0;;
18;Noord-Nederland;1999;0;;;;105.0;13.0;2.0;0.0;7.0;4.0;92.0;43.0;4.0;25.0;20.0;0.0;0.0;0.0;0.0;0.0;;;;;;45.0;4.0;32.0;24.0;66.0;66.0;4.0;40.0;1.0;20.0;;
19;Noord-Nederland;2000;0;;;;82.0;13.0;2.0;;7.0;4.0;69.0;37.0;;17.0;15.0;0.0;0.0;;;;;;;;;39.0;;24.0;20.0;86.0;86.0;5.0;54.0;6.0;21.0;;
20;Noord-Nederland;2001;0;;;;91.0;13.0;2.0;;7.0;4.0;79.0;41.0;;20.0;18.0;;;;;;;;;;;43.0;;27.0;22.0;104.0;104.0;6.0;67.0;3.0;28.0;;
21;Noord-Nederland;2002;0;;;;94.0;12.0;2.0;;6.0;4.0;81.0;42.0;;20.0;19.0;;;;;;;;;;;43.0;;27.0;24.0;110.0;110.0;6.0;73.0;5.0;26.0;;
22;Noord-Nederland;2003;0;;;;93.0;12.0;2.0;;6.0;4.0;81.0;42.0;;20.0;19.0;;;;;;;;;;;44.0;;26.0;23.0;114.0;114.0;6.0;75.0;5.0;28.0;;
23;Noord-Nederland;2004;0;;;;100.0;8.0;1.0;;4.0;3.0;92.0;39.0;;31.0;22.0;;;;;;;;;;;40.0;;35.0;24.0;122.0;122.0;6.0;79.0;5.0;31.0;;
24;Noord-Nederland;2005;0;;;;104.0;8.0;2.0;;4.0;2.0;97.0;37.0;;36.0;24.0;;;;;;;;;;;39.0;;39.0;26.0;124.0;124.0;10.0;79.0;5.0;31.0;;
25;Noord-Nederland;2006;0;;;;106.0;8.0;2.0;;4.0;2.0;98.0;37.0;;37.0;24.0;;;;;;;;;;;39.0;;40.0;26.0;130.0;130.0;11.0;81.0;5.0;33.0;;
26;Noord-Nederland;2007;0;;;;99.0;8.0;2.0;;4.0;2.0;91.0;30.0;;38.0;23.0;0.0;0.0;;;;;;;;;32.0;;41.0;26.0;130.0;130.0;11.0;84.0;5.0;30.0;;
27;Noord-Nederland;2008;0;;;;93.0;7.0;2.0;;3.0;2.0;86.0;27.0;;37.0;22.0;;;;;;;;;;;28.0;;40.0;24.0;132.0;132.0;11.0;85.0;5.0;30.0;;
28;Oost-Nederland;1995;0;;;;103.0;15.0;2.0;0.0;8.0;5.0;87.0;42.0;5.0;22.0;18.0;;;;;;0.0;0.0;;0.0;0.0;44.0;5.0;30.0;24.0;161.0;161.0;8.0;101.0;5.0;46.0;;
29;Oost-Nederland;1996;0;;;;103.0;16.0;1.0;0.0;9.0;6.0;87.0;43.0;4.0;22.0;18.0;;;;;;0.0;0.0;;0.0;0.0;44.0;4.0;31.0;24.0;168.0;168.0;9.0;106.0;6.0;48.0;;
30;Oost-Nederland;1997;0;;;;113.0;16.0;1.0;0.0;9.0;6.0;96.0;44.0;4.0;28.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;45.0;5.0;37.0;26.0;191.0;191.0;10.0;120.0;6.0;54.0;;
31;Oost-Nederland;1998;0;;;;116.0;16.0;1.0;0.0;9.0;6.0;98.0;44.0;4.0;29.0;21.0;0.0;0.0;0.0;0.0;0.0;;;;;;46.0;5.0;38.0;28.0;200.0;200.0;10.0;126.0;6.0;57.0;;
32;Oost-Nederland;1999;0;;;;123.0;19.0;2.0;0.0;10.0;7.0;105.0;46.0;4.0;32.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;48.0;4.0;41.0;30.0;203.0;203.0;12.0;127.0;6.0;58.0;;
33;Oost-Nederland;2000;0;;;;133.0;18.0;1.0;0.0;10.0;7.0;114.0;51.0;1.0;36.0;26.0;0.0;0.0;;;;0.0;0.0;;;;52.0;1.0;46.0;34.0;231.0;231.0;12.0;149.0;7.0;64.0;;
34;Oost-Nederland;2001;0;;;;146.0;21.0;2.0;;11.0;8.0;125.0;57.0;;40.0;28.0;;;;;;0.0;0.0;;;;58.0;;51.0;36.0;235.0;235.0;13.0;152.0;7.0;63.0;;
35;Oost-Nederland;2002;0;;;;165.0;24.0;3.0;;12.0;9.0;140.0;60.0;;48.0;32.0;;;;;;;;;;;63.0;;61.0;41.0;251.0;251.0;15.0;161.0;8.0;67.0;;
36;Oost-Nederland;2003;0;;;;171.0;26.0;3.0;;13.0;10.0;144.0;57.0;;52.0;35.0;;;;;;0.0;0.0;;;;61.0;;66.0;45.0;262.0;262.0;17.0;168.0;8.0;69.0;;
37;Oost-Nederland;2004;0;;;;179.0;29.0;3.0;;15.0;11.0;150.0;52.0;;61.0;37.0;;;;;;0.0;0.0;;;;56.0;;76.0;48.0;271.0;271.0;18.0;175.0;8.0;70.0;;
38;Oost-Nederland;2005;0;;;;203.0;34.0;4.0;;17.0;13.0;161.0;54.0;;66.0;41.0;7.0;0.0;;3.0;4.0;0.0;0.0;;;;58.0;;87.0;58.0;309.0;309.0;22.0;197.0;10.0;81.0;;
39;Oost-Nederland;2006;0;;;;207.0;35.0;4.0;;17.0;14.0;165.0;54.0;;68.0;43.0;6.0;0.0;;3.0;3.0;0.0;0.0;;0.0;;59.0;;88.0;59.0;314.0;314.0;22.0;198.0;11.0;83.0;;
40;Oost-Nederland;2007;0;;;;210.0;34.0;4.0;;17.0;13.0;169.0;56.0;;69.0;44.0;6.0;0.0;;3.0;3.0;0.0;0.0;;0.0;;60.0;;89.0;61.0;317.0;317.0;23.0;204.0;9.0;81.0;;
41;Oost-Nederland;2008;0;;;;220.0;35.0;5.0;;17.0;13.0;180.0;52.0;;81.0;47.0;6.0;0.0;;3.0;3.0;0.0;0.0;;0.0;;56.0;;100.0;63.0;323.0;323.0;24.0;210.0;10.0;80.0;;
42;West-Nederland;1995;0;;;;190.0;53.0;3.0;0.0;29.0;21.0;110.0;36.0;2.0;42.0;30.0;24.0;2.0;0.0;15.0;7.0;0.0;0.0;0.0;0.0;0.0;41.0;3.0;86.0;59.0;294.0;294.0;25.0;185.0;11.0;74.0;;
43;West-Nederland;1996;0;;;;193.0;54.0;3.0;0.0;30.0;21.0;112.0;37.0;2.0;43.0;30.0;28.0;3.0;0.0;16.0;9.0;0.0;0.0;;0.0;0.0;42.0;3.0;89.0;59.0;302.0;302.0;29.0;187.0;11.0;75.0;;
44;West-Nederland;1997;0;;;;210.0;56.0;3.0;0.0;30.0;23.0;123.0;37.0;3.0;48.0;35.0;30.0;2.0;1.0;18.0;9.0;0.0;;;0.0;;43.0;4.0;96.0;67.0;407.0;407.0;46.0;226.0;15.0;121.0;;
45;West-Nederland;1998;0;;;;217.0;57.0;2.0;0.0;30.0;25.0;127.0;38.0;3.0;49.0;37.0;32.0;2.0;0.0;20.0;10.0;;;;;;42.0;4.0;99.0;72.0;407.0;407.0;47.0;226.0;15.0;120.0;;
46;West-Nederland;1999;0;;;;229.0;60.0;2.0;0.0;33.0;25.0;134.0;39.0;4.0;51.0;40.0;34.0;2.0;1.0;21.0;10.0;;;;;;44.0;5.0;105.0;75.0;425.0;425.0;46.0;259.0;15.0;104.0;;
47;West-Nederland;2000;0;;;;247.0;60.0;2.0;0.0;34.0;24.0;148.0;40.0;2.0;62.0;44.0;35.0;2.0;0.0;19.0;14.0;2.0;;;1.0;1.0;45.0;2.0;117.0;84.0;440.0;440.0;47.0;270.0;12.0;111.0;;
48;West-Nederland;2001;0;;;;282.0;67.0;3.0;0.0;38.0;26.0;177.0;43.0;1.0;78.0;55.0;36.0;2.0;0.0;20.0;14.0;2.0;0.0;;1.0;1.0;48.0;1.0;137.0;96.0;436.0;436.0;38.0;275.0;17.0;106.0;;
49;West-Nederland;2002;0;;;;297.0;69.0;4.0;;38.0;27.0;188.0;45.0;;85.0;58.0;39.0;3.0;;21.0;15.0;2.0;0.0;;1.0;1.0;51.0;;145.0;101.0;451.0;451.0;40.0;281.0;18.0;112.0;;
50;West-Nederland;2003;0;;;;304.0;67.0;5.0;;36.0;26.0;189.0;40.0;;88.0;61.0;45.0;4.0;;23.0;18.0;2.0;0.0;;1.0;1.0;50.0;;148.0;106.0;479.0;479.0;41.0;302.0;19.0;117.0;;
51;West-Nederland;2004;0;;;;338.0;75.0;7.0;;39.0;29.0;210.0;37.0;;104.0;69.0;49.0;4.0;;26.0;19.0;3.0;0.0;;1.0;2.0;48.0;;170.0;120.0;516.0;516.0;51.0;326.0;17.0;122.0;;
52;West-Nederland;2005;0;;;;341.0;80.0;7.0;;41.0;32.0;215.0;30.0;;105.0;80.0;42.0;4.0;;22.0;16.0;4.0;0.0;;2.0;2.0;41.0;;170.0;130.0;518.0;518.0;51.0;337.0;14.0;116.0;;
53;West-Nederland;2006;0;;;;370.0;82.0;7.0;;40.0;35.0;242.0;30.0;;118.0;94.0;44.0;4.0;;22.0;18.0;4.0;0.0;;2.0;2.0;40.0;;182.0;148.0;538.0;538.0;49.0;345.0;15.0;129.0;;
54;West-Nederland;2007;0;;;;382.0;87.0;8.0;;43.0;36.0;245.0;28.0;;120.0;97.0;45.0;4.0;;23.0;18.0;4.0;0.0;;2.0;2.0;40.0;;188.0;153.0;543.0;543.0;57.0;343.0;15.0;128.0;;
55;West-Nederland;2008;0;;;;392.0;83.0;7.0;;41.0;35.0;261.0;29.0;;128.0;104.0;43.0;4.0;;22.0;17.0;4.0;0.0;;2.0;2.0;40.0;;193.0;159.0;557.0;557.0;60.0;350.0;15.0;131.0;;
56;Zuid-Nederland;1995;0;;;;67.0;4.0;0.0;;2.0;2.0;61.0;23.0;;26.0;12.0;0.0;0.0;;;;;;;;;24.0;;29.0;15.0;189.0;189.0;9.0;104.0;5.0;71.0;;
57;Zuid-Nederland;1996;0;;;;69.0;5.0;0.0;;3.0;2.0;63.0;23.0;;28.0;12.0;0.0;0.0;;;;;;;;;24.0;;30.0;15.0;195.0;195.0;10.0;110.0;5.0;71.0;;
58;Zuid-Nederland;1997;0;;;;73.0;6.0;0.0;0.0;3.0;3.0;66.0;24.0;0.0;29.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;25.0;;32.0;16.0;199.0;199.0;10.0;113.0;5.0;70.0;;
59;Zuid-Nederland;1998;0;;;;74.0;6.0;0.0;0.0;3.0;3.0;69.0;25.0;0.0;30.0;14.0;0.0;0.0;0.0;0.0;0.0;;;;;;25.0;;33.0;16.0;201.0;201.0;12.0;116.0;5.0;69.0;;
60;Zuid-Nederland;1999;0;;;;79.0;6.0;0.0;0.0;3.0;3.0;73.0;25.0;0.0;33.0;15.0;0.0;0.0;0.0;0.0;0.0;;;;;;25.0;;36.0;18.0;203.0;203.0;12.0;117.0;5.0;69.0;;
61;Zuid-Nederland;2000;0;;;;86.0;7.0;0.0;;4.0;3.0;79.0;25.0;;38.0;16.0;0.0;0.0;;;;;;;;;26.0;;41.0;19.0;207.0;207.0;12.0;119.0;5.0;70.0;;
62;Zuid-Nederland;2001;0;;;;94.0;8.0;1.0;;4.0;3.0;86.0;27.0;;40.0;19.0;;;;;;;;;;;27.0;;44.0;22.0;212.0;212.0;13.0;121.0;6.0;72.0;;
63;Zuid-Nederland;2002;0;;;;102.0;10.0;1.0;;5.0;4.0;93.0;29.0;;43.0;21.0;;;;;;;;;;;30.0;;48.0;25.0;213.0;213.0;13.0;122.0;6.0;71.0;;
64;Zuid-Nederland;2003;0;;;;110.0;10.0;1.0;;5.0;4.0;101.0;28.0;;47.0;26.0;;;;;;;;;;;29.0;;52.0;29.0;224.0;224.0;15.0;128.0;6.0;76.0;;
65;Zuid-Nederland;2004;0;;;;117.0;11.0;1.0;;6.0;4.0;106.0;18.0;;57.0;31.0;;;;;;;;;;;19.0;;62.0;35.0;237.0;237.0;15.0;137.0;7.0;78.0;;
66;Zuid-Nederland;2005;0;;;;122.0;11.0;1.0;;6.0;4.0;110.0;17.0;;61.0;32.0;;;;;;;;;;;19.0;;66.0;36.0;241.0;241.0;17.0;141.0;7.0;76.0;;
67;Zuid-Nederland;2006;0;;;;119.0;10.0;1.0;;5.0;4.0;109.0;15.0;;61.0;33.0;;;;;;;;;;;16.0;;66.0;37.0;243.0;243.0;17.0;145.0;6.0;75.0;;
68;Zuid-Nederland;2007;0;;;;120.0;10.0;1.0;;5.0;4.0;111.0;16.0;;61.0;34.0;0.0;0.0;;;;;;;;;17.0;;66.0;37.0;247.0;247.0;18.0;149.0;5.0;75.0;;
69;Zuid-Nederland;2008;0;;;;125.0;10.0;1.0;;5.0;4.0;115.0;16.0;;64.0;35.0;;;;;;;;;;;18.0;;69.0;38.0;251.0;251.0;19.0;150.0;5.0;76.0;;
70;Groningen (PV);1995;0;;;;35.0;3.0;0.0;;2.0;1.0;32.0;19.0;;6.0;7.0;;;;;;;;;;;19.0;;8.0;8.0;;;;;;;;
71;Groningen (PV);1996;0;;;;37.0;3.0;0.0;;2.0;1.0;33.0;20.0;;6.0;7.0;;;;;;;;;;;20.0;;8.0;9.0;;;;;;;;
72;Groningen (PV);1997;0;;;;39.0;3.0;0.0;;2.0;1.0;35.0;21.0;;6.0;8.0;;;;;;;;;;;22.0;;9.0;9.0;;;;;;;;
73;Groningen (PV);1998;0;;;;39.0;3.0;0.0;;2.0;1.0;36.0;21.0;;7.0;8.0;;;;;;;;;;;21.0;;9.0;9.0;;;;;;;;
74;Groningen (PV);1999;0;;;;41.0;3.0;0.0;;2.0;1.0;37.0;22.0;;7.0;8.0;;;;;;;;;;;22.0;;9.0;10.0;;;;;;;;
75;Groningen (PV);2000;0;;;;44.0;3.0;0.0;;2.0;1.0;40.0;21.0;;10.0;9.0;;;;;;;;;;;22.0;;12.0;10.0;;;;;;;;
76;Groningen (PV);2001;0;;;;47.0;3.0;0.0;;2.0;1.0;43.0;23.0;;10.0;10.0;;;;;;;;;;;23.0;;12.0;12.0;;;;;;;;
77;Groningen (PV);2002;0;;;;49.0;4.0;0.0;;2.0;2.0;44.0;24.0;;9.0;11.0;;;;;;;;;;;25.0;;12.0;12.0;;;;;;;;
78;Groningen (PV);2003;0;;;;51.0;4.0;0.0;;2.0;2.0;46.0;24.0;;11.0;11.0;;;;;;;;;;;25.0;;13.0;13.0;;;;;;;;
79;Groningen (PV);2004;0;;;;53.0;4.0;0.0;;2.0;2.0;48.0;26.0;;11.0;11.0;;;;;;;;;;;27.0;;14.0;13.0;;;;;;;;
80;Groningen (PV);2005;0;;;;55.0;4.0;1.0;;2.0;1.0;51.0;23.0;;16.0;12.0;;;;;;;;;;;24.0;;18.0;14.0;;;;;;;;
81;Groningen (PV);2006;0;;;;54.0;4.0;1.0;;2.0;1.0;49.0;21.0;;16.0;12.0;;;;;;;;;;;22.0;;18.0;14.0;;;;;;;;
82;Groningen (PV);2007;0;;;;48.0;4.0;1.0;;2.0;1.0;44.0;19.0;;14.0;11.0;;;;;;;;;;;20.0;;16.0;13.0;;;;;;;;
83;Groningen (PV);2008;0;;;;40.0;3.0;1.0;;1.0;1.0;38.0;16.0;;12.0;10.0;;;;;;;;;;;17.0;;13.0;11.0;;;;;;;;
84;Friesland (PV);1995;0;;;;28.0;5.0;1.0;;3.0;1.0;22.0;12.0;;6.0;4.0;;;;;;;;;;;13.0;;10.0;5.0;;;;;;;;
85;Friesland (PV);1996;0;;;;28.0;5.0;1.0;;3.0;1.0;23.0;12.0;;6.0;5.0;;;;;;;;;;;13.0;;9.0;6.0;;;;;;;;
86;Friesland (PV);1997;0;;;;32.0;6.0;1.0;;3.0;2.0;27.0;14.0;;7.0;6.0;;;;;;;;;;;15.0;;10.0;8.0;;;;;;;;
87;Friesland (PV);1998;0;;;;34.0;7.0;1.0;;4.0;2.0;27.0;14.0;;7.0;6.0;;;;;;;;;;;15.0;;10.0;8.0;;;;;;;;
88;Friesland (PV);1999;0;;;;35.0;7.0;1.0;;4.0;2.0;28.0;15.0;;7.0;6.0;;;;;;;;;;;16.0;;11.0;8.0;;;;;;;;
89;Friesland (PV);2000;0;;;;38.0;10.0;2.0;;5.0;3.0;28.0;15.0;;7.0;6.0;;;;;;;;;;;17.0;;12.0;9.0;;;;;;;;
90;Friesland (PV);2001;0;;;;44.0;9.0;2.0;;4.0;3.0;36.0;18.0;;10.0;8.0;;;;;;;;;;;19.0;;15.0;10.0;;;;;;;;
91;Friesland (PV);2002;0;;;;45.0;8.0;1.0;;4.0;3.0;36.0;17.0;;11.0;8.0;;;;;;;;;;;19.0;;15.0;11.0;;;;;;;;
92;Friesland (PV);2003;0;;;;43.0;8.0;1.0;;4.0;3.0;35.0;18.0;;9.0;8.0;;;;;;;;;;;19.0;;13.0;11.0;;;;;;;;
93;Friesland (PV);2004;0;;;;47.0;4.0;1.0;;2.0;1.0;44.0;13.0;;20.0;11.0;;;;;;;;;;;14.0;;21.0;12.0;;;;;;;;
94;Friesland (PV);2005;0;;;;48.0;4.0;1.0;;2.0;1.0;45.0;14.0;;20.0;11.0;;;;;;;;;;;15.0;;22.0;12.0;;;;;;;;
95;Friesland (PV);2006;0;;;;52.0;4.0;1.0;;2.0;1.0;49.0;16.0;;21.0;12.0;;;;;;;;;;;17.0;;23.0;13.0;;;;;;;;
96;Friesland (PV);2007;0;;;;50.0;4.0;1.0;;2.0;1.0;46.0;11.0;;23.0;12.0;;;;;;;;;;;12.0;;25.0;13.0;;;;;;;;
97;Friesland (PV);2008;0;;;;53.0;4.0;1.0;;2.0;1.0;48.0;11.0;;25.0;12.0;;;;;;;;;;;12.0;;28.0;13.0;;;;;;;;
98;Drenthe (PV);1995;0;;;;4.0;;;;;;4.0;2.0;;1.0;1.0;;;;;;;;;;;2.0;;1.0;1.0;;;;;;;;
99;Drenthe (PV);1996;0;;;;4.0;;;;;;4.0;2.0;;1.0;1.0;;;;;;;;;;;2.0;;1.0;1.0;;;;;;;;
100;Drenthe (PV);1997;0;;;;5.0;;;;;;4.0;2.0;;1.0;1.0;;;;;;;;;;;2.0;;1.0;1.0;;;;;;;;
101;Drenthe (PV);1998;0;;;;5.0;;;;;;4.0;2.0;;1.0;1.0;;;;;;;;;;;2.0;;1.0;1.0;;;;;;;;
102;Drenthe (PV);1999;0;;;;5.0;;;;;;4.0;2.0;;1.0;1.0;;;;;;;;;;;2.0;;1.0;1.0;;;;;;;;
103;Drenthe (PV);2000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;Drenthe (PV);2001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;Drenthe (PV);2002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;Drenthe (PV);2003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;Drenthe (PV);2004;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;Drenthe (PV);2005;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Drenthe (PV);2006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;Drenthe (PV);2007;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;Drenthe (PV);2008;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Overijssel (PV);1995;0;;;;59.0;5.0;1.0;0.0;3.0;1.0;53.0;25.0;5.0;12.0;11.0;;;;;;0.0;0.0;;0.0;0.0;26.0;5.0;15.0;12.0;;;;;;;;
113;Overijssel (PV);1996;0;;;;58.0;4.0;0.0;0.0;3.0;1.0;52.0;25.0;4.0;12.0;11.0;;;;;;0.0;0.0;;0.0;0.0;26.0;4.0;15.0;12.0;;;;;;;;
114;Overijssel (PV);1997;0;;;;59.0;4.0;0.0;0.0;3.0;1.0;54.0;24.0;4.0;15.0;11.0;;;;;;0.0;0.0;0.0;0.0;0.0;25.0;5.0;18.0;13.0;;;;;;;;
115;Overijssel (PV);1998;0;;;;60.0;4.0;0.0;0.0;3.0;1.0;55.0;24.0;4.0;15.0;12.0;;;;;;;;;;;25.0;5.0;18.0;13.0;;;;;;;;
116;Overijssel (PV);1999;0;;;;65.0;6.0;1.0;;3.0;2.0;60.0;26.0;4.0;17.0;13.0;;;;;;0.0;0.0;;;0.0;27.0;4.0;20.0;15.0;;;;;;;;
