ID;RegioS;Perioden;TotaalAantalWaterschappen_1;TraditioneleTaken_2;Zuiveringschappen_3;GemengdeTaken_4;TotaalOpbrengstOmslagheffing_5;WaterkeringszorgTotaal_6;WaterkeringszorgOmslagOngebouwd_7;WaterkeringszorgPachtersomslag_8;WaterkeringszorgOmslagGebouwd_9;WaterkeringszorgIngezetenenomslag_10;WaterbeheersingTotaal_11;WaterbeheerOmslagOngebouwd_12;WaterbeheerPachtersomslag_13;WaterbeheerOmslagGebouwd_14;WaterbeheerIngezetenenomslag_15;BeheerWegenTotaal_16;BeheerWegenOmslagOngebouwd_17;BeheerWegenPachtersomslag_18;BeheerWegenOmslagGebouwd_19;BeheerWegenIngezetenenomslag_20;BeheerVaarwegenTotaal_21;BeheerVaarwegenOmslagOngebouwd_22;BeheerVaarwegenPachtersomslag_23;BeheerVaarwegenOmslagGebouwd_24;BeheerVaarwegenIngezetenenomslag_25;TotaalOpbrengstOmslagOngebouwd_26;TotaalOpbrengstPachtersomslag_27;TotaalOpbrengstOmslagGebouwd_28;TotaalOpbrengstIngezetenenomslag_29;TotaalOpbrengstVerontreinigingsheffing_30;TotaalWaterschappen_31;Eenpersoonshuishoudens_32;Meerpersoonshuishoudens_33;KleineBedrijven5VE_34;GroteBedrijven5VE_35;ProvinciesEnGemeenten_36;Rijk_37
117;Overijssel (PV);2000;0;;;;73.0;5.0;0.0;0.0;3.0;2.0;67.0;30.0;1.0;20.0;16.0;;;;;;0.0;0.0;;;;31.0;1.0;23.0;18.0;;;;;;;;
118;Overijssel (PV);2001;0;;;;63.0;3.0;0.0;;2.0;1.0;60.0;26.0;;20.0;14.0;;;;;;0.0;0.0;;;;26.0;;21.0;15.0;;;;;;;;
119;Overijssel (PV);2002;0;;;;65.0;4.0;0.0;;2.0;2.0;61.0;26.0;;20.0;15.0;;;;;;;;;;;26.0;;23.0;17.0;;;;;;;;
120;Overijssel (PV);2003;0;;;;70.0;4.0;0.0;;2.0;2.0;66.0;28.0;;22.0;16.0;;;;;;0.0;0.0;;;;28.0;;24.0;18.0;;;;;;;;
121;Overijssel (PV);2004;0;;;;74.0;5.0;0.0;;3.0;2.0;69.0;25.0;;26.0;18.0;;;;;;0.0;0.0;;;;25.0;;29.0;20.0;;;;;;;;
122;Overijssel (PV);2005;0;;;;76.0;5.0;0.0;;3.0;2.0;69.0;24.0;;27.0;18.0;;;;;;0.0;0.0;;;;24.0;;31.0;21.0;;;;;;;;
123;Overijssel (PV);2006;0;;;;77.0;5.0;0.0;;3.0;2.0;71.0;24.0;;28.0;19.0;;;;;;0.0;0.0;;;;24.0;;31.0;21.0;;;;;;;;
124;Overijssel (PV);2007;0;;;;78.0;6.0;0.0;;3.0;3.0;71.0;24.0;;28.0;19.0;;;;;;0.0;0.0;;;;25.0;;32.0;22.0;;;;;;;;
125;Overijssel (PV);2008;0;;;;79.0;6.0;0.0;;3.0;3.0;73.0;24.0;;29.0;20.0;;;;;;;;;;;25.0;;33.0;22.0;;;;;;;;
126;Flevoland (PV);1995;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Flevoland (PV);1996;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;Flevoland (PV);1997;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;Flevoland (PV);1998;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Flevoland (PV);1999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Flevoland (PV);2000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Flevoland (PV);2001;0;;;;16.0;3.0;0.0;;2.0;1.0;13.0;9.0;;1.0;3.0;;;;;;;;;;;9.0;;3.0;4.0;;;;;;;;
133;Flevoland (PV);2002;0;;;;23.0;3.0;0.0;;2.0;1.0;19.0;13.0;;2.0;4.0;;;;;;;;;;;13.0;;4.0;6.0;;;;;;;;
134;Flevoland (PV);2003;0;;;;22.0;4.0;1.0;;2.0;1.0;18.0;12.0;;2.0;4.0;;;;;;;;;;;12.0;;4.0;6.0;;;;;;;;
135;Flevoland (PV);2004;0;;;;21.0;4.0;1.0;;2.0;1.0;17.0;11.0;;2.0;4.0;;;;;;;;;;;12.0;;4.0;6.0;;;;;;;;
136;Flevoland (PV);2005;0;;;;21.0;4.0;1.0;;2.0;1.0;17.0;11.0;;2.0;4.0;;;;;;;;;;;12.0;;3.0;5.0;;;;;;;;
137;Flevoland (PV);2006;0;;;;21.0;4.0;1.0;;2.0;1.0;17.0;11.0;;2.0;4.0;;;;;;;;;;;12.0;;4.0;6.0;;;;;;;;
138;Flevoland (PV);2007;0;;;;22.0;3.0;1.0;;1.0;1.0;19.0;12.0;;2.0;5.0;;;;;;;;;;;12.0;;4.0;6.0;;;;;;;;
139;Flevoland (PV);2008;0;;;;29.0;4.0;1.0;;2.0;1.0;25.0;7.0;;11.0;7.0;;;;;;;;;;;8.0;;13.0;8.0;;;;;;;;
140;Gelderland (PV);1995;0;;;;44.0;10.0;1.0;;5.0;4.0;34.0;17.0;;10.0;7.0;;;;;;;;;;;18.0;;15.0;11.0;;;;;;;;
141;Gelderland (PV);1996;0;;;;45.0;11.0;1.0;;5.0;5.0;34.0;17.0;;10.0;7.0;;;;;;;;;;;18.0;;15.0;12.0;;;;;;;;
142;Gelderland (PV);1997;0;;;;54.0;12.0;1.0;;6.0;5.0;42.0;20.0;;13.0;9.0;;;;;;;;;;;21.0;;19.0;14.0;;;;;;;;
143;Gelderland (PV);1998;0;;;;56.0;12.0;1.0;;6.0;5.0;44.0;20.0;;14.0;10.0;;;;;;;;;;;21.0;;20.0;15.0;;;;;;;;
144;Gelderland (PV);1999;0;;;;58.0;12.0;1.0;;6.0;5.0;45.0;20.0;;15.0;10.0;;;;;;;;;;;21.0;;21.0;15.0;;;;;;;;
145;Gelderland (PV);2000;0;;;;60.0;13.0;1.0;;7.0;5.0;47.0;20.0;;17.0;10.0;;;;;;;;;;;21.0;;24.0;15.0;;;;;;;;
146;Gelderland (PV);2001;0;;;;67.0;14.0;1.0;;7.0;6.0;53.0;22.0;;20.0;11.0;;;;;;;;;;;23.0;;27.0;17.0;;;;;;;;
147;Gelderland (PV);2002;0;;;;76.0;16.0;2.0;;8.0;6.0;61.0;21.0;;27.0;13.0;;;;;;;;;;;23.0;;35.0;19.0;;;;;;;;
148;Gelderland (PV);2003;0;;;;79.0;18.0;2.0;;9.0;7.0;61.0;18.0;;29.0;14.0;;;;;;;;;;;20.0;;38.0;21.0;;;;;;;;
149;Gelderland (PV);2004;0;;;;84.0;18.0;2.0;;9.0;7.0;65.0;16.0;;34.0;15.0;;;;;;;;;;;19.0;;43.0;22.0;;;;;;;;
150;Gelderland (PV);2005;0;;;;107.0;26.0;4.0;;12.0;10.0;75.0;19.0;;37.0;19.0;7.0;0.0;;3.0;4.0;;;;;;23.0;;52.0;32.0;;;;;;;;
151;Gelderland (PV);2006;0;;;;109.0;26.0;4.0;;12.0;10.0;76.0;19.0;;38.0;19.0;6.0;0.0;;3.0;3.0;;;;;;23.0;;54.0;32.0;;;;;;;;
152;Gelderland (PV);2007;0;;;;110.0;26.0;4.0;;12.0;10.0;78.0;20.0;;38.0;20.0;6.0;0.0;;3.0;3.0;;;;;;24.0;;53.0;33.0;;;;;;;;
153;Gelderland (PV);2008;0;;;;112.0;26.0;4.0;;12.0;10.0;80.0;20.0;;40.0;20.0;6.0;0.0;;3.0;3.0;;;;;;24.0;;55.0;33.0;;;;;;;;
154;Utrecht (PV);1995;0;;;;13.0;4.0;0.0;;2.0;2.0;9.0;3.0;;4.0;2.0;;;;;;;;;;;3.0;;6.0;4.0;;;;;;;;
155;Utrecht (PV);1996;0;;;;14.0;5.0;0.0;;3.0;2.0;9.0;3.0;;4.0;2.0;;;;;;;;;;;3.0;;7.0;4.0;;;;;;;;
156;Utrecht (PV);1997;0;;;;17.0;5.0;0.0;;3.0;2.0;13.0;4.0;;6.0;3.0;;;;;;;;;;;4.0;;9.0;5.0;;;;;;;;
157;Utrecht (PV);1998;0;;;;16.0;4.0;0.0;;2.0;2.0;12.0;3.0;;6.0;3.0;;;;;;;;;;;3.0;;8.0;5.0;;;;;;;;
158;Utrecht (PV);1999;0;;;;17.0;5.0;0.0;;3.0;2.0;12.0;3.0;;6.0;3.0;;;;;;;;;;;3.0;;9.0;5.0;;;;;;;;
159;Utrecht (PV);2000;0;;;;17.0;5.0;0.0;;3.0;2.0;12.0;3.0;;6.0;3.0;;;;;;;;;;;3.0;;10.0;5.0;;;;;;;;
160;Utrecht (PV);2001;0;;;;23.0;5.0;0.0;;3.0;2.0;18.0;4.0;;10.0;4.0;;;;;;;;;;;4.0;;13.0;6.0;;;;;;;;
161;Utrecht (PV);2002;0;;;;26.0;5.0;0.0;;3.0;2.0;20.0;5.0;;11.0;4.0;;;;;;;;;;;5.0;;14.0;7.0;;;;;;;;
162;Utrecht (PV);2003;0;;;;22.0;6.0;0.0;;3.0;3.0;17.0;4.0;;8.0;5.0;;;;;;;;;;;4.0;;11.0;7.0;;;;;;;;
163;Utrecht (PV);2004;0;;;;26.0;8.0;0.0;;4.0;4.0;18.0;4.0;;9.0;5.0;;;;;;;;;;;4.0;;12.0;9.0;;;;;;;;
164;Utrecht (PV);2005;0;;;;26.0;8.0;0.0;;4.0;4.0;18.0;4.0;;9.0;5.0;;;;;;;;;;;4.0;;13.0;9.0;;;;;;;;
165;Utrecht (PV);2006;0;;;;27.0;8.0;0.0;;4.0;4.0;19.0;4.0;;9.0;6.0;;;;;;;;;;;4.0;;13.0;9.0;;;;;;;;
166;Utrecht (PV);2007;0;;;;27.0;8.0;1.0;;4.0;3.0;19.0;3.0;;9.0;7.0;;;;;;;;;;;4.0;;13.0;10.0;;;;;;;;
167;Utrecht (PV);2008;0;;;;31.0;9.0;1.0;;4.0;4.0;22.0;2.0;;11.0;9.0;;;;;;;;;;;3.0;;16.0;12.0;;;;;;;;
168;Noord-Holland (PV);1995;0;;;;69.0;17.0;1.0;0.0;10.0;6.0;41.0;13.0;0.0;15.0;13.0;9.0;0.0;;6.0;3.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;32.0;22.0;;;;;;;;
169;Noord-Holland (PV);1996;0;;;;66.0;17.0;1.0;;10.0;6.0;40.0;14.0;;15.0;11.0;8.0;0.0;;5.0;3.0;0.0;0.0;;0.0;0.0;15.0;;30.0;21.0;;;;;;;;
170;Noord-Holland (PV);1997;0;;;;73.0;18.0;1.0;;10.0;7.0;45.0;14.0;;16.0;15.0;8.0;0.0;;5.0;3.0;0.0;0.0;;0.0;0.0;15.0;;31.0;26.0;;;;;;;;
171;Noord-Holland (PV);1998;0;;;;74.0;19.0;1.0;;10.0;8.0;46.0;14.0;;16.0;16.0;9.0;0.0;;5.0;4.0;0.0;0.0;;0.0;0.0;15.0;;31.0;28.0;;;;;;;;
172;Noord-Holland (PV);1999;0;;;;77.0;20.0;1.0;;11.0;8.0;48.0;15.0;;17.0;16.0;9.0;0.0;;5.0;4.0;;;;;;16.0;;33.0;28.0;;;;;;;;
173;Noord-Holland (PV);2000;0;;;;86.0;19.0;1.0;;11.0;7.0;55.0;15.0;;23.0;17.0;9.0;0.0;;5.0;4.0;2.0;;;1.0;1.0;16.0;;40.0;29.0;;;;;;;;
174;Noord-Holland (PV);2001;0;;;;93.0;21.0;1.0;;13.0;7.0;59.0;15.0;;25.0;19.0;11.0;1.0;;6.0;4.0;2.0;0.0;;1.0;1.0;16.0;;45.0;31.0;;;;;;;;
175;Noord-Holland (PV);2002;0;;;;95.0;21.0;1.0;;13.0;7.0;60.0;15.0;;26.0;19.0;11.0;1.0;;6.0;4.0;2.0;0.0;;1.0;1.0;17.0;;46.0;32.0;;;;;;;;
176;Noord-Holland (PV);2003;0;;;;90.0;17.0;1.0;;10.0;6.0;56.0;15.0;;23.0;18.0;14.0;1.0;;7.0;6.0;2.0;0.0;;1.0;1.0;17.0;;42.0;31.0;;;;;;;;
177;Noord-Holland (PV);2004;0;;;;106.0;22.0;3.0;;11.0;8.0;68.0;10.0;;34.0;24.0;14.0;1.0;;7.0;6.0;3.0;0.0;;1.0;2.0;14.0;;53.0;39.0;;;;;;;;
178;Noord-Holland (PV);2005;0;;;;113.0;28.0;3.0;;14.0;11.0;67.0;7.0;;33.0;27.0;15.0;1.0;;7.0;7.0;4.0;0.0;;2.0;2.0;11.0;;56.0;46.0;;;;;;;;
179;Noord-Holland (PV);2006;0;;;;125.0;28.0;3.0;;14.0;11.0;77.0;8.0;;38.0;31.0;18.0;1.0;;9.0;8.0;4.0;0.0;;2.0;2.0;12.0;;62.0;51.0;;;;;;;;
180;Noord-Holland (PV);2007;0;;;;130.0;32.0;4.0;;16.0;12.0;76.0;8.0;;38.0;30.0;18.0;1.0;;9.0;8.0;4.0;0.0;;2.0;2.0;13.0;;65.0;53.0;;;;;;;;
181;Noord-Holland (PV);2008;0;;;;133.0;27.0;3.0;;13.0;11.0;84.0;9.0;;41.0;34.0;18.0;1.0;;9.0;8.0;4.0;;;2.0;2.0;13.0;;65.0;55.0;;;;;;;;
182;Zuid-Holland (PV);1995;0;;;;83.0;24.0;1.0;;13.0;10.0;48.0;16.0;;18.0;14.0;12.0;1.0;;8.0;3.0;;;;;;18.0;;39.0;27.0;;;;;;;;
183;Zuid-Holland (PV);1996;0;;;;88.0;26.0;1.0;;14.0;11.0;50.0;16.0;;20.0;14.0;13.0;1.0;;9.0;3.0;;;;;;18.0;;42.0;28.0;;;;;;;;
184;Zuid-Holland (PV);1997;0;;;;95.0;28.0;2.0;;15.0;11.0;52.0;16.0;;21.0;15.0;14.0;1.0;;10.0;3.0;;;;;;19.0;;46.0;30.0;;;;;;;;
185;Zuid-Holland (PV);1998;0;;;;100.0;28.0;1.0;;15.0;12.0;56.0;17.0;;22.0;17.0;16.0;1.0;;11.0;4.0;;;;;;19.0;;49.0;33.0;;;;;;;;
186;Zuid-Holland (PV);1999;0;;;;106.0;30.0;1.0;;16.0;13.0;60.0;18.0;;23.0;19.0;17.0;1.0;;12.0;4.0;;;;;;20.0;;51.0;35.0;;;;;;;;
187;Zuid-Holland (PV);2000;0;;;;117.0;32.0;1.0;;18.0;13.0;67.0;17.0;;27.0;23.0;18.0;1.0;;10.0;7.0;;;;;;19.0;;54.0;43.0;;;;;;;;
188;Zuid-Holland (PV);2001;0;;;;135.0;33.0;1.0;;18.0;14.0;84.0;18.0;;36.0;30.0;17.0;1.0;;9.0;7.0;;;;;;20.0;;64.0;52.0;;;;;;;;
189;Zuid-Holland (PV);2002;0;;;;144.0;35.0;1.0;;19.0;15.0;90.0;18.0;;40.0;32.0;19.0;1.0;;10.0;8.0;;;;;;20.0;;68.0;55.0;;;;;;;;
190;Zuid-Holland (PV);2003;0;;;;156.0;38.0;3.0;;19.0;16.0;99.0;14.0;;49.0;36.0;21.0;2.0;;10.0;9.0;;;;;;18.0;;78.0;60.0;;;;;;;;
191;Zuid-Holland (PV);2004;0;;;;167.0;39.0;3.0;;20.0;16.0;104.0;14.0;;52.0;38.0;24.0;2.0;;12.0;10.0;;;;;;19.0;;85.0;63.0;;;;;;;;
192;Zuid-Holland (PV);2005;0;;;;160.0;34.0;2.0;;18.0;14.0;110.0;10.0;;54.0;46.0;15.0;1.0;;8.0;6.0;;;;;;14.0;;80.0;66.0;;;;;;;;
193;Zuid-Holland (PV);2006;0;;;;177.0;36.0;2.0;;17.0;17.0;124.0;9.0;;60.0;55.0;16.0;2.0;;7.0;7.0;;;;;;13.0;;85.0;79.0;;;;;;;;
194;Zuid-Holland (PV);2007;0;;;;182.0;38.0;2.0;;18.0;18.0;128.0;9.0;;62.0;57.0;17.0;2.0;;8.0;7.0;;;;;;13.0;;88.0;82.0;;;;;;;;
195;Zuid-Holland (PV);2008;0;;;;187.0;38.0;2.0;;18.0;18.0;133.0;9.0;;65.0;59.0;16.0;2.0;;8.0;6.0;0.0;0.0;;;;14.0;;91.0;83.0;;;;;;;;
196;Zeeland (PV);1995;0;;;;25.0;7.0;1.0;0.0;3.0;3.0;13.0;4.0;2.0;5.0;2.0;4.0;1.0;0.0;2.0;1.0;;;;;;6.0;3.0;10.0;6.0;;;;;;;;
197;Zeeland (PV);1996;0;;;;26.0;6.0;1.0;0.0;3.0;2.0;13.0;4.0;2.0;5.0;2.0;6.0;1.0;0.0;3.0;2.0;;;;;;6.0;3.0;10.0;6.0;;;;;;;;
198;Zeeland (PV);1997;0;;;;26.0;5.0;0.0;0.0;3.0;2.0;13.0;3.0;3.0;5.0;2.0;8.0;1.0;1.0;3.0;3.0;;;;;;5.0;4.0;11.0;7.0;;;;;;;;
199;Zeeland (PV);1998;0;;;;27.0;5.0;0.0;0.0;3.0;2.0;14.0;4.0;3.0;5.0;2.0;7.0;0.0;0.0;4.0;3.0;;;;;;5.0;4.0;11.0;7.0;;;;;;;;
200;Zeeland (PV);1999;0;;;;30.0;5.0;0.0;0.0;3.0;2.0;15.0;4.0;4.0;5.0;2.0;9.0;1.0;1.0;4.0;3.0;;;;;;5.0;5.0;13.0;7.0;;;;;;;;
201;Zeeland (PV);2000;0;;;;28.0;5.0;0.0;0.0;3.0;2.0;14.0;5.0;2.0;5.0;2.0;8.0;1.0;0.0;4.0;3.0;;;;;;7.0;2.0;12.0;6.0;;;;;;;;
202;Zeeland (PV);2001;0;;;;30.0;6.0;1.0;0.0;3.0;2.0;15.0;6.0;1.0;6.0;2.0;9.0;1.0;0.0;5.0;3.0;;;;;;8.0;1.0;15.0;7.0;;;;;;;;
203;Zeeland (PV);2002;0;;;;33.0;6.0;1.0;;3.0;2.0;17.0;7.0;;8.0;2.0;10.0;2.0;;5.0;3.0;;;;;;9.0;;16.0;7.0;;;;;;;;
204;Zeeland (PV);2003;0;;;;35.0;7.0;1.0;;4.0;2.0;17.0;7.0;;8.0;2.0;11.0;2.0;;6.0;3.0;;;;;;10.0;;17.0;8.0;;;;;;;;
205;Zeeland (PV);2004;0;;;;39.0;7.0;1.0;;4.0;2.0;19.0;8.0;;9.0;2.0;12.0;2.0;;6.0;4.0;;;;;;11.0;;20.0;8.0;;;;;;;;
206;Zeeland (PV);2005;0;;;;41.0;9.0;1.0;;5.0;3.0;19.0;8.0;;9.0;2.0;12.0;2.0;;6.0;4.0;;;;;;11.0;;21.0;9.0;;;;;;;;
207;Zeeland (PV);2006;0;;;;41.0;9.0;1.0;;5.0;3.0;22.0;8.0;;11.0;3.0;11.0;1.0;;6.0;4.0;;;;;;10.0;;22.0;9.0;;;;;;;;
208;Zeeland (PV);2007;0;;;;42.0;9.0;1.0;;5.0;3.0;22.0;8.0;;11.0;3.0;11.0;1.0;;6.0;4.0;;;;;;10.0;;22.0;9.0;;;;;;;;
209;Zeeland (PV);2008;0;;;;40.0;8.0;1.0;;4.0;3.0;22.0;8.0;;11.0;3.0;11.0;1.0;;6.0;4.0;;;;;;10.0;;21.0;9.0;;;;;;;;
210;Noord-Brabant (PV);1995;0;;;;42.0;4.0;0.0;;2.0;2.0;37.0;17.0;;12.0;8.0;0.0;0.0;;;;;;;;;18.0;;14.0;10.0;;;;;;;;
211;Noord-Brabant (PV);1996;0;;;;44.0;5.0;0.0;;3.0;2.0;38.0;17.0;;13.0;8.0;0.0;0.0;;;;;;;;;18.0;;15.0;10.0;;;;;;;;
212;Noord-Brabant (PV);1997;0;;;;45.0;5.0;0.0;;3.0;2.0;41.0;18.0;;14.0;9.0;;;;;;;;;;;18.0;;16.0;11.0;;;;;;;;
213;Noord-Brabant (PV);1998;0;;;;47.0;5.0;0.0;;3.0;2.0;42.0;18.0;;15.0;9.0;;;;;;;;;;;19.0;;17.0;11.0;;;;;;;;
214;Noord-Brabant (PV);1999;0;;;;52.0;5.0;0.0;;3.0;2.0;46.0;19.0;;17.0;10.0;;;;;;;;;;;20.0;;20.0;13.0;;;;;;;;
215;Noord-Brabant (PV);2000;0;;;;57.0;5.0;0.0;;3.0;2.0;51.0;19.0;;21.0;11.0;;;;;;;;;;;20.0;;24.0;14.0;;;;;;;;
216;Noord-Brabant (PV);2001;0;;;;64.0;7.0;0.0;;4.0;3.0;58.0;21.0;;23.0;14.0;;;;;;;;;;;21.0;;27.0;16.0;;;;;;;;
217;Noord-Brabant (PV);2002;0;;;;71.0;8.0;1.0;;4.0;3.0;63.0;23.0;;25.0;15.0;;;;;;;;;;;23.0;;29.0;18.0;;;;;;;;
218;Noord-Brabant (PV);2003;0;;;;76.0;9.0;1.0;;5.0;3.0;68.0;21.0;;28.0;19.0;;;;;;;;;;;22.0;;32.0;22.0;;;;;;;;
219;Noord-Brabant (PV);2004;0;;;;79.0;9.0;1.0;;5.0;3.0;71.0;13.0;;37.0;21.0;;;;;;;;;;;14.0;;41.0;24.0;;;;;;;;
220;Noord-Brabant (PV);2005;0;;;;81.0;9.0;1.0;;5.0;3.0;71.0;10.0;;40.0;21.0;;;;;;;;;;;12.0;;45.0;25.0;;;;;;;;
221;Noord-Brabant (PV);2006;0;;;;81.0;9.0;1.0;;5.0;3.0;71.0;10.0;;40.0;21.0;;;;;;;;;;;11.0;;45.0;25.0;;;;;;;;
222;Noord-Brabant (PV);2007;0;;;;81.0;8.0;1.0;;4.0;3.0;73.0;11.0;;40.0;22.0;;;;;;;;;;;12.0;;44.0;25.0;;;;;;;;
223;Noord-Brabant (PV);2008;0;;;;85.0;9.0;1.0;;4.0;4.0;76.0;11.0;;42.0;23.0;;;;;;;;;;;12.0;;46.0;26.0;;;;;;;;
224;Limburg (PV);1995;0;;;;25.0;;;;;;25.0;6.0;;15.0;4.0;;;;;;;;;;;6.0;;15.0;4.0;;;;;;;;
225;Limburg (PV);1996;0;;;;25.0;;;;;;25.0;6.0;;15.0;4.0;;;;;;;;;;;6.0;;15.0;4.0;;;;;;;;
226;Limburg (PV);1997;0;;;;27.0;0.0;0.0;;0.0;0.0;26.0;6.0;;15.0;5.0;;;;;;;;;;;6.0;;16.0;5.0;;;;;;;;
227;Limburg (PV);1998;0;;;;27.0;0.0;0.0;;0.0;0.0;26.0;6.0;;15.0;5.0;;;;;;;;;;;6.0;;16.0;5.0;;;;;;;;
228;Limburg (PV);1999;0;;;;27.0;0.0;0.0;;0.0;0.0;27.0;6.0;;16.0;5.0;;;;;;;;;;;6.0;;16.0;5.0;;;;;;;;
229;Limburg (PV);2000;0;;;;29.0;0.0;0.0;;0.0;0.0;28.0;6.0;;17.0;5.0;;;;;;;;;;;6.0;;17.0;5.0;;;;;;;;
230;Limburg (PV);2001;0;;;;30.0;0.0;0.0;;0.0;0.0;29.0;6.0;;17.0;6.0;;;;;;;;;;;6.0;;17.0;6.0;;;;;;;;
231;Limburg (PV);2002;0;;;;31.0;1.0;0.0;;1.0;0.0;30.0;6.0;;18.0;6.0;;;;;;;;;;;6.0;;19.0;7.0;;;;;;;;
232;Limburg (PV);2003;0;;;;33.0;1.0;0.0;;1.0;0.0;33.0;7.0;;19.0;7.0;;;;;;;;;;;7.0;;19.0;7.0;;;;;;;;
233;Limburg (PV);2004;0;;;;37.0;2.0;0.0;;1.0;1.0;36.0;5.0;;20.0;11.0;;;;;;;;;;;5.0;;21.0;11.0;;;;;;;;
234;Limburg (PV);2005;0;;;;40.0;2.0;0.0;;1.0;1.0;38.0;7.0;;20.0;11.0;;;;;;;;;;;7.0;;22.0;12.0;;;;;;;;
235;Limburg (PV);2006;0;;;;39.0;1.0;0.0;;1.0;0.0;37.0;5.0;;21.0;11.0;;;;;;;;;;;5.0;;22.0;12.0;;;;;;;;
236;Limburg (PV);2007;0;;;;39.0;1.0;0.0;;1.0;0.0;38.0;5.0;;21.0;12.0;;;;;;;;;;;5.0;;22.0;12.0;;;;;;;;
237;Limburg (PV);2008;0;;;;40.0;1.0;0.0;;1.0;0.0;39.0;5.0;;22.0;12.0;;;;;;;;;;;5.0;;23.0;12.0;;;;;;;;
