ID;Regions;Periods;GDPMarketPrices_1;GDPPerCapita_2;GDPVolumechanges_3;GrossValueAddedVolumeChanges_4;ValueAddedAtBasicPrices_5;CompensationOfEmployees_6;FullTimeEquivalentFteTotal_7;FullTimeEquivalentFteEmployee_8;FullTimeEquivalentFteSelfEmployed_9;EmployedPersonsTotal_10;Employee_11;SelfEmployed_12;HoursWorkedTotal_13;HoursWorkedEmployee_14;HoursWorkedSelfEmployed_15
180;Zuidoost-Drenthe (CR);2015;4399;26095;-0.6;-0.9;3958;2156.0;52.6;40.8;11.8;72.7;57.9;14.8;100.0;73.6;26.4
181;Zuidoost-Drenthe (CR);2016;4517;26850;2.1;2.1;4057;;53.3;41.6;11.7;73.5;58.8;14.7;101.9;75.3;26.6
182;Zuidwest-Drenthe (CR);2010;3606;27690;;;3242;1943.0;49.7;40.0;9.7;68.0;55.6;12.4;93.8;71.4;22.5
183;Zuidwest-Drenthe (CR);2011;3786;29037;4.8;5.1;3413;2033.0;50.8;40.7;10.1;70.1;57.6;12.5;96.0;73.2;22.8
184;Zuidwest-Drenthe (CR);2012;3727;28574;-2.7;-2.4;3373;2053.0;50.1;40.1;10.0;71.6;59.1;12.4;96.4;74.0;22.5
185;Zuidwest-Drenthe (CR);2013;3729;28630;-1.0;-0.6;3362;2045.0;49.2;39.2;10.0;70.9;58.4;12.5;96.1;73.6;22.5
186;Zuidwest-Drenthe (CR);2014;3885;29833;3.0;3.1;3501;2105.0;50.0;39.8;10.2;71.4;58.7;12.7;97.5;74.5;23.0
187;Zuidwest-Drenthe (CR);2015;3919;30019;0.9;0.7;3526;2068.0;49.5;39.2;10.3;69.5;56.7;12.8;94.5;71.3;23.2
188;Zuidwest-Drenthe (CR);2016;4062;31024;2.1;2.0;3648;;50.1;39.8;10.3;70.1;57.4;12.7;96.2;72.8;23.4
189;Noord-Overijssel (CR);2010;11848;33365;;;10652;6295.0;149.8;124.8;25.0;197.1;164.9;32.2;271.3;213.6;57.7
190;Noord-Overijssel (CR);2011;12325;34510;4.0;4.4;11111;6503.0;152.2;126.2;26.0;201.0;168.4;32.5;277.4;218.3;59.1
191;Noord-Overijssel (CR);2012;12194;33969;-2.5;-2.3;11035;6578.0;151.4;125.0;26.4;202.0;168.4;33.7;276.2;216.2;59.9
192;Noord-Overijssel (CR);2013;12367;34326;-0.5;-0.2;11150;6635.0;149.5;122.6;26.9;198.9;164.8;34.2;272.0;211.4;60.6
193;Noord-Overijssel (CR);2014;12818;35485;2.6;2.7;11550;6726.0;149.6;122.4;27.2;198.9;164.5;34.4;274.5;212.8;61.7
194;Noord-Overijssel (CR);2015;13150;36226;2.8;2.5;11833;6750.0;151.0;123.4;27.6;199.8;165.2;34.6;276.1;214.0;62.1
195;Noord-Overijssel (CR);2016;13655;37379;2.6;2.6;12263;;152.7;125.4;27.3;201.5;167.1;34.4;280.8;218.4;62.4
196;Zuidwest-Overijssel (CR);2010;4563;29842;;;4102;2479.0;59.1;49.7;9.4;79.1;66.9;12.1;107.5;86.0;21.5
197;Zuidwest-Overijssel (CR);2011;4611;30153;1.2;1.5;4157;2497.0;58.7;49.0;9.7;78.8;66.6;12.2;106.9;85.2;21.7
198;Zuidwest-Overijssel (CR);2012;4397;28762;-5.1;-4.8;3979;2466.0;57.2;47.5;9.7;78.5;65.9;12.6;104.7;82.8;21.9
199;Zuidwest-Overijssel (CR);2013;4452;29152;-0.5;-0.2;4014;2484.0;57.0;47.1;9.9;78.3;65.6;12.7;104.1;82.0;22.1
200;Zuidwest-Overijssel (CR);2014;4562;29857;1.3;1.4;4111;2492.0;57.0;47.1;9.9;79.4;66.6;12.8;106.1;83.7;22.3
201;Zuidwest-Overijssel (CR);2015;4663;30434;2.4;2.2;4196;2502.0;57.3;47.2;10.1;77.7;64.8;12.9;104.4;81.8;22.5
202;Zuidwest-Overijssel (CR);2016;4863;31618;2.4;2.3;4367;;58.1;48.0;10.1;78.6;65.8;12.8;106.4;83.7;22.7
203;Twente (CR);2010;18677;29911;;;16791;9656.0;233.0;194.7;38.3;317.9;267.1;50.8;431.4;343.7;87.7
204;Twente (CR);2011;19300;30832;3.3;3.6;17399;10052.0;237.3;198.1;39.2;322.1;270.9;51.2;439.1;351.0;88.1
205;Twente (CR);2012;18788;29981;-3.5;-3.2;17002;10114.0;234.0;194.4;39.6;318.0;266.4;51.6;431.6;343.0;88.6
206;Twente (CR);2013;18885;30142;-1.6;-1.3;17027;10088.0;230.0;190.0;40.0;311.6;259.7;51.9;423.7;334.5;89.2
207;Twente (CR);2014;19174;30622;0.7;0.8;17277;10069.0;225.6;185.6;40.0;308.9;257.1;51.8;422.8;332.8;90.0
208;Twente (CR);2015;19713;31478;2.9;2.6;17738;10064.0;226.4;185.8;40.6;308.2;256.0;52.2;421.1;330.4;90.7
209;Twente (CR);2016;20541;32768;2.8;2.7;18448;;229.1;188.8;40.3;311.1;259.2;51.9;428.6;337.2;91.4
210;Veluwe (CR);2010;21943;33480;;;19728;11643.0;271.7;228.0;43.7;350.6;295.6;54.9;495.1;395.9;99.1
211;Veluwe (CR);2011;23175;35232;5.4;5.8;20892;12083.0;275.8;230.6;45.2;356.3;300.1;56.2;503.3;402.5;100.8
212;Veluwe (CR);2012;22776;34478;-3.0;-2.7;20611;12295.0;274.9;229.0;45.9;357.3;300.1;57.2;500.3;398.3;102.0
213;Veluwe (CR);2013;22964;34635;-0.5;-0.1;20705;12304.0;271.7;225.2;46.5;353.5;295.3;58.2;492.9;390.1;102.8
214;Veluwe (CR);2014;23462;35228;1.1;1.2;21141;12365.0;270.1;223.0;47.1;348.9;290.0;59.0;494.3;389.2;105.1
215;Veluwe (CR);2015;23965;35769;2.5;2.3;21564;12407.0;271.3;223.4;47.9;349.9;290.5;59.4;494.9;388.9;106.0
216;Veluwe (CR);2016;24881;36869;2.5;2.4;22345;;274.4;226.8;47.6;352.9;293.7;59.2;503.6;396.6;107.0
217;Achterhoek (CR);2010;10443;25994;;;9389;5522.0;142.6;114.3;28.3;194.5;157.1;37.4;266.6;201.4;65.2
218;Achterhoek (CR);2011;10820;26945;3.4;3.7;9754;5723.0;145.1;116.1;29.0;198.5;160.8;37.7;272.1;206.5;65.6
219;Achterhoek (CR);2012;10469;26101;-3.5;-3.2;9474;5700.0;141.9;112.8;29.1;195.6;157.8;37.9;266.6;200.9;65.7
220;Achterhoek (CR);2013;10450;26111;-2.6;-2.3;9422;5618.0;138.5;109.0;29.5;190.3;152.1;38.1;260.8;194.5;66.4
221;Achterhoek (CR);2014;10752;26931;1.7;1.8;9688;5614.0;137.1;107.2;29.9;189.3;150.4;38.8;262.3;194.6;67.7
222;Achterhoek (CR);2015;11067;27736;3.3;3.0;9958;5660.0;138.7;108.3;30.4;190.8;151.7;39.1;262.2;193.9;68.3
223;Achterhoek (CR);2016;11521;28832;2.4;2.3;10347;;140.3;110.2;30.1;192.8;153.9;38.9;267.1;198.3;68.8
224;Arnhem/Nijmegen (CR);2010;23514;33136;;;21140;12367.0;282.5;240.7;41.8;363.6;309.9;53.7;500.6;406.4;94.2
225;Arnhem/Nijmegen (CR);2011;24226;33990;3.0;3.4;21839;12670.0;284.1;240.7;43.4;367.4;312.4;55.0;503.2;407.4;95.8
226;Arnhem/Nijmegen (CR);2012;24049;33625;-1.9;-1.6;21763;12888.0;282.7;238.4;44.3;367.5;311.5;56.0;500.6;403.1;97.5
227;Arnhem/Nijmegen (CR);2013;24064;33533;-1.9;-1.5;21697;12865.0;277.9;233.0;44.9;360.0;303.2;56.8;491.9;393.3;98.6
228;Arnhem/Nijmegen (CR);2014;24544;34062;1.3;1.3;22116;12986.0;277.1;231.2;45.9;358.1;300.1;58.0;494.5;393.2;101.3
229;Arnhem/Nijmegen (CR);2015;25114;34686;1.7;1.5;22598;12971.0;278.6;231.9;46.7;355.9;297.4;58.5;489.1;386.9;102.2
230;Arnhem/Nijmegen (CR);2016;25950;35641;2.0;2.0;23305;;281.9;235.5;46.4;359.1;300.9;58.2;498.1;394.8;103.3
231;Zuidwest-Gelderland (CR);2010;7512;31966;;;6754;3815.0;95.8;76.8;19.0;119.3;95.7;23.6;178.6;135.1;43.5
232;Zuidwest-Gelderland (CR);2011;7495;31810;0.2;0.5;6757;3862.0;96.3;76.9;19.4;121.8;98.0;23.8;180.3;136.5;43.9
233;Zuidwest-Gelderland (CR);2012;7334;31031;-2.6;-2.3;6637;3865.0;94.6;74.9;19.7;119.0;95.1;23.9;176.1;131.9;44.2
234;Zuidwest-Gelderland (CR);2013;7542;31839;0.3;0.7;6800;3881.0;93.5;73.7;19.8;117.8;93.7;24.0;175.9;131.9;44.0
235;Zuidwest-Gelderland (CR);2014;7841;33041;3.6;3.7;7065;3932.0;93.9;74.0;19.9;119.2;94.5;24.7;178.9;134.1;44.8
236;Zuidwest-Gelderland (CR);2015;8104;34061;2.7;2.5;7292;3924.0;94.1;73.9;20.2;120.3;95.4;24.9;179.8;134.6;45.2
237;Zuidwest-Gelderland (CR);2016;8437;35287;2.6;2.5;7577;;95.6;75.5;20.1;121.9;97.2;24.7;183.9;138.4;45.5
238;Utrecht (CR);2010;55923;45657;;;50277;29076.0;614.5;534.3;80.2;726.6;627.5;99.2;1042.7;862.4;180.3
239;Utrecht (CR);2011;56274;45642;0.9;1.2;50730;29495.0;614.8;530.9;83.9;728.7;626.9;101.8;1044.7;860.3;184.5
240;Utrecht (CR);2012;56331;45384;-1.3;-1.0;50976;30092.0;612.8;527.3;85.5;729.6;624.7;104.9;1040.7;852.9;187.8
241;Utrecht (CR);2013;57209;45786;0.3;0.7;51581;30394.0;608.7;522.1;86.6;727.8;621.6;106.2;1040.0;850.4;189.7
242;Utrecht (CR);2014;58068;46136;0.7;0.7;52323;30420.0;604.6;515.6;89.0;727.9;618.3;109.6;1047.1;851.4;195.7
243;Utrecht (CR);2015;59530;46926;2.5;2.3;53566;30353.0;606.3;515.7;90.6;730.0;619.3;110.6;1047.9;850.3;197.6
244;Utrecht (CR);2016;61452;48045;2.5;2.4;55189;;614.9;524.7;90.2;737.5;627.3;110.2;1068.4;868.4;200.0
245;Kop van Noord-Holland (CR);2010;9159;24712;;;8234;4744.0;124.3;95.4;28.9;167.9;132.6;35.3;238.9;172.8;66.0
246;Kop van Noord-Holland (CR);2011;9210;24791;1.2;1.6;8303;4849.0;125.5;96.0;29.5;171.9;136.4;35.5;245.3;179.2;66.1
247;Kop van Noord-Holland (CR);2012;9261;24899;-0.3;-0.1;8381;4964.0;124.6;95.3;29.3;171.5;135.7;35.8;241.0;175.4;65.6
248;Kop van Noord-Holland (CR);2013;9416;25329;-0.3;0.1;8490;4949.0;122.6;93.1;29.5;168.2;132.4;35.8;238.1;172.5;65.7
249;Kop van Noord-Holland (CR);2014;9616;25860;1.4;1.4;8665;4951.0;121.9;92.2;29.7;167.8;131.7;36.1;239.6;173.0;66.6
250;Kop van Noord-Holland (CR);2015;9992;26835;3.0;2.7;8991;4999.0;123.1;93.0;30.1;167.8;131.4;36.4;239.3;172.2;67.1
251;Kop van Noord-Holland (CR);2016;10347;27745;1.9;1.8;9292;;124.4;94.5;29.9;169.1;132.9;36.2;243.6;175.9;67.7
252;Alkmaar en omgeving (CR);2010;6920;29922;;;6221;3551.0;85.3;70.1;15.2;111.5;92.8;18.7;154.4;120.2;34.3
253;Alkmaar en omgeving (CR);2011;7106;30613;2.3;2.7;6406;3621.0;85.4;69.7;15.7;113.2;94.2;19.1;156.9;122.4;34.5
254;Alkmaar en omgeving (CR);2012;7084;30452;-1.6;-1.3;6411;3654.0;84.3;68.6;15.7;112.6;93.3;19.3;154.9;120.4;34.5
255;Alkmaar en omgeving (CR);2013;7054;30269;-2.4;-2.0;6360;3618.0;82.6;66.5;16.1;109.4;89.8;19.6;150.8;115.6;35.2
256;Alkmaar en omgeving (CR);2014;7298;31224;2.5;2.6;6576;3673.0;83.1;66.8;16.3;110.3;90.2;20.1;152.9;116.9;36.0
257;Alkmaar en omgeving (CR);2015;7314;30341;0.3;0.0;6581;3695.0;84.2;67.6;16.6;110.6;90.3;20.3;152.5;116.1;36.4
258;Alkmaar en omgeving (CR);2016;7553;31130;2.4;2.3;6783;;85.1;68.6;16.5;111.5;91.2;20.3;155.1;118.4;36.7
259;IJmond (CR);2010;5680;29461;;;5107;2893.0;67.6;56.2;11.4;84.3;70.2;14.1;119.1;93.5;25.6
260;IJmond (CR);2011;5626;29072;-1.1;-0.8;5072;2971.0;67.6;55.9;11.7;84.1;69.8;14.3;119.7;94.0;25.7
261;IJmond (CR);2012;5543;28606;-1.6;-1.3;5016;3003.0;66.8;55.0;11.8;84.3;69.7;14.5;119.5;93.8;25.7
262;IJmond (CR);2013;5690;29353;2.1;2.5;5130;3074.0;66.9;55.0;11.9;83.8;68.7;15.1;119.5;93.6;25.9
263;IJmond (CR);2014;6075;31310;4.5;4.6;5474;3193.0;68.0;56.0;12.0;84.7;69.7;15.0;122.0;95.6;26.4
264;IJmond (CR);2015;5966;30660;-0.8;-1.0;5368;3163.0;67.3;55.1;12.2;82.7;67.6;15.1;118.8;92.2;26.7
265;IJmond (CR);2016;6183;31610;2.9;2.8;5553;;68.1;55.9;12.2;83.4;68.4;15.0;120.9;94.0;26.9
266;Agglomeratie Haarlem (CR);2010;6543;29687;;;5882;3287.0;80.0;64.6;15.4;99.7;81.0;18.7;137.9;103.6;34.3
267;Agglomeratie Haarlem (CR);2011;6601;29782;0.7;1.1;5951;3342.0;80.1;64.0;16.1;100.9;81.6;19.3;138.3;103.1;35.2
268;Agglomeratie Haarlem (CR);2012;6286;28191;-4.7;-4.4;5688;3380.0;80.0;63.6;16.4;100.4;80.4;19.9;137.8;101.9;35.9
269;Agglomeratie Haarlem (CR);2013;6220;27681;-1.5;-1.2;5608;3367.0;78.9;62.1;16.8;98.0;77.7;20.3;134.2;97.7;36.5
270;Agglomeratie Haarlem (CR);2014;6254;27592;-0.7;-0.6;5635;3301.0;77.4;60.1;17.3;96.6;75.6;21.0;134.0;96.0;38.0
271;Agglomeratie Haarlem (CR);2015;6432;28135;2.0;1.7;5788;3258.0;77.0;59.3;17.7;98.0;76.8;21.2;135.6;97.2;38.4
272;Agglomeratie Haarlem (CR);2016;6724;29163;2.8;2.8;6039;;78.0;60.4;17.6;98.8;77.7;21.1;138.1;99.3;38.8
273;Zaanstreek (CR);2010;4323;26694;;;3887;2226.0;54.6;45.1;9.5;67.8;56.0;11.8;96.5;75.2;21.3
274;Zaanstreek (CR);2011;4422;27060;2.4;2.7;3986;2330.0;55.8;45.8;10.0;68.1;56.0;12.1;97.7;75.8;21.9
275;Zaanstreek (CR);2012;4344;26373;-1.5;-1.2;3931;2341.0;54.2;44.1;10.1;67.6;55.1;12.5;96.4;74.2;22.2
276;Zaanstreek (CR);2013;4473;26967;1.6;2.0;4033;2421.0;54.9;44.7;10.2;67.5;54.9;12.6;97.0;74.7;22.3
277;Zaanstreek (CR);2014;4640;27823;2.6;2.7;4181;2418.0;54.4;43.8;10.6;69.0;56.0;13.0;98.7;75.7;23.1
278;Zaanstreek (CR);2015;4488;26771;-1.8;-2.1;4038;2309.0;53.6;42.9;10.7;66.3;53.2;13.1;93.9;70.6;23.3
279;Zaanstreek (CR);2016;4790;28374;2.9;2.8;4302;;54.3;43.7;10.6;67.0;54.0;13.0;95.8;72.2;23.6
280;Groot-Amsterdam (CR);2010;82660;65643;;;74315;38784.0;781.0;685.4;95.6;864.6;751.5;113.1;1274.7;1060.6;214.1
281;Groot-Amsterdam (CR);2011;83916;65886;3.8;4.1;75649;40506.0;800.0;699.0;101.0;881.3;763.5;117.8;1302.8;1081.2;221.6
282;Groot-Amsterdam (CR);2012;85252;66295;0.1;0.4;77148;41090.0;797.9;694.5;103.4;883.3;760.7;122.6;1297.6;1070.1;227.5
283;Groot-Amsterdam (CR);2013;88758;68353;2.5;2.9;80027;42426.0;802.1;696.0;106.1;892.0;767.4;124.6;1315.5;1082.9;232.7
284;Groot-Amsterdam (CR);2014;93368;71121;4.9;5.0;84131;43750.0;818.4;707.6;110.8;898.8;767.7;131.1;1338.4;1094.3;244.1
285;Groot-Amsterdam (CR);2015;99421;75220;4.7;4.4;89461;45122.0;847.6;734.5;113.1;956.8;824.4;132.4;1415.8;1169.1;246.7
286;Groot-Amsterdam (CR);2016;102132;76382;3.2;3.1;91723;;861.2;748.3;112.9;970.5;838.4;132.1;1449.0;1198.5;250.5
287;Het Gooi en Vechtstreek (CR);2010;9697;39737;;;8718;4730.0;105.7;87.3;18.4;123.2;100.9;22.3;176.2;135.2;41.0
288;Het Gooi en Vechtstreek (CR);2011;9635;39366;-0.3;0.1;8686;4708.0;104.5;85.4;19.1;122.9;100.2;22.7;175.7;134.0;41.7
289;Het Gooi en Vechtstreek (CR);2012;9428;38469;-2.4;-2.1;8532;4781.0;104.3;85.0;19.3;122.8;99.8;22.9;174.1;132.3;41.8
290;Het Gooi en Vechtstreek (CR);2013;9362;38195;-2.0;-1.7;8441;4715.0;101.7;82.3;19.4;120.9;97.6;23.2;172.4;130.2;42.2
291;Het Gooi en Vechtstreek (CR);2014;9685;39401;2.5;2.6;8727;4755.0;102.1;82.1;20.0;120.5;96.4;24.0;173.4;129.8;43.6
292;Het Gooi en Vechtstreek (CR);2015;10055;40641;2.8;2.6;9048;4797.0;104.5;84.2;20.3;121.1;96.8;24.3;173.7;129.6;44.1
293;Het Gooi en Vechtstreek (CR);2016;10514;42139;3.1;3.1;9442;;106.2;85.9;20.3;122.5;98.3;24.2;177.5;132.9;44.6
294;Agglomeratie Leiden en Bollenstreek (CR);2010;12996;32011;;;11684;6754.0;155.9;130.6;25.3;198.5;167.2;31.3;273.9;216.8;57.1
295;Agglomeratie Leiden en Bollenstreek (CR);2011;13243;32443;2.0;2.3;11938;6976.0;156.8;130.5;26.3;198.2;166.2;32.0;275.2;217.2;58.1
296;Agglomeratie Leiden en Bollenstreek (CR);2012;13468;32830;0.8;1.1;12188;7169.0;157.6;131.0;26.6;199.8;167.1;32.7;277.1;218.3;58.8
297;Agglomeratie Leiden en Bollenstreek (CR);2013;13461;32654;-0.4;-0.1;12137;7239.0;155.6;128.7;26.9;195.6;162.5;33.1;273.0;213.8;59.2
298;Agglomeratie Leiden en Bollenstreek (CR);2014;13577;32786;-0.3;-0.2;12234;7195.0;153.1;125.9;27.2;194.4;160.8;33.5;273.2;213.0;60.3
299;Agglomeratie Leiden en Bollenstreek (CR);2015;13996;33599;2.7;2.4;12594;7244.0;154.8;127.1;27.7;193.4;159.6;33.8;270.8;209.9;60.8
300;Agglomeratie Leiden en Bollenstreek (CR);2016;14522;34604;2.3;2.2;13042;;156.5;129.0;27.5;194.9;161.3;33.6;275.4;213.9;61.5
301;Agglomeratie 's-Gravenhage (CR);2010;34732;43050;;;31226;18321.0;385.7;335.8;49.9;432.1;372.4;59.6;634.8;522.8;111.9
302;Agglomeratie 's-Gravenhage (CR);2011;33892;41573;-2.9;-2.6;30553;17941.0;374.8;321.9;52.9;426.5;364.0;62.4;625.8;509.2;116.6
303;Agglomeratie 's-Gravenhage (CR);2012;33978;41319;-1.1;-0.8;30748;18280.0;373.1;318.9;54.2;422.4;357.6;64.8;614.6;495.5;119.2
304;Agglomeratie 's-Gravenhage (CR);2013;33891;40950;-1.1;-0.8;30557;18267.0;366.5;313.1;53.4;424.5;360.4;64.1;618.2;501.3;116.9
305;Agglomeratie 's-Gravenhage (CR);2014;34471;41326;0.9;1.0;31061;18374.0;368.9;310.8;58.1;419.9;351.0;68.9;616.8;489.0;127.9
306;Agglomeratie 's-Gravenhage (CR);2015;35469;42139;3.0;2.7;31916;18545.0;371.1;311.9;59.2;427.6;358.1;69.5;622.7;493.7;129.1
307;Agglomeratie 's-Gravenhage (CR);2016;36394;42831;1.9;1.9;32685;;375.6;316.7;58.9;431.7;362.4;69.3;635.0;504.3;130.7
308;Delft en Westland (CR);2010;8620;40095;;;7750;4379.0;103.3;88.5;14.8;128.3;110.4;17.9;187.5;153.7;33.8
309;Delft en Westland (CR);2011;8686;39980;2.1;2.5;7830;4479.0;103.6;88.5;15.1;130.1;111.8;18.3;190.3;156.3;34.0
310;Delft en Westland (CR);2012;8813;40157;0.1;0.4;7975;4626.0;104.8;89.5;15.3;131.1;112.5;18.5;190.6;156.3;34.3
311;Delft en Westland (CR);2013;9096;41178;1.1;1.4;8201;4703.0;104.2;88.9;15.3;130.7;112.1;18.6;191.1;157.1;34.0
312;Delft en Westland (CR);2014;9477;42518;4.2;4.3;8539;4872.0;106.1;90.3;15.8;132.8;113.7;19.1;197.1;161.7;35.4
313;Delft en Westland (CR);2015;9895;44085;2.0;1.7;8904;4825.0;106.1;90.0;16.1;132.5;113.2;19.3;196.8;161.1;35.7
314;Delft en Westland (CR);2016;10290;45641;2.2;2.1;9241;;108.1;92.1;16.0;134.9;115.7;19.2;202.3;166.2;36.1
315;Oost-Zuid-Holland (CR);2010;9473;32255;;;8517;4767.0;114.2;94.3;19.9;144.1;119.4;24.7;206.8;161.4;45.4
316;Oost-Zuid-Holland (CR);2011;9382;31902;-0.7;-0.4;8458;4800.0;113.9;93.2;20.7;143.6;118.5;25.1;205.6;159.4;46.2
317;Oost-Zuid-Holland (CR);2012;9213;31304;-2.4;-2.1;8337;4813.0;111.7;91.0;20.7;142.4;116.7;25.7;201.6;155.5;46.1
318;Oost-Zuid-Holland (CR);2013;9335;31695;-0.7;-0.3;8417;4792.0;109.3;88.8;20.5;140.7;115.5;25.3;199.1;153.9;45.3
319;Oost-Zuid-Holland (CR);2014;9631;32586;2.4;2.5;8678;4819.0;109.6;88.5;21.1;140.6;114.6;26.0;201.6;154.5;47.1
320;Oost-Zuid-Holland (CR);2015;10071;31499;4.3;4.0;9062;4935.0;112.5;90.9;21.6;143.2;117.0;26.2;204.2;156.7;47.5
321;Oost-Zuid-Holland (CR);2016;10495;32552;2.6;2.6;9425;;113.8;92.4;21.4;144.5;118.4;26.1;208.0;160.0;48.0
322;Groot-Rijnmond (CR);2010;57678;41192;;;51855;28601.0;616.3;539.2;77.1;726.9;629.3;97.7;1059.9;886.2;173.7
323;Groot-Rijnmond (CR);2011;57552;40855;-0.3;0.1;51882;28985.0;612.7;532.1;80.6;727.7;626.8;101.0;1061.9;883.6;178.3
324;Groot-Rijnmond (CR);2012;58778;41579;1.2;1.5;53190;29511.0;611.5;530.2;81.3;726.8;625.3;101.5;1054.4;874.6;179.8
325;Groot-Rijnmond (CR);2013;58368;41213;-1.9;-1.6;52626;29316.0;598.2;516.1;82.1;710.5;608.2;102.3;1035.5;855.2;180.3
326;Groot-Rijnmond (CR);2014;58495;41134;1.3;1.4;52708;29577.0;594.9;511.1;83.8;708.3;603.8;104.5;1039.9;854.6;185.3
327;Groot-Rijnmond (CR);2015;62123;44117;1.3;1.0;55899;29553.0;598.8;513.6;85.2;710.6;605.3;105.3;1039.9;853.0;186.9
328;Groot-Rijnmond (CR);2016;64070;45203;2.0;1.9;57540;;608.5;523.9;84.6;719.4;614.6;104.8;1062.3;873.7;188.6
329;Zuidoost-Zuid-Holland (CR);2010;13418;33946;;;12063;7024.0;158.3;135.7;22.6;196.8;167.9;28.8;285.5;234.5;50.9
330;Zuidoost-Zuid-Holland (CR);2011;13599;34262;1.4;1.7;12259;7178.0;159.0;135.6;23.4;197.7;168.3;29.3;286.9;234.9;52.0
331;Zuidoost-Zuid-Holland (CR);2012;13406;33667;-1.9;-1.6;12132;7347.0;158.5;135.0;23.5;198.5;168.7;29.8;285.8;233.7;52.0
332;Zuidoost-Zuid-Holland (CR);2013;13682;34295;0.1;0.4;12336;7399.0;156.8;133.1;23.7;196.7;166.6;30.1;283.9;232.0;52.0
333;Zuidoost-Zuid-Holland (CR);2014;14019;35067;1.6;1.7;12632;7447.0;156.0;132.0;24.0;195.7;165.1;30.7;287.0;233.8;53.1
334;Zuidoost-Zuid-Holland (CR);2015;14428;36019;2.5;2.2;12983;7439.0;156.5;132.2;24.3;193.1;162.3;30.8;281.6;228.1;53.5
335;Zuidoost-Zuid-Holland (CR);2016;14904;37108;2.3;2.2;13385;;158.1;134.1;24.0;194.6;164.0;30.6;285.6;232.1;53.5
336;Zeeuwsch-Vlaanderen (CR);2010;3411;31980;;;3067;1598.0;39.3;31.3;8.0;50.0;39.9;10.1;72.5;53.9;18.6
337;Zeeuwsch-Vlaanderen (CR);2011;3717;34938;4.0;4.4;3351;1672.0;40.0;32.0;8.0;51.0;40.9;10.1;74.0;55.7;18.3
338;Zeeuwsch-Vlaanderen (CR);2012;3649;34361;-1.4;-1.1;3302;1705.0;39.5;31.4;8.1;50.3;40.1;10.2;72.8;54.2;18.6
339;Zeeuwsch-Vlaanderen (CR);2013;3626;34200;-1.0;-0.7;3269;1698.0;39.0;31.0;8.0;49.5;39.5;10.0;72.2;54.0;18.2
340;Zeeuwsch-Vlaanderen (CR);2014;3621;34225;-0.5;-0.4;3263;1670.0;37.9;30.0;7.9;48.9;38.8;10.1;71.0;52.8;18.2
341;Zeeuwsch-Vlaanderen (CR);2015;3727;35268;1.1;0.8;3354;1663.0;37.6;29.6;8.0;48.9;38.7;10.1;71.0;52.7;18.3
342;Zeeuwsch-Vlaanderen (CR);2016;3738;35379;2.3;2.2;3357;;38.0;30.1;7.9;49.2;39.2;10.0;72.0;53.7;18.3
343;Overig Zeeland (CR);2010;7767;28265;;;6983;3834.0;97.5;77.1;20.4;130.7;104.3;26.3;182.0;135.0;47.0
344;Overig Zeeland (CR);2011;7731;28104;-0.4;-0.1;6969;3939.0;98.4;77.6;20.8;132.3;105.7;26.6;184.3;137.2;47.2
345;Overig Zeeland (CR);2012;7676;27908;-2.0;-1.8;6946;3957.0;97.9;76.5;21.4;131.8;104.9;26.9;183.3;135.1;48.2
346;Overig Zeeland (CR);2013;7713;28065;-0.9;-0.6;6954;3945.0;96.5;75.1;21.4;129.4;102.1;27.3;180.2;132.2;48.0
347;Overig Zeeland (CR);2014;7914;28791;3.8;3.9;7131;4015.0;96.7;74.9;21.8;130.5;102.6;27.9;182.7;133.5;49.2
348;Overig Zeeland (CR);2015;8204;29799;2.1;1.8;7382;4016.0;97.3;75.3;22.0;130.4;102.3;28.1;182.0;132.4;49.6
349;Overig Zeeland (CR);2016;8504;30839;1.9;1.8;7637;;98.4;76.5;21.9;131.4;103.4;28.0;185.1;135.2;49.9
350;West-Noord-Brabant (CR);2010;23828;38728;;;21422;11458.0;263.5;224.3;39.2;326.6;277.5;49.1;471.7;382.8;88.9
351;West-Noord-Brabant (CR);2011;24663;39945;3.9;4.3;22233;11794.0;265.2;224.9;40.3;330.3;280.6;49.7;475.7;386.1;89.6
352;West-Noord-Brabant (CR);2012;24575;39677;-1.0;-0.7;22239;11996.0;264.5;223.4;41.1;330.4;279.6;50.7;473.1;382.1;91.0
353;West-Noord-Brabant (CR);2013;24665;39710;-2.0;-1.6;22239;11968.0;259.3;218.1;41.2;326.4;275.5;50.9;468.1;377.1;91.0
354;West-Noord-Brabant (CR);2014;24915;39994;0.5;0.6;22450;12005.0;258.2;216.2;42.0;327.3;275.2;52.1;471.2;377.9;93.3
355;West-Noord-Brabant (CR);2015;25836;41364;1.1;0.8;23248;12012.0;259.4;216.7;42.7;326.8;274.3;52.5;469.3;375.2;94.1
356;West-Noord-Brabant (CR);2016;26942;42994;2.6;2.5;24196;;263.2;220.8;42.4;330.8;278.6;52.2;479.3;384.3;95.0
357;Midden-Noord-Brabant (CR);2010;14612;31861;;;13137;7648.0;183.9;153.4;30.5;246.1;207.3;38.7;335.9;267.0;68.9
358;Midden-Noord-Brabant (CR);2011;15072;32736;2.8;3.2;13587;7831.0;185.2;153.8;31.4;248.4;209.3;39.1;340.5;270.8;69.7
