ID;Vakantiekenmerken;Perioden;TotaalAantalLangeVakantiesNederland_1;TotaalSeizoenrecreatieveLogiesvormen_2;SLCaravanVouwwagen_3;SLZomerhuisjeBungalowTweedeWoning_4;OverigeSeizoenrecreatieveLogiesvormen_5;TotaalToeristischeLogiesvormen_6;TLWoningVanAndereParticulier_7;TLHotel_8;TLZomerhuisjeVakantiebungalow_9;TLTentBungalowtent_10;TLCaravanVouwwagen_11;OverigeToeristischeLogiesvormen_12
426;Noord-Brabant (PV);2008;911.0;220.0;157.0;48.0;15.0;691.0;42.0;21.0;385.0;34.0;158.0;53.0
427;Noord-Brabant (PV);2009;894.0;185.0;133.0;42.0;10.0;709.0;52.0;48.0;365.0;38.0;164.0;43.0
428;Noord-Brabant (PV);2010;845.0;244.0;141.0;93.0;10.0;602.0;23.0;42.0;311.0;25.0;164.0;37.0
429;Noord-Brabant (PV);2011;789.0;186.0;129.0;47.0;11.0;602.0;44.0;19.0;339.0;21.0;148.0;31.0
430;Noord-Brabant (PV);2012;878.0;194.0;86.0;99.0;9.0;685.0;48.0;39.0;371.0;37.0;159.0;30.0
431;Noord-Brabant (PV);2013;857.0;164.0;88.0;71.0;4.0;693.0;57.0;14.0;420.0;22.0;156.0;23.0
432;Noord-Brabant (PV);2014;726.0;130.0;87.0;43.0;1.0;596.0;55.0;38.0;288.0;42.0;144.0;29.0
433;Noord-Brabant (PV);2015;787.0;209.0;67.0;127.0;15.0;578.0;51.0;18.0;298.0;33.0;150.0;30.0
434;Noord-Brabant (PV);2016;862.0;184.0;105.0;72.0;7.0;678.0;70.0;36.0;339.0;38.0;149.0;45.0
435;Limburg (PV);2002;1077.0;45.0;41.0;0.0;3.0;1032.0;61.0;141.0;545.0;66.0;167.0;53.0
436;Limburg (PV);2003;979.0;70.0;36.0;22.0;11.0;910.0;45.0;110.0;523.0;58.0;119.0;56.0
437;Limburg (PV);2004;1160.0;44.0;38.0;4.0;2.0;1115.0;29.0;112.0;723.0;33.0;160.0;59.0
438;Limburg (PV);2005;1081.0;31.0;13.0;4.0;15.0;1050.0;58.0;144.0;615.0;44.0;130.0;59.0
439;Limburg (PV);2006;1086.0;51.0;21.0;19.0;11.0;1034.0;37.0;104.0;643.0;48.0;135.0;68.0
440;Limburg (PV);2007;1134.0;51.0;16.0;35.0;0.0;1083.0;55.0;136.0;682.0;39.0;120.0;51.0
441;Limburg (PV);2008;1111.0;96.0;61.0;30.0;5.0;1015.0;40.0;124.0;601.0;35.0;144.0;71.0
442;Limburg (PV);2009;1139.0;55.0;33.0;19.0;4.0;1084.0;44.0;110.0;697.0;46.0;129.0;59.0
443;Limburg (PV);2010;1023.0;68.0;38.0;30.0;0.0;955.0;42.0;99.0;579.0;41.0;108.0;85.0
444;Limburg (PV);2011;1158.0;56.0;26.0;27.0;3.0;1102.0;56.0;84.0;712.0;22.0;153.0;75.0
445;Limburg (PV);2012;1090.0;73.0;44.0;30.0;0.0;1017.0;58.0;91.0;635.0;25.0;126.0;81.0
446;Limburg (PV);2013;1059.0;71.0;51.0;16.0;4.0;989.0;71.0;80.0;627.0;19.0;136.0;56.0
447;Limburg (PV);2014;1076.0;68.0;27.0;32.0;8.0;1008.0;86.0;79.0;635.0;40.0;149.0;19.0
448;Limburg (PV);2015;1038.0;69.0;36.0;25.0;8.0;969.0;73.0;86.0;599.0;35.0;150.0;26.0
449;Limburg (PV);2016;961.0;70.0;40.0;29.0;1.0;891.0;83.0;64.0;540.0;23.0;140.0;41.0
450;Geboekt bij een reisbureau;2002;342.0;;;;;342.0;5.0;94.0;189.0;0.0;5.0;48.0
451;Geboekt bij een reisbureau;2003;250.0;;;;;250.0;3.0;49.0;160.0;0.0;5.0;33.0
452;Geboekt bij een reisbureau;2004;600.0;;;;;597.0;4.0;72.0;352.0;51.0;60.0;58.0
453;Geboekt bij een reisbureau;2005;729.0;;;;;729.0;8.0;129.0;419.0;34.0;71.0;69.0
454;Geboekt bij een reisbureau;2006;800.0;;;;;800.0;10.0;86.0;500.0;52.0;79.0;73.0
455;Geboekt bij een reisbureau;2007;869.0;;;;;869.0;11.0;100.0;557.0;48.0;85.0;69.0
456;Geboekt bij een reisbureau;2008;892.0;;;;;892.0;11.0;100.0;576.0;62.0;76.0;68.0
457;Geboekt bij een reisbureau;2009;1028.0;;;;;1028.0;14.0;121.0;693.0;43.0;104.0;53.0
458;Geboekt bij een reisbureau;2010;883.0;;;;;883.0;27.0;80.0;526.0;44.0;134.0;72.0
459;Geboekt bij een reisbureau;2011;957.0;;;;;957.0;14.0;87.0;577.0;75.0;146.0;57.0
460;Geboekt bij een reisbureau;2012;781.0;;;;;781.0;20.0;70.0;479.0;50.0;95.0;67.0
461;Geboekt bij een reisbureau;2013;932.0;;;;;932.0;41.0;73.0;619.0;60.0;91.0;48.0
462;Geboekt bij een reisbureau;2014;874.0;;;;;874.0;42.0;60.0;546.0;68.0;103.0;54.0
463;Geboekt bij een reisbureau;2015;1050.0;;;;;1050.0;52.0;77.0;634.0;70.0;162.0;55.0
464;Geboekt bij een reisbureau;2016;1205.0;;;;;1205.0;74.0;97.0;698.0;87.0;185.0;63.0
465;Geboekt bij een bank, VVV, en dergelijke;2002;358.0;;;;;358.0;17.0;55.0;217.0;5.0;7.0;57.0
466;Geboekt bij een bank, VVV, en dergelijke;2003;477.0;;;;;476.0;32.0;72.0;256.0;14.0;20.0;83.0
467;Geboekt bij een bank, VVV, en dergelijke;2004;403.0;;;;;403.0;11.0;51.0;218.0;24.0;59.0;40.0
468;Geboekt bij een bank, VVV, en dergelijke;2005;346.0;;;;;346.0;15.0;34.0;173.0;24.0;64.0;36.0
469;Geboekt bij een bank, VVV, en dergelijke;2006;262.0;;;;;262.0;8.0;52.0;111.0;17.0;40.0;34.0
470;Geboekt bij een bank, VVV, en dergelijke;2007;178.0;;;;;178.0;14.0;26.0;88.0;6.0;24.0;20.0
471;Geboekt bij een bank, VVV, en dergelijke;2008;290.0;;;;;290.0;16.0;58.0;141.0;14.0;14.0;47.0
472;Geboekt bij een bank, VVV, en dergelijke;2009;338.0;;;;;338.0;12.0;48.0;162.0;32.0;43.0;42.0
473;Geboekt bij een bank, VVV, en dergelijke;2010;341.0;;;;;341.0;24.0;56.0;146.0;24.0;41.0;50.0
474;Geboekt bij een bank, VVV, en dergelijke;2011;516.0;;;;;516.0;40.0;103.0;249.0;11.0;61.0;51.0
475;Geboekt bij een bank, VVV, en dergelijke;2012;553.0;;;;;553.0;48.0;149.0;215.0;20.0;81.0;40.0
476;Geboekt bij een bank, VVV, en dergelijke;2013;526.0;;;;;526.0;37.0;103.0;242.0;18.0;82.0;43.0
477;Geboekt bij een bank, VVV, en dergelijke;2014;434.0;;;;;434.0;54.0;116.0;170.0;12.0;45.0;38.0
478;Geboekt bij een bank, VVV, en dergelijke;2015;390.0;;;;;390.0;51.0;108.0;127.0;18.0;60.0;26.0
479;Geboekt bij een bank, VVV, en dergelijke;2016;454.0;;;;;454.0;78.0;123.0;128.0;8.0;62.0;56.0
480;Geboekt boek-centr. hotel-/bungalowketen;2002;1171.0;;;;;1171.0;0.0;44.0;1079.0;2.0;17.0;30.0
481;Geboekt boek-centr. hotel-/bungalowketen;2003;1442.0;;;;;1442.0;6.0;30.0;1332.0;15.0;15.0;43.0
482;Geboekt boek-centr. hotel-/bungalowketen;2004;1416.0;;;;;1416.0;9.0;19.0;1325.0;9.0;20.0;33.0
483;Geboekt boek-centr. hotel-/bungalowketen;2005;1254.0;;;;;1254.0;3.0;85.0;1100.0;5.0;35.0;27.0
484;Geboekt boek-centr. hotel-/bungalowketen;2006;1372.0;;;;;1372.0;4.0;74.0;1210.0;11.0;36.0;37.0
485;Geboekt boek-centr. hotel-/bungalowketen;2007;1359.0;;;;;1359.0;14.0;99.0;1173.0;1.0;26.0;47.0
486;Geboekt boek-centr. hotel-/bungalowketen;2008;1462.0;;;;;1462.0;6.0;88.0;1284.0;16.0;35.0;33.0
487;Geboekt boek-centr. hotel-/bungalowketen;2009;1423.0;;;;;1423.0;2.0;64.0;1281.0;2.0;40.0;35.0
488;Geboekt boek-centr. hotel-/bungalowketen;2010;1444.0;;;;;1444.0;15.0;91.0;1275.0;7.0;30.0;25.0
489;Geboekt boek-centr. hotel-/bungalowketen;2011;1664.0;;;;;1664.0;13.0;100.0;1468.0;9.0;36.0;38.0
490;Geboekt boek-centr. hotel-/bungalowketen;2012;1660.0;;;;;1660.0;42.0;101.0;1425.0;11.0;32.0;48.0
491;Geboekt boek-centr. hotel-/bungalowketen;2013;1562.0;;;;;1562.0;61.0;68.0;1326.0;5.0;48.0;53.0
492;Geboekt boek-centr. hotel-/bungalowketen;2014;1468.0;;;;;1468.0;60.0;91.0;1199.0;12.0;50.0;55.0
493;Geboekt boek-centr. hotel-/bungalowketen;2015;1561.0;;;;;1561.0;59.0;128.0;1287.0;18.0;37.0;31.0
494;Geboekt boek-centr. hotel-/bungalowketen;2016;1604.0;;;;;1604.0;90.0;102.0;1306.0;18.0;47.0;41.0
495;Rechtstreeks geboekt bij reisorganisatie;2002;57.0;;;;;57.0;6.0;21.0;6.0;4.0;3.0;18.0
496;Rechtstreeks geboekt bij reisorganisatie;2003;57.0;;;;;57.0;8.0;6.0;9.0;2.0;2.0;30.0
497;Rechtstreeks geboekt bij reisorganisatie;2004;39.0;;;;;39.0;3.0;15.0;8.0;0.0;2.0;11.0
498;Rechtstreeks geboekt bij reisorganisatie;2005;19.0;;;;;19.0;4.0;0.0;8.0;0.0;2.0;5.0
499;Rechtstreeks geboekt bij reisorganisatie;2006;29.0;;;;;29.0;3.0;3.0;7.0;0.0;0.0;16.0
500;Rechtstreeks geboekt bij reisorganisatie;2007;35.0;;;;;35.0;6.0;6.0;13.0;4.0;2.0;3.0
501;Rechtstreeks geboekt bij reisorganisatie;2008;56.0;;;;;56.0;3.0;3.0;15.0;10.0;9.0;16.0
502;Rechtstreeks geboekt bij reisorganisatie;2009;44.0;;;;;44.0;2.0;1.0;19.0;6.0;2.0;14.0
503;Rechtstreeks geboekt bij reisorganisatie;2010;57.0;;;;;57.0;7.0;5.0;14.0;2.0;20.0;9.0
504;Rechtstreeks geboekt bij reisorganisatie;2011;37.0;;;;;37.0;8.0;7.0;12.0;2.0;4.0;4.0
505;Rechtstreeks geboekt bij reisorganisatie;2012;67.0;;;;;67.0;;;;;;
506;Rechtstreeks geboekt bij reisorganisatie;2013;;;;;;;;;;;;
507;Rechtstreeks geboekt bij reisorganisatie;2014;;;;;;;;;;;;
508;Rechtstreeks geboekt bij reisorganisatie;2015;;;;;;;;;;;;
509;Rechtstreeks geboekt bij reisorganisatie;2016;;;;;;;;;;;;
510;Boekingsinstantie onbekend;2002;286.0;;;;;286.0;9.0;36.0;88.0;20.0;16.0;116.0
511;Boekingsinstantie onbekend;2003;392.0;;;;;392.0;8.0;28.0;135.0;51.0;80.0;90.0
512;Boekingsinstantie onbekend;2004;589.0;;;;;589.0;19.0;55.0;145.0;89.0;169.0;112.0
513;Boekingsinstantie onbekend;2005;544.0;;;;;544.0;27.0;25.0;142.0;73.0;167.0;109.0
514;Boekingsinstantie onbekend;2006;626.0;;;;;626.0;22.0;34.0;153.0;68.0;229.0;120.0
515;Boekingsinstantie onbekend;2007;621.0;;;;;621.0;21.0;45.0;167.0;100.0;209.0;81.0
516;Boekingsinstantie onbekend;2008;375.0;;;;;375.0;13.0;23.0;132.0;42.0;93.0;72.0
517;Boekingsinstantie onbekend;2009;465.0;;;;;465.0;28.0;30.0;161.0;39.0;132.0;76.0
518;Boekingsinstantie onbekend;2010;494.0;;;;;494.0;23.0;45.0;150.0;44.0;139.0;93.0
519;Boekingsinstantie onbekend;2011;373.0;;;;;373.0;24.0;24.0;143.0;18.0;83.0;81.0
520;Boekingsinstantie onbekend;2012;357.0;;;;;357.0;27.0;20.0;150.0;41.0;68.0;50.0
521;Boekingsinstantie onbekend;2013;544.0;;;;;544.0;52.0;42.0;171.0;67.0;127.0;85.0
522;Boekingsinstantie onbekend;2014;420.0;;;;;420.0;68.0;18.0;117.0;37.0;139.0;41.0
523;Boekingsinstantie onbekend;2015;363.0;;;;;363.0;22.0;58.0;108.0;44.0;74.0;57.0
524;Boekingsinstantie onbekend;2016;443.0;;;;;443.0;57.0;60.0;131.0;29.0;84.0;82.0
525;Log. rechtstr. geres. eigenaar/beheerder;2002;1798.0;;;;;1798.0;98.0;363.0;906.0;13.0;137.0;280.0
526;Log. rechtstr. geres. eigenaar/beheerder;2003;2602.0;;;;;2596.0;95.0;321.0;988.0;273.0;653.0;265.0
527;Log. rechtstr. geres. eigenaar/beheerder;2004;2646.0;;;;;2646.0;89.0;266.0;950.0;244.0;864.0;234.0
528;Log. rechtstr. geres. eigenaar/beheerder;2005;2522.0;;;;;2522.0;123.0;298.0;946.0;219.0;716.0;219.0
529;Log. rechtstr. geres. eigenaar/beheerder;2006;2298.0;;;;;2298.0;107.0;242.0;911.0;152.0;656.0;230.0
530;Log. rechtstr. geres. eigenaar/beheerder;2007;2365.0;;;;;2365.0;71.0;270.0;969.0;176.0;640.0;238.0
531;Log. rechtstr. geres. eigenaar/beheerder;2008;2304.0;;;;;2304.0;85.0;254.0;804.0;196.0;736.0;229.0
532;Log. rechtstr. geres. eigenaar/beheerder;2009;2324.0;;;;;2324.0;98.0;221.0;834.0;185.0;804.0;182.0
533;Log. rechtstr. geres. eigenaar/beheerder;2010;2207.0;;;;;2207.0;95.0;199.0;771.0;116.0;783.0;244.0
534;Log. rechtstr. geres. eigenaar/beheerder;2011;1949.0;;;;;1949.0;46.0;129.0;664.0;146.0;785.0;180.0
535;Log. rechtstr. geres. eigenaar/beheerder;2012;1805.0;;;;;1805.0;139.0;132.0;595.0;141.0;658.0;140.0
536;Log. rechtstr. geres. eigenaar/beheerder;2013;1898.0;;;;;1898.0;167.0;132.0;534.0;172.0;724.0;170.0
537;Log. rechtstr. geres. eigenaar/beheerder;2014;1752.0;;;;;1752.0;133.0;166.0;490.0;135.0;722.0;105.0
538;Log. rechtstr. geres. eigenaar/beheerder;2015;1750.0;;;;;1750.0;122.0;151.0;498.0;158.0;707.0;114.0
539;Log. rechtstr. geres. eigenaar/beheerder;2016;1627.0;;;;;1627.0;135.0;131.0;440.0;146.0;652.0;123.0
540;Logies niet vooraf geboekt;2002;3160.0;;;;;3160.0;589.0;22.0;644.0;520.0;1292.0;94.0
541;Logies niet vooraf geboekt;2003;1765.0;;;;;1765.0;507.0;39.0;288.0;254.0;576.0;102.0
542;Logies niet vooraf geboekt;2004;1472.0;;;;;1472.0;480.0;29.0;373.0;145.0;335.0;109.0
543;Logies niet vooraf geboekt;2005;1262.0;;;;;1262.0;416.0;25.0;294.0;128.0;321.0;77.0
544;Logies niet vooraf geboekt;2006;1403.0;;;;;1403.0;450.0;60.0;348.0;117.0;338.0;90.0
545;Logies niet vooraf geboekt;2007;1313.0;;;;;1313.0;381.0;44.0;352.0;130.0;334.0;72.0
546;Logies niet vooraf geboekt;2008;1310.0;;;;;1310.0;477.0;21.0;297.0;116.0;315.0;83.0
547;Logies niet vooraf geboekt;2009;1262.0;;;;;1262.0;455.0;47.0;305.0;116.0;257.0;82.0
548;Logies niet vooraf geboekt;2010;1269.0;;;;;1269.0;492.0;22.0;279.0;83.0;305.0;88.0
549;Logies niet vooraf geboekt;2011;1171.0;;;;;1171.0;438.0;34.0;298.0;73.0;280.0;50.0
550;Logies niet vooraf geboekt;2012;1107.0;;;;;1107.0;420.0;23.0;253.0;60.0;291.0;61.0
551;Logies niet vooraf geboekt;2013;1150.0;;;;;1150.0;461.0;13.0;300.0;73.0;245.0;58.0
552;Logies niet vooraf geboekt;2014;1217.0;;;;;1217.0;531.0;10.0;335.0;67.0;238.0;36.0
553;Logies niet vooraf geboekt;2015;1239.0;;;;;1239.0;455.0;13.0;386.0;69.0;268.0;48.0
554;Logies niet vooraf geboekt;2016;1192.0;;;;;1192.0;446.0;12.0;356.0;76.0;267.0;34.0
555;Vaste standplaats, eigen onderkomen;2002;2028.0;2028.0;1095.0;568.0;364.0;;;;;;;
556;Vaste standplaats, eigen onderkomen;2003;2044.0;2044.0;1082.0;584.0;378.0;;;;;;;
557;Vaste standplaats, eigen onderkomen;2004;1904.0;1904.0;1010.0;625.0;269.0;;;;;;;
558;Vaste standplaats, eigen onderkomen;2005;1775.0;1775.0;962.0;459.0;354.0;;;;;;;
559;Vaste standplaats, eigen onderkomen;2006;2053.0;2053.0;1039.0;587.0;428.0;;;;;;;
560;Vaste standplaats, eigen onderkomen;2007;1717.0;1717.0;865.0;518.0;334.0;;;;;;;
561;Vaste standplaats, eigen onderkomen;2008;1844.0;1844.0;842.0;683.0;318.0;;;;;;;
562;Vaste standplaats, eigen onderkomen;2009;1811.0;1811.0;863.0;609.0;339.0;;;;;;;
563;Vaste standplaats, eigen onderkomen;2010;1780.0;1780.0;839.0;582.0;360.0;;;;;;;
564;Vaste standplaats, eigen onderkomen;2011;1595.0;1595.0;834.0;492.0;270.0;;;;;;;
565;Vaste standplaats, eigen onderkomen;2012;1705.0;1705.0;867.0;605.0;234.0;;;;;;;
566;Vaste standplaats, eigen onderkomen;2013;1649.0;1649.0;682.0;665.0;301.0;;;;;;;
567;Vaste standplaats, eigen onderkomen;2014;1479.0;1479.0;647.0;597.0;236.0;;;;;;;
568;Vaste standplaats, eigen onderkomen;2015;1487.0;1487.0;571.0;662.0;255.0;;;;;;;
569;Vaste standplaats, eigen onderkomen;2016;1479.0;1479.0;723.0;530.0;226.0;;;;;;;
570;Fiets;2002;182.0;41.0;7.0;4.0;30.0;141.0;17.0;11.0;26.0;49.0;14.0;25.0
571;Fiets;2003;184.0;63.0;4.0;13.0;46.0;121.0;24.0;5.0;8.0;57.0;3.0;24.0
572;Fiets;2004;183.0;64.0;4.0;18.0;42.0;119.0;23.0;12.0;17.0;35.0;6.0;26.0
573;Fiets;2005;140.0;58.0;10.0;0.0;48.0;82.0;15.0;6.0;5.0;25.0;11.0;20.0
574;Fiets;2006;150.0;60.0;11.0;3.0;46.0;90.0;18.0;7.0;0.0;26.0;17.0;23.0
575;Fiets;2007;156.0;53.0;11.0;3.0;39.0;103.0;9.0;8.0;11.0;34.0;13.0;27.0
576;Fiets;2008;149.0;66.0;20.0;15.0;;83.0;15.0;9.0;9.0;30.0;0.0;20.0
577;Fiets;2009;133.0;33.0;11.0;14.0;9.0;100.0;2.0;11.0;15.0;30.0;4.0;38.0
578;Fiets;2010;154.0;35.0;10.0;12.0;13.0;119.0;15.0;2.0;22.0;26.0;8.0;46.0
579;Fiets;2011;108.0;22.0;5.0;4.0;14.0;86.0;16.0;14.0;10.0;12.0;4.0;29.0
580;Fiets;2012;94.0;;;;;;;;;;;
581;Fiets;2013;;;;;;;;;;;;
582;Fiets;2014;;;;;;;;;;;;
583;Fiets;2015;;;;;;;;;;;;
584;Fiets;2016;;;;;;;;;;;;
585;Auto, kampeerauto;2002;8158.0;1825.0;1048.0;544.0;233.0;6333.0;606.0;494.0;2924.0;444.0;1393.0;472.0
586;Auto, kampeerauto;2003;8190.0;1881.0;1059.0;541.0;281.0;6309.0;549.0;463.0;3024.0;482.0;1325.0;467.0
587;Auto, kampeerauto;2004;8239.0;1752.0;995.0;578.0;178.0;6488.0;514.0;388.0;3201.0;482.0;1467.0;436.0
588;Auto, kampeerauto;2005;7758.0;1624.0;936.0;442.0;247.0;6134.0;529.0;484.0;2963.0;398.0;1343.0;417.0
589;Auto, kampeerauto;2006;8052.0;1880.0;1011.0;562.0;306.0;6172.0;506.0;425.0;3116.0;363.0;1336.0;426.0
590;Auto, kampeerauto;2007;7703.0;1531.0;825.0;482.0;224.0;6172.0;421.0;462.0;3205.0;390.0;1285.0;409.0
591;Auto, kampeerauto;2008;7727.0;1665.0;774.0;645.0;245.0;6062.0;492.0;455.0;3100.0;376.0;1256.0;384.0
592;Auto, kampeerauto;2009;7988.0;1660.0;835.0;549.0;276.0;6329.0;526.0;417.0;3359.0;344.0;1346.0;337.0
593;Auto, kampeerauto;2010;7759.0;1613.0;820.0;535.0;258.0;6146.0;602.0;437.0;3026.0;247.0;1415.0;421.0
594;Auto, kampeerauto;2011;7635.0;1446.0;813.0;464.0;168.0;6189.0;493.0;395.0;3311.0;305.0;1371.0;315.0
595;Auto, kampeerauto;2012;7482.0;1561.0;855.0;564.0;142.0;5921.0;648.0;434.0;3031.0;287.0;1212.0;310.0
596;Auto, kampeerauto;2013;7658.0;1478.0;673.0;620.0;185.0;6180.0;718.0;383.0;3099.0;341.0;1295.0;343.0
597;Auto, kampeerauto;2014;7065.0;1341.0;626.0;550.0;164.0;5724.0;763.0;399.0;2770.0;272.0;1271.0;248.0
598;Auto, kampeerauto;2015;7333.0;1368.0;565.0;631.0;172.0;5965.0;709.0;453.0;2928.0;316.0;1293.0;265.0
599;Auto, kampeerauto;2016;7404.0;1270.0;684.0;477.0;108.0;6134.0;820.0;431.0;2969.0;317.0;1274.0;323.0
600;Trein, autoslaaptrein;2002;391.0;19.0;12.0;4.0;3.0;372.0;82.0;72.0;113.0;38.0;21.0;46.0
601;Trein, autoslaaptrein;2003;365.0;31.0;11.0;20.0;0.0;334.0;69.0;48.0;112.0;40.0;17.0;49.0
602;Trein, autoslaaptrein;2004;353.0;26.0;5.0;21.0;0.0;327.0;52.0;58.0;122.0;21.0;15.0;59.0
603;Trein, autoslaaptrein;2005;307.0;20.0;0.0;9.0;10.0;287.0;45.0;70.0;82.0;36.0;10.0;44.0
604;Trein, autoslaaptrein;2006;367.0;16.0;6.0;8.0;3.0;351.0;76.0;76.0;93.0;15.0;22.0;69.0
605;Trein, autoslaaptrein;2007;323.0;33.0;13.0;20.0;;290.0;72.0;92.0;69.0;17.0;12.0;29.0
606;Trein, autoslaaptrein;2008;365.0;36.0;21.0;13.0;2.0;329.0;73.0;52.0;108.0;26.0;12.0;57.0
607;Trein, autoslaaptrein;2009;332.0;36.0;9.0;24.0;3.0;296.0;69.0;80.0;65.0;21.0;23.0;38.0
608;Trein, autoslaaptrein;2010;277.0;15.0;6.0;5.0;3.0;262.0;49.0;39.0;74.0;30.0;10.0;60.0
609;Trein, autoslaaptrein;2011;272.0;24.0;4.0;19.0;2.0;248.0;72.0;39.0;69.0;11.0;14.0;43.0
610;Trein, autoslaaptrein;2012;224.0;29.0;0.0;22.0;7.0;195.0;44.0;32.0;75.0;4.0;17.0;23.0
611;Trein, autoslaaptrein;2013;317.0;48.0;0.0;31.0;17.0;270.0;86.0;36.0;66.0;20.0;20.0;40.0
612;Trein, autoslaaptrein;2014;278.0;18.0;5.0;13.0;0.0;260.0;96.0;41.0;43.0;32.0;17.0;31.0
613;Trein, autoslaaptrein;2015;210.0;23.0;0.0;23.0;0.0;187.0;36.0;22.0;77.0;21.0;5.0;25.0
614;Trein, autoslaaptrein;2016;249.0;40.0;4.0;32.0;4.0;209.0;39.0;54.0;60.0;28.0;15.0;13.0
615;Touringcar, pendelbus;2002;83.0;0.0;0.0;0.0;0.0;83.0;0.0;46.0;0.0;7.0;0.0;30.0
616;Touringcar, pendelbus;2003;73.0;0.0;0.0;0.0;0.0;73.0;0.0;22.0;3.0;7.0;0.0;41.0
617;Touringcar, pendelbus;2004;83.0;1.0;1.0;0.0;0.0;82.0;1.0;31.0;1.0;6.0;2.0;41.0
618;Touringcar, pendelbus;2005;71.0;0.0;0.0;0.0;0.0;71.0;0.0;26.0;7.0;13.0;0.0;24.0
619;Touringcar, pendelbus;2006;61.0;0.0;0.0;0.0;0.0;61.0;0.0;21.0;1.0;5.0;0.0;33.0
620;Touringcar, pendelbus;2007;50.0;0.0;0.0;0.0;0.0;50.0;0.0;19.0;2.0;6.0;0.0;23.0
621;Touringcar, pendelbus;2008;82.0;0.0;0.0;0.0;;82.0;0.0;27.0;10.0;11.0;0.0;34.0
622;Touringcar, pendelbus;2009;46.0;0.0;0.0;0.0;0.0;46.0;0.0;15.0;5.0;6.0;0.0;20.0
623;Touringcar, pendelbus;2010;52.0;0.0;0.0;0.0;0.0;52.0;7.0;17.0;2.0;4.0;8.0;14.0
624;Touringcar, pendelbus;2011;57.0;0.0;0.0;0.0;0.0;57.0;0.0;32.0;2.0;0.0;0.0;23.0
625;Touringcar, pendelbus;2012;25.0;;;;;;;;;;;
626;Touringcar, pendelbus;2013;;;;;;;;;;;;
627;Touringcar, pendelbus;2014;;;;;;;;;;;;
628;Touringcar, pendelbus;2015;;;;;;;;;;;;
629;Touringcar, pendelbus;2016;;;;;;;;;;;;
630;Vliegtuig;2002;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0
631;Vliegtuig;2003;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
632;Vliegtuig;2004;;;;;;;;;;;;
633;Vliegtuig;2005;2.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0
634;Vliegtuig;2006;2.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0
635;Vliegtuig;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
636;Vliegtuig;2008;;;;;;;;;;;;
637;Vliegtuig;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
638;Vliegtuig;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
639;Vliegtuig;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
640;Vliegtuig;2012;;;;;;;;;;;;
641;Vliegtuig;2013;;;;;;;;;;;;
642;Vliegtuig;2014;;;;;;;;;;;;
643;Vliegtuig;2015;;;;;;;;;;;;
644;Vliegtuig;2016;;;;;;;;;;;;
645;Boot;2002;63.0;42.0;0.0;0.0;42.0;21.0;0.0;0.0;0.0;3.0;0.0;19.0
646;Boot;2003;58.0;28.0;0.0;0.0;28.0;31.0;0.0;1.0;0.0;5.0;0.0;25.0
647;Boot;2004;62.0;37.0;0.0;0.0;37.0;25.0;0.0;4.0;0.0;3.0;0.0;18.0
648;Boot;2005;37.0;18.0;0.0;0.0;18.0;19.0;0.0;0.0;0.0;6.0;0.0;12.0
649;Boot;2006;62.0;39.0;0.0;0.0;39.0;23.0;1.0;0.0;0.0;0.0;0.0;22.0
650;Boot;2007;89.0;66.0;0.0;0.0;66.0;23.0;2.0;0.0;0.0;0.0;0.0;21.0
651;Boot;2008;73.0;33.0;0.0;0.0;;40.0;0.0;0.0;0.0;0.0;0.0;40.0
652;Boot;2009;71.0;40.0;0.0;0.0;40.0;31.0;0.0;0.0;0.0;0.0;0.0;31.0
653;Boot;2010;77.0;62.0;0.0;0.0;62.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
654;Boot;2011;96.0;69.0;0.0;0.0;69.0;27.0;0.0;0.0;2.0;0.0;0.0;25.0
655;Boot;2012;99.0;;;;;;;;;;;
656;Boot;2013;;;;;;;;;;;;
657;Boot;2014;;;;;;;;;;;;
658;Boot;2015;;;;;;;;;;;;
659;Boot;2016;;;;;;;;;;;;
660;Lijnboot, veerboot, ferry;2002;46.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;0.0;6.0;5.0;16.0
661;Lijnboot, veerboot, ferry;2003;30.0;5.0;2.0;0.0;3.0;25.0;2.0;5.0;7.0;2.0;0.0;10.0
662;Lijnboot, veerboot, ferry;2004;47.0;5.0;0.0;2.0;3.0;42.0;8.0;;22.0;0.0;10.0;2.0
663;Lijnboot, veerboot, ferry;2005;26.0;2.0;0.0;0.0;2.0;24.0;0.0;6.0;9.0;0.0;5.0;3.0
