ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
56;West-Nederland (LD);"1e 10%-groep; minder dan 11 000 euro";364.0;11.0
57;West-Nederland (LD);"2e-4e 10%-groep; 11 000 tot 20 800 euro";1031.9;30.0
58;West-Nederland (LD);"5e-8e 10%-groep; 20 800 tot 39 000 euro";1318.2;38.0
59;West-Nederland (LD);"9e-10e 10%-groep; meer dan 39 000 euro";721.6;21.0
60;Zuid-Nederland (LD);Totaal huishouden;1529.6;100.0
61;Zuid-Nederland (LD);"1e 10%-groep; minder dan 11 000 euro";135.5;9.0
62;Zuid-Nederland (LD);"2e 10%-groep; 11 000 tot 14 500 euro";147.3;10.0
63;Zuid-Nederland (LD);"3e 10%-groep; 14 500 tot 17 600 euro";150.2;10.0
64;Zuid-Nederland (LD);"4e 10%-groep; 17 600 tot 20 800 euro";151.5;10.0
65;Zuid-Nederland (LD);"5e 10%-groep; 20 800 tot 24 400 euro";154.0;10.0
66;Zuid-Nederland (LD);"6e 10%-groep; 24 400 tot 28 600 euro";157.0;10.0
67;Zuid-Nederland (LD);"7e 10%-groep; 28 600 tot 33 200 euro";161.7;11.0
68;Zuid-Nederland (LD);"8e 10%-groep; 33 200 tot 39 000 euro";160.6;10.0
69;Zuid-Nederland (LD);"9e 10%-groep; 39 000 tot 48 600 euro";159.9;10.0
70;Zuid-Nederland (LD);"10e 10%-groep; meer dan 48 600  euro";151.9;10.0
71;Zuid-Nederland (LD);"1e 10%-groep; minder dan 11 000 euro";135.5;9.0
72;Zuid-Nederland (LD);"2e-4e 10%-groep; 11 000 tot 20 800 euro";449.1;29.0
73;Zuid-Nederland (LD);"5e-8e 10%-groep; 20 800 tot 39 000 euro";633.2;41.0
74;Zuid-Nederland (LD);"9e-10e 10%-groep; meer dan 39 000 euro";311.8;20.0
75;Groningen (PV);Totaal huishouden;272.0;100.0
76;Groningen (PV);"1e 10%-groep; minder dan 11 000 euro";42.0;15.0
77;Groningen (PV);"2e 10%-groep; 11 000 tot 14 500 euro";33.1;12.0
78;Groningen (PV);"3e 10%-groep; 14 500 tot 17 600 euro";30.0;11.0
79;Groningen (PV);"4e 10%-groep; 17 600 tot 20 800 euro";29.5;11.0
80;Groningen (PV);"5e 10%-groep; 20 800 tot 24 400 euro";27.1;10.0
81;Groningen (PV);"6e 10%-groep; 24 400 tot 28 600 euro";26.8;10.0
82;Groningen (PV);"7e 10%-groep; 28 600 tot 33 200 euro";25.2;9.0
83;Groningen (PV);"8e 10%-groep; 33 200 tot 39 000 euro";22.3;8.0
84;Groningen (PV);"9e 10%-groep; 39 000 tot 48 600 euro";20.3;7.0
85;Groningen (PV);"10e 10%-groep; meer dan 48 600  euro";15.8;6.0
86;Groningen (PV);"1e 10%-groep; minder dan 11 000 euro";42.0;15.0
87;Groningen (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";92.6;34.0
88;Groningen (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";101.3;37.0
89;Groningen (PV);"9e-10e 10%-groep; meer dan 39 000 euro";36.1;13.0
90;Friesland (PV);Totaal huishouden;278.1;100.0
91;Friesland (PV);"1e 10%-groep; minder dan 11 000 euro";27.6;10.0
92;Friesland (PV);"2e 10%-groep; 11 000 tot 14 500 euro";32.5;12.0
93;Friesland (PV);"3e 10%-groep; 14 500 tot 17 600 euro";30.1;11.0
94;Friesland (PV);"4e 10%-groep; 17 600 tot 20 800 euro";30.3;11.0
95;Friesland (PV);"5e 10%-groep; 20 800 tot 24 400 euro";29.9;11.0
96;Friesland (PV);"6e 10%-groep; 24 400 tot 28 600 euro";30.6;11.0
97;Friesland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";29.3;11.0
98;Friesland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";26.1;9.0
99;Friesland (PV);"9e 10%-groep; 39 000 tot 48 600 euro";23.5;8.0
100;Friesland (PV);"10e 10%-groep; meer dan 48 600  euro";18.2;7.0
101;Friesland (PV);"1e 10%-groep; minder dan 11 000 euro";27.6;10.0
102;Friesland (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";92.9;33.0
103;Friesland (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";115.9;42.0
104;Friesland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";41.7;15.0
105;Drenthe (PV);Totaal huishouden;206.0;100.0
106;Drenthe (PV);"1e 10%-groep; minder dan 11 000 euro";15.0;7.0
107;Drenthe (PV);"2e 10%-groep; 11 000 tot 14 500 euro";21.0;10.0
108;Drenthe (PV);"3e 10%-groep; 14 500 tot 17 600 euro";21.9;11.0
109;Drenthe (PV);"4e 10%-groep; 17 600 tot 20 800 euro";21.6;10.0
110;Drenthe (PV);"5e 10%-groep; 20 800 tot 24 400 euro";22.2;11.0
111;Drenthe (PV);"6e 10%-groep; 24 400 tot 28 600 euro";22.7;11.0
112;Drenthe (PV);"7e 10%-groep; 28 600 tot 33 200 euro";23.1;11.0
113;Drenthe (PV);"8e 10%-groep; 33 200 tot 39 000 euro";21.8;11.0
114;Drenthe (PV);"9e 10%-groep; 39 000 tot 48 600 euro";20.2;10.0
115;Drenthe (PV);"10e 10%-groep; meer dan 48 600  euro";16.4;8.0
116;Drenthe (PV);"1e 10%-groep; minder dan 11 000 euro";15.0;7.0
117;Drenthe (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";64.5;31.0
118;Drenthe (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";89.8;44.0
119;Drenthe (PV);"9e-10e 10%-groep; meer dan 39 000 euro";36.6;18.0
120;Overijssel (PV);Totaal huishouden;462.5;100.0
121;Overijssel (PV);"1e 10%-groep; minder dan 11 000 euro";42.0;9.0
122;Overijssel (PV);"2e 10%-groep; 11 000 tot 14 500 euro";47.0;10.0
123;Overijssel (PV);"3e 10%-groep; 14 500 tot 17 600 euro";46.6;10.0
124;Overijssel (PV);"4e 10%-groep; 17 600 tot 20 800 euro";46.8;10.0
125;Overijssel (PV);"5e 10%-groep; 20 800 tot 24 400 euro";48.5;10.0
126;Overijssel (PV);"6e 10%-groep; 24 400 tot 28 600 euro";50.3;11.0
127;Overijssel (PV);"7e 10%-groep; 28 600 tot 33 200 euro";50.0;11.0
128;Overijssel (PV);"8e 10%-groep; 33 200 tot 39 000 euro";47.7;10.0
129;Overijssel (PV);"9e 10%-groep; 39 000 tot 48 600 euro";44.8;10.0
130;Overijssel (PV);"10e 10%-groep; meer dan 48 600  euro";38.9;8.0
131;Overijssel (PV);"1e 10%-groep; minder dan 11 000 euro";42.0;9.0
132;Overijssel (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";140.3;30.0
133;Overijssel (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";196.5;42.0
134;Overijssel (PV);"9e-10e 10%-groep; meer dan 39 000 euro";83.6;18.0
135;Flevoland (PV);Totaal huishouden;144.6;100.0
136;Flevoland (PV);"1e 10%-groep; minder dan 11 000 euro";12.0;8.0
137;Flevoland (PV);"2e 10%-groep; 11 000 tot 14 500 euro";11.8;8.0
138;Flevoland (PV);"3e 10%-groep; 14 500 tot 17 600 euro";13.8;10.0
139;Flevoland (PV);"4e 10%-groep; 17 600 tot 20 800 euro";13.5;9.0
140;Flevoland (PV);"5e 10%-groep; 20 800 tot 24 400 euro";15.7;11.0
141;Flevoland (PV);"6e 10%-groep; 24 400 tot 28 600 euro";15.9;11.0
142;Flevoland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";16.4;11.0
143;Flevoland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";16.3;11.0
144;Flevoland (PV);"9e 10%-groep; 39 000 tot 48 600 euro";15.8;11.0
145;Flevoland (PV);"10e 10%-groep; meer dan 48 600  euro";13.5;9.0
146;Flevoland (PV);"1e 10%-groep; minder dan 11 000 euro";12.0;8.0
147;Flevoland (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";39.0;27.0
148;Flevoland (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";64.3;44.0
149;Flevoland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";29.3;20.0
150;Gelderland (PV);Totaal huishouden;834.0;100.0
151;Gelderland (PV);"1e 10%-groep; minder dan 11 000 euro";78.1;9.0
152;Gelderland (PV);"2e 10%-groep; 11 000 tot 14 500 euro";79.4;10.0
153;Gelderland (PV);"3e 10%-groep; 14 500 tot 17 600 euro";78.0;9.0
154;Gelderland (PV);"4e 10%-groep; 17 600 tot 20 800 euro";81.0;10.0
155;Gelderland (PV);"5e 10%-groep; 20 800 tot 24 400 euro";82.6;10.0
156;Gelderland (PV);"6e 10%-groep; 24 400 tot 28 600 euro";87.0;10.0
157;Gelderland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";88.3;11.0
158;Gelderland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";87.9;11.0
159;Gelderland (PV);"9e 10%-groep; 39 000 tot 48 600 euro";86.9;10.0
160;Gelderland (PV);"10e 10%-groep; meer dan 48 600  euro";84.8;10.0
161;Gelderland (PV);"1e 10%-groep; minder dan 11 000 euro";78.1;9.0
162;Gelderland (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";238.4;29.0
163;Gelderland (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";345.7;41.0
164;Gelderland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";171.7;21.0
165;Utrecht (PV);Totaal huishouden;518.3;100.0
166;Utrecht (PV);"1e 10%-groep; minder dan 11 000 euro";58.2;11.0
167;Utrecht (PV);"2e 10%-groep; 11 000 tot 14 500 euro";43.3;8.0
168;Utrecht (PV);"3e 10%-groep; 14 500 tot 17 600 euro";46.0;9.0
169;Utrecht (PV);"4e 10%-groep; 17 600 tot 20 800 euro";47.0;9.0
170;Utrecht (PV);"5e 10%-groep; 20 800 tot 24 400 euro";47.7;9.0
171;Utrecht (PV);"6e 10%-groep; 24 400 tot 28 600 euro";47.9;9.0
172;Utrecht (PV);"7e 10%-groep; 28 600 tot 33 200 euro";49.1;9.0
173;Utrecht (PV);"8e 10%-groep; 33 200 tot 39 000 euro";53.2;10.0
174;Utrecht (PV);"9e 10%-groep; 39 000 tot 48 600 euro";57.9;11.0
175;Utrecht (PV);"10e 10%-groep; meer dan 48 600  euro";68.0;13.0
176;Utrecht (PV);"1e 10%-groep; minder dan 11 000 euro";58.2;11.0
177;Utrecht (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";136.3;26.0
178;Utrecht (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";197.8;38.0
179;Utrecht (PV);"9e-10e 10%-groep; meer dan 39 000 euro";125.9;24.0
180;Noord-Holland (PV);Totaal huishouden;1204.9;100.0
181;Noord-Holland (PV);"1e 10%-groep; minder dan 11 000 euro";135.0;11.0
182;Noord-Holland (PV);"2e 10%-groep; 11 000 tot 14 500 euro";124.6;10.0
183;Noord-Holland (PV);"3e 10%-groep; 14 500 tot 17 600 euro";122.1;10.0
184;Noord-Holland (PV);"4e 10%-groep; 17 600 tot 20 800 euro";121.4;10.0
185;Noord-Holland (PV);"5e 10%-groep; 20 800 tot 24 400 euro";118.1;10.0
186;Noord-Holland (PV);"6e 10%-groep; 24 400 tot 28 600 euro";113.3;9.0
187;Noord-Holland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";110.0;9.0
188;Noord-Holland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";112.2;9.0
189;Noord-Holland (PV);"9e 10%-groep; 39 000 tot 48 600 euro";117.0;10.0
190;Noord-Holland (PV);"10e 10%-groep; meer dan 48 600  euro";131.4;11.0
191;Noord-Holland (PV);"1e 10%-groep; minder dan 11 000 euro";135.0;11.0
192;Noord-Holland (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";368.0;31.0
193;Noord-Holland (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";453.5;38.0
194;Noord-Holland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";248.4;21.0
195;Zuid-Holland (PV);Totaal huishouden;1547.0;100.0
196;Zuid-Holland (PV);"1e 10%-groep; minder dan 11 000 euro";158.3;10.0
197;Zuid-Holland (PV);"2e 10%-groep; 11 000 tot 14 500 euro";158.6;10.0
198;Zuid-Holland (PV);"3e 10%-groep; 14 500 tot 17 600 euro";161.0;10.0
199;Zuid-Holland (PV);"4e 10%-groep; 17 600 tot 20 800 euro";156.2;10.0
200;Zuid-Holland (PV);"5e 10%-groep; 20 800 tot 24 400 euro";153.1;10.0
201;Zuid-Holland (PV);"6e 10%-groep; 24 400 tot 28 600 euro";147.2;10.0
202;Zuid-Holland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";145.6;9.0
203;Zuid-Holland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";151.0;10.0
204;Zuid-Holland (PV);"9e 10%-groep; 39 000 tot 48 600 euro";153.7;10.0
205;Zuid-Holland (PV);"10e 10%-groep; meer dan 48 600  euro";162.4;10.0
206;Zuid-Holland (PV);"1e 10%-groep; minder dan 11 000 euro";158.3;10.0
207;Zuid-Holland (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";475.9;31.0
208;Zuid-Holland (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";596.8;39.0
209;Zuid-Holland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";316.1;20.0
210;Zeeland (PV);Totaal huishouden;165.3;100.0
211;Zeeland (PV);"1e 10%-groep; minder dan 11 000 euro";12.5;8.0
212;Zeeland (PV);"2e 10%-groep; 11 000 tot 14 500 euro";17.7;11.0
213;Zeeland (PV);"3e 10%-groep; 14 500 tot 17 600 euro";16.5;10.0
214;Zeeland (PV);"4e 10%-groep; 17 600 tot 20 800 euro";17.4;11.0
215;Zeeland (PV);"5e 10%-groep; 20 800 tot 24 400 euro";17.4;11.0
216;Zeeland (PV);"6e 10%-groep; 24 400 tot 28 600 euro";17.5;11.0
217;Zeeland (PV);"7e 10%-groep; 28 600 tot 33 200 euro";17.7;11.0
218;Zeeland (PV);"8e 10%-groep; 33 200 tot 39 000 euro";17.4;11.0
219;Zeeland (PV);"9e 10%-groep; 39 000 tot 48 600 euro";16.3;10.0
220;Zeeland (PV);"10e 10%-groep; meer dan 48 600  euro";14.9;9.0
221;Zeeland (PV);"1e 10%-groep; minder dan 11 000 euro";12.5;8.0
222;Zeeland (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";51.6;31.0
223;Zeeland (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";70.0;42.0
224;Zeeland (PV);"9e-10e 10%-groep; meer dan 39 000 euro";31.2;19.0
225;Noord-Brabant (PV);Totaal huishouden;1027.5;100.0
226;Noord-Brabant (PV);"1e 10%-groep; minder dan 11 000 euro";89.3;9.0
227;Noord-Brabant (PV);"2e 10%-groep; 11 000 tot 14 500 euro";95.1;9.0
228;Noord-Brabant (PV);"3e 10%-groep; 14 500 tot 17 600 euro";96.5;9.0
229;Noord-Brabant (PV);"4e 10%-groep; 17 600 tot 20 800 euro";100.0;10.0
230;Noord-Brabant (PV);"5e 10%-groep; 20 800 tot 24 400 euro";101.5;10.0
231;Noord-Brabant (PV);"6e 10%-groep; 24 400 tot 28 600 euro";104.7;10.0
232;Noord-Brabant (PV);"7e 10%-groep; 28 600 tot 33 200 euro";109.1;11.0
233;Noord-Brabant (PV);"8e 10%-groep; 33 200 tot 39 000 euro";110.1;11.0
234;Noord-Brabant (PV);"9e 10%-groep; 39 000 tot 48 600 euro";111.6;11.0
235;Noord-Brabant (PV);"10e 10%-groep; meer dan 48 600  euro";109.6;11.0
236;Noord-Brabant (PV);"1e 10%-groep; minder dan 11 000 euro";89.3;9.0
237;Noord-Brabant (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";291.5;28.0
238;Noord-Brabant (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";425.5;41.0
239;Noord-Brabant (PV);"9e-10e 10%-groep; meer dan 39 000 euro";221.2;22.0
240;Limburg (PV);Totaal huishouden;502.1;100.0
241;Limburg (PV);"1e 10%-groep; minder dan 11 000 euro";46.3;9.0
242;Limburg (PV);"2e 10%-groep; 11 000 tot 14 500 euro";52.2;10.0
243;Limburg (PV);"3e 10%-groep; 14 500 tot 17 600 euro";53.8;11.0
244;Limburg (PV);"4e 10%-groep; 17 600 tot 20 800 euro";51.5;10.0
245;Limburg (PV);"5e 10%-groep; 20 800 tot 24 400 euro";52.4;10.0
246;Limburg (PV);"6e 10%-groep; 24 400 tot 28 600 euro";52.3;10.0
247;Limburg (PV);"7e 10%-groep; 28 600 tot 33 200 euro";52.6;10.0
248;Limburg (PV);"8e 10%-groep; 33 200 tot 39 000 euro";50.4;10.0
249;Limburg (PV);"9e 10%-groep; 39 000 tot 48 600 euro";48.3;10.0
250;Limburg (PV);"10e 10%-groep; meer dan 48 600  euro";42.3;8.0
251;Limburg (PV);"1e 10%-groep; minder dan 11 000 euro";46.3;9.0
252;Limburg (PV);"2e-4e 10%-groep; 11 000 tot 20 800 euro";157.5;31.0
253;Limburg (PV);"5e-8e 10%-groep; 20 800 tot 39 000 euro";207.7;41.0
254;Limburg (PV);"9e-10e 10%-groep; meer dan 39 000 euro";90.6;18.0
255;Oost-Groningen (CR);Totaal huishouden;67.1;100.0
256;Oost-Groningen (CR);"1e 10%-groep; minder dan 11 000 euro";5.0;7.0
257;Oost-Groningen (CR);"2e 10%-groep; 11 000 tot 14 500 euro";9.0;13.0
258;Oost-Groningen (CR);"3e 10%-groep; 14 500 tot 17 600 euro";8.2;12.0
259;Oost-Groningen (CR);"4e 10%-groep; 17 600 tot 20 800 euro";8.2;12.0
260;Oost-Groningen (CR);"5e 10%-groep; 20 800 tot 24 400 euro";7.3;11.0
261;Oost-Groningen (CR);"6e 10%-groep; 24 400 tot 28 600 euro";7.8;12.0
262;Oost-Groningen (CR);"7e 10%-groep; 28 600 tot 33 200 euro";7.2;11.0
263;Oost-Groningen (CR);"8e 10%-groep; 33 200 tot 39 000 euro";5.9;9.0
264;Oost-Groningen (CR);"9e 10%-groep; 39 000 tot 48 600 euro";5.2;8.0
265;Oost-Groningen (CR);"10e 10%-groep; meer dan 48 600  euro";3.4;5.0
266;Oost-Groningen (CR);"1e 10%-groep; minder dan 11 000 euro";5.0;7.0
267;Oost-Groningen (CR);"2e-4e 10%-groep; 11 000 tot 20 800 euro";25.4;38.0
268;Oost-Groningen (CR);"5e-8e 10%-groep; 20 800 tot 39 000 euro";28.1;42.0
269;Oost-Groningen (CR);"9e-10e 10%-groep; meer dan 39 000 euro";8.6;13.0
270;Delfzijl en omgeving (CR);Totaal huishouden;22.7;100.0
271;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 11 000 euro";1.7;7.0
272;Delfzijl en omgeving (CR);"2e 10%-groep; 11 000 tot 14 500 euro";2.7;12.0
273;Delfzijl en omgeving (CR);"3e 10%-groep; 14 500 tot 17 600 euro";2.7;12.0
274;Delfzijl en omgeving (CR);"4e 10%-groep; 17 600 tot 20 800 euro";2.5;11.0
275;Delfzijl en omgeving (CR);"5e 10%-groep; 20 800 tot 24 400 euro";2.7;12.0
276;Delfzijl en omgeving (CR);"6e 10%-groep; 24 400 tot 28 600 euro";2.5;11.0
277;Delfzijl en omgeving (CR);"7e 10%-groep; 28 600 tot 33 200 euro";2.7;12.0
278;Delfzijl en omgeving (CR);"8e 10%-groep; 33 200 tot 39 000 euro";2.0;9.0
279;Delfzijl en omgeving (CR);"9e 10%-groep; 39 000 tot 48 600 euro";1.9;8.0
280;Delfzijl en omgeving (CR);"10e 10%-groep; meer dan 48 600  euro";1.2;5.0
281;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 11 000 euro";1.7;7.0
282;Delfzijl en omgeving (CR);"2e-4e 10%-groep; 11 000 tot 20 800 euro";8.0;35.0
283;Delfzijl en omgeving (CR);"5e-8e 10%-groep; 20 800 tot 39 000 euro";9.9;44.0
284;Delfzijl en omgeving (CR);"9e-10e 10%-groep; meer dan 39 000 euro";3.1;14.0
285;Overig Groningen (CR);Totaal huishouden;182.2;100.0
286;Overig Groningen (CR);"1e 10%-groep; minder dan 11 000 euro";35.4;19.0
287;Overig Groningen (CR);"2e 10%-groep; 11 000 tot 14 500 euro";21.3;12.0
288;Overig Groningen (CR);"3e 10%-groep; 14 500 tot 17 600 euro";19.1;10.0
289;Overig Groningen (CR);"4e 10%-groep; 17 600 tot 20 800 euro";18.8;10.0
290;Overig Groningen (CR);"5e 10%-groep; 20 800 tot 24 400 euro";17.1;9.0
291;Overig Groningen (CR);"6e 10%-groep; 24 400 tot 28 600 euro";16.5;9.0
292;Overig Groningen (CR);"7e 10%-groep; 28 600 tot 33 200 euro";15.3;8.0
293;Overig Groningen (CR);"8e 10%-groep; 33 200 tot 39 000 euro";14.4;8.0
294;Overig Groningen (CR);"9e 10%-groep; 39 000 tot 48 600 euro";13.2;7.0
295;Overig Groningen (CR);"10e 10%-groep; meer dan 48 600  euro";11.1;6.0
296;Overig Groningen (CR);"1e 10%-groep; minder dan 11 000 euro";35.4;19.0
297;Overig Groningen (CR);"2e-4e 10%-groep; 11 000 tot 20 800 euro";59.2;32.0
298;Overig Groningen (CR);"5e-8e 10%-groep; 20 800 tot 39 000 euro";63.3;35.0
299;Overig Groningen (CR);"9e-10e 10%-groep; meer dan 39 000 euro";24.3;13.0
300;Noord-Friesland (CR);Totaal huishouden;145.6;100.0
301;Noord-Friesland (CR);"1e 10%-groep; minder dan 11 000 euro";16.6;11.0
302;Noord-Friesland (CR);"2e 10%-groep; 11 000 tot 14 500 euro";17.1;12.0
303;Noord-Friesland (CR);"3e 10%-groep; 14 500 tot 17 600 euro";16.0;11.0
304;Noord-Friesland (CR);"4e 10%-groep; 17 600 tot 20 800 euro";15.7;11.0
305;Noord-Friesland (CR);"5e 10%-groep; 20 800 tot 24 400 euro";15.8;11.0
306;Noord-Friesland (CR);"6e 10%-groep; 24 400 tot 28 600 euro";15.9;11.0
307;Noord-Friesland (CR);"7e 10%-groep; 28 600 tot 33 200 euro";14.6;10.0
308;Noord-Friesland (CR);"8e 10%-groep; 33 200 tot 39 000 euro";13.2;9.0
309;Noord-Friesland (CR);"9e 10%-groep; 39 000 tot 48 600 euro";11.9;8.0
310;Noord-Friesland (CR);"10e 10%-groep; meer dan 48 600  euro";8.9;6.0
311;Noord-Friesland (CR);"1e 10%-groep; minder dan 11 000 euro";16.6;11.0
312;Noord-Friesland (CR);"2e-4e 10%-groep; 11 000 tot 20 800 euro";48.8;34.0
313;Noord-Friesland (CR);"5e-8e 10%-groep; 20 800 tot 39 000 euro";59.5;41.0
314;Noord-Friesland (CR);"9e-10e 10%-groep; meer dan 39 000 euro";20.7;14.0
315;Zuidwest-Friesland (CR);Totaal huishouden;44.4;100.0
