ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalFusiesEnOvernames_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
6237;182 Repro van geluid, beeld en software;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6238;182 Repro van geluid, beeld en software;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6239;182 Repro van geluid, beeld en software;2012;0;0;0;0;0;0;0;0;0;0
6240;182 Repro van geluid, beeld en software;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6241;182 Repro van geluid, beeld en software;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6242;182 Repro van geluid, beeld en software;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6243;182 Repro van geluid, beeld en software;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6244;182 Repro van geluid, beeld en software;2013;0;0;0;0;0;0;0;0;0;0
6245;182 Repro van geluid, beeld en software;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6246;182 Repro van geluid, beeld en software;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6247;182 Repro van geluid, beeld en software;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6248;182 Repro van geluid, beeld en software;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6249;182 Repro van geluid, beeld en software;2014;5;0;0;0;0;0;5;5;0;0
6250;182 Repro van geluid, beeld en software;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6251;182 Repro van geluid, beeld en software;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6252;182 Repro van geluid, beeld en software;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6253;182 Repro van geluid, beeld en software;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6254;182 Repro van geluid, beeld en software;2015;5;0;0;0;0;0;5;5;0;0
6255;182 Repro van geluid, beeld en software;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6256;182 Repro van geluid, beeld en software;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6257;182 Repro van geluid, beeld en software;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6258;182 Repro van geluid, beeld en software;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6259;182 Repro van geluid, beeld en software;2016;0;0;0;0;0;0;0;0;0;0
6260;182 Repro van geluid, beeld en software;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6261;182 Repro van geluid, beeld en software;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6262;182 Repro van geluid, beeld en software;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6263;182 Repro van geluid, beeld en software;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6264;182 Repro van geluid, beeld en software;2017;0;0;0;0;0;0;0;0;0;0
6265;182 Repro van geluid, beeld en software;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6266;182 Repro van geluid, beeld en software;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6267;182 Repro van geluid, beeld en software;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6268;182 Repro van geluid, beeld en software;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6269;182 Repro van geluid, beeld en software;2018;0;0;0;0;0;0;0;0;0;0
6270;182 Repro van geluid, beeld en software;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6271;182 Repro van geluid, beeld en software;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6272;182 Repro van geluid, beeld en software;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6273;182 Repro van geluid, beeld en software;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6274;182 Repro van geluid, beeld en software;2019;0;0;0;0;0;0;0;0;0;0
6275;182 Repro van geluid, beeld en software;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6276;182 Repro van geluid, beeld en software;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6277;182 Repro van geluid, beeld en software;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6278;182 Repro van geluid, beeld en software;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6279;182 Repro van geluid, beeld en software;2020;0;0;0;0;0;0;0;0;0;0
6280;182 Repro van geluid, beeld en software;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6281;182 Repro van geluid, beeld en software;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6282;182 Repro van geluid, beeld en software;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6283;182 Repro van geluid, beeld en software;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6284;182 Repro van geluid, beeld en software;2021;5;0;0;0;0;0;5;5;0;0
6285;182 Repro van geluid, beeld en software;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6286;182 Repro van geluid, beeld en software;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6287;182 Repro van geluid, beeld en software;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6288;182 Repro van geluid, beeld en software;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6289;182 Repro van geluid, beeld en software;2022;0;0;0;0;0;0;0;0;0;0
6290;182 Repro van geluid, beeld en software;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6291;182 Repro van geluid, beeld en software;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6292;182 Repro van geluid, beeld en software;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6293;182 Repro van geluid, beeld en software;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6294;182 Repro van geluid, beeld en software;2023;0;0;0;0;0;0;0;0;0;0
6295;182 Repro van geluid, beeld en software;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6296;182 Repro van geluid, beeld en software;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6297;182 Repro van geluid, beeld en software;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6298;182 Repro van geluid, beeld en software;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6299;182 Repro van geluid, beeld en software;2024;5;5;0;0;0;0;5;5;0;5
6300;19-22 Raffinaderijen en chemie;2007 1e kwartaal;5;0;0;0;0;0;5;5;0;5
6301;19-22 Raffinaderijen en chemie;2007 2e kwartaal;5;0;5;0;0;0;5;5;0;5
6302;19-22 Raffinaderijen en chemie;2007 3e kwartaal;10;0;0;5;5;0;5;10;0;10
6303;19-22 Raffinaderijen en chemie;2007 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6304;19-22 Raffinaderijen en chemie;2007;25;0;5;10;5;0;15;25;0;25
6305;19-22 Raffinaderijen en chemie;2008 1e kwartaal;5;0;0;0;0;0;5;5;0;5
6306;19-22 Raffinaderijen en chemie;2008 2e kwartaal;5;0;0;0;0;0;5;5;0;5
6307;19-22 Raffinaderijen en chemie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6308;19-22 Raffinaderijen en chemie;2008 4e kwartaal;5;0;0;5;0;0;5;5;0;5
6309;19-22 Raffinaderijen en chemie;2008;15;5;5;5;0;0;15;15;0;15
6310;19-22 Raffinaderijen en chemie;2009 1e kwartaal;5;0;0;0;0;0;5;5;0;5
6311;19-22 Raffinaderijen en chemie;2009 2e kwartaal;5;0;5;0;0;0;5;5;0;5
6312;19-22 Raffinaderijen en chemie;2009 3e kwartaal;5;0;0;0;0;0;0;0;0;5
6313;19-22 Raffinaderijen en chemie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6314;19-22 Raffinaderijen en chemie;2009;20;5;5;5;0;0;15;15;0;20
6315;19-22 Raffinaderijen en chemie;2010 1e kwartaal;5;0;0;0;0;0;5;5;0;5
6316;19-22 Raffinaderijen en chemie;2010 2e kwartaal;15;0;5;5;0;0;15;15;0;15
6317;19-22 Raffinaderijen en chemie;2010 3e kwartaal;10;0;0;0;5;0;5;5;0;5
6318;19-22 Raffinaderijen en chemie;2010 4e kwartaal;10;0;5;5;0;0;10;10;0;10
6319;19-22 Raffinaderijen en chemie;2010;40;5;10;15;5;5;30;35;0;35
6320;19-22 Raffinaderijen en chemie;2011 1e kwartaal;10;0;5;5;0;0;10;10;0;10
6321;19-22 Raffinaderijen en chemie;2011 2e kwartaal;15;0;0;10;5;0;10;15;0;15
6322;19-22 Raffinaderijen en chemie;2011 3e kwartaal;10;0;0;5;0;0;5;10;0;10
6323;19-22 Raffinaderijen en chemie;2011 4e kwartaal;5;0;5;0;0;0;5;5;0;5
6324;19-22 Raffinaderijen en chemie;2011;40;5;10;20;5;0;35;40;0;40
6325;19-22 Raffinaderijen en chemie;2012 1e kwartaal;20;0;5;10;0;0;15;20;0;20
6326;19-22 Raffinaderijen en chemie;2012 2e kwartaal;15;5;5;5;0;0;10;10;0;15
6327;19-22 Raffinaderijen en chemie;2012 3e kwartaal;10;5;0;5;0;0;10;10;0;10
6328;19-22 Raffinaderijen en chemie;2012 4e kwartaal;10;0;0;5;5;0;5;10;0;10
6329;19-22 Raffinaderijen en chemie;2012;50;10;15;20;5;0;40;50;0;50
6330;19-22 Raffinaderijen en chemie;2013 1e kwartaal;5;0;5;0;0;0;5;5;0;5
6331;19-22 Raffinaderijen en chemie;2013 2e kwartaal;10;0;0;5;0;0;10;10;0;10
6332;19-22 Raffinaderijen en chemie;2013 3e kwartaal;10;0;5;10;0;0;10;10;0;10
6333;19-22 Raffinaderijen en chemie;2013 4e kwartaal;5;5;0;0;0;0;5;5;0;5
6334;19-22 Raffinaderijen en chemie;2013;35;5;10;15;5;0;30;35;0;35
6335;19-22 Raffinaderijen en chemie;2014 1e kwartaal;15;5;5;5;5;0;10;15;0;15
6336;19-22 Raffinaderijen en chemie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6337;19-22 Raffinaderijen en chemie;2014 3e kwartaal;5;0;5;0;0;0;5;5;0;5
6338;19-22 Raffinaderijen en chemie;2014 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6339;19-22 Raffinaderijen en chemie;2014;30;5;10;10;5;0;25;30;5;25
6340;19-22 Raffinaderijen en chemie;2015 1e kwartaal;10;0;0;5;0;0;10;10;0;10
6341;19-22 Raffinaderijen en chemie;2015 2e kwartaal;10;0;5;5;0;0;5;5;0;10
6342;19-22 Raffinaderijen en chemie;2015 3e kwartaal;10;0;5;5;0;0;10;10;0;10
6343;19-22 Raffinaderijen en chemie;2015 4e kwartaal;10;0;0;5;0;0;5;10;0;5
6344;19-22 Raffinaderijen en chemie;2015;40;5;10;20;5;0;30;35;0;35
6345;19-22 Raffinaderijen en chemie;2016 1e kwartaal;10;0;0;5;0;0;10;10;0;10
6346;19-22 Raffinaderijen en chemie;2016 2e kwartaal;15;0;5;5;10;0;10;15;0;15
6347;19-22 Raffinaderijen en chemie;2016 3e kwartaal;10;0;0;0;5;0;5;10;0;10
6348;19-22 Raffinaderijen en chemie;2016 4e kwartaal;15;5;5;5;5;0;10;15;0;15
6349;19-22 Raffinaderijen en chemie;2016;45;5;10;15;15;0;30;45;0;45
6350;19-22 Raffinaderijen en chemie;2017 1e kwartaal;5;0;0;5;0;0;5;5;0;5
6351;19-22 Raffinaderijen en chemie;2017 2e kwartaal;15;0;5;10;0;0;10;15;0;15
6352;19-22 Raffinaderijen en chemie;2017 3e kwartaal;10;0;0;5;0;0;5;5;0;10
6353;19-22 Raffinaderijen en chemie;2017 4e kwartaal;10;0;0;0;5;0;5;10;0;10
6354;19-22 Raffinaderijen en chemie;2017;35;5;10;15;5;0;30;35;0;35
6355;19-22 Raffinaderijen en chemie;2018 1e kwartaal;15;5;5;5;0;0;15;15;0;15
6356;19-22 Raffinaderijen en chemie;2018 2e kwartaal;15;5;5;5;0;0;15;15;0;15
6357;19-22 Raffinaderijen en chemie;2018 3e kwartaal;5;0;5;0;0;0;5;5;0;5
6358;19-22 Raffinaderijen en chemie;2018 4e kwartaal;5;0;0;5;0;0;5;5;0;5
6359;19-22 Raffinaderijen en chemie;2018;40;10;15;15;5;0;35;40;0;40
6360;19-22 Raffinaderijen en chemie;2019 1e kwartaal;15;5;0;5;5;0;10;15;0;15
6361;19-22 Raffinaderijen en chemie;2019 2e kwartaal;10;0;5;5;5;0;10;10;0;10
6362;19-22 Raffinaderijen en chemie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6363;19-22 Raffinaderijen en chemie;2019 4e kwartaal;10;0;5;0;0;0;10;10;0;10
6364;19-22 Raffinaderijen en chemie;2019;40;10;10;10;10;0;30;40;5;35
6365;19-22 Raffinaderijen en chemie;2020 1e kwartaal;15;5;0;5;0;0;15;15;0;15
6366;19-22 Raffinaderijen en chemie;2020 2e kwartaal;15;0;5;0;5;0;10;10;0;15
6367;19-22 Raffinaderijen en chemie;2020 3e kwartaal;10;0;0;5;0;0;10;10;0;10
6368;19-22 Raffinaderijen en chemie;2020 4e kwartaal;10;5;0;5;0;0;10;10;0;10
6369;19-22 Raffinaderijen en chemie;2020;45;10;10;15;10;0;35;45;0;45
6370;19-22 Raffinaderijen en chemie;2021 1e kwartaal;10;0;5;5;5;0;10;10;0;10
6371;19-22 Raffinaderijen en chemie;2021 2e kwartaal;10;0;5;5;0;0;10;10;0;10
6372;19-22 Raffinaderijen en chemie;2021 3e kwartaal;5;0;0;5;0;0;5;5;0;5
6373;19-22 Raffinaderijen en chemie;2021 4e kwartaal;10;0;0;5;5;0;5;10;0;10
6374;19-22 Raffinaderijen en chemie;2021;35;5;5;15;10;0;25;35;0;35
6375;19-22 Raffinaderijen en chemie;2022 1e kwartaal;20;5;0;5;5;0;15;20;0;20
6376;19-22 Raffinaderijen en chemie;2022 2e kwartaal;10;0;0;0;5;0;5;10;0;10
6377;19-22 Raffinaderijen en chemie;2022 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6378;19-22 Raffinaderijen en chemie;2022 4e kwartaal;20;5;5;5;5;5;10;15;0;20
6379;19-22 Raffinaderijen en chemie;2022;55;10;10;15;15;5;30;45;0;55
6380;19-22 Raffinaderijen en chemie;2023 1e kwartaal;5;0;0;0;0;0;0;5;0;5
6381;19-22 Raffinaderijen en chemie;2023 2e kwartaal;10;0;5;5;0;0;10;10;0;10
6382;19-22 Raffinaderijen en chemie;2023 3e kwartaal;5;0;5;0;0;0;5;5;0;5
6383;19-22 Raffinaderijen en chemie;2023 4e kwartaal;10;0;0;5;0;0;10;10;0;10
6384;19-22 Raffinaderijen en chemie;2023;30;5;10;10;5;0;25;30;0;30
6385;19-22 Raffinaderijen en chemie;2024 1e kwartaal;10;0;5;5;5;0;10;10;0;10
6386;19-22 Raffinaderijen en chemie;2024 2e kwartaal;10;0;5;0;0;0;5;5;0;10
6387;19-22 Raffinaderijen en chemie;2024 3e kwartaal;10;5;0;5;0;0;10;10;0;10
6388;19-22 Raffinaderijen en chemie;2024 4e kwartaal;10;5;0;5;0;0;10;10;0;10
6389;19-22 Raffinaderijen en chemie;2024;40;10;5;15;5;0;35;40;0;40
6390;19 Aardolie-industrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6391;19 Aardolie-industrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6392;19 Aardolie-industrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6393;19 Aardolie-industrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6394;19 Aardolie-industrie;2007;0;0;0;0;0;0;0;0;0;0
6395;19 Aardolie-industrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6396;19 Aardolie-industrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6397;19 Aardolie-industrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6398;19 Aardolie-industrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6399;19 Aardolie-industrie;2008;0;0;0;0;0;0;0;0;0;0
6400;19 Aardolie-industrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6401;19 Aardolie-industrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6402;19 Aardolie-industrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6403;19 Aardolie-industrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6404;19 Aardolie-industrie;2009;0;0;0;0;0;0;0;0;0;0
6405;19 Aardolie-industrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6406;19 Aardolie-industrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6407;19 Aardolie-industrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6408;19 Aardolie-industrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6409;19 Aardolie-industrie;2010;0;0;0;0;0;0;0;0;0;0
6410;19 Aardolie-industrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6411;19 Aardolie-industrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6412;19 Aardolie-industrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6413;19 Aardolie-industrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6414;19 Aardolie-industrie;2011;0;0;0;0;0;0;0;0;0;0
6415;19 Aardolie-industrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6416;19 Aardolie-industrie;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6417;19 Aardolie-industrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6418;19 Aardolie-industrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6419;19 Aardolie-industrie;2012;5;0;0;0;0;0;5;5;0;5
6420;19 Aardolie-industrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6421;19 Aardolie-industrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6422;19 Aardolie-industrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6423;19 Aardolie-industrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6424;19 Aardolie-industrie;2013;0;0;0;0;0;0;0;0;0;0
6425;19 Aardolie-industrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6426;19 Aardolie-industrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6427;19 Aardolie-industrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6428;19 Aardolie-industrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6429;19 Aardolie-industrie;2014;0;0;0;0;0;0;0;0;0;0
6430;19 Aardolie-industrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6431;19 Aardolie-industrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6432;19 Aardolie-industrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6433;19 Aardolie-industrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6434;19 Aardolie-industrie;2015;0;0;0;0;0;0;0;0;0;0
6435;19 Aardolie-industrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6436;19 Aardolie-industrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6437;19 Aardolie-industrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6438;19 Aardolie-industrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6439;19 Aardolie-industrie;2016;0;0;0;0;0;0;0;0;0;0
6440;19 Aardolie-industrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6441;19 Aardolie-industrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6442;19 Aardolie-industrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6443;19 Aardolie-industrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6444;19 Aardolie-industrie;2017;0;0;0;0;0;0;0;0;0;0
6445;19 Aardolie-industrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6446;19 Aardolie-industrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6447;19 Aardolie-industrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6448;19 Aardolie-industrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6449;19 Aardolie-industrie;2018;0;0;0;0;0;0;0;0;0;0
6450;19 Aardolie-industrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6451;19 Aardolie-industrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6452;19 Aardolie-industrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6453;19 Aardolie-industrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6454;19 Aardolie-industrie;2019;5;0;0;0;0;0;0;5;0;5
6455;19 Aardolie-industrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6456;19 Aardolie-industrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6457;19 Aardolie-industrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6458;19 Aardolie-industrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6459;19 Aardolie-industrie;2020;0;0;0;0;0;0;0;0;0;0
6460;19 Aardolie-industrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6461;19 Aardolie-industrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6462;19 Aardolie-industrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6463;19 Aardolie-industrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6464;19 Aardolie-industrie;2021;0;0;0;0;0;0;0;0;0;0
6465;19 Aardolie-industrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6466;19 Aardolie-industrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6467;19 Aardolie-industrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6468;19 Aardolie-industrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6469;19 Aardolie-industrie;2022;0;0;0;0;0;0;0;0;0;0
6470;19 Aardolie-industrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6471;19 Aardolie-industrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6472;19 Aardolie-industrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6473;19 Aardolie-industrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6474;19 Aardolie-industrie;2023;0;0;0;0;0;0;0;0;0;0
6475;19 Aardolie-industrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6476;19 Aardolie-industrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6477;19 Aardolie-industrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6478;19 Aardolie-industrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6479;19 Aardolie-industrie;2024;0;0;0;0;0;0;0;0;0;0
6480;191 Cokesfabrieken;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6481;191 Cokesfabrieken;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6482;191 Cokesfabrieken;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6483;191 Cokesfabrieken;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6484;191 Cokesfabrieken;2007;0;0;0;0;0;0;0;0;0;0
6485;191 Cokesfabrieken;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6486;191 Cokesfabrieken;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6487;191 Cokesfabrieken;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6488;191 Cokesfabrieken;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6489;191 Cokesfabrieken;2008;0;0;0;0;0;0;0;0;0;0
6490;191 Cokesfabrieken;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6491;191 Cokesfabrieken;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6492;191 Cokesfabrieken;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6493;191 Cokesfabrieken;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6494;191 Cokesfabrieken;2009;0;0;0;0;0;0;0;0;0;0
6495;191 Cokesfabrieken;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6496;191 Cokesfabrieken;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6497;191 Cokesfabrieken;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6498;191 Cokesfabrieken;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6499;191 Cokesfabrieken;2010;0;0;0;0;0;0;0;0;0;0
6500;191 Cokesfabrieken;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6501;191 Cokesfabrieken;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6502;191 Cokesfabrieken;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6503;191 Cokesfabrieken;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6504;191 Cokesfabrieken;2011;0;0;0;0;0;0;0;0;0;0
6505;191 Cokesfabrieken;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6506;191 Cokesfabrieken;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6507;191 Cokesfabrieken;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6508;191 Cokesfabrieken;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6509;191 Cokesfabrieken;2012;0;0;0;0;0;0;0;0;0;0
6510;191 Cokesfabrieken;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6511;191 Cokesfabrieken;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6512;191 Cokesfabrieken;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6513;191 Cokesfabrieken;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6514;191 Cokesfabrieken;2013;0;0;0;0;0;0;0;0;0;0
6515;191 Cokesfabrieken;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6516;191 Cokesfabrieken;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6517;191 Cokesfabrieken;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6518;191 Cokesfabrieken;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6519;191 Cokesfabrieken;2014;0;0;0;0;0;0;0;0;0;0
6520;191 Cokesfabrieken;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6521;191 Cokesfabrieken;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6522;191 Cokesfabrieken;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6523;191 Cokesfabrieken;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6524;191 Cokesfabrieken;2015;0;0;0;0;0;0;0;0;0;0
6525;191 Cokesfabrieken;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6526;191 Cokesfabrieken;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6527;191 Cokesfabrieken;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6528;191 Cokesfabrieken;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6529;191 Cokesfabrieken;2016;0;0;0;0;0;0;0;0;0;0
6530;191 Cokesfabrieken;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
