ID;Bestaansduur;SBI93;Perioden;Opheffingen_1;WerkzamePersonen_2
117;Totaal bedrijven;20 Houtindustrie en vervaardiging van ..;2005;115.0;290.0
118;Totaal bedrijven;20 Houtindustrie en vervaardiging van ..;2006;105.0;270.0
119;Totaal bedrijven;20 Houtindustrie en vervaardiging van ..;2007;105.0;280.0
120;Totaal bedrijven;21 VV papier, karton en papier- en ..;1998;20.0;180.0
121;Totaal bedrijven;21 VV papier, karton en papier- en ..;1999;20.0;90.0
122;Totaal bedrijven;21 VV papier, karton en papier- en ..;2000;20.0;85.0
123;Totaal bedrijven;21 VV papier, karton en papier- en ..;2001;20.0;130.0
124;Totaal bedrijven;21 VV papier, karton en papier- en ..;2002;20.0;140.0
125;Totaal bedrijven;21 VV papier, karton en papier- en ..;2003;15.0;45.0
126;Totaal bedrijven;21 VV papier, karton en papier- en ..;2004;25.0;185.0
127;Totaal bedrijven;21 VV papier, karton en papier- en ..;2005;20.0;115.0
128;Totaal bedrijven;21 VV papier, karton en papier- en ..;2006;25.0;120.0
129;Totaal bedrijven;21 VV papier, karton en papier- en ..;2007;25.0;80.0
130;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;1998;550.0;1430.0
131;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;1999;530.0;1445.0
132;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;2000;660.0;1995.0
133;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;2001;560.0;1980.0
134;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;2002;530.0;1520.0
135;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;2003;515.0;1530.0
136;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;2004;530.0;1480.0
137;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;2005;565.0;1555.0
138;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;2006;555.0;1445.0
139;Totaal bedrijven;22 Uitgeverijen, drukkerijen en repro;2007;620.0;1445.0
140;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;1998;5.0;35.0
141;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;1999;0.0;0.0
142;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;2000;0.0;0.0
143;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;2001;0.0;0.0
144;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;2002;0.0;0.0
145;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;2003;0.0;0.0
146;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;2004;0.0;0.0
147;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;2005;0.0;0.0
148;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;2006;5.0;0.0
149;Totaal bedrijven;23 Aardolie- en steenkoolverwerkende ..;2007;0.0;0.0
150;Totaal bedrijven;24 Vervaardiging van chemische producten;1998;35.0;110.0
151;Totaal bedrijven;24 Vervaardiging van chemische producten;1999;55.0;255.0
152;Totaal bedrijven;24 Vervaardiging van chemische producten;2000;50.0;230.0
153;Totaal bedrijven;24 Vervaardiging van chemische producten;2001;35.0;180.0
154;Totaal bedrijven;24 Vervaardiging van chemische producten;2002;50.0;115.0
155;Totaal bedrijven;24 Vervaardiging van chemische producten;2003;60.0;280.0
156;Totaal bedrijven;24 Vervaardiging van chemische producten;2004;50.0;180.0
157;Totaal bedrijven;24 Vervaardiging van chemische producten;2005;45.0;135.0
158;Totaal bedrijven;24 Vervaardiging van chemische producten;2006;45.0;130.0
159;Totaal bedrijven;24 Vervaardiging van chemische producten;2007;55.0;195.0
160;Totaal bedrijven;25 VV producten van rubber en kunststof;1998;65.0;395.0
161;Totaal bedrijven;25 VV producten van rubber en kunststof;1999;65.0;385.0
162;Totaal bedrijven;25 VV producten van rubber en kunststof;2000;80.0;465.0
163;Totaal bedrijven;25 VV producten van rubber en kunststof;2001;65.0;335.0
164;Totaal bedrijven;25 VV producten van rubber en kunststof;2002;70.0;365.0
165;Totaal bedrijven;25 VV producten van rubber en kunststof;2003;70.0;420.0
166;Totaal bedrijven;25 VV producten van rubber en kunststof;2004;60.0;250.0
167;Totaal bedrijven;25 VV producten van rubber en kunststof;2005;65.0;215.0
168;Totaal bedrijven;25 VV producten van rubber en kunststof;2006;45.0;225.0
169;Totaal bedrijven;25 VV producten van rubber en kunststof;2007;75.0;270.0
170;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;1998;115.0;390.0
171;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;1999;125.0;375.0
172;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;2000;155.0;555.0
173;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;2001;115.0;430.0
174;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;2002;105.0;470.0
175;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;2003;125.0;705.0
176;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;2004;105.0;320.0
177;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;2005;125.0;285.0
178;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;2006;115.0;260.0
179;Totaal bedrijven;26 VV glas, aardewerk, cement-, kalk- ..;2007;130.0;305.0
180;Totaal bedrijven;27 VV metalen in primaire vorm;1998;10.0;15.0
181;Totaal bedrijven;27 VV metalen in primaire vorm;1999;10.0;45.0
182;Totaal bedrijven;27 VV metalen in primaire vorm;2000;15.0;45.0
183;Totaal bedrijven;27 VV metalen in primaire vorm;2001;10.0;140.0
184;Totaal bedrijven;27 VV metalen in primaire vorm;2002;15.0;95.0
185;Totaal bedrijven;27 VV metalen in primaire vorm;2003;20.0;100.0
186;Totaal bedrijven;27 VV metalen in primaire vorm;2004;15.0;55.0
187;Totaal bedrijven;27 VV metalen in primaire vorm;2005;20.0;75.0
188;Totaal bedrijven;27 VV metalen in primaire vorm;2006;20.0;50.0
189;Totaal bedrijven;27 VV metalen in primaire vorm;2007;20.0;75.0
190;Totaal bedrijven;28 VV producten van metaal (geen ..;1998;365.0;1185.0
191;Totaal bedrijven;28 VV producten van metaal (geen ..;1999;360.0;1370.0
192;Totaal bedrijven;28 VV producten van metaal (geen ..;2000;425.0;1565.0
193;Totaal bedrijven;28 VV producten van metaal (geen ..;2001;385.0;1825.0
194;Totaal bedrijven;28 VV producten van metaal (geen ..;2002;485.0;2160.0
195;Totaal bedrijven;28 VV producten van metaal (geen ..;2003;495.0;2215.0
196;Totaal bedrijven;28 VV producten van metaal (geen ..;2004;395.0;1710.0
197;Totaal bedrijven;28 VV producten van metaal (geen ..;2005;425.0;1430.0
198;Totaal bedrijven;28 VV producten van metaal (geen ..;2006;400.0;1170.0
199;Totaal bedrijven;28 VV producten van metaal (geen ..;2007;410.0;1210.0
200;Totaal bedrijven;29 VV machines en apparaten;1998;170.0;625.0
201;Totaal bedrijven;29 VV machines en apparaten;1999;175.0;900.0
202;Totaal bedrijven;29 VV machines en apparaten;2000;225.0;1150.0
203;Totaal bedrijven;29 VV machines en apparaten;2001;195.0;1095.0
204;Totaal bedrijven;29 VV machines en apparaten;2002;235.0;1175.0
205;Totaal bedrijven;29 VV machines en apparaten;2003;225.0;1145.0
206;Totaal bedrijven;29 VV machines en apparaten;2004;200.0;1070.0
207;Totaal bedrijven;29 VV machines en apparaten;2005;250.0;1025.0
208;Totaal bedrijven;29 VV machines en apparaten;2006;205.0;930.0
209;Totaal bedrijven;29 VV machines en apparaten;2007;250.0;760.0
210;Totaal bedrijven;30 VV kantoormachines en computers;1998;55.0;130.0
211;Totaal bedrijven;30 VV kantoormachines en computers;1999;45.0;55.0
212;Totaal bedrijven;30 VV kantoormachines en computers;2000;55.0;180.0
213;Totaal bedrijven;30 VV kantoormachines en computers;2001;40.0;65.0
214;Totaal bedrijven;30 VV kantoormachines en computers;2002;40.0;130.0
215;Totaal bedrijven;30 VV kantoormachines en computers;2003;20.0;35.0
216;Totaal bedrijven;30 VV kantoormachines en computers;2004;20.0;30.0
217;Totaal bedrijven;30 VV kantoormachines en computers;2005;30.0;70.0
218;Totaal bedrijven;30 VV kantoormachines en computers;2006;20.0;40.0
219;Totaal bedrijven;30 VV kantoormachines en computers;2007;15.0;25.0
220;Totaal bedrijven;31 VV overige elektrische machines, ..;1998;60.0;210.0
221;Totaal bedrijven;31 VV overige elektrische machines, ..;1999;55.0;160.0
222;Totaal bedrijven;31 VV overige elektrische machines, ..;2000;60.0;355.0
223;Totaal bedrijven;31 VV overige elektrische machines, ..;2001;65.0;255.0
224;Totaal bedrijven;31 VV overige elektrische machines, ..;2002;70.0;280.0
225;Totaal bedrijven;31 VV overige elektrische machines, ..;2003;70.0;275.0
226;Totaal bedrijven;31 VV overige elektrische machines, ..;2004;60.0;180.0
227;Totaal bedrijven;31 VV overige elektrische machines, ..;2005;60.0;255.0
228;Totaal bedrijven;31 VV overige elektrische machines, ..;2006;45.0;205.0
229;Totaal bedrijven;31 VV overige elektrische machines, ..;2007;75.0;235.0
230;Totaal bedrijven;32 VV audio-, video- en ..;1998;30.0;85.0
231;Totaal bedrijven;32 VV audio-, video- en ..;1999;30.0;50.0
232;Totaal bedrijven;32 VV audio-, video- en ..;2000;35.0;70.0
233;Totaal bedrijven;32 VV audio-, video- en ..;2001;35.0;205.0
234;Totaal bedrijven;32 VV audio-, video- en ..;2002;35.0;165.0
235;Totaal bedrijven;32 VV audio-, video- en ..;2003;50.0;285.0
236;Totaal bedrijven;32 VV audio-, video- en ..;2004;35.0;105.0
237;Totaal bedrijven;32 VV audio-, video- en ..;2005;45.0;100.0
238;Totaal bedrijven;32 VV audio-, video- en ..;2006;35.0;80.0
239;Totaal bedrijven;32 VV audio-, video- en ..;2007;40.0;65.0
240;Totaal bedrijven;33 VV medische apparaten en ..;1998;95.0;295.0
241;Totaal bedrijven;33 VV medische apparaten en ..;1999;105.0;220.0
242;Totaal bedrijven;33 VV medische apparaten en ..;2000;100.0;300.0
243;Totaal bedrijven;33 VV medische apparaten en ..;2001;85.0;300.0
244;Totaal bedrijven;33 VV medische apparaten en ..;2002;120.0;395.0
245;Totaal bedrijven;33 VV medische apparaten en ..;2003;95.0;295.0
246;Totaal bedrijven;33 VV medische apparaten en ..;2004;110.0;415.0
247;Totaal bedrijven;33 VV medische apparaten en ..;2005;130.0;320.0
248;Totaal bedrijven;33 VV medische apparaten en ..;2006;125.0;325.0
249;Totaal bedrijven;33 VV medische apparaten en ..;2007;115.0;255.0
250;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;1998;30.0;120.0
251;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;1999;40.0;145.0
252;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;2000;40.0;115.0
253;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;2001;30.0;245.0
254;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;2002;45.0;270.0
255;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;2003;35.0;175.0
256;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;2004;35.0;200.0
257;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;2005;45.0;185.0
258;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;2006;40.0;185.0
259;Totaal bedrijven;34 VV auto's, aanhangwagens en opleggers;2007;30.0;40.0
260;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;1998;130.0;320.0
261;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;1999;115.0;300.0
262;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;2000;115.0;340.0
263;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;2001;115.0;340.0
264;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;2002;115.0;420.0
265;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;2003;115.0;430.0
266;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;2004;125.0;395.0
267;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;2005;135.0;250.0
268;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;2006;130.0;210.0
269;Totaal bedrijven;35 VV transportmiddelen (geen auto's ..;2007;120.0;230.0
270;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";1998;440.0;975.0
271;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";1999;475.0;1005.0
272;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";2000;595.0;1410.0
273;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";2001;410.0;1135.0
274;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";2002;510.0;1435.0
275;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";2003;560.0;1650.0
276;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";2004;525.0;1215.0
277;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";2005;560.0;1150.0
278;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";2006;530.0;975.0
279;Totaal bedrijven;"36 VV meubels; vervaardiging van ..";2007;620.0;1250.0
280;Totaal bedrijven;37 Voorbereiding tot recycling;1998;20.0;115.0
281;Totaal bedrijven;37 Voorbereiding tot recycling;1999;10.0;25.0
282;Totaal bedrijven;37 Voorbereiding tot recycling;2000;30.0;125.0
283;Totaal bedrijven;37 Voorbereiding tot recycling;2001;30.0;160.0
284;Totaal bedrijven;37 Voorbereiding tot recycling;2002;35.0;105.0
285;Totaal bedrijven;37 Voorbereiding tot recycling;2003;20.0;95.0
286;Totaal bedrijven;37 Voorbereiding tot recycling;2004;15.0;100.0
287;Totaal bedrijven;37 Voorbereiding tot recycling;2005;15.0;70.0
288;Totaal bedrijven;37 Voorbereiding tot recycling;2006;15.0;35.0
289;Totaal bedrijven;37 Voorbereiding tot recycling;2007;20.0;150.0
290;Totaal bedrijven;E Productie en distributie van en ..;1998;5.0;5.0
291;Totaal bedrijven;E Productie en distributie van en ..;1999;10.0;5.0
292;Totaal bedrijven;E Productie en distributie van en ..;2000;5.0;10.0
293;Totaal bedrijven;E Productie en distributie van en ..;2001;15.0;40.0
294;Totaal bedrijven;E Productie en distributie van en ..;2002;15.0;75.0
295;Totaal bedrijven;E Productie en distributie van en ..;2003;20.0;10.0
296;Totaal bedrijven;E Productie en distributie van en ..;2004;30.0;75.0
297;Totaal bedrijven;E Productie en distributie van en ..;2005;15.0;10.0
298;Totaal bedrijven;E Productie en distributie van en ..;2006;35.0;35.0
299;Totaal bedrijven;E Productie en distributie van en ..;2007;55.0;115.0
300;Totaal bedrijven;40 Productie en distributie van ..;1998;5.0;5.0
301;Totaal bedrijven;40 Productie en distributie van ..;1999;10.0;5.0
302;Totaal bedrijven;40 Productie en distributie van ..;2000;5.0;10.0
303;Totaal bedrijven;40 Productie en distributie van ..;2001;15.0;40.0
304;Totaal bedrijven;40 Productie en distributie van ..;2002;15.0;75.0
305;Totaal bedrijven;40 Productie en distributie van ..;2003;20.0;10.0
306;Totaal bedrijven;40 Productie en distributie van ..;2004;30.0;75.0
307;Totaal bedrijven;40 Productie en distributie van ..;2005;15.0;10.0
308;Totaal bedrijven;40 Productie en distributie van ..;2006;35.0;30.0
309;Totaal bedrijven;40 Productie en distributie van ..;2007;55.0;105.0
310;Totaal bedrijven;41 Winning en distributie van water;1998;0.0;0.0
311;Totaal bedrijven;41 Winning en distributie van water;1999;0.0;0.0
312;Totaal bedrijven;41 Winning en distributie van water;2000;0.0;0.0
313;Totaal bedrijven;41 Winning en distributie van water;2001;0.0;0.0
314;Totaal bedrijven;41 Winning en distributie van water;2002;0.0;0.0
315;Totaal bedrijven;41 Winning en distributie van water;2003;0.0;0.0
316;Totaal bedrijven;41 Winning en distributie van water;2004;0.0;0.0
317;Totaal bedrijven;41 Winning en distributie van water;2005;0.0;0.0
318;Totaal bedrijven;41 Winning en distributie van water;2006;5.0;5.0
319;Totaal bedrijven;41 Winning en distributie van water;2007;5.0;5.0
320;Totaal bedrijven;F Bouwnijverheid;1998;3095.0;8145.0
321;Totaal bedrijven;F Bouwnijverheid;1999;3325.0;8380.0
322;Totaal bedrijven;F Bouwnijverheid;2000;4575.0;11760.0
323;Totaal bedrijven;F Bouwnijverheid;2001;4230.0;11500.0
324;Totaal bedrijven;F Bouwnijverheid;2002;4875.0;12675.0
325;Totaal bedrijven;F Bouwnijverheid;2003;5085.0;11855.0
326;Totaal bedrijven;F Bouwnijverheid;2004;4910.0;11165.0
327;Totaal bedrijven;F Bouwnijverheid;2005;5010.0;10090.0
328;Totaal bedrijven;F Bouwnijverheid;2006;4500.0;9395.0
329;Totaal bedrijven;F Bouwnijverheid;2007;5620.0;11520.0
330;Totaal bedrijven;45 Bouwnijverheid;1998;3095.0;8145.0
331;Totaal bedrijven;45 Bouwnijverheid;1999;3325.0;8380.0
332;Totaal bedrijven;45 Bouwnijverheid;2000;4575.0;11760.0
333;Totaal bedrijven;45 Bouwnijverheid;2001;4230.0;11500.0
334;Totaal bedrijven;45 Bouwnijverheid;2002;4875.0;12675.0
335;Totaal bedrijven;45 Bouwnijverheid;2003;5085.0;11855.0
336;Totaal bedrijven;45 Bouwnijverheid;2004;4910.0;11165.0
337;Totaal bedrijven;45 Bouwnijverheid;2005;5010.0;10090.0
338;Totaal bedrijven;45 Bouwnijverheid;2006;4500.0;9395.0
339;Totaal bedrijven;45 Bouwnijverheid;2007;5620.0;11520.0
340;Totaal bedrijven;G Reparatie van consumentenartikelen ..;1998;14080.0;31655.0
341;Totaal bedrijven;G Reparatie van consumentenartikelen ..;1999;14585.0;35950.0
342;Totaal bedrijven;G Reparatie van consumentenartikelen ..;2000;16625.0;44115.0
343;Totaal bedrijven;G Reparatie van consumentenartikelen ..;2001;12905.0;36340.0
344;Totaal bedrijven;G Reparatie van consumentenartikelen ..;2002;13080.0;36025.0
345;Totaal bedrijven;G Reparatie van consumentenartikelen ..;2003;13755.0;34270.0
346;Totaal bedrijven;G Reparatie van consumentenartikelen ..;2004;14460.0;32945.0
347;Totaal bedrijven;G Reparatie van consumentenartikelen ..;2005;16850.0;36145.0
348;Totaal bedrijven;G Reparatie van consumentenartikelen ..;2006;14490.0;29925.0
349;Totaal bedrijven;G Reparatie van consumentenartikelen ..;2007;16430.0;35415.0
350;Totaal bedrijven;50 Handel in en reparatie van auto's ..;1998;1195.0;3400.0
351;Totaal bedrijven;50 Handel in en reparatie van auto's ..;1999;1295.0;3635.0
352;Totaal bedrijven;50 Handel in en reparatie van auto's ..;2000;1565.0;4915.0
353;Totaal bedrijven;50 Handel in en reparatie van auto's ..;2001;1320.0;4075.0
