ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
404;453 Sale of motor vehicle parts;2007;95.1;5.0
405;453 Sale of motor vehicle parts;2008 1st quarter;98.3;3.7
406;453 Sale of motor vehicle parts;2008 2nd quarter;98.5;0.2
407;453 Sale of motor vehicle parts;2008 3rd quarter;87.5;-2.6
408;453 Sale of motor vehicle parts;2008 4th quarter;86.3;-11.6
409;453 Sale of motor vehicle parts;2008;92.7;-2.6
410;453 Sale of motor vehicle parts;2009 1st quarter;79.8;-18.9
411;453 Sale of motor vehicle parts;2009 2nd quarter;86.6;-12.1
412;453 Sale of motor vehicle parts;2009 3rd quarter;81.4;-6.9
413;453 Sale of motor vehicle parts;2009 4th quarter;90.9;5.3
414;453 Sale of motor vehicle parts;2009;84.7;-8.6
415;453 Sale of motor vehicle parts;2010 1st quarter;95.0;19.2
416;453 Sale of motor vehicle parts;2010 2nd quarter;98.7;13.9
417;453 Sale of motor vehicle parts;2010 3rd quarter;97.7;20.0
418;453 Sale of motor vehicle parts;2010 4th quarter;108.6;19.5
419;453 Sale of motor vehicle parts;2010;100.0;18.1
420;453 Sale of motor vehicle parts;2011 1st quarter;108.6;14.3
421;453 Sale of motor vehicle parts;2011 2nd quarter;110.0;11.5
422;453 Sale of motor vehicle parts;2011 3rd quarter;109.4;12.0
423;453 Sale of motor vehicle parts;2011 4th quarter;118.8;9.4
424;453 Sale of motor vehicle parts;2011;111.7;11.7
425;453 Sale of motor vehicle parts;2012 1st quarter;111.3;2.5
426;453 Sale of motor vehicle parts;2012 2nd quarter;105.4;-4.2
427;453 Sale of motor vehicle parts;2012 3rd quarter;97.1;-11.2
428;453 Sale of motor vehicle parts;2012 4th quarter;106.7;-10.2
429;453 Sale of motor vehicle parts;2012;105.1;-5.9
430;453 Sale of motor vehicle parts;2013 1st quarter;97.9;-12.0
431;453 Sale of motor vehicle parts;2013 2nd quarter;104.4;-1.0
432;453 Sale of motor vehicle parts;2013 3rd quarter;98.7;1.7
433;453 Sale of motor vehicle parts;2013 4th quarter;108.3;1.5
434;453 Sale of motor vehicle parts;2013;102.3;-2.7
435;453 Sale of motor vehicle parts;2014 1st quarter;102.7;4.9
436;453 Sale of motor vehicle parts;2014 2nd quarter;105.8;1.3
437;453 Sale of motor vehicle parts;2014 3rd quarter;99.0;0.3
438;453 Sale of motor vehicle parts;2014 4th quarter;106.3;-1.8
439;453 Sale of motor vehicle parts;2014;103.5;1.1
440;453 Sale of motor vehicle parts;2015 1st quarter;105.9;3.2
441;453 Sale of motor vehicle parts;2015 2nd quarter;110.9;4.8
442;453 Sale of motor vehicle parts;2015 3rd quarter;103.6;4.6
443;453 Sale of motor vehicle parts;2015 4th quarter;116.6;9.6
444;453 Sale of motor vehicle parts;2015;109.2;5.6
445;453 Sale of motor vehicle parts;2016 1st quarter;111.2;5.0
446;453 Sale of motor vehicle parts;2016 2nd quarter;119.8;8.0
447;453 Sale of motor vehicle parts;2016 3rd quarter;107.5;3.8
448;453 Sale of motor vehicle parts;2016 4th quarter;118.3;1.5
449;453 Sale of motor vehicle parts;2016;114.2;4.6
450;453 Sale of motor vehicle parts;2017 1st quarter;119.0;7.0
451;453 Sale of motor vehicle parts;2017 2nd quarter;115.2;-3.8
452;453 Sale of motor vehicle parts;2017 3rd quarter;105.7;-1.7
453;453 Sale of motor vehicle parts;2017 4th quarter;118.7;0.3
454;453 Sale of motor vehicle parts;2017;114.6;0.4
455;454 Sale and repair of motorcycles;2005 1st quarter;119.2;-4.2
456;454 Sale and repair of motorcycles;2005 2nd quarter;145.7;-6.8
457;454 Sale and repair of motorcycles;2005 3rd quarter;107.5;-2.9
458;454 Sale and repair of motorcycles;2005 4th quarter;84.9;0.8
459;454 Sale and repair of motorcycles;2005;114.3;-3.9
460;454 Sale and repair of motorcycles;2006 1st quarter;118.8;-0.3
461;454 Sale and repair of motorcycles;2006 2nd quarter;148.6;2.0
462;454 Sale and repair of motorcycles;2006 3rd quarter;109.9;2.1
463;454 Sale and repair of motorcycles;2006 4th quarter;86.1;1.5
464;454 Sale and repair of motorcycles;2006;115.9;1.3
465;454 Sale and repair of motorcycles;2007 1st quarter;117.6;-1.0
466;454 Sale and repair of motorcycles;2007 2nd quarter;149.3;0.4
467;454 Sale and repair of motorcycles;2007 3rd quarter;111.7;1.7
468;454 Sale and repair of motorcycles;2007 4th quarter;86.0;-0.2
469;454 Sale and repair of motorcycles;2007;116.1;0.2
470;454 Sale and repair of motorcycles;2008 1st quarter;126.2;7.3
471;454 Sale and repair of motorcycles;2008 2nd quarter;144.3;-3.3
472;454 Sale and repair of motorcycles;2008 3rd quarter;106.7;-4.4
473;454 Sale and repair of motorcycles;2008 4th quarter;78.9;-8.2
474;454 Sale and repair of motorcycles;2008;114.1;-1.8
475;454 Sale and repair of motorcycles;2009 1st quarter;103.9;-17.7
476;454 Sale and repair of motorcycles;2009 2nd quarter;123.9;-14.1
477;454 Sale and repair of motorcycles;2009 3rd quarter;93.6;-12.3
478;454 Sale and repair of motorcycles;2009 4th quarter;76.5;-3.2
479;454 Sale and repair of motorcycles;2009;99.5;-12.8
480;454 Sale and repair of motorcycles;2010 1st quarter;100.8;-2.9
481;454 Sale and repair of motorcycles;2010 2nd quarter;135.8;9.6
482;454 Sale and repair of motorcycles;2010 3rd quarter;94.7;1.2
483;454 Sale and repair of motorcycles;2010 4th quarter;68.6;-10.2
484;454 Sale and repair of motorcycles;2010;100.0;0.5
485;454 Sale and repair of motorcycles;2011 1st quarter;97.7;-3.1
486;454 Sale and repair of motorcycles;2011 2nd quarter;124.5;-8.3
487;454 Sale and repair of motorcycles;2011 3rd quarter;81.4;-14.0
488;454 Sale and repair of motorcycles;2011 4th quarter;70.4;2.5
489;454 Sale and repair of motorcycles;2011;93.5;-6.5
490;454 Sale and repair of motorcycles;2012 1st quarter;103.2;5.5
491;454 Sale and repair of motorcycles;2012 2nd quarter;112.0;-10.0
492;454 Sale and repair of motorcycles;2012 3rd quarter;75.3;-7.6
493;454 Sale and repair of motorcycles;2012 4th quarter;63.4;-9.9
494;454 Sale and repair of motorcycles;2012;88.5;-5.4
495;454 Sale and repair of motorcycles;2013 1st quarter;82.7;-19.8
496;454 Sale and repair of motorcycles;2013 2nd quarter;101.7;-9.3
497;454 Sale and repair of motorcycles;2013 3rd quarter;79.6;5.7
498;454 Sale and repair of motorcycles;2013 4th quarter;65.0;2.5
499;454 Sale and repair of motorcycles;2013;82.2;-7.0
500;454 Sale and repair of motorcycles;2014 1st quarter;98.8;19.4
501;454 Sale and repair of motorcycles;2014 2nd quarter;115.1;13.2
502;454 Sale and repair of motorcycles;2014 3rd quarter;88.3;10.9
503;454 Sale and repair of motorcycles;2014 4th quarter;74.2;14.2
504;454 Sale and repair of motorcycles;2014;94.1;14.4
505;454 Sale and repair of motorcycles;2015 1st quarter;113.6;15.0
506;454 Sale and repair of motorcycles;2015 2nd quarter;130.7;13.5
507;454 Sale and repair of motorcycles;2015 3rd quarter;90.9;2.9
508;454 Sale and repair of motorcycles;2015 4th quarter;76.3;2.9
509;454 Sale and repair of motorcycles;2015;102.9;9.3
510;454 Sale and repair of motorcycles;2016 1st quarter;115.8;2.0
511;454 Sale and repair of motorcycles;2016 2nd quarter;145.2;11.1
512;454 Sale and repair of motorcycles;2016 3rd quarter;97.3;7.1
513;454 Sale and repair of motorcycles;2016 4th quarter;87.0;14.0
514;454 Sale and repair of motorcycles;2016;111.3;8.2
515;454 Sale and repair of motorcycles;2017 1st quarter;115.4;-0.4
516;454 Sale and repair of motorcycles;2017 2nd quarter;158.1;8.9
517;454 Sale and repair of motorcycles;2017 3rd quarter;101.0;3.8
518;454 Sale and repair of motorcycles;2017 4th quarter;72.2;-17.0
519;454 Sale and repair of motorcycles;2017;111.7;0.3
