ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Prijsindex_4;Kwartaalmutatie_5;Jaarmutatie_6;Wegingsfactoren_7
913;Segment D: midden/groot;2003 jaargemiddelde;81.3;;2.9;77.9;;2.7;
914;Segment D: midden/groot;2004 1e kwartaal;84.1;1.8;4.0;80.1;1.8;2.5;
915;Segment D: midden/groot;2004 2e kwartaal;85.2;1.2;6.2;81.9;2.3;6.7;
916;Segment D: midden/groot;2004 3e kwartaal;85.3;0.2;4.7;82.4;0.6;5.7;
917;Segment D: midden/groot;2004 4e kwartaal;85.3;0.0;3.2;83.0;0.7;5.5;
918;Segment D: midden/groot;2004 jaargemiddelde;85.0;;4.5;81.8;;5.1;
919;Segment D: midden/groot;2005 1e kwartaal;87.5;2.6;4.0;84.2;1.5;5.2;
920;Segment D: midden/groot;2005 2e kwartaal;88.7;1.4;4.2;86.3;2.4;5.3;
921;Segment D: midden/groot;2005 3e kwartaal;89.6;1.0;5.1;88.3;2.4;7.2;
922;Segment D: midden/groot;2005 4e kwartaal;90.7;1.2;6.4;89.0;0.8;7.3;
923;Segment D: midden/groot;2005 jaargemiddelde;89.1;;4.9;87.0;;6.3;
924;Segment D: midden/groot;2006 1e kwartaal;91.8;1.2;4.9;90.2;1.3;7.1;
925;Segment D: midden/groot;2006 2e kwartaal;92.9;1.2;4.7;91.7;1.7;6.3;
926;Segment D: midden/groot;2006 3e kwartaal;93.2;0.3;4.0;92.1;0.5;4.4;
927;Segment D: midden/groot;2006 4e kwartaal;93.4;0.3;3.0;90.7;-1.6;1.9;
928;Segment D: midden/groot;2006 jaargemiddelde;92.8;;4.1;91.2;;4.9;
929;Segment D: midden/groot;2007 1e kwartaal;94.6;1.3;3.1;91.9;1.3;1.9;
930;Segment D: midden/groot;2007 2e kwartaal;95.2;0.6;2.4;93.7;1.9;2.1;
931;Segment D: midden/groot;2007 3e kwartaal;95.4;0.2;2.4;93.5;-0.1;1.5;
932;Segment D: midden/groot;2007 4e kwartaal;95.2;-0.2;1.9;94.3;0.9;4.0;
933;Segment D: midden/groot;2007 jaargemiddelde;95.1;;2.4;93.4;;2.4;
934;Segment D: midden/groot;2008 1e kwartaal;93.4;-1.9;-1.3;93.4;-1.0;1.6;
935;Segment D: midden/groot;2008 2e kwartaal;94.1;0.8;-1.1;95.5;2.3;2.0;
936;Segment D: midden/groot;2008 3e kwartaal;95.3;1.2;-0.1;97.3;1.8;4.0;
937;Segment D: midden/groot;2008 4e kwartaal;95.4;0.2;0.2;94.8;-2.5;0.5;
938;Segment D: midden/groot;2008 jaargemiddelde;94.5;;-0.6;95.3;;2.0;
939;Segment D: midden/groot;2009 1e kwartaal;97.2;1.8;4.1;95.1;0.3;1.8;
940;Segment D: midden/groot;2009 2e kwartaal;97.6;0.4;3.7;95.8;0.7;0.3;
941;Segment D: midden/groot;2009 3e kwartaal;98.6;1.0;3.5;97.2;1.4;-0.1;
942;Segment D: midden/groot;2009 4e kwartaal;99.1;0.5;3.9;98.1;0.9;3.4;
943;Segment D: midden/groot;2009 jaargemiddelde;98.1;;3.8;96.5;;1.3;
944;Segment D: midden/groot;2010 1e kwartaal;100.9;1.8;3.8;99.9;1.9;5.1;22.7
945;Segment D: midden/groot;2010 2e kwartaal;100.1;-0.8;2.6;100.5;0.6;4.9;22.7
946;Segment D: midden/groot;2010 3e kwartaal;99.3;-0.7;0.8;99.6;-0.9;2.4;22.7
947;Segment D: midden/groot;2010 4e kwartaal;99.7;0.4;0.6;100.0;0.5;2.0;22.7
948;Segment D: midden/groot;2010 jaargemiddelde;;;;;;;
949;Segment D: midden/groot;2011 1e kwartaal;100.9;1.2;0.0;102.4;2.4;2.5;22.7
950;Segment D: midden/groot;2011 2e kwartaal;101.1;0.1;1.0;103.3;0.8;2.8;22.7
951;Segment D: midden/groot;2011 3e kwartaal;99.9;-1.1;0.6;101.9;-1.3;2.4;22.7
952;Segment D: midden/groot;2011 4e kwartaal;100.0;0.0;0.3;101.7;-0.2;1.7;22.7
953;Segment D: midden/groot;2011 jaargemiddelde;100.5;;;102.3;;;22.7
954;Segment D: midden/groot;2012 1e kwartaal;99.2;-0.8;-1.8;101.8;0.1;-0.6;22.7
955;Segment D: midden/groot;2012 2e kwartaal;99.5;0.4;-1.5;102.0;0.2;-1.2;22.7
956;Segment D: midden/groot;2012 3e kwartaal;101.0;1.4;1.1;103.2;1.2;1.3;22.7
957;Segment D: midden/groot;2012 4e kwartaal;100.9;-0.1;1.0;103.3;0.0;1.5;22.7
958;Segment D: midden/groot;2012 jaargemiddelde;100.1;;-0.3;102.6;;0.2;22.7
959;Segment D: midden/groot;2013 1e kwartaal;101.6;0.7;2.4;103.6;0.3;1.8;22.7
960;Segment D: midden/groot;2013 2e kwartaal;101.4;-0.1;1.9;102.9;-0.7;0.8;22.7
961;Segment D: midden/groot;2013 3e kwartaal;101.5;0.1;0.6;103.3;0.4;0.1;22.7
962;Segment D: midden/groot;2013 4e kwartaal;101.1;-0.5;0.1;102.0;-1.3;-1.2;22.7
963;Segment D: midden/groot;2013 jaargemiddelde;101.4;;1.3;102.9;;0.4;22.7
964;Segment D: midden/groot;2014 1e kwartaal;101.2;0.2;-0.3;102.6;0.6;-1.0;22.7
965;Segment D: midden/groot;2014 2e kwartaal;100.9;-0.4;-0.6;102.4;-0.2;-0.5;22.7
966;Segment D: midden/groot;2014 3e kwartaal;100.8;-0.1;-0.8;102.1;-0.3;-1.2;22.7
967;Segment D: midden/groot;2014 4e kwartaal;100.7;-0.1;-0.3;101.1;-1.0;-0.9;22.7
968;Segment D: midden/groot;2014 jaargemiddelde;100.9;;-0.5;102.0;;-0.9;22.7
969;Segment D: midden/groot;2015 1e kwartaal;101.2;0.5;-0.1;99.9;-1.2;-2.7;22.7
970;Segment D: midden/groot;2015 2e kwartaal;99.7;-1.4;-1.1;99.1;-0.8;-3.2;22.7
971;Segment D: midden/groot;2015 3e kwartaal;99.2;-0.6;-1.6;98.0;-1.0;-3.9;22.7
972;Segment D: midden/groot;2015 4e kwartaal;99.1;0.0;-1.6;97.4;-0.6;-3.6;22.7
973;Segment D: midden/groot;2015 jaargemiddelde;99.8;;-1.1;98.6;;-3.4;22.7
974;Segment D: midden/groot;2016 1e kwartaal;100.7;1.6;-0.4;97.4;0.0;-2.5;22.7
975;Segment D: midden/groot;2016 2e kwartaal;101.0;0.2;1.3;98.2;0.8;-0.9;22.7
976;Segment D: midden/groot;2016 3e kwartaal;100.3;-0.7;1.1;97.6;-0.7;-0.5;22.7
977;Segment D: midden/groot;2016 4e kwartaal;100.7;0.4;1.6;98.7;1.2;1.3;22.7
978;Segment D: midden/groot;2016 jaargemiddelde;100.7;;0.9;98.0;;-0.7;22.7
979;Segment D: midden/groot;2017 1e kwartaal;102.5;1.7;1.7;100.5;1.8;3.2;22.7
980;Segment D: midden/groot;2017 2e kwartaal;101.2;-1.2;0.2;99.2;-1.3;1.0;22.7
981;Segment D: midden/groot;2017 3e kwartaal;100.6;-0.6;0.3;98.8;-0.5;1.2;22.7
982;Segment D: midden/groot;2017 4e kwartaal;100.9;0.2;0.1;99.4;0.6;0.7;22.7
983;Segment D: midden/groot;2017 jaargemiddelde;101.3;;0.6;99.5;;1.5;22.7
984;Segment E: hogere middenklasse;2001 3e kwartaal;79.6;;;76.7;;;
985;Segment E: hogere middenklasse;2001 4e kwartaal;78.6;-1.2;;75.3;-1.9;;
986;Segment E: hogere middenklasse;2002 1e kwartaal;79.9;1.7;;76.3;1.4;;
987;Segment E: hogere middenklasse;2002 2e kwartaal;81.1;1.5;;77.9;2.0;;
988;Segment E: hogere middenklasse;2002 3e kwartaal;81.4;0.3;2.3;77.8;0.0;1.4;
989;Segment E: hogere middenklasse;2002 4e kwartaal;80.9;-0.6;3.0;77.4;-0.6;2.9;
990;Segment E: hogere middenklasse;2002 jaargemiddelde;80.9;;;77.4;;;
991;Segment E: hogere middenklasse;2003 1e kwartaal;81.1;0.2;1.4;78.4;1.2;2.7;
992;Segment E: hogere middenklasse;2003 2e kwartaal;81.7;0.8;0.7;78.0;-0.4;0.2;
993;Segment E: hogere middenklasse;2003 3e kwartaal;83.0;1.5;1.9;79.3;1.6;1.9;
994;Segment E: hogere middenklasse;2003 4e kwartaal;84.3;1.6;4.2;80.1;1.0;3.4;
995;Segment E: hogere middenklasse;2003 jaargemiddelde;82.5;;2.1;78.9;;2.0;
996;Segment E: hogere middenklasse;2004 1e kwartaal;85.4;1.3;5.4;81.2;1.4;3.6;
997;Segment E: hogere middenklasse;2004 2e kwartaal;86.4;1.1;5.7;83.0;2.2;6.3;
998;Segment E: hogere middenklasse;2004 3e kwartaal;85.8;-0.6;3.4;83.0;0.0;4.6;
999;Segment E: hogere middenklasse;2004 4e kwartaal;85.6;-0.3;1.5;83.3;0.4;4.1;
1000;Segment E: hogere middenklasse;2004 jaargemiddelde;85.8;;4.0;82.6;;4.6;
1001;Segment E: hogere middenklasse;2005 1e kwartaal;88.8;3.8;4.0;85.3;2.4;5.1;
1002;Segment E: hogere middenklasse;2005 2e kwartaal;89.4;0.7;3.5;86.9;1.9;4.8;
1003;Segment E: hogere middenklasse;2005 3e kwartaal;89.7;0.4;4.6;88.6;1.9;6.8;
1004;Segment E: hogere middenklasse;2005 4e kwartaal;91.1;1.5;6.4;89.4;1.0;7.3;
1005;Segment E: hogere middenklasse;2005 jaargemiddelde;89.7;;4.6;87.6;;6.0;
1006;Segment E: hogere middenklasse;2006 1e kwartaal;91.8;0.8;3.3;90.3;1.0;5.8;
1007;Segment E: hogere middenklasse;2006 2e kwartaal;92.9;1.2;3.9;91.8;1.7;5.6;
1008;Segment E: hogere middenklasse;2006 3e kwartaal;93.3;0.4;3.9;92.4;0.6;4.3;
1009;Segment E: hogere middenklasse;2006 4e kwartaal;94.2;1.0;3.4;91.4;-1.0;2.2;
1010;Segment E: hogere middenklasse;2006 jaargemiddelde;93.0;;3.6;91.5;;4.5;
1011;Segment E: hogere middenklasse;2007 1e kwartaal;95.2;1.1;3.7;92.4;1.1;2.4;
1012;Segment E: hogere middenklasse;2007 2e kwartaal;95.8;0.6;3.1;94.3;2.0;2.7;
1013;Segment E: hogere middenklasse;2007 3e kwartaal;96.6;0.8;3.6;94.6;0.4;2.4;
1014;Segment E: hogere middenklasse;2007 4e kwartaal;96.6;0.0;2.6;95.6;1.0;4.6;
1015;Segment E: hogere middenklasse;2007 jaargemiddelde;96.0;;3.2;94.2;;3.0;
1016;Segment E: hogere middenklasse;2008 1e kwartaal;95.4;-1.2;0.2;95.1;-0.5;2.9;
1017;Segment E: hogere middenklasse;2008 2e kwartaal;96.8;1.4;1.1;97.8;2.8;3.7;
1018;Segment E: hogere middenklasse;2008 3e kwartaal;98.2;1.4;1.6;99.7;1.9;5.4;
1019;Segment E: hogere middenklasse;2008 4e kwartaal;98.2;0.0;1.6;97.1;-2.6;1.5;
1020;Segment E: hogere middenklasse;2008 jaargemiddelde;97.1;;1.2;97.4;;3.4;
1021;Segment E: hogere middenklasse;2009 1e kwartaal;99.4;1.2;4.2;96.9;-0.2;1.8;
1022;Segment E: hogere middenklasse;2009 2e kwartaal;100.7;1.3;4.0;98.2;1.4;0.4;
1023;Segment E: hogere middenklasse;2009 3e kwartaal;101.3;0.6;3.2;99.3;1.1;-0.4;
1024;Segment E: hogere middenklasse;2009 4e kwartaal;100.6;-0.6;2.5;99.3;0.0;2.3;
1025;Segment E: hogere middenklasse;2009 jaargemiddelde;100.5;;3.4;98.4;;1.0;
1026;Segment E: hogere middenklasse;2010 1e kwartaal;99.4;-1.2;0.0;98.8;-0.5;2.0;7.5
1027;Segment E: hogere middenklasse;2010 2e kwartaal;99.8;0.3;-0.9;100.2;1.4;2.0;7.5
1028;Segment E: hogere middenklasse;2010 3e kwartaal;100.2;0.4;-1.0;100.2;0.0;0.9;7.5
1029;Segment E: hogere middenklasse;2010 4e kwartaal;100.6;0.4;0.0;100.8;0.6;1.5;7.5
1030;Segment E: hogere middenklasse;2010 jaargemiddelde;;;;;;;
1031;Segment E: hogere middenklasse;2011 1e kwartaal;101.7;1.1;2.3;102.8;2.0;4.0;7.5
1032;Segment E: hogere middenklasse;2011 2e kwartaal;101.8;0.1;2.0;103.4;0.6;3.2;7.5
1033;Segment E: hogere middenklasse;2011 3e kwartaal;100.4;-1.4;0.2;101.8;-1.5;1.6;7.5
1034;Segment E: hogere middenklasse;2011 4e kwartaal;100.0;-0.4;-0.6;101.7;-0.2;0.9;7.5
1035;Segment E: hogere middenklasse;2011 jaargemiddelde;101.0;;;102.4;;;7.5
1036;Segment E: hogere middenklasse;2012 1e kwartaal;99.9;-0.1;-1.8;102.4;0.7;-0.4;7.5
1037;Segment E: hogere middenklasse;2012 2e kwartaal;100.3;0.4;-1.5;102.7;0.3;-0.7;7.5
1038;Segment E: hogere middenklasse;2012 3e kwartaal;100.8;0.6;0.5;103.3;0.6;1.5;7.5
1039;Segment E: hogere middenklasse;2012 4e kwartaal;100.7;-0.1;0.7;103.3;0.0;1.6;7.5
1040;Segment E: hogere middenklasse;2012 jaargemiddelde;100.4;;-0.6;102.9;;0.5;7.5
1041;Segment E: hogere middenklasse;2013 1e kwartaal;100.4;-0.3;0.5;102.6;-0.6;0.2;7.5
1042;Segment E: hogere middenklasse;2013 2e kwartaal;99.6;-0.8;-0.7;101.4;-1.2;-1.3;7.5
1043;Segment E: hogere middenklasse;2013 3e kwartaal;99.7;0.1;-1.1;101.6;0.3;-1.6;7.5
1044;Segment E: hogere middenklasse;2013 4e kwartaal;97.6;-2.1;-3.1;98.5;-3.0;-4.6;7.5
1045;Segment E: hogere middenklasse;2013 jaargemiddelde;99.3;;-1.1;101.0;;-1.8;7.5
1046;Segment E: hogere middenklasse;2014 1e kwartaal;97.8;0.2;-2.6;98.8;0.2;-3.7;7.5
1047;Segment E: hogere middenklasse;2014 2e kwartaal;97.3;-0.5;-2.3;98.5;-0.3;-2.9;7.5
1048;Segment E: hogere middenklasse;2014 3e kwartaal;96.8;-0.5;-2.9;97.9;-0.6;-3.7;7.5
1049;Segment E: hogere middenklasse;2014 4e kwartaal;96.9;0.1;-0.8;97.4;-0.5;-1.2;7.5
1050;Segment E: hogere middenklasse;2014 jaargemiddelde;97.2;;-2.2;98.1;;-2.9;7.5
1051;Segment E: hogere middenklasse;2015 1e kwartaal;96.8;-0.1;-1.0;95.8;-1.6;-3.1;7.5
1052;Segment E: hogere middenklasse;2015 2e kwartaal;95.3;-1.5;-2.0;94.8;-1.0;-3.7;7.5
1053;Segment E: hogere middenklasse;2015 3e kwartaal;95.9;0.6;-0.9;95.0;0.2;-3.0;7.5
1054;Segment E: hogere middenklasse;2015 4e kwartaal;96.1;0.2;-0.8;94.8;-0.2;-2.7;7.5
1055;Segment E: hogere middenklasse;2015 jaargemiddelde;96.0;;-1.2;95.1;;-3.1;7.5
1056;Segment E: hogere middenklasse;2016 1e kwartaal;96.2;0.1;-0.6;93.7;-1.1;-2.1;7.5
1057;Segment E: hogere middenklasse;2016 2e kwartaal;95.6;-0.6;0.3;93.8;0.0;-1.1;7.5
1058;Segment E: hogere middenklasse;2016 3e kwartaal;95.0;-0.6;-0.9;93.1;-0.6;-1.9;7.5
1059;Segment E: hogere middenklasse;2016 4e kwartaal;95.3;0.3;-0.8;94.0;0.9;-0.9;7.5
1060;Segment E: hogere middenklasse;2016 jaargemiddelde;95.5;;-0.5;93.6;;-1.5;7.5
1061;Segment E: hogere middenklasse;2017 1e kwartaal;95.5;0.2;-0.7;94.3;0.4;0.6;7.5
1062;Segment E: hogere middenklasse;2017 2e kwartaal;95.9;0.5;0.3;94.4;0.1;0.7;7.5
1063;Segment E: hogere middenklasse;2017 3e kwartaal;95.3;-0.7;0.2;93.8;-0.6;0.7;7.5
1064;Segment E: hogere middenklasse;2017 4e kwartaal;96.1;0.9;0.9;94.9;1.1;1.0;7.5
1065;Segment E: hogere middenklasse;2017 jaargemiddelde;95.7;;0.2;94.4;;0.8;7.5
1066;Segment MPV;2001 3e kwartaal;;;;;;;
1067;Segment MPV;2001 4e kwartaal;;;;;;;
1068;Segment MPV;2002 1e kwartaal;;;;;;;
1069;Segment MPV;2002 2e kwartaal;;;;;;;
1070;Segment MPV;2002 3e kwartaal;;;;;;;
1071;Segment MPV;2002 4e kwartaal;;;;;;;
1072;Segment MPV;2002 jaargemiddelde;;;;;;;
1073;Segment MPV;2003 1e kwartaal;;;;;;;
1074;Segment MPV;2003 2e kwartaal;;;;;;;
1075;Segment MPV;2003 3e kwartaal;;;;;;;
1076;Segment MPV;2003 4e kwartaal;;;;;;;
1077;Segment MPV;2003 jaargemiddelde;;;;;;;
1078;Segment MPV;2004 1e kwartaal;;;;;;;
1079;Segment MPV;2004 2e kwartaal;;;;;;;
1080;Segment MPV;2004 3e kwartaal;;;;;;;
1081;Segment MPV;2004 4e kwartaal;;;;;;;
1082;Segment MPV;2004 jaargemiddelde;;;;;;;
1083;Segment MPV;2005 1e kwartaal;;;;;;;
1084;Segment MPV;2005 2e kwartaal;;;;;;;
1085;Segment MPV;2005 3e kwartaal;;;;;;;
1086;Segment MPV;2005 4e kwartaal;;;;;;;
1087;Segment MPV;2005 jaargemiddelde;;;;;;;
1088;Segment MPV;2006 1e kwartaal;;;;;;;
1089;Segment MPV;2006 2e kwartaal;;;;;;;
1090;Segment MPV;2006 3e kwartaal;;;;;;;
1091;Segment MPV;2006 4e kwartaal;;;;;;;
1092;Segment MPV;2006 jaargemiddelde;;;;;;;
1093;Segment MPV;2007 1e kwartaal;;;;;;;
1094;Segment MPV;2007 2e kwartaal;;;;;;;
1095;Segment MPV;2007 3e kwartaal;;;;;;;
1096;Segment MPV;2007 4e kwartaal;;;;;;;
1097;Segment MPV;2007 jaargemiddelde;;;;;;;
1098;Segment MPV;2008 1e kwartaal;;;;;;;
1099;Segment MPV;2008 2e kwartaal;;;;;;;
1100;Segment MPV;2008 3e kwartaal;;;;;;;
1101;Segment MPV;2008 4e kwartaal;;;;;;;
1102;Segment MPV;2008 jaargemiddelde;;;;;;;
1103;Segment MPV;2009 1e kwartaal;;;;;;;
1104;Segment MPV;2009 2e kwartaal;;;;;;;
1105;Segment MPV;2009 3e kwartaal;;;;;;;
1106;Segment MPV;2009 4e kwartaal;;;;;;;
1107;Segment MPV;2009 jaargemiddelde;;;;;;;
1108;Segment MPV;2010 1e kwartaal;;;;;;;
1109;Segment MPV;2010 2e kwartaal;;;;;;;
1110;Segment MPV;2010 3e kwartaal;99.5;;;99.6;;;8.5
1111;Segment MPV;2010 4e kwartaal;99.8;0.3;;100.6;1.0;;8.5
1112;Segment MPV;2010 jaargemiddelde;;;;;;;
1113;Segment MPV;2011 1e kwartaal;101.2;1.4;;102.6;2.0;;8.5
1114;Segment MPV;2011 2e kwartaal;101.3;0.1;;103.4;0.8;;8.5
1115;Segment MPV;2011 3e kwartaal;100.1;-1.2;0.6;102.2;-1.2;2.5;8.5
1116;Segment MPV;2011 4e kwartaal;100.6;0.5;0.8;102.3;0.2;1.7;8.5
1117;Segment MPV;2011 jaargemiddelde;100.8;;;102.6;;;8.5
1118;Segment MPV;2012 1e kwartaal;102.0;1.4;0.7;104.4;2.0;1.7;8.5
1119;Segment MPV;2012 2e kwartaal;101.9;-0.1;0.6;104.5;0.1;1.0;8.5
1120;Segment MPV;2012 3e kwartaal;102.9;0.9;2.7;105.0;0.5;2.8;8.5
1121;Segment MPV;2012 4e kwartaal;102.9;0.0;2.2;105.0;0.0;2.6;8.5
1122;Segment MPV;2012 jaargemiddelde;102.4;;1.6;104.7;;2.0;8.5
1123;Segment MPV;2013 1e kwartaal;105.0;2.1;3.0;106.5;1.4;2.0;8.5
1124;Segment MPV;2013 2e kwartaal;104.5;-0.5;2.5;105.1;-1.3;0.5;8.5
1125;Segment MPV;2013 3e kwartaal;104.3;-0.2;1.4;105.3;0.2;0.3;8.5
1126;Segment MPV;2013 4e kwartaal;104.0;-0.3;1.1;103.8;-1.4;-1.1;8.5
1127;Segment MPV;2013 jaargemiddelde;104.4;;2.0;105.2;;0.4;8.5
1128;Segment MPV;2014 1e kwartaal;103.5;-0.5;-1.5;103.8;0.0;-2.6;8.5
1129;Segment MPV;2014 2e kwartaal;103.0;-0.5;-1.4;103.7;0.0;-1.3;8.5
1130;Segment MPV;2014 3e kwartaal;102.6;-0.3;-1.6;103.2;-0.5;-2.0;8.5
1131;Segment MPV;2014 4e kwartaal;103.1;0.5;-0.8;102.5;-0.6;-1.2;8.5
1132;Segment MPV;2014 jaargemiddelde;103.0;;-1.3;103.3;;-1.8;8.5
1133;Segment MPV;2015 1e kwartaal;103.5;0.4;0.0;101.0;-1.5;-2.6;8.5
1134;Segment MPV;2015 2e kwartaal;102.2;-1.2;-0.7;100.7;-0.3;-2.9;8.5
1135;Segment MPV;2015 3e kwartaal;102.4;0.2;-0.2;100.4;-0.4;-2.7;8.5
1136;Segment MPV;2015 4e kwartaal;102.5;0.0;-0.6;99.7;-0.7;-2.8;8.5
1137;Segment MPV;2015 jaargemiddelde;102.6;;-0.4;100.5;;-2.7;8.5
1138;Segment MPV;2016 1e kwartaal;104.6;2.1;1.1;99.9;0.2;-1.1;8.5
1139;Segment MPV;2016 2e kwartaal;104.4;-0.2;2.1;100.6;0.7;-0.1;8.5
1140;Segment MPV;2016 3e kwartaal;103.8;-0.6;1.4;100.0;-0.6;-0.4;8.5
1141;Segment MPV;2016 4e kwartaal;103.7;-0.2;1.2;100.5;0.5;0.8;8.5
1142;Segment MPV;2016 jaargemiddelde;104.1;;1.4;100.3;;-0.2;8.5
1143;Segment MPV;2017 1e kwartaal;105.3;1.6;0.7;102.3;1.8;2.4;8.5
1144;Segment MPV;2017 2e kwartaal;105.2;-0.1;0.7;101.9;-0.4;1.3;8.5
1145;Segment MPV;2017 3e kwartaal;104.0;-1.1;0.1;100.8;-1.1;0.8;8.5
1146;Segment MPV;2017 4e kwartaal;104.2;0.2;0.5;101.4;0.6;0.8;8.5
1147;Segment MPV;2017 jaargemiddelde;104.7;;0.5;101.6;;1.3;8.5
1148;Segment SUV;2001 3e kwartaal;;;;;;;
1149;Segment SUV;2001 4e kwartaal;;;;;;;
1150;Segment SUV;2002 1e kwartaal;;;;;;;
1151;Segment SUV;2002 2e kwartaal;;;;;;;
1152;Segment SUV;2002 3e kwartaal;;;;;;;
1153;Segment SUV;2002 4e kwartaal;;;;;;;
1154;Segment SUV;2002 jaargemiddelde;;;;;;;
1155;Segment SUV;2003 1e kwartaal;;;;;;;
1156;Segment SUV;2003 2e kwartaal;;;;;;;
1157;Segment SUV;2003 3e kwartaal;;;;;;;
1158;Segment SUV;2003 4e kwartaal;;;;;;;
1159;Segment SUV;2003 jaargemiddelde;;;;;;;
1160;Segment SUV;2004 1e kwartaal;;;;;;;
1161;Segment SUV;2004 2e kwartaal;;;;;;;
1162;Segment SUV;2004 3e kwartaal;;;;;;;
1163;Segment SUV;2004 4e kwartaal;;;;;;;
1164;Segment SUV;2004 jaargemiddelde;;;;;;;
1165;Segment SUV;2005 1e kwartaal;;;;;;;
1166;Segment SUV;2005 2e kwartaal;;;;;;;
1167;Segment SUV;2005 3e kwartaal;;;;;;;
1168;Segment SUV;2005 4e kwartaal;;;;;;;
1169;Segment SUV;2005 jaargemiddelde;;;;;;;
1170;Segment SUV;2006 1e kwartaal;;;;;;;
1171;Segment SUV;2006 2e kwartaal;;;;;;;
1172;Segment SUV;2006 3e kwartaal;;;;;;;
1173;Segment SUV;2006 4e kwartaal;;;;;;;
1174;Segment SUV;2006 jaargemiddelde;;;;;;;
1175;Segment SUV;2007 1e kwartaal;;;;;;;
1176;Segment SUV;2007 2e kwartaal;;;;;;;
1177;Segment SUV;2007 3e kwartaal;;;;;;;
1178;Segment SUV;2007 4e kwartaal;;;;;;;
1179;Segment SUV;2007 jaargemiddelde;;;;;;;
1180;Segment SUV;2008 1e kwartaal;;;;;;;
1181;Segment SUV;2008 2e kwartaal;;;;;;;
1182;Segment SUV;2008 3e kwartaal;;;;;;;
1183;Segment SUV;2008 4e kwartaal;;;;;;;
1184;Segment SUV;2008 jaargemiddelde;;;;;;;
1185;Segment SUV;2009 1e kwartaal;;;;;;;
1186;Segment SUV;2009 2e kwartaal;;;;;;;
1187;Segment SUV;2009 3e kwartaal;;;;;;;
1188;Segment SUV;2009 4e kwartaal;;;;;;;
1189;Segment SUV;2009 jaargemiddelde;;;;;;;
1190;Segment SUV;2010 1e kwartaal;;;;;;;
1191;Segment SUV;2010 2e kwartaal;;;;;;;
1192;Segment SUV;2010 3e kwartaal;99.5;;;99.7;;;6.2
1193;Segment SUV;2010 4e kwartaal;100.1;0.5;;100.5;0.9;;6.2
1194;Segment SUV;2010 jaargemiddelde;;;;;;;
1195;Segment SUV;2011 1e kwartaal;101.7;1.7;;103.2;2.7;;6.2
1196;Segment SUV;2011 2e kwartaal;102.3;0.5;;104.3;1.1;;6.2
1197;Segment SUV;2011 3e kwartaal;101.1;-1.1;1.6;103.2;-1.0;3.6;6.2
1198;Segment SUV;2011 4e kwartaal;101.1;0.0;1.1;103.3;0.1;2.8;6.2
1199;Segment SUV;2011 jaargemiddelde;101.6;;;103.5;;;6.2
1200;Segment SUV;2012 1e kwartaal;101.7;0.6;0.0;104.9;1.5;1.6;6.2
1201;Segment SUV;2012 2e kwartaal;101.2;-0.5;-1.1;104.4;-0.5;0.0;6.2
1202;Segment SUV;2012 3e kwartaal;102.0;0.9;0.9;104.6;0.3;1.4;6.2
1203;Segment SUV;2012 4e kwartaal;101.0;-1.0;-0.1;103.8;-0.8;0.4;6.2
1204;Segment SUV;2012 jaargemiddelde;101.5;;-0.1;104.4;;0.9;6.2
1205;Segment SUV;2013 1e kwartaal;102.5;1.4;0.8;104.9;1.1;0.0;6.2
1206;Segment SUV;2013 2e kwartaal;102.5;0.0;1.4;104.3;-0.5;-0.1;6.2
1207;Segment SUV;2013 3e kwartaal;102.3;-0.2;0.2;104.3;0.0;-0.3;6.2
1208;Segment SUV;2013 4e kwartaal;101.6;-0.7;0.5;102.8;-1.5;-1.0;6.2
1209;Segment SUV;2013 jaargemiddelde;102.2;;0.7;104.1;;-0.3;6.2
1210;Segment SUV;2014 1e kwartaal;102.0;0.4;-0.5;103.3;0.6;-1.5;6.2
1211;Segment SUV;2014 2e kwartaal;101.2;-0.8;-1.3;102.7;-0.6;-1.5;6.2
1212;Segment SUV;2014 3e kwartaal;100.8;-0.3;-1.4;102.3;-0.5;-2.0;6.2
1213;Segment SUV;2014 4e kwartaal;101.4;0.6;-0.2;101.9;-0.3;-0.8;6.2
1214;Segment SUV;2014 jaargemiddelde;101.3;;-0.9;102.6;;-1.4;6.2
1215;Segment SUV;2015 1e kwartaal;102.0;0.6;0.0;100.8;-1.1;-2.4;6.2
1216;Segment SUV;2015 2e kwartaal;101.2;-0.7;0.1;100.5;-0.3;-2.2;6.2
1217;Segment SUV;2015 3e kwartaal;101.7;0.4;0.8;100.4;-0.1;-1.8;6.2
1218;Segment SUV;2015 4e kwartaal;101.8;0.1;0.4;100.0;-0.4;-1.9;6.2
1219;Segment SUV;2015 jaargemiddelde;101.7;;0.3;100.4;;-2.1;6.2
1220;Segment SUV;2016 1e kwartaal;102.5;0.7;0.5;99.4;-0.7;-1.4;6.2
1221;Segment SUV;2016 2e kwartaal;101.9;-0.6;0.6;99.4;0.0;-1.1;6.2
1222;Segment SUV;2016 3e kwartaal;101.8;0.0;0.2;99.2;-0.2;-1.2;6.2
1223;Segment SUV;2016 4e kwartaal;102.1;0.2;0.2;100.0;0.9;0.0;6.2
1224;Segment SUV;2016 jaargemiddelde;102.1;;0.4;99.5;;-0.9;6.2
