ID;EnergyCommodities;Periods;EnergyConsumptionInSectorTransport_1
105;1;2011 2nd quarter;128.0
106;1;2011 3rd quarter;120.0
107;1;2011 4th quarter;129.0
108;1;2011;499.0
109;1;2012 1st quarter;120.0
110;1;2012 2nd quarter;123.0
111;1;2012 3rd quarter;117.0
112;1;2012 4th quarter;121.0
113;1;2012;481.0
114;1;2013 1st quarter;118.0
115;1;2013 2nd quarter;120.0
116;7;1955;
117;7;1956;
118;7;1957;
119;7;1958;
120;7;1959;
121;7;1960;
122;7;1961;
123;7;1962;
124;7;1963;
125;7;1964;
126;7;1965;
127;7;1966;
128;7;1967;
129;7;1968;
130;7;1969;
131;7;1970;
132;7;1971;
133;7;1972;
134;7;1973;
135;7;1974;
136;7;1975;238.0
137;7;1976;265.0
138;7;1977;285.0
139;7;1978;291.0
140;7;1979;303.0
141;7;1980;312.0
142;7;1981;310.0
143;7;1982;308.0
144;7;1983;317.0
145;7;1984;318.0
146;7;1985;322.0
147;7;1986;335.0
148;7;1987;335.0
149;7;1988;349.0
150;7;1989;365.0
151;7;1990;371.0
152;7;1991;371.0
153;7;1992;389.0
154;7;1993;396.0
155;7;1994;402.0
156;7;1995;415.0
157;7;1996;441.0
158;7;1997;437.0
159;7;1998;436.0
160;7;1999 1st quarter;107.0
161;7;1999 2nd quarter;119.0
162;7;1999 3rd quarter;110.0
163;7;1999 4th quarter;115.0
164;7;1999;451.0
165;7;2000 1st quarter;114.0
166;7;2000 2nd quarter;117.0
167;7;2000 3rd quarter;109.0
168;7;2000 4th quarter;117.0
169;7;2000;457.0
170;7;2001 1st quarter;112.0
171;7;2001 2nd quarter;118.0
172;7;2001 3rd quarter;110.0
173;7;2001 4th quarter;122.0
174;7;2001;462.0
175;7;2002 1st quarter;114.0
176;7;2002 2nd quarter;118.0
177;7;2002 3rd quarter;115.0
178;7;2002 4th quarter;123.0
179;7;2002;471.0
180;7;2003 1st quarter;114.0
181;7;2003 2nd quarter;122.0
182;7;2003 3rd quarter;117.0
183;7;2003 4th quarter;124.0
184;7;2003;477.0
185;7;2004 1st quarter;118.0
186;7;2004 2nd quarter;122.0
187;7;2004 3rd quarter;117.0
188;7;2004 4th quarter;125.0
189;7;2004;482.0
190;7;2005 1st quarter;116.0
191;7;2005 2nd quarter;123.0
192;7;2005 3rd quarter;117.0
193;7;2005 4th quarter;124.0
194;7;2005;481.0
195;7;2006 1st quarter;122.0
196;7;2006 2nd quarter;127.0
197;7;2006 3rd quarter;118.0
198;7;2006 4th quarter;127.0
199;7;2006;494.0
200;7;2007 1st quarter;123.0
201;7;2007 2nd quarter;126.0
202;7;2007 3rd quarter;123.0
203;7;2007 4th quarter;127.0
204;7;2007;499.0
205;7;2008 1st quarter;125.0
206;7;2008 2nd quarter;127.0
207;7;2008 3rd quarter;121.0
208;7;2008 4th quarter;126.0
209;7;2008;499.0
210;7;2009 1st quarter;119.0
211;7;2009 2nd quarter;123.0
212;7;2009 3rd quarter;123.0
213;7;2009 4th quarter;118.0
214;7;2009;483.0
215;7;2010 1st quarter;117.0
216;7;2010 2nd quarter;125.0
217;7;2010 3rd quarter;119.0
218;7;2010 4th quarter;124.0
219;7;2010;485.0
220;7;2011 1st quarter;121.0
221;7;2011 2nd quarter;126.0
222;7;2011 3rd quarter;119.0
223;7;2011 4th quarter;127.0
224;7;2011;493.0
225;7;2012 1st quarter;118.0
226;7;2012 2nd quarter;122.0
227;7;2012 3rd quarter;115.0
228;7;2012 4th quarter;120.0
229;7;2012;474.0
230;7;2013 1st quarter;116.0
231;7;2013 2nd quarter;119.0
232;8;1955;
233;8;1956;
234;8;1957;
235;8;1958;
236;8;1959;
237;8;1960;
238;8;1961;
239;8;1962;
240;8;1963;
241;8;1964;
242;8;1965;
243;8;1966;
244;8;1967;
245;8;1968;
246;8;1969;
247;8;1970;
248;8;1971;
249;8;1972;
250;8;1973;
251;8;1974;
252;8;1975;0.0
253;8;1976;0.0
254;8;1977;0.0
255;8;1978;0.0
256;8;1979;0.0
257;8;1980;0.0
258;8;1981;0.0
259;8;1982;0.0
260;8;1983;0.0
261;8;1984;0.0
262;8;1985;0.0
263;8;1986;0.0
264;8;1987;0.0
265;8;1988;0.0
266;8;1989;0.0
267;8;1990;0.0
268;8;1991;0.0
269;8;1992;0.0
270;8;1993;0.0
271;8;1994;0.0
272;8;1995;0.0
273;8;1996;0.0
274;8;1997;0.0
275;8;1998;0.0
276;8;1999 1st quarter;0.0
277;8;1999 2nd quarter;0.0
278;8;1999 3rd quarter;0.0
279;8;1999 4th quarter;0.0
280;8;1999;0.0
281;8;2000 1st quarter;0.0
282;8;2000 2nd quarter;0.0
283;8;2000 3rd quarter;0.0
284;8;2000 4th quarter;0.0
285;8;2000;0.0
286;8;2001 1st quarter;0.0
287;8;2001 2nd quarter;0.0
288;8;2001 3rd quarter;0.0
289;8;2001 4th quarter;0.0
290;8;2001;0.0
291;8;2002 1st quarter;0.0
292;8;2002 2nd quarter;0.0
293;8;2002 3rd quarter;0.0
294;8;2002 4th quarter;0.0
295;8;2002;0.0
296;8;2003 1st quarter;0.0
297;8;2003 2nd quarter;0.0
298;8;2003 3rd quarter;0.0
299;8;2003 4th quarter;0.0
300;8;2003;0.0
301;8;2004 1st quarter;0.0
302;8;2004 2nd quarter;0.0
303;8;2004 3rd quarter;0.0
304;8;2004 4th quarter;0.0
305;8;2004;0.0
306;8;2005 1st quarter;0.0
307;8;2005 2nd quarter;0.0
308;8;2005 3rd quarter;0.0
309;8;2005 4th quarter;0.0
310;8;2005;0.0
311;8;2006 1st quarter;0.0
312;8;2006 2nd quarter;0.0
313;8;2006 3rd quarter;0.0
314;8;2006 4th quarter;0.0
315;8;2006;0.0
316;8;2007 1st quarter;0.0
317;8;2007 2nd quarter;0.0
318;8;2007 3rd quarter;0.0
319;8;2007 4th quarter;0.0
320;8;2007;0.0
321;8;2008 1st quarter;0.0
322;8;2008 2nd quarter;0.0
323;8;2008 3rd quarter;0.0
324;8;2008 4th quarter;0.0
325;8;2008;0.0
326;8;2009 1st quarter;0.0
327;8;2009 2nd quarter;0.0
328;8;2009 3rd quarter;0.0
329;8;2009 4th quarter;0.0
330;8;2009;0.0
331;8;2010 1st quarter;0.0
332;8;2010 2nd quarter;0.0
333;8;2010 3rd quarter;0.0
334;8;2010 4th quarter;0.0
335;8;2010;0.0
336;8;2011 1st quarter;0.0
337;8;2011 2nd quarter;0.0
338;8;2011 3rd quarter;0.0
339;8;2011 4th quarter;0.0
340;8;2011;1.0
341;8;2012 1st quarter;0.0
342;8;2012 2nd quarter;0.0
343;8;2012 3rd quarter;0.0
344;8;2012 4th quarter;0.0
345;8;2012;1.0
346;8;2013 1st quarter;0.0
347;8;2013 2nd quarter;0.0
348;Electricity;1955;
349;Electricity;1956;
350;Electricity;1957;
351;Electricity;1958;
352;Electricity;1959;
353;Electricity;1960;
354;Electricity;1961;
355;Electricity;1962;
356;Electricity;1963;
357;Electricity;1964;
358;Electricity;1965;
359;Electricity;1966;
360;Electricity;1967;
361;Electricity;1968;
362;Electricity;1969;
363;Electricity;1970;
364;Electricity;1971;
365;Electricity;1972;
366;Electricity;1973;
367;Electricity;1974;
368;Electricity;1975;3.0
369;Electricity;1976;3.0
370;Electricity;1977;3.0
371;Electricity;1978;3.0
372;Electricity;1979;3.0
373;Electricity;1980;4.0
374;Electricity;1981;4.0
375;Electricity;1982;4.0
376;Electricity;1983;4.0
377;Electricity;1984;4.0
378;Electricity;1985;4.0
379;Electricity;1986;4.0
380;Electricity;1987;4.0
381;Electricity;1988;4.0
382;Electricity;1989;4.0
383;Electricity;1990;5.0
384;Electricity;1991;5.0
385;Electricity;1992;5.0
386;Electricity;1993;5.0
387;Electricity;1994;5.0
388;Electricity;1995;5.0
389;Electricity;1996;6.0
390;Electricity;1997;6.0
391;Electricity;1998;6.0
392;Electricity;1999 1st quarter;2.0
393;Electricity;1999 2nd quarter;1.0
394;Electricity;1999 3rd quarter;1.0
395;Electricity;1999 4th quarter;2.0
396;Electricity;1999;6.0
397;Electricity;2000 1st quarter;2.0
398;Electricity;2000 2nd quarter;1.0
399;Electricity;2000 3rd quarter;1.0
400;Electricity;2000 4th quarter;1.0
401;Electricity;2000;6.0
402;Electricity;2001 1st quarter;2.0
403;Electricity;2001 2nd quarter;1.0
404;Electricity;2001 3rd quarter;1.0
405;Electricity;2001 4th quarter;1.0
406;Electricity;2001;6.0
407;Electricity;2002 1st quarter;2.0
408;Electricity;2002 2nd quarter;1.0
409;Electricity;2002 3rd quarter;1.0
410;Electricity;2002 4th quarter;1.0
411;Electricity;2002;6.0
412;Electricity;2003 1st quarter;2.0
413;Electricity;2003 2nd quarter;1.0
414;Electricity;2003 3rd quarter;1.0
415;Electricity;2003 4th quarter;2.0
416;Electricity;2003;6.0
417;Electricity;2004 1st quarter;2.0
418;Electricity;2004 2nd quarter;1.0
419;Electricity;2004 3rd quarter;1.0
420;Electricity;2004 4th quarter;1.0
421;Electricity;2004;6.0
422;Electricity;2005 1st quarter;2.0
423;Electricity;2005 2nd quarter;1.0
424;Electricity;2005 3rd quarter;1.0
425;Electricity;2005 4th quarter;2.0
426;Electricity;2005;6.0
427;Electricity;2006 1st quarter;2.0
428;Electricity;2006 2nd quarter;1.0
429;Electricity;2006 3rd quarter;1.0
430;Electricity;2006 4th quarter;1.0
431;Electricity;2006;6.0
432;Electricity;2007 1st quarter;1.0
433;Electricity;2007 2nd quarter;1.0
434;Electricity;2007 3rd quarter;1.0
435;Electricity;2007 4th quarter;2.0
436;Electricity;2007;6.0
437;Electricity;2008 1st quarter;2.0
438;Electricity;2008 2nd quarter;1.0
439;Electricity;2008 3rd quarter;1.0
440;Electricity;2008 4th quarter;2.0
441;Electricity;2008;6.0
442;Electricity;2009 1st quarter;2.0
443;Electricity;2009 2nd quarter;1.0
444;Electricity;2009 3rd quarter;1.0
445;Electricity;2009 4th quarter;2.0
446;Electricity;2009;6.0
447;Electricity;2010 1st quarter;2.0
448;Electricity;2010 2nd quarter;1.0
449;Electricity;2010 3rd quarter;1.0
450;Electricity;2010 4th quarter;2.0
451;Electricity;2010;6.0
452;Electricity;2011 1st quarter;2.0
453;Electricity;2011 2nd quarter;1.0
454;Electricity;2011 3rd quarter;1.0
455;Electricity;2011 4th quarter;2.0
456;Electricity;2011;6.0
457;Electricity;2012 1st quarter;2.0
458;Electricity;2012 2nd quarter;2.0
459;Electricity;2012 3rd quarter;1.0
460;Electricity;2012 4th quarter;2.0
461;Electricity;2012;6.0
462;Electricity;2013 1st quarter;2.0
463;Electricity;2013 2nd quarter;2.0
