ID;ExportingSectorSIC2008;SupplyingSectorSIC2008;Periods;LabourVolumeTotal_1;ValueAdded_2;Imports_3
8512;10-12 Manufacture of food and beverages;L Renting, buying, selling real estate;2015;0.4;263.3;12.0
8513;10-12 Manufacture of food and beverages;L Renting, buying, selling real estate;2016;0.4;273.6;11.6
8514;10-12 Manufacture of food and beverages;L Renting, buying, selling real estate;2017;0.4;281.9;11.8
8515;10-12 Manufacture of food and beverages;L Renting, buying, selling real estate;2018;0.4;283.7;11.8
8516;10-12 Manufacture of food and beverages;L Renting, buying, selling real estate;2019;0.4;305.6;12.0
8517;10-12 Manufacture of food and beverages;L Renting, buying, selling real estate;2020;0.4;326.2;12.2
8518;10-12 Manufacture of food and beverages;L Renting, buying, selling real estate;2021;0.4;336.2;15.9
8519;10-12 Manufacture of food and beverages;L Renting, buying, selling real estate;2022;0.4;373.5;22.0
8520;10-12 Manufacture of food and beverages;68 Renting, buying, selling real estate;2015;0.4;263.3;12.0
8521;10-12 Manufacture of food and beverages;68 Renting, buying, selling real estate;2016;0.4;273.6;11.6
8522;10-12 Manufacture of food and beverages;68 Renting, buying, selling real estate;2017;0.4;281.9;11.8
8523;10-12 Manufacture of food and beverages;68 Renting, buying, selling real estate;2018;0.4;283.7;11.8
8524;10-12 Manufacture of food and beverages;68 Renting, buying, selling real estate;2019;0.4;305.6;12.0
8525;10-12 Manufacture of food and beverages;68 Renting, buying, selling real estate;2020;0.4;326.2;12.2
8526;10-12 Manufacture of food and beverages;68 Renting, buying, selling real estate;2021;0.4;336.2;15.9
8527;10-12 Manufacture of food and beverages;68 Renting, buying, selling real estate;2022;0.4;373.5;22.0
8528;10-12 Manufacture of food and beverages;M-N Business services;2015;43.8;2494.8;376.7
8529;10-12 Manufacture of food and beverages;M-N Business services;2016;48.1;2733.9;393.2
8530;10-12 Manufacture of food and beverages;M-N Business services;2017;50.7;2847.9;436.9
8531;10-12 Manufacture of food and beverages;M-N Business services;2018;52.1;2929.7;501.4
8532;10-12 Manufacture of food and beverages;M-N Business services;2019;52.3;3016.8;537.6
8533;10-12 Manufacture of food and beverages;M-N Business services;2020;48.9;2847.8;521.8
8534;10-12 Manufacture of food and beverages;M-N Business services;2021;45.4;2956.6;542.2
8535;10-12 Manufacture of food and beverages;M-N Business services;2022;50.1;3352.4;633.5
8536;10-12 Manufacture of food and beverages;M Other specialised business services;2015;16.8;1340.5;309.9
8537;10-12 Manufacture of food and beverages;M Other specialised business services;2016;17.8;1430.0;320.8
8538;10-12 Manufacture of food and beverages;M Other specialised business services;2017;17.4;1408.6;359.9
8539;10-12 Manufacture of food and beverages;M Other specialised business services;2018;17.6;1406.7;413.4
8540;10-12 Manufacture of food and beverages;M Other specialised business services;2019;17.9;1451.6;439.0
8541;10-12 Manufacture of food and beverages;M Other specialised business services;2020;17.8;1438.8;419.8
8542;10-12 Manufacture of food and beverages;M Other specialised business services;2021;17.2;1487.6;417.7
8543;10-12 Manufacture of food and beverages;M Other specialised business services;2022;18.5;1668.0;496.5
8544;10-12 Manufacture of food and beverages;69-70 Legal and management consultancy;2015;10.0;977.5;220.1
8545;10-12 Manufacture of food and beverages;69-70 Legal and management consultancy;2016;10.6;1030.0;213.9
8546;10-12 Manufacture of food and beverages;69-70 Legal and management consultancy;2017;10.3;1009.5;253.4
8547;10-12 Manufacture of food and beverages;69-70 Legal and management consultancy;2018;10.3;1005.3;307.2
8548;10-12 Manufacture of food and beverages;69-70 Legal and management consultancy;2019;10.3;1030.0;326.3
8549;10-12 Manufacture of food and beverages;69-70 Legal and management consultancy;2020;10.2;1017.2;313.9
8550;10-12 Manufacture of food and beverages;69-70 Legal and management consultancy;2021;10.0;1051.3;309.0
8551;10-12 Manufacture of food and beverages;69-70 Legal and management consultancy;2022;10.9;1188.1;363.5
8552;10-12 Manufacture of food and beverages;69-71 Management,  technical consultancy;2015;11.3;1077.2;235.0
8553;10-12 Manufacture of food and beverages;69-71 Management,  technical consultancy;2016;12.0;1135.5;230.9
8554;10-12 Manufacture of food and beverages;69-71 Management,  technical consultancy;2017;11.7;1117.7;271.1
8555;10-12 Manufacture of food and beverages;69-71 Management,  technical consultancy;2018;11.7;1115.1;325.8
8556;10-12 Manufacture of food and beverages;69-71 Management,  technical consultancy;2019;11.8;1144.5;345.4
8557;10-12 Manufacture of food and beverages;69-71 Management,  technical consultancy;2020;11.7;1135.9;334.3
8558;10-12 Manufacture of food and beverages;69-71 Management,  technical consultancy;2021;11.4;1174.7;329.8
8559;10-12 Manufacture of food and beverages;69-71 Management,  technical consultancy;2022;12.3;1320.6;387.4
8560;10-12 Manufacture of food and beverages;71 Architects, technical services etc.;2015;1.4;99.8;14.8
8561;10-12 Manufacture of food and beverages;71 Architects, technical services etc.;2016;1.4;105.5;17.0
8562;10-12 Manufacture of food and beverages;71 Architects, technical services etc.;2017;1.4;108.1;17.6
8563;10-12 Manufacture of food and beverages;71 Architects, technical services etc.;2018;1.4;109.8;18.6
8564;10-12 Manufacture of food and beverages;71 Architects, technical services etc.;2019;1.5;114.5;19.0
8565;10-12 Manufacture of food and beverages;71 Architects, technical services etc.;2020;1.5;118.7;20.4
8566;10-12 Manufacture of food and beverages;71 Architects, technical services etc.;2021;1.4;123.4;20.8
8567;10-12 Manufacture of food and beverages;71 Architects, technical services etc.;2022;1.5;132.5;23.9
8568;10-12 Manufacture of food and beverages;72 Research and development;2015;0.6;32.7;14.3
8569;10-12 Manufacture of food and beverages;72 Research and development;2016;0.7;41.3;18.4
8570;10-12 Manufacture of food and beverages;72 Research and development;2017;0.6;36.7;17.3
8571;10-12 Manufacture of food and beverages;72 Research and development;2018;0.7;37.6;18.7
8572;10-12 Manufacture of food and beverages;72 Research and development;2019;0.7;40.4;18.7
8573;10-12 Manufacture of food and beverages;72 Research and development;2020;0.6;38.8;18.2
8574;10-12 Manufacture of food and beverages;72 Research and development;2021;0.6;37.6;17.8
8575;10-12 Manufacture of food and beverages;72 Research and development;2022;0.6;38.8;22.2
8576;10-12 Manufacture of food and beverages;73-75 Advertising, design and other;2015;4.9;230.6;60.6
8577;10-12 Manufacture of food and beverages;73-75 Advertising, design and other;2016;5.0;253.2;71.4
8578;10-12 Manufacture of food and beverages;73-75 Advertising, design and other;2017;5.0;254.3;71.6
8579;10-12 Manufacture of food and beverages;73-75 Advertising, design and other;2018;5.2;253.9;68.9
8580;10-12 Manufacture of food and beverages;73-75 Advertising, design and other;2019;5.4;266.7;74.9
8581;10-12 Manufacture of food and beverages;73-75 Advertising, design and other;2020;5.5;264.1;67.3
8582;10-12 Manufacture of food and beverages;73-75 Advertising, design and other;2021;5.2;275.3;70.2
8583;10-12 Manufacture of food and beverages;73-75 Advertising, design and other;2022;5.5;308.6;86.9
8584;10-12 Manufacture of food and beverages;73 Advertising and market research;2015;1.5;88.9;24.8
8585;10-12 Manufacture of food and beverages;73 Advertising and market research;2016;1.5;96.0;33.4
8586;10-12 Manufacture of food and beverages;73 Advertising and market research;2017;1.5;95.4;32.3
8587;10-12 Manufacture of food and beverages;73 Advertising and market research;2018;1.4;93.5;31.0
8588;10-12 Manufacture of food and beverages;73 Advertising and market research;2019;1.4;98.9;32.4
8589;10-12 Manufacture of food and beverages;73 Advertising and market research;2020;1.4;91.0;28.6
8590;10-12 Manufacture of food and beverages;73 Advertising and market research;2021;1.3;92.2;32.4
8591;10-12 Manufacture of food and beverages;73 Advertising and market research;2022;1.3;97.4;39.8
8592;10-12 Manufacture of food and beverages;74-75 Other specialised services;2015;3.4;141.7;35.8
8593;10-12 Manufacture of food and beverages;74-75 Other specialised services;2016;3.5;157.2;38.0
8594;10-12 Manufacture of food and beverages;74-75 Other specialised services;2017;3.6;158.9;39.3
8595;10-12 Manufacture of food and beverages;74-75 Other specialised services;2018;3.8;160.5;37.9
8596;10-12 Manufacture of food and beverages;74-75 Other specialised services;2019;4.0;167.8;42.5
8597;10-12 Manufacture of food and beverages;74-75 Other specialised services;2020;4.1;173.0;38.7
8598;10-12 Manufacture of food and beverages;74-75 Other specialised services;2021;4.0;183.1;37.8
8599;10-12 Manufacture of food and beverages;74-75 Other specialised services;2022;4.2;211.3;47.2
8600;10-12 Manufacture of food and beverages;N Renting and other business support;2015;27.0;1154.3;66.8
8601;10-12 Manufacture of food and beverages;N Renting and other business support;2016;30.4;1303.9;72.5
8602;10-12 Manufacture of food and beverages;N Renting and other business support;2017;33.3;1439.3;77.0
8603;10-12 Manufacture of food and beverages;N Renting and other business support;2018;34.5;1523.1;88.0
8604;10-12 Manufacture of food and beverages;N Renting and other business support;2019;34.3;1565.2;98.6
8605;10-12 Manufacture of food and beverages;N Renting and other business support;2020;31.1;1409.0;102.0
8606;10-12 Manufacture of food and beverages;N Renting and other business support;2021;28.1;1469.0;124.4
8607;10-12 Manufacture of food and beverages;N Renting and other business support;2022;31.6;1684.5;137.0
8608;10-12 Manufacture of food and beverages;77 Renting and leasing of tangible goods;2015;0.3;95.6;14.4
8609;10-12 Manufacture of food and beverages;77 Renting and leasing of tangible goods;2016;0.3;101.3;16.4
8610;10-12 Manufacture of food and beverages;77 Renting and leasing of tangible goods;2017;0.3;108.5;17.8
8611;10-12 Manufacture of food and beverages;77 Renting and leasing of tangible goods;2018;0.3;108.5;28.2
8612;10-12 Manufacture of food and beverages;77 Renting and leasing of tangible goods;2019;0.4;119.8;38.0
8613;10-12 Manufacture of food and beverages;77 Renting and leasing of tangible goods;2020;0.4;102.1;43.1
8614;10-12 Manufacture of food and beverages;77 Renting and leasing of tangible goods;2021;0.3;93.2;60.4
8615;10-12 Manufacture of food and beverages;77 Renting and leasing of tangible goods;2022;0.3;99.5;64.2
8616;10-12 Manufacture of food and beverages;78 Employment activities;2015;23.0;908.7;28.2
8617;10-12 Manufacture of food and beverages;78 Employment activities;2016;26.2;1044.5;30.3
8618;10-12 Manufacture of food and beverages;78 Employment activities;2017;29.1;1163.5;30.8
8619;10-12 Manufacture of food and beverages;78 Employment activities;2018;30.3;1240.6;30.6
8620;10-12 Manufacture of food and beverages;78 Employment activities;2019;30.1;1271.1;30.9
8621;10-12 Manufacture of food and beverages;78 Employment activities;2020;26.8;1136.4;33.1
8622;10-12 Manufacture of food and beverages;78 Employment activities;2021;25.6;1189.6;32.0
8623;10-12 Manufacture of food and beverages;78 Employment activities;2022;27.1;1373.6;34.6
8624;10-12 Manufacture of food and beverages;79 Travel agencies, tour operators etc;2015;0.0;4.9;5.2
8625;10-12 Manufacture of food and beverages;79 Travel agencies, tour operators etc;2016;0.0;5.8;6.4
8626;10-12 Manufacture of food and beverages;79 Travel agencies, tour operators etc;2017;0.0;6.2;6.9
8627;10-12 Manufacture of food and beverages;79 Travel agencies, tour operators etc;2018;0.0;6.6;6.8
8628;10-12 Manufacture of food and beverages;79 Travel agencies, tour operators etc;2019;0.0;7.0;6.6
8629;10-12 Manufacture of food and beverages;79 Travel agencies, tour operators etc;2020;0.0;1.2;2.1
8630;10-12 Manufacture of food and beverages;79 Travel agencies, tour operators etc;2021;0.0;5.0;5.7
8631;10-12 Manufacture of food and beverages;79 Travel agencies, tour operators etc;2022;0.0;7.0;6.6
8632;10-12 Manufacture of food and beverages;900011  tekst not available;2015;3.7;145.1;19.0
8633;10-12 Manufacture of food and beverages;900011  tekst not available;2016;3.8;152.4;19.4
8634;10-12 Manufacture of food and beverages;900011  tekst not available;2017;3.9;161.1;21.4
8635;10-12 Manufacture of food and beverages;900011  tekst not available;2018;3.9;167.3;22.4
8636;10-12 Manufacture of food and beverages;900011  tekst not available;2019;3.8;167.3;23.1
8637;10-12 Manufacture of food and beverages;900011  tekst not available;2020;3.8;169.3;23.7
8638;10-12 Manufacture of food and beverages;900011  tekst not available;2021;2.2;181.1;26.3
8639;10-12 Manufacture of food and beverages;900011  tekst not available;2022;4.1;204.5;31.6
8640;10-12 Manufacture of food and beverages;O-U Noncommercial services;2015;3.9;311.1;29.2
8641;10-12 Manufacture of food and beverages;O-U Noncommercial services;2016;4.1;331.3;31.0
8642;10-12 Manufacture of food and beverages;O-U Noncommercial services;2017;4.1;333.6;32.1
8643;10-12 Manufacture of food and beverages;O-U Noncommercial services;2018;4.0;325.1;30.7
8644;10-12 Manufacture of food and beverages;O-U Noncommercial services;2019;4.2;335.6;31.4
8645;10-12 Manufacture of food and beverages;O-U Noncommercial services;2020;4.1;310.5;31.0
8646;10-12 Manufacture of food and beverages;O-U Noncommercial services;2021;4.3;340.7;36.9
8647;10-12 Manufacture of food and beverages;O-U Noncommercial services;2022;4.5;384.6;47.5
8648;10-12 Manufacture of food and beverages;O-Q Government and care;2015;2.2;210.6;12.0
8649;10-12 Manufacture of food and beverages;O-Q Government and care;2016;2.3;224.9;13.1
8650;10-12 Manufacture of food and beverages;O-Q Government and care;2017;2.3;226.4;12.7
8651;10-12 Manufacture of food and beverages;O-Q Government and care;2018;2.2;219.5;12.3
8652;10-12 Manufacture of food and beverages;O-Q Government and care;2019;2.1;218.0;12.0
8653;10-12 Manufacture of food and beverages;O-Q Government and care;2020;2.1;211.3;12.6
8654;10-12 Manufacture of food and beverages;O-Q Government and care;2021;2.3;236.7;16.9
8655;10-12 Manufacture of food and beverages;O-Q Government and care;2022;2.3;253.9;17.9
8656;10-12 Manufacture of food and beverages;O Public administration and services;2015;1.3;140.4;8.5
8657;10-12 Manufacture of food and beverages;O Public administration and services;2016;1.4;148.6;9.4
8658;10-12 Manufacture of food and beverages;O Public administration and services;2017;1.3;146.9;8.8
8659;10-12 Manufacture of food and beverages;O Public administration and services;2018;1.2;140.6;8.4
8660;10-12 Manufacture of food and beverages;O Public administration and services;2019;1.1;135.3;8.1
8661;10-12 Manufacture of food and beverages;O Public administration and services;2020;1.1;136.3;8.8
8662;10-12 Manufacture of food and beverages;O Public administration and services;2021;1.3;154.5;12.6
8663;10-12 Manufacture of food and beverages;O Public administration and services;2022;1.3;165.9;12.0
8664;10-12 Manufacture of food and beverages;84 Public administration and services;2015;1.3;140.4;8.5
8665;10-12 Manufacture of food and beverages;84 Public administration and services;2016;1.4;148.6;9.4
8666;10-12 Manufacture of food and beverages;84 Public administration and services;2017;1.3;146.9;8.8
8667;10-12 Manufacture of food and beverages;84 Public administration and services;2018;1.2;140.6;8.4
8668;10-12 Manufacture of food and beverages;84 Public administration and services;2019;1.1;135.3;8.1
8669;10-12 Manufacture of food and beverages;84 Public administration and services;2020;1.1;136.3;8.8
8670;10-12 Manufacture of food and beverages;84 Public administration and services;2021;1.3;154.5;12.6
8671;10-12 Manufacture of food and beverages;84 Public administration and services;2022;1.3;165.9;12.0
8672;10-12 Manufacture of food and beverages;P Education;2015;0.7;55.8;2.0
8673;10-12 Manufacture of food and beverages;P Education;2016;0.7;61.4;2.1
8674;10-12 Manufacture of food and beverages;P Education;2017;0.8;64.6;2.4
8675;10-12 Manufacture of food and beverages;P Education;2018;0.7;63.9;2.4
8676;10-12 Manufacture of food and beverages;P Education;2019;0.8;67.3;2.4
8677;10-12 Manufacture of food and beverages;P Education;2020;0.8;59.8;2.1
8678;10-12 Manufacture of food and beverages;P Education;2021;0.8;66.7;2.6
8679;10-12 Manufacture of food and beverages;P Education;2022;0.9;71.9;4.0
8680;10-12 Manufacture of food and beverages;85 Education;2015;0.7;55.8;2.0
8681;10-12 Manufacture of food and beverages;85 Education;2016;0.7;61.4;2.1
8682;10-12 Manufacture of food and beverages;85 Education;2017;0.8;64.6;2.4
8683;10-12 Manufacture of food and beverages;85 Education;2018;0.7;63.9;2.4
8684;10-12 Manufacture of food and beverages;85 Education;2019;0.8;67.3;2.4
8685;10-12 Manufacture of food and beverages;85 Education;2020;0.8;59.8;2.1
8686;10-12 Manufacture of food and beverages;85 Education;2021;0.8;66.7;2.6
8687;10-12 Manufacture of food and beverages;85 Education;2022;0.9;71.9;4.0
8688;10-12 Manufacture of food and beverages;Q Health and social work activities;2015;0.2;14.4;1.4
8689;10-12 Manufacture of food and beverages;Q Health and social work activities;2016;0.2;14.9;1.5
8690;10-12 Manufacture of food and beverages;Q Health and social work activities;2017;0.2;14.9;1.5
8691;10-12 Manufacture of food and beverages;Q Health and social work activities;2018;0.2;15.0;1.5
8692;10-12 Manufacture of food and beverages;Q Health and social work activities;2019;0.2;15.3;1.5
8693;10-12 Manufacture of food and beverages;Q Health and social work activities;2020;0.2;15.1;1.7
8694;10-12 Manufacture of food and beverages;Q Health and social work activities;2021;0.2;15.5;1.6
8695;10-12 Manufacture of food and beverages;Q Health and social work activities;2022;0.2;16.2;1.9
8696;10-12 Manufacture of food and beverages;86 Human health activities;2015;0.2;13.5;1.4
8697;10-12 Manufacture of food and beverages;86 Human health activities;2016;0.2;14.1;1.5
8698;10-12 Manufacture of food and beverages;86 Human health activities;2017;0.2;14.0;1.5
8699;10-12 Manufacture of food and beverages;86 Human health activities;2018;0.2;14.2;1.5
8700;10-12 Manufacture of food and beverages;86 Human health activities;2019;0.2;14.5;1.5
8701;10-12 Manufacture of food and beverages;86 Human health activities;2020;0.2;13.9;1.6
8702;10-12 Manufacture of food and beverages;86 Human health activities;2021;0.2;14.3;1.6
8703;10-12 Manufacture of food and beverages;86 Human health activities;2022;0.2;14.8;1.9
8704;10-12 Manufacture of food and beverages;87-88 Care and social work;2015;0.0;0.8;0.0
8705;10-12 Manufacture of food and beverages;87-88 Care and social work;2016;0.0;0.8;0.0
8706;10-12 Manufacture of food and beverages;87-88 Care and social work;2017;0.0;0.9;0.0
8707;10-12 Manufacture of food and beverages;87-88 Care and social work;2018;0.0;0.8;0.0
8708;10-12 Manufacture of food and beverages;87-88 Care and social work;2019;0.0;0.8;0.0
8709;10-12 Manufacture of food and beverages;87-88 Care and social work;2020;0.0;1.3;0.1
8710;10-12 Manufacture of food and beverages;87-88 Care and social work;2021;0.0;1.2;0.1
8711;10-12 Manufacture of food and beverages;87-88 Care and social work;2022;0.0;1.4;0.1
8712;10-12 Manufacture of food and beverages;R-U Culture, recreation, other services;2015;1.8;100.5;17.2
8713;10-12 Manufacture of food and beverages;R-U Culture, recreation, other services;2016;1.9;106.4;18.0
8714;10-12 Manufacture of food and beverages;R-U Culture, recreation, other services;2017;1.9;107.2;19.5
8715;10-12 Manufacture of food and beverages;R-U Culture, recreation, other services;2018;1.9;105.6;18.4
8716;10-12 Manufacture of food and beverages;R-U Culture, recreation, other services;2019;2.1;117.7;19.4
8717;10-12 Manufacture of food and beverages;R-U Culture, recreation, other services;2020;2.0;99.3;18.3
8718;10-12 Manufacture of food and beverages;R-U Culture, recreation, other services;2021;2.1;104.0;20.0
8719;10-12 Manufacture of food and beverages;R-U Culture, recreation, other services;2022;2.2;130.7;29.6
8720;10-12 Manufacture of food and beverages;R Culture, sports and recreation;2015;1.2;80.6;7.7
8721;10-12 Manufacture of food and beverages;R Culture, sports and recreation;2016;1.2;85.3;8.2
8722;10-12 Manufacture of food and beverages;R Culture, sports and recreation;2017;1.2;85.0;8.8
8723;10-12 Manufacture of food and beverages;R Culture, sports and recreation;2018;1.3;84.3;8.6
8724;10-12 Manufacture of food and beverages;R Culture, sports and recreation;2019;1.3;90.4;9.0
8725;10-12 Manufacture of food and beverages;R Culture, sports and recreation;2020;1.3;76.6;8.5
8726;10-12 Manufacture of food and beverages;R Culture, sports and recreation;2021;1.3;77.1;8.9
8727;10-12 Manufacture of food and beverages;R Culture, sports and recreation;2022;1.4;102.7;16.2
8728;10-12 Manufacture of food and beverages;900048  tekst not available;2015;0.4;21.9;2.4
8729;10-12 Manufacture of food and beverages;900048  tekst not available;2016;0.4;22.8;2.6
8730;10-12 Manufacture of food and beverages;900048  tekst not available;2017;0.4;22.7;2.9
8731;10-12 Manufacture of food and beverages;900048  tekst not available;2018;0.4;22.7;2.7
8732;10-12 Manufacture of food and beverages;900048  tekst not available;2019;0.4;23.3;3.0
8733;10-12 Manufacture of food and beverages;900048  tekst not available;2020;0.3;12.9;2.9
8734;10-12 Manufacture of food and beverages;900048  tekst not available;2021;0.4;13.2;2.9
8735;10-12 Manufacture of food and beverages;900048  tekst not available;2022;0.6;35.0;6.8
8736;10-12 Manufacture of food and beverages;93 Sports and recreation;2015;0.3;16.9;2.1
8737;10-12 Manufacture of food and beverages;93 Sports and recreation;2016;0.3;19.2;2.3
8738;10-12 Manufacture of food and beverages;93 Sports and recreation;2017;0.3;19.6;2.5
8739;10-12 Manufacture of food and beverages;93 Sports and recreation;2018;0.3;19.1;2.4
8740;10-12 Manufacture of food and beverages;93 Sports and recreation;2019;0.3;20.0;2.4
8741;10-12 Manufacture of food and beverages;93 Sports and recreation;2020;0.4;17.1;2.5
8742;10-12 Manufacture of food and beverages;93 Sports and recreation;2021;0.4;15.8;2.6
8743;10-12 Manufacture of food and beverages;93 Sports and recreation;2022;0.4;21.1;4.5
8744;10-12 Manufacture of food and beverages;S Other service activities;2015;0.6;18.4;3.4
8745;10-12 Manufacture of food and beverages;S Other service activities;2016;0.6;19.6;3.5
8746;10-12 Manufacture of food and beverages;S Other service activities;2017;0.6;20.9;3.9
8747;10-12 Manufacture of food and beverages;S Other service activities;2018;0.6;20.3;3.9
8748;10-12 Manufacture of food and beverages;S Other service activities;2019;0.8;26.2;4.5
8749;10-12 Manufacture of food and beverages;S Other service activities;2020;0.7;21.6;4.2
8750;10-12 Manufacture of food and beverages;S Other service activities;2021;0.8;25.7;5.0
8751;10-12 Manufacture of food and beverages;S Other service activities;2022;0.7;26.7;6.3
8752;10-12 Manufacture of food and beverages;94 Membership organisations;2015;0.5;41.9;3.3
8753;10-12 Manufacture of food and beverages;94 Membership organisations;2016;0.5;43.3;3.4
8754;10-12 Manufacture of food and beverages;94 Membership organisations;2017;0.5;42.8;3.5
8755;10-12 Manufacture of food and beverages;94 Membership organisations;2018;0.5;42.5;3.5
8756;10-12 Manufacture of food and beverages;94 Membership organisations;2019;0.6;47.0;3.6
8757;10-12 Manufacture of food and beverages;94 Membership organisations;2020;0.6;46.6;3.2
8758;10-12 Manufacture of food and beverages;94 Membership organisations;2021;0.5;48.1;3.4
8759;10-12 Manufacture of food and beverages;94 Membership organisations;2022;0.5;46.7;4.9
8760;10-12 Manufacture of food and beverages;95 Repair computers and consumergoods;2015;0.1;4.6;1.5
8761;10-12 Manufacture of food and beverages;95 Repair computers and consumergoods;2016;0.1;4.6;1.5
8762;10-12 Manufacture of food and beverages;95 Repair computers and consumergoods;2017;0.1;4.6;1.7
8763;10-12 Manufacture of food and beverages;95 Repair computers and consumergoods;2018;0.1;4.6;1.8
8764;10-12 Manufacture of food and beverages;95 Repair computers and consumergoods;2019;0.1;4.9;1.6
8765;10-12 Manufacture of food and beverages;95 Repair computers and consumergoods;2020;0.1;5.2;1.9
8766;10-12 Manufacture of food and beverages;95 Repair computers and consumergoods;2021;0.1;5.8;2.0
8767;10-12 Manufacture of food and beverages;95 Repair computers and consumergoods;2022;0.1;5.8;2.4
8768;10-12 Manufacture of food and beverages;96 Other personal services;2015;0.4;13.8;1.8
8769;10-12 Manufacture of food and beverages;96 Other personal services;2016;0.5;15.0;2.0
8770;10-12 Manufacture of food and beverages;96 Other personal services;2017;0.5;16.3;2.2
8771;10-12 Manufacture of food and beverages;96 Other personal services;2018;0.5;15.7;2.1
8772;10-12 Manufacture of food and beverages;96 Other personal services;2019;0.7;21.4;2.8
8773;10-12 Manufacture of food and beverages;96 Other personal services;2020;0.6;16.4;2.3
8774;10-12 Manufacture of food and beverages;96 Other personal services;2021;0.7;19.9;3.0
8775;10-12 Manufacture of food and beverages;96 Other personal services;2022;0.6;20.9;3.8
8776;10-12 Manufacture of food and beverages;T Activities of households;2015;0.0;0.0;0.0
8777;10-12 Manufacture of food and beverages;T Activities of households;2016;0.0;0.0;0.0
8778;10-12 Manufacture of food and beverages;T Activities of households;2017;0.0;0.0;0.0
8779;10-12 Manufacture of food and beverages;T Activities of households;2018;0.0;0.0;0.0
8780;10-12 Manufacture of food and beverages;T Activities of households;2019;0.0;0.0;0.0
8781;10-12 Manufacture of food and beverages;T Activities of households;2020;0.0;0.0;0.0
8782;10-12 Manufacture of food and beverages;T Activities of households;2021;0.0;0.0;0.0
8783;10-12 Manufacture of food and beverages;T Activities of households;2022;0.0;0.0;0.0
8784;10-12 Manufacture of food and beverages;U Extraterritorial organisations;2015;0.0;1.4;6.1
8785;10-12 Manufacture of food and beverages;U Extraterritorial organisations;2016;0.0;1.4;6.2
8786;10-12 Manufacture of food and beverages;U Extraterritorial organisations;2017;0.0;1.3;6.8
8787;10-12 Manufacture of food and beverages;U Extraterritorial organisations;2018;0.0;1.1;5.9
8788;10-12 Manufacture of food and beverages;U Extraterritorial organisations;2019;0.0;1.1;6.0
8789;10-12 Manufacture of food and beverages;U Extraterritorial organisations;2020;0.0;1.1;5.6
8790;10-12 Manufacture of food and beverages;U Extraterritorial organisations;2021;0.0;1.2;6.1
8791;10-12 Manufacture of food and beverages;U Extraterritorial organisations;2022;0.0;1.3;7.2
8792;10-12 Manufacture of food and beverages;99 Extraterritorial organisations;2015;0.0;1.4;6.1
8793;10-12 Manufacture of food and beverages;99 Extraterritorial organisations;2016;0.0;1.4;6.2
8794;10-12 Manufacture of food and beverages;99 Extraterritorial organisations;2017;0.0;1.3;6.8
8795;10-12 Manufacture of food and beverages;99 Extraterritorial organisations;2018;0.0;1.1;5.9
8796;10-12 Manufacture of food and beverages;99 Extraterritorial organisations;2019;0.0;1.1;6.0
8797;10-12 Manufacture of food and beverages;99 Extraterritorial organisations;2020;0.0;1.1;5.6
8798;10-12 Manufacture of food and beverages;99 Extraterritorial organisations;2021;0.0;1.2;6.1
8799;10-12 Manufacture of food and beverages;99 Extraterritorial organisations;2022;0.0;1.3;7.2
8800;10 Manufacture of food products;A-U All economic activities;2015;167.0;16270.2;15344.8
8801;10 Manufacture of food products;A-U All economic activities;2016;179.6;17507.7;17011.3
8802;10 Manufacture of food products;A-U All economic activities;2017;186.0;18706.0;17611.0
8803;10 Manufacture of food products;A-U All economic activities;2018;188.9;18657.9;17998.1
8804;10 Manufacture of food products;A-U All economic activities;2019;192.6;19493.4;18454.6
8805;10 Manufacture of food products;A-U All economic activities;2020;187.8;19203.2;18188.8
8806;10 Manufacture of food products;A-U All economic activities;2021;184.9;19726.9;20194.1
8807;10 Manufacture of food products;A-U All economic activities;2022;203.8;23458.5;26167.5
8808;10 Manufacture of food products;A Agriculture, forestry and fishing;2015;24.0;2094.0;572.1
8809;10 Manufacture of food products;A Agriculture, forestry and fishing;2016;26.1;2365.2;604.2
8810;10 Manufacture of food products;A Agriculture, forestry and fishing;2017;29.8;3022.6;661.1
8811;10 Manufacture of food products;A Agriculture, forestry and fishing;2018;28.2;2454.7;668.7
8812;10 Manufacture of food products;A Agriculture, forestry and fishing;2019;28.7;2603.5;704.8
8813;10 Manufacture of food products;A Agriculture, forestry and fishing;2020;26.8;2195.5;664.1
8814;10 Manufacture of food products;A Agriculture, forestry and fishing;2021;25.6;2028.4;734.2
8815;10 Manufacture of food products;A Agriculture, forestry and fishing;2022;33.9;3362.1;1153.1
8816;10 Manufacture of food products;01 Agriculture;2015;23.9;2077.1;568.0
8817;10 Manufacture of food products;01 Agriculture;2016;26.0;2342.0;599.0
8818;10 Manufacture of food products;01 Agriculture;2017;29.6;2987.9;653.6
8819;10 Manufacture of food products;01 Agriculture;2018;28.0;2431.7;662.9
8820;10 Manufacture of food products;01 Agriculture;2019;28.6;2587.3;700.9
8821;10 Manufacture of food products;01 Agriculture;2020;26.7;2190.0;662.7
8822;10 Manufacture of food products;01 Agriculture;2021;25.5;2023.6;733.0
8823;10 Manufacture of food products;01 Agriculture;2022;33.8;3349.0;1149.4
8824;10 Manufacture of food products;02 Forestry and logging;2015;0.0;0.2;0.1
8825;10 Manufacture of food products;02 Forestry and logging;2016;0.0;0.1;0.0
