ID;RegioS;SBI74;Perioden;Productie_1;Verbruik_2;ToegevoegdeWaarde_3;Lonen_4;SocialeLasten_5;IndirecteBelastingen_6;OverigInkomen_7;Arbeidsvolume_8
4545;Flevoland;Onroerend goed en zakelijke dienstverl.;1985;351;85;265;69;14;26;154;3.3
4546;Flevoland;Onroerend goed en zakelijke dienstverl.;1986;377;83;293;72;16;-11;215;3.5
4547;Flevoland;Onroerend goed en zakelijke dienstverl.;1987;399;89;310;78;17;-19;233;3.7
4548;Flevoland;Onroerend goed en zakelijke dienstverl.;1988;426;95;330;78;17;-18;253;3.8
4549;Flevoland;Onroerend goed en zakelijke dienstverl.;1989;457;87;370;85;18;-21;288;4.1
4550;Flevoland;Onroerend goed en zakelijke dienstverl.;1990;516;99;417;106;12;-22;320;4.5
4551;Flevoland;Onroerend goed en zakelijke dienstverl.;1991;565;112;453;113;12;-28;355;4.6
4552;Flevoland;Onroerend goed en zakelijke dienstverl.;1992;684;139;544;130;14;-24;423;5.1
4553;Flevoland;Onroerend goed en zakelijke dienstverl.;1993;765;156;609;142;16;-4;454;5.4
4554;Flevoland;Overheid;1970;10;3;7;4;1;0;0;0.5
4555;Flevoland;Overheid;1973;91;26;64;43;17;1;2;2.4
4556;Flevoland;Overheid;1974;109;32;77;51;20;1;3;2.6
4557;Flevoland;Overheid;1975;129;39;90;59;24;1;3;2.8
4558;Flevoland;Overheid;1976;147;44;102;67;28;2;4;3.1
4559;Flevoland;Overheid;1977;162;50;111;73;30;1;4;3.2
4560;Flevoland;Overheid;1978;211;66;144;94;39;2;7;4.5
4561;Flevoland;Overheid;1979;248;80;167;108;48;1;9;4.8
4562;Flevoland;Overheid;1980;286;96;190;121;54;2;11;5.7
4563;Flevoland;Overheid;1981;314;87;226;146;64;2;13;6.0
4564;Flevoland;Overheid;1982;290;88;201;131;54;0;14;6.1
4565;Flevoland;Overheid;1983;296;93;203;130;57;0;14;6.1
4566;Flevoland;Overheid;1984;295;89;206;133;56;0;15;6.3
4567;Flevoland;Overheid;1985;290;91;199;131;51;1;15;6.1
4568;Flevoland;Overheid;1986;296;94;201;132;52;1;15;6.1
4569;Flevoland;Overheid;1987;305;98;206;137;51;1;16;6.1
4570;Flevoland;Overheid;1988;332;121;210;141;50;1;17;6.3
4571;Flevoland;Overheid;1989;340;125;215;146;48;1;19;6.3
4572;Flevoland;Overheid;1990;372;138;233;172;37;2;20;6.5
4573;Flevoland;Overheid;1991;402;146;256;190;40;2;23;6.9
4574;Flevoland;Overheid;1992;422;152;270;202;41;2;23;7.0
4575;Flevoland;Overheid;1993;466;171;294;218;46;2;26;7.2
4576;Flevoland;Gezondheids- en veterinaire diensten;1970;4;1;3;1;0;0;1;0.1
4577;Flevoland;Gezondheids- en veterinaire diensten;1973;10;2;8;3;0;0;3;0.3
4578;Flevoland;Gezondheids- en veterinaire diensten;1974;13;2;10;4;1;0;4;0.4
4579;Flevoland;Gezondheids- en veterinaire diensten;1975;15;3;12;4;1;0;6;0.5
4580;Flevoland;Gezondheids- en veterinaire diensten;1976;18;4;14;5;2;0;6;0.8
4581;Flevoland;Gezondheids- en veterinaire diensten;1977;22;4;17;6;2;0;9;0.6
4582;Flevoland;Gezondheids- en veterinaire diensten;1978;24;5;19;6;2;0;10;0.6
4583;Flevoland;Gezondheids- en veterinaire diensten;1979;31;7;24;7;2;0;13;0.6
4584;Flevoland;Gezondheids- en veterinaire diensten;1980;34;8;26;9;2;0;14;0.8
4585;Flevoland;Gezondheids- en veterinaire diensten;1981;38;9;28;10;3;0;14;0.7
4586;Flevoland;Gezondheids- en veterinaire diensten;1982;46;11;35;11;3;0;20;0.8
4587;Flevoland;Gezondheids- en veterinaire diensten;1983;73;15;57;19;5;0;32;0.8
4588;Flevoland;Gezondheids- en veterinaire diensten;1984;76;17;58;20;5;0;33;1.2
4589;Flevoland;Gezondheids- en veterinaire diensten;1985;83;18;64;21;5;0;38;1.3
4590;Flevoland;Gezondheids- en veterinaire diensten;1986;84;18;66;23;5;0;39;1.3
4591;Flevoland;Gezondheids- en veterinaire diensten;1987;88;19;68;24;5;-1;40;1.3
4592;Flevoland;Gezondheids- en veterinaire diensten;1988;96;22;74;27;6;-1;42;1.5
4593;Flevoland;Gezondheids- en veterinaire diensten;1989;103;23;80;29;6;-1;45;1.6
4594;Flevoland;Gezondheids- en veterinaire diensten;1990;111;24;87;37;4;-1;47;1.6
4595;Flevoland;Gezondheids- en veterinaire diensten;1991;149;32;117;51;7;-3;61;2.3
4596;Flevoland;Gezondheids- en veterinaire diensten;1992;167;35;132;58;8;-3;68;2.4
4597;Flevoland;Gezondheids- en veterinaire diensten;1993;178;40;138;61;9;-3;70;2.5
4598;Flevoland;Cultuur, sport en recreatie;1970;4;1;3;1;0;0;0;0.3
4599;Flevoland;Cultuur, sport en recreatie;1973;5;1;4;3;0;0;0;0.1
4600;Flevoland;Cultuur, sport en recreatie;1974;6;2;4;3;0;0;0;0.1
4601;Flevoland;Cultuur, sport en recreatie;1975;7;2;4;3;0;0;0;0.1
4602;Flevoland;Cultuur, sport en recreatie;1976;6;1;4;3;0;0;0;0.1
4603;Flevoland;Cultuur, sport en recreatie;1977;7;2;4;3;0;0;0;0.1
4604;Flevoland;Cultuur, sport en recreatie;1978;11;4;6;4;1;0;0;0.3
4605;Flevoland;Cultuur, sport en recreatie;1979;11;4;7;4;1;0;0;0.3
4606;Flevoland;Cultuur, sport en recreatie;1980;12;4;7;4;1;0;1;0.3
4607;Flevoland;Cultuur, sport en recreatie;1981;18;8;10;7;1;0;1;0.5
4608;Flevoland;Cultuur, sport en recreatie;1982;28;13;14;9;2;0;2;0.7
4609;Flevoland;Cultuur, sport en recreatie;1983;31;15;16;10;2;0;3;0.7
4610;Flevoland;Cultuur, sport en recreatie;1984;34;16;17;11;2;0;3;0.5
4611;Flevoland;Cultuur, sport en recreatie;1985;38;19;18;12;2;0;3;0.5
4612;Flevoland;Cultuur, sport en recreatie;1986;39;20;19;12;2;0;4;0.6
4613;Flevoland;Cultuur, sport en recreatie;1987;51;22;28;14;3;0;9;0.7
4614;Flevoland;Cultuur, sport en recreatie;1988;64;27;36;18;4;1;12;0.9
4615;Flevoland;Cultuur, sport en recreatie;1989;62;28;34;17;4;0;11;0.9
4616;Flevoland;Cultuur, sport en recreatie;1990;64;27;37;20;3;0;12;1.0
4617;Flevoland;Cultuur, sport en recreatie;1991;74;32;42;24;3;1;13;1.0
4618;Flevoland;Cultuur, sport en recreatie;1992;77;34;43;24;3;1;14;1.0
4619;Flevoland;Cultuur, sport en recreatie;1993;76;31;45;23;3;1;17;0.9
4620;Flevoland;Overige diensten;1970;15;5;9;6;1;0;1;0.6
4621;Flevoland;Overige diensten;1973;26;10;16;10;3;0;2;0.9
4622;Flevoland;Overige diensten;1974;35;11;24;13;3;0;8;1.1
4623;Flevoland;Overige diensten;1975;38;10;27;14;3;0;8;1.3
4624;Flevoland;Overige diensten;1976;47;17;30;19;5;0;5;1.6
4625;Flevoland;Overige diensten;1977;53;21;31;20;5;0;4;1.8
4626;Flevoland;Overige diensten;1978;57;23;33;22;5;0;5;2.0
4627;Flevoland;Overige diensten;1979;65;25;39;24;6;0;8;2.3
4628;Flevoland;Overige diensten;1980;78;26;51;31;8;0;11;3.1
4629;Flevoland;Overige diensten;1981;81;27;54;32;9;0;12;3.3
4630;Flevoland;Overige diensten;1982;90;29;61;36;9;0;16;3.3
4631;Flevoland;Overige diensten;1983;104;33;70;41;10;0;18;3.8
4632;Flevoland;Overige diensten;1984;121;34;86;47;12;0;26;4.2
4633;Flevoland;Overige diensten;1985;166;45;121;85;23;0;12;5.2
4634;Flevoland;Overige diensten;1986;173;48;125;88;24;0;13;5.4
4635;Flevoland;Overige diensten;1987;171;46;125;89;22;-2;15;5.3
4636;Flevoland;Overige diensten;1988;196;54;142;100;25;-1;17;5.9
4637;Flevoland;Overige diensten;1989;212;60;151;111;25;-1;16;6.3
4638;Flevoland;Overige diensten;1990;243;68;174;133;19;-1;22;6.9
4639;Flevoland;Overige diensten;1991;251;72;179;137;22;-1;21;6.8
4640;Flevoland;Overige diensten;1992;273;77;196;146;23;-1;28;7.0
4641;Flevoland;Overige diensten;1993;294;82;212;158;25;-1;29;7.4
4642;Flevoland;Goederen en diensten n.e.g.;1970;0;0;0;0;0;0;0;0.0
4643;Flevoland;Goederen en diensten n.e.g.;1973;0;0;0;0;0;0;0;0.0
4644;Flevoland;Goederen en diensten n.e.g.;1974;0;0;0;0;0;0;0;0.0
4645;Flevoland;Goederen en diensten n.e.g.;1975;0;0;0;0;0;0;0;0.0
4646;Flevoland;Goederen en diensten n.e.g.;1976;0;0;0;0;0;0;0;0.0
4647;Flevoland;Goederen en diensten n.e.g.;1977;1;1;0;0;0;0;0;0.0
4648;Flevoland;Goederen en diensten n.e.g.;1978;1;1;0;0;0;0;0;0.0
4649;Flevoland;Goederen en diensten n.e.g.;1979;1;1;0;0;0;0;0;0.0
4650;Flevoland;Goederen en diensten n.e.g.;1980;1;1;0;0;0;0;0;0.0
4651;Flevoland;Goederen en diensten n.e.g.;1981;2;2;0;0;0;0;0;0.0
4652;Flevoland;Goederen en diensten n.e.g.;1982;3;3;0;0;0;0;0;0.0
4653;Flevoland;Goederen en diensten n.e.g.;1983;3;3;0;0;0;0;0;0.0
4654;Flevoland;Goederen en diensten n.e.g.;1984;4;4;0;0;0;0;0;0.0
4655;Flevoland;Goederen en diensten n.e.g.;1985;4;4;0;0;0;0;0;0.0
4656;Flevoland;Goederen en diensten n.e.g.;1986;4;4;0;0;0;0;0;0.0
4657;Flevoland;Goederen en diensten n.e.g.;1987;5;5;0;0;0;0;0;0.0
4658;Flevoland;Goederen en diensten n.e.g.;1988;4;4;0;0;0;0;0;0.0
4659;Flevoland;Goederen en diensten n.e.g.;1989;4;4;0;0;0;0;0;0.0
4660;Flevoland;Goederen en diensten n.e.g.;1990;4;4;0;0;0;0;0;0.0
4661;Flevoland;Goederen en diensten n.e.g.;1991;6;6;0;0;0;0;0;0.0
4662;Flevoland;Goederen en diensten n.e.g.;1992;6;6;0;0;0;0;0;0.0
4663;Flevoland;Goederen en diensten n.e.g.;1993;7;7;0;0;0;0;0;0.0
4664;Flevoland;Verbruik rentemarge banken;1970;0;0;0;0;0;0;0;0.0
4665;Flevoland;Verbruik rentemarge banken;1973;0;5;-5;0;0;0;-5;0.0
4666;Flevoland;Verbruik rentemarge banken;1974;0;6;-6;0;0;0;-6;0.0
4667;Flevoland;Verbruik rentemarge banken;1975;0;6;-6;0;0;0;-6;0.0
4668;Flevoland;Verbruik rentemarge banken;1976;0;7;-7;0;0;0;-7;0.0
4669;Flevoland;Verbruik rentemarge banken;1977;0;9;-9;0;0;0;-9;0.0
4670;Flevoland;Verbruik rentemarge banken;1978;0;11;-11;0;0;0;-11;0.0
4671;Flevoland;Verbruik rentemarge banken;1979;0;13;-13;0;0;0;-13;0.0
4672;Flevoland;Verbruik rentemarge banken;1980;0;15;-15;0;0;0;-15;0.0
4673;Flevoland;Verbruik rentemarge banken;1981;0;18;-18;0;0;0;-18;0.0
4674;Flevoland;Verbruik rentemarge banken;1982;0;19;-19;0;0;0;-19;0.0
4675;Flevoland;Verbruik rentemarge banken;1983;0;26;-26;0;0;0;-26;0.0
4676;Flevoland;Verbruik rentemarge banken;1984;0;26;-26;0;0;0;-26;0.0
4677;Flevoland;Verbruik rentemarge banken;1985;0;29;-29;0;0;0;-29;0.0
4678;Flevoland;Verbruik rentemarge banken;1986;0;29;-29;0;0;0;-29;0.0
4679;Flevoland;Verbruik rentemarge banken;1987;0;54;-54;0;0;0;-54;0.0
4680;Flevoland;Verbruik rentemarge banken;1988;0;63;-63;0;0;0;-63;0.0
4681;Flevoland;Verbruik rentemarge banken;1989;0;66;-66;0;0;0;-66;0.0
4682;Flevoland;Verbruik rentemarge banken;1990;0;67;-67;0;0;0;-67;0.0
4683;Flevoland;Verbruik rentemarge banken;1991;0;61;-61;0;0;0;-61;0.0
4684;Flevoland;Verbruik rentemarge banken;1992;0;61;-61;0;0;0;-61;0.0
4685;Flevoland;Verbruik rentemarge banken;1993;0;73;-73;0;0;0;-73;0.0
4686;Flevoland;Totaal bedrijfsklassen;1970;525;304;220;74;24;2;118;7.9
4687;Flevoland;Totaal bedrijfsklassen;1973;846;452;393;157;51;4;180;13.6
4688;Flevoland;Totaal bedrijfsklassen;1974;932;483;448;183;63;6;194;15.6
4689;Flevoland;Totaal bedrijfsklassen;1975;1062;566;495;216;74;10;193;16.4
4690;Flevoland;Totaal bedrijfsklassen;1976;1327;667;659;263;88;11;296;17.8
4691;Flevoland;Totaal bedrijfsklassen;1977;1379;693;686;289;96;9;291;19.1
4692;Flevoland;Totaal bedrijfsklassen;1978;1527;773;753;342;112;9;289;21.6
4693;Flevoland;Totaal bedrijfsklassen;1979;1762;885;877;407;135;9;325;25.2
4694;Flevoland;Totaal bedrijfsklassen;1980;2163;1090;1072;475;159;10;427;29.1
4695;Flevoland;Totaal bedrijfsklassen;1981;2315;1128;1186;533;175;11;466;31.6
4696;Flevoland;Totaal bedrijfsklassen;1982;2417;1178;1239;545;171;12;510;31.4
4697;Flevoland;Totaal bedrijfsklassen;1983;2709;1314;1395;572;184;11;627;32.3
4698;Flevoland;Totaal bedrijfsklassen;1984;2761;1314;1447;604;191;6;644;34.3
4699;Flevoland;Totaal bedrijfsklassen;1985;2955;1410;1544;678;203;34;628;37.0
4700;Flevoland;Totaal bedrijfsklassen;1986;3140;1483;1656;701;210;-3;748;37.7
4701;Flevoland;Totaal bedrijfsklassen;1987;3249;1528;1720;753;215;-22;774;39.1
4702;Flevoland;Totaal bedrijfsklassen;1988;3520;1649;1870;797;224;-13;862;41.4
4703;Flevoland;Totaal bedrijfsklassen;1989;3929;1821;2107;870;226;-16;1027;44.6
4704;Flevoland;Totaal bedrijfsklassen;1990;4298;1983;2315;1046;163;-23;1128;47.9
4705;Flevoland;Totaal bedrijfsklassen;1991;4666;2165;2500;1155;186;-32;1191;50.9
4706;Flevoland;Totaal bedrijfsklassen;1992;4791;2158;2632;1226;198;-31;1239;51.9
4707;Flevoland;Totaal bedrijfsklassen;1993;5075;2280;2795;1292;212;-7;1297;52.9
4708;Flevoland;Totaal bedrijven;1970;514;301;212;69;22;2;117;7.4
4709;Flevoland;Totaal bedrijven;1973;754;426;328;113;33;3;178;11.2
4710;Flevoland;Totaal bedrijven;1974;822;451;371;132;43;4;191;13.0
4711;Flevoland;Totaal bedrijven;1975;932;527;405;157;49;8;189;13.6
4712;Flevoland;Totaal bedrijven;1976;1180;623;557;196;60;9;291;14.7
4713;Flevoland;Totaal bedrijven;1977;1217;642;574;215;65;7;286;15.9
4714;Flevoland;Totaal bedrijven;1978;1315;706;608;247;72;6;281;17.1
4715;Flevoland;Totaal bedrijven;1979;1514;805;709;299;86;7;316;20.4
4716;Flevoland;Totaal bedrijven;1980;1876;994;882;353;104;8;415;23.4
4717;Flevoland;Totaal bedrijven;1981;2001;1041;959;387;110;8;453;25.6
4718;Flevoland;Totaal bedrijven;1982;2126;1089;1037;413;116;11;495;25.3
4719;Flevoland;Totaal bedrijven;1983;2412;1220;1192;441;127;10;612;26.2
4720;Flevoland;Totaal bedrijven;1984;2465;1225;1240;471;135;5;628;28.0
4721;Flevoland;Totaal bedrijven;1985;2664;1319;1345;547;152;32;612;30.9
4722;Flevoland;Totaal bedrijven;1986;2843;1389;1454;569;157;-4;732;31.6
4723;Flevoland;Totaal bedrijven;1987;2944;1429;1514;616;163;-23;757;33.0
4724;Flevoland;Totaal bedrijven;1988;3188;1527;1660;656;174;-15;845;35.1
4725;Flevoland;Totaal bedrijven;1989;3588;1696;1892;723;178;-18;1008;38.3
4726;Flevoland;Totaal bedrijven;1990;3926;1844;2082;873;126;-25;1107;41.4
4727;Flevoland;Totaal bedrijven;1991;4263;2019;2244;965;146;-34;1168;44.0
4728;Flevoland;Totaal bedrijven;1992;4368;2005;2362;1023;157;-34;1215;44.9
4729;Flevoland;Totaal bedrijven;1993;4609;2108;2500;1074;166;-10;1270;45.7
4730;Flevoland;Omzetbelasting finale bestedingen;1970;0;0;12;0;0;11;0;0.0
4731;Flevoland;Omzetbelasting finale bestedingen;1973;0;0;47;0;0;45;2;0.0
4732;Flevoland;Omzetbelasting finale bestedingen;1974;0;0;51;0;0;49;2;0.0
4733;Flevoland;Omzetbelasting finale bestedingen;1975;0;0;59;0;0;56;3;0.0
4734;Flevoland;Omzetbelasting finale bestedingen;1976;0;0;71;0;0;67;3;0.0
4735;Flevoland;Omzetbelasting finale bestedingen;1977;0;0;80;0;0;77;3;0.0
4736;Flevoland;Omzetbelasting finale bestedingen;1978;0;0;86;0;0;83;3;0.0
4737;Flevoland;Omzetbelasting finale bestedingen;1979;0;0;89;0;0;87;2;0.0
4738;Flevoland;Omzetbelasting finale bestedingen;1980;0;0;93;0;0;91;2;0.0
4739;Flevoland;Omzetbelasting finale bestedingen;1981;0;0;95;0;0;91;3;0.0
4740;Flevoland;Omzetbelasting finale bestedingen;1982;0;0;116;0;0;111;4;0.0
4741;Flevoland;Omzetbelasting finale bestedingen;1983;0;0;121;0;0;116;4;0.0
4742;Flevoland;Omzetbelasting finale bestedingen;1984;0;0;164;0;0;157;7;0.0
4743;Flevoland;Omzetbelasting finale bestedingen;1985;0;0;178;0;0;170;8;0.0
4744;Flevoland;Omzetbelasting finale bestedingen;1986;0;0;186;0;0;179;6;0.0
4745;Flevoland;Omzetbelasting finale bestedingen;1987;0;0;197;0;0;190;7;0.0
4746;Flevoland;Omzetbelasting finale bestedingen;1988;0;0;206;0;0;200;5;0.0
4747;Flevoland;Omzetbelasting finale bestedingen;1989;0;0;219;0;0;212;6;0.0
4748;Flevoland;Omzetbelasting finale bestedingen;1990;0;0;248;0;0;239;8;0.0
4749;Flevoland;Omzetbelasting finale bestedingen;1991;0;0;265;0;0;255;9;0.0
4750;Flevoland;Omzetbelasting finale bestedingen;1992;0;0;281;0;0;270;11;0.0
4751;Flevoland;Omzetbelasting finale bestedingen;1993;0;0;279;0;0;269;10;0.0
4752;Gelderland;Totaal bedrijfsindeling;1970;11470;5861;6126;2847;737;511;2029;437.8
4753;Gelderland;Totaal bedrijfsindeling;1973;16631;8703;8605;3973;1176;675;2780;458.7
4754;Gelderland;Totaal bedrijfsindeling;1974;18058;9145;9649;4600;1389;734;2925;461.6
4755;Gelderland;Totaal bedrijfsindeling;1975;19323;9703;10440;5115;1551;810;2963;454.5
4756;Gelderland;Totaal bedrijfsindeling;1976;21858;11073;11764;5625;1741;909;3488;458.0
4757;Gelderland;Totaal bedrijfsindeling;1977;24031;12179;12988;6157;1895;1072;3863;463.3
4758;Gelderland;Totaal bedrijfsindeling;1978;26115;13102;14229;6740;2064;1146;4277;472.8
4759;Gelderland;Totaal bedrijfsindeling;1979;27716;14196;14782;7178;2243;1091;4268;482.9
4760;Gelderland;Totaal bedrijfsindeling;1980;29964;15522;15753;7582;2387;1179;4604;483.5
4761;Gelderland;Totaal bedrijfsindeling;1981;31760;16806;16278;7649;2415;1284;4929;476.0
4762;Gelderland;Totaal bedrijfsindeling;1982;32786;17200;16959;7915;2449;1285;5309;460.9
4763;Gelderland;Totaal bedrijfsindeling;1983;34211;18226;17396;7785;2537;1271;5802;447.3
4764;Gelderland;Totaal bedrijfsindeling;1984;35710;19336;17922;7823;2501;1307;6289;447.7
4765;Gelderland;Totaal bedrijfsindeling;1985;37645;20544;18763;8108;2563;1030;7060;459.7
4766;Gelderland;Totaal bedrijfsindeling;1986;38854;20735;19851;8645;2702;1310;7192;473.1
4767;Gelderland;Totaal bedrijfsindeling;1987;39766;21164;20447;9047;2760;1452;7187;485.3
4768;Gelderland;Totaal bedrijfsindeling;1988;41382;22156;21092;9287;2797;1552;7454;492.4
4769;Gelderland;Totaal bedrijfsindeling;1989;44825;24005;22727;9857;2775;1720;8373;510.0
4770;Gelderland;Totaal bedrijfsindeling;1990;46674;24401;24353;11383;1980;1966;9022;523.0
4771;Gelderland;Totaal bedrijfsindeling;1991;49212;25875;25530;12049;2124;1950;9405;532.1
4772;Gelderland;Totaal bedrijfsindeling;1992;51443;26851;26912;12789;2263;2077;9782;537.6
4773;Gelderland;Totaal bedrijfsindeling;1993;52395;26772;27928;13232;2363;2210;10122;539.7
4774;Gelderland;Land-, tuin-, bosbouw en visserij;1970;1014;604;409;42;7;0;358;6.7
4775;Gelderland;Land-, tuin-, bosbouw en visserij;1973;1526;912;613;41;9;0;562;6.3
4776;Gelderland;Land-, tuin-, bosbouw en visserij;1974;1507;969;537;44;10;14;468;6.9
4777;Gelderland;Land-, tuin-, bosbouw en visserij;1975;1687;1100;587;58;14;19;495;7.4
4778;Gelderland;Land-, tuin-, bosbouw en visserij;1976;1868;1242;625;60;15;16;533;7.8
4779;Gelderland;Land-, tuin-, bosbouw en visserij;1977;2019;1349;669;69;18;17;564;7.7
4780;Gelderland;Land-, tuin-, bosbouw en visserij;1978;2066;1347;719;74;19;21;603;7.3
4781;Gelderland;Land-, tuin-, bosbouw en visserij;1979;2123;1482;640;80;21;16;520;7.6
4782;Gelderland;Land-, tuin-, bosbouw en visserij;1980;2204;1583;620;82;24;24;489;7.5
4783;Gelderland;Land-, tuin-, bosbouw en visserij;1981;2670;1780;890;88;26;27;747;7.7
4784;Gelderland;Land-, tuin-, bosbouw en visserij;1982;2895;1864;1030;97;29;34;869;8.0
4785;Gelderland;Land-, tuin-, bosbouw en visserij;1983;2919;1976;942;88;25;26;802;7.3
4786;Gelderland;Land-, tuin-, bosbouw en visserij;1984;2896;1973;922;90;27;24;780;7.5
4787;Gelderland;Land-, tuin-, bosbouw en visserij;1985;3060;2018;1041;101;30;39;870;7.7
4788;Gelderland;Land-, tuin-, bosbouw en visserij;1986;2977;1944;1032;106;31;39;854;8.1
4789;Gelderland;Land-, tuin-, bosbouw en visserij;1987;2762;1865;896;108;32;45;709;8.1
4790;Gelderland;Land-, tuin-, bosbouw en visserij;1988;2774;1899;875;114;33;39;687;8.2
4791;Gelderland;Land-, tuin-, bosbouw en visserij;1989;3079;2038;1040;117;32;44;846;8.5
4792;Gelderland;Land-, tuin-, bosbouw en visserij;1990;2914;1852;1061;142;24;40;853;8.9
4793;Gelderland;Land-, tuin-, bosbouw en visserij;1991;3007;1932;1074;150;25;26;872;9.1
4794;Gelderland;Land-, tuin-, bosbouw en visserij;1992;3011;1924;1086;161;28;27;868;9.7
4795;Gelderland;Land-, tuin-, bosbouw en visserij;1993;2755;1833;922;165;29;29;699;9.7
4796;Gelderland;Aardolie- en aardgaswinning;1970;4;0;3;0;0;0;3;0.0
4797;Gelderland;Aardolie- en aardgaswinning;1973;8;1;6;0;0;0;6;0.0
4798;Gelderland;Aardolie- en aardgaswinning;1974;9;1;7;0;0;0;7;0.0
4799;Gelderland;Aardolie- en aardgaswinning;1975;11;1;10;0;0;0;10;0.0
4800;Gelderland;Aardolie- en aardgaswinning;1976;12;2;9;0;0;0;9;0.0
4801;Gelderland;Aardolie- en aardgaswinning;1977;11;2;9;0;0;0;9;0.0
4802;Gelderland;Aardolie- en aardgaswinning;1978;11;2;9;0;0;0;9;0.0
4803;Gelderland;Aardolie- en aardgaswinning;1979;13;2;10;0;0;0;10;0.0
4804;Gelderland;Aardolie- en aardgaswinning;1980;12;3;9;0;0;0;9;0.0
4805;Gelderland;Aardolie- en aardgaswinning;1981;13;4;8;0;0;0;8;0.0
4806;Gelderland;Aardolie- en aardgaswinning;1982;13;3;9;0;0;0;9;0.0
4807;Gelderland;Aardolie- en aardgaswinning;1983;14;3;10;0;0;0;10;0.0
4808;Gelderland;Aardolie- en aardgaswinning;1984;13;3;9;0;0;0;9;0.0
4809;Gelderland;Aardolie- en aardgaswinning;1985;13;4;9;0;0;0;9;0.0
4810;Gelderland;Aardolie- en aardgaswinning;1986;9;3;6;1;0;0;4;0.0
4811;Gelderland;Aardolie- en aardgaswinning;1987;9;1;8;2;0;0;5;0.0
4812;Gelderland;Aardolie- en aardgaswinning;1988;16;2;13;2;0;0;10;0.0
4813;Gelderland;Aardolie- en aardgaswinning;1989;39;6;32;2;0;0;29;0.0
4814;Gelderland;Aardolie- en aardgaswinning;1990;46;9;36;2;0;0;34;0.0
4815;Gelderland;Aardolie- en aardgaswinning;1991;57;12;45;2;0;0;41;0.0
4816;Gelderland;Aardolie- en aardgaswinning;1992;58;14;44;2;0;2;39;0.0
4817;Gelderland;Aardolie- en aardgaswinning;1993;39;10;29;2;0;1;24;0.0
4818;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1970;4750;3100;1649;915;201;0;531;141.3
4819;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1973;6981;4817;2164;1209;310;-5;649;133.4
4820;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1974;7250;4806;2444;1374;368;3;697;132.3
4821;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1975;7295;4888;2406;1437;384;3;581;124.5
4822;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1976;8296;5600;2695;1480;407;-27;836;118.9
4823;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1977;8940;6093;2847;1565;433;-23;871;117.0
4824;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1978;9518;6523;2995;1664;446;-34;918;116.7
4825;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1979;9927;6942;2984;1740;480;-103;868;115.7
4826;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1980;10829;7618;3211;1791;510;-92;1002;114.4
4827;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1981;11600;8408;3191;1789;523;-3;883;109.6
4828;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1982;11740;8477;3263;1831;534;-27;925;104.6
4829;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1983;12506;9082;3423;1798;543;-43;1124;99.4
4830;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1984;13224;9755;3469;1757;523;-121;1308;95.4
4831;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1985;14153;10439;3714;1858;546;-154;1463;97.8
4832;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1986;14311;10450;3861;2012;578;-236;1506;101.6
4833;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1987;14490;10547;3942;2114;611;-294;1511;104.6
4834;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1988;14968;10885;4083;2140;618;-251;1575;105.7
4835;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1989;16341;11798;4542;2291;613;-102;1740;109.8
4836;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1990;16792;11780;5012;2636;400;0;1974;112.7
4837;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1991;17469;12310;5158;2768;434;-93;2049;114.6
4838;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1992;18028;12838;5189;2893;473;-70;1892;114.8
4839;Gelderland;Industrie, openb. nutsb. en ov.delfst.;1993;17721;12321;5399;2912;492;2;1992;112.4
4840;Gelderland;Bouwnijverheid en -installatiebedr.;1970;1070;666;403;240;78;4;79;52.4
4841;Gelderland;Bouwnijverheid en -installatiebedr.;1973;1617;949;668;376;141;7;143;52.8
4842;Gelderland;Bouwnijverheid en -installatiebedr.;1974;1680;1016;664;410;154;4;95;48.8
4843;Gelderland;Bouwnijverheid en -installatiebedr.;1975;1689;1032;656;430;156;5;64;44.1
4844;Gelderland;Bouwnijverheid en -installatiebedr.;1976;1869;1147;721;481;174;1;64;45.9
4845;Gelderland;Bouwnijverheid en -installatiebedr.;1977;2176;1322;854;561;194;3;94;48.2
4846;Gelderland;Bouwnijverheid en -installatiebedr.;1978;2415;1458;956;613;209;0;134;49.7
