ID;Geslacht;Leeftijd;RegioSSituatie2013;Perioden;TotaleBevolking_1
1522;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2024;443.2
1523;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2025;447.9
1524;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2026;452.8
1525;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2027;457.7
1526;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2028;462.9
1527;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2029;467.9
1528;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2030;473.4
1529;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2031;478.9
1530;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2032;483.9
1531;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2033;489.1
1532;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2034;494.1
1533;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2035;499.5
1534;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2036;504.9
1535;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2037;510.0
1536;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2038;515.0
1537;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2039;520.2
1538;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (CR);2040;524.8
1539;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2014;94.9
1540;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2015;95.4
1541;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2016;95.9
1542;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2017;96.3
1543;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2018;96.7
1544;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2019;97.1
1545;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2020;97.5
1546;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2021;97.9
1547;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2022;98.0
1548;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2023;98.6
1549;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2024;99.2
1550;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2025;99.3
1551;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2026;99.6
1552;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2027;99.8
1553;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2028;100.0
1554;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2029;100.2
1555;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2030;100.4
1556;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2031;100.4
1557;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2032;100.3
1558;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2033;100.5
1559;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2034;100.4
1560;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2035;100.5
1561;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2036;100.4
1562;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2037;100.5
1563;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2038;100.4
1564;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2039;100.2
1565;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2040;100.3
1566;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2014;198.2
1567;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2015;201.3
1568;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2016;204.2
1569;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2017;206.8
1570;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2018;209.7
1571;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2019;212.6
1572;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2020;216.0
1573;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2021;219.2
1574;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2022;222.4
1575;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2023;225.6
1576;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2024;229.1
1577;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2025;233.1
1578;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2026;237.4
1579;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2027;241.6
1580;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2028;246.1
1581;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2029;250.4
1582;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2030;255.2
1583;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2031;260.0
1584;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2032;264.5
1585;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2033;269.1
1586;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2034;273.7
1587;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2035;278.6
1588;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2036;283.6
1589;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2037;288.6
1590;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2038;293.4
1591;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2039;298.6
1592;Totaal mannen en vrouwen;Totaal leeftijd;Almere;2040;303.4
1593;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2014;151.2
1594;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2015;152.7
1595;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2016;153.8
1596;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2017;155.1
1597;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2018;156.1
1598;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2019;156.9
1599;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2020;157.9
1600;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2021;158.6
1601;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2022;159.2
1602;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2023;159.9
1603;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2024;160.5
1604;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2025;161.0
1605;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2026;161.5
1606;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2027;162.0
1607;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2028;162.7
1608;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2029;163.4
1609;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2030;164.1
1610;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2031;164.5
1611;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2032;164.9
1612;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2033;165.4
1613;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2034;165.8
1614;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2035;166.6
1615;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2036;166.9
1616;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2037;167.2
1617;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2038;167.7
1618;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2039;167.8
1619;Totaal mannen en vrouwen;Totaal leeftijd;Amersfoort;2040;168.3
1620;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2014;804.2
1621;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2015;808.6
1622;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2016;814.3
1623;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2017;820.9
1624;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2018;828.1
1625;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2019;835.4
1626;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2020;842.4
1627;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2021;849.8
1628;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2022;856.6
1629;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2023;863.3
1630;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2024;869.3
1631;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2025;875.4
1632;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2026;880.6
1633;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2027;885.9
1634;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2028;890.5
1635;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2029;894.7
1636;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2030;898.2
1637;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2031;901.8
1638;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2032;904.9
1639;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2033;907.4
1640;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2034;910.1
1641;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2035;912.3
1642;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2036;914.5
1643;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2037;916.9
1644;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2038;919.7
1645;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2039;922.5
1646;Totaal mannen en vrouwen;Totaal leeftijd;Amsterdam;2040;925.7
1647;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2014;158.4
1648;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2015;158.8
1649;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2016;158.7
1650;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2017;159.1
1651;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2018;159.2
1652;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2019;159.5
1653;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2020;159.8
1654;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2021;160.1
1655;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2022;160.3
1656;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2023;160.5
1657;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2024;160.6
1658;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2025;161.1
1659;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2026;161.5
1660;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2027;161.7
1661;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2028;161.8
1662;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2029;162.0
1663;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2030;162.4
1664;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2031;163.0
1665;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2032;163.7
1666;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2033;164.1
1667;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2034;164.5
1668;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2035;164.9
1669;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2036;165.0
1670;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2037;165.0
1671;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2038;165.2
1672;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2039;165.2
1673;Totaal mannen en vrouwen;Totaal leeftijd;Apeldoorn;2040;165.2
1674;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2014;151.5
1675;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2015;152.5
1676;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2016;153.8
1677;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2017;154.8
1678;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2018;156.0
1679;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2019;157.4
1680;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2020;158.6
1681;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2021;159.6
1682;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2022;160.2
1683;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2023;160.6
1684;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2024;161.0
1685;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2025;161.5
1686;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2026;161.7
1687;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2027;161.7
1688;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2028;161.8
1689;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2029;161.9
1690;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2030;162.2
1691;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2031;162.6
1692;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2032;162.9
1693;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2033;163.2
1694;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2034;163.4
1695;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2035;163.7
1696;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2036;163.7
1697;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2037;163.8
1698;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2038;163.7
1699;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2039;163.4
1700;Totaal mannen en vrouwen;Totaal leeftijd;Arnhem;2040;163.3
1701;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2014;178.8
1702;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2015;179.7
1703;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2016;180.3
1704;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2017;181.1
1705;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2018;181.7
1706;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2019;182.4
1707;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2020;183.2
1708;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2021;184.0
1709;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2022;184.8
1710;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2023;185.4
1711;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2024;186.0
1712;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2025;186.8
1713;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2026;187.6
1714;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2027;188.4
1715;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2028;189.0
1716;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2029;190.0
1717;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2030;190.8
1718;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2031;191.8
1719;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2032;192.8
1720;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2033;193.8
1721;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2034;194.6
1722;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2035;195.5
1723;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2036;196.5
1724;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2037;197.5
1725;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2038;198.4
1726;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2039;199.5
1727;Totaal mannen en vrouwen;Totaal leeftijd;Breda;2040;200.4
1728;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2014;99.9
1729;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2015;101.6
1730;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2016;102.9
1731;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2017;104.0
1732;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2018;105.2
1733;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2019;106.2
1734;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2020;107.3
1735;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2021;108.3
1736;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2022;108.8
1737;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2023;109.5
1738;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2024;109.9
1739;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2025;110.5
1740;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2026;111.2
1741;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2027;112.0
1742;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2028;112.7
1743;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2029;113.5
1744;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2030;114.3
1745;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2031;115.1
1746;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2032;115.9
1747;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2033;116.7
1748;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2034;117.6
1749;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2035;118.3
1750;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2036;119.0
1751;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2037;119.7
1752;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2038;120.5
1753;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2039;121.4
1754;Totaal mannen en vrouwen;Totaal leeftijd;Delft;2040;122.3
1755;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2014;99.4
1756;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2015;99.9
1757;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2016;100.5
1758;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2017;101.0
1759;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2018;101.9
1760;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2019;102.5
1761;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2020;103.0
1762;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2021;103.6
1763;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2022;104.0
1764;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2023;104.4
1765;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2024;104.8
1766;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2025;105.1
1767;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2026;105.4
1768;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2027;105.6
1769;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2028;106.0
1770;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2029;106.2
1771;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2030;106.6
1772;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2031;107.0
1773;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2032;107.3
1774;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2033;107.7
1775;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2034;108.0
1776;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2035;108.2
1777;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2036;108.3
1778;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2037;108.4
1779;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2038;108.3
1780;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2039;108.3
1781;Totaal mannen en vrouwen;Totaal leeftijd;Deventer;2040;108.2
1782;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2014;119.4
1783;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2015;119.5
1784;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2016;119.6
1785;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2017;119.6
1786;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2018;119.9
1787;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2019;120.2
1788;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2020;120.5
1789;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2021;120.6
1790;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2022;120.8
1791;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2023;121.0
1792;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2024;121.3
1793;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2025;121.7
1794;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2026;121.9
1795;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2027;122.2
1796;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2028;122.4
1797;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2029;122.3
1798;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2030;122.2
1799;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2031;122.4
1800;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2032;122.4
1801;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2033;122.2
1802;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2034;122.2
1803;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2035;122.0
1804;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2036;122.1
1805;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2037;122.0
1806;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2038;122.0
1807;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2039;121.9
1808;Totaal mannen en vrouwen;Totaal leeftijd;Dordrecht;2040;122.0
1809;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2014;110.4
1810;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2015;110.9
1811;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2016;111.4
1812;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2017;111.4
1813;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2018;111.6
1814;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2019;112.0
1815;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2020;112.6
1816;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2021;112.8
1817;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2022;113.1
1818;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2023;113.4
1819;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2024;113.9
1820;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2025;114.4
1821;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2026;114.8
1822;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2027;115.3
1823;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2028;115.7
1824;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2029;116.1
1825;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2030;116.4
1826;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2031;116.7
1827;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2032;117.3
1828;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2033;117.8
1829;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2034;117.9
1830;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2035;118.2
1831;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2036;118.5
1832;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2037;118.8
1833;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2038;119.2
1834;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2039;119.3
1835;Totaal mannen en vrouwen;Totaal leeftijd;Ede;2040;119.1
1836;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2014;220.4
1837;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2015;221.6
1838;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2016;222.6
1839;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2017;223.5
1840;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2018;224.4
1841;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2019;225.1
1842;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2020;225.8
1843;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2021;226.4
1844;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2022;227.2
1845;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2023;227.8
1846;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2024;228.4
1847;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2025;228.9
1848;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2026;229.2
1849;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2027;229.6
1850;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2028;230.2
1851;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2029;230.6
1852;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2030;231.0
1853;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2031;231.4
1854;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2032;232.1
1855;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2033;232.5
1856;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2034;233.0
1857;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2035;233.5
1858;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2036;233.8
1859;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2037;234.2
1860;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2038;234.7
1861;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2039;235.3
1862;Totaal mannen en vrouwen;Totaal leeftijd;Eindhoven;2040;235.8
1863;Totaal mannen en vrouwen;Totaal leeftijd;Emmen;2014;108.0
1864;Totaal mannen en vrouwen;Totaal leeftijd;Emmen;2015;107.7
1865;Totaal mannen en vrouwen;Totaal leeftijd;Emmen;2016;107.4
1866;Totaal mannen en vrouwen;Totaal leeftijd;Emmen;2017;107.0
1867;Totaal mannen en vrouwen;Totaal leeftijd;Emmen;2018;106.7
1868;Totaal mannen en vrouwen;Totaal leeftijd;Emmen;2019;106.4
1869;Totaal mannen en vrouwen;Totaal leeftijd;Emmen;2020;106.0
1870;Totaal mannen en vrouwen;Totaal leeftijd;Emmen;2021;105.6
