ID;LeeftijdReferentiepersoon;KinderenInHuishouden;Perioden;Paren_1;Eenouderhuishoudens_2
994;30 tot 35 jaar;Geen kinderen;2053;137452;
995;30 tot 35 jaar;Geen kinderen;2054;137017;
996;30 tot 35 jaar;Geen kinderen;2055;136481;
997;30 tot 35 jaar;Geen kinderen;2056;135970;
998;30 tot 35 jaar;Geen kinderen;2057;133888;
999;30 tot 35 jaar;Geen kinderen;2058;134390;
1000;30 tot 35 jaar;Geen kinderen;2059;135878;
1001;30 tot 35 jaar;Geen kinderen;2060;138036;
1002;30 tot 35 jaar;Geen kinderen;2061;140894;
1003;30 tot 35 jaar;Geen kinderen;2062;144246;
1004;30 tot 35 jaar;Geen kinderen;2063;147364;
1005;30 tot 35 jaar;Geen kinderen;2064;150167;
1006;30 tot 35 jaar;Geen kinderen;2065;152549;
1007;30 tot 35 jaar;Geen kinderen;2066;154382;
1008;30 tot 35 jaar;Geen kinderen;2067;155787;
1009;30 tot 35 jaar;Geen kinderen;2068;156710;
1010;30 tot 35 jaar;Geen kinderen;2069;157196;
1011;30 tot 35 jaar;Geen kinderen;2070;157332;
1012;30 tot 35 jaar;Één kind;2025;94515;23391.0
1013;30 tot 35 jaar;Één kind;2026;94591;23031.0
1014;30 tot 35 jaar;Één kind;2027;95373;22693.0
1015;30 tot 35 jaar;Één kind;2028;96167;22544.0
1016;30 tot 35 jaar;Één kind;2029;97701;22592.0
1017;30 tot 35 jaar;Één kind;2030;99401;22743.0
1018;30 tot 35 jaar;Één kind;2031;101129;23190.0
1019;30 tot 35 jaar;Één kind;2032;103050;23784.0
1020;30 tot 35 jaar;Één kind;2033;104993;24353.0
1021;30 tot 35 jaar;Één kind;2034;106615;24783.0
1022;30 tot 35 jaar;Één kind;2035;108141;25124.0
1023;30 tot 35 jaar;Één kind;2036;109219;25162.0
1024;30 tot 35 jaar;Één kind;2037;110232;25160.0
1025;30 tot 35 jaar;Één kind;2038;111131;25097.0
1026;30 tot 35 jaar;Één kind;2039;111979;25036.0
1027;30 tot 35 jaar;Één kind;2040;112762;25032.0
1028;30 tot 35 jaar;Één kind;2041;113368;25152.0
1029;30 tot 35 jaar;Één kind;2042;113959;25255.0
1030;30 tot 35 jaar;Één kind;2043;114407;25331.0
1031;30 tot 35 jaar;Één kind;2044;114612;25229.0
1032;30 tot 35 jaar;Één kind;2045;114595;25132.0
1033;30 tot 35 jaar;Één kind;2046;114414;24905.0
1034;30 tot 35 jaar;Één kind;2047;114289;24770.0
1035;30 tot 35 jaar;Één kind;2048;114083;24642.0
1036;30 tot 35 jaar;Één kind;2049;114024;24600.0
1037;30 tot 35 jaar;Één kind;2050;113539;24430.0
1038;30 tot 35 jaar;Één kind;2051;113361;24354.0
1039;30 tot 35 jaar;Één kind;2052;112911;24388.0
1040;30 tot 35 jaar;Één kind;2053;112673;24328.0
1041;30 tot 35 jaar;Één kind;2054;112503;24245.0
1042;30 tot 35 jaar;Één kind;2055;112341;24144.0
1043;30 tot 35 jaar;Één kind;2056;112516;24062.0
1044;30 tot 35 jaar;Één kind;2057;112201;23735.0
1045;30 tot 35 jaar;Één kind;2058;112653;23711.0
1046;30 tot 35 jaar;Één kind;2059;113397;23804.0
1047;30 tot 35 jaar;Één kind;2060;114285;23966.0
1048;30 tot 35 jaar;Één kind;2061;115367;24213.0
1049;30 tot 35 jaar;Één kind;2062;116526;24511.0
1050;30 tot 35 jaar;Één kind;2063;117810;24825.0
1051;30 tot 35 jaar;Één kind;2064;119083;25126.0
1052;30 tot 35 jaar;Één kind;2065;120158;25391.0
1053;30 tot 35 jaar;Één kind;2066;121057;25603.0
1054;30 tot 35 jaar;Één kind;2067;121702;25771.0
1055;30 tot 35 jaar;Één kind;2068;122216;25897.0
1056;30 tot 35 jaar;Één kind;2069;122624;25984.0
1057;30 tot 35 jaar;Één kind;2070;122788;26025.0
1058;30 tot 35 jaar;Twee kinderen;2025;73850;14808.0
1059;30 tot 35 jaar;Twee kinderen;2026;72163;14513.0
1060;30 tot 35 jaar;Twee kinderen;2027;70553;14218.0
1061;30 tot 35 jaar;Twee kinderen;2028;69795;14049.0
1062;30 tot 35 jaar;Twee kinderen;2029;68914;13994.0
1063;30 tot 35 jaar;Twee kinderen;2030;68386;14004.0
1064;30 tot 35 jaar;Twee kinderen;2031;68384;14198.0
1065;30 tot 35 jaar;Twee kinderen;2032;68758;14484.0
1066;30 tot 35 jaar;Twee kinderen;2033;69169;14745.0
1067;30 tot 35 jaar;Twee kinderen;2034;69508;14918.0
1068;30 tot 35 jaar;Twee kinderen;2035;69727;15044.0
1069;30 tot 35 jaar;Twee kinderen;2036;69715;14990.0
1070;30 tot 35 jaar;Twee kinderen;2037;69705;14929.0
1071;30 tot 35 jaar;Twee kinderen;2038;69518;14837.0
1072;30 tot 35 jaar;Twee kinderen;2039;69109;14747.0
1073;30 tot 35 jaar;Twee kinderen;2040;68768;14697.0
1074;30 tot 35 jaar;Twee kinderen;2041;68558;14732.0
1075;30 tot 35 jaar;Twee kinderen;2042;68416;14762.0
1076;30 tot 35 jaar;Twee kinderen;2043;68241;14783.0
1077;30 tot 35 jaar;Twee kinderen;2044;67797;14708.0
1078;30 tot 35 jaar;Twee kinderen;2045;67325;14645.0
1079;30 tot 35 jaar;Twee kinderen;2046;66849;14515.0
1080;30 tot 35 jaar;Twee kinderen;2047;66606;14446.0
1081;30 tot 35 jaar;Twee kinderen;2048;66458;14387.0
1082;30 tot 35 jaar;Twee kinderen;2049;66363;14381.0
1083;30 tot 35 jaar;Twee kinderen;2050;66135;14296.0
1084;30 tot 35 jaar;Twee kinderen;2051;65971;14268.0
1085;30 tot 35 jaar;Twee kinderen;2052;65903;14293.0
1086;30 tot 35 jaar;Twee kinderen;2053;65883;14263.0
1087;30 tot 35 jaar;Twee kinderen;2054;65912;14221.0
1088;30 tot 35 jaar;Twee kinderen;2055;65881;14164.0
1089;30 tot 35 jaar;Twee kinderen;2056;65849;14116.0
1090;30 tot 35 jaar;Twee kinderen;2057;65528;13914.0
1091;30 tot 35 jaar;Twee kinderen;2058;65657;13894.0
1092;30 tot 35 jaar;Twee kinderen;2059;65995;13947.0
1093;30 tot 35 jaar;Twee kinderen;2060;66409;14040.0
1094;30 tot 35 jaar;Twee kinderen;2061;66938;14183.0
1095;30 tot 35 jaar;Twee kinderen;2062;67424;14351.0
1096;30 tot 35 jaar;Twee kinderen;2063;68026;14530.0
1097;30 tot 35 jaar;Twee kinderen;2064;68658;14704.0
1098;30 tot 35 jaar;Twee kinderen;2065;69276;14861.0
1099;30 tot 35 jaar;Twee kinderen;2066;69851;14985.0
1100;30 tot 35 jaar;Twee kinderen;2067;70365;15085.0
1101;30 tot 35 jaar;Twee kinderen;2068;70827;15157.0
1102;30 tot 35 jaar;Twee kinderen;2069;71199;15209.0
1103;30 tot 35 jaar;Twee kinderen;2070;71539;15239.0
1104;30 tot 35 jaar;Drie kinderen of meer;2025;21090;6588.0
1105;30 tot 35 jaar;Drie kinderen of meer;2026;20740;6440.0
1106;30 tot 35 jaar;Drie kinderen of meer;2027;20347;6287.0
1107;30 tot 35 jaar;Drie kinderen of meer;2028;20170;6193.0
1108;30 tot 35 jaar;Drie kinderen of meer;2029;19975;6153.0
1109;30 tot 35 jaar;Drie kinderen of meer;2030;19826;6139.0
1110;30 tot 35 jaar;Drie kinderen of meer;2031;19793;6205.0
1111;30 tot 35 jaar;Drie kinderen of meer;2032;19833;6309.0
1112;30 tot 35 jaar;Drie kinderen of meer;2033;19872;6400.0
1113;30 tot 35 jaar;Drie kinderen of meer;2034;19841;6450.0
1114;30 tot 35 jaar;Drie kinderen of meer;2035;19750;6482.0
1115;30 tot 35 jaar;Drie kinderen of meer;2036;19549;6430.0
1116;30 tot 35 jaar;Drie kinderen of meer;2037;19376;6383.0
1117;30 tot 35 jaar;Drie kinderen of meer;2038;19158;6326.0
1118;30 tot 35 jaar;Drie kinderen of meer;2039;18804;6265.0
1119;30 tot 35 jaar;Drie kinderen of meer;2040;18487;6222.0
1120;30 tot 35 jaar;Drie kinderen of meer;2041;18246;6220.0
1121;30 tot 35 jaar;Drie kinderen of meer;2042;17992;6209.0
1122;30 tot 35 jaar;Drie kinderen of meer;2043;17753;6196.0
1123;30 tot 35 jaar;Drie kinderen of meer;2044;17470;6144.0
1124;30 tot 35 jaar;Drie kinderen of meer;2045;17196;6097.0
1125;30 tot 35 jaar;Drie kinderen of meer;2046;16917;6019.0
1126;30 tot 35 jaar;Drie kinderen of meer;2047;16728;5970.0
1127;30 tot 35 jaar;Drie kinderen of meer;2048;16589;5928.0
1128;30 tot 35 jaar;Drie kinderen of meer;2049;16486;5912.0
1129;30 tot 35 jaar;Drie kinderen of meer;2050;16362;5864.0
1130;30 tot 35 jaar;Drie kinderen of meer;2051;16265;5842.0
1131;30 tot 35 jaar;Drie kinderen of meer;2052;16222;5845.0
1132;30 tot 35 jaar;Drie kinderen of meer;2053;16190;5828.0
1133;30 tot 35 jaar;Drie kinderen of meer;2054;16195;5810.0
1134;30 tot 35 jaar;Drie kinderen of meer;2055;16176;5786.0
1135;30 tot 35 jaar;Drie kinderen of meer;2056;16153;5767.0
1136;30 tot 35 jaar;Drie kinderen of meer;2057;16039;5683.0
1137;30 tot 35 jaar;Drie kinderen of meer;2058;16031;5675.0
1138;30 tot 35 jaar;Drie kinderen of meer;2059;16067;5698.0
1139;30 tot 35 jaar;Drie kinderen of meer;2060;16123;5738.0
1140;30 tot 35 jaar;Drie kinderen of meer;2061;16203;5797.0
1141;30 tot 35 jaar;Drie kinderen of meer;2062;16260;5867.0
1142;30 tot 35 jaar;Drie kinderen of meer;2063;16359;5941.0
1143;30 tot 35 jaar;Drie kinderen of meer;2064;16466;6013.0
1144;30 tot 35 jaar;Drie kinderen of meer;2065;16598;6081.0
1145;30 tot 35 jaar;Drie kinderen of meer;2066;16723;6136.0
1146;30 tot 35 jaar;Drie kinderen of meer;2067;16874;6184.0
1147;30 tot 35 jaar;Drie kinderen of meer;2068;17024;6220.0
1148;30 tot 35 jaar;Drie kinderen of meer;2069;17160;6248.0
1149;30 tot 35 jaar;Drie kinderen of meer;2070;17299;6269.0
1150;35 tot 40 jaar;Totaal;2025;397187;71774.0
1151;35 tot 40 jaar;Totaal;2026;404886;72586.0
1152;35 tot 40 jaar;Totaal;2027;409411;72475.0
1153;35 tot 40 jaar;Totaal;2028;412167;72341.0
1154;35 tot 40 jaar;Totaal;2029;414238;72153.0
1155;35 tot 40 jaar;Totaal;2030;416052;72083.0
1156;35 tot 40 jaar;Totaal;2031;413435;71538.0
1157;35 tot 40 jaar;Totaal;2032;411854;71042.0
1158;35 tot 40 jaar;Totaal;2033;411474;71002.0
1159;35 tot 40 jaar;Totaal;2034;413983;71466.0
1160;35 tot 40 jaar;Totaal;2035;416923;72186.0
1161;35 tot 40 jaar;Totaal;2036;423035;73688.0
1162;35 tot 40 jaar;Totaal;2037;428000;75378.0
1163;35 tot 40 jaar;Totaal;2038;432377;76871.0
1164;35 tot 40 jaar;Totaal;2039;434299;77880.0
1165;35 tot 40 jaar;Totaal;2040;433770;78544.0
1166;35 tot 40 jaar;Totaal;2041;430464;78371.0
1167;35 tot 40 jaar;Totaal;2042;427322;78135.0
1168;35 tot 40 jaar;Totaal;2043;422959;77745.0
1169;35 tot 40 jaar;Totaal;2044;419856;77421.0
1170;35 tot 40 jaar;Totaal;2045;417989;77320.0
1171;35 tot 40 jaar;Totaal;2046;416883;77580.0
1172;35 tot 40 jaar;Totaal;2047;415199;77741.0
1173;35 tot 40 jaar;Totaal;2048;413769;77787.0
1174;35 tot 40 jaar;Totaal;2049;410061;77337.0
1175;35 tot 40 jaar;Totaal;2050;407324;76996.0
1176;35 tot 40 jaar;Totaal;2051;404152;76341.0
1177;35 tot 40 jaar;Totaal;2052;402490;75998.0
1178;35 tot 40 jaar;Totaal;2053;401175;75740.0
1179;35 tot 40 jaar;Totaal;2054;400475;75713.0
1180;35 tot 40 jaar;Totaal;2055;399336;75347.0
1181;35 tot 40 jaar;Totaal;2056;398868;75234.0
1182;35 tot 40 jaar;Totaal;2057;400735;75463.0
1183;35 tot 40 jaar;Totaal;2058;400114;75334.0
1184;35 tot 40 jaar;Totaal;2059;399305;75115.0
1185;35 tot 40 jaar;Totaal;2060;398341;74840.0
1186;35 tot 40 jaar;Totaal;2061;397787;74629.0
1187;35 tot 40 jaar;Totaal;2062;394884;73763.0
1188;35 tot 40 jaar;Totaal;2063;396167;73801.0
1189;35 tot 40 jaar;Totaal;2064;399117;74205.0
1190;35 tot 40 jaar;Totaal;2065;403120;74822.0
1191;35 tot 40 jaar;Totaal;2066;408254;75680.0
1192;35 tot 40 jaar;Totaal;2067;413925;76682.0
1193;35 tot 40 jaar;Totaal;2068;419638;77718.0
1194;35 tot 40 jaar;Totaal;2069;425025;78717.0
1195;35 tot 40 jaar;Totaal;2070;429754;79614.0
1196;35 tot 40 jaar;Geen kinderen;2025;94211;
1197;35 tot 40 jaar;Geen kinderen;2026;102598;
1198;35 tot 40 jaar;Geen kinderen;2027;108455;
1199;35 tot 40 jaar;Geen kinderen;2028;112040;
1200;35 tot 40 jaar;Geen kinderen;2029;114288;
1201;35 tot 40 jaar;Geen kinderen;2030;115847;
1202;35 tot 40 jaar;Geen kinderen;2031;112877;
1203;35 tot 40 jaar;Geen kinderen;2032;110398;
1204;35 tot 40 jaar;Geen kinderen;2033;108222;
1205;35 tot 40 jaar;Geen kinderen;2034;108373;
1206;35 tot 40 jaar;Geen kinderen;2035;108878;
1207;35 tot 40 jaar;Geen kinderen;2036;112127;
1208;35 tot 40 jaar;Geen kinderen;2037;114144;
1209;35 tot 40 jaar;Geen kinderen;2038;116003;
1210;35 tot 40 jaar;Geen kinderen;2039;116167;
1211;35 tot 40 jaar;Geen kinderen;2040;114354;
1212;35 tot 40 jaar;Geen kinderen;2041;110767;
1213;35 tot 40 jaar;Geen kinderen;2042;107517;
1214;35 tot 40 jaar;Geen kinderen;2043;103528;
1215;35 tot 40 jaar;Geen kinderen;2044;101308;
1216;35 tot 40 jaar;Geen kinderen;2045;100010;
1217;35 tot 40 jaar;Geen kinderen;2046;99318;
1218;35 tot 40 jaar;Geen kinderen;2047;97957;
1219;35 tot 40 jaar;Geen kinderen;2048;97078;
1220;35 tot 40 jaar;Geen kinderen;2049;94564;
1221;35 tot 40 jaar;Geen kinderen;2050;93065;
1222;35 tot 40 jaar;Geen kinderen;2051;91314;
1223;35 tot 40 jaar;Geen kinderen;2052;90180;
1224;35 tot 40 jaar;Geen kinderen;2053;89498;
1225;35 tot 40 jaar;Geen kinderen;2054;89208;
1226;35 tot 40 jaar;Geen kinderen;2055;89029;
1227;35 tot 40 jaar;Geen kinderen;2056;89055;
1228;35 tot 40 jaar;Geen kinderen;2057;91252;
1229;35 tot 40 jaar;Geen kinderen;2058;90697;
1230;35 tot 40 jaar;Geen kinderen;2059;89645;
1231;35 tot 40 jaar;Geen kinderen;2060;88345;
1232;35 tot 40 jaar;Geen kinderen;2061;86942;
1233;35 tot 40 jaar;Geen kinderen;2062;83954;
1234;35 tot 40 jaar;Geen kinderen;2063;83515;
1235;35 tot 40 jaar;Geen kinderen;2064;84061;
1236;35 tot 40 jaar;Geen kinderen;2065;85384;
1237;35 tot 40 jaar;Geen kinderen;2066;87517;
1238;35 tot 40 jaar;Geen kinderen;2067;90283;
1239;35 tot 40 jaar;Geen kinderen;2068;92900;
1240;35 tot 40 jaar;Geen kinderen;2069;95320;
1241;35 tot 40 jaar;Geen kinderen;2070;97414;
1242;35 tot 40 jaar;Één kind;2025;91456;33898.0
1243;35 tot 40 jaar;Één kind;2026;92631;34391.0
1244;35 tot 40 jaar;Één kind;2027;94065;34478.0
1245;35 tot 40 jaar;Één kind;2028;95117;34542.0
1246;35 tot 40 jaar;Één kind;2029;96402;34590.0
1247;35 tot 40 jaar;Één kind;2030;97654;34695.0
1248;35 tot 40 jaar;Één kind;2031;98780;34565.0
1249;35 tot 40 jaar;Één kind;2032;99959;34453.0
1250;35 tot 40 jaar;Één kind;2033;101525;34569.0
1251;35 tot 40 jaar;Één kind;2034;103209;34936.0
1252;35 tot 40 jaar;Één kind;2035;104957;35415.0
1253;35 tot 40 jaar;Één kind;2036;106675;36285.0
1254;35 tot 40 jaar;Één kind;2037;108296;37223.0
1255;35 tot 40 jaar;Één kind;2038;109854;38057.0
1256;35 tot 40 jaar;Één kind;2039;111480;38661.0
1257;35 tot 40 jaar;Één kind;2040;112981;39085.0
1258;35 tot 40 jaar;Één kind;2041;114088;39070.0
1259;35 tot 40 jaar;Één kind;2042;115216;39023.0
1260;35 tot 40 jaar;Één kind;2043;116158;38887.0
1261;35 tot 40 jaar;Één kind;2044;116832;38770.0
1262;35 tot 40 jaar;Één kind;2045;117524;38753.0
1263;35 tot 40 jaar;Één kind;2046;118022;38908.0
1264;35 tot 40 jaar;Één kind;2047;118392;38998.0
1265;35 tot 40 jaar;Één kind;2048;118550;39018.0
1266;35 tot 40 jaar;Één kind;2049;118536;38781.0
1267;35 tot 40 jaar;Één kind;2050;118327;38603.0
1268;35 tot 40 jaar;Één kind;2051;117991;38264.0
1269;35 tot 40 jaar;Één kind;2052;117861;38093.0
1270;35 tot 40 jaar;Één kind;2053;117616;37962.0
1271;35 tot 40 jaar;Één kind;2054;117366;37939.0
1272;35 tot 40 jaar;Één kind;2055;116910;37753.0
1273;35 tot 40 jaar;Één kind;2056;116746;37696.0
1274;35 tot 40 jaar;Één kind;2057;116457;37827.0
1275;35 tot 40 jaar;Één kind;2058;116409;37771.0
1276;35 tot 40 jaar;Één kind;2059;116520;37663.0
1277;35 tot 40 jaar;Één kind;2060;116700;37525.0
1278;35 tot 40 jaar;Één kind;2061;117162;37421.0
1279;35 tot 40 jaar;Één kind;2062;117491;36995.0
1280;35 tot 40 jaar;Één kind;2063;118426;37020.0
1281;35 tot 40 jaar;Één kind;2064;119650;37224.0
1282;35 tot 40 jaar;Één kind;2065;120933;37527.0
1283;35 tot 40 jaar;Één kind;2066;122304;37953.0
1284;35 tot 40 jaar;Één kind;2067;123535;38445.0
1285;35 tot 40 jaar;Één kind;2068;124764;38959.0
1286;35 tot 40 jaar;Één kind;2069;125920;39452.0
1287;35 tot 40 jaar;Één kind;2070;126754;39883.0
1288;35 tot 40 jaar;Twee kinderen;2025;152136;25449.0
1289;35 tot 40 jaar;Twee kinderen;2026;150788;25685.0
1290;35 tot 40 jaar;Twee kinderen;2027;148886;25581.0
1291;35 tot 40 jaar;Twee kinderen;2028;147486;25473.0
1292;35 tot 40 jaar;Twee kinderen;2029;146286;25335.0
1293;35 tot 40 jaar;Twee kinderen;2030;145445;25242.0
1294;35 tot 40 jaar;Twee kinderen;2031;144848;24987.0
1295;35 tot 40 jaar;Twee kinderen;2032;144693;24754.0
1296;35 tot 40 jaar;Twee kinderen;2033;144974;24676.0
1297;35 tot 40 jaar;Twee kinderen;2034;145648;24773.0
1298;35 tot 40 jaar;Twee kinderen;2035;146347;24965.0
1299;35 tot 40 jaar;Twee kinderen;2036;147476;25430.0
1300;35 tot 40 jaar;Twee kinderen;2037;148682;25968.0
1301;35 tot 40 jaar;Twee kinderen;2038;149605;26439.0
1302;35 tot 40 jaar;Twee kinderen;2039;150120;26747.0
1303;35 tot 40 jaar;Twee kinderen;2040;150382;26940.0
1304;35 tot 40 jaar;Twee kinderen;2041;150154;26856.0
1305;35 tot 40 jaar;Twee kinderen;2042;149878;26759.0
1306;35 tot 40 jaar;Twee kinderen;2043;149356;26614.0
1307;35 tot 40 jaar;Twee kinderen;2044;148590;26500.0
1308;35 tot 40 jaar;Twee kinderen;2045;148005;26470.0
1309;35 tot 40 jaar;Twee kinderen;2046;147657;26576.0
1310;35 tot 40 jaar;Twee kinderen;2047;147403;26653.0
1311;35 tot 40 jaar;Twee kinderen;2048;147077;26695.0
1312;35 tot 40 jaar;Twee kinderen;2049;146369;26568.0
1313;35 tot 40 jaar;Twee kinderen;2050;145726;26474.0
1314;35 tot 40 jaar;Twee kinderen;2051;145012;26270.0
1315;35 tot 40 jaar;Twee kinderen;2052;144764;26161.0
1316;35 tot 40 jaar;Twee kinderen;2053;144510;26081.0
1317;35 tot 40 jaar;Twee kinderen;2054;144361;26079.0
1318;35 tot 40 jaar;Twee kinderen;2055;143972;25955.0
1319;35 tot 40 jaar;Twee kinderen;2056;143729;25917.0
1320;35 tot 40 jaar;Twee kinderen;2057;143677;25986.0
1321;35 tot 40 jaar;Twee kinderen;2058;143662;25935.0
1322;35 tot 40 jaar;Twee kinderen;2059;143783;25857.0
1323;35 tot 40 jaar;Twee kinderen;2060;143924;25760.0
1324;35 tot 40 jaar;Twee kinderen;2061;144238;25685.0
1325;35 tot 40 jaar;Twee kinderen;2062;144135;25380.0
1326;35 tot 40 jaar;Twee kinderen;2063;144786;25388.0
1327;35 tot 40 jaar;Twee kinderen;2064;145747;25524.0
1328;35 tot 40 jaar;Twee kinderen;2065;146830;25736.0
1329;35 tot 40 jaar;Twee kinderen;2066;148083;26028.0
1330;35 tot 40 jaar;Twee kinderen;2067;149300;26371.0
1331;35 tot 40 jaar;Twee kinderen;2068;150636;26722.0
1332;35 tot 40 jaar;Twee kinderen;2069;151912;27062.0
1333;35 tot 40 jaar;Twee kinderen;2070;153142;27372.0
1334;35 tot 40 jaar;Drie kinderen of meer;2025;59384;12427.0
1335;35 tot 40 jaar;Drie kinderen of meer;2026;58869;12510.0
1336;35 tot 40 jaar;Drie kinderen of meer;2027;58005;12416.0
1337;35 tot 40 jaar;Drie kinderen of meer;2028;57524;12326.0
1338;35 tot 40 jaar;Drie kinderen of meer;2029;57262;12228.0
1339;35 tot 40 jaar;Drie kinderen of meer;2030;57106;12146.0
1340;35 tot 40 jaar;Drie kinderen of meer;2031;56930;11986.0
1341;35 tot 40 jaar;Drie kinderen of meer;2032;56804;11835.0
1342;35 tot 40 jaar;Drie kinderen of meer;2033;56753;11757.0
1343;35 tot 40 jaar;Drie kinderen of meer;2034;56753;11757.0
1344;35 tot 40 jaar;Drie kinderen of meer;2035;56741;11806.0
1345;35 tot 40 jaar;Drie kinderen of meer;2036;56757;11973.0
1346;35 tot 40 jaar;Drie kinderen of meer;2037;56878;12187.0
1347;35 tot 40 jaar;Drie kinderen of meer;2038;56915;12375.0
1348;35 tot 40 jaar;Drie kinderen of meer;2039;56532;12472.0
1349;35 tot 40 jaar;Drie kinderen of meer;2040;56053;12519.0
1350;35 tot 40 jaar;Drie kinderen of meer;2041;55455;12445.0
1351;35 tot 40 jaar;Drie kinderen of meer;2042;54711;12353.0
1352;35 tot 40 jaar;Drie kinderen of meer;2043;53917;12244.0
1353;35 tot 40 jaar;Drie kinderen of meer;2044;53126;12151.0
1354;35 tot 40 jaar;Drie kinderen of meer;2045;52450;12097.0
1355;35 tot 40 jaar;Drie kinderen of meer;2046;51886;12096.0
1356;35 tot 40 jaar;Drie kinderen of meer;2047;51447;12090.0
1357;35 tot 40 jaar;Drie kinderen of meer;2048;51064;12074.0
1358;35 tot 40 jaar;Drie kinderen of meer;2049;50592;11988.0
1359;35 tot 40 jaar;Drie kinderen of meer;2050;50206;11919.0
1360;35 tot 40 jaar;Drie kinderen of meer;2051;49835;11807.0
1361;35 tot 40 jaar;Drie kinderen of meer;2052;49685;11744.0
1362;35 tot 40 jaar;Drie kinderen of meer;2053;49551;11697.0
1363;35 tot 40 jaar;Drie kinderen of meer;2054;49540;11695.0
1364;35 tot 40 jaar;Drie kinderen of meer;2055;49425;11639.0
1365;35 tot 40 jaar;Drie kinderen of meer;2056;49338;11621.0
1366;35 tot 40 jaar;Drie kinderen of meer;2057;49349;11650.0
1367;35 tot 40 jaar;Drie kinderen of meer;2058;49346;11628.0
1368;35 tot 40 jaar;Drie kinderen of meer;2059;49357;11595.0
1369;35 tot 40 jaar;Drie kinderen of meer;2060;49372;11555.0
1370;35 tot 40 jaar;Drie kinderen of meer;2061;49445;11523.0
1371;35 tot 40 jaar;Drie kinderen of meer;2062;49304;11388.0
1372;35 tot 40 jaar;Drie kinderen of meer;2063;49440;11393.0
1373;35 tot 40 jaar;Drie kinderen of meer;2064;49659;11457.0
1374;35 tot 40 jaar;Drie kinderen of meer;2065;49973;11559.0
1375;35 tot 40 jaar;Drie kinderen of meer;2066;50350;11699.0
1376;35 tot 40 jaar;Drie kinderen of meer;2067;50807;11866.0
1377;35 tot 40 jaar;Drie kinderen of meer;2068;51338;12037.0
1378;35 tot 40 jaar;Drie kinderen of meer;2069;51873;12203.0
1379;35 tot 40 jaar;Drie kinderen of meer;2070;52444;12359.0
1380;40 tot 45 jaar;Totaal;2025;381283;90853.0
1381;40 tot 45 jaar;Totaal;2026;383580;92266.0
1382;40 tot 45 jaar;Totaal;2027;388821;93993.0
1383;40 tot 45 jaar;Totaal;2028;395829;95547.0
1384;40 tot 45 jaar;Totaal;2029;402915;96904.0
1385;40 tot 45 jaar;Totaal;2030;408344;97767.0
1386;40 tot 45 jaar;Totaal;2031;415544;98689.0
1387;40 tot 45 jaar;Totaal;2032;420328;99034.0
1388;40 tot 45 jaar;Totaal;2033;423604;99473.0
1389;40 tot 45 jaar;Totaal;2034;426494;99898.0
1390;40 tot 45 jaar;Totaal;2035;429203;100313.0
1391;40 tot 45 jaar;Totaal;2036;427640;99976.0
1392;40 tot 45 jaar;Totaal;2037;427022;99655.0
1393;40 tot 45 jaar;Totaal;2038;427490;99935.0
1394;40 tot 45 jaar;Totaal;2039;430744;100918.0
1395;40 tot 45 jaar;Totaal;2040;434293;102236.0
1396;40 tot 45 jaar;Totaal;2041;440726;104480.0
1397;40 tot 45 jaar;Totaal;2042;445887;106769.0
1398;40 tot 45 jaar;Totaal;2043;450302;108741.0
1399;40 tot 45 jaar;Totaal;2044;452219;110058.0
1400;40 tot 45 jaar;Totaal;2045;451632;110816.0
1401;40 tot 45 jaar;Totaal;2046;448325;110459.0
1402;40 tot 45 jaar;Totaal;2047;445193;110009.0
1403;40 tot 45 jaar;Totaal;2048;440937;109343.0
1404;40 tot 45 jaar;Totaal;2049;438000;108840.0
1405;40 tot 45 jaar;Totaal;2050;436301;108655.0
1406;40 tot 45 jaar;Totaal;2051;435329;108964.0
1407;40 tot 45 jaar;Totaal;2052;433744;109077.0
1408;40 tot 45 jaar;Totaal;2053;432383;109057.0
1409;40 tot 45 jaar;Totaal;2054;428789;108380.0
1410;40 tot 45 jaar;Totaal;2055;426203;107912.0
1411;40 tot 45 jaar;Totaal;2056;423146;107024.0
1412;40 tot 45 jaar;Totaal;2057;421610;106571.0
1413;40 tot 45 jaar;Totaal;2058;420363;106188.0
1414;40 tot 45 jaar;Totaal;2059;419688;106077.0
1415;40 tot 45 jaar;Totaal;2060;418564;105560.0
1416;40 tot 45 jaar;Totaal;2061;418061;105361.0
1417;40 tot 45 jaar;Totaal;2062;419914;105727.0
1418;40 tot 45 jaar;Totaal;2063;419147;105524.0
1419;40 tot 45 jaar;Totaal;2064;418228;105205.0
1420;40 tot 45 jaar;Totaal;2065;417206;104844.0
1421;40 tot 45 jaar;Totaal;2066;416682;104592.0
1422;40 tot 45 jaar;Totaal;2067;413913;103548.0
1423;40 tot 45 jaar;Totaal;2068;415309;103698.0
1424;40 tot 45 jaar;Totaal;2069;418382;104336.0
1425;40 tot 45 jaar;Totaal;2070;422537;105279.0
1426;40 tot 45 jaar;Geen kinderen;2025;60059;
1427;40 tot 45 jaar;Geen kinderen;2026;61546;
1428;40 tot 45 jaar;Geen kinderen;2027;66115;
1429;40 tot 45 jaar;Geen kinderen;2028;72123;
1430;40 tot 45 jaar;Geen kinderen;2029;78012;
1431;40 tot 45 jaar;Geen kinderen;2030;82225;
1432;40 tot 45 jaar;Geen kinderen;2031;88432;
