ID;SoortMisdrijf;RegioS;Perioden;TotaalGeregistreerdeMisdrijven_1;GeregistreerdeMisdrijvenRelatief_2;GeregistreerdeMisdrijvenPer1000Inw_3;TotaalOpgehelderdeMisdrijven_4;OpgehelderdeMisdrijvenRelatief_5;RegistratiesVanVerdachten_6
81;Misdrijven, totaal;Niet in te delen (LD);2016;1135.0;100.0;;255.0;22.5;360.0
82;Misdrijven, totaal;Niet in te delen (LD);2017;1640.0;100.0;;360.0;22.0;470.0
83;Misdrijven, totaal;Niet in te delen (LD);2018;1720.0;100.0;;290.0;16.8;420.0
84;Misdrijven, totaal;Niet in te delen (LD);2019;1920.0;100.0;;320.0;16.7;440.0
85;Misdrijven, totaal;Niet in te delen (LD);2020;935.0;100.0;;280.0;29.9;385.0
86;Misdrijven, totaal;Niet in te delen (LD);2021;700.0;100.0;;135.0;19.5;210.0
87;Misdrijven, totaal;Niet in te delen (LD);2022;725.0;100.0;;115.0;15.7;195.0
88;Misdrijven, totaal;Niet in te delen (LD);2023;865.0;100.0;;115.0;13.5;180.0
89;Misdrijven, totaal;Niet in te delen (LD);2024;615.0;100.0;;105.0;17.3;195.0
90;Misdrijven, totaal;Groningen (PV);2010;38320.0;100.0;66.4;13200.0;34.4;16605.0
91;Misdrijven, totaal;Groningen (PV);2011;37190.0;100.0;64.2;12595.0;33.9;15635.0
92;Misdrijven, totaal;Groningen (PV);2012;35875.0;100.0;61.8;11560.0;32.2;14085.0
93;Misdrijven, totaal;Groningen (PV);2013;34450.0;100.0;59.2;10340.0;30.0;12570.0
94;Misdrijven, totaal;Groningen (PV);2014;30715.0;100.0;52.7;8845.0;28.8;10730.0
95;Misdrijven, totaal;Groningen (PV);2015;30065.0;100.0;51.5;8255.0;27.5;10155.0
96;Misdrijven, totaal;Groningen (PV);2016;29570.0;100.0;50.7;7435.0;25.1;8985.0
97;Misdrijven, totaal;Groningen (PV);2017;24990.0;100.0;42.8;7340.0;29.4;8800.0
98;Misdrijven, totaal;Groningen (PV);2018;24065.0;100.0;41.3;7470.0;31.0;9080.0
99;Misdrijven, totaal;Groningen (PV);2019;24935.0;100.0;42.7;7720.0;31.0;9570.0
100;Misdrijven, totaal;Groningen (PV);2020;23830.0;100.0;40.7;7110.0;29.8;8770.0
101;Misdrijven, totaal;Groningen (PV);2021;23350.0;100.0;39.8;6830.0;29.3;8005.0
102;Misdrijven, totaal;Groningen (PV);2022;25390.0;100.0;43.0;7500.0;29.5;8835.0
103;Misdrijven, totaal;Groningen (PV);2023;26885.0;100.0;45.1;8235.0;30.6;9710.0
104;Misdrijven, totaal;Groningen (PV);2024;26030.0;100.0;43.3;6675.0;25.6;8845.0
105;Misdrijven, totaal;Fryslân (PV);2010;31795.0;100.0;49.2;11030.0;34.7;12370.0
106;Misdrijven, totaal;Fryslân (PV);2011;31950.0;100.0;49.4;10825.0;33.9;12565.0
107;Misdrijven, totaal;Fryslân (PV);2012;29905.0;100.0;46.2;9690.0;32.4;11120.0
108;Misdrijven, totaal;Fryslân (PV);2013;28760.0;100.0;44.5;9030.0;31.4;10655.0
109;Misdrijven, totaal;Fryslân (PV);2014;27620.0;100.0;42.7;8785.0;31.8;10170.0
110;Misdrijven, totaal;Fryslân (PV);2015;26585.0;100.0;41.1;8415.0;31.6;10065.0
111;Misdrijven, totaal;Fryslân (PV);2016;24600.0;100.0;38.1;7585.0;30.8;8980.0
112;Misdrijven, totaal;Fryslân (PV);2017;21140.0;100.0;32.7;7060.0;33.4;8445.0
113;Misdrijven, totaal;Fryslân (PV);2018;22010.0;100.0;34.0;7685.0;34.9;9115.0
114;Misdrijven, totaal;Fryslân (PV);2019;22260.0;100.0;34.4;8065.0;36.2;9670.0
115;Misdrijven, totaal;Fryslân (PV);2020;22135.0;100.0;34.1;7575.0;34.2;9135.0
116;Misdrijven, totaal;Fryslân (PV);2021;20380.0;100.0;31.3;7075.0;34.7;8510.0
117;Misdrijven, totaal;Fryslân (PV);2022;21135.0;100.0;32.3;7160.0;33.9;8320.0
118;Misdrijven, totaal;Fryslân (PV);2023;21060.0;100.0;31.9;7305.0;34.7;8645.0
119;Misdrijven, totaal;Fryslân (PV);2024;20590.0;100.0;31.1;6315.0;30.7;8290.0
120;Misdrijven, totaal;Drenthe (PV);2010;26085.0;100.0;53.1;7490.0;28.7;9175.0
121;Misdrijven, totaal;Drenthe (PV);2011;26095.0;100.0;53.1;7710.0;29.5;9485.0
122;Misdrijven, totaal;Drenthe (PV);2012;25180.0;100.0;51.3;7510.0;29.8;9320.0
123;Misdrijven, totaal;Drenthe (PV);2013;23110.0;100.0;47.2;6480.0;28.0;8005.0
124;Misdrijven, totaal;Drenthe (PV);2014;21470.0;100.0;43.9;6125.0;28.5;7975.0
125;Misdrijven, totaal;Drenthe (PV);2015;20090.0;100.0;41.1;5515.0;27.5;7050.0
126;Misdrijven, totaal;Drenthe (PV);2016;18660.0;100.0;38.2;4865.0;26.1;6210.0
127;Misdrijven, totaal;Drenthe (PV);2017;16480.0;100.0;33.5;4550.0;27.6;5535.0
128;Misdrijven, totaal;Drenthe (PV);2018;15675.0;100.0;31.9;4315.0;27.5;5435.0
129;Misdrijven, totaal;Drenthe (PV);2019;17205.0;100.0;35.0;4560.0;26.5;5615.0
130;Misdrijven, totaal;Drenthe (PV);2020;17915.0;100.0;36.3;4305.0;24.0;5500.0
131;Misdrijven, totaal;Drenthe (PV);2021;16810.0;100.0;34.0;3910.0;23.3;4825.0
132;Misdrijven, totaal;Drenthe (PV);2022;17510.0;100.0;35.2;4405.0;25.2;5330.0
133;Misdrijven, totaal;Drenthe (PV);2023;16975.0;100.0;33.8;4610.0;27.1;5585.0
134;Misdrijven, totaal;Drenthe (PV);2024;15725.0;100.0;31.2;3615.0;23.0;5030.0
135;Misdrijven, totaal;Overijssel (PV);2010;63765.0;100.0;56.4;18335.0;28.8;22405.0
136;Misdrijven, totaal;Overijssel (PV);2011;64610.0;100.0;57.0;18465.0;28.6;22280.0
137;Misdrijven, totaal;Overijssel (PV);2012;63280.0;100.0;55.6;17480.0;27.6;21370.0
138;Misdrijven, totaal;Overijssel (PV);2013;60990.0;100.0;53.5;15725.0;25.8;18820.0
139;Misdrijven, totaal;Overijssel (PV);2014;54065.0;100.0;47.4;13925.0;25.8;16940.0
140;Misdrijven, totaal;Overijssel (PV);2015;50580.0;100.0;44.3;13425.0;26.5;15815.0
141;Misdrijven, totaal;Overijssel (PV);2016;48590.0;100.0;42.5;12900.0;26.5;15120.0
142;Misdrijven, totaal;Overijssel (PV);2017;43450.0;100.0;37.9;12280.0;28.3;14650.0
143;Misdrijven, totaal;Overijssel (PV);2018;42275.0;100.0;36.7;12570.0;29.7;14950.0
144;Misdrijven, totaal;Overijssel (PV);2019;43085.0;100.0;37.3;13375.0;31.0;16045.0
145;Misdrijven, totaal;Overijssel (PV);2020;44665.0;100.0;38.4;13590.0;30.4;16550.0
146;Misdrijven, totaal;Overijssel (PV);2021;41700.0;100.0;35.7;12460.0;29.9;14725.0
147;Misdrijven, totaal;Overijssel (PV);2022;46490.0;100.0;39.7;13005.0;28.0;14840.0
148;Misdrijven, totaal;Overijssel (PV);2023;43630.0;100.0;36.8;11845.0;27.1;13630.0
149;Misdrijven, totaal;Overijssel (PV);2024;43995.0;100.0;37.0;10885.0;24.7;13655.0
150;Misdrijven, totaal;Flevoland (PV);2010;25765.0;100.0;66.4;7310.0;28.4;9275.0
151;Misdrijven, totaal;Flevoland (PV);2011;26125.0;100.0;66.6;7350.0;28.1;9265.0
152;Misdrijven, totaal;Flevoland (PV);2012;25850.0;100.0;65.4;7420.0;28.7;9235.0
153;Misdrijven, totaal;Flevoland (PV);2013;26000.0;100.0;65.3;7170.0;27.6;8890.0
154;Misdrijven, totaal;Flevoland (PV);2014;23335.0;100.0;58.4;6885.0;29.5;8310.0
155;Misdrijven, totaal;Flevoland (PV);2015;21550.0;100.0;53.6;6225.0;28.9;7420.0
156;Misdrijven, totaal;Flevoland (PV);2016;20830.0;100.0;51.6;6360.0;30.5;7680.0
157;Misdrijven, totaal;Flevoland (PV);2017;18685.0;100.0;45.8;6215.0;33.3;7480.0
158;Misdrijven, totaal;Flevoland (PV);2018;18205.0;100.0;44.2;5990.0;32.9;7135.0
159;Misdrijven, totaal;Flevoland (PV);2019;19270.0;100.0;46.3;6220.0;32.3;7460.0
160;Misdrijven, totaal;Flevoland (PV);2020;18875.0;100.0;44.6;5765.0;30.5;6870.0
161;Misdrijven, totaal;Flevoland (PV);2021;16920.0;100.0;39.5;5185.0;30.7;6040.0
162;Misdrijven, totaal;Flevoland (PV);2022;17325.0;100.0;39.9;5855.0;33.8;6665.0
163;Misdrijven, totaal;Flevoland (PV);2023;17220.0;100.0;38.7;5455.0;31.7;6370.0
164;Misdrijven, totaal;Flevoland (PV);2024;17530.0;100.0;38.9;4730.0;27.0;6210.0
165;Misdrijven, totaal;Gelderland (PV);2010;127595.0;100.0;63.8;32035.0;25.1;39290.0
166;Misdrijven, totaal;Gelderland (PV);2011;125520.0;100.0;62.6;30505.0;24.3;36800.0
167;Misdrijven, totaal;Gelderland (PV);2012;119780.0;100.0;59.6;28275.0;23.6;34380.0
168;Misdrijven, totaal;Gelderland (PV);2013;112985.0;100.0;56.1;27405.0;24.3;33785.0
169;Misdrijven, totaal;Gelderland (PV);2014;102230.0;100.0;50.6;26700.0;26.1;32330.0
170;Misdrijven, totaal;Gelderland (PV);2015;95195.0;100.0;47.0;25080.0;26.3;30910.0
171;Misdrijven, totaal;Gelderland (PV);2016;92785.0;100.0;45.6;24530.0;26.4;29160.0
172;Misdrijven, totaal;Gelderland (PV);2017;81715.0;100.0;39.9;22720.0;27.8;26935.0
173;Misdrijven, totaal;Gelderland (PV);2018;76855.0;100.0;37.3;23010.0;29.9;27020.0
174;Misdrijven, totaal;Gelderland (PV);2019;82735.0;100.0;39.9;24735.0;29.9;29235.0
175;Misdrijven, totaal;Gelderland (PV);2020;84115.0;100.0;40.3;24850.0;29.5;29840.0
176;Misdrijven, totaal;Gelderland (PV);2021;79110.0;100.0;37.7;22410.0;28.3;25940.0
177;Misdrijven, totaal;Gelderland (PV);2022;82250.0;100.0;39.0;23725.0;28.8;26635.0
178;Misdrijven, totaal;Gelderland (PV);2023;79960.0;100.0;37.5;22125.0;27.7;25175.0
179;Misdrijven, totaal;Gelderland (PV);2024;79340.0;100.0;36.9;18590.0;23.4;23320.0
180;Misdrijven, totaal;Utrecht (PV);2010;90440.0;100.0;74.1;21620.0;23.9;25915.0
181;Misdrijven, totaal;Utrecht (PV);2011;86305.0;100.0;70.2;20660.0;23.9;24845.0
182;Misdrijven, totaal;Utrecht (PV);2012;82140.0;100.0;66.4;19605.0;23.9;23750.0
183;Misdrijven, totaal;Utrecht (PV);2013;79440.0;100.0;63.8;18990.0;23.9;22915.0
184;Misdrijven, totaal;Utrecht (PV);2014;75820.0;100.0;60.5;17685.0;23.3;21150.0
185;Misdrijven, totaal;Utrecht (PV);2015;74175.0;100.0;58.7;15790.0;21.3;19250.0
186;Misdrijven, totaal;Utrecht (PV);2016;72070.0;100.0;56.6;15145.0;21.0;18025.0
187;Misdrijven, totaal;Utrecht (PV);2017;66560.0;100.0;51.8;14230.0;21.4;17045.0
188;Misdrijven, totaal;Utrecht (PV);2018;63445.0;100.0;49.0;14555.0;22.9;17300.0
189;Misdrijven, totaal;Utrecht (PV);2019;65570.0;100.0;48.9;15040.0;22.9;17705.0
190;Misdrijven, totaal;Utrecht (PV);2020;64250.0;100.0;47.4;14230.0;22.1;16810.0
191;Misdrijven, totaal;Utrecht (PV);2021;57535.0;100.0;42.3;12600.0;21.9;14665.0
192;Misdrijven, totaal;Utrecht (PV);2022;59435.0;100.0;43.4;14530.0;24.4;16645.0
193;Misdrijven, totaal;Utrecht (PV);2023;62015.0;100.0;44.7;14285.0;23.0;16335.0
194;Misdrijven, totaal;Utrecht (PV);2024;60350.0;100.0;43.1;12290.0;20.4;15835.0
195;Misdrijven, totaal;Noord-Holland (PV);2010;235530.0;100.0;88.2;63815.0;27.1;79270.0
196;Misdrijven, totaal;Noord-Holland (PV);2011;236880.0;100.0;88.0;64930.0;27.4;79695.0
197;Misdrijven, totaal;Noord-Holland (PV);2012;225745.0;100.0;83.3;58860.0;26.1;71810.0
198;Misdrijven, totaal;Noord-Holland (PV);2013;222530.0;100.0;81.7;55000.0;24.7;67535.0
199;Misdrijven, totaal;Noord-Holland (PV);2014;207610.0;100.0;75.7;54345.0;26.2;65865.0
200;Misdrijven, totaal;Noord-Holland (PV);2015;202670.0;100.0;73.4;49175.0;24.3;60160.0
201;Misdrijven, totaal;Noord-Holland (PV);2016;189710.0;100.0;68.1;45445.0;24.0;54525.0
202;Misdrijven, totaal;Noord-Holland (PV);2017;171760.0;100.0;61.1;41725.0;24.3;49880.0
203;Misdrijven, totaal;Noord-Holland (PV);2018;162985.0;100.0;57.6;41095.0;25.2;49150.0
204;Misdrijven, totaal;Noord-Holland (PV);2019;166930.0;100.0;58.5;42675.0;25.6;51615.0
205;Misdrijven, totaal;Noord-Holland (PV);2020;156670.0;100.0;54.4;38390.0;24.5;46405.0
206;Misdrijven, totaal;Noord-Holland (PV);2021;144990.0;100.0;50.2;38285.0;26.4;44955.0
207;Misdrijven, totaal;Noord-Holland (PV);2022;161575.0;100.0;55.5;42975.0;26.6;50095.0
208;Misdrijven, totaal;Noord-Holland (PV);2023;168695.0;100.0;57.1;43520.0;25.8;50790.0
209;Misdrijven, totaal;Noord-Holland (PV);2024;169585.0;100.0;57.0;37750.0;22.3;48930.0
210;Misdrijven, totaal;Zuid-Holland (PV);2010;275405.0;100.0;78.6;83225.0;30.2;101640.0
211;Misdrijven, totaal;Zuid-Holland (PV);2011;285845.0;100.0;81.0;85260.0;29.8;103970.0
212;Misdrijven, totaal;Zuid-Holland (PV);2012;269475.0;100.0;75.9;81105.0;30.1;97725.0
213;Misdrijven, totaal;Zuid-Holland (PV);2013;254775.0;100.0;71.5;77665.0;30.5;92380.0
214;Misdrijven, totaal;Zuid-Holland (PV);2014;237745.0;100.0;66.5;70650.0;29.7;85165.0
215;Misdrijven, totaal;Zuid-Holland (PV);2015;224970.0;100.0;62.5;62535.0;27.8;75465.0
216;Misdrijven, totaal;Zuid-Holland (PV);2016;218565.0;100.0;60.3;58920.0;27.0;69960.0
217;Misdrijven, totaal;Zuid-Holland (PV);2017;197600.0;100.0;54.1;53750.0;27.2;63105.0
218;Misdrijven, totaal;Zuid-Holland (PV);2018;181550.0;100.0;49.3;51835.0;28.6;61125.0
219;Misdrijven, totaal;Zuid-Holland (PV);2019;190650.0;100.0;51.9;54370.0;28.5;64095.0
220;Misdrijven, totaal;Zuid-Holland (PV);2020;193930.0;100.0;52.3;51725.0;26.7;61040.0
221;Misdrijven, totaal;Zuid-Holland (PV);2021;180340.0;100.0;48.4;51020.0;28.3;58965.0
222;Misdrijven, totaal;Zuid-Holland (PV);2022;192075.0;100.0;51.2;56430.0;29.4;64080.0
223;Misdrijven, totaal;Zuid-Holland (PV);2023;192260.0;100.0;50.5;53525.0;27.8;61165.0
224;Misdrijven, totaal;Zuid-Holland (PV);2024;193940.0;100.0;50.5;45260.0;23.3;57450.0
225;Misdrijven, totaal;Zeeland (PV);2010;22165.0;100.0;58.1;6925.0;31.2;8605.0
226;Misdrijven, totaal;Zeeland (PV);2011;22555.0;100.0;59.1;7190.0;31.9;8705.0
227;Misdrijven, totaal;Zeeland (PV);2012;20935.0;100.0;54.9;6735.0;32.2;8020.0
228;Misdrijven, totaal;Zeeland (PV);2013;19120.0;100.0;50.2;6135.0;32.1;7350.0
229;Misdrijven, totaal;Zeeland (PV);2014;17180.0;100.0;45.1;5580.0;32.5;6595.0
230;Misdrijven, totaal;Zeeland (PV);2015;16840.0;100.0;44.2;5300.0;31.5;6540.0
231;Misdrijven, totaal;Zeeland (PV);2016;15560.0;100.0;40.8;4830.0;31.0;5775.0
232;Misdrijven, totaal;Zeeland (PV);2017;13540.0;100.0;35.5;4735.0;35.0;5660.0
233;Misdrijven, totaal;Zeeland (PV);2018;12725.0;100.0;33.3;5125.0;40.3;6250.0
234;Misdrijven, totaal;Zeeland (PV);2019;13490.0;100.0;35.2;5305.0;39.3;6320.0
235;Misdrijven, totaal;Zeeland (PV);2020;14220.0;100.0;37.1;5080.0;35.7;6180.0
236;Misdrijven, totaal;Zeeland (PV);2021;13535.0;100.0;35.1;4465.0;33.0;5240.0
237;Misdrijven, totaal;Zeeland (PV);2022;14135.0;100.0;36.5;4515.0;31.9;5335.0
238;Misdrijven, totaal;Zeeland (PV);2023;13560.0;100.0;34.7;4615.0;34.0;5450.0
239;Misdrijven, totaal;Zeeland (PV);2024;14260.0;100.0;36.4;3870.0;27.1;4995.0
240;Misdrijven, totaal;Noord-Brabant (PV);2010;176065.0;100.0;72.0;43650.0;24.8;54030.0
241;Misdrijven, totaal;Noord-Brabant (PV);2011;174345.0;100.0;71.0;40390.0;23.2;49230.0
242;Misdrijven, totaal;Noord-Brabant (PV);2012;172340.0;100.0;70.0;40120.0;23.3;48360.0
243;Misdrijven, totaal;Noord-Brabant (PV);2013;164440.0;100.0;66.5;37810.0;23.0;46045.0
244;Misdrijven, totaal;Noord-Brabant (PV);2014;152130.0;100.0;61.4;35705.0;23.5;42830.0
245;Misdrijven, totaal;Noord-Brabant (PV);2015;145560.0;100.0;58.5;33745.0;23.2;40260.0
246;Misdrijven, totaal;Noord-Brabant (PV);2016;135220.0;100.0;54.1;31715.0;23.5;37205.0
247;Misdrijven, totaal;Noord-Brabant (PV);2017;118795.0;100.0;47.3;29370.0;24.7;34575.0
248;Misdrijven, totaal;Noord-Brabant (PV);2018;112580.0;100.0;44.5;30480.0;27.1;35925.0
249;Misdrijven, totaal;Noord-Brabant (PV);2019;119540.0;100.0;47.0;34300.0;28.7;40500.0
250;Misdrijven, totaal;Noord-Brabant (PV);2020;120340.0;100.0;47.0;32580.0;27.1;38585.0
251;Misdrijven, totaal;Noord-Brabant (PV);2021;113905.0;100.0;44.3;30155.0;26.5;35035.0
252;Misdrijven, totaal;Noord-Brabant (PV);2022;119240.0;100.0;46.0;33515.0;28.1;38535.0
253;Misdrijven, totaal;Noord-Brabant (PV);2023;120235.0;100.0;45.8;34650.0;28.8;40050.0
254;Misdrijven, totaal;Noord-Brabant (PV);2024;117060.0;100.0;44.3;27060.0;23.1;36020.0
255;Misdrijven, totaal;Limburg (PV);2010;85495.0;100.0;76.2;22070.0;25.8;27165.0
256;Misdrijven, totaal;Limburg (PV);2011;87010.0;100.0;77.5;20275.0;23.3;24700.0
257;Misdrijven, totaal;Limburg (PV);2012;82725.0;100.0;73.7;19615.0;23.7;23775.0
258;Misdrijven, totaal;Limburg (PV);2013;77580.0;100.0;69.2;17580.0;22.7;21065.0
259;Misdrijven, totaal;Limburg (PV);2014;74285.0;100.0;66.3;15805.0;21.3;18845.0
